"Time"	G1	G3	G8	G5	G4	G22	G83	G7	G6	G85	G86	G87	G54	G88	G89	G30	G29	G35	G100	G99	G32	G19	G18	G20	G81	G23	G80	G82	G51	G31	G58	G50	G78	G94	G95
550	0.0265168	0.0135410	0.5761328	0.6307138	0.0855381	0.5474522	0.0419933	0.6034612	0.6981094	0.0819553	0.7186945	0.4466532	0.0475057	0.7837722	0.3615884	0.4901066	0.1934092	0.6504247	0.8751027	0.0000844	0.6398985	0.3096823	0.6573387	0.6898947	0.0011296	0.5083841	0.1133128	0.3695675	0.0282317	0.3385021	0.6016754	0.0204874	0.3958214	0.6873743	0.5619420
600	0.0326458	0.0089313	0.7556407	0.5596599	0.1048280	0.6639630	0.0323007	0.5985512	0.7347141	0.0476821	0.7305398	0.3886587	0.0588082	0.7344243	0.4276832	0.4967590	0.1881425	0.5693277	0.7284257	0.0018899	0.6502381	0.3015435	0.6857139	0.6181932	0.0024047	0.5093703	0.1475132	0.3265435	0.0320493	0.3129471	0.7151086	0.0543172	0.4115300	0.6349482	0.6850773
650	0.0165541	0.0310934	0.6969158	0.6685544	0.0917694	0.6804737	0.0933694	0.7034511	0.6847309	0.0264374	0.6983762	0.5956005	0.0696255	0.6896742	0.3880913	0.5021423	0.1509650	0.6445681	0.7362714	0.0015154	0.6271565	0.3200017	0.7384083	0.7404055	0.0192473	0.5351349	0.1250367	0.4145590	0.0174056	0.3334511	0.6626627	0.0518075	0.2789240	0.7506480	0.6747773
700	0.0318190	0.0060651	0.6763329	0.7303172	0.0869598	0.5660196	0.0893121	0.7629059	0.6250078	0.0553550	0.6501197	0.4773110	0.0459098	0.5862417	0.3509563	0.5406909	0.1784266	0.6314904	0.7321914	0.0008997	0.5635133	0.2522440	0.7296266	0.6098026	0.0023025	0.5391745	0.0954941	0.2941464	0.0017502	0.2607158	0.6568324	0.0365229	0.2949422	0.6713458	0.6044566
750	0.0301683	0.0287100	0.6635686	0.6080368	0.1095207	0.6531538	0.0477955	0.6479031	0.6652760	0.0450222	0.7148076	0.4329559	0.0683603	0.6203238	0.2969380	0.4041985	0.1436222	0.6998830	0.7568587	0.0075476	0.7379527	0.3161804	0.7249106	0.6023104	0.0015419	0.5115724	0.1154336	0.4363491	0.0020455	0.2807366	0.7285272	0.0755978	0.3275909	0.6792953	0.6573036
800	0.0546641	0.0091892	0.8304806	0.6730925	0.0773622	0.5754525	0.0788548	0.6404353	0.6702405	0.1020378	0.6165748	0.4324049	0.0259151	0.7373534	0.3510842	0.4590275	0.3284914	0.6078694	0.6478699	0.0118448	0.7384045	0.2818333	0.7051038	0.5960918	0.0033038	0.4961481	0.1218919	0.3688639	0.0051159	0.3208454	0.7004480	0.0456060	0.3863476	0.5032186	0.5891406
850	0.0119147	0.0434655	0.6514465	0.5843161	0.0721615	0.7285808	0.0477953	0.5582455	0.7535840	0.0414495	0.6898110	0.4643461	0.0444567	0.7551975	0.3744685	0.4152397	0.1943659	0.5949457	0.6954841	0.0011634	0.6980282	0.3223491	0.8815898	0.8493977	0.0026817	0.4466285	0.1220473	0.4115007	0.0032361	0.2534177	0.6770407	0.0377945	0.2917278	0.6886877	0.7838096
900	0.0527440	0.0209686	0.6497066	0.8089512	0.1052175	0.6811304	0.0497382	0.6221983	0.7901188	0.0433224	0.6198453	0.3603273	0.0316920	0.7262745	0.3320506	0.4006608	0.1448781	0.6270180	0.5247698	0.0019636	0.6091502	0.3388379	0.7181164	0.6148332	0.0056847	0.4520971	0.1102149	0.3172353	0.0022261	0.2894758	0.7903576	0.0225576	0.3079775	0.6204970	0.8574081
950	0.0165175	0.0197506	0.6138904	0.5931777	0.0952403	0.6233350	0.1009553	0.6203430	0.7494171	0.1447646	0.7765221	0.5025339	0.0651361	0.8436433	0.4605091	0.5304350	0.1607409	0.6579471	0.7058991	0.0001607	0.6926240	0.3638292	0.8974374	0.6853515	0.0010639	0.4574092	0.1837037	0.3522141	0.0037408	0.2602049	0.6545233	0.0149671	0.2736190	0.6043160	0.5612941
1000	0.0360686	0.0200842	0.6366121	0.6220709	0.0720497	0.6759882	0.0654760	0.6903159	0.8811581	0.0667423	0.5740351	0.4792935	0.0543318	0.7000197	0.4103514	0.4256648	0.2157266	0.7556799	0.6098226	0.0025939	0.7284736	0.2975974	0.6921933	0.6854026	0.0052370	0.4926104	0.1206214	0.3957041	0.0047872	0.3005325	0.6575190	0.0618844	0.2959615	0.6330046	0.5646374

0	0.0538393	0.0381540	0.6412582	0.7215370	0.0949194	0.6657836	0.0842088	0.7433932	0.6180596	0.0878910	0.7798894	0.5234424	0.0906629	0.6775745	0.3427536	0.4390764	0.2286686	0.6925843	0.8902245	0.0036198	0.8086925	0.2063799	0.8238212	0.5503284	0.0048622	0.5000620	0.1371278	0.3954118	0.0078023	0.2743875	0.6046811	0.0328540	0.3417960	0.5883537	0.6765641
50	0.0124952	0.3170627	0.6371986	0.5336815	0.0618679	0.6174807	0.0504478	0.6908534	0.4190152	0.1167288	0.3095728	0.4339845	0.0374744	0.7159245	0.3605653	0.5201601	0.2849568	0.6356725	0.9699233	0.0086982	0.7508940	0.2993512	0.7807123	0.7173732	0.0102473	0.5273671	0.1794425	0.4217267	0.0022370	0.0497101	0.5974578	0.5062647	0.1257029	0.6498910	0.6793117
100	0.0107015	0.4840508	0.6397352	0.6250284	0.0585271	0.7834853	0.0805970	0.7509310	0.3190298	0.0817650	0.2829760	0.4576596	0.0439009	0.6424303	0.2589839	0.5804256	0.2466552	0.7250742	0.5602774	0.0037776	0.6934156	0.2274018	0.6401025	0.6817671	0.0073782	0.5659660	0.1557647	0.3660239	0.0024572	0.0535636	0.6515132	0.5579643	0.1044669	0.4608851	0.6332466
150	0.0023328	0.4668864	0.6856153	0.7342020	0.0703067	0.6966365	0.0710749	0.5848200	0.2762062	0.0671112	0.1892129	0.4365449	0.0639786	0.7336410	0.1425835	0.5955447	0.1430092	0.8499043	0.6787246	0.0021097	0.6020673	0.2716266	0.6831079	0.6624304	0.0057563	0.5940287	0.1956537	0.4046570	0.0035055	0.0344634	0.7512557	0.5786717	0.0736126	0.2419021	0.3276722
200	0.0001308	0.5341227	0.6294418	0.5614981	0.0805734	0.7158364	0.0794633	0.6996865	0.3021819	0.0412461	0.2246905	0.2822952	0.0379669	0.7378825	0.0855436	0.6347534	0.1436996	0.6880726	0.7789427	0.0001577	0.6291198	0.2626531	0.6206294	0.6517155	0.0057624	0.5768368	0.1551118	0.2992207	0.0016154	0.0749027	0.7139621	0.6739845	0.0744185	0.1443467	0.3074570
250	0.0001476	0.5434836	0.7440593	0.6956303	0.0755394	0.8156845	0.0846093	0.6154054	0.3020400	0.0423696	0.2152072	0.3374611	0.0401627	0.7407123	0.1407915	0.6016576	0.1586130	0.8650198	0.6213370	0.0012730	0.7283162	0.2252539	0.6487413	0.6598232	0.0116021	0.7185503	0.1634296	0.2860529	0.0083447	0.0553547	0.6988995	0.8037110	0.1062698	0.0979173	0.2047182
300	0.0000346	0.6412960	0.7388962	0.8735861	0.0693326	0.6408291	0.0802670	0.5955273	0.3545557	0.0444189	0.2146296	0.3018512	0.0519066	0.6604309	0.0875100	0.5926602	0.1921510	0.7008570	0.6022974	0.0011350	0.6681813	0.3849928	0.6444058	0.6859973	0.0354784	0.6389644	0.1368203	0.2437820	0.0062187	0.0853522	0.6040778	0.6811770	0.1393685	0.0829386	0.1769885
350	0.0003111	0.5128647	0.7826295	0.6802530	0.0872307	0.6455332	0.0851537	0.6646444	0.2833060	0.0391272	0.2699483	0.4916848	0.0442808	0.6990328	0.0987540	0.7420635	0.1354389	0.7355586	0.6604761	0.0002489	0.5205901	0.3106769	0.6096724	0.7844744	0.0109736	0.6872478	0.1294156	0.2771521	0.0081660	0.0506929	0.7246261	0.5322421	0.1442032	0.0704812	0.2064092
400	0.0038580	0.5371714	0.6944025	0.7104353	0.0885329	0.6570372	0.0684613	0.6959892	0.2656668	0.0245760	0.3085429	0.2807670	0.0714621	0.6517881	0.0721746	0.6624222	0.1570044	0.6973029	0.6625621	0.0000000	0.6768475	0.2692336	0.6171329	0.6075427	0.0035608	0.6622594	0.1022983	0.3325647	0.0060132	0.0524777	0.6485681	0.6692233	0.1285721	0.1155690	0.3384098
450	0.0008878	0.5348841	0.6741235	0.7990342	0.0854974	0.5740217	0.0675291	0.6855036	0.2962703	0.0253333	0.2962909	0.4238253	0.0869033	0.8678009	0.0988250	0.6793920	0.1363071	0.6821936	0.7064926	0.0048030	0.7571413	0.2207598	0.6963261	0.7400746	0.0084613	0.5930952	0.1709787	0.3144156	0.0221837	0.0812528	0.7496916	0.6348520	0.1365303	0.0881666	0.2698291
500	0.0008438	0.4622409	0.7392926	0.6243881	0.0666825	0.6947753	0.1098747	0.6957571	0.2649629	0.0248921	0.2141542	0.2363303	0.0441031	0.5633180	0.0418070	0.7057788	0.0924223	0.7425296	0.6377568	0.0038742	0.6545272	0.3426815	0.7249719	0.5648341	0.0010867	0.5860188	0.1232582	0.2685620	0.0034161	0.0617172	0.6725421	0.6962467	0.0860447	0.1043810	0.1637827
550	0.0288958	0.1258027	0.6808897	0.6453660	0.0925221	0.6362848	0.1068489	0.7894701	0.4628831	0.0428672	0.5478231	0.3659639	0.0722070	0.6032894	0.1087944	0.5864788	0.1514669	0.6592890	0.6831004	0.0015635	0.7620885	0.2817587	0.7027464	0.6049188	0.0037789	0.5410107	0.1786378	0.2620982	0.0032361	0.3032054	0.6635040	0.2070834	0.3769212	0.2602041	0.3519203
600	0.0355338	0.0521671	0.7285782	0.7376678	0.0905822	0.7224993	0.0870399	0.6814549	0.7422733	0.0739270	0.6306064	0.5208492	0.0573777	0.7061342	0.1880983	0.6372871	0.0969807	0.7414860	0.6582468	0.0030322	0.6726012	0.2100125	0.7367679	0.5382835	0.0087195	0.5545779	0.2099887	0.3393381	0.0087250	0.3701893	0.5864700	0.0815596	0.3202928	0.3762176	0.5898109
650	0.0214861	0.0363734	0.7545844	0.6463631	0.0669738	0.6930439	0.0442180	0.6490083	0.6312839	0.0481250	0.7292963	0.4076872	0.0579851	0.7375004	0.2996856	0.6638150	0.1082962	0.7293662	0.5815949	0.0022016	0.6815092	0.2845871	0.7863548	0.6189659	0.0150681	0.5576307	0.1222554	0.3788007	0.0138000	0.3419959	0.6231661	0.0333253	0.2997740	0.5792115	0.5344107
700	0.0142080	0.0109101	0.7301865	0.6206852	0.1072784	0.7079080	0.0640712	0.6365613	0.7346916	0.0291985	0.6459481	0.4345059	0.0480797	0.5797247	0.2713691	0.5609710	0.1080484	0.5424441	0.6209402	0.0003838	0.6283011	0.2346924	0.6919363	0.5582004	0.0068163	0.5095634	0.1360339	0.2839079	0.0019639	0.3500371	0.7995532	0.0281046	0.3845076	0.6760541	0.6703293
750	0.0221151	0.0326502	0.5978865	0.6765266	0.0880328	0.8009363	0.0532608	0.7297069	0.6644114	0.0482363	0.7843484	0.4060999	0.0529144	0.6934788	0.3872932	0.4610476	0.1972091	0.6660712	0.6996720	0.0005031	0.5672655	0.2727266	0.6975170	0.6587249	0.0007363	0.5769606	0.1500927	0.3198863	0.0101025	0.3402113	0.7577854	0.0580473	0.4106734	0.5822861	0.6662362
800	0.0275764	0.0134506	0.7836911	0.6500553	0.0939294	0.7272874	0.0342254	0.6989546	0.6860192	0.0446597	0.6185106	0.4231190	0.0337715	0.8422656	0.3174366	0.4470024	0.2172646	0.6577260	0.7137771	0.0030670	0.6858175	0.2769514	0.5620174	0.7166541	0.0152188	0.4570373	0.0873080	0.2732636	0.0016166	0.3740234	0.7842479	0.0441743	0.3600544	0.7444637	0.6835959
850	0.0504254	0.0272445	0.6862848	0.6235321	0.0750462	0.5600432	0.0537744	0.6232744	0.6146616	0.0485454	0.7745600	0.5676720	0.0283001	0.7606104	0.3398800	0.3811442	0.1722524	0.6582080	0.7161515	0.0012502	0.7242093	0.2612053	0.7847096	0.6537305	0.0094079	0.5339200	0.1214521	0.3063726	0.0013491	0.2808962	0.8149760	0.0263077	0.3156053	0.7181438	0.6495429
900	0.0278514	0.0157953	0.7525829	0.5842285	0.0998486	0.5880660	0.0829868	0.6891205	0.6193426	0.0641830	0.7582693	0.4903336	0.0379936	0.6768206	0.3549634	0.5207576	0.2023218	0.5272274	0.7519800	0.0003868	0.6945929	0.3377175	0.7420167	0.5580671	0.0016619	0.4629189	0.0984771	0.3249970	0.0102360	0.3444174	0.7258704	0.0620177	0.2558617	0.6676726	0.7374009
950	0.0449685	0.0049954	0.6576334	0.6503014	0.1225255	0.5625421	0.0807342	0.8332487	0.6801418	0.0904792	0.7947550	0.4168555	0.0366698	0.6964243	0.3107118	0.3886945	0.1299358	0.6306606	0.6646363	0.0005486	0.5627646	0.3137942	0.5654244	0.6499941	0.0021588	0.4447294	0.1535530	0.3915785	0.0071551	0.3081707	0.6092047	0.0481488	0.3428315	0.6446378	0.6035570
1000	0.0389981	0.0389706	0.7302732	0.5995808	0.0923766	0.7070265	0.0619450	0.7122189	0.7171030	0.1479017	0.7720278	0.6632589	0.0573562	0.6846910	0.4141255	0.4422422	0.2594840	0.7636406	0.7576575	0.0001437	0.5495380	0.3633159	0.5489682	0.8343723	0.0066624	0.3358675	0.1086822	0.4531909	0.0162657	0.2129921	0.6752016	0.0398804	0.3240897	0.7116320	0.6083466

0	0.0663963	0.0380301	0.7086906	0.6135754	0.0921132	0.7935121	0.0681760	0.8655381	0.6737088	0.0895390	0.6804548	0.5567853	0.0416980	0.7566071	0.3227741	0.4177042	0.2005350	0.7108178	0.6318701	0.0027748	0.6366286	0.2942467	0.5691351	0.6149215	0.0087214	0.4588874	0.1672036	0.4179807	0.0168816	0.2816855	0.7795252	0.0363438	0.3866755	0.7470328	0.6326421
50	0.0275677	0.0183405	0.5686353	0.5968758	0.0906271	0.6870030	0.0947446	0.4741147	0.5960437	0.1084994	0.5737992	0.4262299	0.0118204	0.7081950	0.4668563	0.3846642	0.1928260	0.5956935	0.5693298	0.0046959	0.7374282	0.3403953	0.7925495	0.5548621	0.0038647	0.4580488	0.0274870	0.3861556	0.0035173	0.1493404	0.4869543	0.0617118	0.0984096	0.6289515	0.6919685
100	0.0134873	0.0137225	0.6059147	0.5650986	0.1238135	0.6825147	0.0491542	0.5279465	0.8971293	0.2010521	0.6525616	0.6549568	0.0046268	0.7128502	0.2877587	0.3327650	0.2882794	0.5974042	0.5911917	0.0001687	0.7184873	0.2597705	0.6052885	0.6091503	0.0080821	0.5997213	0.0014201	0.3243393	0.0034806	0.1351465	0.4881125	0.0214317	0.0395327	0.5401232	0.5473701
150	0.0104036	0.0216394	0.7032277	0.6999529	0.0868735	0.6051759	0.0360441	0.4889240	0.6841327	0.3091381	0.6683038	0.6368652	0.0030375	0.6975705	0.3359376	0.3170495	0.4493421	0.7099778	0.7030609	0.0024368	0.4609842	0.2907332	0.6924143	0.6677430	0.0025006	0.4903835	0.0006833	0.3485267	0.0030030	0.0537889	0.5927598	0.0329162	0.0058265	0.4822943	0.1419487
200	0.0397893	0.0346298	0.7056094	0.6660227	0.0463668	0.6512473	0.0445271	0.3952317	0.7077393	0.3742242	0.8032276	0.6540585	0.0020010	0.7768935	0.2929663	0.3550065	0.4861655	0.6798898	0.7280078	0.0003490	0.4930787	0.4040032	0.7042074	0.7117477	0.0182258	0.5627406	0.0007976	0.2761358	0.0076222	0.0798932	0.6021655	0.0441834	0.0058775	0.4197502	0.0544184
250	0.0406734	0.0195760	0.7237879	0.4847550	0.0802961	0.6982049	0.0433154	0.4186723	0.7863259	0.4094598	0.6298400	0.6264093	0.0035704	0.6477463	0.3731755	0.1903403	0.5931530	0.8211157	0.6220056	0.0010993	0.3315701	0.5206523	0.6367316	0.7118933	0.0031321	0.3929510	0.0010823	0.3827364	0.0019973	0.0570834	0.4570958	0.0447284	0.0037844	0.3896718	0.0113338
300	0.0596932	0.0266679	0.5737772	0.7045789	0.1380487	0.6293439	0.0820164	0.3966717	0.6183302	0.3649450	0.6919931	0.6375800	0.0026961	0.7392887	0.3894306	0.1261630	0.5735746	0.6567096	0.7164575	0.0002948	0.3432151	0.5370500	0.6447704	0.6835258	0.0081892	0.4751796	0.0009160	0.4026205	0.0040042	0.0546779	0.4333295	0.0368335	0.0036482	0.5110600	0.0091360
350	0.0146127	0.0127936	0.4630305	0.6404790	0.0907779	0.6558474	0.0798596	0.5480017	0.7679202	0.3964620	0.6251908	0.6091225	0.0033273	0.8046942	0.3828552	0.2271596	0.6682736	0.6641387	0.6010570	0.0027092	0.2661876	0.4205966	0.7013836	0.5049886	0.0066811	0.5385229	0.0006540	0.2837842	0.0011939	0.0269398	0.4627228	0.0285472	0.0003883	0.5738379	0.0004820
400	0.0423695	0.0095216	0.5448145	0.5763803	0.0778059	0.7180443	0.0836393	0.2927687	0.7618166	0.3537008	0.7069831	0.6654215	0.0113818	0.6210783	0.4883180	0.2212329	0.5553016	0.6507904	0.7066171	0.0029516	0.2742726	0.5874235	0.5528170	0.7294555	0.0023016	0.5593433	0.0000000	0.3295280	0.0018696	0.0293160	0.4672051	0.0315535	0.0006096	0.4595115	0.0027239
450	0.0493611	0.0189666	0.5704176	0.6779251	0.0429438	0.7220505	0.0552888	0.3292557	0.6457510	0.3752806	0.6763712	0.7093658	0.0185085	0.8164441	0.4301260	0.1877571	0.6096950	0.6475398	0.7353540	0.0123957	0.2603113	0.6249239	0.5877314	0.6327007	0.0231903	0.6139368	0.0005113	0.3482138	0.0052321	0.0361989	0.4300844	0.0311249	0.0005900	0.5540048	0.0061900
500	0.0316348	0.0106096	0.6815889	0.5718807	0.0772533	0.7647351	0.0755866	0.3866645	0.6410305	0.3238934	0.5431365	0.8440132	0.0117834	0.6315022	0.3621131	0.3184410	0.6000748	0.6623446	0.6886299	0.0012265	0.1921022	0.5652941	0.7808987	0.7091809	0.0056065	0.4882045	0.0004603	0.3110195	0.0112401	0.0186355	0.5316768	0.0461873	0.0010002	0.4396360	0.0042667
550	0.0348310	0.0110586	0.6942048	0.6112196	0.0837927	0.6593724	0.0810375	0.6292310	0.7880814	0.2769788	0.7650233	0.6219817	0.0968254	0.5594088	0.4505923	0.2298641	0.5311858	0.6754310	0.6006321	0.0003267	0.2873067	0.5843068	0.7022291	0.5512303	0.0036799	0.4788172	0.1083249	0.2749768	0.0103119	0.0984574	0.7215558	0.0385138	0.1821026	0.1860139	0.0306886
600	0.0200639	0.0124627	0.7002629	0.6372176	0.0822586	0.7042720	0.0668235	0.6254573	0.7532487	0.1245068	0.7177640	0.5726798	0.0957850	0.4641745	0.4092002	0.1905519	0.2687410	0.5208890	0.7302860	0.0021128	0.2880340	0.5088162	0.6379481	0.7177938	0.0187898	0.4548676	0.0989008	0.2861300	0.0058868	0.1540238	0.6812599	0.0349120	0.1977648	0.1580546	0.2140168
650	0.0196403	0.0041497	0.7733497	0.6188756	0.0893570	0.6309656	0.0450072	0.7205676	0.6584034	0.0741139	0.5606174	0.4156829	0.0923008	0.7398609	0.3534908	0.1892333	0.2462905	0.4892184	0.5498003	0.0018628	0.5100743	0.6592836	0.7278960	0.6853914	0.0194909	0.3961152	0.1016551	0.5139074	0.0065760	0.2405776	0.8754605	0.0415194	0.2475887	0.3967630	0.3773760
700	0.0135933	0.0091837	0.7797941	0.5593799	0.0854714	0.6950025	0.0337354	0.6442603	0.6983094	0.0809808	0.7296687	0.4163198	0.1072077	0.5144398	0.3836247	0.3443049	0.1644478	0.5255237	0.6836903	0.0000028	0.5821245	0.3985011	0.7406885	0.5864764	0.0078247	0.4438447	0.1625507	0.3839002	0.0035010	0.3936031	0.6910922	0.0577218	0.3232785	0.5594986	0.6677233
750	0.0291385	0.0147383	0.6453067	0.7568132	0.0677988	0.7421799	0.0216996	0.6185509	0.6312615	0.0680006	0.7123063	0.3774431	0.0583026	0.5802283	0.3395802	0.5034697	0.1862459	0.7491674	0.6588596	0.0003446	0.6680080	0.4123000	0.7386528	0.6595723	0.0129975	0.4786341	0.1376269	0.3288913	0.0072500	0.3116766	0.6376147	0.0390457	0.3195706	0.7488092	0.7433981
800	0.0354326	0.0100527	0.6513087	0.6429887	0.0946534	0.5681872	0.0827903	0.7773098	0.6537520	0.0610110	0.6809475	0.3469084	0.0184308	0.6041038	0.3396738	0.4876981	0.1476806	0.6072638	0.7045906	0.0025749	0.6604680	0.3045414	0.6409308	0.6073288	0.0116946	0.4533106	0.1172971	0.3601097	0.0096250	0.4054730	0.7816634	0.0318318	0.2547530	0.5511351	0.7206404
850	0.0180862	0.0260695	0.7033193	0.6638579	0.1200073	0.7112546	0.0612003	0.5487238	0.6849084	0.0479942	0.6087493	0.4428756	0.0369205	0.6957300	0.4261573	0.4940832	0.1485519	0.6769073	0.6659090	0.0018391	0.6812869	0.2559101	0.7463626	0.6019605	0.0062327	0.3423603	0.1785793	0.3874229	0.0117286	0.3425210	0.7574019	0.0197532	0.2375260	0.6165319	0.5485996
900	0.0142980	0.0172828	0.6154451	0.7120657	0.1909398	0.7172860	0.0645138	0.6773680	0.7276689	0.0539690	0.5755363	0.3793489	0.0666013	0.6908992	0.3595544	0.4524656	0.1181143	0.4639501	0.7509328	0.0119071	0.6903730	0.2632792	0.7574957	0.6860724	0.0043798	0.4399084	0.1690159	0.4099545	0.0074361	0.3086547	0.7158917	0.0235381	0.2696781	0.6211493	0.5661377
950	0.0284689	0.0042311	0.6875533	0.6632730	0.0897805	0.7509103	0.0628558	0.6647722	0.6810810	0.0520920	0.6672526	0.5011891	0.0515204	0.7824868	0.4287137	0.4984938	0.1565442	0.6150846	0.6220993	0.0004577	0.7233836	0.2786431	0.7861538	0.6280314	0.0071942	0.4976826	0.0962492	0.4313380	0.0023764	0.3134388	0.5820520	0.0487639	0.4229548	0.5112831	0.5847438
1000	0.0305231	0.0141700	0.7942115	0.6729990	0.0591118	0.7031732	0.0563776	0.7964587	0.5939700	0.0536327	0.6289446	0.4772831	0.0329465	0.6238764	0.3361207	0.5302132	0.1651950	0.6155077	0.6101617	0.0007194	0.7547024	0.1957400	0.8113924	0.6284279	0.0075310	0.4713177	0.1458097	0.3292480	0.0010908	0.3619384	0.6422521	0.0195467	0.3595523	0.5400777	0.6308475

0	0.0249619	0.0403924	0.6283026	0.6740422	0.1212467	0.7163437	0.0541552	0.7136217	0.6138902	0.1231739	0.6204774	0.4335269	0.0467866	0.6532226	0.4101458	0.4859443	0.1908497	0.6678932	0.6643907	0.0031300	0.7060354	0.2425069	0.6375297	0.5987091	0.0131110	0.5476792	0.1512915	0.4241586	0.0044016	0.2772463	0.6200450	0.0439876	0.3513436	0.6232141	0.7301367
