"Time"	G1	G3	G7	G8	G4	G83	G6	G87	G86	G89	G54	G85	G88	G30	G29	G35	G99	G100	G32	G81
500	0.3029306	0.6633341	0.6625560	0.2910089	0.8004769	0.1627152	0.1317516	0.1028844	0.2593717	0.3937452	0.7470076	0.2249922	0.0113518	0.7743989	0.0030273	0.7019755	0.8564103	0.0518575	0.0070412	0.4399329
550	0.5621216	0.6695383	0.6476276	0.1847815	0.8244607	0.3926967	0.2906965	0.0708142	0.3264351	0.2050415	0.5775183	0.2590250	0.3645326	0.6992201	0.0071011	0.7271888	0.6809448	0.0301965	0.4022275	0.4065151
600	0.6996910	0.6468696	0.5138733	0.1804525	0.7944648	0.7274617	0.2808853	0.1553803	0.2961292	0.1873568	0.4688703	0.2677134	0.3625067	0.7198848	0.0076210	0.8687176	0.7420418	0.0311756	0.5861582	0.2956393
650	0.7379074	0.8041099	0.4049816	0.1889207	0.8500552	0.6961199	0.1519719	0.2309375	0.3604968	0.0902433	0.3162114	0.2294678	0.6965061	0.6729268	0.0050230	0.6808258	0.5523634	0.0668282	0.7166995	0.3083449
700	0.7280181	0.6690908	0.3159588	0.1845380	0.8305473	0.7551290	0.1634955	0.4103539	0.4773334	0.0967885	0.2236711	0.2235573	0.6931422	0.6040376	0.0133090	0.7131557	0.8060629	0.0431181	0.7727522	0.2982284
750	0.6611172	0.5977059	0.3464414	0.1459768	0.6457260	0.6295408	0.1607989	0.3557269	0.3840527	0.0372077	0.2180173	0.2105780	0.7505999	0.6308687	0.0074806	0.7640143	0.7164976	0.0664105	0.8708858	0.2691269
800	0.5768092	0.7261769	0.3435169	0.2186052	0.7305653	0.8217822	0.0968156	0.4402108	0.4346139	0.0182850	0.2335990	0.1506235	0.8190500	0.5491985	0.0158027	0.7338563	0.6005497	0.0583079	0.8056431	0.1764622
850	0.6832777	0.6192352	0.3179516	0.1649602	0.6464766	0.6369680	0.1871942	0.4713168	0.3911571	0.0318390	0.1659785	0.3087222	0.7073484	0.4213139	0.0221892	0.6963658	0.6288902	0.0332246	0.5808970	0.1758514
900	0.6953444	0.8599113	0.2606859	0.1297191	0.6590459	0.6381698	0.0997403	0.4237311	0.3450224	0.0085117	0.2053241	0.3852665	0.7392425	0.3963553	0.0452412	0.8279020	0.4454289	0.0814469	0.8213721	0.1585824
950	0.7483018	0.5964139	0.3502048	0.1752645	0.7554794	0.7134895	0.1306386	0.5274894	0.4642308	0.0086327	0.1557299	0.3545921	0.6688685	0.4762963	0.0604292	0.6977522	0.5590476	0.0952353	0.6884296	0.2436894
1000	0.6487144	0.6502405	0.3199103	0.1802287	0.7512229	0.6535854	0.2006983	0.4910805	0.5483060	0.0225301	0.1161444	0.4104114	0.6315339	0.4637468	0.0290708	0.6883356	0.4215012	0.0718186	0.6545567	0.1600653

0	0.7976962	0.8027681	0.3790311	0.2084710	0.8588253	0.6972571	0.2087882	0.4564466	0.3466001	0.0085781	0.2590887	0.2490382	0.7024693	0.4789951	0.0494050	0.6422064	0.5582604	0.1001132	0.6330139	0.2026982
50	0.5555508	0.7057685	0.3952821	0.0986231	0.7068224	0.7429666	0.1700040	0.4433008	0.4451285	0.4829413	0.2151286	0.2769338	0.3314104	0.4513057	0.4084451	0.4346289	0.6635168	0.0310550	0.4255192	0.1709853
100	0.3996607	0.8378062	0.5051173	0.1666363	0.7308549	0.7804762	0.1850413	0.5722858	0.6040023	0.6043007	0.2692518	0.3015502	0.2559971	0.2229764	0.5024911	0.3316389	0.5647159	0.0756167	0.1658525	0.2278203
150	0.4907028	0.6902752	0.5854055	0.1233747	0.8584668	0.7089506	0.2995317	0.4411444	0.4931573	0.5787543	0.4203838	0.2265373	0.2184679	0.1515975	0.5458730	0.3461735	0.7648023	0.0183141	0.0822612	0.2298974
200	0.4732203	0.6650018	0.5113355	0.2462778	0.9080695	0.7431910	0.3542494	0.5033795	0.4694602	0.6396367	0.5419421	0.3061061	0.1394401	0.1791472	0.5372139	0.2972462	0.7822205	0.0166962	0.0210719	0.2856754
250	0.4872515	0.8135331	0.6283026	0.2161763	0.7517187	0.6720997	0.3068771	0.4538900	0.5177741	0.7517536	0.6118268	0.3424690	0.1201219	0.2334283	0.6136986	0.2646214	0.6327496	0.0143417	0.0196486	0.3660482
300	0.5205944	0.6805074	0.5512707	0.1877435	0.8896856	0.7098934	0.2471988	0.3311436	0.4863136	0.5763695	0.6453997	0.3701513	0.1180974	0.2889102	0.5778409	0.2679150	0.6133310	0.0131030	0.0030930	0.3535246
350	0.4729700	0.6788190	0.6909779	0.2866709	0.6886254	0.6997443	0.2997359	0.3144789	0.3825256	0.6524848	0.6079572	0.3263657	0.0487775	0.2345439	0.6079530	0.3382273	0.6460958	0.0113516	0.0061868	0.3612629
400	0.4681068	0.6650405	0.5464103	0.2063597	0.9031270	0.7705345	0.3304079	0.1711119	0.4487124	0.5644096	0.7102382	0.3705218	0.0768692	0.2382438	0.5888942	0.2474473	0.4792576	0.0070749	0.0012631	0.3482633
450	0.5359335	0.6393682	0.5352688	0.2383282	0.6374686	0.7638515	0.3402547	0.2071136	0.3378441	0.7896184	0.7192280	0.3669951	0.0705642	0.2109702	0.5763833	0.3417048	0.6536533	0.0014742	0.0123921	0.4048761
500	0.4969138	0.7787173	0.5362961	0.2101186	0.7128673	0.6945240	0.3314320	0.2064939	0.4364169	0.7239908	0.7475590	0.2868582	0.0738821	0.3312845	0.5188076	0.2646896	0.7469834	0.0080601	0.0087730	0.3695114
550	0.6619148	0.7496818	0.5800030	0.2093416	0.6464940	0.6430824	0.2618746	0.1449127	0.4266012	0.4118370	0.7370139	0.3629349	0.4182434	0.2460470	0.2963855	0.7106337	0.7152600	0.0569700	0.0125130	0.4373098
600	0.6955362	0.8050786	0.5325389	0.1852590	0.7190528	0.6988412	0.1694965	0.1963929	0.3787002	0.2202464	0.7250498	0.4018243	0.3536993	0.2136991	0.0735183	0.7822783	0.7216846	0.0312946	0.0306157	0.3878042
650	0.7146709	0.8056246	0.3201997	0.1599520	0.6387635	0.6768158	0.1779995	0.1256177	0.3404175	0.1742095	0.7031231	0.2884962	0.3449958	0.3459384	0.0467362	0.7829323	0.7384057	0.0468959	0.1517637	0.4282292
700	0.7073774	0.8567689	0.3068411	0.1939409	0.7721180	0.7143090	0.1840108	0.1160733	0.3054405	0.0897454	0.6901237	0.2341633	0.3814689	0.5795244	0.0082745	0.7244332	0.7724903	0.0266876	0.2407267	0.4101968
750	0.6913056	1.0000000	0.3564957	0.1717247	0.6993800	0.6666584	0.1052442	0.2384432	0.2613356	0.0581377	0.5259665	0.2007527	0.4734008	0.4435230	0.0085750	0.8324824	0.7206968	0.0213191	0.5642608	0.4132631
800	0.7099701	0.7605909	0.3794883	0.1804774	0.7873937	0.6584768	0.1578944	0.2059919	0.3345105	0.0221177	0.3129344	0.1990787	0.6521568	0.6003304	0.0197547	0.7374630	0.7122248	0.0457273	0.6340935	0.3085401
850	0.7078212	0.7722879	0.2724054	0.1970459	0.7245221	0.6546291	0.1662519	0.2137307	0.3945105	0.0287161	0.2689662	0.1463070	0.5914017	0.5587073	0.0039615	0.6608336	0.6879017	0.0485178	0.8043927	0.2630275
900	0.7552776	0.7049989	0.4102252	0.2316383	0.7878794	0.7110136	0.1636019	0.4138807	0.5049271	0.0231729	0.1680641	0.1951841	0.6660267	0.5821672	0.0056149	0.6393906	0.6274191	0.0473457	0.7931919	0.2615037
950	0.6854835	0.7103008	0.3743547	0.1289680	0.6510859	0.7116872	0.1346137	0.4541353	0.4864750	0.0284824	0.1639537	0.2452526	0.6455784	0.4493005	0.0165408	0.6717655	0.6478928	0.0867948	0.6659480	0.1886984
1000	0.7547734	0.7027665	0.3505134	0.1823576	0.8076023	0.6617816	0.1692715	0.4020555	0.4034881	0.0231650	0.1577331	0.2728228	0.6264974	0.4361560	0.0186106	0.6488804	0.5456736	0.0955454	0.7723516	0.1470955

0	0.6218758	0.7028756	0.3189133	0.1787029	0.8142059	0.6532174	0.1798839	0.5387990	0.4444985	0.0176534	0.1975056	0.2086898	0.7006481	0.4720366	0.0461486	0.7416955	0.6410011	0.1334230	0.5915164	0.1485553
50	0.6965041	0.8431276	0.3730202	0.2013046	0.7509175	0.8234939	0.1605422	0.5267822	0.3904837	0.0192674	0.1887249	0.3700446	0.6893083	0.4303698	0.4072257	0.5206974	0.6853581	0.1044332	0.4279989	0.1588001
100	0.6205868	0.7216407	0.2711923	0.2095293	0.7606929	0.6994097	0.1595348	0.6184078	0.3886430	0.0032103	0.1725002	0.3290542	0.7906687	0.3262059	0.5638528	0.6570770	0.6559492	0.1670010	0.2001158	0.1697354
150	0.5908471	0.7849244	0.2724388	0.1381311	0.7340719	0.7473154	0.1214610	0.5941222	0.4458698	0.0031944	0.1964432	0.6532099	0.6703791	0.1124727	0.5711178	0.6485805	0.6383704	0.1039528	0.1080280	0.1709576
200	0.6769708	0.6986602	0.3021839	0.1511067	0.7046794	0.7961549	0.1113191	0.6691216	0.5314590	0.0033893	0.2623389	0.3652361	0.7738315	0.0893871	0.7076108	0.6180024	0.6336695	0.1188524	0.0422178	0.1608648
250	0.6439415	0.8284870	0.3798551	0.2080217	0.6790223	0.6772394	0.1434253	0.7193997	0.5075677	0.0210663	0.3870696	0.2364999	0.7132361	0.1308394	0.6403216	0.6018659	0.6096426	0.0747010	0.0249741	0.1519888
300	0.7035627	0.5693215	0.4828060	0.1592906	0.6249504	0.7013140	0.2473373	0.6992349	0.4422157	0.0055899	0.3492921	0.2786389	0.6317476	0.1390195	0.5300542	0.6501328	0.6585118	0.0452527	0.0150920	0.2602137
350	0.7800130	0.6786402	0.4086540	0.1454104	0.6649937	0.6094402	0.1329272	0.6037716	0.3653997	0.0446909	0.3677945	0.1827646	0.6068848	0.1896831	0.6323042	0.7399580	0.8020265	0.0480647	0.0441241	0.2410045
400	0.7103875	0.8323190	0.3625262	0.1091165	0.7614810	0.6202848	0.1695107	0.5278813	0.3520477	0.0318690	0.4786034	0.2588234	0.5990342	0.1711227	0.5436831	0.6368101	0.6979871	0.0734536	0.0176682	0.2310442
450	0.7233292	0.7056520	0.4175084	0.1512300	0.6247928	0.5906812	0.1352989	0.6339049	0.3338443	0.0338933	0.3669635	0.2258022	0.6569303	0.1502940	0.5407944	0.6633229	0.5923193	0.0361795	0.0256578	0.2724273
500	0.7430970	0.6746497	0.3628621	0.1235001	0.7287281	0.8192782	0.2065121	0.5922898	0.3176342	0.0379831	0.4786413	0.2331915	0.6385931	0.1349078	0.5177858	0.6149938	0.6804597	0.0477847	0.0195998	0.2767242
550	0.7668015	0.8622879	0.3879885	0.1692091	0.6171605	0.7752794	0.1687252	0.5795877	0.3892447	0.0326742	0.5196912	0.2216882	0.6480697	0.1680518	0.1945549	0.8494249	0.7012286	0.0644029	0.0366923	0.2540422
600	0.7495878	0.6702533	0.3444775	0.1936322	0.7295869	0.8427597	0.1302387	0.2789964	0.3923265	0.0865878	0.7377733	0.2379936	0.6684911	0.1887041	0.0569171	0.8883837	0.6856792	0.0646015	0.0211542	0.2936741
650	0.6467315	0.6174355	0.3604390	0.1906031	0.7227349	0.6523282	0.1960793	0.1944336	0.3088225	0.0855924	0.7189380	0.3158913	0.4835638	0.3881419	0.0182912	0.7625053	0.7471397	0.0399739	0.1236950	0.3964919
700	0.6831105	0.7760370	0.3918040	0.1882130	0.5992834	0.6791402	0.1402085	0.2015277	0.3973341	0.0293079	0.7360883	0.2063430	0.4714679	0.5104425	0.0086952	0.6953720	0.6293491	0.0260887	0.3095845	0.2920790
750	0.7386868	0.6947743	0.3311661	0.2318639	0.8592978	0.7434600	0.1626292	0.1313586	0.3327359	0.0345113	0.5182094	0.1724635	0.4367092	0.6395560	0.0016138	0.7784762	0.8468465	0.0223780	0.4597892	0.3185112
800	0.6901706	0.7966581	0.3282474	0.2172472	0.7982298	0.6543003	0.0995322	0.2595598	0.3810311	0.0828080	0.3908472	0.1567798	0.5515148	0.5151404	0.0051329	0.7519634	0.7356962	0.0624062	0.7606477	0.3020735
850	0.6649193	0.8424840	0.3810795	0.2769964	0.8409907	0.7004979	0.1298488	0.3138328	0.3461535	0.0402661	0.3088158	0.2142069	0.6547022	0.6369623	0.0088200	0.7144077	0.6924074	0.0737943	0.5874569	0.2945886
900	0.6903762	0.6877563	0.3173233	0.2367491	0.7584289	0.7607306	0.1405050	0.3356367	0.3940931	0.0426659	0.2552483	0.2377985	0.6811301	0.5297123	0.0074832	0.6535994	0.5806753	0.0422605	0.7263259	0.3539758
950	0.6211405	0.6925587	0.2440035	0.1984360	0.6976881	0.6604342	0.2061200	0.4172066	0.3263865	0.0245568	0.2670124	0.2199574	0.7147832	0.5606204	0.0181144	0.7033752	0.5918615	0.0423248	0.7252051	0.2512431
1000	0.7449809	0.7997884	0.4270653	0.1672688	0.7050539	0.7576896	0.1515694	0.4319903	0.3471286	0.0120806	0.1998827	0.2386463	0.7567333	0.5546090	0.0072548	0.7144082	0.5583330	0.0717351	0.6797761	0.1758123

0	0.8106875	0.7819307	0.3847896	0.1709969	0.7375742	0.7169242	0.2337209	0.5284661	0.4966344	0.0168208	0.1984505	0.2338422	0.6817350	0.5994710	0.0708992	0.7489367	0.5200542	0.1011576	0.6095934	0.1518988
50	0.7236855	0.7801405	0.2227872	0.1691915	0.7476773	0.7296112	0.1655386	0.4327185	0.5073388	0.0239418	0.2496451	0.2734208	0.7238655	0.5519245	0.1488656	0.5981424	0.5680135	0.0803400	0.6028980	0.1922564
100	0.5981288	0.7676782	0.1872681	0.1319783	0.7982780	0.7218205	0.1449009	0.4498664	0.5150115	0.0217280	0.1735658	0.3128405	0.8108436	0.5664074	0.0908572	0.6506870	0.5141954	0.0485565	0.5012230	0.1520034
150	0.7285809	0.6699615	0.2775684	0.1359213	0.7037960	0.6706490	0.2027471	0.4916792	0.4214884	0.0092228	0.1976298	0.3514726	0.7202015	0.5410982	0.1730105	0.7279492	0.6732326	0.0717306	0.3749573	0.1728089
200	0.7313187	0.7374559	0.2153392	0.1927389	0.6917464	0.7346073	0.1975605	0.3913602	0.4713782	0.0214049	0.1878338	0.2493516	0.7466431	0.5377345	0.1519389	0.7695060	0.4682140	0.0859519	0.2822991	0.2133009
250	0.8119851	0.6862427	0.2705788	0.2457606	0.7164163	0.6811933	0.2692771	0.5060965	0.4498842	0.0209776	0.2808919	0.2502886	0.8281662	0.7888752	0.1113661	0.7142410	0.6932410	0.0822132	0.3558244	0.1867436
300	0.6396764	0.6728914	0.2335356	0.1117297	0.8747406	0.6254640	0.1540470	0.4309803	0.4656324	0.0342841	0.3480943	0.2485647	0.6624645	0.5709879	0.1255068	0.7073518	0.8090612	0.0877307	0.3475715	0.2659303
350	0.7283587	0.7621800	0.1912396	0.1588184	0.6937149	0.7262976	0.1085843	0.3787642	0.4211460	0.0064129	0.3078189	0.1936836	0.6847598	0.7643684	0.1795123	0.6734792	0.6613939	0.0698237	0.3294346	0.1516721
400	0.7955401	0.6283946	0.1817275	0.1590455	0.7640887	0.5691153	0.1689245	0.4201302	0.3921847	0.0185723	0.4054446	0.1953502	0.8129466	0.4767716	0.1013839	0.6751478	0.6640877	0.0503210	0.4543193	0.3409338
450	0.6926842	0.7773284	0.1783508	0.1254474	0.6427442	0.7185609	0.1267975	0.3533400	0.4847855	0.0170140	0.3369762	0.1727829	0.6986963	0.6724288	0.1315258	0.6983159	0.9260361	0.0414342	0.4629721	0.2158299
500	0.6764908	0.6302877	0.3134443	0.1627179	0.7176163	0.5682201	0.1620600	0.3994724	0.3537486	0.0384324	0.3213198	0.1699211	0.6526755	0.7590534	0.1711885	0.7373719	0.7756876	0.0367096	0.2633629	0.2120880
550	0.7297897	0.6249471	0.2980300	0.1098360	0.7889419	0.5811925	0.1627965	0.3225769	0.4030889	0.0346214	0.3749981	0.1689537	0.6501414	0.5675965	0.0564448	0.7227348	0.6984915	0.0396676	0.3235475	0.2889213
600	0.6974099	0.7296520	0.3840098	0.2131771	0.7786159	0.7614535	0.1948910	0.3997017	0.3355032	0.0513721	0.3945282	0.1801164	0.7085413	0.5727590	0.0391007	0.7334842	0.6840441	0.0905419	0.3872769	0.2611641
650	0.8109207	0.6922606	0.4390912	0.1860522	0.7696860	0.6367786	0.1760322	0.5036274	0.3853833	0.0284604	0.3471884	0.2195275	0.6916176	0.5726840	0.0223998	0.7630903	0.6597914	0.0567998	0.6229736	0.2410052
700	0.7147440	0.7828671	0.3321373	0.1555747	0.6606068	0.6804426	0.1285981	0.4359058	0.3698825	0.0304286	0.3245605	0.1811063	0.7528885	0.5285550	0.0035247	0.7537403	0.7008797	0.0562083	0.4857159	0.2687579
750	0.8066812	0.5798552	0.3844583	0.1678550	0.6249399	0.7162196	0.1753378	0.3556028	0.4185841	0.0213522	0.2169350	0.2908626	0.5604870	0.5492919	0.0116978	0.7274095	0.5615618	0.0633213	0.7470196	0.2028817
800	0.7383572	0.7102706	0.5193274	0.1872561	0.8790711	0.5605349	0.1238497	0.3952371	0.3662890	0.0169303	0.1758268	0.1995639	0.7981011	0.5815364	0.0124581	0.6743207	0.6373240	0.1105926	0.6518636	0.2311329
850	0.7410984	0.7910330	0.2817693	0.1978662	0.7042450	0.7585878	0.2172319	0.5094819	0.5242646	0.0161686	0.1565002	0.2986415	0.6429484	0.4667732	0.0360591	0.7470108	0.4680694	0.0882414	0.6936748	0.2043208
900	0.5591605	0.6512976	0.3371498	0.1927817	0.7479010	0.7507705	0.1977349	0.5236957	0.4487572	0.0056022	0.1505440	0.3427972	0.7671988	0.4142209	0.0670042	0.5742740	0.4450815	0.1277913	0.8231435	0.1406552
950	0.7434518	0.6717835	0.3203409	0.1743401	0.8567990	0.6160248	0.2178061	0.4241592	0.4814532	0.0123436	0.1963371	0.4492184	0.6086112	0.4187390	0.0331639	0.6849123	0.3443759	0.1194211	0.6904429	0.1941579
1000	0.6704449	0.6727975	0.4228602	0.1905196	0.7974009	0.6209531	0.1711910	0.4470210	0.4615342	0.0063762	0.1692386	0.4625455	0.7840097	0.5085043	0.0435934	0.7825010	0.4800623	0.0807953	0.7171609	0.1566704

0	0.6186304	0.6633465	0.3457304	0.1862805	0.7621017	0.7543750	0.1637957	0.5491254	0.4185449	0.0263728	0.2261317	0.2749248	0.8925033	0.6331094	0.0465002	0.6782957	0.4228974	0.0898453	0.7030678	0.2111379
50	0.8226831	0.7073919	0.3486245	0.1786048	0.6434573	0.8358589	0.2273471	0.4710937	0.5300666	0.0100078	0.2160213	0.2949461	0.4346018	0.5872162	0.4394288	0.3960407	0.5563535	0.0326159	0.6857734	0.1644629
100	0.7933297	0.6961320	0.4029656	0.1257988	0.7721570	0.7793529	0.1907621	0.4446589	0.4988355	0.0260284	0.2250579	0.2844574	0.5366555	0.3981159	0.6701694	0.1989612	0.5754764	0.0178710	0.2014816	0.1549447
150	0.6949806	0.6465692	0.3577436	0.1841829	0.6290431	0.6160888	0.1604081	0.4494265	0.4196194	0.0284948	0.3052195	0.2551556	0.5929926	0.1078933	0.6267935	0.2050829	0.4436343	0.0087909	0.0370841	0.1756232
200	0.7785344	0.7946061	0.3292076	0.2085596	0.7018839	0.5727657	0.2245593	0.4799372	0.6194901	0.0844628	0.4107932	0.2617846	0.4642553	0.1903874	0.5975305	0.3410736	0.6419142	0.0063355	0.0228708	0.2199611
250	0.5973577	0.6787238	0.4011174	0.1537229	0.7237053	0.7089786	0.1838249	0.3847240	0.5290569	0.0438825	0.5255832	0.2861018	0.4177762	0.2562233	0.5730748	0.1957768	0.6124435	0.0020527	0.0183775	0.3378121
300	0.6961503	0.6807985	0.4629303	0.1936578	0.6948819	0.6517497	0.1726722	0.2391218	0.3876346	0.0547978	0.6764991	0.2032739	0.2689557	0.2013841	0.7689266	0.2589519	0.8122650	0.0001619	0.0191145	0.3636223
350	0.6605969	0.6953949	0.2445038	0.2002143	0.6683607	0.7039438	0.1686810	0.1603856	0.5066243	0.0574693	0.6954709	0.2239707	0.1875053	0.2151956	0.7275959	0.1951362	0.7839149	0.0004051	0.0359875	0.4203384
