"Time"	G1	G3	G7	G8	G4	G83	G6	G87	G86	G89	G54	G85	G88	G30	G29	G35	G99	G100	G32	G81
450	0.6655153	0.7151795	0.4563942	0.2423321	0.9067084	0.9103046	0.2052444	0.5069768	0.5111885	0.0044426	0.0436581	0.7843995	0.7639993	0.0206762	0.4282761	0.0673149	0.0293997	0.2977123	0.0020097	0.0884502
500	0.8487184	0.6845989	0.3379317	0.1815993	0.7914933	0.6888462	0.2088321	0.4186358	0.5103179	0.0044234	0.0480825	0.7164291	0.7089292	0.0201023	0.4679195	0.0729141	0.0355866	0.2765286	0.0062368	0.0760881
550	0.8410442	0.7329173	0.4014650	0.1975685	0.7372615	0.6674184	0.0986960	0.4826406	0.5467052	0.0198802	0.5682756	0.4189636	0.7109887	0.0939312	0.2845649	0.6165618	0.2924927	0.1668785	0.0434103	0.1394313
600	0.8538553	0.6990562	0.2803281	0.1684585	0.8831412	0.8183311	0.1367438	0.4532630	0.4645776	0.0308810	0.6860320	0.2565675	0.5914750	0.1903286	0.0781337	0.7048375	0.4810921	0.1039337	0.1103283	0.2545489
650	0.8101691	0.7477594	0.3303810	0.1019463	0.7283916	0.6437489	0.1716499	0.3006437	0.4009610	0.0391221	0.6036116	0.1374712	0.5194387	0.4453054	0.0085474	0.5267314	0.6698561	0.0287835	0.1947228	0.3125995
700	0.6258018	0.7322011	0.2882912	0.1250433	0.7249197	0.8776162	0.1478212	0.1403812	0.3255459	0.0195069	0.6427205	0.1910663	0.4222325	0.5764775	0.0120972	0.6933942	0.7499727	0.0411366	0.4646669	0.4368266
750	0.7505127	0.6447678	0.4580442	0.1554510	0.8228952	0.6966918	0.1987604	0.1861655	0.3305133	0.0391197	0.3871049	0.2505279	0.3609120	0.5787503	0.0247623	0.6195691	0.7289024	0.0313672	0.6295934	0.4080172
800	0.7822658	0.6936628	0.3293605	0.1484551	0.6042133	0.7136309	0.2217631	0.2943403	0.3331172	0.0368778	0.3512310	0.1533117	0.7045383	0.6744879	0.0036321	0.6215409	0.7518293	0.0409906	0.7440488	0.4552364
850	0.8175539	0.7136968	0.2751917	0.1660640	0.7267030	0.6067289	0.0975992	0.3338342	0.3800274	0.0293939	0.2306165	0.1969108	0.6110701	0.5473244	0.0089834	0.6809501	0.7059908	0.0363125	0.6846863	0.3504373
900	0.7002530	0.8196296	0.3978463	0.1587070	0.7969998	0.8044663	0.2023493	0.4017921	0.3721519	0.0106713	0.1632983	0.2443778	0.6031209	0.6003921	0.0067116	0.7520902	0.5724036	0.0800690	0.6686023	0.2907506
950	0.8288705	0.7364512	0.3909193	0.1291049	0.7304347	0.8019384	0.1422413	0.3516686	0.3367656	0.0042812	0.2716801	0.2696895	0.6523070	0.5594444	0.0096618	0.6040872	0.5383873	0.0652090	0.6334458	0.1733656
1000	0.6692501	0.7049612	0.2709346	0.2287224	0.6426543	0.7468918	0.1485657	0.6002816	0.4683994	0.0008730	0.2253706	0.3471223	0.6741179	0.4266150	0.0278781	0.7083407	0.5456722	0.1504008	0.7515934	0.2733895

0	0.6838203	0.7353213	0.3575866	0.1533393	0.5981933	0.7362584	0.1821613	0.5998309	0.5084212	0.0251707	0.2069894	0.4036530	0.7529940	0.6504753	0.0616152	0.8051977	0.6614554	0.0794057	0.5918236	0.1662356
50	0.2301844	0.7489587	0.3738234	0.0552272	0.8699013	0.8711592	0.2084115	0.4717094	0.2403106	0.3164459	0.2929804	0.0872043	0.7123938	0.4488937	0.0769951	0.8138768	0.4681342	0.1118718	0.5507291	0.1925294
100	0.1292157	0.7748173	0.5048062	0.1134565	0.8281865	0.7544857	0.4577478	0.4573072	0.1993517	0.3291577	0.1664289	0.0805548	0.7168972	0.5043980	0.0384785	0.8568097	0.4516533	0.0696598	0.4941891	0.2216574
150	0.0638998	0.4514594	0.7522995	0.2664437	0.6220737	0.6616826	0.4759351	0.4545707	0.2344525	0.5044987	0.1960424	0.1071030	0.8028305	0.5776145	0.0303014	0.6953269	0.5283309	0.0681316	0.6117016	0.1445112
200	0.0390994	0.2936139	0.7859422	0.5101328	0.4111221	0.6475746	0.7211108	0.5285629	0.1396812	0.3239421	0.2150369	0.0931609	0.6390918	0.6994743	0.0247918	0.5987607	0.7404250	0.0738416	0.7100304	0.1807184
250	0.0218642	0.3165493	0.8644189	0.4521946	0.2560316	0.6322959	0.7672206	0.5359619	0.1998087	0.3418843	0.1342644	0.1562200	0.6542357	0.5713200	0.0453908	0.6325352	0.5210381	0.0867324	0.8384489	0.2475545
300	0.0219636	0.2383191	0.7223040	0.4547031	0.1427939	0.7345247	0.7612868	0.6285651	0.2178697	0.3549121	0.1684679	0.1615026	0.5523899	0.4112669	0.0943595	0.6017458	0.5110780	0.0924359	0.6708149	0.1621918
350	0.0392061	0.2143856	0.7574967	0.4608012	0.0947649	0.7679842	0.6499677	0.6339243	0.2298426	0.2388690	0.2017174	0.1325093	0.4516134	0.3732021	0.0964342	0.6825518	0.4762903	0.0899739	0.5802517	0.1519362
400	0.0252874	0.2992146	0.6642974	0.5652533	0.0395651	0.6599513	0.7030159	0.7246912	0.2445304	0.4093724	0.2165969	0.1998078	0.4739546	0.4174046	0.1193824	0.6974910	0.4246532	0.0694794	0.4630466	0.1437349
450	0.0317996	0.3044253	0.7962333	0.5720438	0.0910028	0.9301276	0.6188451	0.6599452	0.2271833	0.2455975	0.2188853	0.1202340	0.3369331	0.3204553	0.1129567	0.6906845	0.5100688	0.1200052	0.5708108	0.1649293
500	0.0329942	0.2958511	0.8668811	0.4715801	0.0248491	0.6784852	0.7240041	0.6429345	0.1868341	0.3172290	0.2059091	0.1847575	0.5378157	0.3125411	0.0584368	0.6735333	0.4441235	0.0562306	0.4645692	0.1509427
550	0.5064105	0.1638185	0.8177130	0.6360766	0.3139580	0.8581680	0.6458259	0.7916137	0.5501199	0.1435856	0.2146192	0.5602720	0.4746612	0.3776938	0.0640110	0.5879528	0.4169508	0.0400968	0.6165101	0.1336045
600	0.6380758	0.4817581	0.6240129	0.3782191	0.6476565	0.6941536	0.5213367	0.7211798	0.5357842	0.0847683	0.3134750	0.4494687	0.4681134	0.3922604	0.0941371	0.7806496	0.6081298	0.1108973	0.4254889	0.1939201
650	0.7012788	0.5140270	0.5086155	0.3301585	0.7350784	0.7176491	0.2580004	0.6697213	0.6322578	0.0776939	0.2570152	0.4124551	0.5208814	0.4066300	0.0271031	0.6557165	0.5722074	0.1179596	0.7730699	0.2446193
700	0.8327127	0.6299076	0.5113031	0.2467200	0.8343547	0.7633023	0.2280068	0.6555917	0.4964860	0.1007049	0.3354361	0.4054455	0.5653998	0.5330236	0.0210142	0.6568247	0.6936658	0.0850900	0.6151844	0.2344885
750	0.7415452	0.6969522	0.3983550	0.1752349	0.7337219	0.7048167	0.1604074	0.4930841	0.4878340	0.0696153	0.2242699	0.2711998	0.6346636	0.4910144	0.0366944	0.7086634	0.7561769	0.0466068	0.6489332	0.1763608
800	0.7415251	0.7175740	0.3537905	0.1449182	0.8109539	0.7305956	0.1298294	0.3609111	0.3936166	0.0613527	0.1628030	0.2745916	0.7762799	0.4738610	0.0232814	0.7202738	0.7628590	0.0750793	0.5708686	0.2568282
850	0.7078496	0.7961541	0.2829968	0.1803283	0.7444608	0.6875997	0.1732853	0.4209120	0.3825978	0.0597085	0.2215134	0.2765703	0.7476294	0.5137909	0.0236884	0.6990788	0.5998260	0.0685393	0.7291660	0.2642536
900	0.7019168	0.7289617	0.4258036	0.2362553	0.7328988	0.6114012	0.1866528	0.5797307	0.5436613	0.0236289	0.1958949	0.1736572	0.5986177	0.5503767	0.0375037	0.8128918	0.7323919	0.1174818	0.5962102	0.2223464
950	0.6436161	0.7291127	0.3395806	0.1950691	0.6659818	0.8408068	0.1869309	0.3464391	0.4236181	0.0250014	0.1527812	0.2755389	0.6657847	0.3868955	0.0446777	0.7126031	0.6615474	0.0533349	0.8678273	0.1934300
1000	0.7256719	0.7910863	0.3751360	0.1719470	0.6738344	0.6532497	0.1432653	0.4545560	0.5086170	0.0182167	0.2001588	0.1995876	0.7699775	0.4878182	0.0350927	0.7685245	0.4670548	0.0489566	0.7460910	0.1874297

0	0.7562962	0.7765972	0.4130672	0.2001651	0.5710000	0.6750025	0.2059571	0.4513288	0.4404764	0.0163456	0.2140325	0.3683169	0.8179960	0.5631802	0.0370059	0.8444972	0.5409030	0.1442513	0.6892408	0.1593210
50	0.7135494	0.7022130	0.2848689	0.2210269	0.7480637	0.7200355	0.2197238	0.5232950	0.4595434	0.0127277	0.1951093	0.2238116	0.7007066	0.3319169	0.0944301	0.7766439	0.5605306	0.0374483	0.6935752	0.1345589
100	0.7586617	0.7062813	0.3090176	0.1592177	0.7226345	0.5003578	0.1570981	0.3854820	0.4444586	0.0148117	0.1598573	0.2727062	0.6693310	0.3892825	0.0685215	0.7469425	0.4517482	0.0225085	0.7825904	0.1773292
150	0.6786410	0.6343789	0.2958163	0.1577422	0.8766260	0.6775028	0.2397422	0.5402040	0.5081153	0.0102506	0.1958315	0.2960937	0.5839457	0.3468283	0.0533924	0.6580894	0.4625838	0.0086376	0.5929585	0.1342800
200	0.6726019	0.8119046	0.3607144	0.1853140	0.6195481	0.8277555	0.2322884	0.4646203	0.4835192	0.0103616	0.2045545	0.3676577	0.8756693	0.3022744	0.0423891	0.7017668	0.4083995	0.0120694	0.5868140	0.1629346
250	0.8480112	0.9170719	0.4723168	0.0857285	0.7075057	0.7087923	0.1948471	0.4070337	0.3990947	0.0122678	0.2352876	0.2887362	0.6235673	0.4659119	0.0429362	0.7175409	0.6587930	0.0093084	0.6945888	0.1839681
300	0.7154404	0.8792948	0.3208665	0.1642521	0.6371065	0.6949417	0.1892195	0.5120758	0.5385679	0.0150320	0.2202073	0.2405271	0.6871648	0.2916433	0.1004341	0.7295249	0.5174650	0.0185889	0.5376020	0.1329726
350	0.5932881	0.7717932	0.3437044	0.1799832	0.6053750	0.6197655	0.1858914	0.4783543	0.4851348	0.0198586	0.2176233	0.2695039	0.6462910	0.2649169	0.0298130	0.6276380	0.5868135	0.0119096	0.7514215	0.1078986
400	0.6696619	0.7719082	0.3823505	0.1853072	0.6485852	0.6564241	0.1938765	0.4861634	0.4499197	0.0187733	0.1720070	0.3257078	0.7493764	0.4241883	0.0421572	0.7341100	0.4663195	0.0355098	0.6267215	0.1785959
450	0.7183351	0.7208680	0.3393550	0.1606705	0.7665250	0.8954536	0.1342468	0.4333427	0.4689013	0.0391883	0.1801483	0.3890955	0.6906578	0.3792437	0.0430646	0.7754492	0.4644630	0.0085864	0.5647258	0.1064264
500	0.6412978	0.7266809	0.2923546	0.1606216	0.6951978	0.5690806	0.1790380	0.4994878	0.5587812	0.0129786	0.2568648	0.4316984	0.5066192	0.2491381	0.0649545	0.8114679	0.3561962	0.0030670	0.7195721	0.1888321
550	0.6957702	0.8167649	0.4243791	0.1921958	0.6527226	0.7578835	0.2134970	0.5678946	0.5158067	0.0133071	0.2384702	0.3840215	0.5464745	0.3767905	0.0382679	0.7951909	0.4179320	0.0481019	0.6679453	0.1495048
600	0.7870583	0.7768200	0.3322386	0.1888331	0.7455392	0.7559007	0.1323998	0.5656164	0.4867400	0.0060517	0.1346507	0.3359705	0.7301409	0.4002407	0.0248202	0.7569872	0.4142729	0.0900319	0.6966005	0.1969412
650	0.7525544	0.7370239	0.4066281	0.1664913	0.6850559	0.6706391	0.1239375	0.4808049	0.4521765	0.0126358	0.1586366	0.4488163	0.7523986	0.4696663	0.0275155	0.7436462	0.3962898	0.1117507	0.7535977	0.1772598
700	0.7759165	0.5460904	0.4733454	0.1959322	0.8094214	0.8360916	0.1883899	0.4195533	0.4382516	0.0166995	0.1415532	0.2533064	0.7051976	0.3826404	0.0555244	0.7466774	0.4164251	0.0677197	0.5694320	0.1822399
750	0.7042333	0.7179573	0.3743098	0.2231410	0.7989051	0.7431111	0.1187909	0.4394451	0.5478861	0.0059405	0.1940223	0.3530404	0.7397009	0.4586240	0.0183588	0.8351992	0.4421863	0.1037811	0.5927241	0.2343235
800	0.6719855	0.6180595	0.3978145	0.2217231	0.8098178	0.7768058	0.1169546	0.5320260	0.5254777	0.0275073	0.2443892	0.3662325	0.7110932	0.4408772	0.0337184	0.7709604	0.4088714	0.0644253	0.6978277	0.1365971
850	0.6699651	0.6467842	0.3759068	0.1540220	0.8503842	0.7524058	0.2048978	0.4237638	0.5242498	0.0186049	0.2052974	0.4228102	0.7631633	0.4106659	0.0284938	0.8422054	0.5440079	0.1111573	0.6841470	0.1568811
900	0.6986470	0.6918018	0.4369891	0.1234494	0.6652794	0.7477578	0.2272801	0.4246158	0.4919575	0.0201848	0.1347791	0.2783564	0.8342401	0.4434385	0.0656203	0.8199724	0.4690813	0.0852318	0.7711748	0.1619798
950	0.6750331	0.7810781	0.4235542	0.1672477	0.6912498	0.8639838	0.2171626	0.4318717	0.4383236	0.0148169	0.2295557	0.3857302	0.7967817	0.3943986	0.0350653	0.7454641	0.5347980	0.0828764	0.6705121	0.1268762
1000	0.9141858	0.6961849	0.3613574	0.1657545	0.7343912	0.7268257	0.1774650	0.5942428	0.4869540	0.0119217	0.1416086	0.5657643	0.7208492	0.4094011	0.1057669	0.8272411	0.4110868	0.1139763	0.6091529	0.1689779

0	0.7038043	0.7331632	0.3479070	0.2211017	0.6685312	0.7174134	0.2279391	0.4767659	0.4708598	0.0242896	0.2263033	0.4312563	0.7379464	0.5293853	0.0583878	0.6712743	0.3798988	0.1021179	0.6579533	0.1897499
50	0.7046739	0.5908191	0.5034469	0.0654276	0.7748429	0.8831416	0.1208890	0.4899220	0.5149754	0.0159508	0.2770288	0.2518480	0.2225453	0.5130722	0.0151850	0.7825843	0.6023284	0.0720197	0.2552925	0.6934540
100	0.7733650	0.7364523	0.3829166	0.0204146	0.6980023	0.8919640	0.1596533	0.5774591	0.4200312	0.0533052	0.2444135	0.3406501	0.1915752	0.4638762	0.0226806	0.8111179	0.5574970	0.1344197	0.2329504	0.8066182
150	0.6974236	0.7518158	0.3738798	0.0160639	0.6997162	0.7546581	0.1619607	0.5122067	0.4614209	0.0207427	0.4153136	0.2236394	0.1932762	0.5185575	0.0612667	0.7296179	0.6141475	0.1047626	0.2320738	0.6457999
200	0.7087243	0.6134665	0.4199088	0.0112928	0.7467365	0.7734092	0.2312213	0.5604495	0.5421571	0.0287592	0.4598475	0.2275616	0.2104421	0.6925761	0.0206832	0.6703484	0.5909838	0.0884536	0.2742509	0.5951047
250	0.8044279	0.7579667	0.3834893	0.0073763	0.7668570	0.6784950	0.1981603	0.4224536	0.5122577	0.0764849	0.4643662	0.2250438	0.1960841	0.5877420	0.0078844	0.6381920	0.8169423	0.0202398	0.2151294	0.7952872
300	0.8279303	0.6720120	0.4255177	0.0003309	0.5982328	0.7910868	0.0993082	0.4670311	0.4728969	0.0561349	0.4129753	0.1904148	0.1924396	0.5709484	0.0243112	0.9417220	0.6900801	0.0423755	0.2674636	0.6380513
350	0.8893966	0.7229216	0.3223313	0.0011100	0.6549957	0.6939014	0.1366757	0.3459860	0.5350131	0.0490321	0.4203368	0.2513260	0.1508762	0.5368239	0.0276867	0.7811043	0.7230978	0.0785925	0.2777180	0.6763401
400	0.7081153	0.7391569	0.3066943	0.0004114	0.5714218	0.7737515	0.1681346	0.3878071	0.5688542	0.0366854	0.4945963	0.2612176	0.1099059	0.6222593	0.0062245	0.7520075	0.5095204	0.0326139	0.2170916	0.7195335
450	0.8297897	0.7047334	0.3498063	0.0024886	0.6675336	0.6339931	0.1360031	0.3638824	0.4104975	0.0381632	0.5940101	0.2001432	0.1583028	0.7044780	0.0187163	0.7016193	0.8278629	0.0653364	0.3305318	0.7489387
500	0.7392717	0.7080516	0.3630458	0.0021328	0.7695034	0.8052193	0.0961065	0.2748215	0.5317371	0.0206440	0.5060840	0.2868172	0.1345329	0.6624259	0.0042664	0.5981419	0.7259171	0.0616853	0.2365141	0.7359573
550	0.7479254	0.9073049	0.2758804	0.1178050	0.8210864	0.8144242	0.1724511	0.3288631	0.5326270	0.0337052	0.5170036	0.1397735	0.5034362	0.5996541	0.0083187	0.6673814	0.6801903	0.0497816	0.6342323	0.4170519
600	0.7672453	0.5962335	0.4121575	0.2424260	0.7278037	0.7327264	0.1836527	0.2879504	0.3876661	0.0132595	0.3876153	0.1838948	0.5627478	0.6385683	0.0084962	0.8092819	0.7620066	0.1184905	0.6963468	0.3319486
650	0.7128149	0.6248803	0.2864202	0.1810487	0.6538661	0.7143425	0.1578371	0.4190996	0.3724933	0.0441563	0.3164230	0.2725843	0.6761655	0.5753562	0.0065038	0.6413410	0.6410262	0.0722684	0.7024205	0.3374217
700	0.5690589	0.7708007	0.2390506	0.1534639	0.7052853	0.6216340	0.1941854	0.4090741	0.3733493	0.0134198	0.2321676	0.2571076	0.6176447	0.6357269	0.0056604	0.7798130	0.7389314	0.0920678	0.6869228	0.2897959
750	0.6259694	0.6712424	0.3248873	0.1445115	0.7406670	0.7901584	0.1752184	0.3791232	0.4731249	0.0169014	0.1896888	0.1861573	0.7000200	0.6063537	0.0220727	0.7113271	0.3948530	0.0663349	0.8201413	0.2453414
800	0.7252306	0.6228942	0.3519942	0.1141126	0.8710862	0.6363866	0.1732606	0.4253296	0.4439637	0.0060740	0.1626882	0.2761636	0.6917567	0.4809653	0.0131484	0.7691905	0.4837602	0.0621880	0.7966141	0.1460089
850	0.6830527	0.6626568	0.3940396	0.2144834	0.7274637	0.5429311	0.2409640	0.3956056	0.4680157	0.0142720	0.2057424	0.3411567	0.6842749	0.4806756	0.0632620	0.6692875	0.3739086	0.0891119	0.7971367	0.2160537
900	0.6147240	0.6597284	0.4118029	0.1794557	0.7127083	0.6928889	0.1238634	0.4375522	0.5322865	0.0164730	0.1782911	0.4244996	0.7271387	0.4463507	0.0817251	0.6313361	0.3196284	0.0991893	0.7622602	0.1216684
950	0.7401053	0.7379554	0.3682397	0.2552297	0.7294672	0.6810861	0.1451797	0.4611428	0.5262381	0.0098679	0.2042349	0.3494145	0.7604239	0.4857538	0.0730429	0.6762267	0.4085136	0.1096083	0.6318932	0.1520317
1000	0.7985965	0.7818554	0.3190666	0.1787578	0.7405824	0.7443570	0.1126270	0.4905169	0.3431535	0.0113264	0.1500389	0.4314342	0.5887430	0.3690441	0.0848651	0.7696128	0.3776876	0.1697648	0.6765565	0.1004085

0	0.7341541	0.6605728	0.2949848	0.1723091	0.5681927	0.6332228	0.1604766	0.5255188	0.5793969	0.0177538	0.2174706	0.3097509	0.8311128	0.6012343	0.0471340	0.6847150	0.4092574	0.0952758	0.6428329	0.1597729
50	0.7721958	0.7453253	0.4184631	0.1678577	0.7305818	0.8053897	0.1655848	0.4694247	0.3970220	0.0443033	0.2202716	0.0619622	0.6499904	0.5247744	0.0419951	0.5582413	0.5309170	0.0980584	0.3109834	0.1824119
100	0.6988370	0.7503449	0.3675295	0.1338052	0.6342906	0.7411982	0.1399266	0.4680608	0.4050112	0.0577389	0.3055391	0.0488558	0.7966825	0.5876476	0.0607912	0.6061542	0.5117970	0.1239460	0.3352698	0.2431011
150	0.7203323	0.7409627	0.3292332	0.1290802	0.7094007	0.7143475	0.1466844	0.4846619	0.4738420	0.0507433	0.3288571	0.0388078	0.6357898	0.5909982	0.0152360	0.5429517	0.5844882	0.0850871	0.3042348	0.2874195
200	0.8414823	0.7076457	0.3693283	0.1956711	0.7265606	0.6353300	0.1543522	0.4388722	0.4167491	0.0876456	0.3657124	0.0750433	0.7329369	0.6524926	0.0065940	0.5718152	0.6858555	0.0553393	0.3554133	0.2795214
250	0.7041938	0.8875676	0.3571279	0.2377489	0.7714605	0.7370743	0.1685637	0.3402484	0.2832552	0.0420206	0.3205119	0.0673252	0.7311922	0.5935003	0.0111308	0.5546488	0.6803377	0.0467157	0.4023284	0.2623097
300	0.6531064	0.8227585	0.3092368	0.1888089	0.7208309	0.9018170	0.1777412	0.4053225	0.4110323	0.0821323	0.3794633	0.0405079	0.5212944	0.4999594	0.0078924	0.5181802	0.6230479	0.1328876	0.2321149	0.2858291
350	0.7350871	0.6175822	0.3620581	0.1683368	0.8047071	0.6779735	0.1885996	0.3601448	0.3899687	0.0694762	0.3288030	0.0538320	0.7595819	0.6262460	0.0140642	0.4359718	0.6649722	0.0375663	0.2219143	0.2606978
