"Time"	G1	G10	G20	G2	G17	G16	G4	G9	G8	G18	G94	G11	G95	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G15	G14	G12	G49	G39	G41	G44	G22	G21	G50	G13	G52	G53	G51	G55	G42	G40	G45	G54	G61	G47	G43	G48	G57	G72	G67	G60	G59	G99	G58	G80	G84	G83	G89	G82	G81	G79	G88	G78	G77	G85	G75	G90	G91	G86	G69	G93	G92	G87	G68	G96	G97	G63	G27	G26	G25	G23	G24
450	0.5533320	0.1331671	0.6408291	0.2602125	0.1408806	0.1250484	0.2445415	0.0401504	0.3209660	0.5056958	0.7838140	0.0664597	0.4336973	0.5126945	0.1253526	0.0981181	0.6132110	0.3129391	0.6681867	0.6285966	0.6842586	0.7624446	0.7156172	0.6517066	0.5392548	0.0873656	0.4185552	0.0921254	0.4221850	0.5879510	0.3897178	0.3737904	0.2848402	0.3849991	0.6315969	0.4206634	0.1397548	0.1754031	0.0801686	0.6355363	0.4077993	0.3507590	0.4557409	0.3130287	0.0022411	0.5286043	0.0560618	0.5568089	0.3463461	0.0046563	0.3842026	0.1748379	0.8499560	0.0862770	0.6155899	0.0380597	0.2090723	0.6908768	0.0720069	0.6306958	0.6695453	0.0042122	0.4468194	0.0054542	0.4067424	0.0248556	0.4300507	0.4581895	0.3532793	0.7120016	0.2363182	0.1637973	0.0400082	0.4349923	0.3773651	0.4512852	0.5546442	0.3149699	0.3841372	0.5515937	0.4977423	0.2435410	0.0188801	0.6862375	0.6888284
500	0.7292911	0.1702891	0.5897258	0.3843999	0.2244228	0.1036241	0.2323923	0.0201202	0.3623323	0.5449389	0.7905709	0.0677380	0.4929516	0.5104442	0.1199275	0.0774488	0.5511210	0.2479019	0.4415347	0.7083774	0.7488356	0.9095153	0.6637086	0.5813488	0.7407537	0.1642708	0.4487139	0.1003561	0.4136739	0.6542472	0.3509971	0.3982943	0.3971137	0.4970139	0.5858287	0.4449531	0.2482845	0.1458482	0.0935881	0.7137477	0.3853529	0.2700421	0.4477038	0.2790820	0.0077061	0.4799238	0.0418921	0.3933902	0.3131842	0.0087981	0.4115131	0.0819193	0.6660388	0.0669686	0.5165436	0.0376038	0.1873529	0.7014473	0.0793586	0.6763412	0.6809611	0.0126587	0.5301617	0.0092797	0.5384948	0.0067927	0.5432297	0.3218760	0.4498667	0.7442312	0.2771677	0.1407392	0.0207950	0.5322909	0.3424748	0.4678751	0.6242369	0.3243442	0.3241978	0.4712906	0.5053995	0.3009966	0.0405212	0.6766242	0.6570790
550	0.7983600	0.2175910	0.6847714	0.2630760	0.2036789	0.2419112	0.2702375	0.0328792	0.0626564	0.5115657	0.7175417	0.0582850	0.4276684	0.6405103	0.1127157	0.3721054	0.5969872	0.6008094	0.4497014	0.6997605	0.7806154	0.5560606	0.5149893	0.6975286	0.2393686	0.1166335	0.5616490	0.1285872	0.5657291	0.7187875	0.2845938	0.2661932	0.2539846	0.4847225	0.1893669	0.4422663	0.4285603	0.1346770	0.1409216	0.5847615	0.6667046	0.3050067	0.5452902	0.0442969	0.0009989	0.3470385	0.0273089	0.3668798	0.3030204	0.4342794	0.5541459	0.5388013	0.7492101	0.0810901	0.6379910	0.5183995	0.0968509	0.7129865	0.0343687	0.5157792	0.5638278	0.0050423	0.4580739	0.0146306	0.5163133	0.0055866	0.4383294	0.3161233	0.4260084	0.6110450	0.3089698	0.1858320	0.0287295	0.3825570	0.4003359	0.5709153	0.7110675	0.8217674	0.3532267	0.5885706	0.2144410	0.3670713	0.0199873	0.7587433	0.6895372
600	0.8137870	0.1268919	0.5365867	0.2962797	0.1804209	0.2382327	0.2596164	0.0404684	0.0381413	0.4995761	0.6818526	0.1105277	0.4195047	0.7606468	0.1307565	0.5702528	0.5505884	0.5327230	0.4842159	0.7988536	0.5904294	0.7368539	0.4793221	0.4953976	0.0395903	0.1762349	0.3593630	0.1030661	0.6330035	0.5489680	0.1855609	0.2819598	0.2967434	0.5244788	0.2036845	0.3796210	0.6554804	0.1474264	0.1355267	0.4587746	0.6704669	0.2888939	0.4895946	0.0247329	0.0004265	0.4036714	0.0449904	0.4083633	0.2683571	0.5825907	0.4321002	0.7404350	0.7141885	0.0282112	0.3370547	0.6897952	0.1133248	0.7454415	0.0442068	0.5803952	0.4673391	0.0125622	0.4466582	0.0033578	0.3881830	0.0106182	0.5561161	0.3908669	0.3162487	0.7188816	0.2463584	0.1560913	0.0157936	0.4297765	0.3397033	0.5411529	0.5936930	0.5648393	0.4267356	0.6873811	0.1234888	0.3372369	0.0282732	0.7444036	0.5608526
650	0.7442852	0.1589517	0.6637925	0.2978328	0.2337523	0.3004056	0.2698524	0.0284844	0.0112253	0.5704004	0.6862795	0.0926017	0.3898791	0.7660324	0.0395330	0.5309088	0.5636943	0.6593987	0.5520198	0.6762277	0.5419576	0.7503098	0.5101043	0.7073529	0.0327554	0.1165844	0.4555458	0.1443958	0.6424558	0.8538338	0.1740858	0.2496976	0.2281498	0.5141421	0.1630631	0.4468475	0.7828136	0.1665968	0.2308144	0.2828548	0.5124553	0.2015772	0.3775622	0.0550926	0.0031185	0.4057767	0.0144567	0.3705981	0.3003145	0.5391731	0.3589433	0.7194216	0.7510651	0.0842413	0.4144760	0.6812421	0.1457890	0.6463089	0.0185059	0.5223269	0.3884696	0.0212277	0.3959564	0.0173453	0.3905131	0.0172420	0.4976651	0.3483585	0.3998536	0.6402910	0.2000016	0.1825106	0.0154814	0.4028207	0.4373247	0.5102694	0.5717338	0.6109257	0.5957767	0.7181378	0.0659721	0.3161693	0.0111652	0.6751485	0.6594322
700	0.7313083	0.1651130	0.6685020	0.3134740	0.1829638	0.2343640	0.3009390	0.0249633	0.0075278	0.6165062	0.7614838	0.0575360	0.5175417	0.6489136	0.0760055	0.4951261	0.4837059	0.6170789	0.4526698	0.8674317	0.5942050	0.7266758	0.4934231	0.6360415	0.0628556	0.1694026	0.4653941	0.1634356	0.8251451	0.6783457	0.2226671	0.1937360	0.1133834	0.6385220	0.1180574	0.4508788	0.7018338	0.1390352	0.2071229	0.3290420	0.5000295	0.1558211	0.2644753	0.0697086	0.0063622	0.3967442	0.0276386	0.3512100	0.3944262	0.7512768	0.4378496	0.6934370	0.6148597	0.0371476	0.5221327	0.8236080	0.3231737	0.7090466	0.0636452	0.5285681	0.4375077	0.0165716	0.3755522	0.0036664	0.5884759	0.0125028	0.4160965	0.4282067	0.3940170	0.7405526	0.2247232	0.1838821	0.0251292	0.5214132	0.3723718	0.4186609	0.7445663	0.7128374	0.3916605	0.4974599	0.0532099	0.3144381	0.0204371	0.7463375	0.7852103
750	0.6757808	0.1316892	0.5908911	0.3592472	0.1549023	0.2418208	0.2208288	0.0373495	0.0071526	0.5229040	0.7481130	0.0555448	0.5324917	0.7903148	0.0745686	0.4064793	0.5223756	0.6835530	0.4589540	0.7408419	0.6413554	0.5467668	0.4277345	0.6163794	0.0161226	0.1646436	0.3880561	0.1786755	0.6983264	0.7507794	0.2358089	0.1809905	0.1803850	0.4681141	0.0755053	0.3353438	0.6817104	0.1652731	0.4708664	0.2680969	0.5940317	0.2055682	0.2799759	0.0397026	0.0042437	0.3924591	0.0319749	0.3491178	0.3506590	0.7690743	0.3881406	0.6652138	0.5862429	0.1446581	0.6241020	0.7128765	0.4120670	0.9345996	0.0622967	0.5809064	0.3848463	0.0034151	0.3037053	0.0099491	0.4905266	0.0057011	0.5263980	0.3222169	0.3503638	0.7440644	0.2330388	0.2737352	0.0532941	0.3742482	0.3857084	0.4954195	0.6504103	0.7395433	0.5051129	0.6511235	0.0466966	0.2858571	0.0096480	0.8042484	0.7983108
800	0.6045393	0.1606048	0.5650577	0.3218489	0.2370539	0.2494049	0.3743876	0.0320800	0.0040563	0.6518822	0.7099833	0.0485677	0.4667029	0.6042421	0.0571516	0.5763797	0.4444896	0.6495577	0.3612205	0.7953264	0.7805681	0.6800528	0.3981145	0.5713643	0.0082673	0.1146752	0.4887677	0.2114904	0.6833853	0.7300938	0.3034000	0.1507536	0.1761230	0.5607717	0.1162326	0.3175016	0.6996118	0.1332201	0.3883718	0.4681249	0.5800670	0.1530969	0.3086019	0.0396797	0.0020296	0.3671397	0.0281572	0.3962883	0.3937930	0.8659567	0.4267414	0.7068470	0.7018424	0.0719683	0.7770299	0.7348155	0.4899562	0.7662787	0.0432313	0.5574120	0.3866295	0.0051496	0.4425023	0.0057787	0.4818866	0.0310555	0.4554541	0.3486177	0.3278401	0.7071758	0.2726899	0.2418232	0.0601188	0.4799789	0.3344129	0.5518134	0.6692514	0.8351313	0.5348333	0.7086111	0.0670188	0.2446249	0.0214575	0.8927539	0.7174042
850	0.7043459	0.1581161	0.7296861	0.3308123	0.2387484	0.2715228	0.3465205	0.0253784	0.0014358	0.5693827	0.7263393	0.0474928	0.4013827	0.7617808	0.0720629	0.4761682	0.5103662	0.7219643	0.5005087	0.6256335	0.6647880	0.7052290	0.4774825	0.6967155	0.0166719	0.1720019	0.5109082	0.2455234	0.7665322	0.6377910	0.2252456	0.1621926	0.1573443	0.7134253	0.1781335	0.2626775	0.6507234	0.1513905	0.3178233	0.3424101	0.7139447	0.2504586	0.3962352	0.0387830	0.0120727	0.4324220	0.0219536	0.4180447	0.3759942	0.6714253	0.5121973	0.5826324	0.6841010	0.0743550	0.6487641	0.7344879	0.3097768	0.7058300	0.0350030	0.5207348	0.3589134	0.0131482	0.4972732	0.0046302	0.4279678	0.0102376	0.5124978	0.3287648	0.3643623	0.7627288	0.2243539	0.2307799	0.0592745	0.2913517	0.4328058	0.4425902	0.5614364	0.7551418	0.5796426	0.6060544	0.0614816	0.2632147	0.0201355	0.7021862	0.6774144
900	0.5782918	0.1764732	0.5551566	0.4448278	0.2449369	0.2815276	0.3088750	0.0204568	0.0006638	0.5833152	0.6790799	0.0348718	0.3939020	0.7397400	0.0653882	0.4603913	0.3653836	0.6715555	0.3984003	0.8450164	0.6640709	0.7176594	0.5804992	0.5569887	0.0148936	0.1328639	0.4607987	0.2578735	0.7059571	0.7562049	0.1926987	0.1484212	0.1957385	0.4672159	0.1268026	0.2286923	0.6300382	0.1543559	0.3500225	0.3116454	0.7166259	0.2036557	0.4531496	0.0401367	0.0161057	0.4185074	0.0349658	0.5220870	0.3097962	0.7717503	0.4507749	0.7578676	0.7283128	0.0595766	0.7480469	0.7695888	0.3481397	0.8330225	0.0321167	0.4791059	0.4664763	0.0050886	0.4319568	0.0031272	0.3825613	0.0070334	0.4047094	0.3410170	0.2937827	0.6455807	0.2453853	0.1992492	0.0091974	0.4255254	0.3512596	0.5058920	0.6089594	0.8173335	0.5295849	0.6617704	0.0805359	0.2619792	0.0095098	0.7076392	0.7729713
950	0.6935882	0.1687897	0.5531736	0.4601816	0.2026533	0.3142444	0.3103406	0.0381010	0.0012143	0.5445538	0.7565142	0.0591333	0.4381992	0.6897234	0.0625857	0.5668926	0.4129365	0.8504721	0.4799550	0.8098260	0.8141789	0.6243813	0.4877587	0.5973855	0.0226465	0.1687678	0.3757637	0.2159732	0.7579872	0.6991450	0.3455028	0.1188428	0.2120719	0.6286126	0.0953924	0.3555484	0.7120058	0.1324116	0.3024786	0.3952767	0.6827599	0.1644782	0.3491448	0.0404259	0.0056496	0.5719725	0.0212545	0.4234642	0.3346953	0.6591950	0.3380097	0.7455584	0.7248368	0.0415258	0.7228740	0.7175127	0.4411448	0.7267278	0.0612211	0.6159634	0.4460591	0.0142726	0.3855868	0.0038827	0.5195856	0.0076116	0.4826243	0.3195234	0.4243451	0.7260954	0.2809034	0.1893448	0.0174960	0.3491962	0.3857744	0.4358630	0.4711131	0.8823102	0.5539336	0.6268374	0.0471948	0.2608106	0.0154729	0.6038596	0.7606458
1000	0.6954151	0.1872196	0.6288637	0.5684881	0.2210767	0.3254280	0.2746197	0.0342069	0.0009952	0.5134156	0.5851178	0.0657180	0.4291221	0.6822784	0.1320341	0.4974257	0.5048031	0.5783101	0.5373771	0.7483648	0.7416526	0.7368809	0.4939753	0.7052511	0.0225583	0.1652070	0.3635465	0.2206735	0.7644134	0.6042157	0.2509538	0.1120459	0.1800403	0.5561792	0.1030099	0.3111274	0.6573506	0.1725294	0.3173197	0.3070476	0.6484611	0.1460512	0.5095300	0.0680141	0.0001947	0.5175138	0.0353180	0.3615260	0.3050016	0.5833913	0.4127114	0.7657699	0.6986154	0.0487474	0.6176106	0.6130251	0.4604654	0.7248902	0.0384768	0.5671522	0.4914013	0.0065049	0.3957655	0.0029472	0.5429649	0.0081523	0.5026814	0.3447267	0.3956038	0.6206712	0.2245618	0.2414490	0.0054977	0.4019762	0.3139599	0.4884164	0.6445237	0.7106318	0.5059462	0.7349078	0.0939932	0.2613676	0.0219425	0.6549827	0.6155242

0	0.6407504	0.2008023	0.6112208	0.2533418	0.2572340	0.3863323	0.3177827	0.0128715	0.0005751	0.5373689	0.7844499	0.0696113	0.5170915	0.7200779	0.1090695	0.4325191	0.3872654	0.5979572	0.5070692	0.6931662	0.6709805	0.8252525	0.4734891	0.6151355	0.0158021	0.1488538	0.4533491	0.1752881	0.8559393	0.8246569	0.2280982	0.1164020	0.1380373	0.6244268	0.1333492	0.2875274	0.5857464	0.1887512	0.3984380	0.3701229	0.8097043	0.1940780	0.3682767	0.0671013	0.0161282	0.5120828	0.0310304	0.4079998	0.3388684	0.7172565	0.4145619	0.8604471	0.7026593	0.0442837	0.6039972	0.6431673	0.3162138	0.8742958	0.0750048	0.6262034	0.4966877	0.0285378	0.3874350	0.0099392	0.4366991	0.0014406	0.4714687	0.4362631	0.3710636	0.7268825	0.3050527	0.2115558	0.0391121	0.4340112	0.3730504	0.4537039	0.7043538	0.5914557	0.5166073	0.6340544	0.0466227	0.2468935	0.0157184	0.7786892	0.7470849
50	0.6678443	0.1086771	0.6276129	0.2419184	0.1410621	0.0732827	0.2503429	0.4939202	0.0596484	0.6109325	0.7361792	0.0931715	0.4577324	0.7826804	0.0703810	0.5688807	0.4465580	0.8609136	0.5246592	0.6963288	0.6576497	0.6405615	0.4546349	0.5838619	0.0273044	0.1106675	0.4319138	0.1756624	0.6850688	0.6806190	0.4659331	0.1765620	0.1782391	0.5643711	0.0877510	0.3402646	0.3824888	0.0753363	0.3862763	0.3573889	0.2202472	0.1291485	0.3149482	0.0200786	0.2694796	0.3711182	0.0467269	0.3714818	0.3414351	0.6827084	0.4392139	0.2805629	0.6878578	0.0664191	0.7613999	0.6980450	0.3062050	0.6452038	0.0659932	0.6147797	0.5415484	0.0299450	0.3388960	0.0022151	0.4332761	0.0114766	0.5855017	0.2012996	0.3345204	0.7444970	0.2531449	0.1595792	0.0274766	0.4603182	0.4788226	0.5686741	0.1843861	0.9558686	0.4291235	0.6574114	0.0508851	0.3378274	0.0169234	0.6706178	0.7657837
100	0.7956509	0.1500955	0.6744659	0.3458616	0.1679977	0.0930739	0.2972958	0.4897387	0.0583613	0.6657843	0.7340871	0.1268519	0.4414485	0.6460329	0.1069090	0.6322802	0.3525159	0.7060957	0.4805135	0.8037639	0.6741336	0.7388589	0.5526939	0.5901269	0.0053954	0.0296232	0.5134302	0.2211951	0.6057120	0.6843760	0.5539057	0.2215651	0.1598913	0.4999717	0.0845207	0.2496643	0.4157511	0.0566536	0.2956213	0.3999596	0.2669864	0.1941404	0.4634654	0.0083394	0.2800129	0.2980151	0.0576869	0.2981806	0.3173002	0.8472426	0.6995823	0.1019945	0.8330802	0.0559342	0.7906717	0.6833098	0.2782090	0.6661859	0.0457976	0.5363189	0.5006445	0.0233240	0.3615418	0.0005418	0.5451378	0.0020845	0.6236478	0.0602723	0.4304184	0.7596226	0.1941789	0.1985614	0.0201062	0.4023659	0.5685901	0.6036348	0.1898548	0.7498713	0.5135278	0.6103972	0.0700851	0.2620369	0.0098929	0.6772924	0.7901029
150	0.7069182	0.0985570	0.5974221	0.4127761	0.1799161	0.0825611	0.2595870	0.6355193	0.0523393	0.6842950	0.6848383	0.0982146	0.4913044	0.6510872	0.1781121	0.5704918	0.2919579	0.7286763	0.4673128	0.7096893	0.5936450	0.6376749	0.6041389	0.7203506	0.0104800	0.0280226	0.3782988	0.1927521	0.4753258	0.7100527	0.7244058	0.2793825	0.2426056	0.3275581	0.0266267	0.1861921	0.3546185	0.1001161	0.3809871	0.3931947	0.2234704	0.2503216	0.5752262	0.0135814	0.3316926	0.1565711	0.1162530	0.2873312	0.3725379	0.6887595	0.5548470	0.0898445	0.7641043	0.0467912	0.8381434	0.6490461	0.2036496	0.7373860	0.0416906	0.6506593	0.5387794	0.0025296	0.4221637	0.0002206	0.4529691	0.0012752	0.6765047	0.0228878	0.4452483	0.8278138	0.2543887	0.1430037	0.0144688	0.4697122	0.5393929	0.5215301	0.1576298	0.6959343	0.6182817	0.6829339	0.0794122	0.2329687	0.0083842	0.6329045	0.7875057
200	0.6414869	0.0849627	0.5770785	0.3696257	0.1333795	0.0684117	0.2837937	0.6138570	0.0913807	0.5969854	0.9331786	0.0982463	0.4010080	0.8356532	0.1091225	0.5647232	0.4461546	0.7362977	0.4673199	0.6481476	0.7050985	0.6773143	0.6588727	0.8215592	0.0093306	0.0146634	0.4538891	0.1685815	0.4251582	0.7133895	0.6070577	0.3606742	0.2388505	0.3468837	0.0251291	0.3058503	0.3088891	0.0752568	0.3729295	0.3659501	0.2389783	0.2326609	0.6281136	0.0003101	0.3468263	0.0877673	0.0998235	0.3135782	0.3323059	0.6887979	0.5446457	0.0584507	0.6868844	0.0476358	0.6397022	0.6180320	0.1700606	0.7480315	0.0437499	0.6268713	0.6097808	0.0115239	0.3186540	0.0000000	0.4114575	0.0035495	0.7296300	0.0326616	0.2634745	0.6090884	0.3029853	0.2043714	0.0149307	0.3993961	0.5382117	0.4962835	0.1373669	0.8146460	0.4602545	0.6667067	0.0625399	0.2859294	0.0204303	0.5614021	0.7328870
