"Time"	G1	G2	G10	G20	G4	G17	G16	G9	G11	G18	G94	G56	G3	G5	G19	G13	G12	G14	G15	G50	G41	G51	G53	G52	G42	G55	G21	G22	G54	G40	G49	G44	G35	G39	G45	G48	G95	G61	G47	G98	G43	G8	G72	G67	G57	G79	G60	G82	G88	G80	G84	G81	G83	G89	G85	G77	G78	G91	G90	G75	G86	G59	G58	G99	G92	G69	G93	G87	G68	G34
600	0.4863175	0.0049070	0.3007199	0.1440625	0.7232222	0.5413021	0.4735200	0.0698697	0.4182554	0.5363318	0.9632392	0.4327514	0.0044280	0.4032597	0.3550237	0.3735388	0.5867696	0.4456802	0.2823983	0.2370477	0.3538790	0.3795599	0.2820848	0.4691233	0.4603720	0.0628706	0.2187858	0.5484103	0.0207846	0.4367073	0.5058954	0.7113544	0.6639575	0.2745643	0.3647268	0.4632396	0.6570414	0.3649206	0.2335263	0.5946802	0.0010192	0.2991145	0.6030981	0.6571365	0.5626116	0.6562668	0.1661546	0.0009855	0.0019201	0.0027908	0.7310221	0.2001730	0.4433047	0.3104055	0.3662652	0.0477867	0.5270891	0.2206503	0.6325078	0.4508178	0.4165978	0.1979500	0.0102509	0.6949267	0.0515011	0.2019447	0.1650334	0.7237255	0.2399813	0.6638653
650	0.4099810	0.0061503	0.2902138	0.1497252	0.6016250	0.6061957	0.5353026	0.0571589	0.4597651	0.3995618	0.7514706	0.5152755	0.0006321	0.5561211	0.2990974	0.3717454	0.6881085	0.4837374	0.2653233	0.2662230	0.3093376	0.3340140	0.2120073	0.3240894	0.6066008	0.0363139	0.2334073	0.5304740	0.0078680	0.4053730	0.5333504	0.7196510	0.7515016	0.2912750	0.4452934	0.4194236	0.7884965	0.4672506	0.2628116	0.7249883	0.0026040	0.2722523	0.6864350	0.6234574	0.5982911	0.6750591	0.2072001	0.0022025	0.0015393	0.0073817	0.6366434	0.3549905	0.4898600	0.2620387	0.2895498	0.0215925	0.6063321	0.3371385	0.7060850	0.3734088	0.6181740	0.2641702	0.0647950	0.6897569	0.0271920	0.2974222	0.2927637	0.6860166	0.2597249	0.7321042
700	0.3664107	0.0025305	0.3661013	0.2373591	0.6366430	0.5615566	0.5817082	0.0955180	0.3719180	0.4044473	0.5434740	0.5334893	0.0034922	0.4032548	0.2097973	0.4895233	0.6052351	0.4312125	0.3066639	0.2793946	0.2323871	0.3158445	0.2791776	0.3530753	0.6481125	0.0159073	0.2332906	0.5187706	0.0216891	0.4212090	0.5204533	0.7099399	0.6392161	0.2549474	0.3692224	0.4437304	0.7282319	0.3914460	0.3138217	0.7528199	0.0022312	0.3771747	0.7773963	0.7730800	0.5920181	0.6777899	0.2351404	0.0013162	0.0037426	0.0021994	0.8092457	0.3628489	0.4552903	0.3859510	0.2505671	0.0403645	0.6857412	0.2948390	0.5424946	0.4747878	0.5460844	0.3024869	0.0296629	0.6920107	0.0197201	0.2765748	0.1978863	0.7549565	0.1759981	0.7004771
750	0.3959673	0.0009416	0.3001424	0.1388563	0.6648195	0.5611527	0.5902261	0.0711670	0.3245573	0.4919324	0.6356571	0.5215978	0.0005374	0.4052520	0.1985597	0.4518096	0.6138457	0.4492071	0.4410198	0.2247426	0.2896936	0.2713566	0.3185268	0.3203398	0.5408032	0.0820474	0.2584488	0.6541637	0.0026331	0.3518206	0.4935791	0.5688283	0.6315406	0.2386654	0.3957531	0.3690530	0.5762810	0.4601271	0.2639333	0.8399260	0.0016131	0.3629313	0.7501288	0.7044749	0.4897258	0.7509955	0.2096417	0.0005973	0.0011687	0.0110080	0.7155932	0.2975522	0.6420485	0.3182746	0.2843867	0.0599934	0.6317788	0.3738102	0.5102098	0.3321119	0.6541842	0.2528307	0.0170297	0.6303279	0.0084905	0.3964088	0.2714644	0.6897316	0.2192092	0.6453326
800	0.4382616	0.0067119	0.2956150	0.1792396	0.7002117	0.4967604	0.5089867	0.0849104	0.3784437	0.5096065	0.5788834	0.5167075	0.0013106	0.3176013	0.2983467	0.3374135	0.6991900	0.4361323	0.4202714	0.2305547	0.2340075	0.2692664	0.2461573	0.3478252	0.5487208	0.0196173	0.2463667	0.5894519	0.0080631	0.4166853	0.5782067	0.7183893	0.7060679	0.2751102	0.3919621	0.3353395	0.7747094	0.5226577	0.3980949	0.7350630	0.0045195	0.3875411	0.6696047	0.6361689	0.5915009	0.7483130	0.3047513	0.0025524	0.0086354	0.0099878	0.6952957	0.4384308	0.5055328	0.3932684	0.3368626	0.0523978	0.5305831	0.3840541	0.5927492	0.3582749	0.6346122	0.3597800	0.0240191	0.6394687	0.0269981	0.3704622	0.3023616	0.6565635	0.2098787	0.6103139
850	0.5089543	0.0024931	0.3527869	0.2394183	0.7330119	0.5760339	0.5986011	0.0451040	0.3520713	0.4785543	0.6155394	0.5185802	0.0024311	0.2857441	0.2763922	0.4046864	0.7092712	0.4171652	0.3182711	0.2610419	0.2438732	0.3142306	0.2767963	0.2996429	0.5283332	0.0414866	0.1670173	0.5264957	0.0276319	0.3933974	0.4208125	0.7054561	0.6933598	0.3971158	0.3395341	0.3381931	0.6874643	0.5592995	0.2517786	0.8496851	0.0012932	0.3820285	0.7300756	0.6476313	0.6229480	0.7681640	0.3171430	0.0085027	0.0028790	0.0034191	0.8037591	0.4192939	0.5292865	0.4098246	0.2410004	0.0286275	0.5609164	0.3785873	0.6368906	0.3880327	0.6646248	0.3636364	0.0188043	0.7641102	0.0564213	0.3647790	0.2589028	0.6461163	0.2386725	0.6745811
900	0.3608856	0.0000000	0.3441255	0.1276979	0.6343574	0.6070694	0.6592843	0.0852424	0.4080763	0.4439583	0.7022670	0.4620797	0.0013133	0.4147628	0.2405855	0.2664194	0.7619660	0.4110773	0.3854575	0.2860743	0.2402547	0.1628947	0.2898209	0.3709099	0.5549797	0.0219020	0.1534425	0.5019068	0.0067710	0.3692972	0.4887904	0.6504684	0.7443652	0.2439550	0.4347665	0.3246458	0.6537774	0.3203311	0.2460722	0.7517556	0.0031404	0.3424104	0.6644138	0.8347221	0.5753246	0.6620800	0.2473969	0.0028017	0.0050793	0.0045821	0.6048294	0.5302069	0.4962443	0.3955114	0.2313742	0.0531834	0.6181981	0.3026901	0.6418116	0.4533658	0.7312917	0.2891981	0.0211279	0.6601119	0.0299241	0.3687045	0.3520014	0.7497805	0.2930097	0.8350942
950	0.4288759	0.0000034	0.3078214	0.1159789	0.6166690	0.6415613	0.7547488	0.0935112	0.3453586	0.4644339	0.6586942	0.5383763	0.0021284	0.3062828	0.2825536	0.4428788	0.7329586	0.4836534	0.2415857	0.2220933	0.2193391	0.3229202	0.2911823	0.4009776	0.5513094	0.0293055	0.2501755	0.4995586	0.0086859	0.3833187	0.4314499	0.7322947	0.6409793	0.2547460	0.4037687	0.3417722	0.8030168	0.5231052	0.1870522	0.6970900	0.0114847	0.3775820	0.6625421	0.7054905	0.4546322	0.7608170	0.2523718	0.0006293	0.0026996	0.0131731	0.6178329	0.4470353	0.4756964	0.4306657	0.1621150	0.0134455	0.6210274	0.3572298	0.6790359	0.3175848	0.7961068	0.3595014	0.0186478	0.5715846	0.0311073	0.3414703	0.2357716	0.6669742	0.2731944	0.6405179
1000	0.4293296	0.0028364	0.3631634	0.1599619	0.7855741	0.4859644	0.5756432	0.1169332	0.3224669	0.3789250	0.7784112	0.4226610	0.0027382	0.4122906	0.2470289	0.3838211	0.7158543	0.5941526	0.3153926	0.2894011	0.3104405	0.2598638	0.2432149	0.3539449	0.5925493	0.0216988	0.2290766	0.5193262	0.0063264	0.4010725	0.4185781	0.9143164	0.6718664	0.3944654	0.3444557	0.3970149	0.6701927	0.4497890	0.2511582	0.7192771	0.0045183	0.3289165	0.6930432	0.6803144	0.5334597	0.7051403	0.2927548	0.0022171	0.0040298	0.0080730	0.7272925	0.4938712	0.5732198	0.4650939	0.2322741	0.0306109	0.6592915	0.3914863	0.5939334	0.4143046	0.6609635	0.3120573	0.0362856	0.7024308	0.0091945	0.2847766	0.2560391	0.5833917	0.3190547	0.6485723

0	0.4245183	0.0010637	0.3983858	0.1972520	0.6329083	0.5346001	0.4903281	0.1820481	0.3788011	0.4413352	0.6560006	0.5126302	0.0012545	0.3098988	0.2352421	0.3599999	0.6918072	0.4620184	0.3722438	0.3110831	0.2362830	0.2845566	0.2429787	0.4085123	0.6940241	0.0157357	0.2289410	0.5784321	0.0040220	0.4534821	0.5560568	0.7058675	0.7400680	0.3343512	0.4159516	0.3868843	0.7546201	0.3797119	0.3227444	0.7735427	0.0021577	0.3436534	0.6574117	0.5942196	0.7643807	0.8232078	0.2937260	0.0037657	0.0018050	0.0145367	0.6290394	0.3829781	0.5130102	0.4459067	0.2914793	0.0339712	0.5481492	0.3421176	0.4539988	0.3157316	0.5945046	0.3361016	0.0474871	0.7814763	0.0312443	0.3804968	0.2276008	0.7372743	0.2064964	0.7159030
50	0.5795895	0.0001109	0.2978660	0.1874923	0.6845032	0.4906447	0.4659788	0.1358819	0.3596634	0.3909554	0.8040550	0.4652156	0.0001443	0.4354421	0.3221343	0.3765614	0.6302835	0.4398821	0.3715079	0.2501879	0.2646350	0.1019783	0.1593243	0.4554119	0.5100852	0.0317960	0.2043615	0.6391774	0.0092667	0.3604273	0.5638454	0.7973387	0.7746634	0.2436063	0.4303551	0.3623509	0.6507448	0.4927134	0.1969104	0.4410820	0.0038825	0.3736860	0.7497844	0.7337512	0.6204744	0.6914354	0.4841077	0.0046408	0.0122326	0.0030864	0.7609932	0.3781052	0.5218764	0.5980829	0.1803420	0.0384009	0.6221323	0.2493943	0.6001398	0.1032779	0.7709912	0.2809423	0.0196705	0.3710448	0.2520888	0.3693999	0.4906235	0.7817512	0.2664029	0.6212916
100	0.4808611	0.0012532	0.4174556	0.2620031	0.6915623	0.4341579	0.5349937	0.1116939	0.4032312	0.5162074	0.7483181	0.4991670	0.0046147	0.4107711	0.2564525	0.3495104	0.7249370	0.3387038	0.3067077	0.2410210	0.2725703	0.1469893	0.1615608	0.4260231	0.4878090	0.0342912	0.2478916	0.4772055	0.0296533	0.3540185	0.4126995	0.6409541	0.6130521	0.2883456	0.3417737	0.3398212	0.7389599	0.4939374	0.1092647	0.3982941	0.0005430	0.3580703	0.7277351	0.8234391	0.8451122	0.6291248	0.4896978	0.0012106	0.0111763	0.0089940	0.8334808	0.3878801	0.5386198	0.6349133	0.2348159	0.0259080	0.6937817	0.2028793	0.6303834	0.0864178	0.6953170	0.2455502	0.0444323	0.2226632	0.4377415	0.2947249	0.5536641	0.6491347	0.3387794	0.6380051
150	0.5598391	0.0005316	0.3636839	0.3115715	0.7211717	0.4363310	0.5136365	0.0919449	0.3878282	0.5692683	0.7585973	0.4427152	0.0033376	0.2814717	0.3173284	0.2951611	0.7217340	0.4318559	0.3488818	0.2464810	0.2880163	0.2048450	0.1235282	0.4924170	0.5976159	0.0349082	0.1800491	0.5228218	0.0146521	0.4100314	0.5797807	0.6750108	0.8514865	0.2549593	0.4416291	0.4147386	0.6870186	0.4851958	0.2269529	0.3724228	0.0029993	0.3264788	0.6211490	0.8094481	0.7061682	0.7526651	0.4956409	0.0014428	0.0011460	0.0133504	0.6936992	0.4171584	0.5449560	0.6233021	0.2123946	0.0269126	0.6451209	0.1651634	0.6820051	0.0983176	0.6646347	0.2800274	0.0151108	0.1648264	0.4261569	0.3185101	0.5283776	0.6418872	0.3047733	0.7302843
200	0.5786229	0.0023146	0.2413957	0.3595401	0.7595959	0.4232593	0.4594730	0.1070141	0.3962680	0.5887314	0.7552313	0.4787822	0.0070661	0.2653395	0.3326963	0.3948792	0.6627468	0.5341836	0.3041465	0.2717013	0.3847113	0.1503823	0.1342549	0.4815385	0.4896262	0.0152947	0.2213420	0.5935335	0.0259479	0.5549000	0.6065371	0.5915471	0.5816619	0.2338096	0.6482780	0.3438130	0.7825317	0.4200531	0.1617451	0.4339742	0.0026778	0.2437591	0.6517970	0.6559085	0.7126096	0.8057535	0.7021960	0.0016486	0.0029856	0.0021362	0.8302244	0.4273156	0.6655998	0.8224153	0.1765334	0.0555504	0.5057972	0.2118471	0.4091991	0.0579773	0.6981404	0.2540660	0.0195229	0.1242320	0.5563215	0.3267463	0.5238650	0.6693368	0.3037409	0.7818953
250	0.6115895	0.0002915	0.2187793	0.3693273	0.7022126	0.4015257	0.4224543	0.1012924	0.3498778	0.6500440	0.7072205	0.5111784	0.0011397	0.3648974	0.3379145	0.3518115	0.7975025	0.4631989	0.3865945	0.3041028	0.2746704	0.1784575	0.1353984	0.5579565	0.5108469	0.0225944	0.1710762	0.5453287	0.0096626	0.3700793	0.5116807	0.7792255	0.7487259	0.2842270	0.4027702	0.3807677	0.7771656	0.4640457	0.1351195	0.4058555	0.0080236	0.3007969	0.7270044	0.5246862	0.5456524	0.7291192	0.5338165	0.0014390	0.0043402	0.0140554	0.7202136	0.3692806	0.3835369	0.8152869	0.2687830	0.0361503	0.6904746	0.1689200	0.5023063	0.0955500	0.6619416	0.1859364	0.0223878	0.1529717	0.4288290	0.2617786	0.4854609	0.6116530	0.2696159	0.6796023
300	0.4988922	0.0004756	0.3706836	0.3822194	0.6279069	0.3893405	0.4158459	0.1409642	0.2910016	0.5265170	0.6366031	0.5980814	0.0025262	0.3295982	0.3273551	0.2955247	0.8136119	0.5144855	0.3390426	0.3841549	0.2138496	0.1674974	0.0920135	0.4814057	0.4365182	0.0249635	0.1200168	0.6061156	0.0196946	0.3459164	0.4986287	0.6733254	0.6148851	0.2117219	0.3203578	0.4274114	0.7681253	0.4914225	0.1383624	0.4504427	0.0023480	0.2057956	0.8980832	0.7600361	0.7282310	0.6710360	0.5089762	0.0024533	0.0007162	0.0023478	0.7533016	0.4394415	0.5089346	0.7055733	0.1989325	0.0312573	0.7707988	0.2190001	0.5879839	0.0660627	0.6923531	0.1761827	0.0103169	0.1161791	0.4475167	0.3582117	0.4105278	0.6260042	0.2362962	0.6117814
350	0.5440828	0.0024503	0.3212648	0.3528594	0.6336883	0.3492251	0.3747948	0.1460473	0.3367214	0.6053772	0.6316363	0.4687682	0.0021108	0.3067765	0.2844848	0.4454833	0.8047547	0.4480760	0.3480925	0.3986431	0.2301711	0.1606114	0.1231069	0.5217306	0.4537090	0.0074842	0.0638866	0.5074141	0.0335370	0.4515151	0.5442541	0.7165058	0.6320067	0.2150072	0.2639591	0.3598509	0.7747333	0.5428976	0.1044135	0.4076809	0.0023060	0.2945378	0.8723984	0.5435302	0.6864571	0.7455187	0.5680942	0.0038450	0.0058426	0.0017232	0.6493255	0.4536536	0.4206752	0.7346896	0.2461934	0.0597489	0.6762013	0.1248914	0.6135193	0.0379988	0.8675849	0.2480306	0.0098405	0.1049802	0.4459034	0.2911038	0.5751656	0.5950470	0.2940739	0.6644256
400	0.6182450	0.0050925	0.3621581	0.6109314	0.6879731	0.3682250	0.4505180	0.0695497	0.3156387	0.5878122	0.8510236	0.5386486	0.0002365	0.3330105	0.4198826	0.3792361	0.7933156	0.5818859	0.3388269	0.3599109	0.1979802	0.1850737	0.1365493	0.5367463	0.4980422	0.0199468	0.0738276	0.5844964	0.0327717	0.4055066	0.5165697	0.6932273	0.7259321	0.2433257	0.3250706	0.4469479	0.8119358	0.4114480	0.0982069	0.3688123	0.0007501	0.2718983	0.7650808	0.6325053	0.6344268	0.7606823	0.5679784	0.0019118	0.0057886	0.0124862	0.5810201	0.4540413	0.4849722	0.8317976	0.2524617	0.0356511	0.6702855	0.2412386	0.6261499	0.0526182	0.7485818	0.2672804	0.0406236	0.1409459	0.3187220	0.3408898	0.5842008	0.7803816	0.2374403	0.5447048
450	0.5666630	0.0023839	0.2924085	0.4758483	0.7491681	0.3662547	0.4886330	0.0986657	0.3475786	0.7005063	0.7431021	0.4818818	0.0010816	0.3395203	0.4138798	0.3834845	0.7299958	0.6613234	0.4024201	0.3809586	0.2232316	0.1913701	0.0619131	0.5101330	0.5890123	0.0143289	0.0817812	0.6091570	0.0431616	0.3877195	0.5749483	0.5437068	0.6350957	0.2050270	0.3387951	0.3573802	0.7213128	0.4778446	0.1308646	0.4182355	0.0147581	0.3323347	0.9129527	0.6142316	0.7808424	0.8065355	0.6201502	0.0060736	0.0040153	0.0048104	0.3303835	0.4318693	0.4868616	0.7380129	0.2111356	0.0226036	0.5322644	0.2178787	0.6814914	0.0805433	0.6510601	0.2168561	0.0548629	0.1063297	0.3853524	0.3766957	0.5944204	0.6754656	0.2162290	0.7153623
500	0.6427730	0.0015298	0.2651266	0.4102098	0.6822847	0.3382878	0.4178711	0.0774077	0.3640635	0.7499107	0.7932732	0.5219789	0.0008292	0.2839973	0.4162662	0.3231961	0.7288337	0.5939005	0.2815688	0.3789103	0.3194233	0.2503562	0.0745700	0.6092063	0.5339005	0.0248737	0.1449980	0.5282216	0.0222700	0.3510395	0.3874039	0.5979352	0.6301163	0.2285376	0.3484540	0.4263053	0.8142340	0.4581750	0.1309610	0.4037531	0.0027222	0.2756864	0.5972144	0.7081466	0.6537211	0.8045489	0.5029953	0.0058134	0.0093669	0.0006475	0.5329131	0.3529076	0.5229751	0.7208851	0.2590292	0.0144790	0.5683625	0.1974745	0.6861203	0.0658654	0.6525161	0.2031196	0.0174524	0.1321713	0.4039913	0.3754915	0.5657879	0.6864903	0.2477147	0.6189287
