"Time"	G1	G3	G5	G22	G7	G8	G4	G83	G6	G87	G86	G88	G54	G85	G89
600	0.6713287	0.5480337	0.2073239	0.7507545	0.0938642	0.2420042	0.4747968	0.7052381	0.1658528	0.2744538	0.1345864	0.4132740	0.6464233	0.1276520	0.0556723
650	0.7447870	0.4244099	0.1295817	0.7443879	0.1136768	0.3057014	0.4181972	0.7668141	0.0949835	0.3524592	0.1464811	0.3988764	0.7399424	0.1147264	0.0394098
700	0.7316044	0.4738970	0.1573446	0.7003792	0.1114552	0.3016645	0.4645704	0.8595885	0.1205270	0.2604570	0.1219212	0.5026487	0.7141601	0.1104497	0.0423227
750	0.6534306	0.4770999	0.0987312	0.8123119	0.1389681	0.3135806	0.4252963	0.8504972	0.0866653	0.3349230	0.1312788	0.4079687	0.7254404	0.1036068	0.0652916
800	0.6803687	0.4696496	0.1844687	0.7556445	0.0856513	0.2983549	0.4515538	0.8040231	0.1507770	0.2935974	0.1162927	0.4947365	0.7158493	0.0658395	0.0643991
850	0.6758231	0.5264590	0.2210613	0.6921690	0.0647654	0.2217450	0.5195804	0.6905886	0.2045139	0.3786723	0.1398054	0.4159169	0.7362915	0.0628777	0.0701495
900	0.6731682	0.4739180	0.1446050	0.8066444	0.1019473	0.1850055	0.4434587	0.7278261	0.0876606	0.2683824	0.1241025	0.4087886	0.8005737	0.0752238	0.0774781
950	0.8114847	0.4802793	0.2108534	0.8451328	0.1800276	0.2243502	0.4258871	0.8093405	0.0959487	0.2659985	0.1191611	0.4277983	0.7836761	0.0568032	0.0850543
1000	0.7661109	0.4400648	0.1614253	0.7711051	0.1161797	0.2530338	0.3503713	0.8627673	0.1342421	0.2229338	0.1874619	0.4317001	0.6210488	0.1152725	0.0559851

0	0.7379759	0.4333541	0.1640816	0.7580904	0.1295742	0.3090290	0.4959570	0.6942621	0.1001773	0.3377337	0.1308202	0.5698390	0.6700149	0.0796849	0.0419192
50	0.6611816	0.5356828	0.0861850	0.4608077	0.0851586	0.2810536	0.4997427	0.7108591	0.0306571	0.1719440	0.1265227	0.4913028	0.6368372	0.0601384	0.0546862
100	0.7320734	0.5020767	0.0579804	0.3527343	0.0862515	0.2637764	0.3544224	0.6923716	0.0151803	0.1022004	0.1289440	0.4571586	0.6787404	0.0544892	0.0374424
150	0.7152010	0.5279377	0.0664705	0.3182318	0.1146954	0.3344401	0.4149925	0.6783290	0.0051980	0.0978052	0.0964691	0.5194600	0.8140574	0.0766684	0.0415369
200	0.6951602	0.4583613	0.0353123	0.3928754	0.0861577	0.2851824	0.3980834	0.6859220	0.0021061	0.1007640	0.0682823	0.5000604	0.6031873	0.0471022	0.0354256
250	0.7133940	0.4758994	0.0485716	0.4177416	0.0520271	0.2597235	0.5550411	0.6880415	0.0018803	0.1180404	0.1023093	0.5250438	0.7860902	0.0604150	0.0323611
300	0.8019984	0.4687083	0.0322929	0.3807056	0.2050990	0.3878962	0.4706550	0.7341630	0.0055550	0.0927312	0.1437253	0.3202777	0.6162189	0.0605929	0.0371554
350	0.8275989	0.6068236	0.0216640	0.4318213	0.1961075	0.2623784	0.5197352	0.6583367	0.0005306	0.0973293	0.0648325	0.3923415	0.7340371	0.0855890	0.0559016
400	0.7174145	0.5099606	0.0511516	0.4171404	0.1416432	0.2221708	0.4791048	0.7181850	0.0000000	0.1277183	0.0631258	0.4674976	0.5558629	0.0494480	0.0443731
450	0.7709080	0.5280012	0.0471953	0.4552788	0.1171455	0.2449154	0.5395664	0.7085735	0.0000758	0.0971575	0.0527584	0.5421007	0.6854628	0.0573277	0.0337118
500	0.8773602	0.3853587	0.0344544	0.4433729	0.1532989	0.3560656	0.5130288	0.8111902	0.0000000	0.0893326	0.0493033	0.5283925	0.8630402	0.0514879	0.0484576
550	0.5951425	0.3587519	0.1490603	0.5666903	0.0878761	0.2820983	0.5820470	0.8092228	0.1211865	0.1862112	0.0548032	0.5912413	0.7958534	0.1134088	0.0382559
600	0.7700719	0.4102219	0.2223001	0.7241916	0.0773798	0.3557336	0.4799151	0.8035776	0.1462895	0.2597531	0.0849210	0.3845640	0.7885139	0.0620374	0.0652519
650	0.6708228	0.3729006	0.1545322	0.9151940	0.1110987	0.2401322	0.5432075	0.7388129	0.0628040	0.2508274	0.1093968	0.4320228	0.6515002	0.1070593	0.1335237
700	0.6217967	0.4413089	0.1427090	0.7014759	0.1264737	0.2451881	0.4522462	0.8317844	0.0809394	0.2537438	0.0897224	0.4126326	0.7646816	0.0722363	0.0641891
750	0.5856956	0.5334438	0.1651708	0.7737551	0.1040793	0.2011817	0.4063057	0.6810076	0.1230143	0.2321188	0.1716824	0.5681338	0.7589119	0.1008420	0.1315275
800	0.6893605	0.3888416	0.1838788	0.8290693	0.1150443	0.2498771	0.3864354	0.6656736	0.1234574	0.1866205	0.1561429	0.3711573	0.7081405	0.1587685	0.0579295
850	0.8356156	0.5956481	0.1968650	0.6199447	0.1495170	0.3095206	0.3972113	0.6364726	0.1860190	0.2601920	0.1334448	0.4411007	0.6211402	0.1417195	0.0721989
900	0.7541052	0.5695226	0.1677674	0.7665739	0.0705380	0.2343334	0.3770994	0.6430737	0.0845008	0.3229668	0.1538955	0.4775541	0.6541144	0.1045191	0.0807849
950	0.6804343	0.5230090	0.1020761	0.7850361	0.1015263	0.4027806	0.4793304	0.7779827	0.0838385	0.2840529	0.2327934	0.3559962	0.7291413	0.0925605	0.0840012
1000	0.8454413	0.5124253	0.2635514	0.6184888	0.1176182	0.2951927	0.4201356	0.6557754	0.1178009	0.2556263	0.1046183	0.4081204	0.7451437	0.1118854	0.0986697

0	0.7958342	0.4042341	0.1707701	0.7888645	0.1395055	0.1950438	0.5090393	0.7158566	0.1141858	0.2733793	0.1046532	0.3784548	0.6840157	0.1132340	0.0775327
50	0.6875614	0.4710542	0.1512047	0.8334877	0.1408530	0.2900860	0.7205302	0.6680772	0.1183644	0.3129923	0.1020423	0.4849691	0.6600535	0.1141731	0.3933371
100	0.7428105	0.3815535	0.1768838	0.7765298	0.1277348	0.3083649	0.6538078	0.7164733	0.0824014	0.2806683	0.2389096	0.4041090	0.8304760	0.1634228	0.4009945
150	0.7311787	0.5199267	0.1427720	0.6670787	0.1762807	0.2645651	0.7775787	0.8030654	0.1039563	0.2351092	0.1594734	0.4100099	0.6466599	0.1761654	0.3655393
200	0.6928954	0.5680302	0.1900746	0.8319607	0.1190392	0.2451023	0.6313714	0.7493037	0.1201982	0.2378956	0.1412310	0.4941670	0.6858308	0.2307608	0.4222574
250	0.7841508	0.5052158	0.2252714	0.7503461	0.0966510	0.2738916	0.7518495	0.7117887	0.1094469	0.2559950	0.1941293	0.4965891	0.6533312	0.2315533	0.4728758
300	0.8369834	0.4964702	0.2172663	0.7331876	0.1247964	0.2517647	0.7054957	0.8681711	0.1288901	0.3304327	0.1776029	0.4956973	0.5991603	0.2377165	0.4032882
350	0.7927209	0.3824472	0.2029710	0.7124021	0.1508268	0.2724321	0.7248081	0.7175200	0.1009829	0.2700239	0.1077514	0.3739378	0.7316084	0.2174608	0.4141380
400	0.6727212	0.5268364	0.2862645	0.7447698	0.1029141	0.3088308	0.6749807	0.6181623	0.1414089	0.2575953	0.2606178	0.4575736	0.7842332	0.2066061	0.3865039
450	0.6236161	0.4802899	0.1453808	0.7288630	0.0621939	0.1923700	0.6552093	0.8654285	0.1388184	0.2980710	0.1429414	0.4931438	0.7802614	0.1937426	0.4181852
500	0.6423717	0.5153068	0.1678199	0.7406514	0.0689175	0.3393029	0.7396737	0.7937388	0.1073145	0.3816444	0.2135644	0.3633216	0.8373361	0.2551077	0.3681300
550	0.6668701	0.5318363	0.1979661	0.6903879	0.1096955	0.2235071	0.5794802	0.9287220	0.1158662	0.3245603	0.1590333	0.4009353	0.7207416	0.1251682	0.1897621
600	0.5649732	0.5344946	0.1725358	0.7848770	0.1155991	0.2782946	0.5067226	0.7502120	0.1132402	0.2884344	0.1407942	0.3520562	0.7717684	0.1058979	0.0941397
650	0.7328027	0.5100144	0.2514535	0.6556191	0.1228248	0.2290074	0.5043584	0.7685205	0.0820365	0.2143962	0.1351778	0.4484954	0.8076479	0.0783544	0.1071829
700	0.6910333	0.4531532	0.1505026	0.6990788	0.0912655	0.2875315	0.4454139	0.7187028	0.0907335	0.2551487	0.1519284	0.4741472	0.7661549	0.0588064	0.0783801
750	0.7775771	0.4385551	0.1648279	0.8371057	0.0698749	0.2504573	0.4569838	0.7205554	0.0845536	0.3149745	0.1510330	0.4859919	0.8075663	0.0788731	0.0741784
800	0.6560295	0.5201002	0.1352194	0.6820453	0.1033468	0.3828198	0.3722098	0.7614310	0.1818892	0.3265669	0.1162606	0.4286697	0.6325962	0.0717414	0.0558801
850	0.6387315	0.4894141	0.2297237	0.6779834	0.0859672	0.2746534	0.3611214	0.7873773	0.0920231	0.3226673	0.2007372	0.4451931	0.7320504	0.0735078	0.0552695
900	0.6227745	0.4273006	0.1939051	0.9653386	0.2089980	0.2073514	0.4746467	0.7133731	0.1107958	0.3382855	0.1465151	0.4409942	0.7269161	0.0755728	0.0824507
950	0.6255818	0.3643124	0.1474160	0.7265492	0.1808302	0.2386366	0.4511492	0.6233148	0.1174374	0.2893095	0.1988088	0.4817623	0.6736761	0.1374348	0.0917965
1000	0.8328236	0.4531636	0.1963449	0.8226786	0.1453595	0.3617575	0.4113943	0.7374071	0.1439287	0.3128312	0.1808149	0.6710326	0.7212910	0.1287249	0.0618379

0	0.6400748	0.5259772	0.1525807	0.7628107	0.1736688	0.2024792	0.4714112	0.6951071	0.0801244	0.2996108	0.1722326	0.4556787	0.6804108	0.0617811	0.0476632
50	0.8484154	0.5529578	0.2233255	0.6709374	0.1146360	0.2375198	0.5244809	0.6601205	0.0849745	0.1932198	0.1028455	0.1980748	0.6308117	0.2570723	0.0852195
100	0.7487103	0.5815231	0.1521274	0.8230076	0.1186284	0.2685498	0.3883960	0.7315088	0.1509987	0.3854844	0.1297584	0.1347737	0.6590522	0.2180208	0.0487001
150	0.7109764	0.7854075	0.1844817	0.6758725	0.1199344	0.3080448	0.5685841	0.7547677	0.1343813	0.2422455	0.1302847	0.0906644	0.6303043	0.2271870	0.1339825
200	0.7847741	0.6530415	0.2337560	0.8246899	0.1482777	0.3249144	0.3795392	0.7539316	0.1004465	0.2032826	0.1160461	0.1205505	0.7899052	0.2189529	0.0495879
250	0.7784335	0.6166635	0.2023040	0.6012696	0.0493714	0.3228686	0.3739808	0.7346256	0.0926544	0.2465088	0.1389612	0.0912335	0.7883961	0.2416327	0.0462836
300	0.6786391	0.6781533	0.1838441	0.8529077	0.0817321	0.3603094	0.4635996	0.6872717	0.0703303	0.2776675	0.1621434	0.0754479	0.6552147	0.2758635	0.0580603
350	0.9589077	0.6783861	0.2101137	0.6892650	0.0955441	0.3337816	0.4743625	0.6955114	0.0834586	0.2872951	0.1362429	0.0549564	0.6619906	0.3213336	0.0722784
400	0.8245618	0.7457780	0.1479123	0.7899913	0.0497201	0.2919395	0.3700636	0.7656890	0.0725757	0.2747171	0.1190452	0.0954833	0.7512708	0.2694877	0.0551150
450	0.7938011	0.6140717	0.2030965	0.6948791	0.0789686	0.2565483	0.4881937	0.5577042	0.1109205	0.3108855	0.1138214	0.1047669	0.8573534	0.2611414	0.0573737
500	0.8629207	0.7618614	0.1917197	0.6689219	0.0782626	0.2621914	0.5266218	0.6570688	0.1175393	0.2779735	0.1375622	0.0575491	0.7298464	0.2609703	0.0591041
550	0.7993953	0.5525687	0.1876874	0.7368486	0.1344463	0.2494265	0.5021534	0.6751326	0.0945008	0.3121734	0.1318003	0.2911206	0.7523127	0.1556070	0.0568687
600	0.7262915	0.5022279	0.1998064	0.6514598	0.1463636	0.3275008	0.6026867	0.6739060	0.1290706	0.3496020	0.1280321	0.4435904	0.8063705	0.1764104	0.1172189
650	0.7012529	0.5212688	0.1859673	0.7167465	0.1484738	0.4188480	0.4392383	0.8238941	0.1796067	0.3762694	0.1403199	0.4327436	0.7214824	0.1235582	0.0636618
700	0.7690377	0.5171798	0.2330030	0.6933985	0.1361492	0.2370682	0.4904032	0.6547758	0.1495613	0.2875641	0.1736601	0.4619800	0.7092261	0.0874247	0.0503236
750	0.7920206	0.4810045	0.2156686	0.6049921	0.0659571	0.2092266	0.4088135	0.7288510	0.1409458	0.2237453	0.1352330	0.5145136	0.7875868	0.0493769	0.1154322
800	0.7295312	0.4777988	0.2229757	0.6492407	0.0812457	0.2537255	0.5451377	0.7617475	0.0768857	0.3013565	0.1696676	0.4376079	0.6192512	0.0891944	0.0695583
850	0.6575687	0.5200825	0.1750648	0.7793992	0.1147873	0.2040873	0.5314907	0.6922525	0.1042373	0.2237164	0.1766651	0.3618840	0.7034475	0.1245690	0.0592063
900	0.7187184	0.4952436	0.1637152	0.7016276	0.1156521	0.2694098	0.4510168	0.6675404	0.1446738	0.2358089	0.1126610	0.3930403	0.7389473	0.0755990	0.0794312
950	0.7442799	0.4516271	0.1888819	0.7391267	0.0843979	0.2586694	0.5073136	0.8336755	0.0921375	0.2801656	0.0949651	0.4460095	0.6813781	0.0979019	0.0627772
1000	0.7523569	0.4770305	0.2135350	0.6989111	0.0726039	0.2881219	0.4328344	0.7696467	0.0982322	0.2280997	0.0921183	0.4298870	0.6430695	0.0827764	0.0486381

0	0.6845731	0.4759241	0.1479250	0.7003521	0.1153636	0.3483096	0.5406022	0.5895728	0.0774305	0.2680353	0.1954954	0.4924153	0.6960348	0.0808645	0.0655024
50	0.7178620	0.6687065	0.0633168	0.8183762	0.1180655	0.2653464	0.3402428	0.7700151	0.0941231	0.2018727	0.1883724	0.2239213	0.2709729	0.0835790	0.0495561
100	0.6453409	0.6977017	0.0189149	0.8224511	0.2034822	0.2601218	0.3392738	0.6416650	0.1754777	0.3154290	0.2652333	0.1241854	0.2597451	0.1090053	0.0539313
150	0.6738037	0.7426686	0.0232318	0.7048033	0.1644615	0.3177233	0.4037425	0.7421016	0.1153399	0.2603082	0.2849081	0.1337883	0.1727625	0.1600578	0.0855061
200	0.7230096	0.6413601	0.0290313	0.7161787	0.1723524	0.2572340	0.3478869	0.7197325	0.1025610	0.2381932	0.2674393	0.1003639	0.1985837	0.2626045	0.0573551
250	0.6508252	0.6823216	0.0272389	0.5427636	0.1715574	0.3403034	0.4421092	0.6618080	0.1028947	0.2053929	0.4216437	0.0921122	0.1956551	0.2044886	0.0483692
300	0.6748102	0.7166226	0.0290576	0.7194186	0.1946388	0.3009596	0.3777643	0.7802074	0.1153488	0.2853857	0.2828704	0.1116957	0.2262480	0.1579163	0.1032870
350	0.6560291	0.6432969	0.0252857	0.7279732	0.1690557	0.3737502	0.4176477	0.6447824	0.1122933	0.2799405	0.4861951	0.1488842	0.2008223	0.3268855	0.0370163
400	0.7994128	0.7212183	0.0271010	0.6842626	0.1766518	0.2363099	0.4883748	0.7590845	0.1068549	0.4013691	0.3784148	0.1155641	0.2301876	0.2040541	0.0234112
450	0.8142208	0.6154242	0.0254188	0.7094001	0.1144098	0.3147599	0.5083059	0.7188168	0.0434952	0.2160867	0.2759669	0.1845877	0.1620758	0.1837016	0.0328951
500	0.7721306	0.6123247	0.0129066	0.6734663	0.0950558	0.4100095	0.4159565	0.6861841	0.1454505	0.3256962	0.3154046	0.0975696	0.2028050	0.2377670	0.0543781
550	0.6573655	0.6153324	0.1125560	0.7544902	0.0766934	0.2423702	0.4445449	0.7615560	0.0949489	0.3359298	0.4130503	0.3108480	0.5891352	0.1867411	0.0516470
600	0.8000768	0.5707067	0.1036947	0.6008066	0.1242623	0.2986316	0.4251372	0.7877335	0.1807099	0.3762435	0.3040748	0.3661154	0.6908577	0.1375611	0.0642832
650	0.6221038	0.4600903	0.1388150	0.7405399	0.1611988	0.3282077	0.4184121	0.7221531	0.0865987	0.3253610	0.1861851	0.5563860	0.6296675	0.0726915	0.0506797
700	0.7089625	0.4219121	0.1691599	0.6847545	0.1283294	0.2295328	0.4259104	0.6656001	0.1238485	0.3328665	0.1698404	0.4506856	0.7666752	0.0928199	0.0689897
750	0.6275614	0.4691695	0.1605310	0.7270979	0.1281504	0.2874707	0.5142930	0.8142206	0.1684025	0.3402351	0.1121036	0.4496589	0.6133347	0.0613668	0.0605640
800	0.7282988	0.4350355	0.2132875	0.8154767	0.0672839	0.2350089	0.4872370	0.7230274	0.0990886	0.2789387	0.1630278	0.3670177	0.7729713	0.0887315	0.0766955
850	0.6683108	0.5246003	0.2343907	0.7618102	0.1266483	0.2766912	0.4911882	0.8014915	0.1145550	0.3002576	0.1240249	0.4226099	0.7313813	0.0788652	0.0814535
900	0.7527813	0.5220867	0.1701498	0.7585463	0.1194377	0.2833607	0.4868573	0.7959302	0.1222143	0.3165596	0.1149376	0.4040982	0.6980421	0.0495025	0.0790411
950	0.7867893	0.4121465	0.1471002	0.6950819	0.1393971	0.2590964	0.4905473	0.8205970	0.1313361	0.2917711	0.1088131	0.3708478	0.6311177	0.0929922	0.0863945
1000	0.6036046	0.4177795	0.2272206	0.7235565	0.0789198	0.2600586	0.3806897	0.7556288	0.1031697	0.3353501	0.1263704	0.3987753	0.8099074	0.0705064	0.1002538

0	0.6192118	0.6364150	0.1795610	0.7217057	0.1447170	0.3403775	0.4346965	0.5463853	0.1185416	0.3002163	0.1142055	0.4436305	0.6864887	0.0907384	0.0486341
50	0.7539906	0.4248275	0.1673484	0.7270101	0.0679144	0.2408437	0.5264487	0.6957903	0.0807152	0.2492691	0.2153804	0.3767959	0.7622850	0.0624610	0.4713921
100	0.7336041	0.3935218	0.2046622	0.7170849	0.0756734	0.2024923	0.5192416	0.6502141	0.0995331	0.2306323	0.2206763	0.5148571	0.7659754	0.0632147	0.6360810
150	0.7601812	0.4510231	0.2063408	0.7757893	0.0470631	0.2791750	0.6149220	0.7415975	0.0861107	0.2494057	0.2118122	0.3100442	0.7006201	0.1070972	0.6155735
200	0.7673423	0.3132407	0.1720791	0.5635560	0.0687490	0.2923744	0.5919243	0.7152963	0.1256240	0.3600320	0.3724518	0.5229747	0.7591701	0.0960087	0.6983685
250	0.7168392	0.4672257	0.2049065	0.7070167	0.0412601	0.2533253	0.6717856	0.6461150	0.0805964	0.2588670	0.2294823	0.4256229	0.6241737	0.0948638	0.5985472
300	0.5573354	0.3785308	0.1698559	0.6473393	0.0727685	0.2984152	0.7110370	0.6523416	0.0623526	0.2350477	0.2167603	0.4056923	0.8238403	0.1041912	0.6821536
350	0.6813017	0.3499386	0.1429433	0.6616475	0.0541106	0.2673883	0.5699741	0.7423812	0.1277404	0.2882775	0.3125847	0.4317754	0.6590137	0.0734439	0.6555583
400	0.6917266	0.4290688	0.1946822	0.8341252	0.0272398	0.2201463	0.5790187	0.6869582	0.1385340	0.2473049	0.3129996	0.3744144	0.8304606	0.0741340	0.6283436
450	0.7656427	0.3759136	0.1555797	0.7595339	0.0437846	0.2810183	0.4949925	0.7070960	0.1680336	0.3193287	0.2800049	0.3935785	0.7451250	0.0516047	0.5138577
500	0.8112814	0.5558947	0.2462389	0.7177011	0.0267773	0.2450641	0.5195498	0.7183222	0.1306272	0.3333528	0.3188189	0.5463065	0.8201696	0.0670979	0.6174952
550	0.7824063	0.4771757	0.2153614	0.6920248	0.1721367	0.3093666	0.4265675	0.6956465	0.0747338	0.2943512	0.1933092	0.4117773	0.7433971	0.0640546	0.2041370
600	0.7280519	0.4687129	0.1386228	0.7780670	0.1407868	0.2520943	0.4370544	0.6672580	0.0810060	0.2349904	0.1722688	0.4938969	0.6765385	0.0882441	0.1118550
650	0.7786405	0.4308111	0.1403750	0.7661307	0.1168974	0.2487517	0.3746412	0.8122980	0.1087744	0.2511410	0.1297674	0.3883523	0.6479437	0.0793213	0.1017125
700	0.6746634	0.4079636	0.1563485	0.6732767	0.1197795	0.2812044	0.3441360	0.7371360	0.0929983	0.2824396	0.1197034	0.3911385	0.8024709	0.0619127	0.1039346
750	0.6076100	0.5213038	0.2101006	0.8345568	0.1288521	0.2890737	0.3686655	0.7367819	0.1582031	0.2919428	0.1376200	0.3002751	0.7561878	0.0627153	0.0953357
800	0.9016923	0.5477788	0.2230365	0.7469068	0.1081585	0.2816882	0.5461506	0.7868724	0.1010488	0.2914153	0.1502137	0.4478555	0.7599520	0.0798038	0.0620801
850	0.7745026	0.4880402	0.1429448	0.6991498	0.0832595	0.1970593	0.4716068	0.6632918	0.1002399	0.2883767	0.1095775	0.4460398	0.6706457	0.0930657	0.0743626
900	1.0000000	0.5157348	0.1841298	0.7567537	0.1082033	0.2089930	0.4979388	0.7669873	0.0940899	0.2742404	0.1332274	0.3834762	0.8139896	0.1015795	0.0518839
950	0.7273306	0.5990093	0.1910344	0.7644491	0.1298430	0.3113655	0.4497596	0.8327646	0.0945197	0.2976045	0.1359647	0.4350595	0.6799900	0.1486893	0.0779378
1000	0.7596291	0.6522198	0.2179215	0.6027998	0.0514405	0.2529935	0.4448844	0.6010129	0.1191756	0.2728224	0.1314413	0.4461370	0.7902173	0.0546291	0.0799310

0	0.7063594	0.4740443	0.2112754	0.7544079	0.1147149	0.3152980	0.4790058	0.8111748	0.0968662	0.4103591	0.1516880	0.4065951	0.6482366	0.1037690	0.0539648
50	0.2290453	0.5220936	0.2162093	0.8096525	0.1207818	0.3398994	0.4227530	0.1491713	0.1290468	0.1011991	0.1585965	0.4057811	0.6782251	0.0978920	0.0767882
100	0.1072444	0.4986768	0.2578206	0.7540406	0.2585293	0.3061262	0.3886390	0.0533556	0.0897746	0.0517738	0.1356875	0.5668216	0.6720248	0.1541782	0.0580214
150	0.1881587	0.5534170	0.2459877	0.7961252	0.2905298	0.3708643	0.2808361	0.0015959	0.1477596	0.0301934	0.1291317	0.4761920	0.7945721	0.1049513	0.1013307
200	0.1181160	0.5584119	0.3661388	0.8372742	0.2819372	0.5268075	0.1568520	0.0045498	0.1367022	0.0489982	0.1820180	0.5667151	0.8035191	0.0415628	0.1235880
250	0.1270100	0.5281660	0.3804118	0.7941942	0.2417433	0.5046787	0.1119607	0.0085738	0.1148223	0.0470925	0.1888519	0.4914828	0.5763086	0.1137450	0.0740787
300	0.0871371	0.4604361	0.3409963	0.7203466	0.2713819	0.4601334	0.0921118	0.0014553	0.1734603	0.0665381	0.1273025	0.4325506	0.6292544	0.0766046	0.0748527
350	0.1340908	0.4588321	0.4335776	0.7762658	0.3068958	0.4650721	0.0890532	0.0075614	0.1835981	0.0686962	0.2231698	0.4384437	0.6080973	0.1399901	0.1092939
400	0.1817054	0.4932031	0.3820137	0.6192719	0.2631755	0.5801975	0.0476687	0.0036018	0.2347423	0.0657954	0.1403008	0.3536475	0.6443463	0.1285999	0.0986413
450	0.1182772	0.5378473	0.3252884	0.7918748	0.3166074	0.6278577	0.0659883	0.0030013	0.1655221	0.1060022	0.2508203	0.4838695	0.6208040	0.1830642	0.0662398
500	0.0944224	0.5894753	0.2650493	0.6454408	0.2951800	0.6552712	0.0597073	0.0014195	0.1342819	0.0473917	0.2025979	0.5334121	0.5859749	0.1365787	0.0948858
550	0.5458490	0.2818421	0.3030740	0.7417920	0.6369351	0.5492589	0.1657883	0.5874025	0.1523094	0.2422202	0.1903824	0.3744863	0.7244102	0.1223016	0.1011302
600	0.6804836	0.2606848	0.2992333	0.6102261	0.3183310	0.3634798	0.2179621	0.7238386	0.1052178	0.2585008	0.2702064	0.4804353	0.7115201	0.1020614	0.0686427
650	0.6867023	0.4522110	0.2112357	0.7748246	0.1009223	0.2872074	0.4080731	0.6696638	0.1230882	0.3181984	0.1087574	0.5242063	0.7741741	0.0549865	0.0793157
700	0.7354342	0.3745452	0.1942178	0.6341106	0.1011966	0.3344973	0.4377657	0.8752801	0.1189120	0.3586447	0.1121361	0.4559891	0.8203757	0.0683073	0.1013207
750	0.6963796	0.4210844	0.2073607	0.6323162	0.1469850	0.2717827	0.4249422	0.7238970	0.0902477	0.3290445	0.1186104	0.4200235	0.7853162	0.0826469	0.0528838
800	0.6772296	0.3783885	0.1747448	0.7084474	0.1439887	0.2431531	0.3793930	0.7795325	0.1212480	0.2932000	0.1695006	0.4149071	0.6630430	0.0806989	0.0951956
850	0.7778973	0.5147765	0.1779817	0.9357315	0.1563709	0.2554975	0.3750843	0.7262846	0.0978399	0.3539520	0.2284292	0.4130406	0.7118911	0.0928554	0.0952281
900	0.6185225	0.4852326	0.1581069	0.7655231	0.1113163	0.2667322	0.5620165	0.7327719	0.0928890	0.3391016	0.1342876	0.3694912	0.6910412	0.0798280	0.0785905
950	0.7186674	0.4635432	0.1514819	0.7021456	0.1267560	0.3528123	0.4299206	0.7843658	0.1411937	0.2635997	0.1318787	0.4562666	0.7089935	0.0514012	0.0707351
1000	0.7461306	0.4647797	0.1839645	0.7201391	0.1224741	0.2794509	0.4409317	0.6857628	0.0838865	0.3853121	0.1303797	0.4134150	0.8033675	0.1029826	0.1056976

0	0.7415106	0.5063755	0.1855729	0.7490823	0.1206219	0.2407458	0.4768781	0.6718583	0.0724228	0.3142431	0.1384537	0.3917359	0.7027500	0.1109802	0.0463527
50	0.3865983	0.4506038	0.2754807	0.7704759	0.1329732	0.2886251	0.6781059	0.7550709	0.1311439	0.3102881	0.2440779	0.3758331	0.3697923	0.0533764	0.2079720
100	0.3814389	0.3770840	0.2106236	0.7683436	0.4401779	0.3535620	0.5512748	0.6058237	0.0998197	0.3594147	0.2378575	0.3992305	0.3362243	0.1321803	0.2250381
