"Time"	G1	G10	G2	G20	G17	G16	G4	G9	G11	G18	G94	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G15	G12	G13	G14	G41	G50	G52	G53	G51	G21	G22	G55	G42	G44	G39	G49	G40	G54	G45	G47	G43	G61	G72	G67	G57	G48	G95	G8	G60	G59	G99	G58	G79	G82	G83	G81	G89	G84	G80	G88	G91	G90	G75	G78	G77	G86	G85	G69	G93	G92	G87	G68	G27	G96	G97	G63	G26	G25	G23	G24	G62	G76	G71	G74	G31
750	0.4912915	0.0951363	0.0629520	0.0853874	0.3381074	0.3514514	0.6155140	0.0785724	0.7984176	0.2270552	0.7476023	0.6328303	0.3423173	0.2355994	0.1529926	0.7412225	0.5691571	0.6864320	0.6231897	0.6423474	0.5945362	0.1381379	0.5807118	0.2602378	0.5987953	0.6152268	0.4956983	0.3617641	0.6846951	0.2206524	0.2322580	0.6777030	0.1477390	0.6024825	0.5845116	0.1774234	0.2700593	0.3224397	0.7622203	0.8218589	0.5502864	0.5843581	0.6126544	0.4380200	0.2957890	0.1567439	0.1129222	0.6653362	0.5232569	0.0197833	0.7521036	0.7023175	0.0121242	0.4249480	0.0150366	0.7150187	0.0218703	0.1058932	0.7160150	0.1156911	0.4174800	0.5560788	0.0290955	0.6083391	0.2714429	0.2277133	0.5360863	0.1237754	0.2208515	0.5035944	0.1162460	0.1978222	0.3362789	0.0427451	0.5542970	0.3744929	0.3596443	0.0002232	0.6653226	0.2725619	0.5505199	0.1606040	0.0795184	0.6166082	0.3825805	0.6882918	0.3387757	0.2726994	0.2003783	0.5932288
800	0.4944930	0.0699902	0.0952991	0.1025829	0.4391065	0.2910797	0.7895374	0.1132558	0.7324240	0.2394900	0.7663155	0.6104068	0.3300261	0.2317388	0.2060766	0.7290281	0.7024999	0.6584863	0.6439975	0.5916517	0.5086120	0.1248884	0.7263457	0.3141401	0.6384049	0.7159681	0.3527744	0.3961841	0.7449624	0.1328366	0.2654989	0.7350738	0.1216674	0.6638890	0.7449939	0.1174238	0.2867279	0.2855054	0.5826839	0.7773645	0.5768106	0.5202715	0.7233285	0.3587550	0.3472053	0.3011972	0.0465712	0.6745800	0.5725123	0.0126750	0.6782042	0.8296731	0.0195910	0.4491917	0.0055087	0.6782132	0.0211066	0.0840383	0.6240130	0.1579432	0.3961716	0.4215525	0.0395658	0.7067173	0.3160013	0.3454121	0.7129234	0.1428057	0.2457694	0.5391874	0.0665743	0.2279929	0.3586379	0.0332476	0.5449835	0.4474662	0.2933451	0.0020376	0.8658444	0.2316455	0.4782141	0.1161602	0.0446638	0.6706135	0.5027109	0.7021687	0.3669667	0.3804582	0.1546789	0.6827304
850	0.3620504	0.1495311	0.0854758	0.1658384	0.4621642	0.2505895	0.7790826	0.0803974	0.7677521	0.2374161	0.6441913	0.7273325	0.4309955	0.1747248	0.1242825	0.9551149	0.6407235	0.6839978	0.7467207	0.6952457	0.4098804	0.0770092	0.7102512	0.3235260	0.7714870	0.6633895	0.4357335	0.3716738	0.7158964	0.1792238	0.2846045	0.7592056	0.1469846	0.6346325	0.6903703	0.1610792	0.2593954	0.2338402	0.7577660	0.8191541	0.6047983	0.5632289	0.5882470	0.3934474	0.2714669	0.1837264	0.1125601	0.7502872	0.4935545	0.0213068	0.5986046	0.7930167	0.0122725	0.4771657	0.0076132	0.7196839	0.0124737	0.1151528	0.7467193	0.0820801	0.4249117	0.4963002	0.0652607	0.7363432	0.2929321	0.2157200	0.6400519	0.1549877	0.3319521	0.5178391	0.0497701	0.1471341	0.4437361	0.0454879	0.4483860	0.4710337	0.3289071	0.0018740	0.6780962	0.3888542	0.6315301	0.1529716	0.0608760	0.6638092	0.4486508	0.5980368	0.5725335	0.3208321	0.1611254	0.6513196
900	0.3650552	0.0957724	0.0610001	0.1061125	0.3643587	0.2661690	0.6510750	0.1065556	0.6168219	0.2556279	0.6509974	0.6483153	0.3733452	0.1823291	0.1815028	0.6791246	0.5965667	0.5965688	0.7365797	0.7671877	0.5395816	0.0754489	0.5582526	0.2839707	0.5027438	0.6919668	0.3807676	0.4922803	0.7075713	0.1383755	0.4178352	0.7290193	0.1749019	0.5965113	0.5579038	0.1580827	0.2680864	0.2642563	0.6019578	0.7196993	0.6282453	0.5504007	0.6730488	0.4684758	0.3650486	0.3445267	0.0655026	0.7590987	0.5046342	0.0222477	0.8025422	0.7192057	0.0201808	0.3810889	0.0070819	0.6549470	0.0064273	0.0777216	0.6225334	0.1221999	0.4033180	0.5468505	0.0268147	0.5951214	0.3634386	0.1963390	0.6321080	0.1666061	0.3443619	0.5103119	0.1111561	0.1532023	0.3684444	0.0522370	0.4487621	0.4827534	0.3376030	0.0000000	0.8355579	0.2922283	0.5140678	0.1564111	0.0470399	0.6725338	0.4946426	0.7307493	0.4452329	0.4050809	0.2287907	0.7885763
950	0.2972835	0.0817059	0.0730878	0.0574704	0.3938308	0.2374750	0.6435630	0.0865343	0.7239664	0.2215805	0.5739798	0.7155118	0.3821799	0.2462050	0.1445101	0.6861396	0.6093933	0.8481957	0.6551966	0.7875394	0.5426644	0.0973011	0.6702949	0.2821766	0.7413013	0.6945585	0.3735418	0.4066938	0.6363517	0.1639725	0.3406104	0.7980755	0.0868926	0.6844216	0.4407211	0.1488310	0.2761137	0.2586780	0.6083316	0.6187682	0.6148404	0.6311301	0.7050598	0.4810749	0.3657146	0.1953678	0.0637244	0.7769501	0.5357574	0.0089244	0.6752047	0.7319514	0.0294355	0.4824278	0.0031435	0.6736075	0.0216313	0.0428739	0.6882275	0.1498747	0.4933690	0.6052469	0.0515070	0.6085270	0.4109415	0.2956594	0.5858701	0.1631218	0.3153212	0.4763432	0.0472471	0.2146300	0.3226673	0.0532760	0.4964488	0.3409048	0.3534449	0.0000000	0.7063862	0.2844936	0.4752024	0.0806175	0.0793169	0.6550300	0.3344272	0.5338003	0.3649785	0.4484350	0.1451474	0.5028799
1000	0.3483606	0.0728678	0.0403872	0.1467160	0.4025008	0.3420497	0.6409819	0.1331072	0.7933458	0.1609647	0.7647826	0.6507083	0.3591012	0.2143791	0.1456893	0.6648319	0.7774361	0.8084403	0.5918016	0.7201364	0.5853296	0.1102790	0.7334211	0.2952668	0.5999899	0.6682528	0.4823883	0.3584809	0.8535327	0.1333317	0.3594791	0.7123017	0.1061051	0.6125317	0.4962216	0.0876902	0.2948086	0.2517011	0.5655809	0.7054013	0.7862770	0.6121472	0.6977154	0.5758420	0.3633626	0.2481562	0.1118555	0.6532019	0.5007917	0.0455216	0.6190607	0.7060217	0.0655158	0.4701649	0.0096797	0.6921637	0.0190349	0.0836268	0.6909634	0.1894722	0.4108574	0.6112801	0.0269670	0.7307950	0.4627567	0.2134347	0.5899300	0.1374817	0.3212724	0.4553989	0.0280013	0.1311210	0.2850011	0.0472407	0.5625730	0.3349988	0.3160126	0.0003387	0.5512442	0.2282121	0.3701678	0.0659524	0.0288345	0.6962013	0.5843435	0.6711982	0.4294525	0.3966462	0.1177567	0.4939062

0	0.4287625	0.1373705	0.0412305	0.1002618	0.5142212	0.2875187	0.7412349	0.0602597	0.6759949	0.2797894	0.6994845	0.6363587	0.3842564	0.2121341	0.1769938	0.7008872	0.8607665	0.6111830	0.7037190	0.6711620	0.4350905	0.0619829	0.6559044	0.2927930	0.6555785	0.5440711	0.3986958	0.3009597	0.6948332	0.1483910	0.2316567	0.6200280	0.1124868	0.7174100	0.6338149	0.2064234	0.4725290	0.2975117	0.6538331	0.7392460	0.6585651	0.4200902	0.6312244	0.6450541	0.3167750	0.2044063	0.1024753	0.6446666	0.4721452	0.0124712	0.5972734	0.7755323	0.0104559	0.4134692	0.0034239	0.6801780	0.0419613	0.0790009	0.6299809	0.1609546	0.4514600	0.5411223	0.0277578	0.6199244	0.4468108	0.2406278	0.4744900	0.2101637	0.4143622	0.4332320	0.0687570	0.1224163	0.3617941	0.0878456	0.5755463	0.3793846	0.4482123	0.0005536	0.7208384	0.3260958	0.5764583	0.1115064	0.0275854	0.6987487	0.3740605	0.6013785	0.3603277	0.4224117	0.1629402	0.6520710
50	0.3974974	0.0849771	0.0369289	0.1347485	0.4208202	0.0903570	0.7546896	0.1256564	0.7437579	0.1507517	0.6330252	0.6223998	0.2885548	0.1932280	0.4930151	0.6196651	0.7452396	0.6415075	0.7565089	0.4791010	0.5173459	0.0656003	0.5992875	0.2440733	0.6908895	0.7334924	0.4509184	0.3697738	0.7704792	0.1194468	0.1187021	0.6887539	0.2163530	0.8774655	0.5707002	0.2376994	0.3437862	0.3073312	0.6114854	0.7446578	0.5993208	0.5259130	0.6302754	0.5438089	0.2771240	0.2498613	0.4626618	0.7860778	0.5298749	0.2954431	0.4636288	0.6087718	0.1535972	0.4943356	0.0201100	0.7108192	0.0187867	0.1091892	0.7540320	0.1657388	0.3557406	0.6093905	0.5773935	0.5946805	0.3662197	0.3965087	0.5433103	0.0549975	0.3304521	0.4918670	0.0546165	0.0643964	0.3001812	0.0684111	0.5499269	0.4188926	0.4528275	0.1790597	0.6414074	0.5912699	0.7612569	0.0960080	0.0305158	0.6867660	0.3522822	0.8054465	0.4444778	0.4297092	0.1107857	0.5922413
100	0.3256967	0.1435029	0.0484129	0.1652783	0.3767312	0.0415453	0.7899542	0.1050527	0.7016318	0.1765670	0.7143197	0.7964773	0.2370000	0.2136119	0.4157738	0.7620230	0.8054069	0.6194762	0.8259809	0.3960531	0.4059219	0.0610458	0.6503534	0.2614745	0.6718340	0.8143438	0.3811150	0.3720967	0.6526248	0.1093354	0.0840061	0.8231015	0.2730880	0.6098951	0.5794831	0.1592604	0.3037572	0.3655579	0.5768201	0.7344207	0.6069842	0.4784073	0.4137992	0.4460354	0.2059138	0.2516216	0.5137423	0.6669828	0.4865001	0.2872381	0.3018357	0.7170303	0.1947518	0.4653121	0.0037161	0.7106203	0.0316972	0.0576795	0.7525868	0.1533481	0.4486378	0.4314099	0.5815525	0.6551885	0.4168977	0.3945409	0.6267150	0.0093192	0.2815047	0.4265490	0.0504650	0.0280184	0.3504105	0.0727473	0.4962810	0.3584904	0.3755796	0.2330717	0.6323362	0.5464245	0.5846149	0.0928800	0.0241944	0.5833239	0.4030004	0.6296440	0.5941655	0.4596957	0.0706183	0.5610317
