"Time"	G1	G3	G8	G4	G7	G83	G6	G89	G85	G5	G88	G54	G87	G86	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G22	G23	G80	G82	G58	G51
450	0.0039343	0.0135919	0.6917468	0.5919678	0.4749742	0.3037602	0.2064025	0.5984437	0.2744846	0.3947075	0.4546428	0.6806098	0.0225394	0.0153481	0.7576361	0.1054318	0.0000000	0.7936689	0.3638521	0.1371470	0.4845864	0.6761236	0.4821364	0.4522330	0.6738997	0.6832004	0.0177704	0.0122801	0.6886380	0.6370556
500	0.0127051	0.0377949	0.8032315	0.6135998	0.5092510	0.3293729	0.2083253	0.6666890	0.2987453	0.6083099	0.4606120	0.6520175	0.0171765	0.0190064	0.6644444	0.1088553	0.0000616	0.6589558	0.2314104	0.0957664	0.4933588	0.6774672	0.4824554	0.5012128	0.6756155	0.8935035	0.0000000	0.0126635	0.6681797	0.6272131
550	0.0458778	0.0447160	0.6281289	0.2445508	0.6066001	0.3939819	0.3382375	0.6528796	0.2889670	0.3745252	0.4028220	0.7212491	0.0731982	0.0368383	0.6226938	0.1278205	0.0311103	0.6957357	0.3196467	0.6060260	0.5653971	0.6915002	0.5625857	0.4317713	0.8188886	0.7666389	0.3075511	0.0103865	0.6658890	0.6709152
600	0.0306129	0.0407139	0.6524936	0.0939391	0.6539308	0.4545294	0.2817781	0.5642834	0.4031954	0.3350458	0.3312558	0.4652688	0.0707213	0.0224797	0.7027199	0.1610548	0.0226396	0.6297480	0.3544961	0.7289129	0.4485579	0.6751117	0.6075554	0.4234873	0.8211027	0.6748556	0.3538426	0.0103541	0.6809013	0.6392204
650	0.0270061	0.0459614	0.5959472	0.0741369	0.7117514	0.5733412	0.3739079	0.3536895	0.4292706	0.2689590	0.3405918	0.3132579	0.0909363	0.0555239	0.6894987	0.2779517	0.0659659	0.6537622	0.4136751	0.6397271	0.4314652	0.7238542	0.6103248	0.4145276	0.6318262	0.5633575	0.2432786	0.0029550	0.7634886	0.4947740
700	0.0432319	0.0349645	0.6158803	0.0588504	0.5791221	0.6318883	0.4129953	0.1947820	0.4514037	0.3255469	0.4053343	0.2881792	0.1710573	0.1248431	0.6325102	0.3056459	0.0728593	0.5682695	0.5963659	0.5524270	0.3724374	0.6426746	0.4611567	0.2259444	0.6948118	0.5932249	0.3179004	0.0082123	0.6949333	0.1310760
750	0.0714036	0.0345108	0.6426492	0.0560645	0.7021602	0.5910801	0.2900569	0.1876591	0.5287849	0.2776935	0.2716557	0.3267702	0.0775562	0.1359742	0.5619849	0.3522719	0.0595799	0.6767821	0.5159167	0.5015003	0.4734883	0.7442767	0.4939406	0.1446493	0.7417900	0.6591114	0.3349045	0.0135547	0.6241391	0.1769778
800	0.0558523	0.0322088	0.7744486	0.0922151	0.7001371	0.5462350	0.1617959	0.1336394	0.4482233	0.2347360	0.2389049	0.3694164	0.1341762	0.1132695	0.5549844	0.3414392	0.0542700	0.5900229	0.5179112	0.4531799	0.5577941	0.7241556	0.4789200	0.1557074	0.5860201	0.7939637	0.3546639	0.0075508	0.7342002	0.2308706
850	0.0302187	0.0462467	0.6575217	0.0645230	0.6940963	0.6210975	0.1954613	0.1461410	0.3944182	0.3635122	0.3453564	0.3916081	0.0554175	0.0706077	0.5113590	0.2755200	0.0871388	0.5697692	0.5454510	0.5686124	0.3733948	0.7559900	0.4814756	0.1697727	0.6747928	0.7522856	0.3200740	0.0243262	0.6060609	0.1847377
900	0.0406423	0.0360553	0.5682197	0.0319418	0.5780160	0.5876126	0.2214433	0.1509368	0.4096233	0.3577213	0.4361986	0.3066183	0.0372162	0.1008337	0.6502231	0.2276447	0.0748365	0.6874537	0.6082003	0.5882287	0.5196733	0.6758455	0.5828953	0.2424750	0.7420318	0.7626111	0.3858722	0.0126577	0.7781496	0.1879270
950	0.0318527	0.0325107	0.7340038	0.0608050	0.5636910	0.5812553	0.3581492	0.1283511	0.4495255	0.2543909	0.4078711	0.4342992	0.0548453	0.0909319	0.6631373	0.1912658	0.0308292	0.5725140	0.5502635	0.5624893	0.4004087	0.6658470	0.4929841	0.1523557	0.7164261	0.7652119	0.3585109	0.0132761	0.8519265	0.2265573
1000	0.0376812	0.0629936	0.6304758	0.0303773	0.6705540	0.6064530	0.4852374	0.1522109	0.5372610	0.3801181	0.3162077	0.3714160	0.1192972	0.1269649	0.6628178	0.2759730	0.0366470	0.5429960	0.6099414	0.7102183	0.5293628	0.6511491	0.4511461	0.1771258	0.7271538	0.6151720	0.3233113	0.0121793	0.7108558	0.1969669

0	0.0370171	0.0534505	0.6118040	0.0673602	0.6603748	0.7512661	0.3098059	0.1561447	0.5653525	0.4491710	0.3583988	0.3080500	0.1076682	0.0936630	0.6250926	0.3484571	0.0294831	0.5269636	0.5389434	0.5729416	0.5088873	0.7936339	0.5860617	0.1592881	0.6758704	0.6053653	0.3877492	0.0353607	0.8633465	0.3460208
50	0.0228525	0.0290173	0.6758355	0.5269296	0.6814431	0.6297502	0.3301817	0.2014960	0.3078080	0.3376147	0.4234157	0.5776997	0.2632652	0.1178787	0.2787196	0.2700230	0.0589605	0.4858582	0.5674774	0.1442270	0.5089281	0.6220351	0.5606204	0.3120342	0.7518529	0.7487509	0.2079728	0.0089680	0.7090196	0.5092437
100	0.0127146	0.0174798	0.5943132	0.4967227	0.6489306	0.5247853	0.4981398	0.3196987	0.3234685	0.3461269	0.4222694	0.5989849	0.3476239	0.0580642	0.3607833	0.2368742	0.0996788	0.6052413	0.6326942	0.0155800	0.6289287	0.6643148	0.5171753	0.4582119	0.6592500	0.6620829	0.1003853	0.0262423	0.6795143	0.4348283
150	0.0081236	0.0207601	0.5692844	0.6578539	0.6347683	0.3301798	0.5092563	0.4887267	0.5526395	0.4668225	0.2967135	0.6324180	0.3728901	0.0886152	0.3491058	0.2824648	0.1049199	0.6395022	0.3797990	0.0401227	0.7033619	0.6827256	0.5480917	0.4542449	0.7829506	0.7077023	0.1152647	0.0210227	0.7868667	0.5879940
200	0.0108794	0.0531321	0.5868515	0.6226891	0.6457774	0.3151692	0.5887376	0.4944123	0.6385771	0.3580205	0.1899470	0.8688198	0.4588967	0.0514115	0.3059942	0.2437180	0.0446224	0.7232904	0.3491524	0.0221820	0.6577759	0.8102409	0.6514342	0.5294040	0.7270285	0.7430096	0.0913184	0.0359036	0.7082243	0.6676235
250	0.0025031	0.0148540	0.6318884	0.5247315	0.7014498	0.3571323	0.6742091	0.4973175	0.6205315	0.4157673	0.1743675	0.8337936	0.4297318	0.0466250	0.4050270	0.3101830	0.0513925	0.6141287	0.3589759	0.0517956	0.6718815	0.7764721	0.4820116	0.5181130	0.6762926	0.7894171	0.1076120	0.0071387	0.6884870	0.6500383
300	0.0052332	0.0426651	0.7644167	0.6444791	0.6093190	0.2201090	0.6508444	0.5812862	0.5838416	0.3601533	0.2106171	0.7134349	0.4463286	0.0178658	0.3382020	0.3833057	0.0431513	0.6100990	0.2714140	0.0269851	0.7345371	0.5301785	0.5553552	0.5030364	0.6865439	0.7022753	0.1783578	0.0071301	0.8357461	0.5928449
350	0.0101001	0.0352259	0.6346324	0.6452268	0.6280280	0.2237222	0.6807193	0.5331554	0.5183237	0.3918680	0.1535671	0.8287679	0.3791780	0.0148201	0.3310825	0.3187071	0.0728868	0.5810174	0.2899698	0.0291077	0.6722835	0.6824710	0.5761045	0.6010294	0.7433966	0.8532323	0.1095981	0.0291755	0.5656657	0.6647492
400	0.0152773	0.0207720	0.6903576	0.6068013	0.5783960	0.1785408	0.6301536	0.5732981	0.6410030	0.4120202	0.2300934	0.7261977	0.4517472	0.0150348	0.3319889	0.2545789	0.0699128	0.5395754	0.2578693	0.0376924	0.5154534	0.6848041	0.4677681	0.5271192	0.6503948	0.7414323	0.1101602	0.0083098	0.5438097	0.7570793
450	0.0077414	0.0491139	0.6906174	0.6293745	0.8329216	0.1731347	0.7330032	0.4873781	0.6354379	0.4434552	0.1740064	0.6521592	0.4847085	0.0315843	0.3192652	0.2421820	0.0795014	0.7031155	0.2931655	0.0572863	0.6134857	0.7292797	0.5812936	0.5906260	0.7349696	0.8354412	0.1066450	0.0245542	0.6234794	0.6703445
500	0.0034134	0.0346787	0.7514376	0.5956101	0.6702094	0.2031102	0.5916630	0.7608981	0.6494273	0.4234752	0.2725401	0.6632473	0.4686280	0.0270710	0.2873711	0.2582361	0.0627384	0.5835300	0.3447284	0.0366233	0.7094034	0.8220311	0.6120128	0.5253657	0.5943494	0.7517042	0.1328041	0.0072102	0.7645385	0.6826306
550	0.0154099	0.0277696	0.6733514	0.3265182	0.6600661	0.2667793	0.6423225	0.6643347	0.6004369	0.4720578	0.2355457	0.6167220	0.2148529	0.0303899	0.5381416	0.3016113	0.0530180	0.6864512	0.3374319	0.5930176	0.7906362	0.7023301	0.5384302	0.6046074	0.7454947	0.7008583	0.3864051	0.0124985	0.6994253	0.6608763
600	0.0209585	0.0273595	0.7840762	0.1476081	0.6756152	0.3145136	0.6482346	0.6273602	0.6330014	0.4492273	0.2116524	0.5538047	0.1366083	0.0248988	0.6307147	0.2851090	0.0597495	0.6758577	0.3037068	0.5511269	0.5234833	0.7711282	0.6937061	0.4895511	0.7372750	0.7894759	0.3363417	0.0101091	0.5980138	0.7045689
650	0.0304535	0.0269275	0.6688501	0.0777041	0.6442153	0.3483305	0.5843484	0.5790429	0.6379335	0.3956097	0.2356931	0.3458568	0.1667318	0.0232320	0.6308305	0.2366384	0.0572200	0.6761367	0.3394039	0.5780627	0.4635936	0.6766057	0.5972321	0.3348473	0.6201823	0.6219195	0.3320102	0.0091939	0.6681243	0.5224405
700	0.0227470	0.0342954	0.7202834	0.0388570	0.7055815	0.3082570	0.5664916	0.4696338	0.5912645	0.4061228	0.1998779	0.3714787	0.2419226	0.0462797	0.6899621	0.2472803	0.0335605	0.7189377	0.4842938	0.7140440	0.4512528	0.7032104	0.5916844	0.3959463	0.7711884	0.6238349	0.2557457	0.0003289	0.6103292	0.5018131
750	0.0477422	0.0166024	0.5800927	0.0642617	0.6258264	0.3809371	0.6036575	0.2896562	0.6014280	0.2998074	0.1836732	0.4055325	0.2020604	0.0836699	0.5045451	0.4377425	0.0382824	0.5123299	0.5128064	0.5896315	0.5420052	0.6178598	0.6070690	0.2084113	0.6453485	0.7786124	0.3260191	0.0114062	0.7208277	0.2313518
800	0.0466099	0.0354424	0.5966457	0.0693130	0.7833191	0.3842918	0.3697553	0.2373412	0.8087842	0.3643801	0.2337129	0.4074975	0.2721279	0.1393490	0.5405506	0.4531923	0.0701568	0.6169063	0.5529079	0.4867264	0.4334494	0.6426088	0.5691275	0.2064150	0.5562380	0.7943873	0.3074555	0.0043272	0.7286105	0.2560206
850	0.0475547	0.0578972	0.6446700	0.0522591	0.5940542	0.4960975	0.2829255	0.1500790	0.6515244	0.3498444	0.2718665	0.4879764	0.1204283	0.1476293	0.4867344	0.2959812	0.0456791	0.6088867	0.6355495	0.4109328	0.4468167	0.8094766	0.4382342	0.2113252	0.7001856	0.5978756	0.3826459	0.0051792	0.7262899	0.2319002
900	0.0456409	0.0309170	0.6049043	0.0661158	0.7087476	0.4950143	0.3337447	0.2189160	0.4914875	0.4928630	0.3774027	0.3671518	0.0839022	0.0598961	0.4077551	0.3183146	0.0313678	0.6658794	0.4646042	0.5117341	0.4775838	0.6675831	0.4550350	0.2185923	0.6468890	0.6845931	0.3422871	0.0179127	0.6903136	0.3121887
950	0.0400719	0.0398406	0.7131670	0.0770278	0.7024847	0.6674650	0.4735773	0.3051851	0.4903161	0.3235684	0.2908739	0.4116266	0.1050551	0.0610774	0.5656928	0.2705278	0.0326646	0.5460326	0.4456731	0.5913887	0.4271974	0.5983387	0.5882219	0.2657626	0.6551067	0.6693693	0.2776315	0.0106911	0.6651365	0.3635949
1000	0.0196392	0.0106625	0.6942014	0.0509812	0.6025289	0.5316376	0.3982713	0.2890731	0.5637203	0.3560125	0.2881155	0.3085061	0.0681848	0.0631553	0.5657742	0.3335286	0.0420707	0.5543704	0.5209439	0.6127612	0.4957621	0.6563382	0.4948552	0.2218457	0.6036319	0.7772960	0.2793725	0.0038165	0.6805377	0.3514552

0	0.0421531	0.0235505	0.6735411	0.0371655	0.6934063	0.6421958	0.2635610	0.1436791	0.5331948	0.3255245	0.3248379	0.3230584	0.1608695	0.0803106	0.5825286	0.3574702	0.0461217	0.5252073	0.5873471	0.5876149	0.4103569	0.7199588	0.5785645	0.1996293	0.7675207	0.6973077	0.3389211	0.0164529	0.7192319	0.2003241
50	0.0131447	0.4902194	0.7160604	0.0482374	0.5727034	0.6313091	0.4902392	0.1226835	0.3749069	0.3466683	0.2519145	0.4212447	0.1335837	0.0815207	0.4809838	0.2406845	0.0541055	0.5633708	0.2796984	0.3454719	0.5814866	0.6892644	0.6077199	0.5365419	0.7402230	0.6926700	0.2965394	0.0000000	0.7745260	0.6164114
100	0.0484626	0.4408580	0.6402438	0.0864953	0.5802079	0.5536481	0.5498308	0.1916906	0.5088126	0.3873765	0.1900449	0.4266611	0.0964342	0.1160484	0.5828011	0.3093586	0.0829326	0.6302211	0.2435377	0.5164484	0.6831071	0.5892984	0.5536847	0.6042459	0.6802090	0.7340119	0.3798669	0.0001658	0.6775764	0.7179450
150	0.0526105	0.5814077	0.6808909	0.0516328	0.6066013	0.5079490	0.5537173	0.2008937	0.6517461	0.2929371	0.2282425	0.4656629	0.0747095	0.0604270	0.6758195	0.3346977	0.0606555	0.6719289	0.1862669	0.4053123	0.5947740	0.6928659	0.5467908	0.6692309	0.6535793	0.7489691	0.3797978	0.0035646	0.6608350	0.6571819
200	0.0365452	0.5723433	0.6815003	0.0340064	0.5785204	0.5366516	0.2956838	0.2885870	0.6276953	0.2670021	0.2060088	0.5071380	0.1270458	0.0616453	0.6234686	0.4988372	0.0563293	0.6456227	0.1690375	0.3857765	0.6641751	0.7411722	0.4966779	0.6828145	0.7078570	0.6571133	0.4271057	0.0000228	0.6874699	0.7118637
250	0.0842290	0.5900974	0.7099611	0.0533034	0.4769922	0.5114948	0.3560540	0.2691526	0.5411816	0.3153590	0.2289148	0.5317404	0.0972136	0.0893630	0.5111173	0.2704065	0.0718017	0.5634704	0.1954415	0.3154197	0.6514908	0.7132109	0.4749782	0.7615091	0.7922009	0.6740299	0.2755171	0.0002289	0.7846816	0.5907931
300	0.0165245	0.5495964	0.7479125	0.0657214	0.6031892	0.5594682	0.4361796	0.3245181	0.6326653	0.3099622	0.2526984	0.5565165	0.1023687	0.0785023	0.6080029	0.2720829	0.0584418	0.6896221	0.2276968	0.4274548	0.5450119	0.6617678	0.4311234	0.6937927	0.6877176	0.9019030	0.3118094	0.0006269	0.6231043	0.6567006
350	0.0846200	0.4562601	0.5718019	0.0639485	0.7151428	0.4966698	0.4032793	0.3947080	0.5632327	0.3203167	0.2339869	0.4549812	0.0796816	0.0487479	0.5734766	0.2422726	0.0743983	0.7845199	0.1561539	0.3654740	0.5950803	0.6049195	0.4860944	0.6715404	0.6803074	0.8534848	0.4158173	0.0005587	0.6572354	0.5939764
400	0.0317269	0.5728766	0.5460840	0.0497957	0.6451870	0.5388670	0.4331248	0.3771348	0.5116544	0.3397022	0.3080441	0.4522198	0.1205822	0.0393023	0.7749088	0.3641985	0.1074677	0.6815198	0.1334602	0.3669092	0.6990670	0.6650580	0.6086916	0.7632784	0.8262254	0.8879631	0.3608014	0.0000000	0.7420985	0.7406797
450	0.0206491	0.6062012	0.6524511	0.0570298	0.5332829	0.5584744	0.4574037	0.4511183	0.4793319	0.3405729	0.1950522	0.5033960	0.1451157	0.1211750	0.7282315	0.3134261	0.0717895	0.7031644	0.1932740	0.3665403	0.5754811	0.7139141	0.5139560	0.5557222	0.5695612	0.7131091	0.4637877	0.0002808	0.8302660	0.6669992
500	0.0507539	0.6195521	0.5322067	0.0496412	0.5203562	0.5345859	0.2767118	0.3634675	0.5197696	0.3567994	0.1782733	0.6098121	0.0931751	0.0593875	0.6434675	0.3032218	0.1152120	0.6156428	0.1464742	0.3371598	0.5737533	0.6813829	0.4572652	0.5525021	0.6695974	0.7146180	0.3076130	0.0050344	0.6859027	0.6653388
550	0.0193397	0.2510150	0.5125754	0.0361444	0.5300182	0.7684860	0.1283794	0.4585822	0.4959191	0.2561977	0.2837556	0.6438999	0.0584327	0.0591314	0.6002954	0.1714472	0.0444874	0.6981694	0.3817622	0.6379899	0.4813953	0.6845952	0.5435327	0.4148336	0.6067699	0.7387980	0.3011255	0.0145540	0.7285050	0.6689398
600	0.0383987	0.0702871	0.6253212	0.0276811	0.5660781	0.6163897	0.1903515	0.3432099	0.3363106	0.3522612	0.3796398	0.4494423	0.0337995	0.0538319	0.6829992	0.1560749	0.0610176	0.6761782	0.3208087	0.5623172	0.4106812	0.7834393	0.4965689	0.3476570	0.6852255	0.8492579	0.2972151	0.0209951	0.7763727	0.4641249
650	0.0451588	0.0516418	0.5817207	0.0471478	0.5740264	0.5666735	0.1511450	0.2727495	0.4072245	0.4056428	0.3772150	0.3304315	0.0198425	0.0869957	0.6857489	0.2033165	0.0875535	0.7019247	0.4681303	0.6137345	0.4370232	0.6614512	0.4494637	0.2270800	0.7297842	0.7518125	0.2929166	0.0234038	0.7235430	0.3307577
700	0.0264570	0.0428933	0.6087323	0.0609692	0.6698716	0.6131004	0.2073425	0.2216423	0.3323660	0.3281786	0.3916601	0.3789772	0.0241475	0.0500200	0.7641040	0.3171769	0.0394438	0.6713362	0.4639853	0.7458576	0.5520284	0.7651427	0.4417658	0.2605707	0.6060585	0.8300575	0.2906431	0.0044148	0.6645196	0.3475465
750	0.0299448	0.0407650	0.7295401	0.0431787	0.5479442	0.6222756	0.4142379	0.1872031	0.4017211	0.4445782	0.3809556	0.3068073	0.0984252	0.0640210	0.6311338	0.3047729	0.0637626	0.7087401	0.5975442	0.6865907	0.4572860	0.6730269	0.5785587	0.1733999	0.7694778	0.6890067	0.2812794	0.0337258	0.6451180	0.2326935
800	0.0465112	0.0617546	0.6111407	0.0309784	0.6458456	0.5990069	0.6614321	0.1253183	0.5984350	0.4055989	0.3266976	0.3657267	0.1537764	0.0775448	0.5419213	0.3652875	0.0743428	0.7758741	0.5903375	0.6839299	0.4356215	0.6510238	0.5185088	0.2115531	0.7230589	0.7487013	0.3168532	0.0234358	0.6869348	0.2244278
850	0.0547396	0.0490923	0.7179017	0.0783837	0.6111912	0.5278138	0.5366106	0.1532130	0.7193848	0.4039468	0.1920358	0.3418246	0.1463156	0.0852042	0.5837031	0.3646321	0.0543133	0.6242238	0.4672340	0.6255289	0.4817941	0.7230396	0.5596566	0.1884645	0.5897234	0.7301078	0.2695797	0.0028534	0.6568789	0.2548304
900	0.0473683	0.0124356	0.6041360	0.0643369	0.6088200	0.4754192	0.3766597	0.1671080	0.6078344	0.3133525	0.2491035	0.4458758	0.1212501	0.0578870	0.5722323	0.3903829	0.0401157	0.5472929	0.4930369	0.4936280	0.5206337	0.6557581	0.5739088	0.1735501	0.6988615	0.8564041	0.2630959	0.0209771	0.6382796	0.4310702
950	0.0334400	0.0281915	0.7011026	0.0852201	0.7469472	0.5384110	0.4098421	0.2169638	0.5678646	0.3516420	0.2651070	0.3841905	0.1184987	0.0851798	0.5320525	0.3617882	0.0760798	0.6393551	0.5584442	0.5462106	0.5514368	0.6941372	0.5511847	0.1942884	0.7025902	0.6639529	0.3114159	0.0125991	0.6629055	0.3648556
1000	0.0636881	0.0109749	0.7170483	0.0568367	0.6139706	0.5295015	0.4399505	0.3208504	0.6377065	0.3956803	0.2465503	0.3792271	0.1309517	0.0760119	0.5000404	0.4260558	0.0827496	0.6916756	0.5939049	0.4504525	0.4197071	0.6137310	0.4965975	0.2389771	0.6225287	0.5887008	0.3424953	0.0098112	0.7546652	0.3140607

0	0.0430314	0.0505771	0.6323609	0.0824168	0.5739912	0.7002613	0.3034451	0.1557171	0.4612955	0.3577614	0.3344394	0.3410988	0.1075148	0.1002628	0.6087835	0.3631005	0.0669088	0.5252011	0.4909486	0.5883523	0.4933735	0.7111993	0.5521187	0.1763020	0.6183501	0.7711616	0.3015123	0.0160912	0.6648473	0.1981174
50	0.0433667	0.0271484	0.6089222	0.3655948	0.6687755	0.4449732	0.1570468	0.1294561	0.5031550	0.4042175	0.2259830	0.3488649	0.0783135	0.0825924	0.5343337	0.3059723	0.0332322	0.7121615	0.5534330	0.6129322	0.4152598	0.6977782	0.4339128	0.4317373	0.6646504	0.6842033	0.4248437	0.0342900	0.6935236	0.2717008
100	0.0682199	0.0385471	0.7460756	0.5448785	0.6193933	0.5169921	0.0785674	0.1426102	0.4117940	0.3767907	0.2960270	0.3264655	0.0744058	0.0944883	0.4733377	0.4168882	0.0600810	0.6106894	0.4581306	0.4797174	0.4758813	0.7319652	0.5254004	0.6604776	0.6792633	0.6469587	0.3141495	0.0216800	0.8264629	0.3114878
150	0.0185923	0.0278426	0.5589459	0.7135137	0.7053440	0.4974782	0.1290659	0.2390864	0.3384063	0.4409730	0.4353294	0.4444582	0.0409606	0.0756748	0.7320416	0.1963290	0.0457847	0.7076914	0.5054244	0.5222540	0.4448936	0.7433496	0.6474861	0.5733515	0.8483419	0.7237044	0.3417741	0.0151830	0.8281757	0.3632209
200	0.0294635	0.0316473	0.5302286	0.5984909	0.7756314	0.4536789	0.2024023	0.1711162	0.2762029	0.3262666	0.3164602	0.3861735	0.0419554	0.0773518	0.7328309	0.2582615	0.0391373	0.4714163	0.6278283	0.7120621	0.5011634	0.7509733	0.6130897	0.5616534	0.6728108	0.8170586	0.3545667	0.0078373	0.5923868	0.2941198
250	0.0147725	0.0308218	0.6345766	0.5424933	0.6377068	0.4115505	0.2049768	0.1382372	0.4246762	0.3917131	0.3244407	0.3099331	0.0607839	0.1119033	0.6291320	0.2961576	0.0673049	0.5201318	0.5646558	0.6027732	0.5239199	0.7697356	0.4762569	0.5599408	0.6813563	0.6580936	0.3677901	0.0105281	0.7019643	0.2482753
300	0.0055396	0.0328372	0.6297830	0.7445250	0.6329402	0.4144863	0.1983983	0.1387684	0.3221671	0.4829991	0.4162209	0.3211908	0.0435922	0.0928025	0.5528705	0.2899502	0.0399990	0.5416485	0.5869795	0.5344720	0.4495493	0.6419140	0.5801349	0.7379111	0.6627330	0.7538939	0.3858593	0.0265409	0.6053203	0.2637024
350	0.0413547	0.0221407	0.6033286	0.6818792	0.5653070	0.4256898	0.1743720	0.1511149	0.3019948	0.4567739	0.2795782	0.2859517	0.0475490	0.0793671	0.6528966	0.3205447	0.0381682	0.5970334	0.5940848	0.6789553	0.4931656	0.6190856	0.6136546	0.8269399	0.6553294	0.7628194	0.3387544	0.0163066	0.6950212	0.1724712
400	0.0200607	0.0217644	0.5841536	0.5915963	0.6758208	0.4998663	0.2682904	0.2290777	0.3298469	0.4462889	0.3347178	0.3181639	0.0445061	0.0765632	0.7174451	0.3336954	0.0173622	0.4916937	0.5657170	0.6542962	0.4352427	0.6646171	0.5642189	0.6351919	0.6707902	0.7488864	0.3183405	0.0049888	0.6286496	0.2681708
450	0.0156664	0.0321017	0.5681209	0.5936255	0.6366284	0.4462255	0.1717556	0.1333947	0.2905803	0.4563938	0.2737465	0.2194020	0.0533935	0.1321290	0.5913809	0.2888953	0.0402659	0.6300980	0.4592653	0.4918298	0.3416540	0.9741554	0.6251636	0.5956682	0.5960082	0.6651025	0.3247542	0.0019644	0.6562867	0.2211351
500	0.0129231	0.0523321	0.5971864	0.6512576	0.6730419	0.4881687	0.1999263	0.1115324	0.2962886	0.4310554	0.3354183	0.2889776	0.0958861	0.0676898	0.5292648	0.2487078	0.0269044	0.5986975	0.5416294	0.5798798	0.5181722	0.7769777	0.6868905	0.4877529	0.6553190	0.6876552	0.3730846	0.0095991	0.7850636	0.1935215
550	0.0503987	0.0349602	0.7024959	0.2055434	0.6901815	0.4258282	0.5946049	0.1252410	0.3563196	0.4977333	0.3522241	0.4239713	0.1017863	0.0861845	0.5991342	0.3834548	0.0309505	0.6347114	0.4612110	0.5966464	0.4602593	0.7455080	0.5608903	0.3452984	0.7535330	0.6834135	0.2703094	0.0213480	0.7714963	0.2044925
