"Time"	G1	G3	G7	G8	G5	G22	G4	G83	G6	G88	G85	G89	G54	G86	G87	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G23	G82	G80	G58	G31	G50	G51	G78	G94	G95	G93	G91	G90	G2	G69
550	0.4494106	0.6220807	0.5487152	0.3934638	0.0334953	0.5912243	0.3633351	0.7362397	0.3636632	0.6840309	0.6070438	0.4525283	0.0173840	0.8107022	0.5097511	0.2134964	0.3670288	0.5806109	0.1594710	0.7468861	0.4548850	0.5832614	0.6229433	0.7744797	0.2879623	0.7176826	0.1107660	0.0950341	0.8169406	0.0571752	0.0873675	0.0022945	0.5582901	0.3354299	0.6842891	0.6141988	0.3162409	0.8065147	0.4136208	0.8908328
600	0.3580018	0.5520116	0.5166639	0.4417985	0.0381653	0.7430844	0.5961392	0.6980757	0.4719285	0.6164601	0.5410264	0.4295799	0.0165457	0.7555940	0.4823945	0.2081591	0.3096923	0.5871979	0.0607592	0.7024950	0.5257609	0.4962266	0.6831861	0.6988217	0.2553065	0.4900699	0.0972296	0.0695943	0.5829577	0.0417089	0.0816912	0.0018585	0.5337074	0.2787722	0.8926468	0.5286197	0.2760165	0.7175785	0.2995707	0.5967504
650	0.3713404	0.6657280	0.5154924	0.5703300	0.0331341	0.6975757	0.3354396	0.8145380	0.3783198	0.8380278	0.5881945	0.4158398	0.0468861	0.5708542	0.5239289	0.2516708	0.3837181	0.5237961	0.0246678	0.7994102	0.4663374	0.4574389	0.7184862	0.6527908	0.1599286	0.6685015	0.0756433	0.1548897	0.5851004	0.0420202	0.1021729	0.0024887	0.5804861	0.3272031	0.7093497	0.6213042	0.2602999	0.7542053	0.3505975	0.7073950
700	0.4072966	0.4985594	0.6255537	0.6524889	0.0723293	0.5969564	0.3155879	0.6567345	0.5028966	0.6359699	0.4505750	0.4063945	0.0330643	0.7788547	0.4363043	0.1829181	0.3486469	0.5176770	0.0236668	0.8640376	0.4849921	0.5231601	0.6755263	0.6417469	0.1814161	0.7095648	0.1178400	0.1963582	0.6834328	0.0190164	0.1121244	0.0004867	0.4996898	0.3119604	0.6709709	0.6957557	0.2964976	0.8117184	0.3653014	0.7897426
750	0.3274444	0.4915959	0.6150548	0.5824760	0.0483798	0.5952728	0.2151305	0.6415469	0.5535964	0.7039939	0.5414984	0.4063393	0.0238773	0.6396244	0.3641005	0.2097547	0.3701330	0.4705259	0.0240029	0.7418632	0.5065845	0.5526237	0.6946969	0.6279730	0.2242591	0.7207690	0.0871601	0.1251110	0.5584158	0.0329681	0.0651771	0.0020375	0.4501030	0.3922540	0.8544260	0.7472048	0.3218538	0.7534453	0.5129618	0.7467393
800	0.3478391	0.4969632	0.5965592	0.5794789	0.0526020	0.6635802	0.1672343	0.6399045	0.4488681	0.7150541	0.5571962	0.3948584	0.0124794	0.6441151	0.5085179	0.2257249	0.4415416	0.4957655	0.0166954	0.7789658	0.4435873	0.5018052	0.7076986	0.7684835	0.2651390	0.7905920	0.0831258	0.1404551	0.7183874	0.0302596	0.0551149	0.0000169	0.4452266	0.3732692	0.7848008	0.5409084	0.2757472	0.6296018	0.4026169	0.6827679
850	0.2916399	0.4704165	0.7934631	0.7337135	0.0687079	0.7816344	0.2315991	0.7270478	0.5295335	0.6288432	0.5353698	0.4093687	0.0319340	0.6266451	0.6234195	0.2190995	0.3484910	0.6115589	0.0327156	0.7531293	0.5978338	0.4508616	0.7432270	0.6461040	0.2355959	0.6912742	0.1470173	0.1350360	0.5644590	0.0554791	0.0830260	0.0028238	0.4436101	0.4028932	0.9213157	0.7399153	0.2291248	0.6229227	0.3656795	0.6505068
900	0.2920651	0.4168484	0.8060797	0.6281813	0.0745095	0.6982031	0.1114485	0.6830975	0.5207117	0.5899580	0.5191911	0.4110885	0.0094570	0.6647700	0.5692117	0.1668108	0.4321307	0.5848312	0.0160001	0.8428791	0.5169994	0.5671271	0.8704477	0.8754381	0.1580012	0.8205605	0.0859525	0.1058134	0.7081058	0.0606233	0.0860136	0.0097075	0.5080954	0.3304976	0.7968165	0.5794930	0.2300751	0.7424410	0.4136330	0.7883382
950	0.3008098	0.3459017	0.6515950	0.6187075	0.1077014	0.6383602	0.1580998	0.6311622	0.5030679	0.6968672	0.6720797	0.4236921	0.0139604	0.7535149	0.5802940	0.3256344	0.4077119	0.5618067	0.0189922	0.7242048	0.5785382	0.6322386	0.6994388	0.8584155	0.2210468	0.7330411	0.0859839	0.0674038	0.7372274	0.0076160	0.0563786	0.0151253	0.4373576	0.3067411	0.7032019	0.4497772	0.2782271	0.6929840	0.4601318	0.8201090
1000	0.3378735	0.5099120	0.6607148	0.6406082	0.0499864	0.6541183	0.1798953	0.7056680	0.4808179	0.7295763	0.5518939	0.3696495	0.0040049	0.6040307	0.6031327	0.2112501	0.3948469	0.6728783	0.0108022	0.8148909	0.5350355	0.5363174	0.6683847	0.7223717	0.1723069	0.6711826	0.0853558	0.1652285	0.6904335	0.0183893	0.0510919	0.0067341	0.4699168	0.3161303	0.7757061	0.5165515	0.3927572	0.6507486	0.3957038	0.7128587

0	0.3690984	0.5366737	0.5880744	0.6516475	0.0607228	0.7217989	0.1731155	0.6814616	0.5678434	0.8564783	0.6690028	0.4460554	0.0170524	0.7887601	0.6309415	0.3414913	0.4554768	0.4839022	0.0385442	0.8284568	0.5032539	0.5892202	0.6986645	0.5832260	0.2399949	0.8957311	0.0708277	0.0545577	0.6571169	0.0225494	0.0521882	0.0051058	0.3973715	0.3940770	0.7723641	0.5246286	0.2855115	0.6375387	0.4635782	0.7579723
50	0.3386059	0.5863636	0.5868162	0.2686890	0.0305441	0.7748034	0.1983761	0.7906191	0.4651340	0.6929005	0.4756391	0.4819536	0.0139403	0.7824320	0.5771511	0.2610568	0.4135595	0.4235670	0.0180824	0.8154772	0.2570915	0.7463106	0.7421347	0.6791874	0.2922866	0.8545459	0.1027212	0.0918379	0.6878505	0.0420034	0.0677337	0.5340953	0.3551802	0.3324993	0.8637411	0.6082698	0.2261997	0.6944220	0.3824608	0.6962975
100	0.3140840	0.4444663	0.6918945	0.3969186	0.0619236	0.7443862	0.1144259	0.5834515	0.4292182	0.6167012	0.7429757	0.6176258	0.0147324	0.6804929	0.5022404	0.2701281	0.3495560	0.3668431	0.0218009	0.6778457	0.2018499	0.4380847	0.6559189	0.6305941	0.3545885	0.9803483	0.1375740	0.1051287	0.6213680	0.0392424	0.0761824	0.5992295	0.2572347	0.1907769	0.6441399	0.4829739	0.1611308	0.7497624	0.5135219	0.7325779
150	0.4019954	0.3867243	0.6682128	0.3530822	0.0704083	0.7702563	0.1420657	0.7199617	0.4065844	0.7131187	0.5530927	0.6347328	0.0148015	0.8383614	0.4545279	0.3662595	0.4668774	0.4415536	0.0299020	0.8521242	0.2179606	0.5962389	0.6873169	0.6751152	0.4005141	0.7456613	0.0866617	0.1041022	0.6760777	0.0561369	0.1195842	0.8167041	0.2723667	0.2285376	0.8487979	0.4162936	0.2094697	0.7526257	0.4365054	0.6330545
200	0.3360235	0.5015038	0.5924317	0.3232346	0.0523940	0.7164068	0.1726278	0.6965853	0.4371216	0.6251362	0.6077303	0.7266177	0.0796076	0.9037713	0.3937595	0.3689908	0.4432803	0.2257704	0.0225442	0.8615495	0.1708618	0.4057976	0.7438142	0.6756718	0.4235617	0.7211904	0.0928408	0.0836162	0.6802930	0.0262252	0.0539122	0.6476739	0.2643840	0.1288758	0.6454428	0.3999806	0.1668941	0.8238669	0.4021857	0.7265655
250	0.2754092	0.6014848	0.5822459	0.3412678	0.0712600	0.7994507	0.2201763	0.6377603	0.4188320	0.5732676	0.6545896	0.5308174	0.1767482	0.6333888	0.2855097	0.3308961	0.3883187	0.1399163	0.0438243	0.6798326	0.1754960	0.5209631	0.7604754	0.6262239	0.4707343	0.8539880	0.0905415	0.0690577	0.6286979	0.0320934	0.0936116	0.6992967	0.1632105	0.1338976	0.5789872	0.3705033	0.1443101	0.7510368	0.4722528	0.7583877
300	0.3234226	0.6057713	0.6571176	0.3498306	0.0398077	0.7732850	0.1860323	0.6561974	0.3874844	0.7620629	0.5364475	0.6488311	0.1452860	0.6246515	0.3031992	0.4242589	0.3665864	0.0360861	0.0695665	0.6772702	0.1696272	0.5383661	0.7750455	0.8616528	0.6012239	0.7358327	0.0477495	0.1002013	0.6835658	0.0744964	0.0689763	0.7519737	0.1038893	0.0809088	0.7933129	0.2638148	0.2264390	0.8795195	0.4141831	0.6719265
350	0.3745687	0.5127538	0.5382163	0.2814029	0.1103141	0.7053603	0.2268197	0.7679823	0.5500698	0.6337871	0.5809659	0.7765085	0.1728400	0.6293031	0.1948498	0.3560814	0.3139451	0.0378420	0.0885269	0.6999209	0.1574230	0.6165869	0.5978940	0.7369223	0.6157284	0.7176226	0.0591956	0.0909652	0.6976580	0.0056007	0.0641605	0.7476381	0.0733069	0.1034332	0.7370139	0.1188370	0.1354827	0.7431951	0.4421123	0.9209928
400	0.3109495	0.4134909	0.6064546	0.3533799	0.0465732	0.5347716	0.1606982	0.6345056	0.5540981	0.7181735	0.6192746	0.7260186	0.1624684	0.6969747	0.3052937	0.3222888	0.3462898	0.0149748	0.1587065	0.7959106	0.2060601	0.5034378	0.6713114	0.6685762	0.6757325	0.6935214	0.0899607	0.1071447	0.7654216	0.0557559	0.1276227	0.6697235	0.0228709	0.0550544	0.9505787	0.0769656	0.1488061	0.7034466	0.4652314	0.7052104
450	0.4701064	0.5153615	0.7388264	0.2935998	0.0657370	0.6960792	0.2024076	0.6880514	0.4205973	0.5097266	0.7329170	0.7565731	0.1202066	0.6491130	0.4046780	0.4006150	0.3122323	0.0139885	0.1192125	0.7878736	0.1893548	0.7014361	0.6693737	0.6563436	0.6840159	0.7370079	0.1166978	0.1285161	0.6622172	0.0255739	0.0769106	0.6976998	0.0565422	0.0294144	0.7313427	0.0375976	0.3022285	0.5464842	0.3637005	0.7208261
500	0.3925707	0.4981677	0.6527811	0.2845808	0.0336270	0.6014546	0.1688753	0.7735899	0.4022197	0.7145382	0.5924632	0.8407980	0.1186962	0.5946045	0.3912635	0.3556700	0.3859479	0.0084474	0.1129309	0.6855086	0.2017950	0.5632677	0.6128770	0.6229851	0.6363904	0.6730694	0.0663998	0.0837898	0.6107368	0.0432118	0.0897363	0.7100853	0.0520353	0.0263252	0.7363802	0.0307912	0.2162930	0.7516612	0.4248022	0.7687876
550	0.3028221	0.4083047	0.7299664	0.6200609	0.1197384	0.6683925	0.1425446	0.6914249	0.4980510	0.6746316	0.5143438	0.8126397	0.0560738	0.6829997	0.2361234	0.3647604	0.3920883	0.0029089	0.0934997	0.6933535	0.5692872	0.5269118	0.6782171	0.6902213	0.4554913	0.8702784	0.1325406	0.0808328	0.6675814	0.0327995	0.0742059	0.2431498	0.2010631	0.0469026	0.6265131	0.0343146	0.1481376	0.6017822	0.4778609	0.6588154
600	0.3558998	0.4484975	0.5851968	0.6925546	0.0388029	0.6524760	0.1666387	0.6809153	0.5807280	0.7598911	0.5394895	0.6629316	0.0482816	0.9398040	0.2817658	0.2794075	0.4616815	0.0241377	0.0533150	0.7146075	0.5232675	0.4870294	0.7141856	0.6685984	0.4598704	0.7155959	0.1155397	0.0660870	0.7058212	0.0317713	0.0934481	0.1026400	0.2630481	0.0660145	0.6969168	0.1846043	0.2146726	0.7843130	0.3709212	0.7213744
650	0.2905592	0.4728362	0.5306171	0.5685220	0.0494449	0.6380495	0.2609997	0.6293196	0.4593251	0.8407492	0.7147655	0.5666305	0.0374467	0.6792208	0.2763736	0.2576322	0.3774775	0.0126707	0.0255431	0.6952308	0.4028406	0.4954793	0.7836414	0.6835248	0.3043470	0.6783927	0.1350950	0.0784787	0.6935967	0.0297259	0.0526594	0.0414732	0.3001104	0.1201476	0.7000383	0.2794413	0.1523947	0.5450672	0.4154026	0.6677878
700	0.3211662	0.5898334	0.5643509	0.4919745	0.0454366	0.7822143	0.2282411	0.8319950	0.4111115	0.7113854	0.5074015	0.5124497	0.0234313	0.7916831	0.4514287	0.2416864	0.4108886	0.0122848	0.0234474	0.6007058	0.4746218	0.5489383	0.6437608	0.7097869	0.2495546	0.7201201	0.0685424	0.0890326	0.7243655	0.0080925	0.0954747	0.0093087	0.3885168	0.1507895	0.6977990	0.4426286	0.2282041	0.6569243	0.3593732	0.7687024
750	0.2289607	0.3750807	0.7147105	0.6403714	0.0565944	0.7423902	0.1822306	0.5907001	0.4277153	0.7550323	0.4969937	0.4511613	0.0391071	0.7588085	0.3431852	0.2618700	0.3921193	0.0347410	0.0336976	0.7196392	0.4021521	0.5095952	0.5503167	0.7557065	0.2391869	0.6977085	0.0565615	0.0832163	0.7477766	0.0303278	0.0917300	0.0064803	0.4716085	0.1313765	0.6335239	0.3888772	0.2888382	0.8135041	0.5051693	0.6558089
800	0.4072713	0.4648932	0.6244094	0.6170949	0.0621300	0.7671009	0.1944264	0.6673917	0.5036636	0.6247177	0.5225690	0.5128744	0.0574050	0.6984286	0.4361026	0.2708008	0.4905975	0.0378248	0.0244031	0.6976701	0.4912936	0.6121398	0.6193409	0.7000971	0.2757526	0.6530672	0.1179582	0.0702920	0.6719546	0.0110446	0.0523773	0.0087020	0.4142664	0.2803489	0.5855131	0.4495250	0.2678307	0.7240776	0.4275354	0.6752305
850	0.4184374	0.5276078	0.5932151	0.5594574	0.0548111	0.5926063	0.2111604	0.7802950	0.5139237	0.7554518	0.4951705	0.4965910	0.0105014	0.7626795	0.3688623	0.2844308	0.4021357	0.0781472	0.0510908	0.7480287	0.6026328	0.6751872	0.7960333	0.5788129	0.2613919	0.7222459	0.0578866	0.0969047	0.6368593	0.0260379	0.1180515	0.0102318	0.4931848	0.2930427	0.6284611	0.5397174	0.2060790	0.7708425	0.4828136	0.6619685
900	0.2748880	0.4153155	0.5462090	0.5841945	0.0479636	0.7044480	0.3480667	0.8275744	0.4656718	0.5994286	0.5060179	0.3824930	0.0102042	0.7776497	0.3826054	0.2505150	0.3649788	0.0767272	0.0109815	0.7009237	0.5829902	0.5698869	0.6719860	0.7039580	0.2731327	0.6968637	0.0946340	0.0919367	0.6696765	0.0129929	0.0699951	0.0033714	0.4209643	0.2660118	0.6852477	0.5266048	0.2404200	0.7170162	0.5085040	0.7678584
950	0.5247328	0.5163258	0.5738261	0.6123911	0.0300954	0.6882437	0.2473513	0.7052218	0.4548032	0.5936418	0.5955232	0.4060418	0.0027221	0.7691549	0.3543755	0.2331847	0.3899833	0.0922020	0.0115874	0.8399638	0.4893228	0.5710668	0.7642753	0.6315208	0.2135391	0.7147556	0.1293215	0.0598123	0.6739786	0.0360924	0.1271623	0.0011525	0.4775851	0.2756443	0.6451243	0.4867223	0.2807803	0.7514996	0.4444440	0.6525861
1000	0.3473085	0.4746892	0.7023038	0.7274255	0.0589725	0.6551424	0.1729093	0.6086963	0.6108626	0.7136796	0.6385709	0.3434297	0.0055547	0.7664675	0.4271442	0.1734943	0.4028546	0.1868936	0.0227571	0.7923172	0.4820953	0.5069422	0.7797606	0.6299479	0.2571129	0.7292244	0.1087843	0.1189679	0.6418968	0.0240612	0.0605886	0.0053482	0.5397601	0.1864683	0.6866400	0.5622894	0.2112030	0.6353860	0.3575958	0.7337356

0	0.4346715	0.5075504	0.6324445	0.5642612	0.0371280	0.6754012	0.1914006	0.7259300	0.5879737	0.8262387	0.5648029	0.4382304	0.0190715	0.6168678	0.5170832	0.2116425	0.3672023	0.3710547	0.0215607	0.6802896	0.6784375	0.6583116	0.6631443	0.7264494	0.2243660	0.8273876	0.1130940	0.0999155	0.7503057	0.0298735	0.1421127	0.0075630	0.5085202	0.3477611	0.8525388	0.5004629	0.2862749	0.8142447	0.3879085	0.8174685
50	0.3395291	0.6035826	0.6492045	0.4895316	0.0653266	0.6313589	0.1927603	0.5500176	0.4701311	0.6709079	0.5106876	0.3366141	0.0082551	0.6562517	0.3359256	0.2168921	0.5341823	0.2263281	0.0102704	0.8538052	0.4606388	0.5370118	0.6858113	0.5593398	0.1734777	0.6147880	0.0722194	0.0530825	0.7728075	0.0246080	0.0766044	0.0983793	0.3805477	0.2613177	0.9246941	0.5859316	0.2242434	0.7418453	0.5101207	0.6447889
100	0.3387808	0.5843395	0.7375661	0.6874629	0.0891409	0.6912187	0.1953696	0.6579425	0.4590333	0.7993136	0.5192848	0.4076720	0.0097904	0.6922052	0.6077160	0.2200628	0.4309376	0.4416902	0.0145396	0.8186110	0.4286530	0.5851287	0.7691853	0.8008245	0.2491123	0.5799905	0.1024330	0.0393504	0.6948384	0.0208809	0.0575930	0.0722897	0.3838604	0.2553280	0.8162526	0.7342841	0.2764885	0.8653591	0.4346756	0.7907395
150	0.3740742	0.5356320	0.7541795	0.5735533	0.0778574	0.6183200	0.1669830	0.5626367	0.4965248	0.6518562	0.4728923	0.4890660	0.0157844	0.6800909	0.6304245	0.1672070	0.6064977	0.5556490	0.0180980	0.7272654	0.4775087	0.5817108	0.7131785	0.6471120	0.2360985	0.7908681	0.0870937	0.0544580	0.6719805	0.0167280	0.0598014	0.0764837	0.3070845	0.2215180	0.6813618	0.6568513	0.2729040	0.6544502	0.4898403	0.7147004
200	0.3397094	0.6203275	0.5856266	0.6650805	0.1027063	0.7598115	0.1544353	0.6221553	0.4969158	0.6471382	0.6127037	0.3601345	0.0117726	0.7332791	0.6253526	0.2315787	0.3918294	0.6010224	0.0518089	0.6349514	0.4066124	0.6494100	0.8180934	0.7445181	0.1911323	0.7043710	0.0782087	0.0646715	0.7655582	0.0416019	0.0686318	0.0805921	0.3031502	0.2453272	0.6819669	0.6363689	0.2028759	0.8105533	0.4543980	0.7389565
250	0.4379954	0.7048728	0.5330947	0.5209574	0.0816647	0.8327962	0.1576209	0.8289763	0.3768737	0.6831468	0.6210264	0.3322945	0.0124798	0.7430631	0.6761682	0.2370054	0.4369352	0.5581084	0.0357159	0.8681568	0.5068335	0.6140390	0.7454602	0.7028961	0.1571396	0.8617855	0.0997380	0.0341866	0.7672149	0.0268537	0.0641994	0.0775429	0.3004208	0.1848004	0.7314058	0.6344444	0.3204486	0.7224267	0.4117762	0.7187462
300	0.3404647	0.6975169	0.5987989	0.5397584	0.0823177	0.7420776	0.3035739	0.6853062	0.5021045	0.6843962	0.5268058	0.3599913	0.0278156	0.7275550	0.6470368	0.2516134	0.4164458	0.6951243	0.0122161	0.7243025	0.5644165	0.5022165	0.7925506	0.7136573	0.2075887	0.6799801	0.0510344	0.0173635	0.8155267	0.0285190	0.1010680	0.1211148	0.3624266	0.1809848	0.6146628	0.6949039	0.2305876	0.7352254	0.3272711	0.6478122
350	0.2969905	0.6228600	0.5758831	0.5827997	0.0451137	0.8720595	0.2489758	0.6668312	0.4723741	0.6081811	0.5452021	0.3550358	0.0076567	0.6383935	0.4986048	0.2529309	0.3555152	0.5628738	0.0286453	0.6497352	0.5505515	0.5220956	0.7135059	0.7396518	0.2150671	0.7362235	0.1777214	0.0150693	0.6938554	0.0343065	0.0793446	0.1232568	0.4215401	0.2314196	0.6498357	0.5651506	0.2049543	0.7977771	0.4048217	0.5862579
400	0.3353222	0.6641992	0.7620462	0.6470080	0.0362298	0.6558643	0.1836995	0.6173448	0.4392991	0.7016645	0.4949445	0.4605314	0.0168439	0.6568410	0.4270495	0.2394553	0.4479801	0.4426605	0.0215471	0.6912648	0.4579904	0.6152703	0.5840560	0.6831436	0.1458074	0.5988188	0.0725009	0.0202954	0.6531580	0.0391579	0.1624595	0.1103862	0.3447559	0.2048553	0.7148105	0.6124166	0.1865536	0.7101267	0.3447557	0.7380921
450	0.2498032	0.7059335	0.8401363	0.6667436	0.0501327	0.7389796	0.2081863	0.5599871	0.4243102	0.8436615	0.4621565	0.4267118	0.0022770	0.7283810	0.4319273	0.2137299	0.3666449	0.2151674	0.0557277	0.5791576	0.4579374	0.6258369	0.7607225	0.8249456	0.1477457	0.6321057	0.0911261	0.0129105	0.7892435	0.0118562	0.0596736	0.1313654	0.3419561	0.2423452	0.7006086	0.7850741	0.1737298	0.6693430	0.4433012	0.7266619
500	0.3609884	0.7137194	0.6802005	0.5534579	0.0734430	0.8294144	0.2013634	0.6274493	0.4628713	0.9170652	0.6089534	0.5051759	0.0134096	0.7178369	0.4637143	0.2223126	0.3904654	0.2237967	0.0409277	0.7074357	0.4917566	0.5838637	0.7518871	0.7282023	0.2172631	0.6500707	0.1147495	0.0299930	0.7602495	0.0209346	0.0460770	0.0845165	0.2464101	0.1663359	0.6618391	0.7295108	0.2435686	0.7091305	0.5422661	0.8178537
550	0.4038269	0.5542185	0.6074843	0.6314930	0.0576448	0.7987120	0.1817075	0.7575663	0.5641186	0.6489850	0.5561165	0.3160462	0.0151075	0.8263004	0.5240880	0.2261284	0.5567887	0.2548798	0.0060639	0.7417694	0.5480442	0.5157741	0.7076681	0.6568086	0.2490733	0.8957730	0.1071270	0.0599755	0.7017257	0.0604880	0.0600959	0.0377035	0.5598187	0.1482598	0.6305140	0.4877379	0.1566027	0.7457674	0.4358109	0.7101845
600	0.3473140	0.5087872	0.5267562	0.5544337	0.0484945	0.7420353	0.1793068	0.7056612	0.6716803	0.7505868	0.5121509	0.4014359	0.0124956	0.8856390	0.4058228	0.2858309	0.5157643	0.3584683	0.0305659	0.7051962	0.4451972	0.5967769	0.7052398	0.6524378	0.2754501	0.6400436	0.0987030	0.0567433	0.7463557	0.0557879	0.0676541	0.0195777	0.5441652	0.1834147	0.8649323	0.5807247	0.1524002	0.7208126	0.5793313	0.7285827
650	0.3775952	0.4682021	0.7746311	0.5692883	0.0482067	0.7325079	0.2470126	0.7990280	0.5741057	0.7880317	0.5229928	0.3127652	0.0120872	0.6460631	0.5878412	0.1942320	0.4181272	0.5803908	0.0333622	0.7097035	0.4638727	0.6454079	0.7067196	0.7251818	0.2512860	0.7524342	0.0961862	0.1193123	0.7678966	0.0186934	0.0593809	0.0062541	0.5770749	0.2820273	0.7519619	0.5694510	0.2493369	0.7294904	0.4153303	0.6120976
