"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.6232009	0.1072935	0.0282869	0.3865612	0.2551413	0.7442569	0.6634935	0.4899341	0.6642293	0.1872254	0.1389796	0.5743887	0.5818230	0.0455429	0.7554260	0.0068826	0.6964549	0.4584401	0.2477665	0.6301674	0.2496619	0.0214454	0.4642191	0.2449186	0.0343637	0.0387712	0.0367644	0.3280933	0.3359148	0.6959852	0.5311176	0.5722842	0.1204500	0.6104127	0.5550506	0.2617955	0.5664099	0.6168857	0.1215182	0.0022090	0.0176692	0.2003173	0.2856305	0.6917957	0.7543229	0.0035253	0.1258006	0.2250030	0.1993601	0.5994694	0.3024289	0.5676810	0.1179377	0.3716098	0.5594458	0.1608597	0.4114745	0.6056174	0.6315892	0.4874603	0.6294442	0.7526843	0.5504447	0.0642415	0.1548223	0.3850375	0.3994737	0.4135500	0.8218919	0.2929858	0.2770283	0.4438829	0.2122220	0.2881941	0.0997899	0.2871860	0.0388637	0.4183612	0.4872500	0.1701974	0.3814650	0.2981023	0.5717660	0.1624194	0.0044165	0.3467366	0.0746748	0.6442078	0.4151555	0.5480307	0.3025136	0.3937642	0.5131611	0.5650762	0.7157229	0.5203496	0.3103526	0.5224320	0.7367533	0.1599719
500	0.6174625	0.0569197	0.0151702	0.3734681	0.3037769	0.6126970	0.6554853	0.4440951	0.5902747	0.2045741	0.1946439	0.5844984	0.5580181	0.0528136	0.7156696	0.0032358	0.4772965	0.5473015	0.3390514	0.5379447	0.1626924	0.0150001	0.3911894	0.3094252	0.0037161	0.0232568	0.0681769	0.3533304	0.3098570	0.6532945	0.6744158	0.6260606	0.1449468	0.6131791	0.5550152	0.3131188	0.4171296	0.5403311	0.1304060	0.0006338	0.0161266	0.1709580	0.2271484	0.7632848	0.7385043	0.0492514	0.1181159	0.1798016	0.2226695	0.5320518	0.2235963	0.6526051	0.0616104	0.4268722	0.5676959	0.2216681	0.4679005	0.6265047	0.6722684	0.5574789	0.5485252	0.7997288	0.4604611	0.0502805	0.1512143	0.3671969	0.4021179	0.3171842	0.7539193	0.3129088	0.3308357	0.4512496	0.2187971	0.2559499	0.1046543	0.3315386	0.0320058	0.4177103	0.5248248	0.1807491	0.2533947	0.3527397	0.3965367	0.1507938	0.0029173	0.3547232	0.0316109	0.6504966	0.5859501	0.5953137	0.3965914	0.2851802	0.5575644	0.6184496	0.6378875	0.5895103	0.3001984	0.6585046	0.6318082	0.1575128
550	0.7131907	0.1523193	0.3544525	0.3509633	0.2681494	0.6862767	0.6403778	0.1879488	0.5310631	0.2270800	0.5467840	0.5487348	0.5323050	0.3131355	0.8644181	0.1141009	0.3538475	0.4691202	0.2170082	0.6793216	0.2280569	0.0651155	0.6132777	0.2751283	0.0114604	0.0196687	0.0513075	0.4495564	0.4399389	0.6604189	0.5754201	0.6580355	0.2225540	0.6160937	0.6022834	0.2952460	0.4096974	0.5127725	0.3435646	0.2999552	0.0368420	0.1674771	0.2770293	0.7270074	0.6599325	0.0069090	0.1346478	0.3920883	0.3142520	0.5905833	0.2503300	0.7197232	0.0411569	0.4393862	0.5301401	0.1436168	0.3864485	0.6959934	0.6429433	0.5307042	0.6032066	0.6544352	0.3778902	0.1506775	0.2011912	0.3605057	0.4117611	0.3941617	0.6114967	0.2697322	0.3591023	0.4353484	0.4431826	0.3548973	0.2664638	0.2964593	0.0016366	0.3873342	0.4135687	0.2342424	0.3831620	0.2050000	0.5774479	0.1352470	0.2480263	0.5753169	0.1455025	0.5065017	0.4924225	0.6138103	0.4095228	0.4396681	0.4782456	0.7128231	0.6195446	0.6516201	0.3506687	0.6579733	0.6674229	0.4755999
600	0.6069518	0.1262702	0.4298058	0.4502247	0.3739403	0.6665403	0.4847453	0.1081425	0.5790315	0.2821632	0.4438345	0.7326900	0.5901671	0.4021204	0.6498832	0.1500618	0.3446179	0.4576021	0.2086876	0.7195426	0.3185358	0.0318493	0.7131270	0.2802617	0.0332468	0.0748440	0.0832617	0.6432787	0.4000174	0.6870164	0.5120589	0.6901320	0.1402277	0.8149474	0.4360488	0.3912589	0.5418184	0.4404255	0.2137298	0.3092844	0.0119677	0.2133853	0.2398749	0.6596780	0.5805997	0.0137071	0.1435174	0.5062493	0.4317229	0.5238696	0.2689185	0.7216764	0.0540671	0.5176968	0.5713983	0.1288963	0.3390599	0.5359016	0.6769643	0.4258539	0.6557715	0.7085539	0.3823578	0.2511915	0.2834039	0.4590814	0.4178131	0.3146268	0.5893364	0.3294982	0.3495301	0.3462758	0.4267577	0.5113446	0.3881712	0.2945809	0.0082660	0.4710059	0.5205366	0.1845017	0.3247940	0.2475201	0.4353718	0.0885756	0.3032753	0.6357213	0.3237805	0.4978092	0.3830652	0.5942975	0.3297160	0.3357682	0.5333484	0.6530677	0.6421780	0.7883863	0.2991432	0.7433312	0.6818508	0.6567345
650	0.7562856	0.0763132	0.4830869	0.5310582	0.2528875	0.5373599	0.3486152	0.0744601	0.6545595	0.2844816	0.5717421	0.7225052	0.6076178	0.4100451	0.6212889	0.2072181	0.4292941	0.4150428	0.1676485	0.4958418	0.2226110	0.0242400	0.7184185	0.3776289	0.0175928	0.0402125	0.2206021	0.5634700	0.5203126	0.6148420	0.4270921	0.6186296	0.1263985	0.6638651	0.6188792	0.2693033	0.4839798	0.4352972	0.4491556	0.2520650	0.0240439	0.2798353	0.2481355	0.7420594	0.6751599	0.0078484	0.1054081	0.6014118	0.3737768	0.4310888	0.1503063	0.5064409	0.0906054	0.5946009	0.6557566	0.0763054	0.3881253	0.4802483	0.7378627	0.6119452	0.6027792	0.5033257	0.3788259	0.2968501	0.2717778	0.5645701	0.4448840	0.3454416	0.7418420	0.2460434	0.1844529	0.2190333	0.2934755	0.4067101	0.3357117	0.1720137	0.0067224	0.5352036	0.6244473	0.2284694	0.4118354	0.2585680	0.4987572	0.0840296	0.3821950	0.6822746	0.1644194	0.4884861	0.3954368	0.5311979	0.3440601	0.3516269	0.5532700	0.6627671	0.7105507	0.6918835	0.3037300	0.6952682	0.6923631	0.5782909
700	0.6926646	0.1308400	0.5744407	0.5439094	0.2856445	0.4684221	0.4412859	0.0660894	0.5844504	0.3171162	0.5355906	0.4636352	0.4885033	0.3735652	0.5318548	0.2332595	0.3637605	0.4518626	0.1359319	0.6002872	0.2670526	0.0653344	0.6210068	0.3738254	0.0154218	0.0238671	0.1442485	0.5880679	0.5966561	0.6578909	0.4294038	0.6278155	0.0633305	0.7327273	0.5872995	0.2656700	0.3818763	0.6716887	0.5738702	0.2504608	0.0303316	0.2515760	0.3198381	0.6907478	0.6792554	0.0142801	0.1136481	0.4540997	0.4720837	0.4306279	0.2115570	0.6366329	0.1111802	0.6821159	0.5879425	0.1149058	0.4167503	0.5820453	0.7690335	0.4935304	0.5560162	0.6455247	0.4513501	0.3197716	0.2434992	0.5572735	0.4008907	0.2333854	0.6998035	0.2326770	0.1832537	0.1330505	0.1472329	0.4161958	0.3445556	0.1469561	0.0145585	0.3983956	0.5330313	0.1701527	0.4037013	0.2955106	0.5133362	0.2422847	0.3251667	0.6941918	0.2180202	0.6243908	0.5260581	0.7315933	0.4066941	0.4166220	0.6336180	0.6441150	0.5937147	0.6212093	0.2756457	0.7144864	0.6357766	0.6614202
750	0.6786720	0.0650669	0.4441734	0.5129559	0.2730965	0.5546840	0.4737810	0.1042085	0.6142399	0.2525469	0.5841972	0.4662674	0.4606622	0.2547424	0.6031148	0.1652293	0.3326358	0.4729029	0.1794630	0.7590730	0.2430861	0.0224314	0.7980418	0.4657526	0.0073467	0.0104752	0.2009465	0.7210821	0.5108148	0.7832097	0.4545927	0.7213692	0.0901555	0.5946252	0.4381023	0.3071317	0.4348130	0.5533907	0.5710079	0.3053440	0.0213928	0.3113656	0.2506261	0.7483220	0.5908130	0.0187038	0.0750928	0.4186071	0.5046924	0.5390635	0.2476254	0.6305633	0.0941226	0.5203084	0.7116458	0.1471664	0.3895829	0.5799310	0.6257629	0.5900381	0.5797861	0.6314429	0.4217915	0.2573798	0.2423225	0.4961285	0.2897103	0.2462889	0.6945427	0.1971882	0.1450153	0.1568061	0.1386509	0.4465085	0.3463387	0.1334629	0.0126934	0.5795714	0.7081218	0.2132209	0.3214594	0.3389188	0.5685491	0.1433990	0.3069454	0.6153493	0.2137988	0.5199767	0.4381070	0.5742482	0.4599142	0.3484473	0.5700568	0.7688144	0.5869713	0.7488526	0.2675080	0.5586075	0.7205771	0.5649247
800	0.6631562	0.0627678	0.4417262	0.3901075	0.2306081	0.4091332	0.4673910	0.0856008	0.6111419	0.1967010	0.6471931	0.5005164	0.5295625	0.2679695	0.5718627	0.1925506	0.3533394	0.4525581	0.2285671	0.7562957	0.2745344	0.0278326	0.7636808	0.3220561	0.0124632	0.0316589	0.1620788	0.6221887	0.5163882	0.6800710	0.4665184	0.6941122	0.1106955	0.7339411	0.5214915	0.3487318	0.5060734	0.4830402	0.4982968	0.3236030	0.0355336	0.2843386	0.2401752	0.7557759	0.6729897	0.0143852	0.1843228	0.5135343	0.4460584	0.4816870	0.2709557	0.5908329	0.0785804	0.5512581	0.6779275	0.1184603	0.4135449	0.5181087	0.5887068	0.4978638	0.4848422	0.6233356	0.3942397	0.2497683	0.2069586	0.4785061	0.2738995	0.2546007	0.6081509	0.2189628	0.1309663	0.1247584	0.1163346	0.3468910	0.3950215	0.1013963	0.0025179	0.4922209	0.4426283	0.2412005	0.3079656	0.2719289	0.4750834	0.1099526	0.3422131	0.6348886	0.2571514	0.5048572	0.4919495	0.5463237	0.5213642	0.3185721	0.6079400	0.8869946	0.7494716	0.6322971	0.2518352	0.8609945	0.8844902	0.6388944
850	0.7230020	0.0870920	0.4529591	0.3780953	0.2627821	0.4598273	0.4027165	0.0585042	0.6011353	0.1968913	0.6308657	0.5478108	0.5495988	0.2903454	0.5824165	0.1869338	0.1981879	0.4377586	0.2231558	0.6311493	0.2245153	0.0659659	0.6303593	0.3526388	0.0165597	0.0205757	0.1656429	0.7987923	0.5256534	0.6381588	0.4874893	0.7569482	0.1008299	0.6393261	0.5469479	0.2824391	0.4496177	0.5053823	0.5094148	0.2951964	0.0145856	0.2835049	0.2716567	0.6825057	0.5315514	0.0077542	0.1680695	0.5438752	0.4142732	0.5919546	0.2674946	0.6491157	0.0515077	0.3734847	0.5932904	0.1338101	0.3829792	0.4689612	0.6402428	0.5962481	0.5379292	0.7699639	0.4179549	0.2137381	0.2911570	0.5444004	0.3277789	0.1814398	0.6671937	0.2092876	0.1276636	0.1024835	0.1409436	0.4075658	0.4038479	0.0823145	0.0006086	0.3914711	0.5556430	0.2257038	0.2902549	0.1925325	0.4843742	0.1356552	0.3386435	0.6402965	0.1994692	0.5424208	0.5152679	0.4807788	0.3115399	0.3324774	0.4793076	0.9291698	0.5686856	0.4641567	0.3210543	0.6789949	0.6534280	0.5944361
900	0.6955379	0.1168462	0.5595678	0.2802563	0.2088989	0.4879994	0.4266027	0.0703284	0.6628319	0.2256055	0.6090900	0.7128304	0.5370978	0.3302750	0.7647246	0.1992805	0.2554519	0.4905186	0.2699552	0.7853584	0.1825677	0.0403374	0.6043314	0.3680838	0.0176821	0.0222345	0.0961164	0.6299993	0.5715162	0.6333254	0.5864205	0.5360842	0.0844116	0.6975987	0.5147143	0.3772202	0.4238040	0.5426306	0.4414878	0.3665993	0.0060463	0.2625237	0.2677045	0.5850409	0.6011338	0.0315894	0.1684596	0.5260587	0.5196011	0.5666698	0.2002736	0.6440727	0.0679838	0.4305161	0.6427031	0.1520605	0.3607796	0.4909873	0.5248641	0.5390476	0.4853130	0.6525558	0.3567703	0.2767134	0.2262479	0.5247102	0.2742452	0.2030868	0.5751776	0.2033197	0.2005615	0.1905061	0.1204053	0.3987302	0.3122027	0.1770141	0.0000274	0.4619698	0.4746259	0.2052642	0.2725965	0.2566379	0.5080327	0.1651617	0.3252097	0.6609932	0.2541973	0.4764055	0.3977492	0.5106588	0.3136951	0.4425435	0.4749324	0.7176082	0.6907424	0.7423924	0.3257908	0.7047384	0.6167324	0.7365871
950	0.5647886	0.0695258	0.4895970	0.3149603	0.2644779	0.4795648	0.4086760	0.0683873	0.5341883	0.2517397	0.6668401	0.5621709	0.5689632	0.3825622	0.6278826	0.2675470	0.3746948	0.4247471	0.1973284	0.5614011	0.2393846	0.0184286	0.6092465	0.3757345	0.0125822	0.0511752	0.1536615	0.6653432	0.5381160	0.6256057	0.4466908	0.6373525	0.1069117	0.7075457	0.4491670	0.3503264	0.4309874	0.6781144	0.4294881	0.3033721	0.0145090	0.2422953	0.3452873	0.6171498	0.6540632	0.0138149	0.1183451	0.4786976	0.4823481	0.5502457	0.1607102	0.5696388	0.0616467	0.4735945	0.5081763	0.1359750	0.2867441	0.4878528	0.6003610	0.5257380	0.5530108	0.6224249	0.3289823	0.2447766	0.2733985	0.5372482	0.2916653	0.2346510	0.5695118	0.1470979	0.1364204	0.1224514	0.1374527	0.4612681	0.3947699	0.1226630	0.0064733	0.4934563	0.5756288	0.2320872	0.2815204	0.1761018	0.5206556	0.1033253	0.3474136	0.6137031	0.2227476	0.6465441	0.4178035	0.6309846	0.4028548	0.3463128	0.5659614	0.5956434	0.7702387	0.7172245	0.2250560	0.6687154	0.6811133	0.6393953
1000	0.6324634	0.0780284	0.5670785	0.3859613	0.2494184	0.4711014	0.4380529	0.0763137	0.4794801	0.2123320	0.6419109	0.5820951	0.5413605	0.3662880	0.6880422	0.1468191	0.3638285	0.3876937	0.2199429	0.5709349	0.1995348	0.0202246	0.6791521	0.3778861	0.0130033	0.0531769	0.1467385	0.6887969	0.4592760	0.7767981	0.4442956	0.7105219	0.1047770	0.5669289	0.5275414	0.2902626	0.4505369	0.5359981	0.4722886	0.3125673	0.0149952	0.2745582	0.2330821	0.6903598	0.6552256	0.0158492	0.1580438	0.5264711	0.4395553	0.5793453	0.2199512	0.7119355	0.0964182	0.4549012	0.5162432	0.1091751	0.2620986	0.4624464	0.7443224	0.6088748	0.4889797	0.7706213	0.3303547	0.2665701	0.2530762	0.6243221	0.2794575	0.3000095	0.6749554	0.1495255	0.1737849	0.1119287	0.0989815	0.4730818	0.3799807	0.1544106	0.0040673	0.5463223	0.5104740	0.2575516	0.3651183	0.2649341	0.5071692	0.0775625	0.3573136	0.5738471	0.2222998	0.4137786	0.4314693	0.6204723	0.3776665	0.4479539	0.3959478	0.7278405	0.5673282	0.7745815	0.2706907	0.6025750	0.6804076	0.6617219

0	0.7245387	0.0612740	0.4301934	0.4725019	0.3395383	0.4745853	0.4105819	0.1088929	0.6533378	0.2575546	0.6157754	0.7188896	0.5209320	0.2823048	0.6914666	0.2037343	0.3597035	0.4862437	0.2145768	0.6928545	0.2070723	0.0302165	0.7386754	0.3641259	0.0090469	0.0417978	0.1146251	0.6030274	0.4977189	0.8053764	0.5025158	0.6461463	0.0866188	0.5834279	0.5885070	0.2972910	0.4373525	0.4383577	0.5101072	0.2587779	0.0349961	0.2205725	0.2399848	0.6814988	0.6078855	0.0053455	0.1059420	0.5379285	0.4360057	0.4554914	0.2168999	0.6293485	0.1203404	0.4645779	0.6666587	0.1061222	0.4023523	0.5731577	0.6614131	0.6278951	0.5694171	0.7619277	0.4127197	0.3229328	0.2826215	0.6905790	0.3297458	0.2656154	0.7345172	0.1554204	0.2003880	0.0900938	0.1277883	0.3870904	0.3995477	0.1156158	0.0047144	0.5162069	0.4737357	0.1896630	0.3727969	0.2792933	0.5180372	0.1840087	0.4147375	0.6905580	0.1941841	0.6230893	0.4957116	0.4842207	0.4484656	0.3299168	0.4744309	0.6967089	0.8015280	0.7207514	0.2745657	0.5894649	0.7480592	0.6806112
