"Time"	G1	G2	G20	G10	G16	G4	G17	G8	G11	G56	G3	G5	G19	G12	G13	G14	G15	G50	G41	G52	G53	G51	G21	G22	G55	G42	G54	G40	G44	G39	G35	G49	G45	G48	G61	G9	G47	G43	G79	G57	G60	G89	G80	G84	G81	G82	G83	G88	G86	G78	G77	G75	G91	G90	G85	G58	G59	G99	G92	G93
500	0.5556468	0.0044160	0.5494895	0.3812154	0.0916552	0.6380423	0.0933879	0.0804231	0.1517674	0.6214519	0.0745548	0.1581855	0.6659865	0.0242187	0.2779202	0.0739612	0.4742727	0.6560503	0.2582209	0.6789817	0.0053472	0.4358470	0.7518547	0.3109541	0.1435908	0.3353460	0.3731720	0.5261099	0.0845811	0.2771363	0.6757485	0.1100693	0.0989562	0.6555800	0.2429408	0.1116822	0.3144375	0.0713357	0.5994159	0.1613891	0.4252701	0.0886049	0.0003439	0.3221268	0.3773262	0.4849720	0.0658103	0.4560919	0.8193884	0.0145047	0.2539061	0.6319427	0.0272764	0.3472158	0.6617838	0.6996858	0.5435483	0.6811382	0.3665902	0.5545721
550	0.7130191	0.0216729	0.4544754	0.2850793	0.0822577	0.7156248	0.0952432	0.0314118	0.2648820	0.7807266	0.0520916	0.3114864	0.7187677	0.0109059	0.3132433	0.0687230	0.4386860	0.7033549	0.2498795	0.7569845	0.0077570	0.3064981	0.4107803	0.3397349	0.1358574	0.3823729	0.3753087	0.3907503	0.0698656	0.3098891	0.5840772	0.0584951	0.1446715	0.6991965	0.3516720	0.0694419	0.2791137	0.0278744	0.7410181	0.0432707	0.3669773	0.0467231	0.0015929	0.3706296	0.4637831	0.4552942	0.0680320	0.2370415	0.8160918	0.1802542	0.1611611	0.6816674	0.0182967	0.4878451	0.8409151	0.5724011	0.3734684	0.6315202	0.5209478	0.0945022
600	0.7731602	0.0053503	0.4224698	0.2873247	0.0599630	0.5911247	0.1926154	0.0829700	0.1401239	0.5209022	0.0288581	0.2345149	0.8282511	0.0177583	0.3241404	0.0230183	0.5402608	0.6452536	0.3320267	0.7132795	0.0125692	0.2866428	0.3595156	0.2678131	0.1940563	0.4780923	0.6317666	0.4043290	0.1295300	0.2957761	0.5823234	0.0712308	0.2837579	0.6584804	0.2706109	0.0951974	0.3393834	0.0334341	0.6925622	0.0308079	0.3257677	0.0938000	0.0031504	0.4935084	0.5377449	0.6353995	0.0213504	0.2454485	0.7378171	0.3658249	0.0812495	0.7552082	0.0206923	0.4477406	0.6644110	0.6507403	0.4970530	0.8351420	0.4731188	0.0289458
650	0.7103524	0.0053531	0.4274966	0.3928141	0.0718009	0.5143646	0.1063142	0.0311933	0.1248504	0.5731396	0.0257424	0.2257080	0.8039444	0.0140051	0.3476760	0.0469985	0.4791524	0.6174381	0.4617952	0.6332186	0.0125876	0.2336764	0.4025697	0.1852449	0.1730743	0.4274388	0.4875867	0.4980294	0.2148201	0.3310881	0.7242220	0.1062600	0.1795636	0.6277423	0.2890165	0.0766995	0.2835146	0.0439168	0.7342541	0.0228145	0.2764913	0.1254729	0.0079325	0.3943679	0.4306035	0.4649902	0.0358818	0.1983043	0.7411809	0.3064125	0.0482878	0.6707770	0.0130384	0.4489892	0.7629871	0.5799292	0.5064113	0.7044134	0.3809687	0.0067604
700	0.6230831	0.0114458	0.4530453	0.4230305	0.0771911	0.5884500	0.1319609	0.0366145	0.1303756	0.6092094	0.0677921	0.2690709	0.7874409	0.0321063	0.3274531	0.0296467	0.5282188	0.6418993	0.3405671	0.6870280	0.0096312	0.1905760	0.3178984	0.2550832	0.1453948	0.4511009	0.3941628	0.4246118	0.1157739	0.3082805	0.7059489	0.0912396	0.1808301	0.6338466	0.4132557	0.0801292	0.3602056	0.0254523	0.6616610	0.0237653	0.2782341	0.0638012	0.0028517	0.3286574	0.3689809	0.5168412	0.0478665	0.1576084	0.7140535	0.3877915	0.1066311	0.6688415	0.0074723	0.4621323	0.6901314	0.7177457	0.5248330	0.7311131	0.4465155	0.0050864
750	0.6891848	0.0141784	0.5324872	0.4085097	0.0991215	0.6914941	0.1662394	0.0275063	0.1192799	0.6429786	0.0469488	0.2951174	0.8335271	0.0122964	0.2888272	0.0230552	0.5941117	0.6995102	0.3970613	0.7555049	0.0037404	0.2083043	0.3291429	0.1768177	0.1479248	0.5798652	0.5598728	0.4656428	0.1485682	0.3018351	0.7231062	0.0765179	0.2471977	0.5902188	0.2989841	0.1204973	0.3345339	0.0285134	0.6362043	0.0251220	0.2447808	0.0542981	0.0039045	0.3991045	0.4160501	0.6542165	0.0879355	0.2019250	0.7675445	0.2876157	0.0887521	0.7537272	0.0332648	0.4577184	0.7234954	0.7213767	0.4974739	0.7373642	0.5138895	0.0036455
800	0.6774791	0.0200475	0.4849634	0.2964611	0.0925774	0.6359939	0.2063186	0.0354199	0.1505021	0.5454811	0.0497626	0.2580377	0.6924293	0.0225559	0.2227955	0.0294265	0.4683769	0.5913795	0.4056543	0.6063247	0.0172150	0.1649406	0.4130218	0.1963398	0.1985062	0.4638153	0.5619828	0.4402111	0.1444280	0.2966927	0.6361085	0.0517113	0.2663373	0.5952691	0.2314441	0.0707908	0.3447512	0.0360719	0.7825486	0.0232386	0.2549135	0.0753429	0.0018968	0.3848218	0.3432227	0.5340223	0.0477044	0.2069075	0.7582520	0.3351613	0.0848993	0.6374842	0.0133417	0.4930633	0.7317145	0.5342096	0.5045857	0.6599961	0.4122868	0.0031978
850	0.6261808	0.0036680	0.5164486	0.2579359	0.0810935	0.6313619	0.2020309	0.0640072	0.1477162	0.6520131	0.0647575	0.2655858	0.7401376	0.0196823	0.2588688	0.0501292	0.5103768	0.6655755	0.2655011	0.6708777	0.0119898	0.1359761	0.4033327	0.1587730	0.1463215	0.4505317	0.4387929	0.4709758	0.0926844	0.3748036	0.7194130	0.0848475	0.1868830	0.5639561	0.2842250	0.1080050	0.4039263	0.0357498	0.6029900	0.0096131	0.3262675	0.1070205	0.0001751	0.4519075	0.3510829	0.5019510	0.0287520	0.1647261	0.8071178	0.4027877	0.0505739	0.6807494	0.0255463	0.4893872	0.5566206	0.6028447	0.5524819	0.7383376	0.4447519	0.0003999
900	0.7056330	0.0172449	0.5088484	0.3723869	0.0822919	0.4951008	0.1372020	0.0948370	0.1157608	0.5605633	0.0275366	0.3522143	0.7421925	0.0112963	0.2684002	0.0459495	0.5566526	0.7176996	0.3336287	0.6453514	0.0076524	0.1593290	0.3602508	0.2013200	0.1178307	0.4258651	0.5717116	0.4711329	0.1774971	0.3832634	0.6686616	0.0588987	0.1857067	0.6747428	0.2935091	0.0883115	0.4093868	0.0312597	0.7465263	0.0064820	0.3189920	0.0851414	0.0009229	0.4925193	0.3971819	0.4584996	0.0342749	0.2613253	0.7166192	0.3806090	0.1066907	0.6523895	0.0226117	0.4845856	0.7571376	0.5026256	0.5959310	0.7254528	0.4780475	0.0026874
950	0.8099573	0.0059225	0.4325860	0.3653617	0.0711711	0.6932296	0.1919387	0.0754924	0.0965780	0.4918117	0.0475873	0.3502926	0.7423803	0.0256744	0.2653208	0.0078885	0.5116154	0.7190313	0.3569009	0.6576215	0.0164929	0.1908633	0.3163695	0.2291851	0.1530510	0.5760008	0.4599370	0.3661357	0.2106758	0.3792640	0.6607316	0.0513747	0.2750063	0.6679278	0.2426059	0.0879194	0.3630335	0.0338939	0.6520756	0.0316876	0.2520999	0.1321234	0.0039423	0.3354184	0.2747667	0.6133951	0.0293015	0.2218896	0.7026508	0.3501773	0.0826938	0.6853433	0.0301694	0.3744346	0.7437143	0.6933920	0.5873376	0.6883098	0.4677261	0.0041173
1000	0.6854342	0.0213045	0.4862366	0.3485912	0.1103319	0.5944356	0.1812399	0.0563081	0.1168243	0.6231080	0.0254850	0.2853423	0.6355043	0.0217272	0.2244051	0.0117967	0.6197334	0.7751831	0.4032766	0.6439412	0.0109070	0.2842795	0.3878509	0.1851812	0.1962971	0.4634247	0.6450054	0.4545980	0.2397939	0.3647777	0.6752179	0.0562617	0.3500176	0.5375385	0.2348955	0.0522815	0.4279273	0.0441337	0.8477390	0.0308738	0.2046793	0.0575341	0.0000357	0.3536223	0.3540887	0.3663804	0.0477314	0.3131544	0.7555246	0.3718580	0.0590438	0.7856077	0.0049252	0.4088481	0.7010832	0.5857389	0.6422611	0.7210719	0.4250820	0.0079747

0	0.7352390	0.0096743	0.5727163	0.3987306	0.0901229	0.6584911	0.1077467	0.0881241	0.1085240	0.4745223	0.0496454	0.2720450	0.6969438	0.0195377	0.2674370	0.0337036	0.4801893	0.5731554	0.5432531	0.8148651	0.0157311	0.2228786	0.4522470	0.2093615	0.2296148	0.4673522	0.4083553	0.5160483	0.1582957	0.3283660	0.6387462	0.0700984	0.2280847	0.6283371	0.3295471	0.1084374	0.3911107	0.0298842	0.7565120	0.0192211	0.3254445	0.0654134	0.0003632	0.4088507	0.4043493	0.5543995	0.0691091	0.1375084	0.6615766	0.3791890	0.0750091	0.7037920	0.0211068	0.4874839	0.6795330	0.5619797	0.4196300	0.7122794	0.4459850	0.0037978
50	0.6316786	0.0039019	0.5983032	0.3705392	0.0432498	0.6158050	0.1741578	0.0680960	0.1314710	0.5195983	0.0114259	0.1249006	0.6833675	0.0259415	0.3225686	0.0616836	0.5463995	0.3666149	0.4520694	0.6827196	0.3995826	0.2191018	0.2841331	0.1945047	0.1660882	0.1849183	0.6761407	0.1857607	0.1396001	0.3670548	0.6836395	0.5173209	0.2005059	0.7126592	0.3697394	0.0587789	0.3714091	0.4598228	0.7240646	0.0106882	0.3163232	0.0965864	0.0033193	0.4890522	0.4260692	0.6105550	0.0469203	0.2052639	0.7650245	0.4282299	0.1136384	0.5159098	0.0172992	0.3914599	0.3060133	0.5590289	0.5276647	0.5344784	0.6294362	0.0088583
100	0.6709515	0.0034596	0.5553755	0.3505561	0.0251633	0.6708853	0.0324277	0.0640414	0.1293999	0.5948374	0.0027124	0.0559119	0.7584750	0.0186794	0.2861467	0.0856066	0.5610568	0.4034233	0.3309443	0.3207578	0.4872908	0.1163717	0.3493492	0.1579920	0.1402931	0.1122835	0.3712614	0.1604612	0.0746497	0.3473482	0.6253274	0.4620949	0.0583350	0.5932709	0.3420413	0.0682257	0.3266765	0.5874499	0.6587038	0.0137477	0.4117386	0.0595985	0.0019805	0.3245977	0.3751160	0.6191470	0.0652982	0.1801284	0.6649623	0.4966172	0.0712128	0.4450877	0.0292638	0.4612881	0.3121184	0.5739640	0.3901492	0.5461959	0.6931672	0.0016460
150	0.6300210	0.0042090	0.5485966	0.4021458	0.0425708	0.6704573	0.0074482	0.0422197	0.1324230	0.6034569	0.0011674	0.0558083	0.7617682	0.0340474	0.2918217	0.2169487	0.4194341	0.3903862	0.2921871	0.2484517	0.5678039	0.0630425	0.2074629	0.0997302	0.0842729	0.0466810	0.2764148	0.1354940	0.0292824	0.1943455	0.3498625	0.5028227	0.0294937	0.6707146	0.3202130	0.0933168	0.3148478	0.5235884	0.7320068	0.0183083	0.5011244	0.0692581	0.0173202	0.3613676	0.4461615	0.6068006	0.0465135	0.1693847	0.7385939	0.4725771	0.1087125	0.4487582	0.0553106	0.3738551	0.3320925	0.7268593	0.3509189	0.5437988	0.6692458	0.0100623
200	0.6507895	0.0207808	0.5350465	0.3772480	0.0637057	0.6671261	0.0000000	0.0821346	0.1767813	0.5800809	0.0004678	0.0464224	0.7198451	0.0472721	0.3822936	0.1883262	0.4489123	0.3683395	0.2631011	0.1825472	0.6891985	0.0377171	0.1585618	0.0495662	0.0291873	0.0385049	0.3377417	0.0692203	0.0268359	0.2078643	0.3310085	0.5375238	0.0105721	0.5683217	0.2216143	0.1311389	0.2150783	0.6352481	0.6926021	0.0005956	0.6487240	0.0736426	0.0067811	0.3639278	0.4311178	0.6898431	0.0585886	0.2419110	0.6728945	0.3437242	0.0964724	0.4322387	0.0180463	0.4782172	0.3271195	0.6188754	0.2335536	0.6808650	0.6370276	0.0019800
250	0.6248176	0.0030161	0.5179085	0.3924213	0.1146666	0.7449410	0.0003218	0.0645781	0.1607901	0.6053516	0.0011283	0.0506128	0.8135324	0.0690218	0.4178583	0.2294800	0.5088242	0.4064924	0.2336746	0.1879500	0.6529602	0.0316765	0.2253291	0.0303700	0.0472404	0.0422730	0.2338825	0.0818467	0.0272330	0.2336954	0.1841071	0.4139390	0.0077778	0.5111151	0.3633080	0.1110877	0.1103868	0.5647150	0.6623117	0.0031731	0.6078217	0.0780758	0.0025720	0.3654210	0.4505288	0.7911185	0.0484258	0.2134837	0.6760857	0.4630343	0.0740455	0.4814815	0.0090528	0.4364138	0.3243707	0.6055786	0.2615746	0.5253405	0.7384052	0.0064328
300	0.7745129	0.0062368	0.4557832	0.4323387	0.0749540	0.4976201	0.0005740	0.0563129	0.1284488	0.6940073	0.0002210	0.0416851	0.7731455	0.0715720	0.4707975	0.1897364	0.4127314	0.4524866	0.1669359	0.1041762	0.5246291	0.0157888	0.1587971	0.0216829	0.0369460	0.0313197	0.2547588	0.1419709	0.0286508	0.2367030	0.1932398	0.4812152	0.0156168	0.4768131	0.3208705	0.1088269	0.1207797	0.5560791	0.6654677	0.0030369	0.5155720	0.0529179	0.0010796	0.4189447	0.3026971	0.6372921	0.0649232	0.1320247	0.7777525	0.4638874	0.0592270	0.4919970	0.0117413	0.4934351	0.3279257	0.5804006	0.1775703	0.5748496	0.6823877	0.0023455
350	0.8791595	0.0070015	0.4551325	0.3812100	0.0403898	0.5241021	0.0018142	0.0496693	0.2298244	0.7270672	0.0002064	0.0245624	0.7061412	0.0777172	0.3882083	0.1938638	0.4435672	0.3979543	0.1792870	0.0738185	0.6598661	0.0096109	0.2709757	0.0614628	0.0229550	0.0391961	0.2390195	0.0973125	0.0438304	0.1959539	0.1414278	0.6327119	0.0027895	0.4361759	0.4221561	0.0571487	0.0886922	0.6169515	0.7007332	0.0089167	0.5507623	0.0882047	0.0104652	0.3947787	0.3457169	0.7107644	0.0445398	0.2654019	0.7584882	0.4235618	0.0557659	0.3951767	0.0103133	0.4914130	0.2795497	0.5585274	0.1772469	0.5782480	0.6809551	0.0022764
400	0.6415683	0.0045066	0.4681326	0.2452095	0.0843213	0.5970826	0.0057117	0.0711399	0.1551610	0.6966343	0.0000576	0.0298148	0.6630147	0.0905686	0.3126733	0.1602654	0.4047409	0.4446809	0.2708718	0.1103018	0.5874400	0.0213007	0.1501381	0.0391055	0.0460180	0.0391132	0.3221698	0.1318388	0.0421792	0.2238785	0.2015699	0.5577460	0.0083152	0.5063466	0.2831401	0.0612770	0.0779829	0.6419293	0.6371829	0.0115140	0.5768553	0.0881438	0.0085065	0.3387438	0.2921485	0.6763054	0.0673022	0.1804634	0.7856922	0.3785741	0.0912971	0.4075968	0.0161565	0.5083972	0.2896935	0.6945599	0.1805855	0.6620796	0.7792488	0.0049548
450	0.8271176	0.0078258	0.5354996	0.3997916	0.0278596	0.5585516	0.0005285	0.0229484	0.1010088	0.7950986	0.0002380	0.0186177	0.5970117	0.1361802	0.3034619	0.1614550	0.5887064	0.3818474	0.1675443	0.1308865	0.5865111	0.0344012	0.1314273	0.0281973	0.0388178	0.0959126	0.3065118	0.0899021	0.0297831	0.1650419	0.0661164	0.5233002	0.0012384	0.3982449	0.2636916	0.0598842	0.0569745	0.7294708	0.7506602	0.0084385	0.5037100	0.0676285	0.0018482	0.3503357	0.3635244	0.7446763	0.0804029	0.1238236	0.7601658	0.3443347	0.1456006	0.3392078	0.0192437	0.5611791	0.2475113	0.6130006	0.1353487	0.6995133	0.7583442	0.0116880
500	0.6241878	0.0051464	0.4404485	0.3490478	0.0681839	0.6244835	0.0001288	0.0398788	0.1082559	0.6117799	0.0008151	0.0668246	0.6996901	0.2221948	0.2749317	0.1955506	0.5214694	0.3670304	0.1735908	0.1473373	0.5940791	0.0071729	0.1763953	0.0242837	0.0319189	0.0454397	0.2542520	0.0916377	0.0554617	0.1559565	0.0599034	0.4988115	0.0132387	0.4310052	0.2342344	0.0836391	0.0440690	0.5897257	0.5903789	0.0084487	0.5514399	0.0788230	0.0039298	0.3311006	0.4903520	0.6789594	0.0664277	0.1217127	0.6911557	0.3984124	0.1120769	0.3761404	0.0230621	0.4320729	0.3011314	0.5623146	0.1299006	0.5819253	0.7307171	0.0039475
550	0.7099718	0.0054852	0.4494616	0.3945985	0.0653748	0.6778068	0.0010965	0.0496514	0.1605853	0.6764803	0.0932318	0.1737793	0.5384733	0.1148439	0.4071373	0.1439214	0.5818166	0.6405373	0.2253538	0.1095480	0.1457445	0.0153976	0.1747974	0.0515524	0.0341855	0.2432686	0.3013883	0.3214982	0.0367784	0.1205718	0.1778444	0.2109698	0.0174183	0.5205310	0.3201638	0.0926636	0.0670825	0.0448088	0.6341616	0.0065917	0.4186170	0.0718967	0.0008876	0.4814615	0.3670314	0.5690519	0.0272914	0.1519162	0.6884118	0.3489531	0.0820801	0.6327755	0.0128261	0.4219803	0.6621986	0.6533264	0.2253748	0.7717781	0.4925650	0.0043614
600	0.7711855	0.0179067	0.4725758	0.3378789	0.0416835	0.5403571	0.0463023	0.0814964	0.1559447	0.6878433	0.0656224	0.2537683	0.6827362	0.0573070	0.3500478	0.0850548	0.4756010	0.7671674	0.2130954	0.3473416	0.0485441	0.0294562	0.2293936	0.0408981	0.1419506	0.3593072	0.3621215	0.4467701	0.0504678	0.1670290	0.5448922	0.0529584	0.1364367	0.5836876	0.3850495	0.0994466	0.2260791	0.0744966	0.6799382	0.0016392	0.2721260	0.0911418	0.0064826	0.4237594	0.2700248	0.5071635	0.0425931	0.1982377	0.7695280	0.3554350	0.0606954	0.8253038	0.0037416	0.4646086	0.7656427	0.5038987	0.3212199	0.6521901	0.4934935	0.0090012
650	0.6498135	0.0088330	0.5679746	0.5199814	0.0997177	0.5475309	0.1548485	0.0716341	0.1395729	0.7343539	0.0807095	0.3255841	0.8158864	0.0148831	0.2149878	0.0671070	0.4305648	0.6908845	0.3467403	0.5779314	0.0153010	0.1221625	0.3112184	0.0516446	0.1063018	0.3387834	0.4389188	0.3642887	0.0836717	0.3356530	0.6556730	0.0722047	0.2107330	0.5973277	0.3313656	0.1058449	0.3228360	0.0347576	0.7218812	0.0088685	0.3619451	0.0572970	0.0018695	0.4204980	0.3173995	0.5150813	0.0360402	0.1884547	0.6773688	0.3299288	0.0942492	0.7173389	0.0108188	0.5131177	0.7624977	0.4796994	0.4262669	0.6626261	0.4379546	0.0033871
700	0.6432183	0.0138185	0.4994976	0.3267487	0.0463292	0.6541403	0.1007646	0.0635342	0.1119110	0.5418199	0.0696274	0.2707350	0.8043640	0.0299878	0.1712990	0.0421206	0.6054935	0.6722815	0.4083592	0.6817412	0.0379468	0.2557595	0.2862808	0.1246991	0.1705278	0.3479646	0.3960555	0.4077137	0.1380185	0.3438150	0.6192951	0.0632193	0.2634994	0.6126583	0.3511243	0.1034965	0.3990679	0.0294662	0.7121525	0.0193514	0.2866550	0.0768156	0.0041390	0.4616222	0.5613262	0.5621694	0.0778166	0.2381632	0.6837297	0.3596819	0.0677440	0.8111608	0.0086230	0.5766045	0.6526764	0.5491471	0.5073398	0.7225909	0.4293690	0.0085830
750	0.6114003	0.0062037	0.5721021	0.3298485	0.0900324	0.7805308	0.1560844	0.0435790	0.1053176	0.6865240	0.0591356	0.3189220	0.7201225	0.0235178	0.2575112	0.0180020	0.4092856	0.5599406	0.4392109	0.6463546	0.0068796	0.2139766	0.4489979	0.2163728	0.1635891	0.4447154	0.6461551	0.5134844	0.1953039	0.3749974	0.6574895	0.0758908	0.3357241	0.7952935	0.3210428	0.0926691	0.4214125	0.0311848	0.7472595	0.0221999	0.2835509	0.0744293	0.0070409	0.4344102	0.4024441	0.6561712	0.0455965	0.1948705	0.7400405	0.4069958	0.0692678	0.7812303	0.0146381	0.5009120	0.7770552	0.6570154	0.5854169	0.7282616	0.4508067	0.0165286
