"Time"	G1	G2	G20	G10	G17	G4	G16	G9	G8	G18	G94	G11	G95	G98	G7	G6	G46	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G12	G14	G13	G39	G49	G22	G21	G41	G50	G15	G52	G53	G51	G55	G42	G44	G54	G45	G40	G48	G61	G43	G57	G47	G72	G67	G60	G58	G99	G59	G80	G84	G82	G89	G88	G83	G79	G81	G77	G78	G75	G85	G90	G91	G86	G69	G92	G93	G87	G68	G96	G97	G63	G27	G26	G25	G23	G24	G62	G74	G71	G76	G31	G30	G70	G29	G28	G73
450	0.6580721	0.0099500	0.7362898	0.0545886	0.4741694	0.7791316	0.0096811	0.3925148	0.1608423	0.0636506	0.6195221	0.0007070	0.5268576	0.7125517	0.4642132	0.4455620	0.1548965	0.5150976	0.5923633	0.6907500	0.6629193	0.6147980	0.7040472	0.3516622	0.6075189	0.3300001	0.0270722	0.0368822	0.0543305	0.4112259	0.4210130	0.5210927	0.3648283	0.0086419	0.1982203	0.0004123	0.0653649	0.4770542	0.7282444	0.5132237	0.6082176	0.0280600	0.5873146	0.0899587	0.4701250	0.0378183	0.6712866	0.5475705	0.4433583	0.0313477	0.3645629	0.0435496	0.0439874	0.7668004	0.0725625	0.3461226	0.5504924	0.0208389	0.7772264	0.3019358	0.4675367	0.0653230	0.3896314	0.6992239	0.4015092	0.0762966	0.3174744	0.2589395	0.1836593	0.0576490	0.0570374	0.6451095	0.7028603	0.5960049	0.5511411	0.1708010	0.3372213	0.7120298	0.5108092	0.4647514	0.1228520	0.0071124	0.0012539	0.8071457	0.4370164	0.6604083	0.0599756	0.4017751	0.2953864	0.1165528	0.6367269	0.0420616	0.7276518	0.3100832	0.1621394
500	0.8139408	0.0131152	0.6845104	0.0424854	0.4196918	0.7502633	0.0240748	0.3924591	0.2140149	0.0814701	0.6464801	0.0001897	0.6888492	0.6096199	0.3891940	0.4996612	0.1808694	0.4594381	0.6093332	0.5811410	0.7543602	0.7543137	0.6479919	0.4076187	0.5137022	0.3104037	0.0140385	0.0460346	0.0329604	0.3861392	0.4476255	0.4966586	0.3177062	0.0273662	0.1841989	0.0004139	0.0682199	0.4446916	0.7166806	0.5615295	0.5212891	0.0304388	0.6259232	0.0724787	0.3908449	0.0531925	0.8349314	0.4811041	0.5164315	0.0127278	0.3908867	0.0493296	0.0765063	0.6374768	0.0548636	0.4207064	0.6099684	0.0324398	0.6471304	0.1956146	0.6472923	0.0611212	0.4549677	0.8102241	0.3043243	0.0448464	0.3426521	0.3199650	0.1153981	0.0622480	0.0746026	0.6258909	0.7553400	0.6222498	0.5593235	0.1512791	0.2764642	0.7267820	0.6148098	0.5653231	0.1085777	0.0050363	0.0000250	0.5660140	0.4147446	0.7067758	0.0852105	0.3993053	0.2192183	0.0856372	0.5368285	0.0612297	0.6557590	0.3733563	0.1714862
550	0.2206997	0.0093079	0.4783810	0.1602492	0.3502733	0.6229725	0.0056807	0.3767190	0.3060157	0.0698325	0.7255974	0.0018066	0.5375476	0.6589689	0.2994871	0.4796588	0.1874483	0.7226887	0.6499418	0.7698624	0.7345520	0.8191476	0.7092516	0.4043430	0.4686337	0.2681350	0.1630523	0.0266382	0.0179369	0.4750738	0.3833848	0.5289648	0.3871096	0.0207554	0.1664624	0.0224294	0.2348631	0.4766905	0.6398392	0.5412379	0.4535287	0.0292745	0.6369220	0.1882612	0.3722611	0.0351131	0.5825137	0.3064008	0.2191314	0.0117896	0.3726648	0.2158920	0.0599547	0.6816520	0.0604928	0.7094434	0.6500009	0.0207897	0.5939860	0.1798200	0.4742928	0.0584474	0.4457374	0.6670111	0.2889821	0.0491155	0.2727562	0.2511034	0.1405245	0.0850871	0.0352554	0.5551390	0.7007637	0.8050755	0.4940586	0.1699652	0.4299683	0.7854779	0.5771856	0.5987704	0.1163309	0.0008401	0.0053622	0.7275332	0.4352561	0.5787534	0.1043489	0.2561011	0.2451687	0.1999547	0.7459253	0.0520805	0.5806533	0.5981206	0.3731410
600	0.0955926	0.0095587	0.2430815	0.6844961	0.3278673	0.5901862	0.0382132	0.6027614	0.3568470	0.0650239	0.5275250	0.0018568	0.6923261	0.6373675	0.3679846	0.4948553	0.2258274	0.6466096	0.5183073	0.8133408	0.6468579	0.7087371	0.6583741	0.3123039	0.5910352	0.5387649	0.2227674	0.0825390	0.0437088	0.5192554	0.4427450	0.5250641	0.4044867	0.0270790	0.2076816	0.0169102	0.2113271	0.4077356	0.6516404	0.5219663	0.4965774	0.0231611	0.6599579	0.0799954	0.4243337	0.0168991	0.6390667	0.3192738	0.1352948	0.0074471	0.4254479	0.2992538	0.0973405	0.7089552	0.0990628	0.8387468	0.5296217	0.0094260	0.7596658	0.2736125	0.3682868	0.0642119	0.4829985	0.6000477	0.3796235	0.0422741	0.2156711	0.3251618	0.1375111	0.0841064	0.0323231	0.6063766	0.7231380	0.7222753	0.5510077	0.1896038	0.5077789	0.5916124	0.4431840	0.5165454	0.0690111	0.0054812	0.0087437	0.8170061	0.4276468	0.7449215	0.1333192	0.1479091	0.2864105	0.2171571	0.6496115	0.0478978	0.7049342	0.5898875	0.3022465
650	0.1827003	0.0144051	0.1166087	0.7369959	0.3359259	0.7213274	0.1387492	0.4216066	0.6116363	0.0180552	0.5991004	0.0046222	0.6472296	0.7246313	0.2941779	0.2652028	0.0843984	0.6627324	0.6367986	0.9312681	0.6627474	0.7783624	0.6974342	0.2286510	0.5487679	0.5514261	0.2387066	0.1286305	0.0391968	0.7015348	0.3635824	0.5214373	0.3635890	0.1509439	0.2937275	0.0422343	0.2696600	0.5106863	0.5880555	0.4976737	0.5754287	0.0594686	0.6984096	0.1429518	0.5381073	0.0115153	0.7830694	0.1704489	0.1333359	0.0127130	0.4735884	0.2463070	0.2096252	0.7194555	0.1702795	0.6406813	0.5635816	0.0241708	0.7396436	0.1952898	0.3394457	0.0490568	0.4906901	0.6700285	0.3055348	0.0473352	0.1825916	0.3629602	0.1792665	0.0976528	0.0433344	0.6066193	0.5980004	0.7441178	0.5863661	0.1942698	0.3734667	0.7816080	0.4189753	0.5966991	0.1318322	0.0131432	0.0058107	0.6418463	0.4943555	0.7808742	0.0910520	0.1775923	0.1964791	0.2168948	0.6069803	0.0665293	0.5353764	0.7286745	0.3046029
700	0.2545497	0.0294772	0.1020183	0.6636609	0.4343026	0.5503907	0.1602004	0.4484883	0.5138656	0.0644062	0.7842532	0.0142474	0.5792917	0.7594303	0.3480522	0.2051005	0.1056240	0.6891253	0.5887540	0.6889788	0.6871599	0.6841309	0.7064904	0.1798900	0.5538843	0.6560093	0.2837450	0.1734584	0.0521470	0.7415716	0.3944175	0.5240838	0.5117830	0.0885381	0.2929469	0.0190926	0.2867058	0.6064022	0.7212582	0.5615392	0.5718065	0.1004124	0.5703394	0.1734944	0.3757615	0.0070414	0.6708264	0.2009314	0.0877513	0.0082582	0.4542007	0.2863757	0.2480553	0.6735765	0.2473973	0.7420721	0.6087806	0.0333175	0.6345262	0.2554394	0.3408127	0.0177145	0.4308308	0.6074581	0.2903951	0.0295454	0.3020196	0.2962015	0.1249165	0.2306418	0.0327601	0.6099769	0.7969083	0.6436441	0.4448534	0.1954496	0.3832632	0.6927640	0.5411315	0.5471505	0.1560970	0.0059534	0.0171571	0.7924922	0.4412432	0.6781562	0.1182819	0.1863975	0.2230111	0.3935983	0.5608753	0.0663331	0.5988539	0.6628057	0.3305405
750	0.3990371	0.0354894	0.0989932	0.6054196	0.3186462	0.6706790	0.0841298	0.4313947	0.5089370	0.0345923	0.7007956	0.0071559	0.6456561	0.7200499	0.3627565	0.2162196	0.0677233	0.6857643	0.6497132	0.6530082	0.6613431	0.6980288	0.6114278	0.1000383	0.5436532	0.5086130	0.2003763	0.1262120	0.0624528	0.6665865	0.3891675	0.3906626	0.4389850	0.1148045	0.3061869	0.0536261	0.2691607	0.5318922	0.6077902	0.6073921	0.5307284	0.1214203	0.7169669	0.2160653	0.4382914	0.0145333	0.7221178	0.1600476	0.0442183	0.0294809	0.4732200	0.2897188	0.1934521	0.6355228	0.2444194	0.6653854	0.6250139	0.0303087	0.7855231	0.1712794	0.3182517	0.0742858	0.4543838	0.7085761	0.2806392	0.0688698	0.2764754	0.2906291	0.1156945	0.1258991	0.0518305	0.6498017	0.6659735	0.6194574	0.6533058	0.1805598	0.3064174	0.5880470	0.5772849	0.6370555	0.1090406	0.0021919	0.0171133	0.7645295	0.4714835	0.6885850	0.1333281	0.1460578	0.2342233	0.2544614	0.6842310	0.0332375	0.5283242	0.6685450	0.2676974
800	0.4790751	0.0059069	0.1726518	0.5046710	0.4792649	0.6909581	0.0330624	0.4284393	0.3927393	0.0519461	0.6878124	0.0049258	0.5070663	0.6549261	0.3624434	0.2014344	0.0815998	0.6745682	0.5399706	0.7219901	0.6282305	0.6697662	0.6651419	0.0845317	0.6965773	0.4192821	0.2175507	0.1249570	0.0652557	0.6084167	0.4928895	0.4898882	0.3724822	0.1482114	0.3367843	0.0434927	0.2893934	0.6222329	0.7396366	0.4789307	0.5452477	0.1642031	0.6839391	0.1691184	0.5138151	0.0055850	0.6751651	0.1912427	0.0578368	0.0045223	0.5474555	0.2400374	0.2193935	0.6402484	0.2763400	0.7687394	0.6627121	0.0354907	0.6389876	0.2189787	0.2857777	0.0776635	0.5451630	0.7032870	0.5250389	0.0455779	0.2821275	0.2628211	0.2256024	0.0995036	0.0483041	0.7190527	0.6852607	0.5370405	0.4121542	0.1631943	0.4218881	0.7282673	0.6308021	0.6318839	0.1383937	0.0035451	0.0069524	0.7254096	0.3935591	0.8456882	0.0843259	0.3146837	0.2442400	0.3137945	0.6702005	0.0681615	0.6219104	0.6927076	0.3466832
850	0.3458995	0.0138368	0.1530748	0.5391890	0.3827219	0.6981970	0.0227938	0.4601342	0.3022318	0.0414399	0.7346835	0.0295330	0.6463985	0.7299684	0.3197142	0.2068749	0.0993080	0.6948949	0.6818468	0.6567130	0.6657005	0.7276574	0.6335282	0.1413805	0.5370519	0.5330205	0.2269648	0.1038003	0.0318542	0.6046493	0.4368401	0.4575977	0.4798903	0.1003267	0.3005032	0.0303569	0.3119444	0.5779698	0.8179695	0.4328448	0.7369938	0.1342157	0.6100080	0.2092584	0.3680504	0.0012508	0.7359342	0.1763813	0.0567807	0.0049931	0.4461439	0.2730133	0.2340921	0.6582688	0.2054812	0.6079382	0.7255840	0.0267156	0.5697580	0.2129807	0.3559897	0.1629466	0.4869160	0.7433525	0.6133310	0.0370976	0.3475714	0.3242858	0.1711369	0.0621773	0.0522584	0.5841521	0.6291385	0.7806840	0.5070462	0.1367990	0.3529833	0.6290866	0.5497905	0.5134545	0.1114639	0.0038786	0.0142792	0.6618588	0.4234634	0.6909594	0.1425933	0.2303073	0.2407349	0.2819682	0.7869445	0.0585451	0.7113660	0.6924929	0.3442773
900	0.2987825	0.0106251	0.1603148	0.5810630	0.3841823	0.7294647	0.0454695	0.4353647	0.5081173	0.0171047	0.7277374	0.0171880	0.6836687	0.6847275	0.4479171	0.2302614	0.0900042	0.6532818	0.6493976	0.5900136	0.7420386	0.6810973	0.7321128	0.1324497	0.5202895	0.4819723	0.3778647	0.0633889	0.0479194	0.6027506	0.3814399	0.5284977	0.4405416	0.1747513	0.2518954	0.0184169	0.2339540	0.6160792	0.7387127	0.5496162	0.7028124	0.0921668	0.7251219	0.2043995	0.4381274	0.0070204	0.7117785	0.3488484	0.0433649	0.0061408	0.4415499	0.3493438	0.2268420	0.6463997	0.2886996	0.7484246	0.5993502	0.0352452	0.7068232	0.2452199	0.3821385	0.1090960	0.3931418	0.8276938	0.4474747	0.0306218	0.3036294	0.3166613	0.1511703	0.0453761	0.0521535	0.5307462	0.5702874	0.7097765	0.4687365	0.2642964	0.3693223	0.6112762	0.5565494	0.4880556	0.1094936	0.0007761	0.0151235	0.6647520	0.4394680	0.7714789	0.0927215	0.1810190	0.2134070	0.3038838	0.6641347	0.1007819	0.5586793	0.7120597	0.2821174
950	0.3583313	0.0198785	0.1905401	0.4031587	0.3885991	0.7331546	0.0261754	0.4218422	0.4648243	0.0203571	0.6336391	0.0136762	0.6750864	0.6826043	0.3009883	0.1925845	0.0746973	0.6984863	0.5664246	0.7067690	0.6914970	0.8196128	0.7861142	0.1244313	0.6345808	0.5064596	0.3227037	0.0510410	0.0291799	0.6316038	0.4707095	0.4595605	0.5051067	0.1557020	0.2934870	0.0204305	0.3172167	0.6046308	0.7795223	0.5242402	0.5974027	0.0738573	0.5348562	0.1447144	0.4535919	0.0109058	0.7396132	0.1891541	0.0516113	0.0012422	0.6459722	0.3020729	0.2546103	0.5986673	0.2346916	0.6276101	0.5428216	0.0155778	0.6368809	0.2360594	0.3349099	0.0750697	0.5777804	0.6744561	0.4389984	0.0423395	0.3082895	0.2537768	0.2421185	0.0703696	0.0416200	0.4445833	0.7436192	0.7067051	0.4839267	0.1937807	0.4107451	0.6412928	0.5674741	0.5584442	0.1770092	0.0029694	0.0140535	0.7346227	0.3182113	0.6929333	0.0824487	0.1568884	0.1839060	0.2530891	0.8101951	0.0786625	0.7330936	0.7923433	0.2383666
1000	0.3095631	0.0075943	0.1762114	0.5434382	0.4524139	0.6268613	0.0221672	0.3372160	0.3393187	0.0209238	0.6418766	0.0205730	0.5911370	0.6746145	0.4224809	0.2271174	0.0911009	0.8305752	0.6824406	0.6939911	0.6368900	0.6686839	0.6182888	0.1259820	0.6479684	0.5612487	0.2970394	0.0540213	0.0821427	0.6586677	0.4101394	0.3867069	0.4619209	0.0565072	0.2831668	0.0364714	0.2800048	0.6348087	0.6858009	0.4253877	0.5826925	0.1655131	0.8047487	0.1721850	0.4629990	0.0129631	0.8790139	0.2291347	0.0637233	0.0146114	0.5212292	0.2086548	0.3525376	0.7133377	0.2833987	0.7182829	0.5811015	0.0284521	0.6071928	0.2287021	0.3755102	0.0764088	0.4623308	0.8854127	0.3592596	0.0575978	0.3165510	0.2457380	0.1719162	0.0765306	0.0536037	0.5320601	0.6775686	0.5476422	0.5484687	0.2250820	0.4962655	0.6829447	0.4991584	0.6279382	0.1674370	0.0029003	0.0065708	0.7215036	0.4038949	0.7229810	0.0825068	0.1257635	0.1959404	0.2795003	0.8123048	0.0673760	0.6249310	0.5796398	0.2264701

0	0.3734885	0.0125902	0.2720821	0.3674413	0.3834040	0.7253318	0.0157512	0.4639716	0.3318251	0.0342562	0.6996342	0.0497350	0.6836172	0.6100449	0.3523988	0.2504317	0.1054501	0.7022358	0.6641638	0.8193573	0.8108990	0.6578222	0.6331856	0.1318889	0.6090382	0.4685718	0.2701690	0.0255527	0.0132011	0.4902876	0.4103561	0.5330624	0.3907523	0.1228756	0.3144964	0.0285036	0.3244440	0.5994937	0.6917830	0.5727324	0.6253147	0.1125075	0.5509130	0.2913893	0.5054408	0.0071650	0.7591096	0.2098446	0.0649596	0.0041003	0.5170067	0.2781517	0.2118343	0.6218291	0.2199300	0.7701909	0.7407181	0.0455202	0.7355931	0.2322149	0.3256555	0.0843946	0.5608108	0.8087743	0.3351151	0.0560920	0.3267388	0.2569651	0.1406878	0.0845538	0.0321749	0.6144220	0.6867718	0.6812761	0.6666139	0.1625782	0.3543414	0.7471692	0.5062261	0.5785906	0.1403546	0.0037895	0.0139709	0.5972248	0.3590026	0.7302542	0.0603231	0.1859598	0.3227305	0.3352122	0.6483876	0.0664327	0.6643737	0.6967621	0.3628184
50	0.3670815	0.0122150	0.3309322	0.5034704	0.4784429	0.6319321	0.0031898	0.3621969	0.4457067	0.0211085	0.7482200	0.0159289	0.6390645	0.7397616	0.4076929	0.2601528	0.0599940	0.1704944	0.6637256	0.7410059	0.6583017	0.7113192	0.6144810	0.0882699	0.5637554	0.5969025	0.2813558	0.0209093	0.0044625	0.5735079	0.6210232	0.3119740	0.4195829	0.1221666	0.2567795	0.0193304	0.2518982	0.5554638	0.6846950	0.1445539	0.5835857	0.1365399	0.6651628	0.1978395	0.4776121	0.0032234	0.6692155	0.2589862	0.0821680	0.0129315	0.5014621	0.3089990	0.2363753	0.6080721	0.2563816	0.6882843	0.6319853	0.0020545	0.6971285	0.4767854	0.6509996	0.0888125	0.5433586	0.6343927	0.3754021	0.3764650	0.6261856	0.2931791	0.1794827	0.0287302	0.3433728	0.2179137	0.6602898	0.7182927	0.5545745	0.1932536	0.5925473	0.7283842	0.5760963	0.5800503	0.0788853	0.0124506	0.0009178	0.4601158	0.4759066	0.8886068	0.0851044	0.1821294	0.1934489	0.2963403	0.6059372	0.0862029	0.6145876	0.7129348	0.2565597
