"Time"	G1	G3	G8	G5	G4	G22	G83	G7	G6	G85	G86	G87	G54	G88	G89	G30	G29	G35	G100	G99	G32	G19	G18	G20	G81	G23	G80	G82	G51	G31	G58	G50	G78	G94	G95
450	0.3385980	0.6929757	0.5028054	0.2359720	0.4806586	0.7508504	0.0393314	0.3050942	0.0622517	0.3051732	0.6882208	0.3131732	0.0633475	0.6549833	0.0660311	0.7566002	0.0476689	0.6793919	0.6801827	0.0029477	0.6688864	0.0468327	0.1033399	0.2539401	0.0038211	0.4248463	0.0006792	0.4024170	0.0203829	0.2807543	0.2595520	0.0373900	0.5707939	0.6422764	0.6949005
500	0.4046655	0.7442670	0.5149448	0.3235699	0.5428247	0.6205016	0.0821707	0.3176348	0.0331836	0.3837039	0.6844042	0.2038334	0.0519087	0.5911233	0.0605585	0.6890506	0.0432610	0.7512998	0.7258927	0.0017150	0.7062706	0.0554853	0.1296115	0.2095204	0.0069476	0.3896751	0.0049994	0.3793977	0.0191488	0.3093871	0.2617267	0.0458897	0.7007459	0.7625084	0.8427693
550	0.1834767	0.7218834	0.5410915	0.2561157	0.5309995	0.7009199	0.1227274	0.4752865	0.0577341	0.1186084	0.7132354	0.1903469	0.0893685	0.6403570	0.0783651	0.6555636	0.0675938	0.7229081	0.7043975	0.0029558	0.7647786	0.0936381	0.5000481	0.3805389	0.0070988	0.5218342	0.1395275	0.3454607	0.0167482	0.4913055	0.5810692	0.0571752	0.8094086	0.7365862	0.6888216
600	0.0652150	0.5295323	0.6609146	0.4589350	0.2318942	0.8352255	0.1522793	0.5741018	0.2227053	0.0838585	0.7345260	0.1294311	0.0783883	0.6147207	0.0587555	0.6895431	0.0255957	0.6718381	0.7003424	0.0026163	0.6719835	0.2241054	0.5877257	0.5257028	0.0165401	0.4902012	0.1454682	0.3459317	0.0080597	0.5434309	0.7595777	0.0429954	0.7242039	0.7295225	0.7315824
650	0.0578385	0.3381943	0.6908819	0.5558326	0.1199563	0.6855556	0.0433547	0.7295928	0.4529357	0.0370211	0.5980137	0.2415522	0.0492804	0.6916266	0.0486072	0.7130641	0.0210717	0.6838850	0.7739055	0.0035781	0.6138535	0.2634825	0.7907086	0.5847417	0.0075013	0.4252434	0.1434866	0.3742811	0.0066418	0.5082557	0.8203695	0.0239051	0.5771256	0.6399933	0.6626900
700	0.0373801	0.0988813	0.7544153	0.6358102	0.1229292	0.7459259	0.0472469	0.8259070	0.5593114	0.0284448	0.6928911	0.3508357	0.0352311	0.6532399	0.0804380	0.6298470	0.0373064	0.7270914	0.8244760	0.0003398	0.8010393	0.2631196	0.7886145	0.5669073	0.0075965	0.6018142	0.1593023	0.3118585	0.0068546	0.6187815	0.7271374	0.0600735	0.4912743	0.8474345	0.6561413
750	0.0625206	0.0338165	0.5965098	0.6841322	0.1128540	0.7463215	0.0481062	0.6792477	0.6433983	0.0464891	0.8418297	0.4067324	0.0538714	0.6529295	0.1861731	0.7880159	0.1050869	0.7291546	0.7841434	0.0006781	0.7344875	0.3324891	0.9099907	0.5910137	0.0094433	0.3947180	0.1516132	0.2685285	0.0086340	0.4439338	0.6628371	0.0585366	0.3646284	0.7659882	0.7709676
800	0.0431625	0.0222928	0.7321699	0.6050450	0.1184072	0.7562981	0.0567174	0.7048612	0.8724985	0.0424945	0.6154119	0.4415899	0.0545252	0.7360454	0.2681399	0.6306489	0.1655216	0.5706578	0.6111204	0.0009899	0.5959411	0.3617026	0.6785802	0.7936847	0.0071140	0.4771694	0.1461248	0.3702476	0.0154564	0.3574143	0.6888116	0.0457056	0.4505286	0.7241779	0.6374713
850	0.0356116	0.0242348	0.7700690	0.5587552	0.0751221	0.8648291	0.0384879	0.7269640	0.7143039	0.0832854	0.7841497	0.5145739	0.0370732	0.7159966	0.3254473	0.4847422	0.2184406	0.6070529	0.6175264	0.0010486	0.7652120	0.2173503	0.6708964	0.7437924	0.0075347	0.6029950	0.1568679	0.2988872	0.0288031	0.2887570	0.6586280	0.0631400	0.4014165	0.7814346	0.5542546
900	0.0360881	0.0232242	0.7781288	0.5920825	0.0843835	0.7586560	0.0429627	0.6919775	0.7403252	0.1319689	0.6887941	0.5121856	0.0745539	0.6532675	0.4967051	0.3867244	0.1977172	0.8304097	0.6847851	0.0026602	0.5852774	0.2263210	0.6445018	0.6976111	0.0039979	0.4641060	0.0923999	0.3597052	0.0007860	0.2544307	0.7671328	0.0293807	0.4196189	0.7017580	0.7349513
950	0.0236436	0.0318252	0.6948554	0.7049996	0.1241042	0.6891863	0.0389059	0.6050189	0.6179151	0.0948567	0.8264644	0.5289606	0.0704024	0.5888664	0.3727321	0.5280218	0.1726382	0.6643050	0.8445341	0.0018676	0.6005571	0.3468871	0.6104124	0.5961877	0.0016206	0.3970855	0.1903721	0.4165153	0.0034121	0.2196153	0.8105303	0.0482269	0.3220294	0.7993619	0.7547934
1000	0.0268627	0.0046157	0.6747407	0.5893710	0.0790840	0.6510468	0.0706144	0.7831808	0.6668476	0.0406996	0.7653028	0.4913002	0.0564437	0.7229464	0.3770341	0.4450491	0.1506747	0.6328160	0.6136950	0.0002411	0.5951032	0.3574013	0.7812781	0.6858758	0.0101160	0.4698892	0.1523148	0.3869753	0.0025737	0.2765102	0.6698308	0.0284029	0.3020706	0.7060005	0.7255121

0	0.0254160	0.0143884	0.8290054	0.7556256	0.1430598	0.8770422	0.0598876	0.7527834	0.8306700	0.0741689	0.7081593	0.5210520	0.0290886	0.7837753	0.4148851	0.3805401	0.2175374	0.7301323	0.6660061	0.0088548	0.6325126	0.2871828	0.7001948	0.7301733	0.0089582	0.5955618	0.1783280	0.3832207	0.0076215	0.2729516	0.7004921	0.0244795	0.2879677	0.5885525	0.7286258
50	0.0056784	0.4690239	0.6623524	0.6671283	0.1111520	0.9065776	0.0516000	0.6068393	0.6422648	0.0685125	0.6566571	0.5111161	0.0049977	0.6880886	0.3778601	0.5968938	0.1331562	0.6437333	0.1554700	0.0028650	0.8377097	0.3168887	0.6477949	0.6578975	0.0091010	0.5380517	0.1111401	0.3441863	0.3039962	0.2012341	0.5644812	0.0452477	0.3062644	0.6332771	0.7684535
100	0.0062325	0.7241565	0.7136156	0.6459671	0.1452608	0.6403215	0.0698699	0.7534726	0.7316944	0.1710018	0.5779699	0.6531329	0.0038141	0.7210298	0.3545120	0.5009162	0.2519449	0.7363386	0.1072791	0.0000000	0.6363860	0.3470788	0.6884711	0.7420756	0.0129753	0.5635080	0.1284921	0.2743101	0.4075694	0.0872382	0.7366183	0.0268302	0.3331381	0.8295542	0.7885059
150	0.0006421	0.7642167	0.6269333	0.6247839	0.1017711	0.6074843	0.0672324	0.8133623	0.6459274	0.3252312	0.4647231	0.7044675	0.0034331	0.6189785	0.4426786	0.3426827	0.3841679	0.6880973	0.2152788	0.0005450	0.5221533	0.3125662	0.8954242	0.8108863	0.0084001	0.5448060	0.1578168	0.3438942	0.3483306	0.0618534	0.6892661	0.0507819	0.3208463	0.6890464	0.6887238
200	0.0058360	0.5812384	0.7621323	0.6505910	0.0655215	0.7747802	0.0704463	0.7049900	0.6360111	0.3535562	0.5637325	0.7440996	0.0016751	0.7424754	0.3560544	0.2807858	0.4611474	0.6698854	0.1111700	0.0023639	0.4493745	0.3273960	0.7408569	0.7370107	0.0049303	0.5156625	0.2007673	0.3871945	0.4136139	0.0611039	0.6963566	0.0156310	0.3418333	0.7257443	0.6973075
250	0.0052360	0.8112809	0.7479244	0.6706646	0.1261004	0.6386924	0.0290740	0.7955544	0.6546756	0.2512921	0.5724172	0.7318358	0.0000000	0.7120820	0.3955456	0.4473068	0.5855031	0.7887530	0.1436654	0.0010332	0.4461774	0.4740574	0.6617036	0.6741970	0.0221978	0.4391692	0.2072455	0.4224889	0.3343090	0.0322046	0.8649365	0.0558702	0.3051669	0.6737645	0.6545515
300	0.0008988	0.7069009	0.6656473	0.7371883	0.0857867	0.6914136	0.0730716	0.6339099	0.6004071	0.3845925	0.6152342	0.7792971	0.0059884	0.7300773	0.3145506	0.2922449	0.5841690	0.6856628	0.1393138	0.0013838	0.3684072	0.4735645	0.6121044	0.7083300	0.0019700	0.4919276	0.1344920	0.4427720	0.3699937	0.0387810	0.7311704	0.0680242	0.4348575	0.7718908	0.7915556
350	0.0002862	0.6514004	0.6981264	0.6150412	0.0957257	0.7401231	0.0793305	0.7844469	0.5849370	0.3827540	0.4817375	0.7415770	0.0047030	0.6430110	0.2788550	0.1957376	0.6259979	0.6350069	0.1302577	0.0146181	0.2756298	0.4791968	0.6602086	0.5899289	0.0081122	0.4624018	0.1171479	0.4417781	0.3198085	0.0838186	0.6960509	0.0234480	0.3438403	0.6480719	0.7008920
400	0.0004089	0.5556723	0.6950558	0.6607164	0.1021455	0.6372404	0.0585696	0.6324809	0.7581957	0.4152383	0.4447367	0.6805306	0.0257910	0.8538240	0.3035294	0.2155180	0.5221245	0.6983540	0.1139142	0.0023429	0.2380808	0.5215912	0.7536856	0.6543024	0.0030017	0.4503031	0.1210686	0.3820625	0.3451346	0.0327640	0.7281898	0.0319127	0.3853190	0.7961055	0.6397942
450	0.0005582	0.7324502	0.7463737	0.5567522	0.1564056	0.6888214	0.0322981	0.6312748	0.7499571	0.3457683	0.5525459	0.6651827	0.0250633	0.7474708	0.4234040	0.1917938	0.5552362	0.6677980	0.1289151	0.0010071	0.2637446	0.5243589	0.7621688	0.7111419	0.0029649	0.5028296	0.1394818	0.4440158	0.3365536	0.0288734	0.7010156	0.0185928	0.3783598	0.5885267	0.7345329
500	0.0002887	0.7042394	0.6817954	0.6445382	0.0621546	0.7582978	0.0433981	0.7078190	0.7163547	0.2766818	0.5257415	0.7681594	0.0078681	0.7772213	0.3594352	0.2261513	0.5038544	0.7498600	0.1428406	0.0002131	0.3210399	0.7408862	0.7114091	0.6697363	0.0042748	0.5942478	0.0981143	0.3213514	0.3918741	0.0272788	0.7462848	0.0228537	0.3435646	0.7454110	0.6547860
550	0.0213618	0.2265247	0.6611128	0.8032568	0.0853732	0.6577395	0.0720274	0.6611089	0.6757529	0.2473223	0.5646655	0.6962071	0.0549365	0.6020016	0.4019519	0.3632352	0.4277256	0.7105966	0.7156673	0.0003723	0.3809846	0.7135727	0.8302139	0.6494142	0.0019831	0.3789943	0.1306023	0.3274318	0.1286335	0.2239820	0.8030853	0.0563969	0.4636216	0.6418840	0.7104921
600	0.0288956	0.0726321	0.7899160	0.7038908	0.1008237	0.6129693	0.0827032	0.7261046	0.7036496	0.1727413	0.6077171	0.5116158	0.0481286	0.7465933	0.4741868	0.2767798	0.3667698	0.6114839	0.8292640	0.0013915	0.6154507	0.6238617	0.6059642	0.6098674	0.0136258	0.4758059	0.1943374	0.3943206	0.0240598	0.2235373	0.7899726	0.0302086	0.3811847	0.7210868	0.6220096
650	0.0265154	0.0744870	0.6594444	0.6238533	0.0440883	0.8573256	0.0585264	0.8444569	0.6320928	0.0992343	0.7091796	0.4992185	0.0412858	0.8829117	0.4204498	0.2835054	0.2897487	0.7097161	0.7562191	0.0012980	0.4785970	0.5250908	0.7041549	0.6171942	0.0120666	0.4109636	0.1530441	0.3312366	0.0239125	0.2815118	0.7366307	0.0424213	0.3372890	0.6515440	0.7708731
700	0.0336742	0.0289154	0.8278698	0.7092666	0.1217917	0.7282869	0.0446042	0.7328355	0.6503923	0.0814088	0.7842478	0.5272957	0.0303750	0.7614260	0.3796556	0.4491267	0.1766655	0.6907782	0.6651524	0.0032741	0.6378609	0.4048345	0.7523723	0.7273376	0.0145774	0.4708795	0.1771756	0.4100172	0.0115707	0.2556971	0.7713888	0.0158961	0.2658133	0.7286263	0.7740262
750	0.0364875	0.0106408	0.7741031	0.7438024	0.0820140	0.6988928	0.1019230	0.7646946	0.7125949	0.0563922	0.6573863	0.5324369	0.0507085	0.6403460	0.2623412	0.5792459	0.2329574	0.8095797	0.5948093	0.0006997	0.7278592	0.3162123	0.7535424	0.6342531	0.0096072	0.4936875	0.1434501	0.3603193	0.0224749	0.3546938	0.6470416	0.0254452	0.3144358	0.5917093	0.6904115
800	0.0209542	0.0105690	0.8241311	0.6921184	0.0695107	0.6410614	0.0971882	0.6870691	0.8500820	0.0741005	0.7968472	0.5074239	0.0488290	0.7400373	0.3409344	0.5405960	0.1428162	0.7102278	0.7389200	0.0010056	0.5596538	0.3994562	0.5692134	0.7726901	0.0128393	0.4643414	0.1891655	0.3304198	0.0032641	0.3137226	0.6776127	0.0388876	0.3492306	0.7714716	0.7475020
850	0.0163653	0.0123407	0.6444119	0.6311355	0.0855062	0.6786916	0.0717876	0.8016031	0.7142715	0.0763975	0.6362105	0.5375447	0.0891113	0.7211041	0.3881187	0.4792815	0.2091551	0.6910340	0.8181441	0.0007009	0.8004624	0.3546677	0.8135686	0.6308139	0.0117598	0.4080663	0.1980608	0.4307585	0.0023795	0.3250048	0.8334899	0.0239601	0.3978265	0.5754157	0.7578947
900	0.0263572	0.0256627	0.6356203	0.6379128	0.0927783	0.6880283	0.0447592	0.8048475	0.7204505	0.0751797	0.7248012	0.4697521	0.0737194	0.7924505	0.3689629	0.4422542	0.1698397	0.6341544	0.5995927	0.0002163	0.6735527	0.2821607	0.6781774	0.5719139	0.0062044	0.3347885	0.1087218	0.3578790	0.0067385	0.2766291	0.7523245	0.0663733	0.3476642	0.5678050	0.6836782
950	0.0655496	0.0295073	0.7581078	0.6120879	0.0869768	0.7058081	0.0293298	0.6180642	0.7789273	0.0883799	0.7420739	0.5162743	0.0326593	0.7078448	0.3694541	0.3704746	0.2025487	0.6603404	0.6745063	0.0023214	0.6934357	0.3072720	0.6616090	0.5851682	0.0279242	0.4453176	0.1282941	0.4063268	0.0044596	0.2974622	0.7184429	0.0433925	0.3552300	0.7017719	0.8018746
1000	0.0563495	0.0627527	0.6786591	0.5801267	0.0847322	0.6142548	0.0374201	0.7184279	0.7188589	0.0656572	0.6454119	0.5667741	0.0846834	0.6732504	0.3270825	0.4066781	0.2184641	0.6176808	0.7229715	0.0017529	0.7341902	0.2994740	0.7726425	0.8236877	0.0103245	0.5523939	0.1481252	0.3994954	0.0008032	0.2954155	0.6851946	0.0442112	0.4283385	0.6996062	0.7426165

0	0.0327691	0.0130500	0.7599649	0.6161433	0.1480776	0.7016080	0.0644736	0.6855580	0.8276611	0.0728024	0.7528109	0.4742141	0.0266684	0.6836104	0.3852866	0.3024311	0.2370078	0.7999845	0.6728179	0.0002185	0.6326429	0.2551412	0.5659601	0.6929156	0.0032994	0.6242140	0.1418418	0.3984600	0.0020394	0.3712264	0.7070312	0.0407017	0.3410109	0.6708265	0.7446214
