"Time"	G1	G3	G5	G7	G8	G4	G83	G22	G6	G87	G85	G86	G54	G89	G88	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G23	G80	G82	G51	G50	G58	G31	G78	G94	G93	G95	G91	G90	G17	G65	G16	G57	G52	G34	G55	G56	G33	G36	G37	G72
350	0.3179624	0.3189712	0.0339585	0.5227013	0.7092869	0.5929115	0.3784853	0.6482641	0.0003653	0.0000000	0.1371799	0.6991498	0.0980372	0.0237095	0.6534619	0.4532556	0.4161350	0.3577832	0.0635113	0.0535453	0.4928956	0.0567644	0.2749847	0.2248520	0.4554001	0.3478692	0.3074724	0.6382819	0.3001000	0.0337801	0.6310650	0.1043759	0.6488925	0.5068168	0.4599199	0.4003164	0.0206698	0.6849234	0.4404038	0.9166085	0.3912485	0.0751143	0.5294381	0.4891871	0.4730150	0.2732089	0.3536937	0.6520352	0.5454827	0.5119857
400	0.2800096	0.3190715	0.0418252	0.7058628	0.6413459	0.7534666	0.3852751	0.6724494	0.0002540	0.0012649	0.0942345	0.6049226	0.1098199	0.0275055	0.7750644	0.3286990	0.3806208	0.2601980	0.0279388	0.0479732	0.5994557	0.0434647	0.2296291	0.1803040	0.5359604	0.3053012	0.2696296	0.5820559	0.2874801	0.0635905	0.5669542	0.0943660	0.5837969	0.6464722	0.5829076	0.2620152	0.0031005	0.6464550	0.4768085	0.6851669	0.4422999	0.0727492	0.7505336	0.5331489	0.4437923	0.2346458	0.5382984	0.5682790	0.3865503	0.5189021
450	0.2952387	0.3551253	0.0372680	0.5676957	0.6510401	0.6859931	0.3559178	0.7451854	0.0002653	0.0003080	0.0678348	0.5822250	0.0938362	0.0498548	0.7473976	0.3642255	0.4108336	0.3079230	0.0469835	0.0709987	0.5050595	0.0378975	0.2530433	0.1829355	0.5101360	0.2761828	0.2455590	0.5349346	0.2931459	0.0467944	0.7163150	0.1117919	0.6935096	0.6280935	0.5657419	0.3284464	0.0056747	0.8013837	0.5158696	0.8662913	0.4350636	0.0390710	0.6450781	0.4360376	0.5157585	0.2339277	0.5366875	0.7437940	0.3861296	0.5251514
500	0.3051065	0.3879395	0.0080952	0.5553174	0.7433859	0.6807581	0.4432505	0.6109618	0.0003659	0.0022501	0.0733119	0.6515088	0.1084315	0.0294311	0.6284272	0.3882258	0.3437976	0.3592802	0.0422794	0.0875975	0.5275758	0.0431735	0.2971421	0.2357616	0.4429977	0.3573742	0.3448650	0.5434180	0.3022157	0.0630432	0.7473414	0.0972488	0.6475235	0.6016610	0.5527982	0.3765762	0.0079894	0.6087024	0.4795814	0.5570614	0.4226219	0.0574018	0.5642859	0.3861122	0.4564306	0.2636977	0.4429486	0.7945161	0.3626207	0.5407810
550	0.2835317	0.4555635	0.0162666	0.6294654	0.6780764	0.7711813	0.3716716	0.7986592	0.0145809	0.0003918	0.4356520	0.5990730	0.1217011	0.0222627	0.6576905	0.3855782	0.3834892	0.3167608	0.0604593	0.5134419	0.4442738	0.2982656	0.5791755	0.1302335	0.3365298	0.3356546	0.5681445	0.6330595	0.2478403	0.0239067	0.6289471	0.1276789	0.8420119	0.5695839	0.4064166	0.4022293	0.0130450	0.7061385	0.3577370	0.6813031	0.4420886	0.0617618	0.4705461	0.4039007	0.3306909	0.3011692	0.4254508	0.6385130	0.1980104	0.4922153
600	0.1457304	0.2937165	0.0386523	0.6786564	0.6666634	0.7170684	0.3616237	0.7538137	0.0083155	0.0000000	0.5463556	0.6953016	0.1091762	0.0347534	0.7199557	0.4035249	0.3407686	0.3110750	0.0661339	0.5527852	0.5109015	0.4284044	0.7354398	0.2516301	0.3207442	0.3732975	0.5496922	0.5150364	0.2894112	0.0250032	0.6876309	0.1214897	0.6713797	0.7719377	0.3288144	0.3860589	0.0195520	0.7263841	0.4464065	0.6994233	0.4338484	0.0806480	0.5143738	0.3687153	0.3935808	0.3253725	0.5108191	0.6537092	0.1450334	0.7183409
650	0.1105324	0.2557527	0.0417999	0.6196659	0.7081550	0.5522250	0.3698491	0.7559541	0.0033758	0.0006398	0.4471537	0.7576248	0.1210946	0.0231584	0.7539092	0.3414476	0.3831983	0.3022981	0.1102926	0.5440195	0.7072439	0.5269704	0.6338436	0.3983956	0.3250450	0.2998701	0.5798900	0.5364588	0.1911603	0.0374343	0.6907833	0.1311044	0.6246726	0.7308333	0.3820030	0.3590982	0.0036757	0.6836441	0.4093409	0.5966932	0.3818175	0.1219241	0.7035265	0.4208841	0.3419277	0.3355549	0.4100971	0.6356459	0.1788706	0.6860985
700	0.1015562	0.2049399	0.0146426	0.6094249	0.6416228	0.5387250	0.3999279	0.6425447	0.0459720	0.0007794	0.5451517	0.7283295	0.0844953	0.0643868	0.7696041	0.3664965	0.3241679	0.3811827	0.0635289	0.6115115	0.5616166	0.6330556	0.5276806	0.4331252	0.3110573	0.4608585	0.6494586	0.6569388	0.2309982	0.0189288	0.6402043	0.1058427	0.7921463	0.8014848	0.3679586	0.3134981	0.0204009	0.6523225	0.2854724	0.7592551	0.4904598	0.0926999	0.5343276	0.3879974	0.2809704	0.3372420	0.3537136	0.6328396	0.1448522	0.7072450
750	0.1078472	0.1044312	0.0725721	0.7105956	0.6487534	0.3482441	0.4184817	0.5288058	0.0321556	0.0034407	0.5398813	0.6643259	0.1066546	0.0874919	0.7833050	0.4395206	0.3514420	0.3258255	0.0477323	0.5610147	0.6696422	0.7930647	0.7539901	0.4895262	0.2955972	0.4062944	0.6199036	0.5469928	0.2236042	0.0319882	0.6560654	0.0862899	0.7940289	0.7285031	0.3538080	0.3622756	0.0141926	0.6797705	0.3845311	0.6598542	0.3828967	0.0771700	0.5055592	0.3432373	0.3687287	0.3502364	0.3820925	0.6690069	0.1270035	0.6616748
800	0.1362242	0.1303583	0.1916535	0.7035292	0.9315901	0.2715760	0.4888156	0.6373189	0.0674719	0.0004428	0.5481494	0.6564219	0.1383688	0.0824673	0.7072028	0.4133302	0.3326261	0.3932177	0.0528071	0.5481065	0.5789522	0.5758310	0.7358228	0.4423523	0.3025925	0.2982179	0.5997299	0.4672157	0.3178910	0.0570830	0.6301970	0.1034227	0.6704066	0.6835656	0.4633467	0.4252974	0.0206852	0.6787374	0.4082732	0.7595906	0.2391595	0.0561799	0.7134843	0.3472892	0.4053325	0.3383448	0.3823277	0.7359631	0.1059793	0.6242041
850	0.1033397	0.1074774	0.2509453	0.7034849	0.7794847	0.2258971	0.5392085	0.6128597	0.0433614	0.0028613	0.5601079	0.5453818	0.1130836	0.0685666	0.7493240	0.4659751	0.3181494	0.3949913	0.0785136	0.4530798	0.6035485	0.6312463	0.6727647	0.4092376	0.2429564	0.3307482	0.5866289	0.5895746	0.2309308	0.0432373	0.7741955	0.0897491	0.6202363	0.6246473	0.4365974	0.3302016	0.0194217	0.6450361	0.3120753	0.6405010	0.2194172	0.0701559	0.6281608	0.4573695	0.3297212	0.2765996	0.4022389	0.6801476	0.1042766	0.6951646
900	0.1113336	0.1382062	0.2051068	0.7949229	0.7042951	0.2003177	0.5554592	0.6996658	0.0584843	0.0001666	0.4302199	0.6628040	0.0963819	0.0809509	0.7262024	0.2960402	0.2487990	0.3056916	0.0854020	0.4784428	0.5921846	0.6272954	0.6653448	0.3957122	0.1567381	0.3732092	0.6791937	0.8204708	0.1877309	0.0175916	0.7711728	0.1351680	0.6570081	0.6559844	0.3563719	0.2741468	0.0163780	0.7626284	0.3799687	0.8376909	0.1965372	0.0633062	0.5768234	0.4768574	0.4273679	0.2239486	0.5134050	0.6768079	0.0898049	0.6083318
950	0.0999601	0.0853289	0.2080079	0.7525155	0.6984188	0.2632770	0.5293336	0.7562499	0.0415983	0.0044986	0.5160852	0.6262656	0.1278311	0.0924929	0.5859058	0.3456943	0.3804511	0.3522572	0.0823253	0.6201406	0.6653168	0.5196278	0.6450479	0.4819647	0.2609795	0.4414945	0.6992163	0.6407936	0.1947937	0.0283934	0.8105988	0.1431438	0.6871075	0.6377777	0.4376305	0.4391192	0.0281958	0.6746892	0.4437574	0.6579847	0.2254067	0.0667553	0.6090856	0.4709414	0.3343806	0.3483370	0.4164128	0.6020540	0.1730681	0.6144279
1000	0.1038218	0.1218615	0.2348028	0.6141921	0.7765697	0.1072032	0.5765151	0.7098887	0.0538171	0.0090712	0.6361380	0.7388773	0.1036163	0.1173994	0.8203262	0.3295663	0.2383438	0.3053664	0.0647598	0.5641259	0.5238824	0.6350854	0.6852942	0.5385021	0.2457432	0.4568240	0.6465565	0.5903201	0.2628486	0.0319709	0.6877954	0.1156027	0.7052545	0.6271738	0.3080336	0.3783142	0.0099864	0.6575111	0.4091593	0.6651795	0.2515370	0.0354567	0.5953656	0.3931795	0.3866769	0.3227768	0.3832086	0.7060594	0.1124375	0.8050975

0	0.1467478	0.1230249	0.1639434	0.6521634	0.7236470	0.2491148	0.5266902	0.7657855	0.0766176	0.0004302	0.6152155	0.7748796	0.0990724	0.0692969	0.7320960	0.4722666	0.3943978	0.3117802	0.1396212	0.6346332	0.5590955	0.5855928	0.8171651	0.3779004	0.2760479	0.4050040	0.5692043	0.6096011	0.2720534	0.0409287	0.8104335	0.1279585	0.6883854	0.6445121	0.4156835	0.3571894	0.0095625	0.7337176	0.4301751	0.6553239	0.3721197	0.0814744	0.5756481	0.7197244	0.5173646	0.2960111	0.4111435	0.7001043	0.1467657	0.7502602
50	0.0978787	0.1214302	0.1744090	0.7234531	0.7788874	0.4486074	0.5337105	0.4245870	0.0164950	0.3154510	0.3988436	0.6551855	0.1390600	0.0822424	0.6308980	0.3504939	0.3588888	0.3990870	0.2050034	0.6032249	0.5243765	0.4985083	0.7717460	0.3907518	0.3633927	0.2864951	0.5474029	0.5186147	0.2666592	0.0474473	0.5124408	0.1215678	0.4436332	0.6242648	0.3358659	0.3279262	0.0432632	0.6880472	0.4538537	0.6913763	0.2824330	0.1056096	0.6391469	0.4295176	0.4313193	0.2409824	0.4636401	0.7822141	0.1756661	0.6876474
100	0.1498373	0.1406474	0.1679757	0.6619340	0.6530023	0.5374835	0.5335438	0.6207807	0.0419751	0.3911209	0.3817131	0.7130561	0.0945335	0.0927791	0.7427718	0.3969263	0.4294577	0.3280041	0.3341169	0.4813675	0.6084034	0.5389298	0.8288382	0.4351244	0.3176090	0.2199276	0.4819379	0.8041273	0.2024795	0.0628858	0.5089100	0.0796825	0.4084180	0.4945252	0.3272321	0.1893210	0.0278695	0.8246575	0.5012537	0.6498051	0.3476640	0.0581211	0.6626204	0.3805061	0.3969463	0.2855447	0.3545273	0.7638529	0.2586173	0.7465492
