"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.5751250	0.0314849	0.5443077	0.6214946	0.2909039	0.6907113	0.5468678	0.1846363	0.7749706	0.0970185	0.6501506	0.5574015	0.5597954	0.3760976	0.7509731	0.0002891	0.4571795	0.6594790	0.2198280	0.7206545	0.0373974	0.0338694	0.7071093	0.4230355	0.0379218	0.0880624	0.0140052	0.4379320	0.4340059	0.0665005	0.6130854	0.6675900	0.0131048	0.6001852	0.5101553	0.5503177	0.4179887	0.5058206	0.4935348	0.3946090	0.0268540	0.2068327	0.5074283	0.7596768	0.6361961	0.0074866	0.1294567	0.0384259	0.3457854	0.4470767	0.2138032	0.6449654	0.1162423	0.5603985	0.6459470	0.0893643	0.4798337	0.6773830	0.5716074	0.7643738	0.6410890	0.6626342	0.2956759	0.3207312	0.2659407	0.4665263	0.5501743	0.2709451	0.6716323	0.1470210	0.1430481	0.1506794	0.1723932	0.4989418	0.4981620	0.1568210	0.0022038	0.6968541	0.6301069	0.2623874	0.4873469	0.3079336	0.4544796	0.4972666	0.3030027	0.6331251	0.2501758	0.5776755	0.5910177	0.7824453	0.4325908	0.8043710	0.4500019	0.7064081	0.6206824	0.5303696	0.2214951	0.7067631	0.6527982	0.7396229
500	0.5957073	0.0234238	0.5192515	0.4194075	0.2864977	0.6729365	0.4293824	0.2402496	0.6040315	0.1329328	0.5341998	0.5759906	0.5268733	0.3820989	0.6752276	0.0007416	0.4273609	0.5836915	0.2296893	0.7054728	0.0208273	0.0284836	0.6652573	0.5412847	0.0374966	0.1080656	0.0198999	0.5674280	0.4971055	0.0715533	0.5936251	0.7013385	0.0093282	0.7129656	0.6608824	0.6458913	0.4552955	0.5493258	0.5078059	0.3469840	0.0101884	0.2652870	0.5304929	0.6061114	0.6621442	0.0066894	0.1157275	0.0517712	0.3453887	0.4753875	0.3199118	0.6846636	0.0892281	0.4427179	0.6108067	0.0765026	0.4467722	0.5491960	0.5969164	0.6339569	0.4878826	0.6886085	0.2426526	0.3244710	0.2372501	0.5146306	0.5491187	0.2476835	0.6095607	0.1589982	0.2190269	0.1968545	0.1148637	0.4480111	0.3560623	0.2091160	0.0006933	0.8400123	0.5264411	0.1629015	0.5198900	0.3741708	0.5349585	0.4952646	0.2674559	0.6669990	0.2509915	0.5381459	0.6021616	0.6470908	0.3963811	0.5781821	0.4986822	0.7676694	0.7646944	0.4759467	0.2368656	0.7940222	0.7833084	0.5961800
550	0.7094458	0.0771591	0.4726517	0.5102189	0.2396862	0.5138081	0.3924938	0.1203380	0.5719964	0.1572251	0.5732810	0.5963015	0.5807728	0.3448047	0.7869199	0.1170574	0.3518168	0.3312107	0.1948051	0.7987304	0.2449348	0.0155794	0.8094639	0.4025791	0.0246258	0.0939895	0.1438763	0.6008591	0.5482846	0.5071615	0.6294185	0.5960661	0.0759764	0.7200750	0.5336801	0.3438013	0.3616046	0.5620784	0.4874709	0.3817974	0.0191025	0.2161781	0.3752603	0.7042448	0.6407304	0.0174682	0.1679726	0.4517723	0.3974195	0.4881207	0.2272706	0.7319930	0.1150739	0.5232755	0.5759410	0.2074989	0.4194332	0.4676416	0.6940907	0.5924480	0.7257124	0.7649121	0.3135440	0.1614197	0.2902820	0.5137653	0.4168614	0.2498142	0.7716832	0.1944078	0.1482179	0.2336337	0.2113108	0.4871898	0.3693300	0.1597572	0.0033889	0.4246957	0.5646232	0.2436107	0.4294083	0.2990542	0.5113469	0.2125019	0.3599808	0.6669874	0.2241966	0.4838849	0.4616313	0.5466664	0.4441214	0.4917303	0.4081586	0.7125362	0.7177910	0.6917516	0.1664379	0.6479227	0.8075557	0.6688412
600	0.7663062	0.0542116	0.5024939	0.3149394	0.2539113	0.5325175	0.4299127	0.0834671	0.5914411	0.1422599	0.6572164	0.6119366	0.6396996	0.2593750	0.7001693	0.1653315	0.2808467	0.4138344	0.2532680	0.7818651	0.2182407	0.0424968	0.6201946	0.4852315	0.0170276	0.0637728	0.1875400	0.6277470	0.5439806	0.7966448	0.5250939	0.7874628	0.1605153	0.6283521	0.5255855	0.3665507	0.4481522	0.5572777	0.4667470	0.3464579	0.0163588	0.2834168	0.2636522	0.8317358	0.6824163	0.0242663	0.1218635	0.4743065	0.3924130	0.5023537	0.1939410	0.7320649	0.0769203	0.4945523	0.5646807	0.1099426	0.3741389	0.4668123	0.6246910	0.6258214	0.6025662	0.6252642	0.3727528	0.2964860	0.2896633	0.6024009	0.2951405	0.3207367	0.6888481	0.1312132	0.2236407	0.1560056	0.1615505	0.5159357	0.3970026	0.1169394	0.0018156	0.4843958	0.5181439	0.1238531	0.2993082	0.2641725	0.6575101	0.0910794	0.3894734	0.5300730	0.2649171	0.4046410	0.5166582	0.6991415	0.4250759	0.4668265	0.4633669	0.8034630	0.5641714	0.7103064	0.3250225	0.6372444	0.7448081	0.7031154
650	0.6852708	0.0671616	0.4955433	0.2921462	0.2152866	0.5131066	0.4933329	0.0645685	0.5599906	0.2040910	0.6681288	0.5430079	0.5200872	0.3356233	0.6063473	0.1469038	0.2397917	0.3860525	0.2414230	0.6477092	0.1281179	0.0343325	0.7038526	0.3575889	0.0102230	0.0316886	0.1375260	0.6375454	0.4743957	0.8100829	0.4246432	0.7908227	0.0552280	0.7053683	0.4497264	0.4043487	0.4982283	0.4907987	0.5026886	0.2853641	0.0117375	0.2683087	0.2101694	0.6928178	0.8128833	0.0278787	0.1620401	0.4935428	0.3947428	0.5463055	0.2226603	0.7462781	0.0595175	0.3954811	0.6973643	0.1233628	0.3977972	0.5117524	0.6170841	0.5485651	0.5116085	0.7782251	0.2928037	0.1864417	0.2262142	0.5252408	0.2773258	0.3192097	0.7387279	0.1394347	0.1555785	0.2363419	0.2145796	0.5042371	0.3932241	0.0979383	0.0000858	0.5275467	0.5398584	0.1729115	0.3602201	0.2818940	0.5256707	0.0853170	0.3839839	0.8119486	0.2428190	0.5191331	0.3720688	0.6341770	0.3727590	0.3651973	0.3645130	0.6172174	0.6136027	0.7862709	0.2357238	0.6870408	0.6749480	0.5593201
700	0.6437388	0.0676036	0.4095620	0.2942805	0.2881948	0.4991126	0.4638001	0.0380779	0.6098967	0.1531719	0.6514485	0.5560358	0.5952557	0.2960471	0.6949022	0.1631427	0.2288496	0.3161482	0.2554656	0.6417223	0.1398382	0.0333793	0.6109159	0.3626670	0.0236306	0.0154860	0.1342102	0.6524287	0.5931897	0.6832281	0.4637220	0.7749475	0.1159703	0.6727762	0.4340643	0.2977931	0.4439748	0.4894328	0.5129344	0.3781936	0.0123506	0.2582473	0.2135742	0.6653966	0.7544053	0.0390298	0.1125688	0.4776407	0.4757042	0.5866108	0.1750717	0.5950338	0.0686370	0.3604101	0.6110747	0.0999510	0.3272476	0.5050017	0.7698505	0.5448287	0.5804572	0.7442522	0.3074770	0.2036012	0.2566545	0.5822386	0.3033319	0.2387940	0.6114276	0.1556396	0.2076006	0.1662997	0.1180793	0.3746661	0.3871101	0.1402188	0.0006820	0.3636885	0.5793973	0.1588951	0.3311266	0.1993392	0.4788432	0.1461202	0.3234665	0.6956626	0.1879454	0.5262199	0.4957006	0.6675320	0.3969600	0.3411597	0.4222466	0.5871724	0.6890598	0.6688798	0.2496844	0.7050075	0.6455221	0.7159371
750	0.6401200	0.0746616	0.4534640	0.2021129	0.1520413	0.4525121	0.4732376	0.0540171	0.6043684	0.1826461	0.5886236	0.6996633	0.6690844	0.3668545	0.6937338	0.1540069	0.1635845	0.3389374	0.2323114	0.6531006	0.1926654	0.0390152	0.5967376	0.3177154	0.0150918	0.0164546	0.1390111	0.7299815	0.5880283	0.6134746	0.4731898	0.7246519	0.0957101	0.6946396	0.5093668	0.3702978	0.4595270	0.4556545	0.4590803	0.3733098	0.0323498	0.2381729	0.2374867	0.9601289	0.7309668	0.0121960	0.1126429	0.4325127	0.3961578	0.5727697	0.1776297	0.7153195	0.0456959	0.3858486	0.8021312	0.1753182	0.3527549	0.4753589	0.6167601	0.5389101	0.6854817	0.7028052	0.3405679	0.2419866	0.2897433	0.4741024	0.2454039	0.2870574	0.5926505	0.1425648	0.1465843	0.1004295	0.1433114	0.4160627	0.3579355	0.1417754	0.0010555	0.4630850	0.5504165	0.1882904	0.4277285	0.2590424	0.5017665	0.2242449	0.3241962	0.6722917	0.2219260	0.5619236	0.5395705	0.6104682	0.3647260	0.3238254	0.4486642	0.5880931	0.6439584	0.6555074	0.2649582	0.6431151	0.6150744	0.7806397
800	0.7008320	0.0496854	0.5218811	0.3967855	0.3055179	0.6507886	0.4542674	0.0569646	0.7300340	0.2034495	0.7023211	0.6332311	0.5101872	0.4057876	0.5773489	0.1530955	0.2253829	0.4367261	0.2101314	0.6853944	0.2091576	0.0233662	0.6593638	0.4767066	0.0396308	0.0247171	0.1834215	0.5563634	0.5387197	0.7001856	0.4531986	0.6719126	0.1174244	0.7514562	0.5420025	0.3515440	0.4314840	0.4570421	0.3655594	0.3594466	0.0248839	0.2365122	0.2283976	0.5852126	0.7310791	0.0135635	0.1816344	0.4814655	0.4285369	0.5987937	0.2483842	0.7362158	0.0501629	0.5654393	0.4891142	0.1521100	0.3824949	0.6295635	0.6453833	0.5039213	0.6005947	0.6393018	0.3749057	0.2424438	0.2913757	0.4061152	0.2752186	0.2463153	0.6951977	0.2086748	0.1323681	0.1121702	0.1597788	0.3813745	0.3821130	0.1506670	0.0053367	0.5589979	0.5755389	0.2020733	0.3312491	0.3058906	0.5652541	0.2484467	0.3524766	0.6401099	0.2005994	0.6204841	0.5245529	0.5075567	0.4070293	0.3902663	0.4345529	0.6430163	0.5818823	0.6990571	0.2655772	0.6296791	0.8275507	0.6125878
850	0.6458924	0.0842239	0.4716615	0.5216796	0.3386082	0.4889976	0.5315046	0.0924415	0.6071095	0.2911772	0.5686909	0.4786461	0.5728062	0.3245136	0.7307114	0.2035713	0.4047547	0.5097686	0.1282186	0.8547900	0.2317760	0.0423252	0.6946395	0.4371912	0.0200205	0.0207412	0.1677443	0.6822412	0.4447308	0.6088821	0.3923291	0.7757767	0.0857100	0.6641504	0.5263837	0.3235606	0.4280557	0.4744948	0.5224995	0.3412703	0.0328514	0.1983808	0.2011985	0.6692069	0.6291391	0.0075538	0.1311238	0.5439293	0.4423507	0.5255034	0.1957436	0.6203489	0.0760074	0.6242428	0.6457714	0.0945722	0.4206130	0.5145176	0.9268292	0.4854231	0.5403162	0.7260983	0.3818900	0.1658857	0.2619348	0.5815361	0.3512138	0.2906334	0.7374387	0.2037517	0.1713011	0.2275155	0.2220922	0.4501277	0.3956594	0.1720488	0.0008938	0.4573327	0.5269426	0.1731826	0.3194295	0.3826885	0.5170226	0.2126196	0.3506690	0.7197999	0.2730998	0.6481436	0.4398444	0.6747092	0.4293157	0.4704991	0.5663850	0.6818418	0.6512173	0.7448905	0.2545758	0.7218874	0.5730779	0.5834989
900	0.7034971	0.0763304	0.3936935	0.4501218	0.2611317	0.4218098	0.4453105	0.0690857	0.8049119	0.2350209	0.6647282	0.5927582	0.5724991	0.3680513	0.7084660	0.1685328	0.3717344	0.5626992	0.1725802	0.6603054	0.2515019	0.0302354	0.7234624	0.3554980	0.0312863	0.0229221	0.1606652	0.7167078	0.5870753	0.8546711	0.4611579	0.6434374	0.0631966	0.8561165	0.6236437	0.3781539	0.4712644	0.5479315	0.5091275	0.2753672	0.0187383	0.2714729	0.2431948	0.6791511	0.6434820	0.0068143	0.1271255	0.4580248	0.3544016	0.4465772	0.3101571	0.6524039	0.1128133	0.4776725	0.6566448	0.1357149	0.3842838	0.5180058	0.5895542	0.4763540	0.6354468	0.7162778	0.3436371	0.2832448	0.2817485	0.5341936	0.2676311	0.2520437	0.6449427	0.2247710	0.1287104	0.1893498	0.1591470	0.4290625	0.5116726	0.1351272	0.0006482	0.4739096	0.4735491	0.2709590	0.3980767	0.2681534	0.5017624	0.1447722	0.4621787	0.6046613	0.2650763	0.6209496	0.5147679	0.6686334	0.4235398	0.4403265	0.4918819	0.6471758	0.7008988	0.5921348	0.2038252	0.7551567	0.6568696	0.6760356
950	0.6130600	0.0819136	0.5464949	0.4864281	0.3130440	0.5641014	0.5662503	0.0748340	0.6042292	0.2326053	0.6489748	0.5274788	0.6770649	0.3132997	0.6960719	0.2013039	0.3767720	0.4590163	0.2002005	0.7132111	0.2694499	0.0209498	0.7633906	0.2899994	0.0105056	0.0514441	0.1716828	0.7253873	0.5990012	0.6675957	0.4770458	0.8077799	0.0742932	0.7299120	0.6211707	0.3418853	0.4725265	0.5876379	0.4019950	0.3309615	0.0349879	0.2495102	0.2372087	0.7263310	0.6500620	0.0106027	0.1314136	0.4492318	0.4142910	0.5297403	0.2528592	0.7566352	0.1411091	0.5598778	0.6533230	0.1489383	0.4197628	0.5461680	0.6001319	0.6054462	0.4467566	0.8791086	0.3295565	0.2194978	0.3377646	0.5667891	0.2947681	0.1921214	0.6289722	0.1742323	0.1655664	0.1723291	0.1795381	0.4264815	0.5447144	0.1281249	0.0007599	0.4910357	0.4940608	0.2034664	0.2989142	0.2184770	0.5842258	0.1139991	0.4514077	0.5896089	0.1958339	0.5663258	0.3122320	0.6530911	0.3982382	0.4605950	0.5595133	0.6505829	0.6366937	0.6929018	0.2215854	0.7493159	0.6895551	0.7449565
1000	0.5862310	0.0824585	0.4788853	0.5255404	0.3569984	0.5475801	0.4688017	0.0697872	0.5669802	0.3133497	0.6444066	0.5215375	0.6091072	0.3125542	0.6354287	0.1992252	0.3478784	0.4895567	0.1753808	0.6565447	0.2192199	0.0077247	0.6312493	0.3602406	0.0170839	0.0249752	0.3051565	0.6856241	0.4271035	0.6845323	0.4310486	0.6043766	0.1148156	0.7027081	0.6758901	0.3767092	0.4606128	0.6265761	0.4685268	0.3564565	0.0148283	0.3457687	0.3088397	0.6403221	0.6674761	0.0196129	0.1222342	0.5865199	0.4259783	0.3730646	0.2534953	0.8170691	0.1068942	0.5295550	0.6919839	0.0834403	0.3574580	0.5792672	0.5545097	0.5394102	0.6032666	0.6749326	0.3796567	0.2879421	0.2822187	0.5196764	0.3951112	0.2113899	0.5709296	0.1560812	0.3251513	0.1913044	0.1461615	0.3344734	0.4403609	0.1352228	0.0075752	0.4555740	0.4829865	0.2301474	0.2830157	0.2348397	0.4980363	0.1608944	0.3141124	0.7010869	0.2550234	0.5501726	0.3771397	0.5698580	0.3954435	0.3838912	0.4595762	0.7501653	0.6072976	0.7188239	0.2340402	0.5986865	0.6457425	0.8320492

0	0.5264770	0.0851979	0.4665308	0.4529882	0.3522600	0.4744238	0.5013078	0.1003855	0.7895936	0.3048887	0.7039648	0.5789388	0.5164727	0.4465647	0.6283826	0.2054790	0.3925487	0.4306085	0.2106479	0.7004957	0.2698226	0.0414907	0.7301839	0.3580377	0.0162570	0.0386606	0.1246899	0.6280286	0.5329185	0.7726165	0.4948691	0.6410201	0.0964429	0.6765519	0.5114720	0.2888885	0.4119119	0.4874537	0.4045107	0.3603659	0.0116154	0.2813052	0.2112880	0.6895725	0.5765975	0.0095365	0.0858869	0.5566898	0.3738548	0.5045108	0.2672632	0.6364364	0.0893020	0.5903726	0.5831394	0.1177334	0.3989353	0.5396944	0.7127670	0.6110720	0.5330950	0.6760248	0.4547725	0.1916665	0.2282251	0.5699264	0.3136657	0.3251719	0.6966739	0.1744413	0.1375912	0.1868613	0.1398641	0.4534010	0.3134443	0.1387994	0.0028484	0.4314482	0.4966375	0.1970879	0.3318646	0.3541511	0.5815519	0.1228503	0.4421055	0.5062701	0.2326204	0.6510521	0.4650218	0.7066358	0.4172381	0.4105527	0.4439192	0.7464731	0.7716750	0.5860151	0.3505811	0.8836932	0.5875508	0.6790814
