"Time"	G1	G3	G7	G8	G4	G83	G6	G87	G86	G89	G54	G85	G88	G30	G29	G35	G99	G100	G32	G81
800	0.6208643	0.7012207	0.3642733	0.1987517	0.7820738	0.6922113	0.1679218	0.5015685	0.4243374	0.0328030	0.1535497	0.2734322	0.8217607	0.4977205	0.0436301	0.8556690	0.5882435	0.0967799	0.5816854	0.1742602
850	0.7812286	0.6778926	0.3917658	0.2113790	0.7076861	0.7961969	0.1303655	0.4274452	0.4548103	0.0124602	0.1155394	0.3405890	0.7859342	0.4381074	0.0666833	0.7568001	0.4228411	0.0899514	0.6987302	0.1281406
900	0.9078759	0.8392275	0.4841729	0.3409918	0.8965360	0.8315510	0.2155012	0.5722384	0.5217010	0.0254519	0.1618740	0.5010399	0.6986130	0.4140540	0.1103737	0.6740793	0.4111956	0.0931169	0.8082466	0.1499704
950	0.6571438	0.6676869	0.2762872	0.1804653	0.8889042	0.7317460	0.1738012	0.5119167	0.4713456	0.0072599	0.1726567	0.4984997	0.7812846	0.3912878	0.0540805	0.7494833	0.4959670	0.1051452	0.6206536	0.1543699
1000	0.6826292	0.8469338	0.3552210	0.1754823	0.7981051	0.8263212	0.2396489	0.5218337	0.4473956	0.0155773	0.2588225	0.2947281	0.6527284	0.3950707	0.0324105	0.7678958	0.4012646	0.0988704	0.6752114	0.1619532

0	0.8128861	0.8355225	0.3490579	0.1477452	0.6473822	0.8533767	0.1653154	0.5264809	0.5210990	0.0265830	0.2008562	0.3417808	0.7134605	0.3281995	0.0272804	0.7790918	0.5423299	0.1336308	0.5544653	0.1480100
50	0.3309128	0.6718362	0.3735147	0.0313446	0.7868867	0.6621901	0.0736373	0.4030537	0.4257357	0.0128111	0.1975748	0.2927883	0.4079906	0.6098872	0.0226546	0.3920920	0.5002089	0.0929096	0.6506910	0.1432273
100	0.1551876	0.6049084	0.5685786	0.0315583	0.6914575	0.8149573	0.1400682	0.4127657	0.5956358	0.0154157	0.2037984	0.2149121	0.3899385	0.3809625	0.0097975	0.3396547	0.6139692	0.0796514	0.6930049	0.2266458
150	0.0710507	0.3017163	0.6893590	0.0473222	0.7865946	0.7033021	0.1436797	0.4914958	0.5340659	0.0283797	0.2029539	0.3196203	0.3937477	0.4271094	0.0166186	0.2569067	0.5093963	0.0601314	0.6140547	0.2095631
200	0.1594443	0.1396543	0.6750605	0.1504142	0.7345526	0.9634785	0.1057985	0.5124606	0.6095554	0.0050831	0.2050983	0.1965834	0.3067817	0.4551985	0.0315651	0.2918147	0.5202634	0.0984259	0.6635629	0.1354176
250	0.0945418	0.0495241	0.6416867	0.0629986	0.5549104	0.8313737	0.1504750	0.3549675	0.4803222	0.0168046	0.1635044	0.2334465	0.2682484	0.4835046	0.0248040	0.2159242	0.5091546	0.1056835	0.7666871	0.2405333
300	0.1115681	0.0604991	0.6661318	0.1072799	0.5492619	0.6618965	0.0980703	0.4580701	0.4239665	0.0092847	0.1545952	0.2873629	0.4181928	0.3754396	0.0411400	0.3178223	0.5806555	0.1270770	0.6549069	0.1930227
350	0.1070150	0.0408004	0.5789256	0.1254342	0.4434125	0.7473667	0.1185354	0.4655435	0.5232233	0.0174793	0.1618598	0.3983676	0.3735537	0.3602426	0.0417662	0.3007037	0.5611133	0.1037853	0.7947756	0.1604364
400	0.1753786	0.0404929	0.8296237	0.0890495	0.4831075	0.8207841	0.1268059	0.4117980	0.3931516	0.0264779	0.1684185	0.3386185	0.3825738	0.3705196	0.0393860	0.3276160	0.3863986	0.0822232	0.6003934	0.1725142
450	0.1080437	0.0443755	0.6179968	0.0814112	0.4847838	0.7702217	0.1344971	0.4897575	0.4340457	0.0109073	0.1205010	0.4808785	0.2976085	0.4961096	0.0822793	0.2433740	0.3870406	0.1047682	0.5644269	0.0837554
500	0.0718203	0.0191762	0.8816063	0.0845863	0.4272776	0.6552155	0.1702542	0.5577254	0.5198555	0.0118426	0.1598732	0.4762317	0.3125158	0.5464175	0.1044463	0.2797919	0.3618392	0.1109055	0.6484257	0.1193695
550	0.4579038	0.0949396	0.7196980	0.4575897	0.4917729	0.7768276	0.5371458	0.5335279	0.4523082	0.0200525	0.1561309	0.4266033	0.7483874	0.4636437	0.1048654	0.5562251	0.3818245	0.1012769	0.6075136	0.1047872
600	0.5602230	0.5134881	0.6602077	0.4426930	0.7392490	0.7575989	0.4309348	0.4321079	0.5201826	0.0097071	0.2141039	0.4246825	0.5983138	0.3775717	0.1268408	0.7291091	0.4916950	0.0861883	0.5266192	0.1621151
650	0.6783340	0.6555694	0.5291493	0.1926453	0.6691931	0.5790124	0.2437112	0.5222542	0.6516527	0.0546177	0.1587928	0.4182036	0.6835477	0.3690663	0.1083319	0.6862362	0.4365583	0.1155870	0.5016171	0.1923215
700	0.6638523	0.8655260	0.4922428	0.2202027	0.6452830	0.6602721	0.2408602	0.5636035	0.4022920	0.0737602	0.1955531	0.3488643	0.6724602	0.4217671	0.0498640	0.6953555	0.4769924	0.0935155	0.4337181	0.2264782
750	0.6078350	0.9548998	0.3983879	0.2469829	0.7318935	0.8342100	0.1757776	0.4512954	0.4474176	0.0650845	0.3079638	0.3226674	0.7422576	0.5002612	0.0517454	0.5478554	0.5723687	0.1154520	0.6417755	0.2156080
800	0.7759440	0.7557832	0.4610343	0.1875109	0.8502671	0.8853859	0.1639609	0.4417746	0.4656162	0.0362895	0.1955595	0.3117959	0.7446322	0.3724861	0.0154901	0.7128149	0.5799626	0.1019329	0.5599764	0.2069787
850	0.6409456	0.7526686	0.3912657	0.2585744	0.7602807	0.8307800	0.1487009	0.4523485	0.4433899	0.0244558	0.2603278	0.3448170	0.6743455	0.5289187	0.0183295	0.7264475	0.6293441	0.1135545	0.7003100	0.1626423
900	0.6499695	0.8022510	0.4533627	0.2420556	0.8366227	0.7512543	0.1844562	0.4230363	0.5094446	0.0325845	0.2051483	0.3178753	0.6309685	0.6196808	0.0253951	0.7748749	0.4389512	0.0648039	0.7593117	0.1813693
950	0.6775848	0.8304913	0.5244033	0.1253587	0.7707685	0.7636383	0.2405275	0.4685847	0.4120041	0.0248071	0.2060483	0.3215191	0.8942969	0.4975761	0.0134598	0.8369907	0.6170427	0.0686316	0.6516060	0.2169626
1000	0.7122518	0.8264272	0.3768091	0.1943903	0.7621171	0.7109030	0.1126285	0.5574464	0.3589904	0.0120988	0.2373302	0.3331742	0.8437759	0.5586089	0.0431078	0.8086789	0.5140263	0.0923458	0.8163112	0.2392925

0	0.6874586	0.6799489	0.3498165	0.1724328	0.6938481	0.7203810	0.1521987	0.5715545	0.3969074	0.0105655	0.1423642	0.3762999	0.6637980	0.4115747	0.0290566	0.6649235	0.5557732	0.1362893	0.6131842	0.1313631
50	0.4612195	0.7706563	0.3780097	0.0710545	0.6921143	0.3361115	0.2174153	0.4797079	0.4876300	0.0104987	0.1612454	0.4631663	0.7277864	0.4654882	0.0598623	0.2276600	0.4008798	0.0643099	0.5998079	0.2874277
100	0.2890997	0.6674672	0.5567863	0.0261246	0.7268530	0.4050702	0.3512306	0.4578862	0.5027510	0.0121787	0.2139362	0.4530613	0.7989497	0.4127536	0.0891800	0.1145464	0.3708852	0.0761090	0.8356590	0.2879339
150	0.2279422	0.7856124	0.5207135	0.0130971	0.6793796	0.2552389	0.3571569	0.5590259	0.6172963	0.0111858	0.1847170	0.3968879	0.7605619	0.5186373	0.0710954	0.1467110	0.3296450	0.0297207	0.5872674	0.3922695
200	0.2561108	0.6004350	0.5997301	0.0388683	0.7365810	0.2868712	0.5529172	0.4293843	0.5714464	0.0314314	0.2522141	0.3833307	0.6279320	0.5634273	0.1136030	0.0802263	0.4087079	0.0616567	0.4398511	0.3895474
250	0.3631032	0.5395354	0.6864596	0.0887177	0.6314429	0.2160740	0.4279352	0.5059056	0.5242957	0.0334651	0.2361346	0.4338401	0.7520305	0.4788763	0.0873498	0.0622562	0.3854414	0.0179685	0.4329886	0.2831564
300	0.2462188	0.5334885	0.6896636	0.0325222	0.6878484	0.2613096	0.4201297	0.4871110	0.4811080	0.0556187	0.2053099	0.4180556	0.7058100	0.4646736	0.0275469	0.0610376	0.5696819	0.0295780	0.5310523	0.3450892
350	0.3850515	0.3998319	0.7384433	0.0244320	0.7300389	0.2980385	0.5880197	0.4911758	0.6288608	0.0904730	0.2731966	0.4184166	0.7569187	0.5304326	0.0326063	0.0738982	0.6585148	0.0255432	0.5213048	0.3959085
400	0.3070170	0.5237558	0.6122189	0.0306148	0.7808171	0.2551607	0.4296001	0.4631839	0.5880533	0.1089787	0.1914937	0.4352760	0.7251283	0.5851576	0.0253246	0.0774639	0.5242625	0.0198362	0.7324465	0.3242742
450	0.3732630	0.5653964	0.5948292	0.0231890	0.7542607	0.2032932	0.4493650	0.6437297	0.5212345	0.0815016	0.1933695	0.6766822	0.6335687	0.5384563	0.0460657	0.0643695	0.4737796	0.0268089	0.6877338	0.3479300
500	0.2823998	0.5658608	0.6663897	0.0453613	0.8671892	0.1838155	0.4728551	0.6152543	0.4420214	0.1169299	0.2519031	0.4931322	0.6407072	0.4653564	0.0979270	0.0655741	0.5009290	0.0518954	0.5620624	0.3738465
550	0.6095961	0.4348905	0.7907596	0.3016378	0.6315760	0.4027715	0.5243910	0.6315384	0.5494752	0.0811157	0.1511145	0.5303159	0.5958861	0.4419183	0.0949261	0.4599786	0.5713806	0.1035125	0.5965488	0.1927699
600	0.7970884	0.5832651	0.6333594	0.3063372	0.6428086	0.4892492	0.4246808	0.6378817	0.5603150	0.0376933	0.1711707	0.5520085	0.6969635	0.4363330	0.1375726	0.6572009	0.4838178	0.0915022	0.6130542	0.1754270
650	0.8770125	0.7086946	0.5184936	0.1848681	0.7217448	0.6795360	0.3156595	0.5599722	0.6035767	0.0437947	0.2535615	0.4299261	0.6089349	0.5621389	0.0454533	0.6555928	0.4936454	0.0629079	0.5978027	0.1543854
700	0.6252292	0.6302355	0.4131567	0.1639429	0.6292805	0.7623004	0.1833499	0.5837371	0.4347640	0.0575691	0.2190156	0.3605268	0.6843963	0.5247479	0.0838990	0.8938504	0.5803494	0.0674271	0.5649510	0.1899308
750	0.8722548	0.6898568	0.3833013	0.2319956	0.6437993	0.6873841	0.2244663	0.6024757	0.6224873	0.0924604	0.2641113	0.3803313	0.7590517	0.5863733	0.0300000	0.7558039	0.6584930	0.0963309	0.6173067	0.1814104
800	0.5683160	0.7481658	0.2814548	0.1588277	0.7426829	0.5819435	0.1579222	0.4877845	0.5483970	0.0306457	0.1794834	0.3047859	0.7258206	0.5453580	0.0517159	0.8270067	0.7422193	0.0745181	0.4609680	0.1604660
850	0.6226299	0.7248507	0.3279079	0.1714570	0.7486883	0.6482248	0.2164669	0.5289937	0.5762982	0.0150998	0.2584647	0.2906482	0.7071124	0.5140564	0.0589389	0.7449903	0.6335426	0.0649998	0.5323428	0.1673748
900	0.7750416	0.7029863	0.3229031	0.1072028	0.6624983	0.6181711	0.1827397	0.5069480	0.5199557	0.0191293	0.2760232	0.2486191	0.7325167	0.4209075	0.0124608	0.6061293	0.6874150	0.0769441	0.6058723	0.2396324
950	0.8586038	0.7450052	0.2946148	0.2056951	0.6705027	0.6742290	0.1467698	0.4580414	0.5382668	0.0361368	0.2686754	0.1936814	0.6556473	0.5207196	0.0270842	0.7965461	0.5984734	0.0575039	0.7269653	0.2875313
1000	0.7366056	0.8356865	0.3480367	0.1915557	0.7428391	0.6506773	0.1566760	0.5047442	0.5271385	0.0236726	0.2266740	0.2819915	0.7256633	0.5084388	0.0219932	0.5946309	0.5355658	0.0771120	0.7014442	0.2555492

0	0.7453417	0.8860615	0.3826911	0.1532398	0.6452339	0.8738980	0.1588027	0.4581210	0.4797448	0.0173385	0.1515870	0.3934869	0.7781005	0.4204374	0.0550262	0.8513920	0.5063807	0.1155447	0.6418570	0.1752353
50	0.6221013	0.7127569	0.3177691	0.2333089	0.7966512	0.7538360	0.1821482	0.3324000	0.3979592	0.3553925	0.1857659	0.1121253	0.3139291	0.4442708	0.0999903	0.7788458	0.4856762	0.0510123	0.3721577	0.5887602
100	0.7488316	0.8284813	0.3217853	0.1417240	0.6051407	0.7910816	0.1977602	0.2671160	0.2696691	0.6276627	0.2917685	0.0707187	0.1817481	0.4497263	0.1016270	0.6601855	0.5172624	0.0963882	0.2250143	0.6016938
150	0.7271107	0.7048409	0.4152228	0.2116473	0.7941099	0.7040718	0.1980488	0.1427870	0.3169707	0.6054825	0.3399254	0.0267020	0.1856040	0.4578990	0.0979249	0.7086035	0.5600058	0.0869428	0.2154385	0.6967024
200	0.7014817	0.7867994	0.2938310	0.1514446	0.7418319	0.8259709	0.1491811	0.3729218	0.3636743	0.7579920	0.3040272	0.0255138	0.1723614	0.4824807	0.0918764	0.8448575	0.5558184	0.0629342	0.1213851	0.5191579
250	0.6927245	0.7048826	0.3653432	0.1699005	0.5682423	0.7463794	0.1069785	0.1975715	0.3583000	0.5709143	0.4811864	0.0143649	0.1491656	0.5547530	0.0568520	0.7989017	0.6467217	0.0566091	0.1657462	0.5803661
300	0.7376567	0.8863297	0.3711976	0.1618383	0.7156673	0.8561804	0.1043704	0.1242925	0.2817919	0.5668050	0.5213445	0.0277494	0.2343793	0.5423890	0.0924225	0.7643638	0.7237604	0.0531387	0.1368017	0.6852282
350	0.7907421	0.7118658	0.3092188	0.1708722	0.6495144	0.7000297	0.1442334	0.1735394	0.2747760	0.6845073	0.4786939	0.0409045	0.1372466	0.6463814	0.0735501	0.8051171	0.6911384	0.0318517	0.1242496	0.7263860
