"Time"	G1	G20	G10	G2	G17	G4	G16	G18	G94	G8	G95	G98	G7	G6	G46	G100	G36	G37	G38	G34	G3	G35	G11	G56	G5	G19	G15	G14	G12	G39	G49	G44	G22	G21	G41	G50	G13	G51	G53	G52	G55	G42	G40	G45	G54	G43	G57	G72	G67	G48	G9	G61	G47	G60	G59	G99	G58	G80	G89	G88	G81	G83	G82	G79	G84	G78	G77	G86	G91	G90	G85	G75	G93	G69	G92	G87	G68	G96	G97	G63	G27	G26	G25	G23	G24	G62	G76	G31	G30	G70	G74	G71	G29	G73	G28
450	0.3059897	0.0777577	0.1431082	0.0475164	0.1860317	0.2110341	0.1668257	0.5939916	0.6729330	0.1550402	0.6717105	0.6842729	0.1694705	0.2336975	0.3595997	0.7412845	0.6147990	0.3755537	0.5671878	0.6410799	0.5108999	0.1184475	0.2136076	0.7398681	0.0565890	0.2897755	0.0935882	0.4375669	0.4268367	0.0026807	0.6902753	0.4355007	0.6380750	0.2617143	0.2054853	0.7387655	0.5257783	0.1911589	0.3671972	0.0165067	0.0830692	0.7209993	0.2602491	0.2584499	0.4315950	0.5461663	0.2912445	0.5506776	0.5570927	0.4135409	0.5255111	0.6794680	0.4430817	0.1009149	0.1786930	0.7381437	0.4433705	0.0119234	0.3317577	0.2350542	0.0621450	0.4941209	0.3510651	0.7057335	0.1387700	0.5945156	0.0509712	0.7518143	0.3310780	0.0003124	0.1110680	0.7354856	0.3257060	0.6762644	0.4549329	0.6244274	0.0296184	0.6833306	0.6384493	0.6239048	0.3374700	0.1041531	0.2214336	0.6118682	0.6713242	0.4878940	0.6205788	0.5154568	0.1416347	0.2755396	0.1485626	0.1747455	0.4094776	0.1541678	0.6295313
500	0.3087029	0.0799103	0.2004123	0.0887852	0.1924675	0.2580990	0.1419766	0.5413072	0.7477958	0.1532048	0.7108919	0.7066164	0.1027697	0.2696390	0.2210802	0.7130813	0.6672762	0.4712935	0.5684598	0.5804040	0.5171279	0.1033936	0.3294138	0.7257184	0.0643296	0.2736928	0.0761444	0.4550498	0.3748512	0.0008773	0.5733036	0.3251549	0.5236971	0.1873439	0.1514810	0.6933192	0.6097476	0.1353717	0.3111474	0.0136870	0.0284810	0.6584679	0.2373433	0.2138743	0.4412035	0.7731207	0.3650166	0.4327862	0.6579600	0.2640829	0.5819563	0.6104564	0.5264415	0.0954071	0.1627638	0.6326430	0.4139101	0.0103982	0.3706559	0.2870872	0.0785624	0.5048488	0.3200257	0.7436831	0.1148549	0.4540065	0.0412519	0.6417309	0.3376794	0.0003755	0.1380067	0.6312720	0.2003830	0.5983330	0.4276414	0.6773324	0.0681503	0.6445836	0.6601884	0.6859906	0.3053569	0.0839888	0.3561905	0.6231958	0.6129740	0.4399117	0.6450892	0.4978252	0.1799098	0.2296337	0.1483647	0.1913352	0.4651891	0.1026080	0.5366952
550	0.0788219	0.1161264	0.2547586	0.2161566	0.2132071	0.1886292	0.2630567	0.5146400	0.6598777	0.2828369	0.5354333	0.6668584	0.0580501	0.2692923	0.2191707	0.6722315	0.5790550	0.3533302	0.4153464	0.6415642	0.6588206	0.0744992	0.5049850	0.5585728	0.4042590	0.3164384	0.1312424	0.4476752	0.5239434	0.0013796	0.7578574	0.3125830	0.5136020	0.3255459	0.1421113	0.8052718	0.5984289	0.1211633	0.3901900	0.0037916	0.1009863	0.5025162	0.3315730	0.2677882	0.5520170	0.7048826	0.2847099	0.4357402	0.5042005	0.3272790	0.6709687	0.5077361	0.2094058	0.1619242	0.1297463	0.6166171	0.1600331	0.0240981	0.2958911	0.1368654	0.0532025	0.4512496	0.3390090	0.7394829	0.0869515	0.5086414	0.0434574	0.6752588	0.2134602	0.1451667	0.1701713	0.7064678	0.1987057	0.5568312	0.4703283	0.6247425	0.0501120	0.8065107	0.6297604	0.5156513	0.3665808	0.1023350	0.6731760	0.7060294	0.6141864	0.4393881	0.5255061	0.5708593	0.5130989	0.2505857	0.1961109	0.1858629	0.4852943	0.1451559	0.7469517
600	0.2055928	0.0781104	0.3162832	0.4747627	0.2957976	0.4486348	0.5063280	0.4896968	0.7357228	0.2450037	0.6720028	0.6599418	0.0128627	0.2487408	0.2482235	0.7743258	0.5365253	0.3614481	0.3587047	0.6759282	0.5191680	0.0883089	0.1673514	0.4698971	0.5480638	0.2102891	0.2417333	0.2019332	0.5050143	0.0214961	0.6083482	0.4871911	0.5776166	0.3126886	0.2803886	0.7143112	0.4954620	0.1761036	0.3159666	0.0161806	0.2005148	0.3418672	0.2739161	0.3760288	0.5826868	0.6744343	0.3556702	0.5076150	0.5989873	0.2392384	0.8185560	0.5385390	0.3656560	0.1085212	0.1316154	0.6474581	0.1487855	0.0038174	0.3640642	0.0673481	0.0910733	0.5222636	0.3502010	0.5866060	0.1283765	0.4667065	0.0366075	0.6661607	0.0344987	0.2122149	0.1113626	0.6633711	0.2898997	0.5903047	0.5145558	0.6226099	0.0226837	0.6295579	0.6381695	0.6044426	0.4706409	0.1483210	0.5408008	0.7610852	0.6399287	0.4043891	0.5857125	0.6200219	0.7589525	0.2144166	0.1657277	0.2558234	0.4087393	0.1525806	0.8090073
650	0.4404454	0.0874863	0.2780466	0.1979441	0.3382268	0.4780709	0.4034176	0.5021146	0.6681737	0.1294024	0.5956492	0.6040898	0.0197573	0.2834600	0.2797134	0.6157616	0.5643285	0.4334423	0.3324472	0.5932080	0.4226491	0.2249488	0.0932385	0.4302883	0.2508021	0.1540295	0.1945667	0.1445942	0.4577824	0.0205641	0.6802299	0.4582706	0.6564114	0.2771694	0.2810577	0.5644812	0.6256238	0.1409955	0.3675156	0.0287436	0.2758725	0.2914966	0.2375235	0.5413668	0.6208072	0.5530058	0.3935561	0.5426040	0.6437855	0.4050478	0.6326112	0.6227408	0.4427557	0.1057857	0.1891500	0.6175385	0.2688737	0.0025523	0.3546590	0.0197506	0.0905311	0.4441264	0.3623091	0.6778652	0.2112268	0.4986906	0.0320893	0.6773836	0.0072728	0.2163658	0.1130282	0.6397215	0.2493770	0.5041421	0.3831758	0.6372457	0.0332168	0.5690243	0.6117898	0.5484858	0.3207957	0.0803717	0.6019900	0.6758045	0.5976898	0.4241381	0.4125751	0.5654063	0.5624181	0.2759055	0.1808491	0.2156200	0.4546188	0.1031630	0.6366349
700	0.3270725	0.0758828	0.2097366	0.0891689	0.2811838	0.4693889	0.2106416	0.6021729	0.7135597	0.2707492	0.6518184	0.6458755	0.0153745	0.2840933	0.2954664	0.8489469	0.6408630	0.3223946	0.3373012	0.8518575	0.5057761	0.1143690	0.0554763	0.5401895	0.1116988	0.2010957	0.1342992	0.1624649	0.5638886	0.0212243	0.6503217	0.3660511	0.5953413	0.2547926	0.2880045	0.5298859	0.5898284	0.1750138	0.4269540	0.0247492	0.2671274	0.3818573	0.2677632	0.5086794	0.6961358	0.6099322	0.3167344	0.5356423	0.5485144	0.4129707	0.7167479	0.6200252	0.3432156	0.0796862	0.1473231	0.6504035	0.2901419	0.0137364	0.3363097	0.0162116	0.0466971	0.1872639	0.3407286	0.7265823	0.0786441	0.4136913	0.0311959	0.8185962	0.0050846	0.2954179	0.0564760	0.6930692	0.1610408	0.4962865	0.4543877	0.8270387	0.0377028	0.6468861	0.6545205	0.4777036	0.3367156	0.1596133	0.7425972	0.6606182	0.6235092	0.3983640	0.4612771	0.4650024	0.6325265	0.2406413	0.1061784	0.1425678	0.4368223	0.1932411	0.6384277
750	0.1980514	0.0627710	0.1714064	0.0963128	0.1799535	0.3491909	0.1879743	0.4686164	0.6149905	0.1888170	0.7277855	0.7147714	0.0529112	0.1914001	0.2375927	0.7411140	0.4958507	0.3416742	0.4426872	0.6858030	0.5191136	0.0657791	0.0511609	0.6320140	0.0955112	0.3016669	0.0826720	0.2339314	0.5107965	0.0103838	0.6205491	0.4049384	0.5943664	0.3306207	0.2988726	0.7104320	0.7087758	0.1686713	0.3218168	0.0075786	0.3119881	0.3508662	0.2718207	0.3401632	0.6304473	0.6944420	0.2788980	0.5493224	0.5407569	0.5664257	0.6913392	0.6338235	0.2052549	0.0737359	0.1390800	0.7929445	0.1617183	0.0144472	0.4688953	0.0110955	0.0703775	0.2734570	0.2907084	0.7296799	0.1051488	0.5342378	0.0328913	0.6485439	0.0001622	0.3102108	0.0742584	0.5679933	0.3555189	0.5027537	0.4574416	0.7724982	0.0557989	0.7847276	0.7266722	0.4446792	0.3354793	0.1130838	0.7103048	0.7304081	0.5963538	0.3909765	0.4619048	0.3780521	0.8376323	0.3495580	0.1639652	0.2045705	0.4621553	0.1074016	0.7845813
800	0.1464560	0.0740852	0.3043811	0.1438037	0.2496889	0.3316667	0.2992844	0.3937010	0.7110132	0.2141696	0.6882273	0.5574789	0.0199075	0.3190276	0.2262949	0.5584405	0.4249489	0.2821767	0.4141302	0.7546183	0.4837799	0.0370598	0.0663514	0.6468723	0.3266459	0.2629721	0.1570479	0.1536166	0.7087295	0.0047460	0.6164676	0.3077330	0.6937909	0.2934777	0.2600829	0.6829626	0.5201990	0.1496431	0.4063155	0.0138741	0.2354265	0.2669868	0.2664927	0.3773912	0.5971395	0.7166917	0.3315267	0.4423572	0.5005605	0.4506537	0.5816752	0.6119285	0.2763410	0.1745989	0.1164083	0.6721678	0.0940802	0.0044554	0.3576278	0.0294546	0.0632711	0.5014538	0.3664341	0.6444035	0.0984664	0.5165934	0.0860262	0.5719921	0.0000000	0.3244492	0.1123809	0.5702021	0.3114576	0.5792425	0.5628218	0.6634948	0.0687744	0.8241567	0.6204006	0.6014556	0.3668613	0.1202025	0.6623333	0.7044598	0.6285896	0.3711820	0.5546913	0.2993516	0.7713487	0.3207985	0.1392844	0.1229665	0.2962936	0.1053717	0.8190911
850	0.2285015	0.0401448	0.2995042	0.2435149	0.3255426	0.4624708	0.3846736	0.3740038	0.6261264	0.1528883	0.7254683	0.7070041	0.0100421	0.2753897	0.2883164	0.5911711	0.5771794	0.3023402	0.3529717	0.7589658	0.6228512	0.0850365	0.0404112	0.7097325	0.4737195	0.1773187	0.2330560	0.1398664	0.5317997	0.0070044	0.7987571	0.3378324	0.6808544	0.3347839	0.3932578	0.6730189	0.6071542	0.2335327	0.3294827	0.0302998	0.2399546	0.2309714	0.2738253	0.4726580	0.5639582	0.5572408	0.2698370	0.6417158	0.6313040	0.4382177	0.7078684	0.4992380	0.2847843	0.0488665	0.1210948	0.7673468	0.2471608	0.0138637	0.4093683	0.0301705	0.0832096	0.4284245	0.2577682	0.6646734	0.0815838	0.4590354	0.0396136	0.8017323	0.0005286	0.3319354	0.0808204	0.6490434	0.2382541	0.4663240	0.4827757	0.7192946	0.0457254	0.7422138	0.6481540	0.4299065	0.3681812	0.0941025	0.6978322	0.7567622	0.4949190	0.3727578	0.4776148	0.2599727	0.6640890	0.4015159	0.1420987	0.0842920	0.3872043	0.1495363	0.7728137
900	0.3333690	0.0554566	0.2928632	0.1633706	0.2018122	0.5783495	0.3239913	0.4338394	0.7490837	0.1999299	0.7528025	0.6311022	0.0142950	0.2419026	0.3246998	0.6510642	0.5939602	0.3393187	0.4623342	0.6239454	0.4871595	0.1180656	0.0553457	0.5298801	0.2321208	0.1616278	0.1381573	0.2998361	0.5318679	0.0122479	0.6465677	0.5232441	0.6428562	0.3715979	0.2903766	0.6356906	0.5518921	0.1643302	0.3844900	0.0398781	0.2800134	0.4226517	0.2207249	0.4530934	0.6067573	0.6433123	0.3309913	0.6807848	0.6326884	0.4054468	0.7779570	0.6643040	0.3324119	0.0800727	0.1923241	0.5801348	0.1706059	0.0226693	0.3551037	0.0187908	0.0824532	0.4081021	0.3581657	0.6566207	0.0828110	0.5520996	0.0949589	0.7060770	0.0000174	0.4026811	0.1331261	0.7244035	0.2954600	0.5150469	0.4656485	0.7376952	0.0297161	0.6261422	0.7776154	0.4511360	0.3308328	0.1090185	0.6017582	0.7249174	0.5307638	0.3743748	0.5079279	0.4241516	0.7602910	0.4680984	0.1882874	0.0885305	0.4661523	0.1087688	0.6677763
950	0.2067987	0.0485313	0.2568998	0.0763825	0.1981193	0.5194755	0.2093634	0.5622268	0.7021358	0.1454986	0.6076671	0.7514760	0.0062316	0.2503438	0.2912387	0.5411962	0.5240329	0.3940628	0.3655459	0.6624639	0.6359406	0.0771587	0.0451436	0.6819783	0.1209173	0.2513369	0.0744795	0.2519676	0.6416764	0.0096867	0.7361842	0.3712278	0.5764006	0.3173117	0.3048256	0.5666225	0.6216708	0.1469078	0.2766889	0.0129306	0.3424121	0.4377537	0.3510822	0.4907182	0.6072754	0.6867020	0.2831820	0.5766111	0.6323038	0.4351246	0.6893817	0.6091331	0.4010571	0.0845008	0.1083901	0.6303889	0.1466504	0.0036174	0.4359889	0.0130490	0.0903300	0.2348090	0.3881114	0.6382555	0.1008701	0.4887990	0.0536319	0.6877556	0.0008333	0.3386715	0.0982978	0.6303893	0.3267740	0.4605988	0.4342375	0.6875566	0.0306594	0.5260510	0.6882235	0.4749559	0.4787593	0.1661187	0.5672123	0.6294089	0.6063190	0.2930404	0.5096178	0.3746014	0.6107313	0.3506003	0.1859613	0.0785909	0.5899138	0.0979502	0.6528724
1000	0.2031907	0.0935400	0.1660752	0.1395462	0.2387381	0.4022520	0.2735130	0.5314764	0.5222332	0.2304085	0.7324879	0.6945496	0.0195689	0.2872355	0.2508835	0.6306801	0.6064330	0.4412571	0.4261623	0.6662519	0.5545960	0.0492411	0.0812560	0.7308406	0.1284247	0.1824607	0.1248052	0.2428875	0.7044883	0.0023329	0.6943432	0.3655013	0.6913850	0.3699093	0.2455420	0.7163233	0.5432346	0.1676283	0.2965476	0.0244749	0.2962122	0.3407267	0.2821640	0.3327265	0.6112732	0.6410494	0.3099623	0.5602075	0.5809632	0.5059510	0.6560185	0.7343219	0.3228077	0.1102205	0.1349189	0.6149432	0.0674160	0.0109553	0.3386105	0.0155763	0.0560079	0.2941969	0.3571334	0.6454757	0.1260813	0.4639590	0.0371382	0.6398764	0.0002990	0.3010280	0.1434583	0.6591160	0.2493573	0.4594617	0.5479139	0.6187469	0.0289129	0.6411864	0.6928755	0.4819287	0.3430723	0.1219520	0.7429288	0.6605429	0.4897643	0.3533583	0.4978335	0.3730604	0.7965648	0.3316785	0.1273510	0.1162593	0.4255649	0.1210010	0.8516349

0	0.2641520	0.0791910	0.1982222	0.1697783	0.3487009	0.4188806	0.2469379	0.4573779	0.6269170	0.2042324	0.5797635	0.7015381	0.0042388	0.2154202	0.3567111	0.6343869	0.6193890	0.3318434	0.3778377	0.6604244	0.5344339	0.0617664	0.0356845	0.6297142	0.1875088	0.2267167	0.1299376	0.1782740	0.5661510	0.0018041	0.7285681	0.4296450	0.8007749	0.3122649	0.2006895	0.7562690	0.5803296	0.1434607	0.3060916	0.0022561	0.3100094	0.2798744	0.2479845	0.4986854	0.4655975	0.6114993	0.3110140	0.4190634	0.5872257	0.2747553	0.7202405	0.8593869	0.2585866	0.0848387	0.0972700	0.5167334	0.1310160	0.0206033	0.4317534	0.0204808	0.0510700	0.6319473	0.4121190	0.7382003	0.0990264	0.4881128	0.0583960	0.6679383	0.0009771	0.2739380	0.0785068	0.6375938	0.3599088	0.4090825	0.5326115	0.5569434	0.0280748	0.7461558	0.7822312	0.5029236	0.2991466	0.1005136	0.6315365	0.6867455	0.5221567	0.3367095	0.4911591	0.4360096	0.6632135	0.3461437	0.2053403	0.1090315	0.5566528	0.1292630	0.7808331
50	0.2487584	0.1992089	0.2483850	0.1142986	0.2679424	0.5710350	0.3718977	0.4214998	0.3913225	0.1492696	0.6790295	0.4408846	0.0324570	0.3076191	0.2583586	0.7363819	0.5796328	0.3919497	0.3228163	0.5023730	0.4711459	0.0558169	0.0571340	0.5673013	0.2384582	0.2290133	0.1528532	0.1528664	0.6338789	0.0043943	0.6096628	0.4335642	0.6631480	0.3470237	0.5263677	0.5217767	0.6237090	0.0806103	0.3638918	0.0113693	0.2004159	0.3621145	0.4562858	0.4551458	0.5113093	0.5239227	0.2436990	0.5350613	0.6372960	0.4380412	0.6905729	0.7032713	0.2648646	0.0564118	0.1186953	0.6692470	0.4228279	0.0000215	0.2463903	0.0099952	0.1152524	0.2832906	0.2773160	0.1234136	0.1774574	0.2575869	0.2930134	0.6415191	0.0004973	0.3023075	0.0097665	0.7151387	0.1376625	0.4692720	0.4900621	0.6087645	0.0425272	0.3870683	0.6960891	0.4926948	0.3325451	0.1130952	0.7442797	0.6098148	0.5444137	0.3854944	0.4489489	0.3531818	0.6829932	0.3029418	0.1696074	0.1959673	0.5534586	0.0496576	0.8591492
