"Time"	G1	G10	G2	G20	G17	G16	G4	G8	G18	G94	G9	G95	G11	G56	G3	G98	G7	G46	G6	G36	G37	G100	G38	G34	G35	G5	G19	G14	G13	G12	G41	G44	G49	G39	G22	G21	G50	G15	G51	G53	G52	G55	G42	G54	G45	G40	G47	G48	G72	G67	G61	G43	G57	G60	G59	G99	G58	G80	G81	G83	G88	G82	G89	G79	G84	G75	G86	G78	G77	G85	G90	G91	G93	G69	G92	G87	G68	G27	G96	G97
650	0.5452477	0.0308362	0.2522134	0.3231578	0.0123463	0.4029085	0.0254587	0.3050525	0.0171335	0.5953949	0.3922869	0.5042523	0.1230299	0.6072811	0.5491901	0.6176565	0.6483092	0.4547509	0.3771394	0.6148118	0.0863046	0.7265617	0.5934748	0.6929817	0.1309793	0.1036951	0.3053394	0.3516674	0.6245558	0.5855652	0.3912129	0.0048960	0.2424300	0.0559174	0.3143743	0.1607137	0.6291089	0.6023042	0.2433799	0.5415049	0.0510907	0.5186225	0.0184447	0.4169542	0.3255276	0.1652320	0.3052297	0.2165731	0.6762162	0.3705628	0.4705449	0.4769302	0.4408986	0.6075694	0.3146861	0.7337960	0.3562678	0.4181482	0.5475865	0.3893044	0.1067814	0.6174405	0.1323194	0.2405268	0.4335498	0.0059786	0.2465706	0.1347846	0.7468317	0.5579310	0.4261654	0.5375837	0.3572305	0.4740110	0.0533832	0.3993010	0.4001408	0.1448315	0.7537043	0.6301155
700	0.7284329	0.0189510	0.3071253	0.3300207	0.0089663	0.4007316	0.0517783	0.2678568	0.0362642	0.6320248	0.4638513	0.3820178	0.1871909	0.6558049	0.5411112	0.8055407	0.6049467	0.4071562	0.2384464	0.6863996	0.0784802	0.6790380	0.5365405	0.7515733	0.1666168	0.0944982	0.3768920	0.3622868	0.7208955	0.5885321	0.4619392	0.0068725	0.2377843	0.0671522	0.3185405	0.1880858	0.6392778	0.5605557	0.2273916	0.4991100	0.0350217	0.4461198	0.0100601	0.4458084	0.3821610	0.2469239	0.2239767	0.1825312	0.6558736	0.3628732	0.3682069	0.5052012	0.5165313	0.6109473	0.3612379	0.7766358	0.3498743	0.5176216	0.6100789	0.2998415	0.1339930	0.6198287	0.0674882	0.2886507	0.4299844	0.0342164	0.2242564	0.1967454	0.6138823	0.3969984	0.4721473	0.5776840	0.4451251	0.5688991	0.0590014	0.4000612	0.4341935	0.1488480	0.5801759	0.6749705
750	0.6768903	0.0261838	0.2444269	0.3835056	0.0116676	0.3775404	0.0612162	0.2245242	0.0411476	0.7779498	0.5167443	0.4117168	0.2333133	0.6117670	0.6067283	0.6470236	0.6418767	0.4293496	0.2728020	0.7703925	0.1120355	0.6883809	0.6965961	0.6603400	0.1369999	0.1053375	0.3710230	0.3059070	0.5375651	0.6252499	0.4160352	0.0035007	0.2387436	0.0332482	0.2917543	0.1638129	0.6808267	0.5974207	0.2435988	0.4527252	0.0439325	0.5588961	0.0393308	0.5347840	0.3251055	0.2772945	0.2554373	0.1609420	0.6863551	0.3053758	0.3960143	0.4382232	0.3786060	0.5784072	0.3472192	0.6894675	0.3462783	0.4902096	0.4715572	0.3449196	0.0849820	0.7072571	0.0476910	0.2337420	0.6290630	0.0351179	0.1817218	0.1251375	0.6574364	0.5137589	0.4077120	0.5752394	0.6237374	0.5273136	0.0274519	0.3680178	0.3555997	0.1294082	0.7204708	0.6064709
800	0.6010218	0.0252530	0.3402912	0.3471674	0.0208969	0.4021246	0.1074227	0.3522637	0.0350788	0.6283360	0.3958169	0.4776910	0.2039790	0.7951808	0.6420997	0.6900007	0.6310723	0.3447904	0.2596394	0.7043153	0.1207459	0.6799139	0.6936427	0.5941504	0.1043684	0.1091899	0.4059192	0.3135605	0.7222128	0.6145104	0.5186185	0.0043975	0.2861860	0.0282143	0.3154146	0.2221067	0.6703442	0.6236171	0.2441685	0.4668845	0.0225575	0.4824796	0.0175816	0.5496112	0.3442591	0.3256958	0.1677067	0.1500331	0.6611963	0.4070209	0.5269127	0.3861567	0.4549707	0.6798792	0.2616434	0.6573108	0.4190783	0.5672756	0.5241482	0.3621524	0.0901976	0.7163461	0.0404378	0.2237720	0.4517026	0.0244815	0.1742579	0.1731542	0.7216056	0.5046498	0.4055363	0.5443872	0.5191889	0.5618613	0.0151220	0.4300598	0.2517606	0.2522199	0.6749833	0.6388578
850	0.5126950	0.0231408	0.2803358	0.3900629	0.0103362	0.3878139	0.0805606	0.3496268	0.0311565	0.6715032	0.4784659	0.4254481	0.1786336	0.6309942	0.6395452	0.6630727	0.6022022	0.3997329	0.2772713	0.7058749	0.0727022	0.7098251	0.6442893	0.6428150	0.1624512	0.1196716	0.3914799	0.3462985	0.7511091	0.5344092	0.3926286	0.0031966	0.1773544	0.0738315	0.3925003	0.2074847	0.6732129	0.5537398	0.2579125	0.5206329	0.0401732	0.4913234	0.0157243	0.5070949	0.3619732	0.2815085	0.1754242	0.1675528	0.6828539	0.3836025	0.4161662	0.3565983	0.5260182	0.6436323	0.2613117	0.5821095	0.3482347	0.4718802	0.4092985	0.3201347	0.0776475	0.7771571	0.0536052	0.2525656	0.6065376	0.0289095	0.1880254	0.1459109	0.7306381	0.5577950	0.4143030	0.7160206	0.4961066	0.4271140	0.0298773	0.4429834	0.2939294	0.2177105	0.6525013	0.5868744
900	0.5677713	0.0597522	0.3009705	0.4078796	0.0091345	0.4142710	0.0584750	0.2974064	0.0177188	0.6140266	0.4735012	0.3977742	0.1243885	0.6515103	0.6968971	0.5269673	0.6332303	0.3941487	0.2959017	0.5720127	0.0648570	0.5873452	0.4927795	0.6874533	0.1435405	0.1171181	0.3884748	0.3162533	0.7544176	0.6547850	0.3427443	0.0183998	0.1913598	0.0784262	0.3603489	0.1233584	0.6583445	0.6422623	0.2478301	0.5185711	0.0465455	0.5265930	0.0110487	0.5300026	0.4034373	0.3340267	0.2566035	0.2063142	0.5609994	0.3470629	0.4430925	0.4024096	0.4553640	0.6229720	0.1720775	0.6787385	0.3169557	0.5205455	0.4983725	0.3369378	0.0580493	0.6635980	0.0594425	0.2684513	0.4958953	0.0088556	0.1632951	0.1390826	0.6321151	0.6591771	0.4446106	0.5751751	0.5253469	0.4718332	0.0192999	0.2709479	0.2411789	0.1934738	0.7026786	0.6343530
950	0.6370227	0.0388943	0.2802746	0.4003620	0.0177502	0.3370944	0.1175758	0.3059989	0.0538866	0.5724224	0.4251896	0.4131157	0.1227987	0.7602939	0.6106616	0.6603898	0.7329692	0.4882323	0.3180505	0.7188835	0.1186014	0.6380044	0.6101245	0.6732942	0.1750668	0.1406753	0.3816310	0.3102502	0.5366224	0.5335256	0.3609989	0.0037035	0.2689984	0.0328504	0.2133193	0.1242283	0.7739114	0.6012197	0.1957287	0.5154613	0.0092490	0.5718337	0.0294399	0.3922121	0.4037710	0.3801143	0.1621862	0.1569996	0.7442227	0.3905811	0.5322851	0.4276437	0.5823536	0.5621651	0.2218995	0.7932226	0.3990982	0.5127808	0.5032374	0.3303111	0.0751616	0.6673566	0.0448341	0.2905003	0.5798911	0.0058857	0.2708086	0.1387029	0.7605350	0.5299673	0.5285537	0.5992383	0.4484346	0.4479195	0.0191070	0.4031516	0.2858865	0.1490378	0.6331147	0.5618816
1000	0.5103623	0.0364777	0.2507401	0.2926404	0.0100899	0.4602256	0.0410119	0.2689412	0.0595441	0.6480253	0.3848570	0.4271912	0.1115090	0.7397149	0.6572025	0.6847430	0.6540437	0.4542287	0.3546185	0.6595074	0.0809305	0.5603198	0.5632196	0.7428327	0.1484606	0.0871680	0.3493456	0.3638623	0.7594099	0.6063940	0.3968371	0.0129810	0.2381535	0.0178809	0.1553213	0.1410150	0.8265870	0.5550723	0.2098245	0.4664259	0.0162488	0.4568387	0.0028799	0.5928236	0.4143627	0.2800851	0.2096797	0.2056156	0.7250739	0.3504110	0.4577700	0.5119565	0.4984437	0.7038149	0.2326811	0.6587768	0.3518575	0.5358299	0.4983101	0.4120541	0.0478871	0.6999963	0.0583955	0.2480507	0.4201302	0.0254254	0.1641835	0.1355941	0.6478187	0.5094046	0.5356644	0.6439490	0.5409807	0.4647210	0.0336198	0.3472486	0.4324747	0.1816366	0.7344367	0.7391592

0	0.5249607	0.0502799	0.2851229	0.3774476	0.0536504	0.4402208	0.0636779	0.3642064	0.0454343	0.8192893	0.4422706	0.5153493	0.0947210	0.6326278	0.6179729	0.7102260	0.5903200	0.3377708	0.2632964	0.6597170	0.0990089	0.6900341	0.4965115	0.5751973	0.1967093	0.1451606	0.2758835	0.3269572	0.6269640	0.5761308	0.4446102	0.0081486	0.1935633	0.0645374	0.3101760	0.1724380	0.6781742	0.5094369	0.2398342	0.4732996	0.0371693	0.4451822	0.0284555	0.4120585	0.3201268	0.3420310	0.2200251	0.1678956	0.7634627	0.4794073	0.3274790	0.2913510	0.5258186	0.5798885	0.2840400	0.6647096	0.3871609	0.4796629	0.4810039	0.3358955	0.0503735	0.7097998	0.0569695	0.2621855	0.6447725	0.0231205	0.1904376	0.0938816	0.5396084	0.4872304	0.3648184	0.5943520	0.5267600	0.5320038	0.0462527	0.4250928	0.3815107	0.1492997	0.8065760	0.6931602
50	0.5074886	0.0570104	0.2282892	0.6170906	0.0078307	0.2708911	0.0414952	0.2372834	0.0268305	0.5867254	0.4445470	0.6501630	0.3109707	0.6889236	0.8489296	0.6457976	0.6066801	0.3182454	0.3914100	0.7440488	0.0410545	0.6519318	0.5369161	0.4760029	0.1149999	0.1377556	0.1738265	0.4099878	0.7574729	0.6157377	0.2959588	0.0038013	0.3277032	0.0304213	0.1754153	0.3292360	0.3722446	0.5572756	0.2034757	0.3897876	0.2796398	0.4630602	0.0177482	0.4834714	0.4744981	0.2308994	0.1715388	0.2087215	0.4885525	0.3555636	0.3763947	0.5783420	0.4938153	0.6843016	0.3040608	0.5920849	0.2936879	0.4855994	0.5513845	0.3828400	0.4031176	0.7758832	0.0418355	0.1204503	0.6836321	0.0236867	0.2029983	0.0844594	0.5650725	0.6359151	0.4167248	0.5889842	0.4870297	0.4418551	0.0257120	0.4985602	0.3533569	0.3724000	0.6186104	0.5649896
100	0.6274673	0.0447073	0.2317761	0.6790222	0.0060469	0.2960907	0.0630450	0.2423645	0.0230893	0.6756066	0.4938190	0.6585716	0.1135191	0.6613704	0.5508807	0.5552286	0.5615319	0.3363610	0.3050030	0.8650063	0.0644837	0.7787237	0.5783880	0.3742158	0.1596856	0.1423985	0.0989906	0.2337396	0.6125778	0.5561725	0.3819109	0.0120182	0.3218224	0.0569592	0.2556458	0.3596300	0.3874000	0.5380112	0.2981624	0.4662104	0.2828778	0.6219839	0.0542630	0.5792532	0.4125861	0.3952658	0.1906149	0.2237707	0.6392774	0.3255991	0.4596929	0.4317830	0.4274230	0.5452869	0.1776901	0.5420027	0.2504938	0.5207012	0.4908032	0.3477273	0.4783962	0.7015661	0.0330861	0.0767894	0.5229810	0.0165488	0.1654508	0.1406128	0.6872302	0.6615431	0.4633605	0.4854414	0.4961867	0.4708162	0.0231404	0.3296035	0.3342259	0.3531870	0.7882963	0.6084632
150	0.5654365	0.0193757	0.2564125	0.7062906	0.0080092	0.2408600	0.0714058	0.1612192	0.0513995	0.6677198	0.4039600	0.7291330	0.1842991	0.7177600	0.7026335	0.6954563	0.6209424	0.3117439	0.3317127	0.7023982	0.0460905	0.6930704	0.4452307	0.4456303	0.1847347	0.0666423	0.1275661	0.1477304	0.6768299	0.5226956	0.4997360	0.0128870	0.3169645	0.0803362	0.3550989	0.3558335	0.3129533	0.6041997	0.2106246	0.5400571	0.2900161	0.5833672	0.0447803	0.3911099	0.3864374	0.6071246	0.1779037	0.2187408	0.6298722	0.4194217	0.3992933	0.4906003	0.3676679	0.5744794	0.1622677	0.5765558	0.1688969	0.5676903	0.5531861	0.3528200	0.4759531	0.5980743	0.0234650	0.0328414	0.4448129	0.0404437	0.1129574	0.1384350	0.5005027	0.5132851	0.4408549	0.6620213	0.5327295	0.3788699	0.0298442	0.4466491	0.3229409	0.3508334	0.5370234	0.6101503
200	0.6026000	0.0163763	0.2154326	0.5807724	0.0144206	0.2596260	0.0523694	0.1130411	0.0193195	0.6587418	0.3618120	0.5704962	0.2252638	0.7148844	0.6376869	0.6976765	0.6001470	0.3651621	0.2965747	0.6622956	0.0840431	0.6687428	0.4222453	0.4671635	0.1677446	0.1257361	0.1479642	0.2140525	0.8429862	0.7356187	0.4829769	0.0175907	0.3060405	0.0389833	0.3639459	0.3823022	0.3852478	0.6484430	0.2018349	0.6355165	0.2991976	0.4834590	0.0760104	0.4041027	0.3880835	0.6201995	0.1996957	0.2646606	0.4653691	0.3241359	0.3456220	0.3777025	0.3234767	0.5401632	0.0669278	0.6219463	0.1487437	0.6650697	0.5595466	0.3187320	0.5960705	0.3686258	0.0931562	0.0354335	0.3860845	0.0896278	0.0561643	0.0862433	0.5822014	0.6041431	0.5090358	0.3415565	0.4664895	0.4436327	0.0154438	0.4980939	0.2699687	0.3500110	0.6148305	0.6002575
250	0.5914467	0.0162231	0.1847955	0.6472277	0.0142668	0.2698177	0.0646287	0.1270873	0.0794238	0.7557497	0.4382410	0.7272688	0.0928042	0.7349567	0.5971798	0.5851358	0.6734672	0.2456875	0.3398281	0.7201922	0.0900124	0.6568301	0.6239448	0.3048930	0.1429027	0.1175455	0.0936888	0.2366844	0.6075718	0.7173476	0.4527975	0.0045052	0.1793895	0.0456578	0.3663337	0.4624519	0.3299301	0.5646911	0.2028690	0.5400548	0.3135611	0.4720781	0.0993945	0.4234034	0.3744979	0.6410432	0.1723317	0.2767390	0.5518954	0.2420023	0.3271676	0.3947391	0.4211817	0.4566480	0.0631043	0.6664843	0.0803876	0.5728823	0.4746835	0.3342976	0.6051177	0.2779630	0.0698527	0.0372378	0.4274930	0.1140789	0.0529908	0.0922132	0.5437078	0.5689166	0.5175362	0.3668349	0.4264157	0.2530284	0.0401037	0.5497612	0.1899835	0.3653405	0.6646869	0.6757722
300	0.6445901	0.0267018	0.1367335	0.6564018	0.0217295	0.1973068	0.0951280	0.0964893	0.0214447	0.7861168	0.3965137	0.6818439	0.0957767	0.6363732	0.5522228	0.6530447	0.7592093	0.2622622	0.3197337	0.6381129	0.0317177	0.7326568	0.6112660	0.3281826	0.1134433	0.0767866	0.1203411	0.2123365	0.7084840	0.5482972	0.4097567	0.0030712	0.3179499	0.0439311	0.4307783	0.3563760	0.3748095	0.6012938	0.2142510	0.5131045	0.2512848	0.5452433	0.1259618	0.4162967	0.4693733	0.6876813	0.1761527	0.2164445	0.5881807	0.1680031	0.4279313	0.3969985	0.3268492	0.4835849	0.0661369	0.7078883	0.1238234	0.6472607	0.5364413	0.3451715	0.5132878	0.2495665	0.0173137	0.0472754	0.3687110	0.0894539	0.0213003	0.0967463	0.6167613	0.5523439	0.3905055	0.3582528	0.4444529	0.2098088	0.0138180	0.5669466	0.1270731	0.3842693	0.6292163	0.6442167
