"Time"	G1	G2	G20	G10	G16	G4	G17	G8	G11	G56	G3	G5	G19	G12	G13	G14	G15	G50	G41	G52	G53	G51	G21	G22	G55	G42	G54	G40	G44	G39	G35	G49	G45	G48	G61	G9	G47	G43	G79	G57	G60	G89	G80	G84	G81	G82	G83	G88	G86	G78	G77	G75	G91	G90	G85	G58	G59	G99	G92	G93
450	0.7080503	0.0114480	0.4879715	0.3838997	0.0658800	0.6952772	0.5716185	0.0597713	0.1186009	0.6785282	0.0003681	0.2549745	0.8046713	0.0001682	0.0674146	0.0179284	0.5268889	0.0114835	0.6780979	0.6015402	0.2133596	0.5005907	0.5470256	0.4496009	0.5261589	0.4516260	0.6036461	0.4294442	0.3529814	0.3955467	0.7129150	0.0527585	0.7729205	0.6351671	0.3923591	0.0840312	0.4411695	0.2967082	0.7106817	0.0689774	0.2026764	0.0530830	0.0002973	0.4499298	0.3763747	0.5483425	0.5840491	0.7140316	0.1222127	0.6890596	0.0590091	0.7294627	0.3995273	0.3739724	0.7415683	0.5130129	0.7075316	0.7357118	0.3426561	0.0021259
500	0.8123145	0.0053051	0.4243785	0.3395531	0.1382927	0.5899486	0.3990170	0.0583646	0.1372977	0.6256741	0.0001108	0.2979654	0.6532531	0.0000933	0.1116223	0.0106104	0.4125528	0.0075556	0.7396462	0.7064084	0.1188420	0.4346559	0.6206361	0.3599406	0.5352596	0.4636519	0.5322241	0.5509321	0.1397656	0.3130753	0.6594125	0.2136242	0.7189009	0.7114502	0.2453714	0.0724459	0.3892452	0.2647454	0.6696291	0.1207002	0.3494961	0.0579734	0.0000000	0.4110562	0.4797255	0.5727723	0.5069991	0.7222161	0.2070963	0.7019520	0.0306193	0.6887967	0.4983791	0.4471133	0.8911603	0.6229551	0.6843897	0.7137286	0.4126864	0.0076597
550	0.6943265	0.0086300	0.5112651	0.3857248	0.0465305	0.5637101	0.1091750	0.0687705	0.1563666	0.6285899	0.0350590	0.2764784	0.7689083	0.0059901	0.1483405	0.0370248	0.5874888	0.5594529	0.5391145	0.6131432	0.0801207	0.2897462	0.5904507	0.4311808	0.3541406	0.4115864	0.5749642	0.3558694	0.1499765	0.3062295	0.7896643	0.2280412	0.3218997	0.6646776	0.2333693	0.1020969	0.4068273	0.0646838	0.6720962	0.0153845	0.3182976	0.0577707	0.0009215	0.3599802	0.3949755	0.5704076	0.1275634	0.2974525	0.5549306	0.5179217	0.0301721	0.7167382	0.0972843	0.3442635	0.7499479	0.5719626	0.5246640	0.6888804	0.4080035	0.0082975
600	0.7868666	0.0162722	0.4697391	0.3441088	0.0527245	0.7083321	0.1491088	0.0564036	0.1479182	0.5659455	0.0496138	0.2615517	0.6560771	0.0125862	0.2013348	0.0311437	0.5245902	0.5331647	0.4398016	0.6887130	0.0355067	0.3406869	0.4480036	0.3685716	0.2286474	0.3574608	0.5926273	0.4972464	0.1807392	0.2884805	0.8220308	0.1032113	0.3003347	0.6761993	0.2151257	0.1439383	0.4537532	0.0159097	0.7675065	0.0167946	0.2854801	0.0796752	0.0009700	0.3392369	0.3757531	0.5358458	0.0978749	0.2473586	0.6034357	0.5339405	0.0823454	0.7046469	0.0966937	0.3524231	0.7631302	0.5924720	0.5392181	0.6693076	0.4913864	0.0010840
650	0.8223664	0.0035407	0.5172397	0.2813548	0.0608540	0.5614207	0.1354222	0.0318031	0.1386699	0.4823027	0.0539612	0.2709589	0.6766133	0.0018486	0.2063100	0.0288930	0.5233102	0.6258522	0.3736829	0.6422026	0.0339969	0.2686806	0.4572509	0.3235781	0.1701198	0.5186682	0.5498102	0.5217982	0.2073120	0.3435412	0.5832006	0.0553558	0.2847546	0.6508922	0.3556419	0.0699969	0.4218804	0.0240253	0.5483839	0.0108560	0.3089602	0.0560554	0.0037509	0.3722552	0.4952439	0.5216378	0.0431283	0.1916149	0.7847423	0.4191852	0.0588331	0.7494010	0.0826231	0.4842407	0.8524247	0.7095944	0.5389976	0.6309295	0.4906813	0.0111998
700	0.7154788	0.0055124	0.4409014	0.2709420	0.0614600	0.7047764	0.1715498	0.0612012	0.1746653	0.5823689	0.0217823	0.2769088	0.7348737	0.0185996	0.2316285	0.0237764	0.4758181	0.7909609	0.4249971	0.7845449	0.0071525	0.2118310	0.3728153	0.2224926	0.1939040	0.4609094	0.5400038	0.4465274	0.2152917	0.3546314	0.7246990	0.0646779	0.3677202	0.7404631	0.2623768	0.0750453	0.3726943	0.0302577	0.7355325	0.0401784	0.3365635	0.0588419	0.0028281	0.4042088	0.4366980	0.5011569	0.0294913	0.1640809	0.7776963	0.3256112	0.1102959	0.7470340	0.0147377	0.3849209	0.7247480	0.5372144	0.4211039	0.7297833	0.4251176	0.0013655
750	0.6250418	0.0101630	0.5222263	0.3282265	0.0799341	0.6800809	0.1090993	0.0481869	0.2053669	0.5891008	0.0829639	0.2662062	0.7892289	0.0180932	0.2888187	0.0282273	0.5219346	0.7341554	0.5019796	0.8066349	0.0169827	0.1979253	0.3214211	0.1886671	0.1861749	0.4426375	0.6772801	0.4341072	0.1840676	0.3480222	0.6568449	0.0602024	0.3114760	0.6242101	0.3400695	0.1005188	0.3571953	0.0668544	0.7220034	0.0392938	0.2899450	0.0715095	0.0006499	0.3174973	0.4027680	0.4940673	0.0724687	0.1959309	0.7251454	0.4023764	0.0674792	0.7412416	0.0068061	0.4626412	0.7464599	0.6258051	0.5530426	0.7104373	0.4395908	0.0060873
800	0.7234609	0.0058753	0.5392100	0.3498733	0.0472405	0.5750609	0.1441537	0.0881445	0.1379398	0.5064544	0.0350323	0.3305050	0.5962648	0.0346696	0.2282337	0.0481262	0.5144356	0.7268235	0.3600355	0.6497636	0.0180111	0.1920111	0.3921667	0.1585893	0.1503165	0.4938140	0.5037492	0.5830912	0.2092490	0.4246142	0.7198972	0.0825912	0.2908071	0.8604100	0.3142937	0.0700235	0.4053460	0.0245094	0.7295472	0.0293419	0.2941769	0.0397261	0.0010062	0.4001573	0.5101058	0.4549942	0.0526298	0.1613123	0.6701340	0.4845582	0.0566301	0.6903519	0.0076689	0.3885627	0.7461048	0.6240663	0.5246647	0.7663694	0.4134761	0.0039320
850	0.7818679	0.0005308	0.5264486	0.4100022	0.0805131	0.7413584	0.2216042	0.0949146	0.1671538	0.5352723	0.0872372	0.2156485	0.7728208	0.0110723	0.3045981	0.0374340	0.5810841	0.6793078	0.4621481	0.6820334	0.0163049	0.1806423	0.4364137	0.1985096	0.1133813	0.4583150	0.5733860	0.4796150	0.3205573	0.3243944	0.5261387	0.0573015	0.2968605	0.7159958	0.2716836	0.0436044	0.4527218	0.0147916	0.7885791	0.0219397	0.3282974	0.0720494	0.0018851	0.3569359	0.3845814	0.5379780	0.0454704	0.1597978	0.6225742	0.3655783	0.1056986	0.5901929	0.0109921	0.3968501	0.6892719	0.6500528	0.5178776	0.7452442	0.4880613	0.0049489
900	0.7453942	0.0091660	0.4404220	0.4270859	0.0864496	0.6605730	0.1840120	0.0648138	0.1191624	0.5635619	0.0629548	0.3038017	0.7211857	0.0110090	0.3731367	0.0282827	0.5263100	0.6849522	0.4446008	0.7258726	0.0131447	0.1649636	0.3825777	0.2190522	0.1402505	0.4576452	0.5431252	0.4506672	0.1722818	0.3337774	0.7509927	0.0451813	0.2425071	0.7066059	0.2340371	0.0484906	0.3995541	0.0107349	0.5832959	0.0182127	0.3094819	0.0752430	0.0048290	0.4128676	0.5949200	0.5538374	0.0601179	0.1633032	0.7943302	0.4046705	0.0755088	0.6793665	0.0148733	0.4505037	0.7872683	0.6153495	0.4420876	0.7518479	0.5414130	0.0089263
950	0.5897151	0.0265158	0.4584340	0.2762692	0.1312446	0.6707983	0.1698007	0.0754646	0.1236358	0.5320954	0.0476137	0.2749685	0.7945142	0.0249299	0.2540705	0.0207896	0.4798533	0.5189919	0.4945644	0.7431569	0.0269366	0.2288646	0.3604191	0.1859814	0.1503833	0.4866648	0.5662043	0.4981543	0.2167939	0.2998785	0.6333412	0.0425387	0.2276659	0.6041519	0.3694811	0.0662562	0.3675528	0.0178964	0.7152791	0.0257941	0.2560625	0.0898650	0.0111548	0.3524542	0.3904720	0.4943782	0.0492573	0.1921779	0.7580235	0.3193507	0.1239028	0.7982834	0.0084324	0.2846763	0.7307736	0.6814767	0.4701521	0.7021985	0.4617695	0.0043266
1000	0.6363349	0.0058396	0.4894788	0.3836396	0.1499405	0.6844832	0.1496593	0.0427757	0.1120859	0.5535288	0.0411683	0.2931657	0.6397346	0.0102361	0.3273472	0.0264839	0.5782633	0.5814779	0.3562545	0.7007202	0.0140443	0.2376551	0.3777536	0.3081578	0.1736613	0.4744257	0.4473740	0.4488031	0.2803750	0.3466576	0.6412148	0.0690970	0.2916832	0.6571095	0.4107176	0.1079296	0.3392926	0.0387546	0.7240939	0.0360854	0.2722362	0.0625002	0.0053032	0.3718960	0.4029119	0.5104825	0.0509210	0.1712281	0.9013934	0.3828742	0.1385636	0.7319029	0.0295593	0.4122063	0.7645673	0.5313647	0.4181164	0.7655049	0.3638888	0.0051283

0	0.6826148	0.0292095	0.4835180	0.3398215	0.0945307	0.6441353	0.1741959	0.0697351	0.0978689	0.5770590	0.0296361	0.3381904	0.8549352	0.0568620	0.2390454	0.0181064	0.7174802	0.5780796	0.4019365	0.7008742	0.0108888	0.2687665	0.4415427	0.1693428	0.2106706	0.4444336	0.4259197	0.4704406	0.2001750	0.3271127	0.6763764	0.0868278	0.2098304	0.6781527	0.2971646	0.1177586	0.3256488	0.0381698	0.7941247	0.0421497	0.3536631	0.0465397	0.0071793	0.3748830	0.4054825	0.5408922	0.0643085	0.2054481	0.6744265	0.3888474	0.1095020	0.7270563	0.0437127	0.4264190	0.7043799	0.6925007	0.5508456	0.6095132	0.4360130	0.0234208
50	0.7136293	0.0044226	0.5815859	0.2834893	0.0476160	0.5194056	0.3131486	0.1918286	0.0255291	0.5956374	0.0252077	0.4083923	0.7639569	0.0096353	0.3330626	0.0648743	0.4862611	0.6450254	0.4046364	0.7341549	0.0328615	0.2794728	0.4292165	0.2317846	0.5584524	0.3803837	0.1911854	0.5544627	0.1513155	0.4354803	0.5736076	0.1719354	0.2423866	0.5894802	0.2999611	0.0546082	0.3648875	0.0266398	0.0445843	0.3122017	0.6410555	0.0910024	0.0022784	0.4970503	0.4603789	0.4814582	0.1988016	0.1502846	0.4932359	0.3558646	0.0683161	0.3235937	0.0119534	0.6109756	0.6222671	0.5917905	0.4808199	0.7260737	0.4269578	0.0099945
100	0.7631531	0.0043129	0.5465585	0.3266060	0.0853439	0.5584953	0.5126582	0.2674744	0.0243746	0.5770018	0.0195262	0.2156769	0.6750050	0.0137732	0.4093652	0.0926827	0.5177858	0.5635647	0.5110105	0.7278560	0.0769960	0.2298450	0.4230205	0.1262702	0.8696662	0.5140505	0.1428013	0.5107102	0.1285165	0.3843617	0.6861749	0.1996831	0.2472212	0.6538692	0.1528246	0.0538319	0.4810536	0.0413445	0.0628903	0.4018190	0.5017024	0.0672270	0.0276984	0.5534058	0.6064275	0.4349146	0.1798046	0.0780667	0.2737164	0.3767513	0.0674109	0.2433490	0.0102798	0.7509422	0.5315093	0.5871906	0.2911192	0.6460672	0.4417175	0.0018905
150	0.6687013	0.0006274	0.4691282	0.2861485	0.0586415	0.5578578	0.4758469	0.3091049	0.0059920	0.4874379	0.0296185	0.2463200	0.6683355	0.0126909	0.4631882	0.1498301	0.5714620	0.7270071	0.3749035	0.7133316	0.0496053	0.2261344	0.4259981	0.2341629	0.6547651	0.5393206	0.1389548	0.4524751	0.1062022	0.3983719	0.6612254	0.2318626	0.0783951	0.7766019	0.0373491	0.0581001	0.5909069	0.0154199	0.0560449	0.5379008	0.5932448	0.0587698	0.1125796	0.4539785	0.4836265	0.2046832	0.2942867	0.0739175	0.2538675	0.4063072	0.0621799	0.1925475	0.0447756	0.7036196	0.5631043	0.6394190	0.1341425	0.6438297	0.5300255	0.0030084
200	0.7651489	0.0000000	0.3718900	0.2428586	0.0716744	0.5786478	0.4643166	0.3304602	0.0066355	0.4775262	0.0335447	0.2295294	0.6512816	0.0080942	0.4499467	0.2667072	0.5759728	0.5171068	0.3719819	0.6755775	0.0459263	0.2683288	0.4305745	0.2112680	0.7017406	0.6348840	0.1451232	0.4869700	0.1801645	0.3268662	0.9010862	0.2344589	0.0813876	0.7245046	0.0549513	0.0750080	0.6981064	0.0193651	0.0339584	0.3975844	0.5333505	0.0998510	0.2192544	0.5833428	0.5364301	0.2496348	0.2739506	0.0173375	0.1618592	0.3221815	0.0374633	0.1444263	0.0475148	0.5138473	0.5633266	0.6804637	0.1553979	0.6313265	0.5657972	0.0195545
250	0.7706848	0.0181094	0.5196260	0.3841922	0.0615168	0.5753152	0.4625040	0.3351098	0.0063256	0.5291201	0.0381471	0.2882009	0.8204555	0.0308950	0.4071052	0.3109218	0.5378368	0.5378498	0.4623177	0.6647439	0.0373568	0.2184111	0.4490371	0.1962605	0.6839642	0.6690018	0.1220334	0.4691530	0.2443569	0.3160285	0.7113557	0.2089747	0.1675598	0.6224615	0.0343105	0.0585428	0.5936873	0.0532077	0.0116286	0.4709396	0.7576517	0.0697491	0.4926957	0.5324463	0.5200792	0.4210676	0.2389502	0.0648756	0.0913514	0.4004753	0.0699996	0.1771433	0.0288501	0.5019317	0.5542811	0.6677079	0.3194933	0.5640126	0.5910119	0.0161813
300	0.8010058	0.0023504	0.4091254	0.4163423	0.0619274	0.5523165	0.5048822	0.3805291	0.0296658	0.5771357	0.0278131	0.2037318	0.6261471	0.0095999	0.3115666	0.3252798	0.6524480	0.5531281	0.4290525	0.7762087	0.0458226	0.3248914	0.4591125	0.1767194	0.6171409	0.4555630	0.1070008	0.5455298	0.2610488	0.3324025	0.7000635	0.2140700	0.3639173	0.4831478	0.0351501	0.0692132	0.4330887	0.0605930	0.0277501	0.5000654	0.5296597	0.0600860	0.7127007	0.5228715	0.6361402	0.5389097	0.2736775	0.1688100	0.0151112	0.3454232	0.0326718	0.1240196	0.0227282	0.4219045	0.5906972	0.6895323	0.4824152	0.6540502	0.5105431	0.0207860
350	0.6699449	0.0281162	0.5321472	0.3233802	0.0706228	0.4993928	0.4397082	0.3133779	0.0160354	0.5032835	0.0363686	0.2819265	0.7393952	0.0080524	0.2266357	0.2370564	0.8219769	0.5255499	0.4143741	0.7673197	0.0645897	0.2795395	0.4286195	0.1405308	0.6995891	0.5135841	0.1474966	0.4357925	0.2609134	0.3477438	0.6291085	0.1835121	0.3037178	0.3130036	0.0415270	0.0709396	0.5008935	0.0426297	0.0044081	0.5384372	0.6381326	0.0667639	0.8181288	0.6864922	0.6469905	0.5606188	0.2196120	0.2417260	0.0238595	0.4204214	0.0314326	0.1493592	0.0410793	0.3580508	0.5105177	0.6266353	0.6584181	0.7253033	0.5258372	0.0042262
400	0.6849186	0.0106678	0.6669696	0.2993019	0.1412838	0.5542413	0.3762897	0.3419847	0.0087788	0.5977196	0.0382461	0.2668992	0.6817312	0.0089783	0.2164469	0.2656943	0.6919946	0.4493994	0.3939174	0.7879130	0.0382406	0.2518016	0.4179267	0.2214796	0.5983177	0.4785787	0.1714156	0.5737085	0.1987804	0.3264067	0.5661273	0.2033785	0.2985287	0.3013721	0.1567092	0.0744608	0.5553859	0.0423808	0.0069558	0.5761690	0.6432760	0.0459153	0.7195389	0.6195281	0.6812725	0.5816735	0.2304744	0.2784532	0.0045826	0.4536426	0.0764525	0.2513408	0.0284229	0.4111424	0.5277320	0.6238214	0.5291216	0.6709874	0.5379996	0.0051753
450	0.6870490	0.0148846	0.4352347	0.3199790	0.0844859	0.6460314	0.4222609	0.2982049	0.0256192	0.4981154	0.0172895	0.2819526	0.7013832	0.0035036	0.2291397	0.3304610	0.6075452	0.5283823	0.3533127	0.6705359	0.0270912	0.2897845	0.4610644	0.1903266	0.5862641	0.5214302	0.1123367	0.4375009	0.2420243	0.3229154	0.7361914	0.1929566	0.3432038	0.3047945	0.1894356	0.0950900	0.4694330	0.0228100	0.0020086	0.4501553	0.6985855	0.0619576	0.8119561	0.8955888	0.6726434	0.4181123	0.2905127	0.2646054	0.0015778	0.3574625	0.0603243	0.1452786	0.0321249	0.3049341	0.6087302	0.6057220	0.5877046	0.6317903	0.4668953	0.0141309
500	0.7822521	0.0017891	0.4603900	0.3323160	0.1141446	0.6139644	0.3764865	0.2963499	0.0137581	0.4837316	0.0378725	0.3030404	0.5831982	0.0188087	0.2125926	0.3159524	0.6038782	0.5608070	0.3779582	0.6729281	0.0331335	0.3568038	0.4251872	0.2507537	0.6227101	0.4964787	0.1661428	0.5545588	0.2788038	0.3001538	0.6194415	0.1893449	0.3507799	0.3153497	0.2359411	0.0771127	0.4889411	0.0511473	0.0057944	0.5615494	0.5032408	0.0877931	0.8437089	0.6757372	0.7756190	0.4519733	0.2912886	0.3001128	0.0004281	0.4391953	0.0272292	0.1751475	0.0217191	0.3236495	0.5510276	0.6007682	0.6359992	0.7281686	0.4378291	0.0102515
550	0.6698440	0.0011888	0.5856785	0.3111071	0.0621912	0.5603315	0.1149134	0.1113671	0.0815656	0.5746694	0.0326936	0.2268970	0.7408709	0.0170078	0.2324079	0.4016604	0.7026526	0.6824858	0.3106712	0.6831595	0.0336564	0.3200444	0.4223903	0.2080297	0.4160139	0.5340220	0.6331085	0.5891619	0.1495886	0.2537613	0.5855047	0.1447081	0.3601129	0.2458501	0.2356443	0.1296115	0.5149262	0.0481829	0.0743423	0.3350900	0.4143823	0.0957653	0.5039603	0.3232599	0.5758842	0.5238128	0.1053946	0.3590757	0.0143017	0.3885085	0.0330423	0.6315663	0.0300653	0.3602898	0.6810083	0.6416029	0.6480678	0.8307680	0.5746642	0.0005173
600	0.7937282	0.0012902	0.5766599	0.3376526	0.0375350	0.5431200	0.1191100	0.0758099	0.0790323	0.5733713	0.0645090	0.2578124	0.7717103	0.0032300	0.3639631	0.2507339	0.6071912	0.6072971	0.4244254	0.7043495	0.0092608	0.2472428	0.4051399	0.1442341	0.2711101	0.4158163	0.5775129	0.4747695	0.1566205	0.3914995	0.7400164	0.0892412	0.2769165	0.3164873	0.2015361	0.1218661	0.4310253	0.0687231	0.2124285	0.2442349	0.3617309	0.0797455	0.3904639	0.2266527	0.5358271	0.5183436	0.0616554	0.3401050	0.0123428	0.5490165	0.0594501	0.8208109	0.1114329	0.3209722	0.5210575	0.7960623	0.6300827	0.6090977	0.6724074	0.0038498
650	0.7437712	0.0067979	0.4986737	0.2971885	0.0793963	0.5878227	0.1412401	0.0737724	0.1276110	0.5208716	0.0690144	0.3067865	0.8406997	0.0122680	0.3414674	0.1706473	0.4499306	0.6390577	0.3619239	0.6846244	0.0186473	0.2437023	0.3986245	0.1499095	0.2463687	0.4921297	0.5347709	0.4893133	0.1178015	0.3717579	0.6674277	0.0896239	0.2992376	0.3872039	0.1009611	0.1084885	0.4504218	0.0494657	0.1637293	0.2421942	0.5107967	0.1551876	0.1750175	0.1487826	0.5027315	0.4390015	0.0569107	0.1312723	0.0535439	0.5156114	0.0811178	0.6875606	0.1058445	0.4321092	0.6197536	0.6410520	0.5061275	0.6095409	0.7753198	0.0105706
700	0.6603765	0.0052355	0.5526055	0.2863875	0.0822309	0.5550214	0.1345734	0.0587990	0.1361200	0.4655032	0.0387634	0.2504155	0.5955235	0.0255548	0.3667993	0.1042701	0.4578605	0.7082012	0.3705915	0.7496439	0.0124162	0.2347102	0.3443689	0.1803368	0.2169434	0.4981712	0.6922602	0.4440702	0.1735445	0.3163746	0.8403649	0.0515957	0.3268111	0.5295534	0.1188799	0.1423899	0.4068105	0.0321444	0.5327346	0.2282632	0.3757305	0.2149146	0.0529214	0.1212050	0.4993136	0.5986933	0.0866116	0.0587705	0.1570712	0.4808225	0.0851307	0.7257748	0.1008526	0.4717819	0.7161370	0.6217213	0.5458121	0.8045188	0.9237659	0.0465153
750	0.6656980	0.0011852	0.5042072	0.3570417	0.0661314	0.6017673	0.1314462	0.0600778	0.1245726	0.4239274	0.0319650	0.2803190	0.6756570	0.0285298	0.2739542	0.0683771	0.4673269	0.6992277	0.3944321	0.6306649	0.0155189	0.1887201	0.4091934	0.1766542	0.1761944	0.5506805	0.5821185	0.5305193	0.2316322	0.3981633	0.7887000	0.0612645	0.2438311	0.6941347	0.2757930	0.1506854	0.4044753	0.0596465	0.6583655	0.1304806	0.3381109	0.3227960	0.0142046	0.2867926	0.4730181	0.5089482	0.0219653	0.1204714	0.4723698	0.5497150	0.1333526	0.6097623	0.0509394	0.5885312	0.6572171	0.7346973	0.3720964	0.6853783	0.5460821	0.0239740
