"Time"	G1	G3	G5	G22	G7	G8	G4	G83	G6	G87	G86	G88	G54	G85	G89
0	0.7479856	0.3940207	0.1876290	0.7203978	0.1194502	0.3148890	0.4967324	0.7719851	0.0711284	0.2945572	0.1041896	0.4062186	0.8184735	0.0651808	0.0491756
50	0.7098844	0.4938483	0.2020804	0.6962063	0.0574327	0.2411808	0.6546554	0.8359233	0.0517900	0.2495380	0.1356107	0.2873332	0.7587554	0.0737277	0.0685944
100	0.8222695	0.4240285	0.1314378	0.7584089	0.0754297	0.2503019	0.6618514	0.6546018	0.0102184	0.2951477	0.0700864	0.2186481	0.7505317	0.0136016	0.0333624
150	0.7669891	0.4472176	0.2856956	0.6774292	0.0325681	0.2976390	0.6800313	0.7490208	0.0021430	0.2211972	0.0682391	0.1756098	0.7788788	0.0191718	0.0422123
200	0.7397693	0.5333906	0.1829239	0.7442250	0.0400679	0.2870719	0.6483147	0.8286053	0.0003925	0.2423902	0.0698940	0.1228980	0.6991663	0.0164255	0.0509994
250	0.7408275	0.5228119	0.2176454	0.7733194	0.0762319	0.2742529	0.6861136	0.8232318	0.0008583	0.3253058	0.0907018	0.1912571	0.8791566	0.0074942	0.0432189
300	0.7616331	0.4628202	0.1491071	0.7797901	0.0945855	0.2395507	0.6509463	0.6257144	0.0000000	0.3430321	0.0718695	0.1421537	0.6179399	0.0145177	0.0517660
350	0.7772706	0.5515275	0.1832531	0.7841886	0.0264116	0.3238032	0.8344127	0.6949806	0.0014611	0.2882395	0.0697296	0.1490861	0.6836290	0.0333592	0.0651022
400	0.8746418	0.4171323	0.1574332	0.6628470	0.0795205	0.2331657	0.5971522	0.7871353	0.0003413	0.2988462	0.0805666	0.1812950	0.7805315	0.0406774	0.0456964
450	0.5727952	0.4276177	0.1681210	0.7022120	0.0414551	0.2957520	0.6233381	0.7575506	0.0002382	0.2355938	0.0934300	0.1744270	0.6600444	0.0331281	0.0549563
500	0.8069875	0.4287931	0.1944918	0.9318406	0.1113242	0.3480290	0.7125083	0.7353628	0.0006340	0.2289819	0.0552852	0.1189021	0.8601138	0.0301228	0.0291987
550	0.7511658	0.3713682	0.1835144	0.7179152	0.1230467	0.3871416	0.4490112	0.7646241	0.0795577	0.2620324	0.1196730	0.3074382	0.7174011	0.0399434	0.0338435
600	0.8573124	0.5978179	0.2323928	0.7846807	0.0753228	0.2571837	0.4478976	0.6961913	0.0851938	0.1827820	0.0958499	0.3473777	0.8358315	0.0639410	0.0844121
650	0.7553408	0.5795159	0.2229834	0.8173341	0.1256944	0.3178722	0.4751656	0.8070037	0.1181130	0.3314277	0.1581135	0.4173336	0.7039577	0.0500095	0.0619696
700	0.7501188	0.5208021	0.1678221	0.7719341	0.0737917	0.2132168	0.5345771	0.7410108	0.1560892	0.2779602	0.0858924	0.4752615	0.6749854	0.1101959	0.0717033
750	0.8663978	0.4500916	0.2358067	0.7087203	0.0572883	0.3647649	0.5510927	0.7883214	0.1486668	0.2736689	0.1452922	0.5640062	0.6517351	0.0720309	0.1249033
800	0.8177129	0.4322754	0.1940243	0.7623400	0.1030049	0.2921376	0.4442529	0.7972018	0.1001135	0.3271615	0.1303105	0.4859838	0.8093410	0.1367646	0.0743300
850	0.7693291	0.4501039	0.1919706	0.8478836	0.1244898	0.3407224	0.4947694	0.8849316	0.1630681	0.2687167	0.1278874	0.4878379	0.7786922	0.0729157	0.1110456
900	0.6936503	0.5699730	0.1872378	0.6966207	0.0907327	0.3143985	0.4956447	0.8663922	0.0618289	0.3138609	0.1072578	0.4699273	0.6717832	0.0679650	0.0432312
950	0.6961255	0.5792682	0.1460424	0.8622735	0.1136609	0.2806986	0.5411456	0.7407631	0.1179755	0.3616044	0.1434887	0.4609125	0.7684050	0.0700382	0.0665028
1000	0.6989805	0.4626256	0.2312342	0.7219605	0.0893332	0.2574258	0.4795186	0.7820954	0.1471936	0.3827131	0.1357873	0.3763250	0.7260098	0.1199486	0.0582231

0	0.6256652	0.4761394	0.1788372	0.7588039	0.1276028	0.3512396	0.4695762	0.9163186	0.1228312	0.3706263	0.1069248	0.3898766	0.7359646	0.0481878	0.0786069
50	0.8300988	0.4576682	0.1894653	0.6126423	0.0749292	0.2348287	0.5078028	0.6309267	0.0888938	0.2618811	0.3328063	0.5435987	0.7458153	0.2880227	0.0932239
100	0.7025455	0.5206504	0.1654939	0.7502085	0.1088763	0.3026337	0.5677856	0.4579739	0.1259760	0.3442116	0.3779786	0.3925602	0.7526478	0.3453354	0.0910858
150	0.7707617	0.5006464	0.1793128	0.7335569	0.1188140	0.3120076	0.5013406	0.4610174	0.1021252	0.2759757	0.4691791	0.5307645	0.8591705	0.3838439	0.1294639
200	0.7108798	0.5591553	0.2076020	0.8162490	0.0833025	0.2323212	0.5726268	0.5104940	0.1112209	0.2765293	0.5708035	0.2784170	0.7473266	0.3258089	0.1309486
250	0.7519434	0.6158690	0.1602455	0.6849439	0.0525388	0.2485035	0.4890039	0.4964530	0.1262924	0.2547578	0.4197594	0.2906765	0.7064075	0.3952879	0.0618552
300	0.7934080	0.3833446	0.1973135	0.7169693	0.1106839	0.2292117	0.3841701	0.4826929	0.1047011	0.2675751	0.4808718	0.3382542	0.6587231	0.3582222	0.0840349
350	0.7674734	0.3847998	0.1709908	0.7883922	0.1169142	0.2271681	0.4346054	0.4853252	0.1963848	0.2222761	0.5310099	0.4386885	0.7016028	0.2847693	0.0630421
400	0.6564578	0.4968230	0.1871718	0.7678142	0.1385141	0.2825246	0.4851101	0.5116563	0.1489458	0.3048867	0.4289414	0.3058776	0.6165613	0.3185374	0.0736280
450	0.6443303	0.4623603	0.1890932	0.8750282	0.0781624	0.2732575	0.4169711	0.5481840	0.0786664	0.2764056	0.3442387	0.2377535	0.8344334	0.3340874	0.0510543
500	0.5825103	0.4073637	0.2076304	0.8123964	0.0699832	0.2646470	0.3898872	0.5908617	0.1020744	0.2508497	0.4702884	0.2976018	0.6958630	0.2816822	0.0596801
550	0.7693359	0.3846659	0.2391874	0.8267751	0.1044238	0.2224813	0.4376961	0.5996529	0.1049650	0.3064482	0.2613012	0.3863139	0.8845940	0.1602240	0.0594245
600	0.7750972	0.3851207	0.2315635	0.7045481	0.0861911	0.2502063	0.4713623	0.7471389	0.1208028	0.3219458	0.1949430	0.3412805	0.6868384	0.1277422	0.0963128
650	0.7578898	0.6045567	0.1662240	0.7539554	0.1779023	0.3009913	0.4026448	0.6761151	0.1492424	0.2697252	0.1183061	0.3981720	0.6671343	0.1624091	0.0580436
700	0.7998862	0.5017549	0.1659926	0.7613002	0.0899106	0.2692799	0.5785253	0.8085081	0.1252418	0.3086164	0.1742582	0.4426738	0.7990571	0.1344124	0.0806553
750	0.6984068	0.5084023	0.1929444	0.7306951	0.1840239	0.2636727	0.4754089	0.8120944	0.0784722	0.2846265	0.1417443	0.4420813	0.7743686	0.0647374	0.0636175
800	0.7291562	0.4451276	0.2104502	0.7180750	0.1586209	0.2799903	0.4125477	0.6794244	0.0920063	0.1953432	0.1826218	0.4163738	0.8289077	0.1056871	0.0965044
850	0.7030287	0.3793650	0.1629327	0.8689906	0.1316428	0.3018389	0.4618941	0.7384849	0.1248170	0.2866252	0.1508362	0.3820391	0.8043263	0.0645538	0.0525973
900	0.6306040	0.3935174	0.2464249	0.6547883	0.1295881	0.2603912	0.4646633	0.6907215	0.1424634	0.3011739	0.1173451	0.4131369	0.8135966	0.0748696	0.0699723
950	0.5689816	0.4819694	0.2898991	0.6854470	0.1243547	0.3990132	0.3283863	0.7342396	0.1126080	0.3164088	0.1054846	0.4039306	0.7830065	0.0684600	0.0494731
1000	0.7763721	0.4671259	0.1850168	0.7585093	0.1173962	0.3213953	0.3530653	0.7321609	0.1015281	0.2264570	0.1453436	0.4257953	0.8092191	0.1135667	0.0397103

0	0.6771920	0.4061588	0.1916542	0.7169553	0.1158661	0.3258010	0.3780679	0.9385358	0.0735105	0.2662706	0.1145232	0.3625995	0.7977437	0.0592529	0.0515402
50	0.7484973	0.5565309	0.2157456	0.6046997	0.0232402	0.1206336	0.6911600	0.7063489	0.0258144	0.3530007	0.1291847	0.5664990	0.3241383	0.1919509	0.0733546
100	0.8013813	0.4819896	0.1639526	0.5251225	0.0293731	0.0438434	0.6429119	0.8039897	0.0129699	0.4213147	0.2325725	0.5726780	0.1870635	0.3240537	0.0590782
150	0.7167178	0.4833203	0.1879046	0.6060373	0.0183737	0.0181810	0.5096758	0.8810353	0.0020833	0.5437659	0.3220287	0.5257751	0.2013112	0.2864043	0.0734752
200	0.8086920	0.5643992	0.2591793	0.5174376	0.0214986	0.0035409	0.6415780	0.6921855	0.0051741	0.6197920	0.2921590	0.6149470	0.2270622	0.3193653	0.0610274
250	0.8321102	0.4477623	0.1666854	0.7582962	0.0455518	0.0156349	0.5905997	0.6154806	0.0002344	0.6706343	0.3012411	0.6578091	0.2391232	0.4333283	0.0454049
300	0.6188406	0.3892403	0.2306648	0.6251942	0.0301556	0.0100161	0.6125484	0.9069327	0.0000742	0.5460237	0.3389416	0.6706624	0.2271715	0.4174229	0.0273883
350	0.7747315	0.4739901	0.3140293	0.4545215	0.0265809	0.0025276	0.5235465	0.6919500	0.0010056	0.3654705	0.3652443	0.6744788	0.1628811	0.3897837	0.0507280
400	0.7488583	0.4224590	0.2538628	0.6223796	0.0046505	0.0007181	0.5753411	0.6786686	0.0014146	0.5531627	0.2592823	0.5435183	0.2310342	0.4049977	0.0749734
450	0.7438892	0.4028672	0.1508112	0.6887657	0.0216985	0.0006421	0.6931760	0.6878196	0.0006520	0.4958098	0.3687393	0.6477757	0.1864763	0.3419434	0.0586188
500	0.7628943	0.3919731	0.2100531	0.6846982	0.0312480	0.0001297	0.6741985	0.7522101	0.0024666	0.4976790	0.3719082	0.6452694	0.1205845	0.4203626	0.0264108
550	0.7889375	0.5660134	0.2378252	0.6833228	0.1049529	0.1891841	0.4952962	0.6949577	0.0786822	0.5183164	0.2978154	0.7439164	0.5891235	0.2598235	0.0464304
600	0.7873464	0.4426704	0.2943983	0.6674603	0.1750776	0.2374941	0.6568719	0.7700340	0.1160200	0.3637167	0.2096435	0.4180026	0.6462971	0.1590314	0.0508140
650	0.6668617	0.4903223	0.2378020	0.8609589	0.1202495	0.2762565	0.4716575	0.8364504	0.1050807	0.3130991	0.1727516	0.5693202	0.7178066	0.1010276	0.0631665
700	0.6661890	0.4132651	0.2451709	0.7466913	0.1228192	0.2677615	0.5082596	0.7289459	0.1305908	0.3255923	0.1239752	0.4409779	0.6582706	0.1093368	0.0701225
750	0.7917454	0.4027162	0.2603760	0.7618764	0.1282868	0.3034335	0.5178595	0.6092661	0.1004775	0.2777049	0.1298185	0.3500516	0.7045386	0.1255278	0.0919365
800	0.6862244	0.4496105	0.1766346	0.7310661	0.1188255	0.2243148	0.4065605	0.8156199	0.1046372	0.3351566	0.1510666	0.4427083	0.6164680	0.0847472	0.1110840
850	0.5238653	0.5469209	0.2014192	0.6502306	0.0985697	0.2093489	0.3956761	0.6841896	0.1011506	0.1329950	0.1275603	0.4849614	0.7453248	0.0572774	0.0577723
900	0.6711660	0.5131536	0.2290315	0.6548944	0.1191822	0.2043429	0.4419452	0.7457430	0.0616000	0.3261470	0.1037561	0.4115792	0.6825219	0.0985276	0.1170562
950	0.6152888	0.5027327	0.1805093	0.6255855	0.1393331	0.1721424	0.4982182	0.6967457	0.0978584	0.2285047	0.1836780	0.4706117	0.9844943	0.0924107	0.1086260
1000	0.8505209	0.4866457	0.1706501	0.7605723	0.0771233	0.2137077	0.3887736	0.7414229	0.1181253	0.3492634	0.1142008	0.4356837	0.7637090	0.1067874	0.0686380

0	0.7412949	0.4573910	0.2009541	0.7637820	0.0856794	0.2960111	0.4086241	0.7862902	0.1400610	0.3633736	0.0746016	0.3492535	0.7903181	0.1327014	0.0509432
50	0.7546199	0.4461290	0.1829625	0.7148129	0.0904988	0.2289740	0.5435214	0.7194418	0.1793869	0.3003476	0.1958654	0.4902548	0.6449675	0.0687170	0.1015939
100	0.8308554	0.4543216	0.2351823	0.8698415	0.0846399	0.2387212	0.6378346	0.7160107	0.1045327	0.2802657	0.1345967	0.3277607	0.6534596	0.0925956	0.0760417
150	0.8439567	0.4258090	0.1753601	0.7856007	0.0734038	0.2768762	0.5465069	0.7616857	0.0751644	0.2648424	0.1796629	0.4855152	0.6461642	0.0756045	0.0658258
200	0.7530689	0.5563490	0.1448686	0.8484788	0.0858131	0.2152729	0.5104733	0.7748762	0.0746362	0.2608094	0.2221674	0.4188135	0.7034486	0.0941028	0.0667936
250	0.7282158	0.6147896	0.1663601	0.7424755	0.1252639	0.2346903	0.4626770	0.6779478	0.1652554	0.2922945	0.1963199	0.5151752	0.5195180	0.1148715	0.0673447
300	0.7703492	0.4823909	0.1595725	0.7957117	0.1150574	0.2914317	0.4186147	0.8301529	0.1344750	0.2641211	0.1823003	0.3778690	0.7313649	0.1143993	0.0632091
350	0.8248997	0.4597095	0.2208216	0.8290199	0.0754200	0.2236899	0.5446937	0.8664486	0.1155967	0.4423102	0.1275808	0.4007797	0.6475497	0.1233853	0.0751500
400	0.8114499	0.4511234	0.2480389	0.8248575	0.1243106	0.2466765	0.4736512	0.7350670	0.0985656	0.3651689	0.1120804	0.5158317	0.7294079	0.1375198	0.0914351
450	0.6970926	0.4784446	0.3152993	0.8366654	0.1296345	0.2370427	0.3978407	0.7670591	0.1039880	0.3199509	0.1418742	0.3958648	0.6823905	0.0999394	0.0496596
500	0.9405994	0.3801755	0.1905643	0.7412248	0.1222960	0.3279516	0.4427915	0.8754179	0.1316116	0.4113626	0.1267328	0.4803935	0.6818226	0.0945352	0.0679916
550	0.8522027	0.4741582	0.2403009	0.7444841	0.1032655	0.3366402	0.4164028	0.8783046	0.1096593	0.2820621	0.1403345	0.4252371	0.6345948	0.0770993	0.0755232
600	0.6955055	0.4302477	0.1541511	0.8611463	0.1287452	0.2674136	0.4415275	0.8404431	0.0893961	0.3785713	0.1138659	0.4139580	0.7370832	0.0757497	0.0768131
650	0.7847325	0.4951885	0.1404086	0.7215413	0.1123126	0.2157928	0.4968872	0.7118243	0.1138913	0.2742023	0.2465577	0.3696932	0.8793480	0.0836473	0.1219123
700	0.7368604	0.4993919	0.1829512	0.8094552	0.1438017	0.2886035	0.5084373	0.6809107	0.1469756	0.3340254	0.1295783	0.5171868	0.6590778	0.1410213	0.0639460
750	0.8237062	0.4668639	0.2204856	0.6371276	0.1326790	0.2995688	0.3889879	0.7914544	0.1062495	0.2526040	0.2064374	0.4557745	0.5934180	0.1051524	0.0525720
800	0.6508748	0.4937740	0.1662418	0.6689085	0.1040343	0.2930499	0.4967447	0.7068111	0.1217165	0.2901372	0.1766852	0.4676285	0.6033440	0.0781429	0.0797843
850	0.7194281	0.4580839	0.1514453	0.6826026	0.1128948	0.3160628	0.4450110	0.6653062	0.1317899	0.3257156	0.1513110	0.4767801	0.8455432	0.0985845	0.0889474
900	0.7473108	0.4662417	0.1853661	0.8797145	0.1060332	0.2998452	0.4007491	0.6744717	0.1230655	0.3375739	0.1197191	0.4446271	0.8050071	0.0513428	0.1087514
950	0.7916185	0.4502814	0.1515662	0.7179292	0.0896772	0.2009515	0.4107550	0.8423949	0.1165615	0.2875444	0.1119351	0.3444135	0.8696818	0.0473869	0.1135394
1000	0.7307470	0.6505955	0.2165370	0.6971483	0.0910388	0.2545796	0.4999432	0.8070897	0.0826760	0.3017084	0.1161313	0.4438819	0.7248883	0.0543529	0.0628362

0	0.7223655	0.4608140	0.2043933	0.7718563	0.1290435	0.2821134	0.4026021	0.8189255	0.1012569	0.2747058	0.0962208	0.3704407	0.6950282	0.0531451	0.0560643
50	0.7201470	0.4563303	0.2400286	0.6428851	0.0852206	0.2834783	0.4364854	0.2170286	0.0667977	0.3699829	0.1817399	0.2753891	0.8483603	0.2568373	0.0598133
100	0.6696668	0.4012670	0.2312319	0.5150635	0.0993689	0.2668064	0.4243555	0.1272072	0.1339032	0.2723616	0.1536149	0.2324651	0.7324752	0.3687189	0.0765191
150	0.6365011	0.4024985	0.2651421	0.5964955	0.1602388	0.3885027	0.3856121	0.0665852	0.0789101	0.3289508	0.1273005	0.2039956	0.6491699	0.3228552	0.0806089
200	0.6506783	0.3997664	0.2355708	0.5021763	0.1491888	0.2904926	0.3866742	0.1381905	0.1132170	0.2518329	0.1218616	0.1222435	0.6273010	0.4312748	0.0847924
250	0.6051386	0.3374500	0.2118649	0.5202173	0.1509296	0.3068115	0.3476472	0.1022185	0.1383634	0.2928612	0.2208029	0.1207807	0.6254092	0.3565959	0.0501523
300	0.7527275	0.4480137	0.2856143	0.6206244	0.1041672	0.2690295	0.4234107	0.1528251	0.1236606	0.3260180	0.1466646	0.1503726	0.6712694	0.3397149	0.0764389
350	0.6956715	0.4149816	0.2952564	0.4944822	0.0601697	0.2551451	0.4677152	0.1271896	0.2274689	0.2596381	0.1276618	0.0975881	0.6080366	0.3975952	0.0450356
400	0.6882198	0.6027232	0.2334119	0.6814052	0.1384635	0.3612689	0.4496548	0.1725587	0.0977543	0.3046935	0.1010835	0.1152332	0.6406477	0.4515283	0.0475645
450	0.6646066	0.4545399	0.2453467	0.5741753	0.1172458	0.3420105	0.4000891	0.1019549	0.1311386	0.3859099	0.1111034	0.1361221	0.7645369	0.3019864	0.0137697
500	0.7312361	0.4640467	0.1535911	0.6422682	0.1062817	0.3737860	0.5206739	0.0850945	0.0945627	0.2775866	0.1290136	0.0803252	0.6071868	0.4038884	0.0447917
550	0.6337853	0.5615340	0.2387279	0.8872501	0.1381864	0.2810364	0.4573570	0.5927678	0.0923609	0.3114836	0.1296866	0.3586316	0.6670877	0.2295437	0.0767649
600	0.7161826	0.4699367	0.1750425	0.7468976	0.1083012	0.2121857	0.4677695	0.6034865	0.1134478	0.3514906	0.1542962	0.3314176	0.8489238	0.1208263	0.0715028
650	0.7478404	0.6186482	0.2224348	0.7535870	0.0977948	0.3077115	0.4993461	0.6594992	0.1180353	0.3073083	0.1127100	0.4052468	0.8690460	0.1076987	0.0598666
700	0.6694179	0.5525204	0.1653616	0.7077899	0.1298470	0.2933200	0.3693928	0.7163649	0.0757543	0.2845595	0.0940294	0.4837030	0.6458691	0.0727559	0.0755604
750	0.6006801	0.4479069	0.1870662	0.6615271	0.1721232	0.1998015	0.3228925	0.6936812	0.1135391	0.3270153	0.0865730	0.5890529	0.8169926	0.0791708	0.0915600
800	0.7134619	0.4307345	0.2244077	0.8010069	0.1608723	0.2730067	0.4433396	0.7029657	0.0977568	0.2384039	0.1437035	0.4403892	0.7896152	0.0809245	0.0907211
850	0.7215291	0.4641502	0.2219540	0.6381881	0.1313357	0.2696281	0.3689347	0.6599934	0.1313151	0.2581176	0.0726402	0.5111714	0.5991463	0.0860524	0.0959369
900	0.8095523	0.5596117	0.1848243	0.7067216	0.1053284	0.3027723	0.4760082	0.6102899	0.0902115	0.3129504	0.1119621	0.4311674	0.7499854	0.1112154	0.0590256
950	0.7308346	0.4508237	0.1806503	0.8006909	0.0870888	0.3402204	0.4882823	0.9140889	0.0884951	0.2398458	0.1346859	0.4429819	0.7865637	0.0540274	0.0786269
1000	0.7554981	0.5157015	0.1851120	0.7774322	0.0841833	0.3001721	0.5116254	0.8228706	0.1172000	0.2258321	0.1418310	0.3401447	0.7850780	0.0587616	0.0856053

0	0.6382181	0.4488109	0.2405550	0.6915819	0.1608029	0.3270530	0.4727253	0.8257597	0.1251463	0.3413429	0.0780052	0.3764154	0.5947342	0.0697664	0.1528550
50	0.2504110	0.3398650	0.1605089	0.7534404	0.0970575	0.3444135	0.5247101	0.6048662	0.1459569	0.3810173	0.0920496	0.4990045	0.8172934	0.0836639	0.1007595
100	0.1727334	0.2059733	0.1854664	0.7624708	0.2870529	0.3402239	0.3449320	0.7840007	0.0675311	0.2990902	0.1190187	0.4484015	0.6809067	0.0826615	0.0629174
150	0.1538039	0.0979446	0.3071125	0.6937001	0.4054714	0.4133043	0.2804054	0.7492304	0.1029679	0.2178861	0.0752306	0.4588715	0.7170656	0.0851386	0.0725549
200	0.1404857	0.0936789	0.2858693	0.7314698	0.3335548	0.4350866	0.1603397	0.6883020	0.1710862	0.2371058	0.1121717	0.3843640	0.6176214	0.1069532	0.0456787
250	0.1204510	0.1253622	0.3492558	0.7470542	0.4121794	0.4648680	0.1434321	0.8084274	0.1745506	0.2692892	0.2258023	0.5034937	0.7584946	0.1229373	0.0829557
300	0.2562342	0.0510057	0.3459427	0.6168419	0.2548902	0.5470492	0.1119041	0.7964909	0.1112113	0.3212235	0.1416812	0.3679243	0.8757927	0.1231412	0.0867916
350	0.1541675	0.0733163	0.4005556	0.7962315	0.3326317	0.5217301	0.1190759	0.7455528	0.1373716	0.2465821	0.1129396	0.3957451	0.8637347	0.1134769	0.1271743
400	0.1234782	0.0564506	0.3925747	0.8875606	0.3484327	0.5731048	0.1072109	0.7793816	0.1261937	0.2658358	0.1547128	0.3889004	0.7435120	0.0652899	0.1512400
450	0.1227191	0.0532601	0.3496461	0.8151679	0.4204934	0.6108895	0.0613445	0.8618415	0.1215557	0.2106194	0.1051958	0.4104741	0.6802598	0.0528986	0.0973503
500	0.1548854	0.0547960	0.3236105	0.7105504	0.4050406	0.5441427	0.0724874	0.7867042	0.2015478	0.2195333	0.1614760	0.4167542	0.9306623	0.0866853	0.0776819
550	0.6757678	0.0826425	0.2907560	0.6359653	0.6041231	0.4710411	0.1260784	0.8363435	0.1401262	0.2590176	0.1772071	0.4082313	0.7860420	0.0956778	0.0871506
600	0.7848549	0.2353669	0.2343499	0.7444377	0.3583883	0.4068301	0.3089495	0.8748357	0.1840740	0.2730688	0.1287998	0.4051198	0.8403091	0.1224709	0.0950038
650	0.7802862	0.3363640	0.2277841	0.7237594	0.1324376	0.3648255	0.3527395	0.6712180	0.1344887	0.3136836	0.1382954	0.4729239	0.7774760	0.0774680	0.0499437
700	0.6436597	0.3776888	0.1754763	0.7808591	0.0906755	0.2530677	0.4949312	0.7669006	0.1038201	0.2872820	0.1534065	0.3749144	0.7048466	0.0768321	0.0836758
750	0.8334218	0.3246757	0.1181485	0.7113754	0.0949861	0.3194713	0.5103409	0.7319329	0.0927712	0.3466758	0.1243680	0.4371058	0.6975350	0.1034744	0.0754823
800	0.7147179	0.4883766	0.1277277	0.7895783	0.1255138	0.2806330	0.5117968	0.8152476	0.0966625	0.1756944	0.1355780	0.4543419	0.7170976	0.1142035	0.0621619
850	0.6691886	0.5253205	0.1381652	0.7822462	0.0961720	0.2869072	0.4306339	0.7394985	0.1263369	0.2662760	0.1550055	0.4761409	0.7405303	0.1088427	0.0625784
900	0.8217487	0.4416490	0.1764039	0.7390246	0.1252387	0.3305174	0.5082758	0.6623923	0.1650134	0.2567000	0.1343897	0.3885776	0.6445380	0.1318589	0.0521385
950	0.7252018	0.4076567	0.2325579	0.6951294	0.1093387	0.3117848	0.4002448	0.7836421	0.1534844	0.2811137	0.1698733	0.4984007	0.7745078	0.0658990	0.0815812
1000	0.6649628	0.4351235	0.1663590	0.6265127	0.1776713	0.3092226	0.3447090	0.6450360	0.1078183	0.3701112	0.1747221	0.4860960	0.7316441	0.0890912	0.0730115

0	0.7153744	0.4686428	0.3124651	0.7339907	0.0901224	0.2935404	0.4937345	0.8258548	0.1634792	0.3797199	0.0900297	0.4464264	0.7617080	0.0744147	0.0717569
50	0.7090353	0.5155571	0.2032331	0.7599573	0.1756621	0.2182068	0.4365170	0.2928258	0.1116191	0.0903468	0.1118232	0.2851284	0.5889657	0.0972892	0.5280192
100	0.7930455	0.5117825	0.1824277	0.7031386	0.1426635	0.2429372	0.3798275	0.1508553	0.1639999	0.0552323	0.1224013	0.2962156	0.5525425	0.0905346	0.7033521
