"Time"	G1	G20	G10	G2	G17	G4	G16	G18	G94	G8	G95	G98	G7	G6	G46	G100	G36	G37	G38	G34	G3	G35	G11	G56	G5	G19	G15	G14	G12	G39	G49	G44	G22	G21	G41	G50	G13	G51	G53	G52	G55	G42	G40	G45	G54	G43	G57	G72	G67	G48	G9	G61	G47	G60	G59	G99	G58	G80	G89	G88	G81	G83	G82	G79	G84	G78	G77	G86	G91	G90	G85	G75	G93	G69	G92	G87	G68	G96	G97	G63	G27	G26	G25	G23	G24	G62	G76	G31	G30	G70	G74	G71	G29	G73	G28
450	0.1020586	0.2883357	0.3180793	0.1201543	0.2592324	0.6113887	0.2073025	0.4960728	0.7882405	0.3024428	0.8089563	0.7038890	0.0026875	0.2256915	0.2831876	0.7304922	0.6132517	0.6814948	0.3321597	0.6937611	0.7033503	0.0389989	0.5401577	0.3084097	0.4479572	0.2012962	0.1027170	0.2203160	0.7137087	0.0227769	0.3608234	0.3265964	0.7332707	0.2355224	0.6748881	0.7005267	0.5744415	0.1732755	0.3297350	0.1112232	0.0001847	0.2920019	0.2139345	0.3582754	0.0620005	0.7174444	0.6160590	0.1273920	0.3450253	0.2589632	0.5976788	0.6993750	0.1638804	0.1415892	0.0761521	0.0896128	0.0714854	0.0257104	0.3481111	0.0051430	0.0732593	0.6880427	0.3143258	0.6327903	0.1350403	0.4215693	0.0638863	0.4317577	0.1485473	0.3365792	0.0499997	0.6670104	0.6655114	0.5923061	0.4216798	0.7700059	0.0133259	0.6853496	0.7756301	0.4176753	0.0102032	0.1524889	0.6860758	0.7757909	0.5699095	0.4826254	0.3240565	0.3722653	0.2474053	0.1018546	0.0775615	0.2585650	0.6617762	0.0976280	0.8833765
500	0.2680261	0.3375290	0.3015972	0.1444747	0.3194595	0.5906379	0.3671216	0.3775565	0.6457762	0.2250046	0.7585659	0.6064305	0.0004654	0.2310242	0.3453447	0.6398273	0.5956308	0.5819187	0.4451316	0.6531115	0.5919800	0.0886201	0.2643369	0.1856291	0.6154894	0.1831916	0.1522236	0.1350738	0.5016269	0.1748709	0.3762333	0.4189236	0.7515875	0.2697551	0.7408153	0.6374513	0.6424639	0.1602963	0.4280162	0.1268220	0.0014129	0.3625814	0.2627174	0.5328443	0.0281060	0.6310375	0.6384157	0.1371821	0.3612082	0.3393410	0.7400964	0.7047890	0.2522395	0.1231336	0.1074989	0.0761410	0.1184389	0.0145259	0.3645024	0.0261935	0.0492689	0.4515025	0.3957027	0.7788004	0.0679184	0.5299561	0.0425104	0.4986965	0.0770454	0.2943941	0.0633604	0.6274325	0.6020413	0.5330299	0.5397567	0.8300470	0.0322863	0.6621958	0.8257629	0.5008829	0.0148980	0.1610594	0.5898351	0.7458596	0.5264031	0.5387251	0.3066378	0.3395091	0.2489405	0.1120446	0.1364490	0.1790028	0.7144565	0.1354278	0.7760685
550	0.3269700	0.1146272	0.2660140	0.1185876	0.3196819	0.4762119	0.2466711	0.5813174	0.7132790	0.2611145	0.6859663	0.6877183	0.0027127	0.2433786	0.3087856	0.6621247	0.6708515	0.4744923	0.3948840	0.5721158	0.6119309	0.1805249	0.2024923	0.3944818	0.2685991	0.1436019	0.1052955	0.1664922	0.4474078	0.3014961	0.6188351	0.3814386	0.6529400	0.3353964	0.5156039	0.5777338	0.5262269	0.2246876	0.3847098	0.0556249	0.1935896	0.4235252	0.3472747	0.5312677	0.5252839	0.5767424	0.3772446	0.1677791	0.3870778	0.3489541	0.6852561	0.6040410	0.4355925	0.0864103	0.1335807	0.4590505	0.2746447	0.0069019	0.3166486	0.0383207	0.0866983	0.3987610	0.4044809	0.6354960	0.0852397	0.5113964	0.0435505	0.5707113	0.0345229	0.3013921	0.0833804	0.5526423	0.2957546	0.5162076	0.5094574	0.7453464	0.0362991	0.7681543	0.7211214	0.4391767	0.4142905	0.1356740	0.5702250	0.7504022	0.5852740	0.3595497	0.3596918	0.7182562	0.5021572	0.1336055	0.1232822	0.2022720	0.6212045	0.1054513	0.6742816
600	0.4224935	0.1178333	0.1830655	0.0772965	0.1624962	0.5003342	0.1603213	0.5268042	0.6461932	0.2392995	0.7605931	0.6065796	0.0110882	0.1958323	0.3524736	0.7874939	0.5021283	0.4658441	0.3090350	0.5912170	0.5964224	0.1572909	0.0809633	0.5552312	0.1080958	0.1576845	0.2074831	0.2035896	0.5267758	0.1865777	0.6509378	0.4167588	0.6259146	0.3609647	0.3836629	0.5622484	0.5478973	0.2213374	0.4252505	0.0373362	0.2490582	0.3133095	0.2790617	0.4170907	0.5085812	0.5659600	0.3695127	0.3401095	0.3766314	0.4036175	0.6857166	0.5587238	0.4163177	0.0862019	0.1561546	0.6991036	0.2721275	0.0050418	0.3411826	0.0161379	0.0766152	0.4400861	0.3866836	0.6390558	0.0737633	0.4545880	0.0568372	0.6922717	0.0061413	0.2899494	0.1037932	0.6378140	0.2269593	0.4243286	0.4819833	0.7400322	0.0387357	0.6618005	0.7224267	0.4362145	0.2858678	0.1444463	0.7183430	0.7577590	0.5701258	0.2971378	0.3625252	0.5197899	0.5197223	0.2194721	0.1041897	0.1359668	0.4472988	0.0715243	0.6742606
650	0.2232715	0.0799783	0.1251926	0.1224611	0.1326661	0.4740514	0.1469581	0.5685882	0.7078403	0.2166865	0.8072978	0.7440829	0.0233480	0.1875763	0.3664192	0.7483295	0.6477415	0.4787709	0.3544924	0.6772215	0.6169176	0.1044447	0.1628788	0.5153112	0.1070190	0.2423670	0.0709464	0.2337288	0.4467789	0.0618440	0.6665228	0.3778769	0.6853093	0.3321500	0.2605635	0.7899719	0.6137478	0.1775416	0.3805005	0.0194245	0.2617689	0.3042019	0.2402103	0.3662152	0.5262261	0.7329070	0.3053017	0.3080534	0.4654834	0.3450919	0.5677057	0.5089494	0.2664536	0.1012121	0.1333725	0.6471905	0.1438479	0.0191799	0.4850531	0.0224007	0.0573547	0.5264126	0.3314159	0.7143931	0.0835064	0.4981108	0.0336257	0.7229933	0.0013414	0.3368110	0.0998633	0.6069807	0.3330054	0.5792932	0.4662607	0.7061707	0.0377129	0.6246661	0.5432466	0.3692105	0.4846758	0.1860626	0.7129574	0.7294742	0.6155882	0.3481232	0.3801172	0.6618450	0.6246281	0.2987314	0.0882251	0.1710051	0.5224495	0.0808150	0.7785210
700	0.1201076	0.1056711	0.2025648	0.2431474	0.3274497	0.2421209	0.2972840	0.4697255	0.6493988	0.2129592	0.7414284	0.7355654	0.0055134	0.2139478	0.3295902	0.7016239	0.5407775	0.3126101	0.3462542	0.6672233	0.6208800	0.0729420	0.3073295	0.6861033	0.3712441	0.2374417	0.1974482	0.4139720	0.6804927	0.0279715	0.6167718	0.3414552	0.5834272	0.3378103	0.2469746	0.6467073	0.5342189	0.2031344	0.4054597	0.0251666	0.2238601	0.3298580	0.3067557	0.2808523	0.5161507	0.6408927	0.2812819	0.4048601	0.4775265	0.2879895	0.5651481	0.6966527	0.2634810	0.1809592	0.0757829	0.7476630	0.0707376	0.0180481	0.3749870	0.0081154	0.0862042	0.5574505	0.3212575	0.7069248	0.1234663	0.4272559	0.0250083	0.6879388	0.0011519	0.3443553	0.1115251	0.7389434	0.2314765	0.5066984	0.4568918	0.7383698	0.0283107	0.6741992	0.5592774	0.4931763	0.3870870	0.1596490	0.6430298	0.7858014	0.5929240	0.3571575	0.4757745	0.6870672	0.6315284	0.2380476	0.1380822	0.1597131	0.6873838	0.1054840	0.6001975
750	0.2441920	0.0336554	0.2781191	0.4269203	0.2693057	0.4432491	0.4194141	0.4720970	0.7010848	0.1661909	0.6831460	0.8321015	0.0026786	0.2172513	0.3904464	0.7424779	0.6247226	0.3954015	0.3505701	0.6781575	0.4165712	0.1638719	0.1671006	0.5762083	0.5042343	0.1691963	0.2086488	0.1996617	0.6024708	0.0190771	0.7983823	0.5122500	0.7042443	0.2945972	0.4179544	0.5355819	0.6226503	0.1609203	0.4853413	0.0254412	0.3041426	0.3291763	0.2944761	0.5193860	0.7065445	0.6294809	0.3047561	0.4727171	0.5508550	0.2606570	0.5829584	0.6924902	0.3816127	0.0728640	0.1026680	0.6533445	0.1520843	0.0157927	0.3953061	0.0095160	0.0606703	0.5100408	0.3811281	0.8062321	0.1246641	0.3298975	0.0461071	0.6572545	0.0000000	0.3383568	0.1311085	0.8337397	0.2284821	0.4433375	0.4596059	0.7277098	0.0173725	0.7369680	0.6230036	0.4735384	0.3537028	0.1290918	0.6150505	0.7228820	0.6116518	0.2868757	0.4650702	0.4686280	0.6424517	0.2590588	0.1065289	0.1445079	0.5124555	0.1358632	0.5889886
800	0.3682731	0.0716183	0.2091515	0.1889338	0.2606644	0.4135530	0.3510431	0.5994796	0.6425886	0.1412737	0.7398486	0.6394762	0.0023203	0.2043857	0.4470859	0.6691454	0.6549065	0.4103815	0.2958994	0.6234345	0.3762884	0.2113535	0.0691680	0.5449770	0.1773691	0.2412374	0.1140895	0.1786204	0.5268149	0.0121337	0.7127465	0.5274176	0.6909700	0.3304525	0.4409474	0.5108032	0.6273038	0.1809585	0.3551245	0.0192717	0.3163453	0.3039862	0.2727635	0.4743524	0.6306645	0.5965502	0.2871104	0.3968837	0.6656613	0.2843936	0.7190111	0.7535591	0.4183526	0.1330721	0.1615436	0.6094470	0.2006356	0.0182235	0.4408729	0.0147957	0.1095790	0.6507174	0.3618829	0.6274390	0.1482470	0.4165371	0.0468573	0.6593241	0.0016908	0.3194248	0.1006016	0.7297397	0.2278558	0.5723037	0.5352844	0.5736354	0.0377487	0.6894074	0.5477856	0.5123938	0.5472051	0.1059791	0.6443474	0.7461097	0.5821837	0.4120123	0.5046428	0.3607320	0.6582737	0.3436819	0.1028985	0.2037312	0.6429981	0.0767894	0.7219165
850	0.3147770	0.0991957	0.2027524	0.1244429	0.2058977	0.4707320	0.1853114	0.5671958	0.5842710	0.2137657	0.6662587	0.7669905	0.0213379	0.2339682	0.1925984	0.5899951	0.6218713	0.4210952	0.3917893	0.5544402	0.4903413	0.1141532	0.0246225	0.5833828	0.1193422	0.2128020	0.0824057	0.1354326	0.4347150	0.0047030	0.7221781	0.3826749	0.6572217	0.3622523	0.3417195	0.5466137	0.6054123	0.2008205	0.5037348	0.0110448	0.3094316	0.4884971	0.2560332	0.4302100	0.6129104	0.8032124	0.3394721	0.4228170	0.6090027	0.2711551	0.6293636	0.5424738	0.3037959	0.1125038	0.1036098	0.6539980	0.1314586	0.0099033	0.4952567	0.0196436	0.0776448	0.6883311	0.4435038	0.6992590	0.1066741	0.5774656	0.0502325	0.7248189	0.0000095	0.3982392	0.0792990	0.7570684	0.3216815	0.5605727	0.4733239	0.6439010	0.0732843	0.6278980	0.7137922	0.4469092	0.3606155	0.1022639	0.6376095	0.6378410	0.6185756	0.3860441	0.4750992	0.3945472	0.7747724	0.2692177	0.1207210	0.2150222	0.4891608	0.1441914	0.6765047
900	0.0910672	0.1291817	0.1685715	0.2144914	0.2385892	0.2471662	0.2139479	0.4974736	0.5577796	0.2203320	0.7088479	0.6931217	0.0366037	0.2252541	0.3159483	0.6537534	0.5571715	0.3602046	0.4275641	0.6742899	0.5557814	0.1104287	0.1459866	0.7098050	0.2635224	0.2374299	0.1156631	0.4300197	0.5970117	0.0057640	0.5951595	0.3201552	0.5593898	0.3291128	0.2827997	0.7167446	0.6476822	0.0838187	0.3079209	0.0137499	0.2307544	0.3112288	0.2975440	0.3240064	0.6304525	0.6591223	0.2585253	0.4956733	0.5388067	0.2159589	0.5958554	0.5203421	0.2787253	0.1010941	0.1340896	0.6592535	0.0775251	0.0167617	0.3111432	0.0136927	0.0420807	0.5576822	0.4089148	0.6881115	0.0899604	0.4933264	0.0606455	0.7298722	0.0001147	0.3311148	0.0781082	0.6110150	0.2346082	0.6098639	0.3842999	0.6618549	0.0581659	0.6759478	0.7346549	0.4647733	0.3109568	0.1020881	0.7402626	0.5275637	0.6495176	0.3499879	0.4437381	0.3650522	0.7170561	0.2584128	0.1528473	0.1769059	0.4293939	0.1493528	0.5989276
950	0.2898909	0.0631314	0.3109069	0.5013333	0.2348614	0.3027336	0.4755247	0.3998597	0.7039059	0.1903655	0.6920859	0.6181842	0.0137235	0.2789251	0.2001333	0.7408045	0.5803068	0.3972644	0.3536060	0.8584842	0.4915557	0.1138744	0.1837284	0.5737208	0.5902144	0.2275930	0.2642972	0.2379244	0.4912210	0.0037890	0.6999002	0.3960996	0.7215082	0.3657283	0.3314901	0.6591501	0.5500636	0.1636829	0.3369034	0.0323299	0.1879538	0.2875906	0.2903222	0.4454668	0.5384691	0.5706487	0.2479210	0.5606024	0.6235769	0.3439802	0.6490374	0.6717223	0.3238503	0.0434489	0.0927667	0.5998148	0.1259499	0.0023678	0.3285357	0.0319270	0.0669221	0.5768640	0.3588659	0.6294162	0.1437428	0.4190763	0.0425284	0.6966955	0.0012920	0.2178263	0.0934773	0.6734808	0.2561733	0.4804074	0.5114603	0.7750605	0.0348064	0.6023606	0.7160574	0.4985384	0.3218031	0.1158013	0.6566973	0.6419058	0.6150713	0.3480009	0.5242132	0.4107662	0.6737151	0.4486880	0.1288645	0.1213565	0.3606477	0.1120098	0.7218842
1000	0.4362909	0.0903865	0.3215335	0.2519921	0.3616651	0.5155511	0.3933915	0.3779313	0.6203053	0.2217019	0.6960963	0.7735040	0.0015642	0.2769570	0.4053171	0.6503728	0.6085691	0.3660288	0.4012760	0.7115746	0.3945714	0.1651548	0.0799031	0.4594356	0.3478014	0.1790792	0.2538442	0.1800008	0.4955957	0.0067181	0.7216071	0.4562324	0.5376697	0.3833417	0.3842708	0.6210385	0.4604952	0.1217276	0.3206609	0.0275088	0.2274218	0.4430538	0.2799937	0.4732732	0.5817539	0.6168752	0.2339671	0.5760975	0.5307426	0.4174128	0.8163797	0.5938368	0.3899182	0.0892388	0.1556903	0.6429163	0.2431778	0.0078812	0.3174036	0.0063572	0.0416082	0.3854953	0.4024308	0.6901253	0.0799850	0.3273497	0.0283998	0.6183390	0.0032189	0.2410520	0.1202360	0.6123579	0.2827141	0.4733833	0.4393728	0.7210492	0.0223214	0.8008926	0.7082393	0.6121670	0.2526233	0.0765727	0.6169110	0.7071303	0.5736556	0.3095910	0.4383263	0.4803829	0.6376130	0.3656946	0.1857115	0.0727607	0.4727862	0.1311589	0.8053550

0	0.2101926	0.0855469	0.2288099	0.1356393	0.1720904	0.4247540	0.2611178	0.4995225	0.6382127	0.2191340	0.6530108	0.6782419	0.0209886	0.3044088	0.4477783	0.7329726	0.6740493	0.4078140	0.3048690	0.6246815	0.5773205	0.0461049	0.0410235	0.5738449	0.1730555	0.1869388	0.0871633	0.2161085	0.5494386	0.0114894	0.7163827	0.3859761	0.5323778	0.3437541	0.3169397	0.6284973	0.6155757	0.1364780	0.2292064	0.0257024	0.3957367	0.3190108	0.1976223	0.5118994	0.6008866	0.6177929	0.3123291	0.4970862	0.5127996	0.3248253	0.6331629	0.7073553	0.3214906	0.1083741	0.1133468	0.6296012	0.1491471	0.0104967	0.3589078	0.0135030	0.0885409	0.4359245	0.2965115	0.6393389	0.1250178	0.5128886	0.0632507	0.5973817	0.0003611	0.3271719	0.1213975	0.6324287	0.3034114	0.4455081	0.4881392	0.6055535	0.0507297	0.6252246	0.7007244	0.4452818	0.3806112	0.1250977	0.6285256	0.7568554	0.5775691	0.3538690	0.5009219	0.4737150	0.7027214	0.2844614	0.1984465	0.1587672	0.4383375	0.1448368	0.7840168
50	0.3404823	0.1061351	0.1560577	0.1023369	0.3158502	0.4809153	0.2297378	0.6328172	0.7328117	0.4806861	0.6442445	0.6797978	0.0085262	0.1548679	0.2510245	0.6008973	0.7603244	0.3318960	0.3353085	0.6351446	0.4514751	0.3275197	0.0647335	0.1991982	0.3134984	0.2316879	0.1402162	0.2782217	0.3767596	0.0058149	0.6788839	0.4161606	0.6386801	0.3106334	0.5233860	0.5560802	0.5243688	0.1880940	0.3178026	0.0250007	0.2267621	0.2597671	0.3008240	0.4663310	0.6344770	0.5856997	0.3742010	0.3666144	0.6820067	0.3543418	0.5897143	0.7217158	0.3051614	0.5205233	0.1355037	0.6091339	0.1640969	0.0092425	0.3709301	0.0154359	0.0708639	0.5922620	0.6121024	0.7056481	0.0918511	0.4526685	0.0893897	0.5846652	0.0024421	0.2371552	0.1001500	0.6373040	0.1854756	0.5942619	0.4005344	0.7065434	0.0752606	0.3866256	0.7268936	0.5052555	0.3555351	0.1170860	0.6895471	0.4118837	0.6614859	0.5136446	0.5831034	0.3006293	0.7801934	0.1458563	0.1624950	0.2599376	0.4813397	0.1153965	0.6042480
