"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.7189245	0.1170471	0.3842642	0.6975599	0.2587585	0.4271020	0.3927530	0.0543081	0.3508579	0.2081732	0.5546763	0.0136479	0.0125886	0.4041378	0.6481531	0.2701651	0.3688538	0.6071596	0.2207313	0.5957147	0.1156625	0.0419024	0.2877318	0.5655051	0.0086078	0.0361440	0.1521165	0.4067612	0.2551397	0.6029826	0.3965723	0.3836041	0.1901835	0.2408724	0.2440043	0.1343210	0.4005258	0.3928695	0.1789155	0.0082605	0.0216738	0.2573196	0.6131359	0.6455109	0.5906358	0.2281896	0.1096287	0.4477437	0.5174901	0.4176096	0.1951659	0.5961259	0.1050190	0.5737012	0.3420343	0.0998613	0.4272132	0.5561757	0.6580414	0.4973225	0.6261376	0.7095174	0.4035075	0.1291727	0.1893222	0.3527928	0.4157480	0.3867905	0.5319000	0.1565722	0.3926339	0.6702042	0.5050656	0.3912421	0.3125886	0.4379154	0.0004125	0.4349698	0.5765125	0.1692495	0.6444394	0.3171059	0.4865154	0.1570011	0.0068290	0.6583040	0.1529550	0.4498215	0.7471260	0.0261023	0.5982357	0.5034815	0.4024356	0.7836130	0.6286446	0.7210619	0.3551871	0.3653740	0.4358357	0.6071237
500	0.7017713	0.0476770	0.4812189	0.5544579	0.2214820	0.4603239	0.4024491	0.0783072	0.3221939	0.2261868	0.6125232	0.0070031	0.0208095	0.3148427	0.5135637	0.2108860	0.2544554	0.6741705	0.2183283	0.6725897	0.0832656	0.0378081	0.2556059	0.8048272	0.0246506	0.0741698	0.0872977	0.2737616	0.3344794	0.6988906	0.3957516	0.3574770	0.3297893	0.3515122	0.3672444	0.1637891	0.4378290	0.4610036	0.2377508	0.0006999	0.0192569	0.2566207	0.5140429	0.7068754	0.6378122	0.2165233	0.0709504	0.4633113	0.4564640	0.4824962	0.1873848	0.5220480	0.0785603	0.4791354	0.2635064	0.1854403	0.4036195	0.5439948	0.5662722	0.4233500	0.7329480	0.6971262	0.4069413	0.1548370	0.2299317	0.4116521	0.4328956	0.4032121	0.5481074	0.2617094	0.4278822	0.6285629	0.3870567	0.3278399	0.3914158	0.3928180	0.0017670	0.6140528	0.4973617	0.1055797	0.5726783	0.2805698	0.5774950	0.2246870	0.0069899	0.6238388	0.2152119	0.5974769	0.5197151	0.0258408	0.6807094	0.3369062	0.5021097	0.6732095	0.6997380	0.6883560	0.3759666	0.4282192	0.4292420	0.6753449
550	0.7560539	0.1192800	0.5218465	0.5502427	0.2847979	0.3767083	0.4183266	0.0906932	0.5221422	0.2585760	0.5880452	0.4775630	0.4324294	0.3645812	0.5896180	0.2331606	0.3654047	0.3738691	0.1800212	0.5707143	0.2678448	0.0201297	0.5003026	0.3709890	0.0070070	0.0144786	0.0882718	0.4722378	0.3747048	0.6970603	0.4573123	0.5844888	0.2123532	0.5674815	0.4823249	0.2939719	0.3495211	0.4437687	0.2371557	0.2224432	0.0091541	0.2258231	0.3101462	0.7055614	0.5784497	0.0835944	0.1486522	0.4237806	0.5712123	0.5319069	0.2593662	0.5965384	0.1052365	0.3943208	0.4832239	0.0959093	0.3479483	0.5041293	0.6280047	0.6236842	0.5521958	0.4901281	0.3664715	0.2336326	0.2323116	0.3857144	0.4063952	0.3853163	0.6333335	0.1982868	0.2896909	0.4955046	0.5380834	0.5277646	0.4314166	0.3798250	0.0002324	0.4507054	0.5463255	0.1146835	0.3739402	0.2938704	0.5137509	0.1926928	0.2288042	0.6411931	0.1763955	0.5454932	0.4940566	0.4312149	0.4835127	0.3442446	0.4767379	0.7323334	0.6919933	0.6038392	0.2862815	0.5184961	0.5673967	0.7644617
600	0.5758919	0.0613784	0.4137035	0.4890602	0.3361041	0.4327125	0.3497187	0.0444113	0.5983095	0.2852162	0.7322922	0.6735666	0.5092257	0.4199069	0.6668312	0.2063237	0.3862148	0.3791030	0.2374556	0.5714874	0.3338911	0.0573126	0.6750680	0.2962023	0.0223924	0.0253513	0.1020885	0.5436229	0.4328391	0.6402142	0.5041502	0.8100906	0.2533281	0.6807081	0.4577910	0.3475233	0.4877033	0.4053472	0.2443619	0.3455868	0.0253721	0.2750363	0.2912106	0.6570109	0.7162781	0.0304168	0.2081494	0.5762002	0.4724888	0.4215474	0.2786305	0.5770710	0.1061290	0.4041352	0.5569054	0.0683234	0.5071512	0.4552969	0.5746477	0.5712060	0.5087187	0.5474491	0.3870824	0.1396456	0.2208433	0.4366860	0.3950257	0.2869146	0.5482599	0.2534078	0.2819845	0.4337786	0.3761142	0.4452482	0.3147480	0.3152617	0.0009536	0.3538926	0.6476043	0.0953110	0.3831425	0.1679633	0.4568910	0.1604406	0.2376231	0.6443628	0.2623397	0.4759278	0.5411788	0.6418939	0.3766630	0.3479610	0.4286291	0.7193785	0.6199704	0.5913613	0.2269995	0.5954507	0.6983110	0.6548367
650	0.7325079	0.0593113	0.4756198	0.5960196	0.2776630	0.5138933	0.3736364	0.0660251	0.4736315	0.2007537	0.5520956	0.6359453	0.6151746	0.3362219	0.6937325	0.2480489	0.3421518	0.4558677	0.2254677	0.5950556	0.3161595	0.0294999	0.5482584	0.3009868	0.0119793	0.0099921	0.0864807	0.6536547	0.4723235	0.7255208	0.3867226	0.6317682	0.1092506	0.6135837	0.4074404	0.3124324	0.3816230	0.4246334	0.3334816	0.3210712	0.0241694	0.2528844	0.2467051	0.6808816	0.6631762	0.0342083	0.1890646	0.6507876	0.4060609	0.4811809	0.1934914	0.7314640	0.1359850	0.5304650	0.7064492	0.1396224	0.4285530	0.6430922	0.6167556	0.5879164	0.6340694	0.5885255	0.3420419	0.2507290	0.2244147	0.3613506	0.3373574	0.2862025	0.6708299	0.2006131	0.2328786	0.2986675	0.3029596	0.4797624	0.3957841	0.2712071	0.0039067	0.4117725	0.6170156	0.1449440	0.4211405	0.2541143	0.4585160	0.1405630	0.3275115	0.6847824	0.2118394	0.4262296	0.5331537	0.6551414	0.3435824	0.3251374	0.4040105	0.6978103	0.6458783	0.6372915	0.3116209	0.6610714	0.6817370	0.7421480
700	0.5763626	0.0780888	0.4258372	0.4579723	0.2645262	0.3599476	0.4007211	0.0720273	0.5599493	0.2133375	0.6000710	0.5860771	0.4742541	0.4381331	0.7036935	0.1862527	0.3646397	0.3778239	0.2020773	0.6989430	0.1908945	0.0076755	0.6915266	0.3002287	0.0225773	0.0177972	0.1445458	0.6778849	0.5471448	0.6595517	0.3376360	0.5516545	0.1037980	0.6892952	0.4040451	0.4200142	0.3409209	0.4040027	0.4047437	0.3949774	0.0219622	0.2749399	0.2214741	0.6729686	0.6158430	0.0133083	0.2211831	0.5055692	0.3740087	0.4394394	0.3023694	0.5965714	0.1165526	0.4437025	0.5684550	0.1229369	0.4324228	0.5288797	0.4448444	0.5441199	0.5374194	0.6653302	0.3240920	0.2645043	0.3274399	0.4051110	0.2787978	0.2981479	0.5763361	0.1804744	0.2229589	0.2011285	0.2308266	0.3648252	0.3169340	0.1330539	0.0000000	0.3610772	0.4374767	0.1623402	0.3040537	0.2996148	0.6352626	0.1112817	0.2689590	0.6651633	0.2122290	0.5928329	0.4946469	0.6421399	0.3341387	0.3689450	0.4063370	0.6721474	0.7052068	0.7697901	0.3262821	0.6992034	0.6163895	0.7316862
750	0.6029693	0.0407949	0.5567613	0.3845222	0.3022489	0.5468280	0.3928610	0.0425238	0.5810221	0.2100730	0.5419156	0.5530305	0.6166401	0.3668764	0.6741473	0.1616278	0.3271491	0.3405194	0.3068322	0.6489620	0.2562655	0.0198564	0.7179398	0.3854007	0.0137257	0.0172208	0.1026081	0.7080718	0.5719835	0.6617147	0.4404317	0.6788106	0.1780202	0.6368017	0.4820008	0.3363095	0.4571363	0.5281751	0.3966619	0.3923583	0.0183027	0.2658786	0.2343804	0.5621950	0.6325894	0.0071998	0.1288436	0.4791810	0.3951379	0.5063870	0.2149543	0.6300295	0.0608014	0.4799427	0.6063049	0.1109470	0.4494685	0.5377353	0.7137904	0.5532859	0.5823858	0.7017022	0.3729765	0.2385881	0.2369134	0.5483023	0.2672525	0.2258650	0.6664329	0.1227235	0.1432715	0.1171062	0.2155651	0.4055876	0.4012222	0.1438200	0.0004268	0.3763282	0.4450904	0.1234160	0.2961057	0.2855927	0.4381702	0.1836292	0.3487775	0.7123373	0.1677184	0.5635425	0.5278398	0.6740643	0.3697624	0.3498029	0.4623671	0.5562212	0.7141908	0.6990662	0.2507178	0.7001662	0.7279271	0.7723374
800	0.5464489	0.0743778	0.3821989	0.5742603	0.3124527	0.5173945	0.4140616	0.0585928	0.5254371	0.2588065	0.5860814	0.5302044	0.4908505	0.3085057	0.6477462	0.2004194	0.4227275	0.4290573	0.1868071	0.7902948	0.3254685	0.0370039	0.6326420	0.3388891	0.0244094	0.0128163	0.1234792	0.6596073	0.3824609	0.6949334	0.3959399	0.7275733	0.1056766	0.6800434	0.4233970	0.3300480	0.4925086	0.5380810	0.3506038	0.3250180	0.0096060	0.2521239	0.2151161	0.6528504	0.7330299	0.0034632	0.1339879	0.5724114	0.4616523	0.4342451	0.2149239	0.6499785	0.0880465	0.5265106	0.5140726	0.1288267	0.3298262	0.4517080	0.5703933	0.4885169	0.5791047	0.7874965	0.3543538	0.2829898	0.2485936	0.5003574	0.2956553	0.2297918	0.8244933	0.1025193	0.2277874	0.1308694	0.1817356	0.4486623	0.3339450	0.1288057	0.0076881	0.4330239	0.5318108	0.1698630	0.2992749	0.2842862	0.4864669	0.1534086	0.4270478	0.6792880	0.2026480	0.5468045	0.4014011	0.6541259	0.3075935	0.3218353	0.5064808	0.5505722	0.6747020	0.6858910	0.3316924	0.5266814	0.6605260	0.6662264
850	0.6715340	0.0731960	0.4059083	0.5842710	0.4101180	0.3882746	0.5070256	0.1019869	0.6470637	0.3241404	0.5590886	0.6419647	0.5716208	0.3713155	0.5899137	0.2598709	0.4401051	0.4677324	0.1153295	0.6390876	0.3803211	0.0280834	0.6555449	0.4765927	0.0320015	0.0157489	0.1321643	0.6822426	0.3959778	0.5833177	0.5049396	0.7764626	0.1126995	0.8055806	0.5226424	0.4216229	0.3903337	0.3348575	0.4230760	0.3357274	0.0179479	0.2346111	0.2317289	0.6508046	0.7311204	0.0038360	0.0797115	0.4809861	0.4018161	0.4800866	0.2479882	0.6065937	0.0800835	0.4373760	0.5582011	0.1131153	0.4466550	0.4693254	0.6680623	0.5236355	0.6162111	0.7069521	0.3835755	0.3290546	0.2136855	0.4839358	0.2505255	0.2535095	0.5963831	0.1024861	0.1415416	0.1371775	0.1371403	0.3820781	0.2780707	0.1252231	0.0002443	0.4536541	0.4951713	0.1411100	0.4271184	0.2547827	0.6052858	0.1306313	0.4263417	0.5388048	0.1656751	0.4786217	0.4026005	0.5583581	0.3054808	0.4264362	0.5153453	0.6560016	0.7441046	0.6487593	0.2487464	0.6761079	0.6173351	0.7484767
900	0.8635404	0.0857261	0.3841577	0.5807534	0.3437487	0.4564659	0.4994734	0.1075232	0.5029384	0.2564457	0.5293849	0.5019841	0.6203698	0.3161009	0.6029307	0.2428530	0.4798196	0.3290206	0.1873957	0.6050369	0.3042634	0.0241558	0.6074671	0.2854494	0.0128823	0.0160338	0.1772608	0.7091763	0.4781897	0.5743705	0.3609904	0.5921461	0.1365328	0.6841100	0.5130621	0.2949867	0.3833590	0.5144187	0.3742219	0.3195301	0.0153962	0.2304632	0.2195277	0.5799854	0.5930976	0.0034228	0.0689818	0.3953626	0.4232280	0.4282545	0.1904886	0.6880429	0.1099519	0.5179517	0.4911099	0.0854023	0.4149298	0.4951667	0.6660529	0.4699427	0.5201823	0.5635254	0.4083362	0.2222141	0.2504074	0.5106885	0.2168347	0.2340243	0.7045487	0.1530420	0.1528460	0.1949866	0.1635645	0.3695512	0.3500994	0.1712835	0.0259052	0.4670478	0.5947856	0.1579385	0.3659713	0.2444664	0.5956604	0.1500769	0.3708994	0.7171786	0.2112393	0.5660766	0.4456044	0.5108156	0.3618823	0.4101339	0.6044703	0.6594143	0.6088072	0.8425185	0.3194269	0.5596577	0.6454365	0.6058397
950	0.6215196	0.1009922	0.4598395	0.4735001	0.3529757	0.3960756	0.4830283	0.0624809	0.6553513	0.2689265	0.5864130	0.5186809	0.5134902	0.2909317	0.5976630	0.2078790	0.4109577	0.4211889	0.1900416	0.6662660	0.2535149	0.0224958	0.5689154	0.4716658	0.0140935	0.0041782	0.1321116	0.6786334	0.4165304	0.5792943	0.4755409	0.5852064	0.1054974	0.6841170	0.4468501	0.2619513	0.3768403	0.5243615	0.3669802	0.3491192	0.0289135	0.2624783	0.2447126	0.6893862	0.6518225	0.0061268	0.1174775	0.5407382	0.4095432	0.4147041	0.2024653	0.5158591	0.1097215	0.4641234	0.5321290	0.1156687	0.3055501	0.4584341	0.4345244	0.5945224	0.5985017	0.5204450	0.4329085	0.1995658	0.2489813	0.4504340	0.3195898	0.2093008	0.6698226	0.1457681	0.1585972	0.2284677	0.1414969	0.3366785	0.4511270	0.1295086	0.0002319	0.5625409	0.4766963	0.2323423	0.2940208	0.2695514	0.4590222	0.0939273	0.3685156	0.6653077	0.1759774	0.5106847	0.3642423	0.5704262	0.4236517	0.3660244	0.7049676	0.7328268	0.7695270	0.6281741	0.3117513	0.6775972	0.6745404	0.6413587
1000	0.5851137	0.0760281	0.4514887	0.5158722	0.3110518	0.4942387	0.4365593	0.1004566	0.6148320	0.1984824	0.6381506	0.4361327	0.4620476	0.2654307	0.5477563	0.2259675	0.4002271	0.3688096	0.2757448	0.6088461	0.2792683	0.0387000	0.7104614	0.4088141	0.0589080	0.0349337	0.1297454	0.6110717	0.4979203	0.5670035	0.4893718	0.6571849	0.1583190	0.6615869	0.5182706	0.3235659	0.5272254	0.5112698	0.4059455	0.2816870	0.0191450	0.2261013	0.2447139	0.7351666	0.5976010	0.0068273	0.1250124	0.4113405	0.3415773	0.4130933	0.1952388	0.6963287	0.1017315	0.4952362	0.5504908	0.1215475	0.3956597	0.5427369	0.6546690	0.6022139	0.5369637	0.7907702	0.3822141	0.2695604	0.3049243	0.4971171	0.3629356	0.2580137	0.6623826	0.1798726	0.1887552	0.2105584	0.1440534	0.3984280	0.5073955	0.0945098	0.0088550	0.4523368	0.5100965	0.1989814	0.2629791	0.2050869	0.4692618	0.0989690	0.3229496	0.6251085	0.2432150	0.6027528	0.4156249	0.6860055	0.5237895	0.4842925	0.6104102	0.6668956	0.5881719	0.7195406	0.2760788	0.7243887	0.5190679	0.6862231

0	0.6478416	0.0913431	0.4446818	0.4100705	0.3642930	0.3928809	0.4146051	0.0486461	0.5475550	0.2023532	0.5350095	0.5096149	0.5218028	0.3498031	0.6708918	0.2261762	0.3619922	0.4803887	0.1991639	0.6431262	0.3089974	0.0373847	0.5919912	0.3523437	0.0135761	0.0535762	0.0918764	0.7359660	0.5019197	0.5637703	0.4862873	0.5380032	0.1309383	0.6562667	0.6005465	0.2781605	0.4439928	0.4106307	0.4022050	0.3224706	0.0316081	0.2175648	0.3437506	0.6811823	0.6297704	0.0079002	0.1278756	0.4448557	0.3811631	0.4798654	0.3126611	0.5976100	0.0615314	0.5289611	0.5755598	0.1266548	0.4757683	0.5755677	0.5787818	0.5384882	0.5215470	0.7088872	0.4177425	0.2587459	0.2540112	0.5027843	0.3203824	0.2065901	0.5545444	0.1749569	0.1562281	0.1973745	0.1220740	0.3338202	0.3394846	0.1335889	0.0072227	0.4386173	0.4983234	0.1624722	0.2891869	0.2801374	0.4657910	0.1633044	0.2946835	0.6196317	0.2415489	0.5828047	0.4904145	0.5593216	0.4012235	0.4431467	0.4484044	0.6855238	0.5468482	0.6833175	0.3018276	0.6426305	0.6572338	0.6937131
