"Time"	G1	G2	G10	G20	G4	G17	G16	G9	G11	G18	G94	G56	G3	G5	G19	G13	G12	G14	G15	G50	G41	G51	G53	G52	G42	G55	G21	G22	G54	G40	G49	G44	G35	G39	G45	G48	G95	G61	G47	G98	G43	G8	G72	G67	G57	G79	G60	G82	G88	G80	G84	G81	G83	G89	G85	G77	G78	G91	G90	G75	G86	G59	G58	G99	G92	G69	G93	G87	G68	G34
450	0.5470902	0.0070995	0.2197600	0.4048311	0.6451109	0.6121023	0.3760602	0.0200676	0.3894747	0.4912018	0.7618490	0.4590203	0.0038716	0.2605890	0.4372674	0.3223797	0.6841112	0.3706996	0.3314747	0.3280212	0.1180154	0.0367716	0.3410350	0.2616460	0.4239380	0.0126325	0.1730592	0.6547303	0.0183238	0.2969024	0.6632542	0.5683606	0.4782970	0.4606651	0.4611761	0.0244408	0.7146821	0.5393092	0.1972657	0.6841268	0.0077009	0.1230543	0.2032794	0.6949212	0.5224849	0.7925499	0.3688586	0.7938180	0.0010786	0.0030723	0.6755950	0.5667204	0.4803752	0.4232352	0.1666421	0.0249991	0.4900249	0.3615416	0.5512081	0.3133265	0.6025536	0.3100728	0.0211510	0.6839016	0.6186659	0.4288556	0.6416742	0.5500863	0.2648909	0.3377064
500	0.5882985	0.0050856	0.2131701	0.3986846	0.5586384	0.6214516	0.3931661	0.0197209	0.4225768	0.4619364	0.8538828	0.5605654	0.0014442	0.3055405	0.3275704	0.2383887	0.6252013	0.4291492	0.2235226	0.2432265	0.1529116	0.0443348	0.3298359	0.2571439	0.5299033	0.0065010	0.1782086	0.5916920	0.0211951	0.3149629	0.6404369	0.6905276	0.4858050	0.6377759	0.6257418	0.0555500	0.5517917	0.4069870	0.2239983	0.7263000	0.0056760	0.1243857	0.1826910	0.7481224	0.4248213	0.6545043	0.3189287	0.6549796	0.0069506	0.0211940	0.5856344	0.5686734	0.5094787	0.3869548	0.2208466	0.0377319	0.4455395	0.2848458	0.5429753	0.2606380	0.7190311	0.2399624	0.0042500	0.6687088	0.5217299	0.2534317	0.7058633	0.6939342	0.2479899	0.3048630
550	0.5302198	0.0052142	0.1950007	0.3148801	0.6247020	0.4866728	0.3828191	0.0376274	0.4044757	0.4695802	0.6718344	0.4954648	0.0079645	0.2454366	0.3450897	0.2537949	0.5664898	0.4541425	0.2627920	0.2604337	0.1698611	0.1688449	0.2212704	0.3207296	0.4815571	0.0278717	0.1423104	0.6256998	0.0175383	0.4630936	0.5049957	0.5746022	0.5331224	0.4547132	0.4453175	0.2505095	0.7140670	0.5327701	0.2175320	0.5828831	0.0031336	0.2183906	0.4610228	0.6616306	0.5026238	0.6519266	0.2015832	0.2034891	0.0017869	0.0027906	0.7202253	0.4648331	0.4514318	0.2978876	0.2403659	0.0324431	0.4521713	0.3248050	0.6151647	0.4098982	0.6560278	0.2281265	0.0336541	0.7439004	0.1893418	0.4174546	0.3007041	0.8127676	0.1792413	0.4684238
600	0.4072161	0.0014021	0.3010195	0.2879445	0.5955944	0.4157645	0.5439066	0.0362893	0.4196663	0.4350337	0.6712974	0.4336510	0.0009433	0.2888029	0.3830723	0.2725049	0.5630090	0.6271638	0.2377731	0.2830283	0.1340317	0.2401754	0.2360359	0.2486616	0.4171993	0.0124601	0.0854980	0.5109314	0.0200789	0.4274366	0.4172540	0.6181666	0.6840061	0.3284821	0.2970710	0.2941835	0.5423150	0.4535922	0.2172212	0.6957641	0.0177618	0.2473630	0.6225440	0.4998482	0.4897305	0.6677644	0.2232323	0.0515160	0.0083967	0.0014408	0.5813782	0.2875551	0.4588819	0.3530808	0.2392906	0.0342528	0.5755360	0.3549535	0.5513763	0.3379194	0.5950190	0.2330218	0.0110657	0.6868805	0.0668557	0.3463725	0.2665764	0.6463420	0.2946242	0.6099531
650	0.4180193	0.0003752	0.3086264	0.2030008	0.5364497	0.4855530	0.4949603	0.1010007	0.3165846	0.3813045	0.6043094	0.6371759	0.0021029	0.3423511	0.2951275	0.4097319	0.5967284	0.4480064	0.2226704	0.2781879	0.1904435	0.2187339	0.2230814	0.3444811	0.4356963	0.0158040	0.0865808	0.5428269	0.0392052	0.3446743	0.5275316	0.5443587	0.5734525	0.2720531	0.2442857	0.3593583	0.6079933	0.4739272	0.1942564	0.6302898	0.0021143	0.3169747	0.5682669	0.6076411	0.4556107	0.6614359	0.2163728	0.0269813	0.0057485	0.0168979	0.6303344	0.3388478	0.5616114	0.3534247	0.2116327	0.0248888	0.6037855	0.2808081	0.5657310	0.4183467	0.6532739	0.2458994	0.0311953	0.5854045	0.0427312	0.3311162	0.2644483	0.5491698	0.2748161	0.7680511
700	0.4226468	0.0010379	0.3247149	0.1172459	0.5968155	0.4976739	0.5489357	0.0999747	0.3194545	0.4492510	0.6751171	0.4509382	0.0048142	0.3397968	0.3309756	0.3945664	0.5731872	0.4557092	0.2360995	0.2267813	0.1735768	0.2991754	0.2420010	0.2894302	0.4817249	0.0166388	0.1412451	0.5048515	0.0122558	0.3975010	0.4558510	0.5650251	0.6433266	0.2726759	0.3162856	0.3117892	0.5210036	0.4782118	0.1950791	0.7168932	0.0019803	0.2224102	0.6546625	0.6530048	0.5574568	0.6312970	0.1747905	0.0032088	0.0063453	0.0037319	0.6767545	0.3494420	0.5180301	0.3862068	0.2127972	0.0423097	0.7121019	0.2541103	0.5559940	0.3386252	0.5961131	0.3080670	0.0167180	0.6084526	0.0389946	0.3233537	0.2584196	0.6586892	0.2773230	0.6386992
750	0.4039235	0.0035732	0.3374591	0.1610384	0.6989119	0.6388005	0.5739455	0.0930886	0.3528109	0.4014155	0.6197485	0.5066747	0.0007205	0.3531875	0.2838672	0.4442540	0.6263667	0.4524805	0.2450316	0.2719998	0.1387146	0.2655470	0.2566543	0.3612121	0.4251230	0.0270523	0.1958121	0.5727968	0.0052482	0.3801648	0.3726568	0.5495011	0.6495463	0.2338160	0.3272969	0.3934992	0.5948490	0.4386199	0.3143594	0.7735616	0.0052260	0.2574886	0.6536928	0.6304831	0.3799727	0.6287166	0.2013074	0.0177002	0.0144056	0.0129913	0.6633356	0.3540285	0.5235094	0.4910715	0.2055823	0.0284139	0.5939021	0.3098577	0.5336042	0.4125875	0.6033790	0.2487851	0.0251039	0.6612356	0.0268816	0.3459391	0.2481588	0.6425008	0.1976601	0.7818623
800	0.4994810	0.0006666	0.2951524	0.1825192	0.5739728	0.4854825	0.7483124	0.0940672	0.4658546	0.3431198	0.6838054	0.4967412	0.0017420	0.3689716	0.2554657	0.3615134	0.6930908	0.4249879	0.2026364	0.2314393	0.2644192	0.3270570	0.2923854	0.3302583	0.4978782	0.0242170	0.1978770	0.5802263	0.0295312	0.3267741	0.4518770	0.5471136	0.6120629	0.2872412	0.4029839	0.4005902	0.5794306	0.4156202	0.2416427	0.7972152	0.0055460	0.2616072	0.6180886	0.6135086	0.4547233	0.6633017	0.1883570	0.0061379	0.0179949	0.0039394	0.7065337	0.3461280	0.4261855	0.4671403	0.3056459	0.0254869	0.5896050	0.2473913	0.5158975	0.3245430	0.5970267	0.1994731	0.0204244	0.7861759	0.0296510	0.3169289	0.2667615	0.6717634	0.3023637	0.6351036
850	0.4181784	0.0012360	0.3841035	0.1842542	0.6863505	0.4995248	0.5780815	0.0526708	0.3808686	0.3723153	0.5548290	0.4227394	0.0005114	0.3467641	0.2744235	0.3594151	0.6519466	0.4626643	0.2843778	0.2286365	0.1988423	0.2631285	0.2707016	0.2701483	0.5398149	0.0222536	0.1684300	0.6079978	0.0058529	0.3394593	0.4807243	0.6819715	0.6217370	0.2040407	0.3687261	0.2871528	0.5617878	0.4023202	0.2673897	0.7027561	0.0063492	0.2915917	0.7748746	0.5808434	0.4603768	0.5838652	0.1810558	0.0302603	0.0030413	0.0074095	0.5624697	0.4102276	0.4777699	0.4394761	0.1785961	0.0232417	0.6185022	0.3537940	0.5300682	0.3821170	0.6600916	0.2536523	0.0168650	0.6756010	0.0205993	0.2804707	0.1865547	0.6361650	0.2420993	0.6133875
900	0.4443269	0.0017289	0.2833960	0.2498968	0.6530508	0.4000218	0.5155230	0.0723698	0.4037458	0.3701692	0.6440750	0.3932700	0.0015947	0.2712206	0.2631306	0.3815203	0.7088604	0.4472229	0.3845093	0.2426662	0.1790993	0.3826776	0.3545398	0.2953091	0.5290555	0.0124992	0.2619212	0.6139832	0.0061119	0.3104872	0.3895552	0.6369655	0.6769966	0.2252030	0.4123889	0.3602538	0.5943149	0.4189586	0.2376329	0.5717186	0.0009160	0.3199339	0.7746830	0.6396833	0.4434162	0.6398248	0.1810575	0.0076676	0.0202048	0.0122829	0.6281757	0.3327774	0.4408629	0.4680802	0.1803426	0.0485533	0.6950478	0.3063046	0.4254735	0.3346351	0.6608839	0.2327821	0.0079041	0.6174106	0.0152494	0.2745595	0.2284128	0.7058188	0.2223136	0.6800269
950	0.3753927	0.0030100	0.3476235	0.2019954	0.6071200	0.4805584	0.4045888	0.0384462	0.3374479	0.4043826	0.7506217	0.4961388	0.0033216	0.2727963	0.2830456	0.3733538	0.6650987	0.4306645	0.2108773	0.2472043	0.1539025	0.2599669	0.3108609	0.2753472	0.4576904	0.0173933	0.1895546	0.5550535	0.0024245	0.3785040	0.4512328	0.5957791	0.5850802	0.2679358	0.3596057	0.3190711	0.6250976	0.4712832	0.1947087	0.6626070	0.0027283	0.3367336	0.6501612	0.7078984	0.5203002	0.6546226	0.1932635	0.0086495	0.0089536	0.0122205	0.5897168	0.2955621	0.4416519	0.3817381	0.2472554	0.0419084	0.5505499	0.2640029	0.2811763	0.3724097	0.6148218	0.2526935	0.0198523	0.5176673	0.0180666	0.3615595	0.2575022	0.5524455	0.2439908	0.5835800
1000	0.4444801	0.0013873	0.2460062	0.3294118	0.6583982	0.4586035	0.5489639	0.0458425	0.3932574	0.2911343	0.5824078	0.3867738	0.0006034	0.3220511	0.2897097	0.2830366	0.7045385	0.5054861	0.2249213	0.2728884	0.2430705	0.1840204	0.3046929	0.3054662	0.4674107	0.0368139	0.1198714	0.7435516	0.0120760	0.4154139	0.5667947	0.6046569	0.6261861	0.2682633	0.4628937	0.3965133	0.7486971	0.4032982	0.2306614	0.6753212	0.0064043	0.2678029	0.6185937	0.6333643	0.5330894	0.6772704	0.2096558	0.0038423	0.0103080	0.0033629	0.5443046	0.3658128	0.5517064	0.4282163	0.2651831	0.0218278	0.6161862	0.3483504	0.5301716	0.3557073	0.6134083	0.2547902	0.0357807	0.6406897	0.0290843	0.3229509	0.1940571	0.6551136	0.2692745	0.6201563

0	0.3899312	0.0016329	0.2957395	0.1344211	0.6112330	0.6750146	0.6744647	0.1366977	0.4563353	0.3071522	0.6586580	0.4621977	0.0003580	0.2798982	0.2187483	0.4425009	0.5884110	0.4314181	0.3439569	0.2520353	0.2026840	0.2986826	0.2407475	0.2996127	0.5539427	0.0477794	0.2149304	0.5482602	0.0191407	0.4980691	0.4494442	0.6735196	0.5753558	0.3615755	0.4300746	0.3221632	0.6411432	0.4558059	0.2762298	0.6051436	0.0088578	0.3360538	0.7079085	0.6315053	0.5514035	0.5792362	0.2402177	0.0062140	0.0191764	0.0193201	0.5935725	0.3606291	0.4966373	0.3656150	0.1850391	0.0253827	0.6693954	0.3073183	0.4426812	0.4098041	0.5931544	0.2614145	0.0458119	0.7010169	0.0290071	0.2977065	0.2807428	0.6838103	0.2755796	0.6238175
50	0.4633136	0.0024975	0.3712316	0.2498975	0.6248121	0.5573782	0.5449454	0.0721349	0.4367842	0.4294769	0.6352272	0.3908931	0.0002977	0.3635585	0.0768541	0.4073412	0.7073628	0.3541184	0.0581514	0.2285649	0.2273895	0.2040677	0.2604933	0.2166026	0.5212923	0.0337761	0.1383946	0.6319153	0.0117039	0.5487185	0.5488220	0.6705723	0.6396916	0.3514500	0.5084771	0.2633480	0.5569950	0.4854525	0.2394021	0.1056922	0.0053700	0.3953646	0.2665165	0.5401475	0.5849740	0.6304162	0.2009830	0.1342986	0.0088948	0.0025158	0.7283865	0.3746425	0.6095412	0.3500708	0.1586538	0.0357638	0.6633813	0.3043162	0.2459144	0.3696323	0.5621618	0.2908847	0.0389796	0.5252243	0.0412259	0.2548753	0.3280149	0.7712597	0.2435384	0.5792136
100	0.3539771	0.0006801	0.3517347	0.1901103	0.6737762	0.5231256	0.5960655	0.0674206	0.3198232	0.5360960	0.7606671	0.4349686	0.0000731	0.2559358	0.0243469	0.3171784	0.6378165	0.4727171	0.0347331	0.2535371	0.2097306	0.2717448	0.2387340	0.2908737	0.4697322	0.0219920	0.1193953	0.4727971	0.0036880	0.5402808	0.4929872	0.5552819	0.6960605	0.3865184	0.5658894	0.2435456	0.5679434	0.4759566	0.3063099	0.0436045	0.0034872	0.2795927	0.0818436	0.5758791	0.6192587	0.6638033	0.1766953	0.2247126	0.0025724	0.0000965	0.5624680	0.3673202	0.5225913	0.3658286	0.1631966	0.0459980	0.6069311	0.3593054	0.2593547	0.3269899	0.6075490	0.2192662	0.0458475	0.4323603	0.0294932	0.2759849	0.3128254	0.6197119	0.2819736	0.6922855
150	0.4168410	0.0042613	0.2788672	0.1698123	0.6929181	0.4230227	0.6144518	0.0945518	0.3672919	0.6897753	0.7364114	0.4537976	0.0000823	0.3480420	0.0338709	0.2489673	0.5822274	0.4429944	0.0186138	0.2187369	0.1803130	0.2503100	0.2985489	0.3505118	0.5359972	0.0160251	0.2207872	0.6303021	0.0276657	0.6291087	0.5704670	0.6274647	0.7524628	0.5050180	0.4440372	0.2982688	0.6373591	0.5458193	0.3118074	0.0561032	0.0023428	0.3431486	0.1096765	0.5304728	0.6918124	0.6549729	0.2153186	0.1733341	0.0046396	0.0005496	0.3719286	0.2648692	0.3982798	0.4104660	0.1035591	0.0419432	0.5655404	0.2884383	0.3424888	0.4089900	0.5521251	0.1469094	0.0381619	0.4179199	0.0040694	0.2677174	0.2263714	0.7113187	0.1916652	0.7089231
200	0.4670692	0.0010341	0.3160513	0.1721022	0.6935274	0.5773162	0.5133261	0.0750256	0.3637386	0.6956999	0.6559086	0.4566230	0.0001494	0.3804634	0.0173517	0.3288224	0.6674052	0.4199791	0.0077806	0.2477504	0.1984392	0.3424524	0.3065792	0.3024308	0.5228226	0.0145054	0.3138850	0.5366769	0.0166133	0.4611595	0.5859418	0.5971296	0.5256261	0.5294829	0.4869570	0.2618165	0.6621869	0.3646577	0.2284469	0.0425868	0.0029266	0.3043067	0.0564441	0.6730851	0.6267580	0.5598173	0.1722801	0.1858422	0.0024958	0.0000119	0.2140439	0.2507545	0.4613611	0.3142715	0.1350492	0.0364672	0.5813889	0.3927099	0.3038137	0.3461042	0.6620828	0.2065253	0.0165970	0.4059033	0.0068335	0.2850555	0.2495105	0.7368083	0.2473809	0.5560473
250	0.4420334	0.0044180	0.2966147	0.1881926	0.5641170	0.5943288	0.6548860	0.0568916	0.3898444	0.7186793	0.6049722	0.4146338	0.0004668	0.3893595	0.0075597	0.3627037	0.6693509	0.5129726	0.0056543	0.2136426	0.1148750	0.2465343	0.2746799	0.2331129	0.5222447	0.0179685	0.1747326	0.6282082	0.0129570	0.4770220	0.5499459	0.5463615	0.5654841	0.6697172	0.5414890	0.1917697	0.6376103	0.5100551	0.2918760	0.0580090	0.0065164	0.3407795	0.0760356	0.5879350	0.6769924	0.6738843	0.2145341	0.1648863	0.0005310	0.0000000	0.1480502	0.2760337	0.4748488	0.3341865	0.0898110	0.0529733	0.5960521	0.3763774	0.2652192	0.3827940	0.5817860	0.2561020	0.0113731	0.3115495	0.0359487	0.2430515	0.3118555	0.7369329	0.1692098	0.5663297
300	0.4664549	0.0014635	0.3909714	0.1663273	0.5963872	0.5885955	0.5419286	0.0620153	0.3334647	0.6081822	0.7154540	0.3695875	0.0001136	0.3767713	0.0085807	0.3280295	0.6107837	0.4672500	0.0022929	0.2475474	0.2268869	0.2873103	0.2335699	0.2322525	0.6153401	0.0307110	0.1969648	0.4712620	0.0186861	0.4055387	0.6219384	0.5757963	0.6646794	0.6222308	0.5151866	0.2368301	0.6635810	0.4068650	0.2386355	0.0627830	0.0031524	0.3028376	0.1562087	0.6239060	0.8318221	0.6893211	0.1776544	0.2159111	0.0026069	0.0020455	0.0626399	0.3254863	0.4606178	0.2893780	0.0794508	0.0187281	0.5614752	0.3086790	0.3338581	0.4448112	0.7249919	0.2113998	0.0222794	0.3256108	0.0264493	0.2937504	0.2847590	0.7238306	0.1902258	0.6816505
350	0.5010886	0.0053281	0.3632616	0.2011904	0.5463895	0.5302728	0.5231454	0.0532082	0.2799127	0.6514362	0.6936134	0.5019859	0.0003791	0.3979275	0.0307245	0.3585484	0.7582391	0.5016957	0.0023492	0.2917788	0.2238101	0.2888860	0.2821181	0.2728095	0.6311065	0.0101003	0.1899131	0.5836652	0.0194085	0.3812826	0.4922412	0.6689540	0.6168762	0.5688185	0.4883268	0.2856794	0.7538745	0.5168569	0.2276605	0.0678534	0.0192450	0.3807851	0.0394003	0.6074367	0.5532532	0.7090922	0.1840047	0.2052287	0.0036315	0.0000644	0.2150064	0.3615282	0.4423321	0.3462548	0.1152978	0.0301426	0.6105711	0.3543688	0.2515816	0.3508382	0.7097120	0.2167238	0.0194234	0.3469900	0.0534206	0.4118145	0.2190635	0.8468433	0.2063388	0.5137691
400	0.3716275	0.0053902	0.2977218	0.2405605	0.6091870	0.5044502	0.5132333	0.0835796	0.4110026	0.6978593	0.6155374	0.3897721	0.0000676	0.3628657	0.0256961	0.3628611	0.6667641	0.4142437	0.0047808	0.2812007	0.2164800	0.2244787	0.2192599	0.2357730	0.5265435	0.0261621	0.1751404	0.5529117	0.0111863	0.5226573	0.5570422	0.6390729	0.6637953	0.6091887	0.5086732	0.2001026	0.6342061	0.4213659	0.2810378	0.0965044	0.0068104	0.3626039	0.0667873	0.6227905	0.5766570	0.7569230	0.1784438	0.2704785	0.0057476	0.0019208	0.0671462	0.2956681	0.4073124	0.3986716	0.1569574	0.0365830	0.7441804	0.3737684	0.3377994	0.2747396	0.6365700	0.3549954	0.0169134	0.3839711	0.0332194	0.2487752	0.2095358	0.7848397	0.2534552	0.5530922
450	0.3512754	0.0022990	0.2763818	0.1400173	0.6968188	0.5360660	0.6356394	0.1509232	0.4343306	0.6214604	0.6195711	0.4394471	0.0003445	0.2985991	0.0247143	0.3067141	0.6143118	0.3508570	0.0044839	0.2766964	0.2019806	0.2496639	0.3533411	0.1954085	0.6450817	0.0175852	0.2188757	0.4366550	0.0024217	0.4430032	0.5980449	0.6706587	0.6200623	0.5448977	0.4952986	0.1862354	0.6725878	0.4818366	0.2976755	0.0249840	0.0053331	0.3124873	0.0604755	0.6376674	0.6394180	0.6398297	0.1991538	0.2076341	0.0089863	0.0000045	0.0506638	0.2976707	0.4391509	0.3171553	0.0923191	0.0268195	0.5412763	0.3792727	0.2793256	0.3741584	0.5282279	0.2804647	0.0271460	0.4248334	0.0250506	0.3008696	0.2920183	0.6919841	0.2010218	0.6085432
500	0.3873242	0.0012094	0.3912748	0.1416632	0.6241112	0.7845822	0.5244560	0.0999451	0.3081224	0.6170953	0.6087776	0.3424796	0.0000274	0.2806682	0.0209220	0.3632935	0.6998826	0.3453532	0.0021886	0.3361212	0.2068060	0.2553389	0.3155447	0.2466009	0.6230983	0.0329405	0.1625469	0.5347703	0.0011133	0.4529398	0.4885048	0.5977337	0.4812452	0.6429712	0.4874857	0.3136327	0.7132611	0.4961558	0.2234863	0.0358864	0.0084289	0.3300268	0.0668860	0.8365022	0.6424059	0.5917751	0.1912757	0.1394054	0.0215603	0.0001286	0.1021896	0.3159196	0.4683002	0.4192969	0.1003781	0.0371014	0.5169952	0.3028518	0.3372532	0.3449073	0.6625899	0.2819814	0.0291917	0.4032340	0.0375304	0.2356375	0.2981851	0.5776307	0.1908334	0.7069483
