"Time"	G1	G2	G10	G20	G4	G17	G16	G8	G9	G11	G56	G3	G5	G19	G13	G15	G14	G12	G50	G41	G52	G53	G51	G21	G22	G55	G42	G54	G40	G49	G39	G35	G44	G45	G47	G18	G94	G98	G95	G43	G48	G61	G57	G79	G60	G84	G81	G80	G83	G88	G82	G89	G85	G90	G91
450	0.4410915	0.3795418	0.5497267	0.6357370	0.6421567	0.3810439	0.0175104	0.6146503	0.4756194	0.3946637	0.2185758	0.0161901	0.2637874	0.1708295	0.4187154	0.2678716	0.2299264	0.4107889	0.0755978	0.7354175	0.6525006	0.0004443	0.5825723	0.4546152	0.6947498	0.5881107	0.5332786	0.2858922	0.0536789	0.0070726	0.3323468	0.4742011	0.7010606	0.0618919	0.5712673	0.6112345	0.7251655	0.7126333	0.5015330	0.0403031	0.2218506	0.0114803	0.6186581	0.6834936	0.2220773	0.4694728	0.6704180	0.0818462	0.0590353	0.4332112	0.1061125	0.3437643	0.2506542	0.1495872	0.0174922
500	0.4468765	0.4989728	0.4830488	0.5576369	0.6028064	0.3296856	0.0094183	0.5761430	0.5134256	0.3289850	0.2528097	0.0498491	0.2509284	0.1598436	0.5443273	0.2651451	0.1894289	0.3546271	0.1091682	0.7640982	0.7278359	0.0009040	0.5575310	0.3014477	0.6276560	0.5470133	0.4623899	0.3638721	0.0609970	0.0106030	0.2551969	0.4848678	0.6046665	0.0429798	0.5632887	0.5936194	0.7865136	0.6568163	0.3788537	0.0375949	0.3205781	0.0362207	0.6544999	0.5886767	0.2630449	0.5730642	0.7429978	0.0609254	0.0267095	0.5588154	0.0974351	0.3379203	0.2029111	0.1859595	0.0023932
550	0.3271265	0.3859807	0.5886549	0.4462960	0.4192882	0.4110539	0.0172006	0.1575466	0.1857418	0.3503370	0.3823096	0.0345332	0.2694505	0.0742525	0.5867801	0.2396209	0.3877119	0.3179273	0.0422524	0.6949907	0.6273192	0.3617607	0.5409525	0.4340470	0.6270202	0.5688412	0.5762116	0.3469665	0.0646458	0.0028113	0.1888671	0.4450689	0.3906765	0.1376293	0.5740705	0.6029402	0.7712977	0.6707820	0.4230379	0.0594421	0.4472065	0.0180842	0.5166770	0.5837364	0.2475099	0.5949201	0.7582062	0.2846370	0.0899889	0.1232951	0.2230403	0.4674976	0.2248002	0.1041599	0.0164029
600	0.3300909	0.4012948	0.5935160	0.3408377	0.4944966	0.2560789	0.0186205	0.1423133	0.0960502	0.3043551	0.4817683	0.0170166	0.4036423	0.0317642	0.5710034	0.2572361	0.5134257	0.2142224	0.0675893	0.7064925	0.4680689	0.5821870	0.3299364	0.4037789	0.6082743	0.4529653	0.4196066	0.3502899	0.0892048	0.0365143	0.1811354	0.4749008	0.2556866	0.0966858	0.4490232	0.5575130	0.6572976	0.7356414	0.4527190	0.1275194	0.3258059	0.0129541	0.4987456	0.4498855	0.2364192	0.6423097	0.8110808	0.3399098	0.0769019	0.0999459	0.4461898	0.3932032	0.1306586	0.0699291	0.3208495
650	0.2673632	0.5592080	0.6899466	0.3084371	0.3108680	0.3208833	0.0083257	0.2401571	0.0885975	0.3134025	0.3894453	0.0290131	0.5035761	0.0128894	0.6025385	0.2107637	0.5945074	0.2179842	0.0860676	0.7158550	0.3729695	0.6077837	0.2785693	0.4284100	0.7265696	0.5635773	0.4411012	0.2908124	0.0492078	0.0488320	0.1745274	0.5230935	0.2741482	0.1535434	0.4143400	0.5845180	0.8084112	0.9058533	0.4796842	0.1746581	0.3720854	0.0318009	0.5968126	0.4865635	0.2431775	0.7568689	0.6942526	0.4136295	0.1051045	0.1008009	0.6223903	0.3516343	0.1690317	0.0792014	0.4151765
700	0.5218685	0.4017018	0.5685351	0.2266676	0.3790836	0.4075375	0.0067562	0.2227220	0.0883510	0.3638506	0.3880532	0.0214507	0.4143461	0.0278845	0.5853374	0.1777083	0.4808531	0.2268416	0.1027446	0.7764972	0.3799138	0.6184654	0.1922063	0.4207710	0.5742755	0.6908816	0.5199795	0.3715233	0.0625685	0.1211102	0.2193709	0.5030651	0.3223484	0.2724093	0.4272742	0.5911025	0.7763435	0.6721877	0.4679541	0.2173726	0.3755182	0.0243766	0.5622245	0.4136246	0.1853568	0.6421567	0.7004063	0.4812108	0.0768447	0.0992675	0.7126530	0.3673930	0.1113838	0.0568417	0.7136118
750	0.5144146	0.4319138	0.5902009	0.3610932	0.4050456	0.4216972	0.0148500	0.2048282	0.0485667	0.3621796	0.2860452	0.0108813	0.4150817	0.0271278	0.6995073	0.1282683	0.3892620	0.1667095	0.0923561	0.6072051	0.3397179	0.7333059	0.1767158	0.4204646	0.7362998	0.5859041	0.4563959	0.2981393	0.0399131	0.1789025	0.2869819	0.6740978	0.5214424	0.3469885	0.4594905	0.5390554	0.7402819	0.6525913	0.4122252	0.1136576	0.3439633	0.0077842	0.5518417	0.4212107	0.1824627	0.5916190	0.7126861	0.4667777	0.0779476	0.1064887	0.5911331	0.4370914	0.0406153	0.1326665	0.7049322
800	0.4920949	0.3807007	0.4727736	0.4153123	0.4093382	0.4651433	0.0106724	0.1389955	0.0589809	0.3114949	0.3532402	0.0155581	0.3862975	0.0637129	0.7148662	0.1057277	0.4034716	0.1698615	0.1088413	0.6555907	0.3553454	0.7344356	0.1815829	0.4797452	0.7781819	0.6034090	0.5140380	0.3983202	0.1031567	0.2392871	0.3249011	0.6523379	0.4181691	0.2733546	0.4524027	0.6490321	0.6835942	0.7935973	0.5205193	0.2521158	0.2967447	0.0299449	0.5102995	0.3592408	0.1629995	0.6341186	0.7323178	0.5187051	0.0853516	0.0930299	0.6466392	0.3660407	0.0692285	0.1146366	0.5525353
850	0.4024028	0.3601003	0.6042641	0.3932133	0.4479909	0.3817988	0.0037674	0.1063940	0.0709327	0.2299572	0.3988647	0.0161774	0.2911241	0.0819099	0.6300426	0.1409631	0.2965505	0.1775436	0.0814884	0.5686916	0.2576572	0.7038249	0.2077800	0.3101008	0.6847044	0.6180687	0.4950609	0.4493025	0.0821663	0.2316435	0.2388869	0.6034759	0.3746876	0.3320329	0.4509941	0.5610691	0.5327046	0.7169405	0.4610866	0.2253651	0.3603948	0.0331124	0.6017869	0.4195378	0.2342138	0.6697510	0.6602329	0.5305618	0.0896294	0.0493102	0.6936076	0.3747668	0.0491707	0.1139025	0.5447202
900	0.3861339	0.4208904	0.5753389	0.4052010	0.3965929	0.4269032	0.0209390	0.1393785	0.0555271	0.1852719	0.4793083	0.0441183	0.3458170	0.0465646	0.4694211	0.0686598	0.2910887	0.2121163	0.1042482	0.7457307	0.2611528	0.7630268	0.2149697	0.4179159	0.6087610	0.5488098	0.5259562	0.3404536	0.0360368	0.2865913	0.2657429	0.5254483	0.2802486	0.2845107	0.3205254	0.5922836	0.7115262	0.8017149	0.4676561	0.3091757	0.2694347	0.0299922	0.5457942	0.3741094	0.3106532	0.8112298	0.6829030	0.5164593	0.1058297	0.0512143	0.6094125	0.4065719	0.0530737	0.1553080	0.6761205
950	0.3979149	0.3297171	0.5482859	0.3667297	0.3169613	0.3496334	0.0083581	0.2080594	0.0340686	0.3369906	0.5314067	0.0282712	0.4287032	0.0225091	0.5910876	0.0800848	0.3300337	0.1583762	0.0605091	0.6093197	0.2273940	0.6058802	0.2409854	0.3573710	0.6474797	0.7330298	0.5782870	0.4665459	0.0508900	0.1895673	0.2209137	0.5035749	0.2686546	0.2882802	0.3911186	0.5093724	0.7588857	0.7229904	0.5492632	0.2023426	0.2259278	0.0445984	0.5998057	0.3232116	0.2674771	0.6198719	0.7847855	0.5065686	0.0708158	0.0591953	0.6568272	0.3816607	0.0384420	0.1796277	0.5955995
1000	0.4853101	0.3594048	0.5554016	0.3254665	0.3534844	0.3298798	0.0119379	0.1672587	0.0237370	0.2121095	0.3299344	0.0228034	0.5295195	0.0350083	0.5683818	0.0991471	0.2900217	0.2341425	0.0612678	0.6538461	0.2850397	0.6594443	0.1948168	0.4066199	0.7714525	0.5549365	0.6021007	0.4224678	0.0684203	0.1993527	0.1811920	0.6586145	0.3843804	0.2458284	0.3710054	0.5977176	0.7638323	0.8452548	0.5237610	0.3021661	0.2540448	0.0130482	0.5697064	0.3517214	0.2461314	0.5833939	0.6618137	0.5516591	0.0890929	0.0484119	0.8116973	0.4199487	0.0393353	0.1426735	0.7263396

0	0.3650314	0.4497936	0.5286405	0.4371457	0.3923880	0.4081601	0.0035466	0.2123727	0.0415587	0.3258653	0.4946978	0.0202492	0.3816244	0.0491025	0.5643134	0.0824234	0.2183320	0.1370944	0.0461499	0.6655467	0.2901338	0.6087792	0.1695499	0.4395409	0.8218240	0.5873466	0.5204444	0.4663319	0.0400220	0.1787142	0.2241014	0.3907022	0.2868199	0.2276362	0.4845301	0.5826970	0.7732274	0.7295486	0.4323374	0.1995606	0.2718096	0.0379366	0.6727293	0.3727531	0.3118177	0.5888749	0.6720649	0.6955275	0.0776837	0.0621362	0.7819373	0.4758339	0.0339894	0.1681859	0.5431002
50	0.3441449	0.4049929	0.3129529	0.4653763	0.4125311	0.3639453	0.0080344	0.1415482	0.0335059	0.0817364	0.4563764	0.0105781	0.2845640	0.0624805	0.5815923	0.0562638	0.2403764	0.1857507	0.0885222	0.7016042	0.3005236	0.6649924	0.1201838	0.3216522	0.6678569	0.6154113	0.5170917	0.4232135	0.0411846	0.2402435	0.2303743	0.5000302	0.1496605	0.1891005	0.1762661	0.6100847	0.7239151	0.7063146	0.5897966	0.2329983	0.2700541	0.0340672	0.6676944	0.3887017	0.4515473	0.5699891	0.6796981	0.3548930	0.4614841	0.0912181	0.7045922	0.3686635	0.0118325	0.0434803	0.5609729
100	0.4079638	0.4291622	0.3610473	0.4629502	0.3567062	0.4502518	0.0156118	0.1829772	0.0361411	0.0114604	0.4932248	0.0023301	0.4292832	0.0203763	0.6229153	0.2400057	0.3956169	0.1694370	0.1012214	0.6494108	0.2756931	0.7651938	0.1980549	0.4407716	0.6905597	0.4856314	0.6876067	0.4950135	0.0479247	0.1294381	0.2808863	0.5184981	0.2053122	0.1632524	0.0327057	0.5148525	0.5881670	0.6044422	0.6515172	0.1435687	0.3521865	0.0216042	0.6694037	0.4318280	0.3880813	0.6004703	0.6022248	0.3164993	0.3796523	0.0838764	0.7119065	0.4073267	0.0033820	0.0030603	0.4573202
150	0.4564234	0.4009509	0.2922635	0.2619850	0.5128927	0.4107323	0.0202957	0.2005920	0.0464994	0.0128638	0.2944795	0.0009857	0.3832296	0.0217195	0.5853926	0.2455893	0.5082671	0.1992439	0.0419331	0.6531152	0.3859698	0.6405133	0.1964590	0.5140544	0.6238935	0.6037204	0.6720071	0.4319640	0.0775836	0.1901293	0.1800852	0.4193255	0.2033922	0.1791533	0.0343868	0.5853127	0.6117374	0.7402192	0.6439772	0.1584719	0.3434123	0.0422142	0.7352088	0.5579397	0.2019726	0.8625903	0.6360553	0.2972547	0.4497750	0.0784665	0.5035494	0.4073812	0.0023407	0.0046433	0.3883857
200	0.3926896	0.3767532	0.3387414	0.4705489	0.3228524	0.3805856	0.0091880	0.1868356	0.0166105	0.0115365	0.4060865	0.0019601	0.3693304	0.0445037	0.7229077	0.2159213	0.4836201	0.2190682	0.0550284	0.6519932	0.4679630	0.6606528	0.2776176	0.4203948	0.6717983	0.6278444	0.5805968	0.3904348	0.0698510	0.1974514	0.1934649	0.5442897	0.3111098	0.1656545	0.0223195	0.5180046	0.6204366	0.6403092	0.6623381	0.1268401	0.3851883	0.0352736	0.7747454	0.4860361	0.2170635	0.6173912	0.5627514	0.1861666	0.3546831	0.0578323	0.5855483	0.3065233	0.0001748	0.0005523	0.3558530
250	0.4322458	0.3757079	0.2750522	0.3526494	0.2671167	0.3986659	0.0108598	0.2082145	0.0555794	0.0186758	0.4259453	0.0000210	0.2788105	0.0304586	0.5540176	0.2498339	0.5465871	0.2055084	0.0972809	0.8560927	0.4367162	0.6637423	0.1805774	0.3814808	0.5831248	0.5919600	0.4602731	0.3019515	0.0342122	0.1423627	0.2229345	0.5631418	0.2378069	0.2674536	0.0571916	0.5091252	0.7529375	0.6866602	0.4895489	0.1660932	0.2983960	0.0245973	0.7777782	0.5681270	0.1758740	0.6302979	0.6905118	0.1541626	0.4956085	0.0740891	0.4998101	0.4215744	0.0001194	0.0031413	0.3176438
300	0.4051425	0.3431304	0.2940124	0.4034490	0.2849487	0.3746079	0.0057625	0.1021852	0.0256981	0.0317968	0.3801046	0.0001094	0.3197142	0.1184671	0.4569402	0.2751949	0.4162503	0.2042818	0.0791310	0.6797172	0.4094485	0.6295954	0.1649022	0.5390935	0.6195331	0.5858064	0.6332438	0.3870318	0.0175588	0.1236790	0.1722311	0.4743142	0.3013423	0.2033287	0.0611439	0.5909693	0.7417240	0.7274996	0.6262811	0.1152760	0.2941522	0.0261905	0.6399661	0.5935471	0.2530499	0.6723185	0.7249764	0.1732247	0.4853208	0.0951405	0.6603704	0.3999733	0.0000008	0.0023033	0.2250664
350	0.4900010	0.3727760	0.2641669	0.3326631	0.3529078	0.3650974	0.0254148	0.0845283	0.0265877	0.0112533	0.5657779	0.0000377	0.4434358	0.0403429	0.8101762	0.3253677	0.5137729	0.2865183	0.0590619	0.7544170	0.3761910	0.6833310	0.1749882	0.4209474	0.6673796	0.6512476	0.5243455	0.4359387	0.0500823	0.0561339	0.1921826	0.3970238	0.1656567	0.1872646	0.0876177	0.4973200	0.8198730	0.7552495	0.7261703	0.1387051	0.2229892	0.0113774	0.6503397	0.5676292	0.1795012	0.6070696	0.5720469	0.2281426	0.4606730	0.0745765	0.5822751	0.3552900	0.0003362	0.0005341	0.1401233
400	0.4943910	0.4443359	0.2537903	0.2294933	0.4027621	0.4777883	0.0008720	0.1752315	0.0437508	0.0114444	0.4087762	0.0009184	0.5002732	0.0158822	0.7860707	0.2103178	0.6084826	0.2768349	0.0943725	0.7513844	0.4417455	0.6309032	0.2211504	0.4346717	0.7676108	0.6120522	0.4018634	0.4317532	0.0438950	0.0803943	0.2224632	0.4571922	0.2414247	0.1581306	0.0490650	0.5472386	0.7876173	0.5942644	0.5243201	0.1239252	0.3490284	0.0207486	0.7956499	0.5982753	0.1958106	0.5366833	0.7010220	0.1836357	0.4366723	0.0713851	0.5420286	0.3238171	0.0000015	0.0040423	0.2289824
450	0.4180612	0.4205534	0.2588261	0.5165087	0.4751030	0.3813608	0.0104920	0.1247423	0.0483010	0.0094167	0.5162294	0.0004448	0.3890559	0.0440342	0.5857230	0.2132447	0.5303538	0.2102440	0.0392111	0.6462425	0.4093355	0.7336212	0.2089591	0.4310408	0.7921171	0.5678692	0.5099544	0.4101241	0.1112697	0.2242192	0.2815759	0.5610781	0.4199291	0.2439413	0.0782163	0.6009828	0.7117368	0.6332783	0.6850808	0.1414030	0.3309565	0.0168079	0.5814255	0.5510798	0.1646974	0.5721625	0.6575606	0.2144876	0.3957879	0.0954871	0.5861297	0.4729344	0.0003754	0.0052340	0.1937945
500	0.4051532	0.4638728	0.2591394	0.4521958	0.3877115	0.3410459	0.0209726	0.1134672	0.0485389	0.0079617	0.4415779	0.0008807	0.2638505	0.1179980	0.6817777	0.2124023	0.4812829	0.2333295	0.0546331	0.5561145	0.3410234	0.7439879	0.1929216	0.4601931	0.7137967	0.5846405	0.4964791	0.4509616	0.0640050	0.1747930	0.2348486	0.5086852	0.3726412	0.2282874	0.1493698	0.6097995	0.6331859	0.6989629	0.7462480	0.0753535	0.3525536	0.0250350	0.5739370	0.5081193	0.2194105	0.5770840	0.7338843	0.1497474	0.3830756	0.0674152	0.4686037	0.3301461	0.0002855	0.0106175	0.1575744
550	0.3502060	0.3548271	0.4083247	0.2773866	0.4442665	0.4427841	0.0147371	0.1025329	0.0371873	0.2625849	0.3415182	0.0400775	0.4557381	0.0345188	0.6216762	0.2176243	0.5329417	0.2652421	0.0708513	0.7736251	0.3703807	0.6796597	0.1895992	0.3408492	0.6105317	0.5299886	0.5895361	0.3474982	0.0666809	0.1754702	0.2633655	0.5912253	0.2890773	0.2594019	0.3285819	0.4214285	0.7724279	0.6105288	0.4478418	0.1796383	0.3720795	0.0108739	0.6249383	0.5880581	0.2114894	0.6541302	0.7088442	0.3720064	0.1410543	0.0904547	0.4685512	0.4960143	0.0804455	0.0983536	0.2662596
600	0.5118367	0.3636121	0.5156213	0.2896916	0.4872538	0.3722150	0.0104710	0.2123812	0.0330484	0.2631518	0.3900140	0.0275124	0.4574516	0.0425743	0.5523722	0.1809410	0.5165505	0.2290086	0.0572341	0.6551071	0.2480445	0.7418099	0.3035312	0.4398089	0.6948121	0.5772820	0.4691278	0.4149738	0.0374785	0.1759198	0.2214620	0.6234511	0.3496947	0.2683600	0.3597340	0.5531565	0.6279320	0.7054447	0.4615442	0.1549364	0.3235891	0.0305376	0.7152667	0.4844777	0.2192629	0.6077666	0.7043295	0.3797939	0.1196105	0.1395997	0.6286566	0.4348351	0.0878444	0.1128815	0.5084786
650	0.4531073	0.3764991	0.6448154	0.4329335	0.5171304	0.3709056	0.0146096	0.2343049	0.0292198	0.2795882	0.4016630	0.0198806	0.3188182	0.0369226	0.5333264	0.1544288	0.4385398	0.1901984	0.0655020	0.7192793	0.3383703	0.8253994	0.2330287	0.4291930	0.7844556	0.5880870	0.4901674	0.3303915	0.0305324	0.1817819	0.2508073	0.6393610	0.3876405	0.2765022	0.4160717	0.5935955	0.6502688	0.6929336	0.4809396	0.1539413	0.4017827	0.0481503	0.7019793	0.4219883	0.1640256	0.5922979	0.7554346	0.4715778	0.0843054	0.1501596	0.5390425	0.3812538	0.1492094	0.1101104	0.5218169
700	0.4688053	0.3914929	0.5062096	0.4149259	0.4071618	0.3870275	0.0148646	0.2353396	0.0444110	0.3401071	0.3709399	0.0184105	0.3802507	0.0463932	0.5338182	0.1094486	0.4731244	0.1837332	0.0374211	0.6457878	0.3444615	0.6626475	0.2238682	0.4682044	0.6091648	0.5247114	0.4642263	0.4125904	0.0217986	0.2258993	0.2590594	0.6532958	0.3959364	0.3383324	0.4203290	0.6135655	0.6439081	0.6878378	0.4631825	0.2513523	0.2521788	0.0469723	0.6730951	0.3708235	0.1329282	0.6699474	0.6514053	0.6226904	0.1134557	0.1061066	0.5345491	0.3514324	0.0698283	0.1257681	0.6231883
750	0.4423347	0.3870162	0.5326170	0.5386069	0.3680630	0.3162293	0.0064053	0.1856684	0.0289074	0.2656764	0.4276221	0.0348340	0.3143904	0.0342596	0.6942679	0.0899493	0.3073793	0.1194309	0.0487897	0.7668631	0.3204612	0.7072172	0.2034787	0.5465811	0.6806201	0.5847063	0.4581224	0.4625280	0.0383968	0.2005300	0.2182253	0.5675832	0.3679828	0.2153032	0.4662978	0.6127510	0.7135446	0.7101696	0.4241365	0.1792343	0.2758497	0.0253763	0.6494524	0.3113006	0.2928826	0.7249530	0.6273896	0.5750332	0.0669705	0.1112767	0.5944792	0.3651431	0.0913343	0.1374148	0.6219259
800	0.3044874	0.3167776	0.6529826	0.2808644	0.4159135	0.3574778	0.0127659	0.1628188	0.0631357	0.2998555	0.5545966	0.0394781	0.3888972	0.0247948	0.6247218	0.1323519	0.3279288	0.2222042	0.0912949	0.8712667	0.3543770	0.6761292	0.1841864	0.3876878	0.6935162	0.5395247	0.4586679	0.3486307	0.0325698	0.1496385	0.1930805	0.3328491	0.2205439	0.1935775	0.4077192	0.6171762	0.7812908	0.6119581	0.3643746	0.2504582	0.3281400	0.0226043	0.5200364	0.3528089	0.3847739	0.6635174	0.7102538	0.6305464	0.1239379	0.0854849	0.7039603	0.4565295	0.0617208	0.1517038	0.8563158
850	0.4463479	0.4193585	0.5618342	0.1803336	0.4152916	0.3535586	0.0408683	0.3048883	0.0631300	0.3208102	0.4165938	0.0319994	0.4693512	0.0100095	0.5681635	0.0993960	0.3274735	0.1592166	0.0771062	0.7909962	0.2946754	0.7779985	0.2336322	0.4288478	0.8443345	0.5601617	0.5253669	0.4452737	0.0536321	0.1829517	0.1943444	0.4415061	0.2357207	0.2523456	0.3810858	0.5155292	0.6152011	0.6914864	0.4416283	0.2094036	0.2186188	0.0058675	0.4836376	0.2903287	0.3467735	0.7061337	0.7108630	0.4592244	0.1458277	0.0930345	0.6374086	0.4711206	0.0496750	0.1386610	0.5916513
900	0.4267512	0.3734066	0.5619695	0.3459690	0.3779554	0.4396498	0.0018796	0.2430591	0.0583158	0.2495291	0.4344479	0.0741587	0.3894376	0.0405855	0.5940999	0.1332091	0.3125149	0.1874365	0.0730998	0.6331682	0.2865537	0.7249146	0.2558023	0.3235335	0.7710718	0.5795565	0.5483159	0.3561367	0.0650704	0.2571667	0.2821602	0.5119148	0.3322203	0.2429893	0.3939803	0.5300391	0.8015097	0.7468370	0.4122289	0.2719687	0.3089168	0.0416648	0.5411556	0.3652642	0.2664221	0.7483574	0.7623777	0.4766814	0.0819756	0.0643517	0.7688578	0.5253378	0.0420747	0.1274337	0.6603813
950	0.4920015	0.3709727	0.5439930	0.3911350	0.4309872	0.4281719	0.0057590	0.1818843	0.0414775	0.2290972	0.3664073	0.0115069	0.3175730	0.0407395	0.5423515	0.0951264	0.3045772	0.2624138	0.0825759	0.6660477	0.2171561	0.8205087	0.2397311	0.4261269	0.7723517	0.4943553	0.7041273	0.4942769	0.0381684	0.1632178	0.2864815	0.5392139	0.3832189	0.4112603	0.4674707	0.6272449	0.6621267	0.7436360	0.5316466	0.2142200	0.3201854	0.0510524	0.5151960	0.3639220	0.2565331	0.6715669	0.6746535	0.4654021	0.0764160	0.0693562	0.6309749	0.3978105	0.0321661	0.1490626	0.5425944
