"Time"	G1	G3	G5	G7	G4	G22	G83	G8	G6	G86	G87	G85	G54	G89	G88	G30	G29	G35	G100	G99	G32	G81	G23	G82	G80	G19	G18	G20	G50	G58	G51	G31	G78	G93	G94	G95	G91	G90	G2	G69	G70	G84	G97	G43	G44
450	0.0321173	0.0361242	0.7176228	0.4573973	0.0862500	0.7141309	0.5900287	0.6357423	0.7399117	0.6829501	0.0261309	0.6648528	0.0095552	0.0490491	0.4331837	0.0328986	0.1316455	0.2310811	0.5710474	0.5707560	0.5847178	0.0396468	0.5003873	0.4594355	0.1768633	0.1023708	0.6601375	0.6125281	0.5524988	0.6072980	0.4538681	0.6021302	0.6961454	0.4343422	0.7660076	0.4528469	0.0443456	0.3212758	0.7215505	0.7329886	0.5930708	0.7599638	0.6853358	0.2599508	0.1380387
500	0.0294118	0.0470118	0.5655127	0.4902826	0.1340862	0.6766493	0.6127130	0.6494923	0.6931163	0.8896567	0.0205973	0.7924221	0.0124429	0.0539680	0.3741791	0.0257573	0.1254627	0.3401564	0.5908169	0.5344532	0.5808572	0.0431742	0.4653307	0.5203500	0.2335874	0.1152189	0.6790900	0.7633764	0.5577126	0.7347685	0.4582870	0.5482880	0.7122795	0.4903618	0.7461865	0.5926700	0.0583988	0.2923732	0.7015051	0.6412676	0.6023725	0.6489265	0.6638595	0.2760663	0.1060753
550	0.2136347	0.0657399	0.4388394	0.4590428	0.1236435	0.7462462	0.6578922	0.7230454	0.6117085	0.6681792	0.5794971	0.5576143	0.0148034	0.0283157	0.3235366	0.0467737	0.6061604	0.3208318	0.6870536	0.1738997	0.4510556	0.0176618	0.4370364	0.4766798	0.2427752	0.0933420	0.6799726	0.7270249	0.2095050	0.6413655	0.1686973	0.6137352	0.6794980	0.4788080	0.7344445	0.5863479	0.0295399	0.5523790	0.7785506	0.7574914	0.7393003	0.6427537	0.7896669	0.2655485	0.0691087
600	0.2104261	0.1558328	0.1444739	0.4047361	0.1664960	0.6327670	0.6612808	0.7323942	0.5705161	0.5490565	0.6651742	0.6450322	0.0083240	0.0390519	0.2573347	0.0393148	0.6268869	0.2272410	0.7540209	0.1145882	0.4873316	0.0367303	0.4755338	0.5861731	0.2155482	0.1091537	0.7300089	0.6781048	0.0497046	0.7302594	0.0505532	0.3340895	0.6500499	0.5292506	0.6544291	0.6223029	0.0118705	0.6188150	0.7181229	0.6125897	0.6408099	0.7870352	0.7055680	0.2470784	0.1205257
650	0.2543770	0.2423395	0.0796440	0.3824993	0.1803181	0.7807071	0.6417070	0.9076555	0.6491689	0.8176519	0.8122906	0.5322599	0.0030315	0.0432277	0.3305777	0.0178286	0.7499718	0.3103912	0.7434258	0.1296439	0.4440850	0.0250312	0.5764414	0.5782713	0.2538839	0.1270196	0.6915802	0.6185609	0.0144633	0.8042049	0.0321939	0.1527759	0.6992475	0.5393802	0.7551010	0.6509973	0.0153831	0.7139198	0.7492382	0.7544229	0.6071942	0.6074906	0.6793185	0.2560842	0.1233169
700	0.2483821	0.3363033	0.0119082	0.2903056	0.1600654	0.6927604	0.7631890	0.6024796	0.5000332	0.7976478	0.6663398	0.4800640	0.0062188	0.0105966	0.3804300	0.0176564	0.7834859	0.2616652	0.6955800	0.0581985	0.3488399	0.0427105	0.5938686	0.4752989	0.2167406	0.2007882	0.8278173	0.6389116	0.0207383	0.5346465	0.0333483	0.2190876	0.7331496	0.5006739	0.5758516	0.4793171	0.0150696	0.7161208	0.7595269	0.6419067	0.6490638	0.6124942	0.6820942	0.2787315	0.1239096
750	0.3046124	0.4059006	0.0323529	0.2169521	0.1657661	0.7336554	0.7494465	0.4508311	0.4954006	0.7238918	0.7171970	0.4988169	0.0037818	0.0429240	0.4227972	0.0560415	0.7115932	0.2662085	0.5690645	0.0728155	0.3597491	0.0137038	0.6777881	0.5499061	0.2733413	0.2253239	0.8138703	0.5722653	0.0077856	0.5628448	0.0227970	0.0758175	0.7118190	0.4441519	0.6694434	0.4449090	0.0088816	0.6624815	0.7479115	0.7673916	0.7362615	0.5937089	0.7149360	0.2298428	0.1098103
800	0.2046290	0.3288241	0.0054140	0.3100714	0.2910331	0.7182908	0.7376834	0.5298749	0.5368905	0.7151384	0.7234676	0.4630978	0.0334044	0.0455945	0.4689796	0.0610519	0.7752133	0.3317376	0.6782972	0.0346260	0.2704962	0.0169582	0.5109571	0.4574967	0.3157922	0.1938225	0.7963932	0.6738085	0.0061272	0.5895781	0.0227255	0.0866167	0.7446586	0.6216685	0.5945045	0.5951610	0.0148727	0.6559242	0.7129290	0.6502130	0.6396212	0.5895664	0.6873788	0.2627496	0.1105621
850	0.3163537	0.3724914	0.0045515	0.2607952	0.2689564	0.7859603	0.6542010	0.5461052	0.4376806	0.6857807	0.7746499	0.5333295	0.0194365	0.0241381	0.4960916	0.0711168	0.6758041	0.2855786	0.6549264	0.1093273	0.3791326	0.0395613	0.5484208	0.5614031	0.2602688	0.1982965	0.6822309	0.5499547	0.0069383	0.6936547	0.0070673	0.0501804	0.5708833	0.3722923	0.6770684	0.4010817	0.0120873	0.7510044	0.6035995	0.6088970	0.6293708	0.7342264	0.6049180	0.4082157	0.0959135
900	0.2643871	0.3059421	0.0142291	0.2442765	0.2280627	0.7544123	0.7731495	0.5705118	0.4590595	0.6823091	0.7912628	0.4432943	0.0063257	0.0276102	0.5123100	0.1047639	0.7570195	0.3190002	0.7893397	0.1642926	0.3325321	0.0373871	0.4928586	0.4059172	0.2116656	0.3208975	0.6984120	0.7172566	0.0188325	0.6695569	0.0029559	0.0531849	0.7837820	0.4854526	0.6814705	0.5117490	0.0199038	0.7541053	0.7052596	0.7909442	0.6001301	0.7727322	0.5914610	0.3147367	0.0744203
950	0.3006213	0.4246846	0.0232871	0.2105092	0.2396645	0.6702318	0.8216583	0.5772538	0.4495243	0.6657632	0.7995592	0.3873835	0.0214919	0.0278314	0.5619751	0.0745641	0.6983159	0.2080970	0.6081630	0.0587871	0.3866895	0.0328047	0.5632937	0.4821996	0.2243630	0.3695448	0.7286709	0.5023441	0.0118136	0.7096895	0.0091821	0.0807646	0.6464330	0.5300499	0.6800250	0.4978933	0.0135757	0.9140419	0.6018375	0.8574939	0.7482891	0.7086742	0.7028456	0.2900981	0.1350478
1000	0.2609837	0.2999522	0.0186445	0.3001268	0.2763249	0.6599074	0.5595653	0.6739526	0.5745116	0.5693226	0.7237899	0.4752058	0.0022249	0.0346074	0.3919283	0.1169527	0.7287997	0.3766124	0.6811989	0.0681200	0.3157874	0.0507920	0.4946763	0.4541279	0.1860215	0.2893556	0.7494532	0.7430998	0.0294928	0.7841608	0.0098322	0.0508852	0.6876957	0.4684344	0.7765257	0.5355013	0.0186181	0.8080252	0.6590159	0.8550349	0.7193882	0.7164530	0.7538617	0.3027108	0.1043577

0	0.2741502	0.3178959	0.0248032	0.2157630	0.2352881	0.7857146	0.6667698	0.5748617	0.5177689	0.6344230	0.7168265	0.5991046	0.0201102	0.0144457	0.4141539	0.0840666	0.6448672	0.2222377	0.7486041	0.1118911	0.3740942	0.0387052	0.6041106	0.4516132	0.1508544	0.2275315	0.7988066	0.6310450	0.0319138	0.6750963	0.0106809	0.1042422	0.6882647	0.5920463	0.6185038	0.4842109	0.0173034	0.7912771	0.7396301	0.6542411	0.8018454	0.7945717	0.6678040	0.2165173	0.1216014
50	0.2075051	0.3599189	0.0070894	0.0850434	0.2087167	0.7540774	0.7235267	0.6015653	0.1011321	0.3165572	0.3486755	0.4720137	0.0081350	0.1414146	0.3814326	0.1739899	0.7049597	0.3515570	0.6765147	0.0974141	0.3116714	0.0537271	0.5481752	0.2087545	0.0725027	0.2001416	0.7516920	0.5859451	0.0044547	0.6710635	0.2428408	0.0933515	0.6861836	0.4405710	0.6856006	0.5400039	0.1896914	0.6008671	0.6914731	0.5461404	0.6360098	0.6157008	0.4574448	0.3352340	0.1456928
100	0.2901840	0.3805015	0.0089936	0.1310443	0.2550184	0.6913429	0.6612959	0.5324987	0.0468237	0.2285760	0.3614916	0.4372356	0.0001939	0.1243388	0.5590809	0.2272246	0.7037930	0.2743242	0.7141717	0.0433566	0.2541458	0.0434260	0.5731891	0.2370467	0.0577361	0.2345622	0.7083308	0.6147170	0.0017476	0.6727028	0.3061050	0.0577577	0.7681986	0.5128981	0.7373212	0.4152794	0.2791022	0.7531993	0.7123670	0.4655353	0.5666424	0.7438672	0.4052219	0.3216559	0.2016065
150	0.2938135	0.4411833	0.0198651	0.0768609	0.2910321	0.8226542	0.7028191	0.5611382	0.0192584	0.1594359	0.2404193	0.3523636	0.0107768	0.1396903	0.6341491	0.2666926	0.6804593	0.2520052	0.7664588	0.0826969	0.2331216	0.0257243	0.4406746	0.2097565	0.0268635	0.2525090	0.6734837	0.6252064	0.0057609	0.7130793	0.2943667	0.0849740	0.6151279	0.4316365	0.7258036	0.5455885	0.2508964	0.6867801	0.7316153	0.4632898	0.6741594	0.7766224	0.5251090	0.4681634	0.4525813
200	0.2467771	0.2987680	0.0058919	0.1418341	0.2456230	0.7945423	0.7751364	0.6274324	0.0194910	0.1624020	0.2248112	0.3793603	0.0157351	0.1355717	0.6589262	0.2381637	0.5834637	0.2515343	0.6566930	0.0649239	0.2633558	0.0193099	0.5369903	0.2690340	0.0507618	0.4019342	0.8410375	0.6200547	0.0073837	0.6747187	0.3784057	0.1001977	0.7522911	0.5973965	0.6758117	0.4770479	0.2542742	0.8088669	0.6951600	0.4000290	0.7669524	0.6809682	0.3367003	0.4847612	0.3958859
250	0.2832419	0.3192519	0.0474309	0.1308199	0.2249909	0.6873178	0.7270786	0.5636642	0.0140335	0.1224001	0.2742316	0.2955687	0.0277818	0.1277159	0.7055449	0.2505006	0.7076879	0.2397649	0.6751382	0.0867021	0.2654794	0.0220070	0.5358558	0.2571886	0.0096304	0.4174987	0.6782281	0.7081985	0.0087181	0.7592184	0.2881386	0.0884512	0.7011626	0.5720472	0.7923272	0.4967236	0.2814790	0.6675524	0.7269512	0.5558911	0.6097082	0.6158936	0.4001149	0.5396016	0.3238152
300	0.2598188	0.3386758	0.0244874	0.1224337	0.2607346	0.7112484	0.6902517	0.4931321	0.0317932	0.1427986	0.1956321	0.4796853	0.0222599	0.1524508	0.6612123	0.3211318	0.7297729	0.3318525	0.6411119	0.0860873	0.2141024	0.0621349	0.4318171	0.1629811	0.0201913	0.3510823	0.8357337	0.7128108	0.0079831	0.6249875	0.4290634	0.0673595	0.7169249	0.4343906	0.6653204	0.5395940	0.2952443	0.6701810	0.5789012	0.4076125	0.5030938	0.7440427	0.4070838	0.3645640	0.2967441
350	0.2009558	0.2999145	0.0177952	0.1429638	0.2056151	0.7133241	0.7811721	0.5260369	0.0274089	0.1471095	0.2815736	0.3992675	0.0077452	0.1242221	0.6394846	0.2966187	0.7149621	0.2039291	0.7073335	0.0615416	0.2596347	0.0294996	0.4163697	0.2305227	0.0256053	0.4028553	0.8273259	0.6581542	0.0013030	0.7082391	0.3900245	0.0661314	0.6888349	0.4993316	0.6701979	0.4310480	0.2141231	0.8167377	0.6254692	0.3855861	0.6618241	0.6226403	0.4170068	0.3449157	0.3201727
400	0.2409361	0.3538256	0.0140544	0.0954181	0.2181747	0.7053889	0.7799296	0.5918712	0.0545930	0.1061801	0.3213646	0.3949727	0.0283475	0.1344805	0.7308488	0.3507832	0.6821091	0.3479414	0.6536700	0.0605285	0.2510259	0.0424301	0.4248699	0.1346125	0.0177493	0.4109023	0.7194397	0.6003171	0.0196367	0.9324885	0.3073013	0.1189946	0.7194962	0.4527203	0.6843926	0.4086006	0.2582629	0.6922087	0.7066283	0.4371474	0.5340419	0.7246789	0.3795246	0.3770167	0.4812685
450	0.3252981	0.3574263	0.0083193	0.1563848	0.2084421	0.6646964	0.6872262	0.4549141	0.0190570	0.1489344	0.2584009	0.3461402	0.0268909	0.1046114	0.6645226	0.2558271	0.6195655	0.2393011	0.7181872	0.0970142	0.2804219	0.0161395	0.6711611	0.1819343	0.0152178	0.4170585	0.7186243	0.7664888	0.0263449	0.7818052	0.4522483	0.0981389	0.6968779	0.5433091	0.7057529	0.4202923	0.2376798	0.6979942	0.6061452	0.4462242	0.5577557	0.5777035	0.4028822	0.4496099	0.3130964
500	0.3586068	0.3334695	0.0073643	0.1654273	0.2259131	0.6138135	0.7029489	0.5689505	0.0236044	0.1295114	0.2879650	0.4554734	0.0077138	0.1610014	0.8050605	0.2409473	0.6500153	0.1926455	0.7600514	0.0727369	0.2499691	0.0276889	0.5704552	0.1197091	0.0144834	0.3811131	0.7457234	0.7407561	0.0135602	0.8349291	0.3371367	0.1051913	0.7685762	0.5047096	0.7383576	0.4408883	0.2393208	0.7123881	0.6320775	0.4661532	0.5470242	0.7268081	0.3104197	0.4890365	0.2860919
550	0.2823987	0.3162108	0.0456105	0.2951850	0.2675256	0.7921328	0.6847460	0.4924391	0.2991177	0.5413004	0.6333487	0.4101635	0.0091925	0.0864774	0.5061269	0.2265431	0.5796287	0.2709900	0.7393127	0.0737942	0.2640700	0.0249367	0.5153380	0.3968061	0.1357466	0.3199553	0.6149625	0.8789513	0.0325981	0.8006319	0.1028703	0.0875672	0.6725117	0.4887176	0.7641125	0.5958616	0.0813554	0.6896885	0.6079349	0.5611043	0.6641522	0.7750365	0.5724005	0.4366975	0.2498356
600	0.3027530	0.3093310	0.0193187	0.2246968	0.3447154	0.7916526	0.6923331	0.5898084	0.4399778	0.6665635	0.6577932	0.3798028	0.0236748	0.0822966	0.4972542	0.2021357	0.6583058	0.3035004	0.6578676	0.1216967	0.3539081	0.0295020	0.5441281	0.4424523	0.1383504	0.3210845	0.7511462	0.6363730	0.0227115	0.7998714	0.0837852	0.0791056	0.7012056	0.5104992	0.6882428	0.5042521	0.0486176	0.6488928	0.6302416	0.7026411	0.5857949	0.7030793	0.7469322	0.2818150	0.1544867
650	0.2049487	0.4278237	0.0078426	0.3386763	0.2204624	0.6841166	0.7008179	0.5437100	0.4164850	0.6412703	0.7610381	0.4530611	0.0135847	0.0355738	0.4449696	0.1014427	0.6991739	0.2934226	0.7180254	0.0553815	0.3684038	0.0293852	0.6110933	0.3769338	0.1709207	0.2439605	0.7141186	0.8269660	0.0293716	0.7600762	0.0473983	0.0786222	0.6494621	0.5068706	0.6880845	0.5014923	0.0216592	0.8138105	0.5968041	0.6537695	0.6416368	0.7085438	0.8086361	0.3403674	0.1106877
700	0.2823654	0.2602056	0.0305230	0.3201817	0.1754904	0.7452645	0.7342039	0.5408081	0.4322297	0.6234361	0.5764125	0.4643118	0.0221438	0.0225642	0.4591430	0.0845915	0.7394712	0.2020365	0.7170296	0.0845347	0.3573314	0.0477667	0.4925594	0.4425414	0.1740069	0.2189387	0.6613997	0.5303162	0.0267666	0.7016338	0.0098381	0.0858595	0.8846909	0.4161684	0.6688275	0.5977166	0.0213685	0.7580936	0.5921281	0.6429980	0.5748714	0.7027716	0.7898162	0.3426592	0.1514604
750	0.3094831	0.2837986	0.0130502	0.2978910	0.2363482	0.5471215	0.7044555	0.6661651	0.4376796	0.6645983	0.7070255	0.6703558	0.0136441	0.0479666	0.4301094	0.0912349	0.7664881	0.3038129	0.7481251	0.0802548	0.2950007	0.0458830	0.5972111	0.4208510	0.1776148	0.2467662	0.8273819	0.5753889	0.0230527	0.6334757	0.0020414	0.1062320	0.7307633	0.4043991	0.8016502	0.6568090	0.0231259	0.8195969	0.7777614	0.7279613	0.6704367	0.6324415	0.8034347	0.2888732	0.1520202
800	0.2894758	0.2965795	0.0217614	0.2777271	0.1565655	0.6584811	0.7223070	0.6145963	0.3718733	0.7785184	0.6902764	0.5309977	0.0182144	0.0194050	0.4169480	0.0728060	0.6607173	0.3099941	0.7156265	0.0449098	0.4025479	0.0347584	0.5178263	0.3824036	0.2003010	0.2885359	0.6582783	0.6181470	0.0055427	0.7221451	0.0075874	0.0729310	0.7010077	0.4140402	0.5904173	0.4623334	0.0173795	0.6599642	0.5985170	0.6672227	0.7503437	0.6659878	0.7136900	0.2900177	0.1340041
850	0.2446542	0.3768855	0.0407134	0.2378586	0.2701770	0.6868509	0.6824863	0.6333112	0.4312708	0.6451117	0.7697340	0.4538489	0.0104552	0.0110988	0.4708530	0.0508521	0.7990567	0.3084959	0.8333336	0.0700918	0.3951687	0.0338611	0.5769252	0.4545724	0.1650678	0.2833801	0.7536596	0.5531245	0.0151874	0.8012367	0.0056876	0.0549332	0.6925088	0.4697212	0.5880119	0.4885010	0.0133645	0.7878479	0.6668335	0.6360424	0.6239348	0.6296342	0.6995772	0.2381297	0.0752544
900	0.3083798	0.2846215	0.0313871	0.2754995	0.1701538	0.7310831	0.5931078	0.4852051	0.5240684	0.6722674	0.8810529	0.4858763	0.0096849	0.0211590	0.4795718	0.0846951	0.8220663	0.2262072	0.8015284	0.1043595	0.3357599	0.0188353	0.5332226	0.4751781	0.2639378	0.2931156	0.6038605	0.6325163	0.0449782	0.6178099	0.0039784	0.0695942	0.6486557	0.4850023	0.6714812	0.4684245	0.0187672	0.7550500	0.6213541	0.8392573	0.5900007	0.7139254	0.8244991	0.3062328	0.1126242
950	0.2688435	0.3164508	0.0191105	0.3223685	0.2501960	0.6814682	0.6408720	0.6640330	0.4341075	0.6417405	0.6880514	0.5151535	0.0123064	0.0246219	0.2991959	0.0285842	0.6647365	0.2291297	0.7144749	0.0702264	0.2407925	0.0318982	0.5776535	0.5227180	0.2399538	0.3077275	0.8139604	0.5472372	0.0260132	0.6271895	0.0050956	0.0510699	0.7544265	0.4589250	0.7338365	0.4411079	0.0133920	0.7349766	0.6685138	0.6792014	0.7272681	0.7052301	0.7023344	0.3368160	0.1090795
1000	0.2611158	0.3473351	0.0090487	0.2142258	0.2657010	0.7126292	0.6871367	0.6125603	0.3471091	0.6081666	0.6607987	0.4872967	0.0188283	0.0270907	0.4621669	0.0436342	0.6783482	0.2903474	0.6814120	0.0734135	0.2855316	0.0394272	0.5634863	0.4992551	0.1810564	0.3082162	0.6420130	0.5978227	0.0092214	0.6335310	0.0075612	0.0635654	0.8145288	0.4376735	0.6712548	0.5666800	0.0175815	0.6045270	0.7249274	0.6802017	0.6529335	0.6579044	0.7335432	0.2801768	0.1170848

0	0.2763297	0.3500366	0.0107022	0.2529611	0.3199495	0.7559521	0.7591805	0.5330796	0.4577085	0.7125333	0.6308568	0.5450140	0.0155281	0.0277425	0.5694542	0.0578121	0.7517754	0.2766290	0.8021118	0.1408416	0.3076325	0.0436595	0.6153700	0.4234460	0.1785888	0.2452600	0.8159873	0.6055491	0.0220219	0.7126576	0.0115813	0.0790932	0.6534231	0.4845314	0.6274110	0.5200303	0.0165525	0.6868558	0.7070184	0.6938520	0.7498643	0.6244284	0.7109026	0.2069187	0.1078296
50	0.2701442	0.2963550	0.0276722	0.3123695	0.3250700	0.6142368	0.5861553	0.4881427	0.3696262	0.7167141	0.6888787	0.6829872	0.0040546	0.1378183	0.4466249	0.0970320	0.7284883	0.0760992	0.7155085	0.0602427	0.4136058	0.0895033	0.6056295	0.4828091	0.2626165	0.2094443	0.8242983	0.6624090	0.0413052	0.6841160	0.0054005	0.0506613	0.7414565	0.4446063	0.8062109	0.5606363	0.2638069	0.6355716	0.3328495	0.4214982	0.5921497	0.6931699	0.2202504	0.4956894	0.2745530
100	0.2433086	0.2884809	0.0030705	0.3341039	0.2752386	0.5822167	0.5904607	0.4994887	0.5027720	0.6818522	0.6961080	0.6612005	0.0095263	0.1264327	0.4880885	0.0743626	0.7756497	0.0572633	0.7390400	0.0940669	0.3158129	0.1052957	0.5981137	0.4183424	0.2009318	0.2334972	0.7111081	0.7572720	0.0044555	0.7399515	0.0105299	0.0471826	0.7843904	0.5713218	0.7358423	0.5829363	0.5048489	0.6920613	0.2038337	0.3693904	0.6152517	0.6932642	0.0756552	0.5803527	0.3812494
150	0.2688311	0.2981237	0.0073842	0.4869450	0.1696382	0.7243170	0.6019050	0.5431062	0.4910305	0.5953132	0.6914684	0.5746727	0.0046534	0.2722646	0.4534197	0.0564009	0.7674605	0.0985834	0.6216964	0.1099958	0.3308705	0.0917507	0.5225348	0.4318247	0.2384833	0.2865473	0.6318800	0.6736482	0.0032209	0.7451306	0.0035711	0.0921238	0.7686556	0.6272477	0.6972731	0.4926298	0.6381139	0.7294576	0.2198669	0.2562908	0.5208970	0.7145070	0.0332631	0.6913706	0.5997361
200	0.2600877	0.2792942	0.0177645	0.4524993	0.1213063	0.7779392	0.7096262	0.5495531	0.5417068	0.6667306	0.5932586	0.5879499	0.0042685	0.1632695	0.4843660	0.0255714	0.8456769	0.0794624	0.6984277	0.0972816	0.3357407	0.0868192	0.7354316	0.4535531	0.2485357	0.2288020	0.6741493	0.6553621	0.0173094	0.7661692	0.0076493	0.0694596	0.7611625	0.5146141	0.7708272	0.4704120	0.4878280	0.6295227	0.1986525	0.2893018	0.5712066	0.5745322	0.0378507	0.6069294	0.7151179
250	0.2474844	0.2235491	0.0065313	0.4286329	0.1467968	0.7671909	0.6760147	0.5626523	0.5420676	0.6782114	0.7966321	0.6412682	0.0064881	0.2028707	0.3542164	0.0153205	0.8598064	0.0879663	0.6821047	0.0871736	0.3222335	0.0800615	0.5222630	0.3918286	0.2216285	0.3697861	0.6319227	0.5756275	0.0213169	0.8769628	0.0057861	0.0560423	0.6016795	0.5770142	0.6959576	0.4260351	0.3778009	0.6615520	0.1424183	0.2159694	0.5089128	0.5548437	0.0096780	0.6670838	0.6089031
300	0.2334887	0.2712213	0.0540201	0.3790547	0.1861812	0.7066128	0.7743477	0.5988192	0.5125768	0.6632496	0.7323692	0.6649359	0.0014046	0.2082908	0.4296439	0.0704496	0.7908379	0.0487046	0.7458537	0.0844955	0.3306526	0.0811147	0.6584069	0.4580875	0.1656840	0.2529348	0.6942748	0.6794072	0.0163357	0.8166874	0.0113671	0.0724061	0.7235757	0.4469210	0.8287681	0.4620282	0.3903524	0.8528977	0.1771840	0.2098562	0.4318540	0.4288782	0.0254405	0.6205755	0.8208424
350	0.1867235	0.3212604	0.0300310	0.3543873	0.2713613	0.6146405	0.6580517	0.5237300	0.4502747	0.6094079	0.6900298	0.6694273	0.0045302	0.2105507	0.3648753	0.0663784	0.7412005	0.0400302	0.6921656	0.1108792	0.2966714	0.0844897	0.7210963	0.3953056	0.2373930	0.2905220	0.6901332	0.6105119	0.0037965	0.7642838	0.0063096	0.0391996	0.7241259	0.6317523	0.7274266	0.5823564	0.4367361	0.7865389	0.1840492	0.2398437	0.5237655	0.5691873	0.0319035	0.8391299	0.5478039
