"Time"	G1	G3	G8	G5	G4	G22	G83	G7	G6	G85	G86	G87	G54	G88	G89	G30	G29	G35	G100	G99	G32	G19	G18	G20	G81	G23	G80	G82	G51	G31	G58	G50	G78	G94	G95
450	0.0267751	0.0163026	0.6573246	0.5730168	0.0754282	0.5200518	0.0880670	0.5930015	0.1914939	0.0172984	0.6148656	0.4585686	0.0619417	0.0365302	0.0765623	0.7112111	0.0948130	0.6589182	0.6223878	0.0051324	0.6849971	0.2717454	0.6759586	0.5931367	0.0346030	0.3087617	0.1616512	0.3877261	0.0016377	0.2669619	0.4900488	0.0479961	0.5363280	0.6711918	0.6181110
500	0.0198867	0.0307625	0.6521352	0.5556030	0.0519223	0.5020309	0.0908691	0.6421492	0.2817074	0.0319429	0.7161472	0.4343863	0.0561349	0.0093353	0.0659461	0.7528385	0.0981227	0.6504316	0.6234948	0.0040464	0.6739157	0.1930908	0.7036651	0.5856144	0.0601801	0.1935872	0.1372061	0.3358591	0.0066711	0.3879877	0.6646109	0.0241729	0.5259294	0.5947289	0.7067644
550	0.0269888	0.0204759	0.6802155	0.7035047	0.0925329	0.6396732	0.0924065	0.7148632	0.4905883	0.0372081	0.6607442	0.4223129	0.0401768	0.5645129	0.1030958	0.7581137	0.0935106	0.6776054	0.7447391	0.0004647	0.6265646	0.1995652	0.6990485	0.6047712	0.0183214	0.2852111	0.1380923	0.4710639	0.0050561	0.3284160	0.4874589	0.0309269	0.4124788	0.5776589	0.6035857
600	0.0435985	0.0253909	0.6632754	0.5882018	0.0707670	0.6771110	0.0886764	0.6543049	0.6272146	0.0393674	0.6704198	0.4760449	0.0372750	0.6959416	0.1322461	0.5554676	0.1030523	0.6233158	0.5626690	0.0003054	0.6504598	0.2994072	0.5626887	0.6274419	0.0031938	0.3888961	0.0941286	0.5029834	0.0088208	0.3901009	0.5610601	0.0620708	0.3072264	0.7146696	0.6286194
650	0.0321767	0.0290868	0.5902546	0.5917909	0.1008743	0.6356068	0.0565133	0.5745210	0.7090986	0.0213855	0.7372671	0.4446986	0.0533324	0.6189313	0.1960415	0.6486638	0.0471964	0.5586689	0.8518317	0.0267528	0.5622414	0.2688399	0.6941714	0.5155683	0.0021083	0.4633736	0.1000136	0.4306931	0.0065403	0.4147967	0.6796265	0.0234888	0.2694810	0.6608089	0.7395602
700	0.0462884	0.0121917	0.7249941	0.5474873	0.1143627	0.6461015	0.0499029	0.6768682	0.7555486	0.0480425	0.6675430	0.4858616	0.0410677	0.6077188	0.3183919	0.5121724	0.1763111	0.7188854	0.7338925	0.0007433	0.7796159	0.2142503	0.6306090	0.7029521	0.0178425	0.3926420	0.1277735	0.3017696	0.0015963	0.4030540	0.6157971	0.0354093	0.2615003	0.5929194	0.5349782
750	0.0659272	0.0288115	0.6841747	0.5658761	0.0964968	0.6465308	0.0646722	0.5459519	0.5700421	0.0759767	0.7039958	0.4930126	0.0464971	0.5811830	0.3325643	0.4597199	0.2273457	0.5447463	0.6805646	0.0017841	0.6220378	0.3014335	0.6640643	0.8056054	0.0037827	0.3680667	0.1225959	0.3882411	0.0064477	0.3378936	0.8022916	0.0421225	0.2716483	0.5101615	0.6558399
800	0.0278822	0.0133864	0.6972750	0.6416087	0.1371300	0.5562919	0.0621594	0.7247146	0.8060856	0.0695426	0.7741035	0.4191690	0.0535763	0.5696821	0.3477510	0.4029860	0.1478333	0.5192061	0.6793511	0.0017279	0.6536974	0.2874718	0.5646518	0.6120977	0.0083099	0.4989991	0.1360939	0.2889609	0.0064881	0.2381367	0.6633699	0.0399368	0.3133879	0.6399802	0.6677460
850	0.0249781	0.0124491	0.6969577	0.7473689	0.0874778	0.6803468	0.0441278	0.6920790	0.7013819	0.0863190	0.6185122	0.4358717	0.0523716	0.6543068	0.4090619	0.4024440	0.2865865	0.5529835	0.6233395	0.0033527	0.6924389	0.3348177	0.6418749	0.5551291	0.0029589	0.3650120	0.1517582	0.3354619	0.0076802	0.3405534	0.6060394	0.0174101	0.3339559	0.4914591	0.6738126
900	0.0329464	0.0347827	0.7374410	0.5918515	0.0743846	0.6303242	0.0325453	0.5958635	0.6580611	0.0947934	0.6349984	0.4396441	0.0315724	0.6263480	0.4400291	0.3338414	0.2230947	0.6575328	0.7796863	0.0063686	0.6626000	0.3278207	0.6685558	0.6246993	0.0169059	0.3990913	0.1388189	0.4378637	0.0039173	0.2607862	0.5910307	0.0315481	0.3648136	0.6443825	0.6249983
950	0.0338777	0.0166575	0.7382925	0.4999351	0.1005749	0.5981646	0.0842139	0.6374293	0.7791188	0.0999817	0.6251089	0.4510337	0.0354986	0.5656259	0.3932009	0.3453931	0.2476306	0.6858314	0.5949628	0.0009450	0.5888796	0.3176224	0.6652119	0.4780584	0.0042668	0.4221052	0.1209671	0.3477812	0.0109242	0.3322775	0.5941387	0.0252199	0.3017599	0.5541408	0.6024481
1000	0.0183503	0.0138253	0.7008379	0.5710436	0.0773388	0.5941424	0.0400689	0.5729700	0.6711893	0.0661786	0.6759546	0.5162904	0.0405528	0.6282643	0.4161998	0.3438858	0.2114347	0.6638183	0.6614735	0.0028588	0.5644722	0.2294940	0.5847053	0.5765757	0.0014541	0.3424089	0.1974446	0.4723062	0.0019704	0.2770138	0.6876901	0.0545615	0.2836803	0.4921875	0.6546696

0	0.0411926	0.0169156	0.5411331	0.5321533	0.0741570	0.6548321	0.0750327	0.6803431	0.6484971	0.0426583	0.5920519	0.4467576	0.0628019	0.4960859	0.3124696	0.4384439	0.1387796	0.7493011	0.6537105	0.0091138	0.6928711	0.2007437	0.6159484	0.6440767	0.0026847	0.4178342	0.1315741	0.3415386	0.0218744	0.2900069	0.5766559	0.0646644	0.3039307	0.7329602	0.6370397
50	0.0458446	0.1341690	0.5937137	0.7109395	0.2531244	0.2221228	0.0834560	0.6806723	0.2153666	0.0707552	0.7792051	0.4915159	0.0307422	0.6537021	0.3582959	0.5301112	0.1042315	0.6388758	0.6043978	0.0019447	0.8961448	0.2282200	0.6264236	0.5891065	0.0069871	0.3754761	0.0015581	0.2906127	0.0084563	0.3488912	0.6339321	0.2689775	0.3098017	0.6059999	0.6312996
100	0.0290287	0.1923140	0.7282177	0.6213329	0.2838743	0.0483892	0.0486865	0.5926559	0.1486198	0.0324402	0.7609551	0.5977998	0.0445629	0.6244049	0.2052812	0.4763388	0.2389282	0.6340398	0.7023361	0.0013918	0.6313535	0.2380995	0.6654666	0.5823012	0.0146797	0.2469139	0.0022681	0.2809715	0.0079181	0.3288836	0.4952691	0.3135388	0.3384147	0.6758267	0.5571265
150	0.0344046	0.1448890	0.5508418	0.6485486	0.3276424	0.0311587	0.0319739	0.5941194	0.1300045	0.0393726	0.5546618	0.5404412	0.0655718	0.7555987	0.1449918	0.6450532	0.1096302	0.5970457	0.6459332	0.0045657	0.6343801	0.3045497	0.6047137	0.6938060	0.0113073	0.1753660	0.0207336	0.4942738	0.0041433	0.2791776	0.4261288	0.3371201	0.4052313	0.6873058	0.6143447
200	0.0135673	0.2008186	0.7268581	0.6426422	0.3440617	0.0121507	0.0722604	0.6492738	0.0984294	0.0286170	0.6529611	0.4638426	0.0415567	0.6068928	0.0659946	0.6535879	0.0386503	0.6318348	0.6976291	0.0015631	0.5913774	0.2704877	0.5677564	0.6851558	0.0161423	0.0711693	0.0233065	0.4940953	0.0132505	0.4657594	0.4161952	0.3358097	0.5465202	0.6592775	0.6151392
250	0.0478621	0.1678781	0.6437540	0.7013825	0.2425215	0.0183071	0.0453642	0.6275805	0.0835448	0.0131182	0.6063357	0.4504820	0.0335014	0.5818863	0.0596457	0.7722107	0.0302529	0.6687785	0.6174263	0.0015139	0.7564759	0.3459736	0.6991288	0.5672489	0.0029057	0.0548175	0.0488854	0.4093821	0.0105620	0.4161729	0.4075944	0.3345031	0.6668592	0.7470869	0.5000406
300	0.0390992	0.1696823	0.6491047	0.5944066	0.1932691	0.0114937	0.1003759	0.5892644	0.1240295	0.0463406	0.6155988	0.3517045	0.0453842	0.6445106	0.0641136	0.5567146	0.0204114	0.6832738	0.5596397	0.0020658	0.6612816	0.3437903	0.5956226	0.5777240	0.0083270	0.0308559	0.1247679	0.4358357	0.0099745	0.4011134	0.3612921	0.3827301	0.5716159	0.7217375	0.5841741
350	0.0432238	0.1423361	0.6118216	0.5176940	0.2699404	0.0078228	0.0871263	0.6373865	0.0919561	0.0153519	0.6710173	0.3972151	0.0764688	0.7328513	0.0654450	0.6811468	0.0529021	0.6758730	0.5584642	0.0026435	0.5893389	0.3027084	0.7090140	0.6211614	0.0063961	0.0194324	0.3151112	0.3486906	0.0232748	0.5474522	0.4287605	0.3678724	0.5905722	0.5942712	0.6450314
400	0.0204197	0.1616599	0.6305653	0.6433517	0.2427358	0.0095094	0.0879106	0.6416239	0.1047638	0.0082880	0.6592222	0.3395180	0.0572521	0.6641302	0.0881603	0.6742684	0.0818638	0.4723202	0.6889675	0.0042237	0.8484552	0.3087786	0.5617129	0.5650883	0.0106148	0.0036947	0.3531002	0.4532528	0.0452300	0.4315983	0.3981892	0.3739435	0.6815395	0.6464645	0.5367473
450	0.0165329	0.1429285	0.6809050	0.6303775	0.3438515	0.0083998	0.0676762	0.6323244	0.0817473	0.0113580	0.6973455	0.4731900	0.0509173	0.6508215	0.0551353	0.6898492	0.0902379	0.5732274	0.7965921	0.0019093	0.6191609	0.2433427	0.7175061	0.7598731	0.0027237	0.0056848	0.3675310	0.3787925	0.0074040	0.3994266	0.5086595	0.4384890	0.5802211	0.6289389	0.6207088
500	0.0275632	0.2935441	0.6685370	0.6456261	0.2781591	0.0014684	0.0562452	0.5790918	0.0737797	0.0163958	0.5769482	0.4402908	0.0249575	0.7615605	0.0783906	0.7615002	0.1202906	0.8253888	0.6615542	0.0011231	0.7366325	0.2565292	0.6381431	0.6392555	0.0245442	0.0058975	0.4529131	0.4501591	0.0085166	0.4527456	0.4219876	0.3174194	0.7360954	0.7212652	0.5957117
550	0.0261243	0.0791362	0.6613924	0.8217518	0.1260282	0.4965134	0.0869301	0.7115297	0.5054401	0.0112742	0.6881246	0.5552595	0.0329010	0.6795735	0.0374730	0.5496827	0.1561433	0.5785691	0.7088296	0.0000254	0.6661616	0.2162480	0.5451008	0.6606283	0.0051194	0.0068182	0.5916764	0.6736140	0.0044901	0.3837954	0.6276201	0.1216555	0.6786675	0.6124482	0.7275195
600	0.0561850	0.0244497	0.6245922	0.6698483	0.1656632	0.5323074	0.0528653	0.6796663	0.7536522	0.0169676	0.6384261	0.5793741	0.0233726	0.6946208	0.1596352	0.4495686	0.1157651	0.6283111	0.6386955	0.0003128	0.7676497	0.3035326	0.5919753	0.6358944	0.0048844	0.0196746	0.7349946	0.7389747	0.0015001	0.3744107	0.6560753	0.0578790	0.5709996	0.6485573	0.6560833
650	0.0613378	0.0072769	0.7205271	0.5748572	0.1020908	0.5514259	0.0777452	0.6507605	0.5943459	0.0530322	0.6219573	0.4766019	0.0271816	0.4970619	0.1419105	0.6009126	0.1114516	0.6126350	0.6906815	0.0005537	0.7466252	0.1917410	0.5773908	0.5089016	0.0047693	0.1088331	0.3449741	0.7747834	0.0313978	0.3299706	0.6189572	0.0338602	0.3675982	0.6869439	0.7352279
700	0.0271210	0.0370498	0.6454531	0.5771575	0.0820633	0.6044069	0.0680693	0.6631795	0.5335724	0.0424976	0.6048756	0.4957968	0.0482664	0.6797435	0.2691151	0.4640628	0.2089105	0.5885430	0.5903305	0.0017062	0.7291532	0.2340157	0.7291195	0.6180107	0.0043678	0.2134011	0.1280587	0.6698643	0.0044810	0.3017270	0.6197436	0.0662001	0.4050447	0.7424578	0.6501322
750	0.0239131	0.0083489	0.6296447	0.6551229	0.0829563	0.6063155	0.0382179	0.6328882	0.7793988	0.0615167	0.7075501	0.4452814	0.0557362	0.6047983	0.3350592	0.3969646	0.1995565	0.5131045	0.7532520	0.0022475	0.6684355	0.1922453	0.6831741	0.5530067	0.0026934	0.3207488	0.1300949	0.5086703	0.0067063	0.2611947	0.5692370	0.0315609	0.2750621	0.6582486	0.6349382
800	0.0297739	0.0208590	0.6313884	0.5823094	0.0946629	0.6470547	0.0231791	0.6491343	0.5970331	0.0662161	0.7613725	0.3760401	0.0314779	0.5528757	0.3980210	0.3722646	0.1223334	0.5288565	0.6587952	0.0005299	0.6757995	0.1909597	0.7069037	0.6243090	0.0153221	0.3581382	0.0935878	0.4736252	0.0122065	0.2396874	0.5682114	0.0253699	0.3382437	0.6074542	0.5945120
850	0.0222872	0.0087773	0.6140381	0.6088360	0.0966093	0.6569244	0.0425162	0.6913065	0.6926674	0.0405257	0.6646336	0.3791398	0.0635834	0.6687537	0.3033483	0.5824170	0.1589172	0.4588581	0.6260078	0.0004058	0.6361809	0.2418690	0.7441244	0.7043992	0.0061418	0.3885065	0.1090329	0.3950062	0.0288181	0.3066933	0.5979404	0.0459348	0.2657435	0.5252127	0.6812267
900	0.0264639	0.0082075	0.6807635	0.5669872	0.0535610	0.6035076	0.0691695	0.7140276	0.6699330	0.0410253	0.7328484	0.4219416	0.0271016	0.6373826	0.2659096	0.5253774	0.1092209	0.5726044	0.7367844	0.0003596	0.6383814	0.2002382	0.6416269	0.6577096	0.0031811	0.4189598	0.1046370	0.4433935	0.0074277	0.3714733	0.5748933	0.0357266	0.2774640	0.6480782	0.5132359
950	0.0062874	0.0309745	0.7273897	0.5104615	0.0927177	0.6491632	0.0338521	0.7358539	0.5797977	0.1166722	0.6638399	0.3805207	0.0378170	0.6228716	0.3051686	0.4410812	0.1824953	0.5797557	0.6508771	0.0009603	0.6666378	0.2880170	0.8037211	0.6253038	0.0035673	0.4744915	0.1053564	0.4536927	0.0044257	0.2880698	0.6594662	0.0176436	0.2742190	0.6562637	0.5605069
1000	0.0378665	0.0370402	0.6431729	0.7024776	0.0691714	0.7239306	0.0300184	0.5552693	0.6357225	0.1326998	0.6974923	0.5977374	0.0365292	0.6462965	0.3462190	0.4686793	0.2455568	0.6531960	0.7176469	0.0072139	0.6333985	0.2977375	0.7519799	0.6179051	0.0035393	0.4758575	0.1132654	0.3558608	0.0120456	0.2735548	0.6255886	0.0304011	0.2329873	0.7265526	0.6006598

0	0.0208141	0.0288315	0.5549842	0.5666578	0.0715514	0.6883115	0.0854482	0.6141212	0.7296075	0.0630293	0.5320805	0.3835615	0.0529138	0.5657239	0.3095645	0.4909301	0.1331394	0.6602494	0.5609446	0.0078216	0.6179948	0.3119106	0.6475859	0.6173758	0.0075899	0.3751188	0.1692611	0.3675077	0.0027579	0.3168874	0.5425159	0.0345625	0.3602002	0.5466920	0.7352344
50	0.0097160	0.2887492	0.7715128	0.2385961	0.0847426	0.5730713	0.0284153	0.6175620	0.3728010	0.0407320	0.6768772	0.3520664	0.0079769	0.2507224	0.3917532	0.5588759	0.1153618	0.3937071	0.7344920	0.3112588	0.6932851	0.2775503	0.5485485	0.5837876	0.0135209	0.3935440	0.0016501	0.4472082	0.0048938	0.3107942	0.7005425	0.1246249	0.0843945	0.4954548	0.5136184
100	0.0005813	0.4024372	0.6144653	0.2106721	0.0641145	0.6696848	0.0333065	0.7217634	0.2051668	0.1712282	0.6960512	0.5132857	0.0034658	0.1341601	0.2561417	0.5922643	0.1400256	0.4826828	0.6829281	0.4629993	0.6614357	0.2451613	0.5973744	0.6289144	0.0041867	0.4098881	0.0011501	0.4452104	0.0024490	0.4001217	0.5993407	0.1194171	0.0618702	0.3211755	0.2990649
150	0.0007809	0.4780237	0.6493727	0.1517070	0.1018657	0.7593818	0.1049477	0.5855094	0.2194347	0.1038823	0.5855947	0.6668936	0.0003995	0.0801650	0.2288946	0.5758485	0.2660677	0.3136076	0.6752815	0.3977896	0.7467853	0.2675880	0.6309955	0.6416799	0.0036583	0.3977313	0.0000411	0.3708657	0.0028422	0.2353781	0.7862530	0.1797425	0.0683503	0.1510636	0.2130866
200	0.0000411	0.4635119	0.6764430	0.1095781	0.0982524	0.6324212	0.0673650	0.6212646	0.1250639	0.0548500	0.7831554	0.5684738	0.0025552	0.1245039	0.1015030	0.5112998	0.3348419	0.4226640	0.7514612	0.4622026	0.6319984	0.2303622	0.6967631	0.5845894	0.0148496	0.5061874	0.0030418	0.2947641	0.0062611	0.1713197	0.7185257	0.1950058	0.1515507	0.0841677	0.0764185
250	0.0001109	0.3512106	0.5827759	0.1149351	0.0792047	0.6313170	0.0595665	0.6187435	0.1830826	0.0397587	0.5824881	0.5186733	0.0024659	0.1205121	0.1235310	0.6739046	0.3323511	0.3752471	0.6670112	0.4495230	0.6131308	0.2465326	0.6527128	0.6806529	0.0028852	0.4545595	0.0012978	0.3322064	0.0121259	0.1272965	0.6733145	0.1593532	0.1693432	0.0584326	0.1290570
300	0.0003633	0.4848345	0.6145823	0.1135285	0.0867458	0.5927286	0.0813400	0.5625259	0.1329193	0.0194123	0.7189231	0.5857356	0.0002651	0.1678427	0.1042460	0.6790034	0.2953744	0.3801004	0.6497861	0.4006588	0.5475415	0.2468815	0.7491120	0.7766862	0.0218926	0.4457708	0.0004483	0.3055632	0.0157750	0.1879536	0.6466277	0.2059398	0.1651286	0.1598680	0.3137617
350	0.0004506	0.4961128	0.7170547	0.1638262	0.0986547	0.8087101	0.0998151	0.8691356	0.1701388	0.0296189	0.7170440	0.6101127	0.0043726	0.1071000	0.0741365	0.6297110	0.2798001	0.4456616	0.5926893	0.4187055	0.7095595	0.3259641	0.7140279	0.5854941	0.0165725	0.4492026	0.0014859	0.2544589	0.0156485	0.1981202	0.5905359	0.1533861	0.2066898	0.1957496	0.4760242
400	0.0000485	0.3460601	0.6083749	0.1176602	0.1052048	0.6086822	0.0967736	0.6722821	0.2389650	0.0313947	0.6880181	0.6553910	0.0046817	0.1186355	0.0803932	0.7477184	0.2815841	0.3733320	0.6047682	0.3724186	0.5448239	0.2820099	0.6483104	0.6436539	0.0103134	0.4930654	0.0032536	0.2644491	0.0089280	0.2229717	0.5892174	0.1459954	0.1752831	0.3036542	0.4751464
450	0.0001435	0.4355531	0.5272054	0.1934281	0.1180768	0.6516590	0.0870239	0.6527975	0.1519597	0.0708811	0.6989209	0.8269380	0.0009927	0.1026162	0.0968045	0.6297861	0.2981698	0.2736263	0.6765231	0.3911614	0.5901924	0.2879243	0.5620470	0.6639067	0.0002850	0.5210133	0.0000789	0.4069365	0.0082166	0.2183733	0.8169078	0.2037235	0.1953200	0.4039639	0.5269284
500	0.0002827	0.3705878	0.5121167	0.1550583	0.1030733	0.7238395	0.0748379	0.7003048	0.2131348	0.0498550	0.7348878	0.8537350	0.0000700	0.1109698	0.0615180	0.6178839	0.3051715	0.3847070	0.6819792	0.4544922	0.6339686	0.2986697	0.6556691	0.6784256	0.0045212	0.4348962	0.0000000	0.3822327	0.0016522	0.2056868	0.6658668	0.1442908	0.1957722	0.3778266	0.4570738
550	0.0090026	0.1025464	0.6174770	0.4683573	0.0942698	0.6104859	0.0773378	0.7169437	0.5142592	0.0618761	0.5691359	0.5873984	0.0290704	0.4647315	0.0718647	0.5262696	0.3112391	0.5550337	0.7310048	0.1057366	0.5360929	0.2768024	0.5960715	0.5493179	0.0096383	0.4822699	0.1263353	0.3733828	0.0017062	0.2166603	0.6429771	0.1039861	0.3867141	0.4382480	0.5586337
600	0.0354526	0.0402675	0.6663887	0.6563581	0.0522974	0.6869228	0.0648965	0.6935444	0.5882173	0.1548548	0.6558998	0.6375076	0.0298761	0.6620462	0.1364489	0.5159114	0.3770626	0.5690059	0.6491020	0.0510130	0.5640407	0.2970542	0.4967825	0.5502235	0.0003990	0.3684234	0.1572976	0.4130299	0.0031434	0.2475983	0.5772654	0.0403129	0.2855483	0.4908144	0.6347457
650	0.0203808	0.0418042	0.6635749	0.6288409	0.0968969	0.7211805	0.0651093	0.7916927	0.6568780	0.0361155	0.6033196	0.5077303	0.0539207	0.6804507	0.2029173	0.4133621	0.2622603	0.6443093	0.6691112	0.0152068	0.5212219	0.3112256	0.6618466	0.6326601	0.0019758	0.4628579	0.1188814	0.4194265	0.0127095	0.1942213	0.6401115	0.0133499	0.2716135	0.6122926	0.6380541
700	0.0460361	0.0164326	0.6663286	0.7334263	0.1116858	0.7274983	0.0374379	0.6898197	0.6092077	0.0627301	0.6134323	0.3799436	0.0616341	0.6539918	0.2058624	0.3704470	0.1955595	0.5479234	0.6605889	0.0042643	0.5008179	0.3038024	0.6236403	0.6785945	0.0106302	0.3344892	0.1440763	0.4489098	0.0045104	0.2132572	0.7082673	0.0493002	0.3903989	0.5691489	0.7164321
750	0.0282439	0.0234188	0.6406095	0.5789353	0.1064626	0.5684913	0.0743303	0.7257947	0.7251105	0.1077767	0.4924767	0.4187287	0.0350596	0.5373560	0.3602087	0.3734682	0.1809581	0.6257513	0.6846076	0.0035097	0.5531960	0.2699459	0.6017913	0.5820640	0.0071903	0.4011060	0.1535043	0.4013834	0.0077814	0.3519877	0.5399861	0.0513990	0.3645362	0.5987469	0.7361045
800	0.0224049	0.0236934	0.7721290	0.5331474	0.0871070	0.6778750	0.0845100	0.5440699	0.7242909	0.0572558	0.6012065	0.4054090	0.0619602	0.6721180	0.2962119	0.5342034	0.1914168	0.6243779	0.7080266	0.0057713	0.5997263	0.3829397	0.6779655	0.6037771	0.0058054	0.3847227	0.1484216	0.2951124	0.0063332	0.2717146	0.6196093	0.0395494	0.3091502	0.7230525	0.6801082
850	0.0227663	0.0149422	0.5315541	0.6357905	0.0810076	0.5858695	0.0524278	0.6883991	0.7031999	0.0488958	0.5915119	0.4365374	0.0613078	0.5599699	0.3669628	0.3730380	0.2256361	0.6466743	0.5496458	0.0011158	0.6442117	0.3079615	0.6585058	0.7326744	0.0087122	0.3703035	0.1282555	0.2716173	0.0131868	0.2846584	0.6685766	0.0696199	0.2353047	0.6007088	0.6116958
900	0.0456569	0.0124223	0.6880974	0.6604269	0.0730465	0.6611926	0.0776576	0.6439836	0.6325514	0.0616867	0.6321978	0.3580034	0.0420960	0.7854588	0.4344528	0.3224327	0.1927731	0.5679704	0.6273358	0.0000883	0.6819784	0.3265720	0.7771210	0.7113440	0.0051190	0.4591037	0.1115231	0.3027740	0.0181557	0.2824068	0.7141765	0.0552739	0.2997537	0.5733949	0.6639210
950	0.0264790	0.0062027	0.6256383	0.6140444	0.1258802	0.7471533	0.0326318	0.6922517	0.5816385	0.0800251	0.7096169	0.4192214	0.0522408	0.7447316	0.3940842	0.3761048	0.2131392	0.5370561	0.6115136	0.0001351	0.5825348	0.3455096	0.6061507	0.6293572	0.0278800	0.4100733	0.1460179	0.4108248	0.0083627	0.2210631	0.6174777	0.0357107	0.3566109	0.5571154	0.7089042
1000	0.0185860	0.0289232	0.7042619	0.7034485	0.1073823	0.6160953	0.0660310	0.6314133	0.6067092	0.0714986	0.7825976	0.4164879	0.0611271	0.5879934	0.2697710	0.3874710	0.1817878	0.6299375	0.6667693	0.0005178	0.5436613	0.3558180	0.5667377	0.5385922	0.0083702	0.3191609	0.1702224	0.3310240	0.0007437	0.3462473	0.6558433	0.0344669	0.2686558	0.6356873	0.6426510

0	0.0303455	0.0164495	0.5899745	0.4620302	0.1036868	0.6350257	0.0851746	0.7426154	0.7460482	0.0820933	0.6323457	0.4501144	0.0578428	0.5426449	0.2999034	0.3945919	0.1519702	0.6279000	0.7305280	0.0066353	0.6384022	0.3096675	0.6493945	0.5654764	0.0068468	0.4693410	0.1334487	0.4356796	0.0040460	0.2752809	0.6505212	0.0472324	0.3152841	0.6320252	0.5707680
