"Time"	G1	G3	G5	G7	G4	G22	G83	G8	G6	G86	G87	G85	G54	G89	G88	G30	G29	G35	G100	G99	G32	G81	G23	G82	G80	G19	G18	G20	G50	G58	G51	G31	G78	G93	G94	G95	G91	G90	G2	G69	G70	G84	G97	G43	G44
500	0.5079098	0.4894931	0.0140429	0.2029931	0.6495933	0.7445068	0.3289978	0.4197636	0.2606505	0.7539639	0.7773034	0.2381139	0.0080273	0.0290999	0.5728096	0.2966766	0.8121722	0.3117179	0.7057246	0.0697704	0.3249597	0.0663563	0.6133760	0.4609552	0.0240889	0.3611951	0.2918902	0.6702729	0.4224724	0.6118999	0.0082782	0.0605394	0.8003430	0.3272336	0.7060935	0.5670531	0.5635556	0.0498746	0.1649436	0.7430056	0.5676585	0.6458401	0.6579404	0.3682462	0.0968821
550	0.4407256	0.4367308	0.0175793	0.1972398	0.6732089	0.7747775	0.2824829	0.3979252	0.2314732	0.6766468	0.5778075	0.4305293	0.0130707	0.0283094	0.6141615	0.2480367	0.6538865	0.3309771	0.7158561	0.1137223	0.2438386	0.0519177	0.5561818	0.3708448	0.1416289	0.2331049	0.4737317	0.1817058	0.1323639	0.6873205	0.0038460	0.0772275	0.6974498	0.4750602	0.4884321	0.4892305	0.3533270	0.4972705	0.5136359	0.6055658	0.6617287	0.6823732	0.5664315	0.5288171	0.0842524
600	0.4198621	0.5521789	0.0032208	0.1846192	0.6077195	0.6834129	0.3469322	0.3901600	0.2647552	0.6954007	0.6375339	0.4657035	0.0179718	0.0836604	0.5709792	0.1786547	0.6642753	0.2275905	0.7060069	0.0445222	0.3027496	0.0142769	0.5659014	0.4441368	0.2138775	0.2122224	0.6113315	0.3455287	0.0761890	0.8099455	0.0038548	0.1122272	0.7468156	0.4600495	0.7341278	0.4502798	0.1269151	0.6340384	0.5562035	0.6725944	0.6404435	0.7057129	0.6464223	0.4609823	0.0808935
650	0.3634005	0.4645741	0.0082756	0.1635319	0.6407041	0.6476187	0.3580828	0.4044011	0.2472550	0.8332615	0.7264678	0.4266883	0.0107646	0.0365366	0.5642375	0.2249079	0.7736583	0.2816238	0.7347583	0.0650695	0.4184706	0.0283835	0.4944800	0.4249026	0.1689775	0.2722085	0.6043681	0.4787683	0.0188455	0.7360809	0.0034984	0.0724773	0.6889561	0.4594880	0.7907676	0.5539500	0.0793143	0.6637767	0.5387079	0.7357689	0.7005360	0.8229598	0.7719958	0.4462977	0.1030279
700	0.2362866	0.4013416	0.0077688	0.2248522	0.6064917	0.6839372	0.3708861	0.6032256	0.2485984	0.8323680	0.6424677	0.4303570	0.0198495	0.0316229	0.5464025	0.2672049	0.6847479	0.2610553	0.6160711	0.1095136	0.3849238	0.0326179	0.5287707	0.3874794	0.1875977	0.2457738	0.6689226	0.5428788	0.0137391	0.6849193	0.0081918	0.1133238	0.6658479	0.5890565	0.6635207	0.5837183	0.0259917	0.6220231	0.5511742	0.6184803	0.6050796	0.6863650	0.7554452	0.2668447	0.0798474
750	0.3886334	0.3849147	0.0180049	0.2599150	0.4336763	0.7148486	0.3862010	0.6376977	0.4041926	0.8033988	0.8120381	0.3888526	0.0167757	0.0361686	0.4508594	0.2390391	0.7649729	0.2928771	0.7409695	0.0497282	0.4047419	0.0372147	0.5829284	0.4497106	0.2177215	0.2689535	0.6731506	0.6428299	0.0261522	0.7373018	0.0019898	0.0705949	0.7007751	0.4378544	0.6773650	0.4764484	0.0212401	0.6731758	0.6139416	0.7865308	0.6559979	0.7221298	0.6830565	0.2874466	0.0648897
800	0.2395701	0.2553529	0.0189524	0.2327624	0.2794347	0.6654472	0.4683103	0.6242345	0.4636379	0.8699460	0.6534699	0.4611275	0.0147819	0.0216519	0.5242513	0.1856361	0.7582939	0.2511263	0.6501725	0.0606669	0.3830335	0.0444271	0.5597998	0.5322669	0.1842239	0.1899635	0.7686180	0.5186879	0.0207338	0.6619090	0.0052599	0.1051703	0.7061925	0.4625532	0.6285409	0.4682007	0.0087208	0.7520676	0.7592203	0.7143989	0.6637865	0.5894721	0.6470668	0.2201968	0.1624278
850	0.2170901	0.3201231	0.0135957	0.1413608	0.1994994	0.7075180	0.6357352	0.5502802	0.3767377	0.6278113	0.6773228	0.5027662	0.0126570	0.0299967	0.3766356	0.0809961	0.6579103	0.2451395	0.6783080	0.0999361	0.3363918	0.0188314	0.4854708	0.5036394	0.1738604	0.2693258	0.8132080	0.6238651	0.0206146	0.6869176	0.0002580	0.0530591	0.6170589	0.3994044	0.7429308	0.5424945	0.0101081	0.7926449	0.7706751	0.7074574	0.6710190	0.5823858	0.7696845	0.2456699	0.1106225
900	0.2374377	0.2670576	0.0044202	0.2815453	0.2117933	0.7783095	0.6080540	0.4574408	0.5153958	0.7484094	0.6132671	0.4523556	0.0115941	0.0288862	0.4225047	0.0901654	0.6345913	0.2706820	0.7852751	0.1075565	0.3865662	0.0595741	0.5180570	0.4316021	0.2693123	0.3343232	0.7322667	0.5241918	0.0122855	0.6719772	0.0275024	0.0797656	0.6598099	0.4184777	0.6408515	0.4698131	0.0099623	0.6807380	0.6105741	0.6849973	0.6220513	0.6965213	0.6228758	0.2330048	0.0917473
950	0.2611155	0.3026944	0.0043963	0.3023446	0.1993179	0.7182080	0.7305357	0.5534520	0.4952949	0.7510709	0.6515294	0.5352246	0.0096556	0.0230906	0.4613747	0.0755701	0.7414259	0.2915278	0.6408745	0.0664160	0.3167857	0.0332633	0.5535373	0.5502432	0.1637841	0.1920178	0.7573487	0.5603514	0.0450985	0.7443931	0.0164599	0.1127083	0.7395805	0.3767120	0.6861027	0.4913430	0.0255065	0.7839726	0.7167278	0.7801256	0.6340901	0.5961131	0.7487520	0.2749277	0.1384269
1000	0.2072589	0.3951140	0.0060209	0.3548552	0.1764515	0.6823027	0.6936231	0.6543836	0.4199017	0.6159051	0.7063128	0.4664794	0.0215740	0.0103062	0.5653594	0.0801915	0.6626727	0.3250766	0.6654032	0.0858374	0.3342034	0.0333012	0.5288547	0.5045947	0.1289809	0.1861821	0.7206968	0.7200609	0.0224360	0.7269844	0.0013165	0.1117935	0.7485866	0.4092415	0.7982373	0.5537161	0.0384213	0.8114970	0.9062185	0.7307595	0.7152602	0.7458111	0.7560309	0.2424744	0.1079461

0	0.2055783	0.2687511	0.0221430	0.1770727	0.1453117	0.8175093	0.6502392	0.5799088	0.5153134	0.7767992	0.8470046	0.4175597	0.0180507	0.0286736	0.5933539	0.0717388	0.6481609	0.2891172	0.6886296	0.0580722	0.3747340	0.0521156	0.7261739	0.5219063	0.1456972	0.1540466	0.7807132	0.6344941	0.0116950	0.6741119	0.0010894	0.0513546	0.7662940	0.4522429	0.7513057	0.5077561	0.0219470	0.6630753	0.7155343	0.6695047	0.6709839	0.7309847	0.6851107	0.2461370	0.0766803
50	0.2619111	0.2456588	0.0085998	0.1533729	0.1921678	0.6915382	0.5912133	0.2498630	0.2485329	0.6217314	0.8416976	0.5595719	0.0281270	0.0307226	0.1585862	0.0072539	0.7226446	0.0814943	0.3130148	0.0372337	0.3033716	0.0364724	0.5133438	0.4626454	0.2398583	0.3023003	0.7545603	0.4922894	0.0295345	0.6618413	0.0109761	0.1430073	0.7533402	0.6031382	0.7031721	0.5212316	0.0345050	0.7749619	0.7532944	0.6343663	0.7054066	0.8128889	0.6099345	0.0658582	0.1008676
100	0.3736282	0.2687130	0.0159102	0.1312063	0.1289650	0.6519463	0.6879949	0.2080513	0.2358533	0.5968418	0.7013739	0.6421152	0.0361406	0.0404339	0.1988808	0.0013940	0.6066820	0.0624102	0.1960433	0.0762603	0.2856893	0.0292375	0.4908819	0.5121072	0.1683877	0.2315674	0.8372465	0.5994878	0.0192970	0.6953126	0.0056334	0.0849739	0.7648690	0.5028736	0.5956393	0.4889028	0.0150350	0.5946409	0.8075383	0.6502094	0.6294657	0.6225034	0.7099695	0.1020802	0.1485196
150	0.2631387	0.2824323	0.0222038	0.0887423	0.1360084	0.6492962	0.6518030	0.2010307	0.1785127	0.6545220	0.6647373	0.4398329	0.0281416	0.0309532	0.1634950	0.0000000	0.6036709	0.0533125	0.1662793	0.0875290	0.4676128	0.0276762	0.5455304	0.4811168	0.1916177	0.1960045	0.6856318	0.5519356	0.0153367	0.5864071	0.0055745	0.0885966	0.6387075	0.7696994	0.6355564	0.4879714	0.0104128	0.7977905	0.7533146	0.6733263	0.6516007	0.7686204	0.6433337	0.0531257	0.0869835
200	0.2435864	0.2738849	0.0177045	0.0197436	0.1683739	0.6393313	0.7226187	0.1201747	0.2508652	0.7122358	0.7617497	0.3542432	0.0080822	0.0289034	0.2092276	0.0032717	0.6259413	0.0696920	0.0939575	0.1012159	0.3754518	0.0201161	0.5066300	0.3752001	0.2622392	0.2314378	0.8623086	0.6964182	0.0173418	0.6737840	0.0099238	0.1221275	0.6550449	0.6114830	0.7685458	0.5268458	0.0076861	0.6928285	0.7810675	0.7431804	0.6477043	0.7355989	0.9244099	0.0938990	0.1114834
250	0.2388093	0.3711474	0.0194929	0.0326814	0.1913610	0.6034404	0.6738330	0.1279005	0.1696536	0.5807821	0.7092186	0.4713629	0.0093040	0.0435089	0.2252311	0.0000000	0.6357458	0.0637124	0.0892001	0.0933559	0.5096362	0.0312534	0.6061751	0.4388177	0.2234742	0.2392968	0.7050274	0.6189594	0.0199800	0.6543517	0.0046690	0.0965671	0.7261967	0.7236358	0.6299573	0.5400349	0.0060477	0.6804275	0.7407014	0.7395069	0.6601839	0.6456178	0.7805679	0.0542779	0.0893578
300	0.2521219	0.3650619	0.0407895	0.0632370	0.2121450	0.6792907	0.6056130	0.1407402	0.2072740	0.6773792	0.8491482	0.4247362	0.0079956	0.0243958	0.2555280	0.0023778	0.7256982	0.0872398	0.0865082	0.0650632	0.2975905	0.0605801	0.4774929	0.5267238	0.2052984	0.2185586	0.6100713	0.6863904	0.0221800	0.6952187	0.0246333	0.0895845	0.6899912	0.6060442	0.7003998	0.5651226	0.0169190	0.6821219	0.5602982	0.6287363	0.5937293	0.7654315	0.7901822	0.0549371	0.1403007
350	0.3015893	0.2808942	0.0113724	0.0518819	0.1862511	0.7096544	0.7203143	0.0832754	0.2068503	0.6315612	0.6884717	0.3881807	0.0055888	0.0147305	0.1324819	0.0005857	0.7340798	0.1080307	0.0683628	0.0567118	0.3499777	0.0346569	0.3879653	0.4053029	0.2193518	0.2066762	0.7480026	0.5973640	0.0180535	0.8268607	0.0145410	0.0420307	0.6384505	0.6371462	0.7753076	0.5689429	0.0252644	0.7705384	0.6252096	0.6413537	0.4901941	0.8449827	0.7628104	0.0603486	0.1176438
400	0.2606023	0.2883128	0.0217401	0.0563586	0.1661296	0.6086499	0.6716867	0.1160805	0.1790953	0.6236925	0.6958195	0.3818555	0.0175718	0.0232451	0.2464039	0.0001967	0.7602095	0.0948672	0.0679401	0.0552190	0.3289587	0.0561880	0.4997243	0.5551094	0.1905283	0.2638399	0.6560825	0.6045102	0.0247206	0.6283857	0.0051348	0.0636381	0.7369800	0.5419986	0.6828709	0.4612638	0.0160961	0.7153154	0.6389186	0.7217604	0.6016909	0.6940705	0.6739451	0.0536508	0.1195591
450	0.2587845	0.2650869	0.0199007	0.0395116	0.1365226	0.6168380	0.8293575	0.0745660	0.2013637	0.6913164	0.6783466	0.4566009	0.0083217	0.0268430	0.2401641	0.0007374	0.7332426	0.0460369	0.0991260	0.0964953	0.2952216	0.0768699	0.5791958	0.4453837	0.1674440	0.2588397	0.5622005	0.6438068	0.0173289	0.8706082	0.0341095	0.0550877	0.6970961	0.6764278	0.7309972	0.4655851	0.0110122	0.7551914	0.7047319	0.8116290	0.7143239	0.7949906	0.7893932	0.1070302	0.1184737
500	0.2530918	0.2213362	0.0178617	0.0433201	0.1033832	0.6981899	0.6979946	0.1567782	0.2273993	0.6898569	0.6835041	0.3869211	0.0139411	0.0219047	0.2434267	0.0013826	0.6522142	0.0564568	0.1639214	0.0959883	0.4184724	0.0779438	0.4752262	0.4503953	0.1284340	0.2364425	0.6900903	0.6493992	0.0145288	0.6057185	0.0094138	0.0855546	0.8223320	0.8322289	0.7544602	0.5630510	0.0081870	0.7908074	0.6800871	0.7093821	0.5845350	0.7201397	0.7209953	0.0325358	0.1403814
550	0.2303175	0.2202376	0.0235654	0.2057676	0.1434216	0.6568556	0.7458239	0.4479614	0.4366295	0.7712582	0.6944829	0.4773905	0.0109982	0.0114768	0.4444571	0.1803177	0.6614813	0.2921853	0.3937194	0.0571712	0.2912730	0.0298462	0.5575425	0.4019987	0.1649600	0.2044641	0.6597801	0.6468053	0.0131964	0.6007911	0.0048052	0.0438819	0.6689685	0.5211217	0.5999186	0.5414246	0.0162757	0.7788458	0.6583200	0.7582432	0.5548416	0.7146426	0.6311393	0.1992246	0.1360899
600	0.2698050	0.2814524	0.0215216	0.2957873	0.1120091	0.6588861	0.6059478	0.4817675	0.5659979	0.7592089	0.5975897	0.4173880	0.0299089	0.0364838	0.5418581	0.1332397	0.6409655	0.3434831	0.6972289	0.0594695	0.3680603	0.0305771	0.6330944	0.4689986	0.1815133	0.2643041	0.6905562	0.7084393	0.0134556	0.5955850	0.0185624	0.0482573	0.7480740	0.4041065	0.6206574	0.5632792	0.0464062	0.6961309	0.7736571	0.7096909	0.6932302	0.6310427	0.7391727	0.1868504	0.0915308
650	0.2655104	0.2763767	0.0116480	0.2237997	0.1254716	0.7113323	0.5939762	0.5623808	0.5560298	0.6941286	0.6905987	0.4640520	0.0098985	0.0244299	0.4188348	0.0436784	0.6235404	0.2863482	0.6174940	0.0648948	0.3445569	0.0230722	0.5329335	0.5765454	0.2171956	0.2465278	0.7121237	0.6463494	0.0285075	0.7810910	0.0310247	0.0657184	0.6228008	0.5434013	0.7207032	0.6356093	0.0250832	0.7112687	0.6981660	0.7137298	0.5951908	0.6561755	0.7680197	0.2239609	0.1038957
700	0.2355989	0.4390405	0.0026959	0.3315270	0.2531352	0.6691814	0.6629006	0.5578306	0.4082981	0.7162620	0.8489846	0.4553178	0.0036742	0.0234614	0.5061197	0.0322118	0.8533919	0.2418614	0.6984710	0.0922086	0.3176406	0.0225588	0.5152279	0.5018100	0.1964445	0.2842269	0.5572509	0.5747172	0.0249469	0.6013478	0.0098214	0.0938210	0.7319674	0.4086831	0.6369246	0.5712142	0.0285747	0.7470481	0.6563844	0.7002856	0.5857928	0.5651799	0.6340243	0.2447770	0.0744263
750	0.3061847	0.3728481	0.0164376	0.3138079	0.3500287	0.5808040	0.6387458	0.4929757	0.5291995	0.6234968	0.7183890	0.5917485	0.0153116	0.0472605	0.6102903	0.0754113	0.6829381	0.2003006	0.6736064	0.0768364	0.2908150	0.0453218	0.5182340	0.5038542	0.2050746	0.2603731	0.7057752	0.6398358	0.0150449	0.6994117	0.0074744	0.0595642	0.6468959	0.5575432	0.6883015	0.5002693	0.0315733	0.8433555	0.6609169	0.7324939	0.6848470	0.7354809	0.6822699	0.1762443	0.0762683
800	0.2720820	0.3311194	0.0381055	0.2874214	0.2451311	0.6764340	0.6586411	0.4834021	0.5157148	0.6874444	0.7410070	0.4642003	0.0176928	0.0264651	0.4493403	0.0433274	0.6234224	0.2606093	0.7171069	0.0680077	0.2714397	0.0386026	0.6154096	0.5666637	0.1886111	0.3714634	0.7388088	0.7109723	0.0222947	0.7975438	0.0166680	0.0863426	0.7404520	0.5251454	0.5944983	0.4959618	0.0264788	0.7146950	0.6195774	0.7650781	0.5475164	0.6251862	0.7235713	0.2919916	0.1102159
850	0.2410393	0.2731218	0.0212874	0.2473623	0.2117194	0.6447700	0.7435491	0.5793991	0.5463535	0.7289716	0.6480069	0.5187516	0.0143289	0.0141946	0.4657730	0.1213732	0.7299873	0.3434882	0.6144504	0.0721906	0.3692906	0.0399474	0.5954176	0.4026593	0.2181744	0.2461293	0.6496992	0.5449354	0.0158965	0.7929633	0.0061717	0.0909571	0.7119282	0.4784262	0.8431513	0.5077686	0.0203651	0.6574168	0.6772172	0.7934719	0.6409339	0.6685817	0.6107774	0.1759908	0.0866471
900	0.2923070	0.3767177	0.0101720	0.2442296	0.2230337	0.7684737	0.6769917	0.4833504	0.4535026	0.7030879	0.8404797	0.5568367	0.0510732	0.0321719	0.4068597	0.0608458	0.8105137	0.2757302	0.7171728	0.0745775	0.3128239	0.0434904	0.5762736	0.3397047	0.1950888	0.2929471	0.5614516	0.5910035	0.0242005	0.7581311	0.0066021	0.0872841	0.6685625	0.3203365	0.6293935	0.4383751	0.0159900	0.6947623	0.6860469	0.7535990	0.7455417	0.6422549	0.7452838	0.2881551	0.1109677
950	0.2962420	0.4329845	0.0157081	0.2978803	0.2788976	0.6938212	0.7717306	0.5670026	0.4549395	0.8409366	0.6853511	0.5333234	0.0100538	0.0398934	0.4529618	0.0929989	0.7310421	0.3145847	0.6592843	0.0640050	0.3272046	0.0459240	0.6251445	0.3665481	0.2257558	0.2942399	0.6516669	0.4662512	0.0092713	0.7205734	0.0029805	0.0668211	0.5388779	0.4463907	0.5649318	0.5084193	0.0079673	0.7705134	0.7186260	0.6567431	0.6006559	0.7550197	0.6986902	0.2809621	0.0943807
1000	0.3563205	0.3047379	0.0259584	0.2452233	0.3302322	0.6870077	0.6689259	0.4976598	0.5571832	0.7953278	0.6551807	0.4949739	0.0217239	0.0190950	0.4245953	0.0845794	0.7423161	0.2874803	0.7480984	0.0715748	0.3610836	0.0378208	0.6082125	0.3973958	0.2219935	0.2827985	0.6501381	0.5859258	0.0119663	0.5716410	0.0105874	0.0623691	0.6303086	0.4245840	0.6827278	0.5873480	0.0221422	0.7876617	0.5223862	0.7827483	0.5500494	0.6058653	0.7274570	0.2648381	0.1249724

0	0.3263709	0.2647395	0.0108299	0.1999634	0.1790739	0.8255246	0.6408188	0.6778277	0.4567859	0.7768399	0.6774747	0.4157445	0.0152923	0.0215324	0.4354020	0.0862524	0.7756287	0.2719559	0.6433336	0.1129721	0.3279758	0.0542552	0.5590444	0.4076558	0.1616473	0.1950529	0.7250605	0.5499871	0.0102119	0.7314659	0.0040344	0.0595112	0.7450886	0.5527005	0.7611148	0.4768351	0.0163795	0.5971900	0.7890400	0.8761900	0.6020634	0.6772054	0.7216799	0.2704756	0.1060169
50	0.0707529	0.3072170	0.0367059	0.2425646	0.1482386	0.5501313	0.4040202	0.5817162	0.2276224	0.2575282	0.6436752	0.4891676	0.0091518	0.3558688	0.2925787	0.0851165	0.6130049	0.1831151	0.4162389	0.0871283	0.3588233	0.0535311	0.4741803	0.3846443	0.0902859	0.1672959	0.5905450	0.7342037	0.0123870	0.2938361	0.0039984	0.0646597	0.2875300	0.4579828	0.6463194	0.4646382	0.0159966	0.7535736	0.6855942	0.7207484	0.5950100	0.5992900	0.7687983	0.0783239	0.0649961
100	0.0358598	0.1853668	0.1564570	0.3236782	0.1155691	0.5542485	0.3472704	0.7261913	0.2801315	0.1247426	0.7065289	0.3961324	0.0018850	0.4188091	0.2510486	0.1702415	0.6876501	0.4184461	0.2634459	0.0865651	0.3302595	0.0524019	0.3637421	0.5263840	0.0742503	0.3338070	0.5848516	0.4940597	0.0197071	0.1063707	0.0130701	0.0359164	0.1319384	0.4786337	0.6808474	0.3863053	0.0327958	0.6884532	0.5775599	0.6249634	0.6204559	0.6401116	0.6824645	0.0098186	0.0150970
150	0.0319060	0.1579321	0.3484537	0.3903333	0.0883834	0.5454410	0.2496725	0.7996560	0.3132335	0.0892950	0.6275052	0.3871753	0.0038480	0.5080987	0.2739017	0.1522096	0.7711087	0.4720554	0.2397211	0.1084087	0.3587217	0.0634717	0.3387681	0.6374575	0.0767481	0.1515830	0.7438219	0.5253238	0.0200605	0.0569080	0.0121342	0.0415255	0.1451146	0.4146697	0.7008187	0.2451599	0.0194222	0.6936841	0.7906362	0.6963882	0.6036090	0.6004992	0.6139938	0.0112588	0.0290432
200	0.0570479	0.0469483	0.6153884	0.3153421	0.0981676	0.6127112	0.2885188	0.7399628	0.2293298	0.0915519	0.7065249	0.4361279	0.0014166	0.5653945	0.2091864	0.1856826	0.7849750	0.4429423	0.2391368	0.0867032	0.3302854	0.0202803	0.3439679	0.5294907	0.0878017	0.2297931	0.6403628	0.4906259	0.0251498	0.0274352	0.0258973	0.0536387	0.1381566	0.2848252	0.6227172	0.1802489	0.0216934	0.6812996	0.7869178	0.7020573	0.5866195	0.5992808	0.6422821	0.0150730	0.0096066
250	0.0425781	0.0517631	0.5682438	0.4512302	0.1325749	0.4818094	0.2493378	0.7779987	0.2318136	0.0709628	0.7176395	0.4278877	0.0004328	0.5702657	0.2206373	0.2631219	0.6381538	0.5156765	0.2152699	0.0740158	0.2578403	0.0299184	0.3236329	0.6365932	0.0923494	0.2175984	0.6627262	0.5817067	0.0117237	0.0223533	0.0083433	0.0461474	0.1497527	0.3004366	0.6360577	0.0843963	0.0147434	0.7449414	0.7367263	0.6251124	0.5367038	0.6584924	0.6608506	0.0051092	0.0057131
300	0.0540407	0.0565542	0.4959035	0.4254981	0.0896670	0.6046686	0.2899828	0.6387413	0.2500694	0.0644914	0.5940130	0.3954518	0.0023430	0.5705403	0.2359502	0.2814250	0.6468586	0.5797759	0.2108588	0.0615816	0.3061474	0.0290472	0.4039819	0.6102310	0.1159119	0.2881996	0.6446594	0.5589203	0.0067079	0.0311368	0.0015254	0.0801534	0.1830663	0.3044492	0.6991224	0.0943782	0.0123165	0.8148679	0.7697264	0.6418512	0.4952407	0.6356751	0.6864090	0.0114639	0.0092833
350	0.0554963	0.0565170	0.6128337	0.4075467	0.0910045	0.5331827	0.2985048	0.6525468	0.3640887	0.0370612	0.6332419	0.3252675	0.0024703	0.5627721	0.2724155	0.2191412	0.6796742	0.5658927	0.1996306	0.1385363	0.2995553	0.0306013	0.3284656	0.6150833	0.0776691	0.3307082	0.5468583	0.5937249	0.0098726	0.0108410	0.0016446	0.0391290	0.1514101	0.2817478	0.5661288	0.1349189	0.0163956	0.7312853	0.6942477	0.6993631	0.6517508	0.6636614	0.6121208	0.0075692	0.0119686
