"Time"	G1	G3	G5	G8	G4	G83	G6	G7	G86	G85	G22	G87	G54	G89	G88	G30	G29	G35	G100	G99	G32	G81	G23	G19	G18
0	0.1845149	0.1175478	0.4282199	0.5361138	0.6779554	0.8211283	0.0098251	0.7098594	0.3916426	0.3137014	0.8231548	0.3434601	0.2463939	0.0073451	0.6268909	0.6306464	0.2361014	0.8690164	0.4655489	0.7439347	0.2037759	0.3725168	0.4535362	0.7222750	0.6733781
50	0.1477724	0.1143027	0.2780184	0.5463529	0.5555953	0.6987678	0.0467053	0.7479819	0.2218613	0.3373723	0.3237495	0.1516288	0.1097933	0.0127254	0.7144394	0.4821107	0.2339809	0.6907214	0.4167726	0.6284583	0.1699772	0.5551992	0.4751417	0.6382323	0.3840640
100	0.1514922	0.0878484	0.1965852	0.7458641	0.4515641	0.6643851	0.0507390	0.7178896	0.3149535	0.4243592	0.3462906	0.0740880	0.1435434	0.0059866	0.7174815	0.3418176	0.2546876	0.7167753	0.2228440	0.4223472	0.1713204	0.7515802	0.3406514	0.5801003	0.2557364
150	0.1319730	0.0761142	0.1880449	0.5076969	0.3719752	0.7349761	0.0881289	0.7721519	0.3629413	0.3613742	0.2583548	0.0384345	0.3444173	0.0047983	0.6680795	0.3609808	0.2648943	0.6010279	0.2782306	0.5691282	0.1378364	0.7358968	0.2342299	0.3417704	0.2736804
200	0.1362255	0.0628199	0.2071278	0.6063895	0.3225207	0.7078187	0.0379371	0.7491992	0.3422466	0.3487127	0.2985127	0.0164955	0.5188823	0.0265858	0.5859596	0.3383424	0.1568629	0.7397449	0.2588982	0.6514892	0.2007228	0.7870704	0.2645292	0.4189899	0.2448454
250	0.2416144	0.0644901	0.1533833	0.5100987	0.5337315	0.8115116	0.0618999	0.7553876	0.2422932	0.3328431	0.2257124	0.0099307	0.4310421	0.0181436	0.6674977	0.3957236	0.1229370	0.7275049	0.1572546	0.7019023	0.2424568	0.6596196	0.2490147	0.3060276	0.3571944
300	0.1875611	0.1392474	0.1693932	0.5196216	0.5085696	0.6938095	0.0311891	0.6543658	0.3570097	0.3002559	0.2796574	0.0122273	0.4171316	0.0193143	0.6148329	0.4307441	0.1058952	0.7472773	0.1284979	0.5979738	0.2035626	0.8042174	0.2291094	0.3448645	0.2823565
350	0.2433356	0.1136224	0.1566904	0.6205817	0.4941905	0.7024687	0.0666652	0.7495914	0.2887936	0.3704177	0.3106959	0.0052452	0.2769801	0.0265905	0.6937049	0.4862668	0.0971669	0.7826869	0.1186576	0.6628149	0.2071710	0.7663172	0.2358765	0.3525232	0.2514539
400	0.2298967	0.0984446	0.1615868	0.5231513	0.6933583	0.8094012	0.0872019	0.6914271	0.3077020	0.3316218	0.2911237	0.0042461	0.1106528	0.0129045	0.8047189	0.4450018	0.1649507	0.7509985	0.1884959	0.5909018	0.2435527	0.7634709	0.2910201	0.3574619	0.2900021
450	0.2228091	0.1284273	0.2087920	0.3588347	0.5888551	0.7270873	0.0311098	0.6024546	0.3022903	0.3197087	0.2661604	0.0094846	0.1542321	0.0114500	0.7071679	0.3846914	0.2202827	0.8040195	0.2059428	0.5656183	0.2461818	0.7741594	0.1471689	0.3375649	0.2436234
500	0.2566455	0.1186858	0.1767588	0.5408783	0.5928603	0.7403226	0.0441775	0.7780436	0.4641413	0.4103271	0.2429954	0.0081032	0.2079459	0.0164746	0.7531850	0.2934414	0.1746162	0.8254235	0.2102646	0.5902910	0.1765099	0.7953263	0.2284373	0.2824528	0.2578966
550	0.3247594	0.1076303	0.4296604	0.4353218	0.5698489	0.6208046	0.0439111	0.7190734	0.2612134	0.3707773	0.7580506	0.2410959	0.1708566	0.0054171	0.6158069	0.7058744	0.1852700	0.7465451	0.3520058	0.5120490	0.2108640	0.3066104	0.2130009	0.4003584	0.5925046
600	0.3404659	0.1827423	0.3765028	0.2763548	0.6094449	0.6482264	0.0442095	0.7088355	0.3841878	0.3483112	0.7716820	0.2879293	0.1675203	0.0132513	0.6679973	0.6705770	0.2491366	0.6702948	0.4830830	0.5805479	0.2161651	0.1680195	0.2814619	0.5252167	0.8403498
650	0.2321066	0.1700140	0.3566387	0.3427487	0.6142104	0.7988170	0.0174793	0.8049179	0.2915542	0.4393701	0.7488314	0.3062285	0.1639618	0.0156097	0.7202984	0.6560670	0.1831144	0.6769081	0.5194021	0.5266586	0.2186400	0.1887288	0.3150881	0.7004429	0.7501025
700	0.1757989	0.1775932	0.4172326	0.4478330	0.6935389	0.9253542	0.0326917	0.6913577	0.3410681	0.3881142	0.8223068	0.3583418	0.3272500	0.0261897	0.7653445	0.6462840	0.1945508	0.7493862	0.5650639	0.5998325	0.1812278	0.2649868	0.4438480	0.5954386	0.7715386
750	0.2340401	0.1581532	0.3729655	0.4403743	0.5708440	0.8021813	0.0292211	0.7371651	0.2713871	0.3019865	0.7311923	0.3743093	0.4153261	0.0403719	0.7395351	0.7021337	0.1208672	0.9496379	0.4608413	0.5309795	0.2364572	0.2760077	0.4329040	0.7379316	0.7063152
800	0.3188720	0.1211906	0.4384696	0.4503973	0.6254773	0.7446494	0.0410859	0.7077158	0.3527371	0.3126916	0.7703915	0.3324158	0.2872670	0.0155121	0.4779282	0.7297256	0.1149959	0.7353281	0.4033728	0.6987256	0.1847010	0.4146096	0.4821347	0.6971519	0.6689982
850	0.2192342	0.1418894	0.3911486	0.5664138	0.6067964	0.6960134	0.0333822	0.6582445	0.3443234	0.3717120	0.8080082	0.4123404	0.2063676	0.0179324	0.5615706	0.7967919	0.1755960	0.7189213	0.3950699	0.7052490	0.2131709	0.3287531	0.4752147	0.7247222	0.7764894
900	0.2527933	0.0796604	0.3795974	0.6627840	0.4929711	0.8506322	0.0539771	0.7626968	0.2909491	0.3500020	0.8475182	0.2990698	0.1100002	0.0265552	0.6840705	0.6949210	0.1878128	0.8461334	0.4332210	0.6583607	0.2250701	0.3975643	0.4063453	0.5338503	0.6141351
950	0.2668157	0.1178105	0.4958440	0.4318233	0.5569185	0.7077196	0.0330400	0.8471743	0.3836326	0.3645089	0.8086499	0.4366296	0.1326093	0.0460574	0.6590275	0.7496687	0.1886291	0.7113064	0.5461191	0.6493481	0.1810691	0.3591978	0.4670050	0.6361031	0.8480252
1000	0.1699072	0.0804243	0.3794365	0.5445663	0.4843767	0.7914496	0.0416869	0.8090529	0.2977936	0.3190740	0.7358097	0.3499350	0.1616160	0.0109941	0.7262017	0.7313576	0.2447174	0.5698018	0.4822514	0.4629150	0.2284010	0.3308454	0.5196189	0.6880226	0.7164302

0	0.2246273	0.1354973	0.4497277	0.5620108	0.5898353	0.7507219	0.0685366	0.8431858	0.3437346	0.2999099	0.7684023	0.4135549	0.2204233	0.0086078	0.7814362	0.8182415	0.2113769	0.6853218	0.3444344	0.7199983	0.1948449	0.3678185	0.5252554	0.6399089	0.6018593
50	0.1525039	0.0855318	0.4617092	0.5122181	0.3811666	0.7582326	0.0494974	0.7211391	0.4486285	0.5622115	0.7166115	0.3729062	0.1509525	0.6622957	0.7336735	0.6570040	0.1599268	0.7467786	0.5097469	0.5323826	0.2821033	0.3204665	0.4177622	0.5297788	0.6917642
100	0.1534949	0.1328135	0.3530289	0.4501407	0.6396980	0.7880338	0.0893757	0.6642380	0.2720373	0.6771938	0.5842542	0.3082458	0.2174370	0.6513094	0.5896413	0.7610724	0.1656172	0.7696714	0.5058251	0.6274651	0.2142846	0.2755271	0.3802350	0.6137340	0.7015972
150	0.1653096	0.1280874	0.3825767	0.5222747	0.4058239	0.7464687	0.0442914	0.8948379	0.1997951	0.4141598	0.8008157	0.3310977	0.2089141	0.6912293	0.7603495	0.7314809	0.2488075	0.7482892	0.5619920	0.5117227	0.2391752	0.4010174	0.4707011	0.6954318	0.8322225
200	0.1522373	0.1059977	0.3815888	0.4672728	0.4456412	0.5789819	0.0243841	0.7502832	0.1652133	0.6199927	0.7472541	0.3379150	0.1339160	0.6951896	0.5401226	0.7330198	0.1416498	0.7768226	0.4847086	0.5452326	0.2231838	0.2740119	0.4189142	0.6852208	0.8399201
250	0.2162435	0.0848650	0.3664815	0.5172059	0.5516331	0.6465387	0.0875602	0.6895942	0.2722749	0.5409668	0.6397598	0.3277351	0.1143186	0.6931835	0.6464527	0.5429585	0.1234442	0.7352891	0.4603555	0.6136631	0.1946788	0.3135427	0.4433765	0.6579091	0.7607864
300	0.2134043	0.0972188	0.4528654	0.4913818	0.5339414	0.7020622	0.0345896	0.6133195	0.2414025	0.6427940	0.7088522	0.4065661	0.0987233	0.6139905	0.6856216	0.6634593	0.1637623	0.6904130	0.5414387	0.4527838	0.1968188	0.2939826	0.4055959	0.6857439	0.6985190
350	0.2198626	0.1195982	0.4170819	0.4646820	0.5123351	0.7136444	0.1378568	0.7080411	0.2533733	0.5172592	0.6433397	0.3462345	0.0817998	0.5907587	0.5651333	0.6720627	0.2352688	0.7456219	0.4854418	0.3763637	0.2092627	0.2606369	0.3676997	0.6711019	0.6648614
400	0.1877538	0.1368685	0.4606745	0.7067714	0.5816512	0.7361911	0.0688624	0.8234325	0.2452461	0.4211839	0.6925980	0.5088161	0.1530522	0.7303865	0.6711634	0.7581479	0.1760966	0.8294396	0.5478751	0.2466342	0.1935276	0.3421452	0.5023276	0.6527080	0.7248969
450	0.2333307	0.0948113	0.5040950	0.6474050	0.4340153	0.6424794	0.0283062	0.6277521	0.2769793	0.7172526	0.8847409	0.2873959	0.1589066	0.7359235	0.5810713	0.6498249	0.2353028	0.7362655	0.6833313	0.4596131	0.2002378	0.2596261	0.3980761	0.6821439	0.7088036
500	0.2154711	0.1046572	0.6052384	0.5431735	0.4928991	0.8181026	0.0714282	0.7282787	0.2063938	0.6914771	0.7214993	0.3053340	0.2302167	0.6755328	0.6324608	0.6861108	0.1748087	0.8431078	0.5642124	0.4062059	0.2961530	0.2997228	0.4135304	0.6443726	0.8517731
550	0.2248346	0.1063688	0.3767103	0.5413766	0.5388155	0.7225093	0.0682373	0.7604514	0.3602248	0.3969595	0.6046436	0.4231379	0.3467431	0.0426934	0.5449798	0.6509309	0.2250215	0.7682565	0.5993537	0.4943468	0.2600221	0.2820334	0.4465863	0.6002020	0.6656992
600	0.2071620	0.1607751	0.5395727	0.4321153	0.6173980	0.6865274	0.0370019	0.6137536	0.3062143	0.3807191	0.8636630	0.3839818	0.3879475	0.0272279	0.6783365	0.6731435	0.1745192	0.7242979	0.5066549	0.5011170	0.2251306	0.2304332	0.4053827	0.6752639	0.7381805
650	0.1975076	0.1702947	0.4120542	0.5064048	0.6441051	0.6765838	0.0196317	0.6899328	0.3567522	0.3285903	0.7986044	0.3719714	0.2814285	0.0113692	0.6651379	0.7159046	0.1750862	0.7859716	0.3552392	0.6574863	0.2818060	0.3314618	0.4515758	0.6859061	0.7427106
700	0.1978013	0.0996737	0.4224619	0.5059255	0.5721677	0.7406042	0.0339330	0.7268491	0.2564670	0.2834560	0.7098933	0.3911231	0.0999526	0.0106071	0.6597355	0.7246064	0.1586822	0.7631564	0.4857536	0.7226693	0.2701970	0.3388346	0.4316023	0.5786857	0.8345659
750	0.2356619	0.1166129	0.5084951	0.5488217	0.4222299	0.6779471	0.0539473	0.7533957	0.3824666	0.3617815	0.8064132	0.3413443	0.2892430	0.0088631	0.7688804	0.7631199	0.1562352	0.8945228	0.5589119	0.5267516	0.2230600	0.3588608	0.3185114	0.6130837	0.8606780
800	0.1714159	0.0919453	0.3618558	0.6021620	0.5166311	0.7025036	0.0443892	0.7475279	0.1992986	0.3101956	0.8093910	0.3213958	0.2040355	0.0129075	0.6695568	0.8195976	0.1542231	0.7482281	0.5419525	0.6145205	0.1583496	0.3986530	0.5557451	0.6933789	0.6330941
850	0.1560479	0.1312802	0.3543174	0.5261603	0.4636912	0.6912096	0.0787336	0.7754088	0.2407834	0.3615812	0.6620170	0.3812669	0.3126193	0.0134074	0.7298479	0.7324538	0.1400757	0.8033075	0.4699497	0.5854576	0.1503770	0.4144145	0.5063394	0.7202916	0.7479458
900	0.1574082	0.1174382	0.3516306	0.6295962	0.5211499	0.7385840	0.0370397	0.7513439	0.2534787	0.3126500	0.7474771	0.2978928	0.2774222	0.0154683	0.6569900	0.7890715	0.1237499	0.6312292	0.3998373	0.6568933	0.2079327	0.4303966	0.4503191	0.7138339	0.7266189
950	0.2133639	0.1387922	0.4886411	0.5595170	0.5271399	0.7258647	0.0152017	0.7001010	0.3056665	0.3034893	0.7797336	0.4685765	0.1623940	0.0252822	0.8407218	0.8082949	0.0965737	0.6695737	0.4132198	0.6319920	0.2313419	0.3201273	0.4311424	0.7465726	0.7053372
1000	0.2262271	0.1737427	0.4289258	0.5246570	0.5917192	0.8300448	0.0311540	0.8137525	0.3449411	0.3727167	0.6318345	0.3647990	0.1106467	0.0162947	0.6832801	0.8244307	0.2021911	0.5869542	0.4463531	0.5713694	0.1934864	0.3204163	0.4388222	0.7262293	0.6912265

0	0.2032248	0.0898522	0.4680576	0.4827980	0.5375912	0.6844887	0.0240688	0.6440326	0.3772159	0.2958916	0.8370365	0.4029715	0.2377733	0.0102957	0.7846557	0.7024511	0.2488834	0.6990232	0.4386459	0.6891899	0.2160902	0.3131748	0.3865242	0.7332864	0.6821434
50	0.2457647	0.1352245	0.4263495	0.5231863	0.4967361	0.7839063	0.0336082	0.3041875	0.4679387	0.1585050	0.3307620	0.6263717	0.1029870	0.0030983	0.6194725	0.7788875	0.3009757	0.8024430	0.6251980	0.5940388	0.0667294	0.2163121	0.4325805	0.5940661	0.6298416
100	0.1899889	0.1349517	0.3722067	0.4430155	0.5870463	0.6471376	0.0435903	0.2932697	0.5660750	0.1605764	0.3133189	0.5470518	0.2765987	0.0046784	0.6989836	0.7573675	0.3073949	0.7231251	0.6294317	0.4685891	0.0075606	0.2210040	0.2995874	0.7859079	0.7018821
150	0.1952885	0.1200012	0.4558514	0.5518632	0.6029784	0.8121806	0.0243627	0.2879038	0.4718419	0.0816797	0.3056083	0.5998673	0.2778065	0.0118012	0.7342701	0.8138970	0.3167763	0.8202033	0.6662301	0.5654328	0.0009706	0.2333618	0.1938003	0.6359232	0.6868517
200	0.2024449	0.0883180	0.5559337	0.5609130	0.4240918	0.6662366	0.0278762	0.3578250	0.5747349	0.0728802	0.3925701	0.5411991	0.2201835	0.0077955	0.6705575	0.7393417	0.2098979	0.8927994	0.4684339	0.5956880	0.0050271	0.1928819	0.2330908	0.8021525	0.6621835
250	0.1810797	0.1229730	0.5229761	0.5596934	0.5473439	0.6934802	0.0880974	0.3449098	0.5305587	0.1320791	0.2753485	0.6270516	0.2559919	0.0162809	0.7137013	0.6984291	0.3060643	0.8070338	0.4496803	0.6591517	0.0130363	0.2129237	0.1902015	0.7366362	0.7971583
300	0.1640544	0.0967971	0.4488686	0.3718249	0.4808890	0.8055808	0.0699573	0.2080150	0.5877098	0.0938257	0.3741853	0.7145314	0.3048250	0.0190671	0.6130600	0.7911418	0.1928807	0.9359324	0.3994545	0.7205286	0.0016585	0.1076979	0.1481276	0.6583308	0.7850805
350	0.2283059	0.1111231	0.4817781	0.4776818	0.5747323	0.9446381	0.0300951	0.2893272	0.5116937	0.1026978	0.2949686	0.7494731	0.3345964	0.0291275	0.6223692	0.6442178	0.2468288	0.7482012	0.4535035	0.7218172	0.0084383	0.1623079	0.2235345	0.5219548	0.6284044
400	0.1728157	0.1460343	0.5032680	0.3800444	0.6269035	0.7740161	0.0184288	0.2789080	0.5669276	0.1001193	0.3381652	0.7004843	0.3417349	0.0057646	0.7869802	0.6849759	0.1548336	0.7346765	0.3967176	0.7438204	0.0014590	0.1646718	0.1680887	0.6667184	0.7843397
450	0.2318243	0.1476495	0.5978903	0.7045327	0.4603064	0.8400672	0.0250913	0.2520300	0.7300410	0.0532099	0.3164643	0.6632239	0.3394494	0.0039672	0.5361070	0.7677990	0.2111637	0.7070405	0.4083033	0.6548217	0.0094425	0.1773868	0.1363683	0.7251784	0.6405351
500	0.1297364	0.1195418	0.5069066	0.5547826	0.4330639	0.5910662	0.0368793	0.3038547	0.6414548	0.0571404	0.2835950	0.5857933	0.3667391	0.0277331	0.6045970	0.6574638	0.2398931	0.6671928	0.3372455	0.6618059	0.0045280	0.1457765	0.0944137	0.7385979	0.6569628
550	0.1953717	0.0970943	0.5535442	0.5545926	0.4881988	0.7436347	0.0603297	0.7068686	0.4144086	0.1718848	0.7602958	0.4307987	0.6096744	0.0231687	0.5443266	0.7900311	0.1327586	0.5254242	0.4006788	0.7073929	0.1620727	0.1416693	0.2092604	0.6948236	0.6463581
600	0.2309636	0.1366255	0.4155632	0.6288050	0.5702612	0.6993268	0.0688584	0.7356731	0.3740743	0.1789029	0.7227718	0.3447277	0.5802380	0.0350764	0.5628410	0.7364148	0.1017122	0.4995447	0.2401112	0.6465536	0.2186625	0.2741407	0.2890451	0.7923637	0.6196279
650	0.2230110	0.1413636	0.4185428	0.4847392	0.4945117	0.6961923	0.0548922	0.7858363	0.3254972	0.1751664	0.7239635	0.2646079	0.1415041	0.0482099	0.6198205	0.7789051	0.0757993	0.6452280	0.2877680	0.6674554	0.2532738	0.2507860	0.3310012	0.7381779	0.7946054
700	0.1948856	0.1323195	0.3712294	0.5591138	0.5008323	0.7848217	0.0266064	0.7939758	0.3140855	0.2901988	0.6871568	0.3270506	0.1331480	0.0092295	0.6164504	0.6920749	0.1445960	0.7379466	0.3948957	0.6319710	0.3022657	0.2913582	0.3857508	0.5808656	0.7742285
750	0.2277358	0.1676198	0.4841799	0.4694400	0.6431769	0.7221956	0.0138859	0.7363193	0.3690735	0.3973748	0.7270119	0.4158139	0.1078547	0.0095467	0.6998033	0.7335764	0.2330253	0.7122212	0.4369315	0.6496155	0.3742032	0.2133695	0.5040737	0.5927773	0.8170581
800	0.1804114	0.1336184	0.4228337	0.5127183	0.4761177	0.6671854	0.0259767	0.8090878	0.3119614	0.3066062	0.7654319	0.4172956	0.1383132	0.0085582	0.6644179	0.7357182	0.2528268	0.7463707	0.5060613	0.3955048	0.1670423	0.2961217	0.3776344	0.6534974	0.7315438
850	0.1306768	0.1240792	0.4581569	0.5707927	0.5609666	0.5827796	0.0365293	0.7827570	0.2127376	0.3886946	0.7615687	0.4344264	0.0950069	0.0086108	0.6029367	0.8190418	0.2430897	0.7551628	0.6195724	0.3307270	0.1943678	0.2697087	0.3409902	0.7355580	0.7188439
900	0.1312901	0.0481183	0.4547837	0.6611736	0.3222735	0.7431630	0.0794760	0.6007120	0.2574753	0.4290134	0.7772372	0.3323085	0.1105040	0.0060203	0.6874237	0.7485515	0.3165499	0.6587711	0.7153799	0.2452180	0.1886079	0.2372534	0.3602556	0.7651801	0.7960815
950	0.1677359	0.0782900	0.4406580	0.6133831	0.4270257	0.8065937	0.0435970	0.7475139	0.3820796	0.3067915	0.7396209	0.4522313	0.1855256	0.0011565	0.5843434	0.6645504	0.2067698	0.7317548	0.5686733	0.2469981	0.2046809	0.2980043	0.4898800	0.6707232	0.7167568
1000	0.1453829	0.1170639	0.5972276	0.6166201	0.3509591	0.5688734	0.0384627	0.7240222	0.3245158	0.3808406	0.7084337	0.4424888	0.2490016	0.0226041	0.5782559	0.7170854	0.2152891	0.7865433	0.6413777	0.2852233	0.1931106	0.2524874	0.4735933	0.5731886	0.8897068

0	0.2547284	0.1223277	0.4071344	0.5269413	0.6734525	0.7781681	0.0186432	0.7022975	0.2619926	0.3434420	0.8841268	0.3268444	0.2485320	0.0115992	0.8442306	0.6860943	0.1603902	0.7977480	0.4627077	0.6779934	0.2042533	0.3143074	0.4056383	0.6593630	0.7654229
50	0.2766466	0.1905754	0.3691245	0.3654509	0.8651393	0.1913728	0.0356155	0.9664132	0.4324580	0.4586990	0.6867759	0.3797101	0.2079458	0.0119239	0.6528119	0.7955571	0.2015256	0.7561805	0.6673111	0.5756079	0.2329765	0.5370750	0.5786791	0.6498460	0.6821930
100	0.2721304	0.1067762	0.3243342	0.4318718	0.5983448	0.1831201	0.0229145	0.8028794	0.4148779	0.4133465	0.7803042	0.3379124	0.2562581	0.0123267	0.8684248	0.7983138	0.1580546	0.6761340	0.6094189	0.6797197	0.1534079	0.5880799	0.5470686	0.8499925	0.8226856
150	0.1814632	0.1142575	0.4375501	0.5080366	0.5923859	0.1698775	0.0158497	0.6677453	0.4436359	0.3460965	0.7498046	0.3419735	0.2369631	0.0099579	0.7711966	0.7549591	0.1504302	0.7389185	0.6166310	0.5994503	0.1186701	0.6184466	0.6972542	0.6659055	0.7094906
200	0.2173427	0.1104181	0.5010083	0.5542452	0.5378643	0.1790534	0.0538335	0.7193189	0.4544719	0.2964351	0.6568411	0.3564991	0.2452635	0.0129428	0.6078411	0.7996125	0.1352673	0.7644256	0.5253928	0.5796225	0.2057193	0.7043754	0.8308944	0.6775683	0.7039857
250	0.1661049	0.1398740	0.4263884	0.4944606	0.6105988	0.1757924	0.0362934	0.6233821	0.4238487	0.3792229	0.7436442	0.4310577	0.2606747	0.0350220	0.6975375	0.8742319	0.1472521	0.6756425	0.3867890	0.6948292	0.2299818	0.6929160	0.7114144	0.7698793	0.7469439
