"Time"	G1	G2	G10	G20	G4	G17	G16	G8	G9	G11	G56	G3	G5	G19	G13	G15	G14	G12	G50	G41	G52	G53	G51	G21	G22	G55	G42	G54	G40	G49	G39	G35	G44	G45	G47	G18	G94	G98	G95	G43	G48	G61	G57	G79	G60	G84	G81	G80	G83	G88	G82	G89	G85	G90	G91
700	0.5020445	0.3852385	0.6228226	0.5652040	0.5233486	0.3276528	0.0085702	0.1063045	0.0396109	0.2795157	0.6076889	0.0229106	0.2482024	0.0983328	0.5813705	0.0898735	0.1549122	0.1455318	0.0633643	0.7033362	0.2833208	0.7889512	0.1505445	0.5138858	0.6924216	0.5212360	0.4195003	0.4747110	0.0669445	0.3785278	0.2822473	0.4632180	0.3695959	0.2391174	0.4759216	0.6201392	0.6970194	0.7713294	0.4704547	0.2908161	0.3234642	0.0437996	0.5871107	0.3020895	0.2638460	0.7536797	0.7032179	0.6309299	0.0957951	0.1158509	0.6806476	0.5419413	0.0504813	0.1409813	0.6585747
750	0.4048243	0.4660225	0.7357861	0.4715570	0.4102879	0.3590118	0.0057113	0.2012910	0.0544948	0.2391334	0.5366155	0.0373364	0.3039049	0.0545666	0.6800581	0.0468066	0.1710627	0.1562699	0.0714380	0.6827378	0.3719954	0.7590677	0.1780757	0.3847011	0.9122593	0.5435189	0.5160802	0.3431697	0.0534750	0.2594344	0.1912509	0.5219722	0.2557801	0.1469393	0.4293116	0.5480329	0.7213356	0.7369556	0.4929835	0.3292758	0.3268155	0.0452700	0.6619301	0.3304790	0.4594956	0.6193962	0.7851688	0.5340231	0.1134587	0.1201550	0.8081598	0.5578415	0.0513799	0.1500437	0.7544229
800	0.4863778	0.4173608	0.5317121	0.3280485	0.5018583	0.4533346	0.0143757	0.1940123	0.0559596	0.3271962	0.4760609	0.0441204	0.3420328	0.0328989	0.4822835	0.0914982	0.2531878	0.1698492	0.0855268	0.6074330	0.2879351	0.7148860	0.2233022	0.4687653	0.6939291	0.5861583	0.5730203	0.4130898	0.0433778	0.2289974	0.1956013	0.4614707	0.3112541	0.2059093	0.4675918	0.5505107	0.7752590	0.7494046	0.5483806	0.3582865	0.2913347	0.0317599	0.4933192	0.4099871	0.2677546	0.6549324	0.6750758	0.5079346	0.1099470	0.0863117	0.7240213	0.3974767	0.0567896	0.1786582	0.5286984
850	0.3821690	0.3839810	0.4914034	0.2613892	0.4617520	0.3270822	0.0143671	0.2503750	0.0706528	0.3303253	0.5103426	0.0287353	0.3586400	0.0141400	0.6693444	0.1306173	0.3427086	0.1696954	0.0698766	0.7806746	0.3007258	0.8288121	0.2035459	0.3864628	0.8170766	0.5753340	0.5591572	0.3717931	0.0418254	0.2228993	0.1836288	0.5025755	0.2444379	0.2960103	0.4037605	0.5516259	0.7503207	0.6714532	0.4918228	0.3277512	0.2356785	0.0340439	0.5785547	0.4275974	0.2359912	0.6227572	0.6673785	0.6960077	0.1247189	0.0867445	0.7072121	0.4905354	0.0380836	0.0988266	0.6744594
900	0.4310072	0.3914632	0.5221306	0.3516851	0.4397307	0.3622259	0.0247201	0.3140862	0.0806550	0.2893466	0.3975338	0.0209832	0.4415253	0.0203987	0.5716842	0.0803727	0.3616013	0.1381867	0.0464078	0.7849461	0.3612134	0.7838058	0.1779019	0.3880853	0.6934367	0.5561489	0.5870031	0.4112532	0.0381567	0.1766046	0.2970400	0.6078375	0.2404460	0.2336125	0.4574399	0.6427124	0.7065674	0.8068757	0.4790333	0.1761239	0.3048429	0.0207771	0.5851468	0.4525630	0.2957605	0.6292199	0.6921887	0.4840564	0.1677891	0.0859118	0.6776894	0.4460251	0.0553632	0.1108957	0.5986321
950	0.4602644	0.4095997	0.6196685	0.3417071	0.3654063	0.3735767	0.0041470	0.2397954	0.0480864	0.2877007	0.3980224	0.0264094	0.3765482	0.0335343	0.5403068	0.0794267	0.2691269	0.1452549	0.0608577	0.6815950	0.3155614	0.8112767	0.2562540	0.3730620	0.9259099	0.6155090	0.4876888	0.4767285	0.0148210	0.2139286	0.2205728	0.4947738	0.2184704	0.3042466	0.5357486	0.5840485	0.6841494	0.7069570	0.4642992	0.2940317	0.3362485	0.0400384	0.6765273	0.3635824	0.2962449	0.5863446	0.6890456	0.7735671	0.1090286	0.0837145	0.9545552	0.5335967	0.0725073	0.1130409	0.6161527
1000	0.4168222	0.3549760	0.5007645	0.3852033	0.3799184	0.4642997	0.0148344	0.2488277	0.0492728	0.2927825	0.3978315	0.0148483	0.3657173	0.0456409	0.6142728	0.0667507	0.2065657	0.1562368	0.0311842	0.7055372	0.3453519	0.6725327	0.2307129	0.4028539	0.6586364	0.5876846	0.4617216	0.4823986	0.0453643	0.2611059	0.2477494	0.5993745	0.3464799	0.3045319	0.4054936	0.6990841	0.7552960	0.7561693	0.5026987	0.2637613	0.2680768	0.0514564	0.5125515	0.3195594	0.3539041	0.6020128	0.7148977	0.6152673	0.0736830	0.0768814	0.7816246	0.4883447	0.0819267	0.1107889	0.7660354

0	0.4715248	0.4280619	0.6963719	0.3504095	0.4262556	0.4672027	0.0213725	0.2295255	0.0357584	0.3335377	0.3821943	0.0338222	0.3832448	0.0357670	0.7023955	0.0810983	0.1957538	0.1789004	0.1024896	0.9203490	0.3847123	0.7694348	0.1846198	0.4855267	0.7665365	0.6143115	0.6366767	0.4230281	0.0550647	0.2347222	0.2260997	0.5491310	0.3511641	0.3098461	0.3410003	0.6454113	0.8262190	0.9962749	0.4525170	0.2220815	0.3051908	0.0536524	0.6576333	0.3189071	0.2259181	0.6786002	0.5889448	0.6189354	0.1067940	0.0970528	0.6398338	0.5500700	0.0462960	0.1711306	0.6859824
50	0.3286214	0.3864558	0.3950500	0.4894775	0.4439068	0.3784040	0.0158910	0.1530003	0.2843366	0.3180330	0.7194529	0.0158505	0.1398033	0.0923393	0.6501408	0.3288849	0.2554918	0.2007322	0.0979898	0.8634507	0.2927154	0.7423652	0.1970077	0.3977561	0.7670856	0.5773406	0.5568152	0.3725255	0.0096129	0.2315374	0.1714426	0.5418874	0.2686553	0.2367551	0.3582920	0.6412430	0.3311820	0.7332968	0.4072323	0.2692125	0.4385564	0.3073928	0.6805692	0.4103615	0.4096902	0.6797366	0.8541772	0.6009130	0.3183793	0.2735353	0.6833434	0.3876915	0.0090796	0.1885943	0.6505109
100	0.2075188	0.4683211	0.3823597	0.3789308	0.2283630	0.3365961	0.0120354	0.2602833	0.4280902	0.2805420	0.8656312	0.0076972	0.1272841	0.0418349	0.7594365	0.3308677	0.3773397	0.1745592	0.2090699	0.6496412	0.1271328	0.5961189	0.1602408	0.3701445	0.6163620	0.4329782	0.4431611	0.3926175	0.0057590	0.1761467	0.1554269	0.5777089	0.0924020	0.0783125	0.3040488	0.6079420	0.2396270	0.8874108	0.2365576	0.2241366	0.6433828	0.3139657	0.4491784	0.3910256	0.4366104	0.7752443	0.7734803	0.6472424	0.3320502	0.3908555	0.8810538	0.5214883	0.0321038	0.1579922	0.6516122
150	0.2014619	0.4215028	0.2690875	0.1947226	0.1583278	0.2268456	0.0164525	0.4065470	0.3367950	0.2909639	0.7780308	0.0103130	0.1420350	0.0469825	0.5590558	0.4024870	0.3973709	0.3865063	0.3159913	0.6310519	0.1175412	0.4385176	0.1607248	0.2688928	0.6224595	0.5843940	0.4615126	0.3586520	0.0014216	0.0748666	0.1044199	0.3563519	0.0787195	0.0607210	0.2454704	0.7067238	0.2766303	0.6762044	0.1242868	0.3104518	0.6414986	0.4363562	0.5778024	0.3428216	0.4189755	0.6435877	0.7072023	0.5775035	0.2628567	0.2472768	0.7141893	0.4054322	0.0488861	0.1377732	0.7471337
200	0.2842207	0.5729501	0.3579757	0.0715622	0.2308889	0.2897615	0.0101703	0.3612636	0.3964789	0.3667370	0.5888884	0.0319907	0.1702162	0.0273724	0.6193089	0.4361950	0.3270505	0.4948820	0.3449234	0.5937542	0.0609083	0.3724095	0.1070959	0.2526295	0.6396132	0.4209345	0.4172084	0.3277727	0.0014516	0.0392315	0.0672820	0.4531475	0.0460130	0.0597855	0.2162815	0.5107697	0.2195100	0.7332997	0.0571084	0.3181908	0.6826367	0.3227685	0.4976289	0.3949319	0.4136677	0.6574205	0.7420042	0.5889268	0.2641535	0.3969926	0.6774868	0.4498054	0.0212969	0.1570106	0.7511015
250	0.2720830	0.4920635	0.4118990	0.1055205	0.2245354	0.3185982	0.0184648	0.3917029	0.3505282	0.2947738	0.6985646	0.0345417	0.1260073	0.0098722	0.6008209	0.4945539	0.4104436	0.4770987	0.1658932	0.5742744	0.0833524	0.4413112	0.1537326	0.2340832	0.7304524	0.3077922	0.5358630	0.2921236	0.0047389	0.0184118	0.0574817	0.4160132	0.0594628	0.0278877	0.2453442	0.6370335	0.2298683	0.6994437	0.0759233	0.2763867	0.6213099	0.4153404	0.4509170	0.3726988	0.3505227	0.6702085	0.8346266	0.5914366	0.2334593	0.3506305	0.5770091	0.4843714	0.0340305	0.1396368	0.7515869
300	0.2624333	0.5268571	0.3110755	0.0707025	0.1628363	0.3460041	0.0084435	0.3673538	0.4521450	0.3300561	0.7594984	0.0201612	0.1473488	0.0070038	0.5250640	0.3398491	0.4086786	0.4108413	0.2984532	0.5201043	0.0850931	0.4012050	0.1660374	0.2876184	0.6687649	0.3897668	0.4334586	0.3425036	0.0108444	0.0361426	0.0520613	0.3944929	0.0767948	0.0381978	0.2240621	0.5755807	0.2625495	0.7949980	0.0936539	0.2707074	0.6679848	0.3678534	0.4656209	0.3591559	0.3969293	0.6437016	0.6297349	0.4779821	0.2215771	0.2859026	0.7062097	0.4225576	0.0470197	0.1998917	0.6487465
350	0.2713739	0.5779754	0.3817992	0.0804906	0.2072221	0.3655775	0.0215263	0.3290102	0.4485224	0.4490532	0.7186925	0.0192507	0.1478181	0.0236257	0.5727387	0.3756780	0.3697705	0.4426989	0.2706364	0.5429454	0.0726599	0.5694431	0.1888451	0.2663907	0.6421635	0.4294437	0.4370857	0.3501109	0.0038228	0.0088804	0.0625933	0.4132715	0.0644436	0.0499465	0.3597969	0.6040477	0.3250197	0.7690107	0.0978623	0.2944564	0.6661778	0.3198413	0.5102214	0.3420465	0.3547313	0.6571617	0.5654571	0.6399526	0.2328254	0.2937884	0.7112024	0.4798709	0.0389837	0.2014985	0.7028458
400	0.3772795	0.4349967	0.3483363	0.0728342	0.1382910	0.3406314	0.0075374	0.4941613	0.4164768	0.3473104	0.6929090	0.0530079	0.1798076	0.0088041	0.6248378	0.2911564	0.3382177	0.4092916	0.2748407	0.5500818	0.0693733	0.4307337	0.1355599	0.2675795	0.7076520	0.4020301	0.4776461	0.3324399	0.0040856	0.0197045	0.0869225	0.4122902	0.1091543	0.0841829	0.1764222	0.6302836	0.3211029	0.6829144	0.0649047	0.3002705	0.5944349	0.3254641	0.4596227	0.4145048	0.4286132	0.6879004	0.8136830	0.6505085	0.2541411	0.3030759	0.7098888	0.5789119	0.0172473	0.0996518	0.6122928
450	0.2558010	0.5655669	0.3766223	0.0671859	0.1985672	0.3492710	0.0355357	0.4124929	0.4439608	0.3808352	0.5966599	0.0357586	0.1606286	0.0082238	0.6021072	0.4095990	0.2947153	0.3644142	0.3030882	0.5231133	0.0872753	0.4270114	0.1564473	0.1933471	0.6969958	0.4374469	0.4329354	0.2963908	0.0017945	0.0240506	0.0787811	0.4356025	0.0770137	0.0285336	0.2542831	0.7416434	0.3211116	0.9046858	0.1233012	0.3053154	0.6264616	0.3480657	0.5400955	0.4135599	0.4446044	0.6015744	0.7716175	0.5689476	0.2332906	0.3957051	0.7188977	0.5319625	0.0339713	0.0929837	0.5878455
500	0.2720069	0.5503097	0.3594350	0.0368011	0.1040406	0.3584249	0.0103720	0.3609225	0.4290763	0.3389233	0.7569030	0.0331184	0.1467279	0.0031137	0.6861244	0.3751507	0.3769152	0.3333199	0.2942911	0.5524505	0.0624003	0.4224221	0.1623358	0.2505105	0.5294237	0.4655898	0.4484500	0.3080732	0.0031823	0.0261598	0.0636347	0.3893326	0.0532600	0.0320139	0.2325600	0.5513005	0.3398381	0.7437568	0.1086100	0.2105912	0.6565558	0.3885008	0.5228961	0.3688338	0.3569058	0.6167970	0.6528593	0.6329757	0.2760161	0.2898182	0.7646522	0.4144179	0.0511871	0.1527709	0.7341235
550	0.3721508	0.6188543	0.4755315	0.0580176	0.1578019	0.4194500	0.0155517	0.3743737	0.2121280	0.4502108	0.4634958	0.0292814	0.5747337	0.0334034	0.6357076	0.2466396	0.3793903	0.3497148	0.0907686	0.6095248	0.1649515	0.7144363	0.1821199	0.2554690	0.6842377	0.4837787	0.5709586	0.4517261	0.0995018	0.0106190	0.1530304	0.4086782	0.1262976	0.1847950	0.3388386	0.5666635	0.7469234	0.6440726	0.1214431	0.2368446	0.4665995	0.1025864	0.4551824	0.4075353	0.2968238	0.6886865	0.7049792	0.5113572	0.0847731	0.1730687	0.6890509	0.4129046	0.0554018	0.1596798	0.5563247
600	0.5835370	0.5439339	0.7454253	0.1574844	0.4097561	0.4499337	0.0084671	0.3221070	0.0916320	0.3445460	0.3007095	0.0186248	0.6957782	0.0137922	0.5486972	0.1758478	0.3739655	0.3651594	0.0698099	0.6924113	0.2207655	0.7070416	0.3062126	0.2965009	0.6713164	0.5728746	0.4878927	0.4440684	0.0949640	0.0598290	0.2630867	0.4558275	0.3138753	0.3332113	0.3860757	0.5388095	0.7803149	0.8134187	0.4519594	0.2450048	0.3721959	0.0360644	0.6447450	0.3067453	0.1522025	0.8665018	0.8815346	0.5978623	0.0857273	0.0749813	0.6422581	0.3626505	0.0688954	0.1407965	0.5739536
650	0.5402793	0.5134675	0.5811603	0.3435212	0.4085361	0.5221489	0.0061481	0.2400543	0.0490098	0.3183879	0.3449958	0.0355212	0.3100639	0.1212825	0.5996471	0.1339079	0.3279388	0.1730775	0.0531566	0.7085064	0.1730156	0.6742123	0.2536479	0.3535494	0.7125556	0.5684767	0.4984118	0.4481503	0.0869794	0.1712520	0.2736326	0.6163631	0.4743396	0.2999335	0.3542652	0.5463536	0.9050648	0.6780184	0.5335983	0.2126421	0.3008667	0.0331948	0.6295304	0.3520139	0.1961447	0.6327243	0.7379031	0.5594942	0.0368223	0.0675359	0.6664489	0.4283679	0.0457539	0.1014844	0.6542594
700	0.4896018	0.4411957	0.5270415	0.5317774	0.3934019	0.4374722	0.0101878	0.1887115	0.0354142	0.3280880	0.4987879	0.0479143	0.2789869	0.0578410	0.5255599	0.0882343	0.3220086	0.1824688	0.0713361	0.7334049	0.2984729	0.7689584	0.2498805	0.3776883	0.6757319	0.6138099	0.5124171	0.4193876	0.0341455	0.1711288	0.2275424	0.4845419	0.2942812	0.2440253	0.3732826	0.6383329	0.6196816	0.8200438	0.5093676	0.2515317	0.4011187	0.0270105	0.6760935	0.3286314	0.2689713	0.6700057	0.7151789	0.6469095	0.0752531	0.0980060	0.8191955	0.4841326	0.0544574	0.2069822	0.5310235
750	0.3791568	0.5140957	0.7231653	0.3114643	0.3916655	0.4572154	0.0126080	0.1960110	0.0158060	0.3492149	0.5253779	0.0081276	0.4187287	0.0207126	0.7906782	0.1415419	0.2842522	0.1464156	0.0846553	0.7688999	0.2923756	0.7074306	0.2594935	0.4848923	0.8253730	0.6530624	0.6971340	0.4279017	0.0713360	0.2215385	0.2127999	0.5797532	0.1983387	0.2471852	0.3615173	0.6537121	0.7699413	0.6533512	0.4582331	0.1579589	0.2387334	0.0176726	0.5972233	0.3181057	0.3027290	0.6481905	0.7379872	0.5179676	0.0764358	0.1084412	0.6276100	0.4667140	0.0501005	0.1339471	0.7241991
800	0.4033081	0.4024005	0.5796204	0.2244032	0.3550080	0.4591743	0.0081450	0.1893660	0.0491977	0.3854979	0.4331923	0.0269846	0.4773102	0.0127291	0.6699888	0.1272016	0.4079733	0.1732114	0.0503609	0.7696913	0.4168133	0.8414401	0.1881063	0.4642835	0.7520230	0.6337282	0.5635262	0.5112263	0.1200607	0.2201039	0.2181572	0.5516444	0.3308704	0.2828606	0.4521602	0.7306479	0.7715982	0.7822170	0.4737505	0.2972403	0.3427281	0.0553637	0.5339537	0.4577613	0.2417810	0.6384436	0.7091598	0.6134212	0.0777836	0.0387496	0.6058153	0.4060776	0.0394788	0.1597902	0.7045380
850	0.4692276	0.3791170	0.6137448	0.4303981	0.3895575	0.5120041	0.0215618	0.2332925	0.0631737	0.3534204	0.4717307	0.0230204	0.3286043	0.0217667	0.6287586	0.1192913	0.3631051	0.1474461	0.0784622	0.7008970	0.2531640	0.7755849	0.2253338	0.4638014	0.7630026	0.4474225	0.5264330	0.3371035	0.0336256	0.2758812	0.2238560	0.5207789	0.3448945	0.3118322	0.4761805	0.4940253	0.6323196	0.6751868	0.3829724	0.2163547	0.2877020	0.0475343	0.7113649	0.3879916	0.2289090	0.5931776	0.8139281	0.5272133	0.0796784	0.1076631	0.6060539	0.4299746	0.0485845	0.1801666	0.6765517
900	0.5270161	0.5459110	0.6063604	0.4429721	0.4127280	0.5107130	0.0057969	0.1654265	0.0372865	0.2302664	0.3924956	0.0159768	0.3442511	0.0573345	0.5736799	0.0773400	0.2466352	0.1300911	0.0576036	0.8783160	0.3152695	0.8747334	0.1661614	0.4203732	0.7508186	0.5503620	0.3938774	0.5325270	0.0379730	0.2896283	0.1957503	0.4849840	0.3685851	0.3255095	0.4059049	0.5539181	0.7541718	0.7475267	0.4450911	0.2475684	0.3905918	0.0346095	0.6093056	0.2822015	0.2502211	0.7169561	0.6948724	0.6018497	0.1103114	0.0776068	0.6659606	0.5678949	0.0419381	0.1484136	0.6356968
950	0.4878727	0.4591152	0.5438094	0.4251375	0.4339793	0.3520431	0.0140885	0.1702526	0.0712927	0.2429687	0.5555699	0.0154779	0.3481733	0.0640537	0.6250219	0.0976328	0.2622625	0.1238697	0.0660083	0.7444243	0.3605656	0.7426907	0.1811924	0.4625900	0.6466852	0.7927493	0.6004557	0.4740878	0.0427026	0.3042247	0.2486130	0.4914109	0.2861995	0.3253163	0.3358633	0.7173402	0.8262504	0.7589544	0.4941099	0.2292964	0.2485438	0.0871934	0.6966773	0.3384373	0.2942977	0.6740099	0.7141903	0.5891783	0.0565239	0.0889563	0.6709079	0.5294025	0.0425093	0.1931143	0.7143003
