"Time"	G1	G20	G10	G2	G17	G4	G16	G18	G94	G8	G95	G98	G7	G6	G46	G100	G36	G37	G38	G34	G3	G35	G11	G56	G5	G19	G15	G14	G12	G39	G49	G44	G22	G21	G41	G50	G13	G51	G53	G52	G55	G42	G40	G45	G54	G43	G57	G72	G67	G48	G9	G61	G47	G60	G59	G99	G58	G80	G89	G88	G81	G83	G82	G79	G84	G78	G77	G86	G91	G90	G85	G75	G93	G69	G92	G87	G68	G96	G97	G63	G27	G26	G25	G23	G24	G62	G76	G31	G30	G70	G74	G71	G29	G73	G28
450	0.5013356	0.4438332	0.1517844	0.0700146	0.2242935	0.6974559	0.0461675	0.7199437	0.6967559	0.2123134	0.7515902	0.6981256	0.1265069	0.1971731	0.3581838	0.6205588	0.5860816	0.5111054	0.3974252	0.6528407	0.6936091	0.0467043	0.4531398	0.8005602	0.0251450	0.6967703	0.1018262	0.4697583	0.6459254	0.0001723	0.7477051	0.6154534	0.4701766	0.1143076	0.6339236	0.7367131	0.6986054	0.1174378	0.3084511	0.0265652	0.0057969	0.3420067	0.3155639	0.5827626	0.1435743	0.8246031	0.3214618	0.2546060	0.3958986	0.3883049	0.4371593	0.8126453	0.2209948	0.6134150	0.0424684	0.7704598	0.0071892	0.0046656	0.3639675	0.0252466	0.0506403	0.2873998	0.4822145	0.6943872	0.5479798	0.5829393	0.0383223	0.7298185	0.0001175	0.2464447	0.1927146	0.6598250	0.3258929	0.5282067	0.6700422	0.1032308	0.2702450	0.6702511	0.6756479	0.5798309	0.3526164	0.1484707	0.4460310	0.0989962	0.0796247	0.4432370	0.3008759	0.1352920	0.8286776	0.0063303	0.0000489	0.1917017	0.6545432	0.0805723	0.8475728
500	0.5671314	0.6288712	0.1097045	0.1049844	0.2203870	0.6758216	0.0207263	0.8462936	0.7228019	0.2071929	0.7422779	0.8893207	0.1664431	0.1596051	0.3555561	0.7812264	0.6859383	0.4181781	0.4285897	0.7849732	0.6420532	0.0207294	0.5509000	0.7835147	0.0493635	0.6511883	0.1379152	0.4505785	0.6514916	0.0000517	0.7176928	0.7069307	0.4032357	0.1821493	0.8387600	0.6716146	0.5618770	0.1224311	0.3928060	0.0181938	0.0015024	0.3279523	0.2952293	0.6727386	0.1499329	0.6853688	0.3410206	0.2985063	0.5058489	0.4516130	0.3809680	0.6543510	0.2110805	0.7185172	0.0382372	0.6897070	0.0148231	0.0065437	0.3438711	0.0233510	0.0399523	0.3397833	0.4808396	0.7626630	0.4980358	0.5763141	0.0561255	0.8184064	0.0002740	0.2788108	0.1270006	0.6359790	0.3547896	0.5289012	0.6621470	0.0678997	0.2465068	0.7257657	0.8867848	0.5758338	0.3645729	0.1393508	0.3926710	0.1046235	0.0468010	0.3330741	0.3238332	0.1787587	0.8238629	0.0043109	0.0007697	0.1848496	0.6225936	0.0808438	0.7471231
550	0.2076386	0.2660382	0.1418128	0.0433933	0.2335065	0.3973537	0.0520264	0.5219695	0.7701498	0.2587323	0.8901982	0.7992411	0.1286408	0.2481684	0.4157789	0.6340206	0.6666715	0.5125364	0.3752948	0.7573950	0.6066220	0.0392936	0.6175206	0.7241206	0.0261570	0.5497634	0.1501188	0.4533322	0.6241036	0.0002645	0.7879035	0.4027873	0.4266137	0.2147226	0.2325689	0.6698614	0.5895544	0.0818508	0.4381184	0.0057634	0.0161218	0.3322080	0.3115857	0.2056341	0.3946237	0.6921354	0.2449608	0.3016005	0.6322805	0.3537971	0.5745206	0.7062660	0.2121945	0.4256781	0.0431079	0.7592813	0.0317092	0.0075995	0.2693929	0.0386130	0.0306777	0.5869756	0.3847198	0.7749534	0.1136177	0.4375026	0.0505690	0.6918498	0.0000000	0.1928801	0.1175396	0.7641115	0.2526233	0.6041158	0.5504616	0.4653026	0.1785227	0.6402189	0.6813894	0.5794748	0.3513833	0.1409163	0.6536210	0.4621308	0.1492883	0.4196736	0.3050787	0.3049002	0.8200131	0.1671723	0.1146024	0.1631050	0.5035536	0.0685877	0.8081047
600	0.0622151	0.0723761	0.3079374	0.3081694	0.1818611	0.1826203	0.2725857	0.6110184	0.7121991	0.2343442	0.6858016	0.7123640	0.0387316	0.2923034	0.4576357	0.6394369	0.8383178	0.4459580	0.3003914	0.8105404	0.6346749	0.0231136	0.5636837	0.6434591	0.4187155	0.3265505	0.1984094	0.5311726	0.5385915	0.0030715	0.6128998	0.4109560	0.6483900	0.2456068	0.1807208	0.6088132	0.5162718	0.1963548	0.3508592	0.0044699	0.0372969	0.2624413	0.2894214	0.2103035	0.4422165	0.6436604	0.3606094	0.3111459	0.4652930	0.2977869	0.6182830	0.6486542	0.1632605	0.1411598	0.0487055	0.8133727	0.0885623	0.0066747	0.3974435	0.0128000	0.0296242	0.7203030	0.4286747	0.6897500	0.1248362	0.5399931	0.0556662	0.7441639	0.0007913	0.2988102	0.1119912	0.6124769	0.2262290	0.5595112	0.6066777	0.5473641	0.1164349	0.8230580	0.6553183	0.4594905	0.3770423	0.1575648	0.8040724	0.5792690	0.3545829	0.3945991	0.4476776	0.3854019	0.8819982	0.2657451	0.1579136	0.1801956	0.5844378	0.0968085	0.7038472
650	0.3185387	0.0662733	0.3196081	0.4111478	0.3335909	0.4380154	0.4562091	0.4719442	0.6679696	0.2787139	0.6959552	0.8628270	0.0157486	0.1883030	0.2627912	0.7000704	0.5999903	0.3922044	0.4100012	0.6839865	0.5609732	0.0731992	0.3049896	0.6736467	0.6246002	0.1773748	0.2866531	0.1928465	0.5614564	0.0129813	0.8819820	0.3452424	0.7072440	0.3848396	0.2619576	0.6505380	0.5110524	0.2496204	0.3879561	0.0353243	0.1804484	0.3237058	0.3116921	0.4280297	0.6573958	0.7415484	0.3151354	0.4519229	0.5058554	0.2753076	0.6600820	0.6585164	0.2554134	0.0949375	0.0794149	0.7245164	0.1570088	0.0041954	0.4421443	0.0143304	0.0615200	0.4962071	0.3181769	0.7260522	0.1303119	0.4869311	0.0431234	0.6717548	0.0003939	0.3125567	0.1490743	0.7217059	0.2321807	0.5856712	0.5565735	0.6602280	0.0693133	0.7722788	0.6015692	0.4614437	0.4041651	0.1477787	0.5911067	0.6498413	0.4951563	0.3879522	0.4247384	0.3628114	0.6946757	0.1874824	0.1261839	0.1598969	0.3684562	0.0829132	0.6023183
700	0.2921650	0.0798054	0.2607187	0.2063993	0.3292384	0.5581642	0.3478693	0.5073969	0.6962639	0.2281418	0.8774806	0.7040426	0.0329770	0.2662184	0.4035301	0.7289803	0.5601601	0.3757394	0.3672957	0.7128069	0.5212838	0.1360945	0.1464390	0.5781047	0.2258818	0.1761507	0.1620601	0.1198755	0.6336272	0.0093962	0.7541965	0.4393932	0.6028153	0.3726842	0.2847507	0.5664513	0.5830141	0.2543442	0.3833344	0.0181630	0.2320119	0.2997926	0.2552156	0.5474835	0.6177442	0.7233961	0.3527665	0.4039885	0.4548149	0.4532611	0.8114603	0.7036202	0.3148322	0.1254250	0.1634325	0.6110483	0.2107537	0.0068664	0.3012484	0.0137517	0.0590385	0.4090499	0.4114240	0.6751275	0.0832275	0.4002618	0.0510477	0.6131738	0.0006333	0.3527589	0.0992631	0.7634266	0.1936408	0.4539178	0.4855784	0.6308150	0.0579978	0.7194195	0.6228485	0.4370608	0.4717609	0.1764671	0.8039664	0.7592410	0.4836168	0.4088807	0.5033589	0.3746309	0.6654431	0.2637395	0.1555510	0.2235210	0.4979458	0.1099278	0.6739966
750	0.2510327	0.1136463	0.1828621	0.1561617	0.2249992	0.4574341	0.1524172	0.6864532	0.6005497	0.2443767	0.7954336	0.5739549	0.0093941	0.2567274	0.3180491	0.8602995	0.6976169	0.3612212	0.2959495	0.6354243	0.5082402	0.1299336	0.0610078	0.6803010	0.0606029	0.2659200	0.1050543	0.1775880	0.4402919	0.0176735	0.7327792	0.4882790	0.6858232	0.3898585	0.4077510	0.7180957	0.5827956	0.1940893	0.4000776	0.0430650	0.2396303	0.2842942	0.2373576	0.4832493	0.5538357	0.6251425	0.3394759	0.4515089	0.6507063	0.3578366	0.7541669	0.6013700	0.4124804	0.0872882	0.1085771	0.7567329	0.1531798	0.0136240	0.2972484	0.0140133	0.1093981	0.3910118	0.4997817	0.6784101	0.0384909	0.3996491	0.0328835	0.7837526	0.0000000	0.3283487	0.1977335	0.6706166	0.3090545	0.5351616	0.5469623	0.7125661	0.0591103	0.7171148	0.7985208	0.3845183	0.3152799	0.1814936	0.6765608	0.5573229	0.4966544	0.4652708	0.5195554	0.2751161	0.7835075	0.3179606	0.1964151	0.2047631	0.4785065	0.1310079	0.7681315
800	0.1615079	0.1022869	0.1739569	0.1305898	0.2121055	0.3346757	0.1418725	0.5568993	0.7743517	0.1925091	0.7953896	0.5860787	0.0370667	0.3040640	0.3214004	0.7856256	0.5616885	0.3926138	0.3623123	0.7884396	0.5986931	0.1024435	0.1351950	0.7933801	0.1472837	0.3973454	0.1567207	0.3082587	0.4910974	0.0079374	0.6683703	0.3714248	0.6656076	0.2704232	0.2678268	0.6358456	0.5920609	0.1407044	0.2709198	0.0032212	0.2079760	0.3937868	0.2784024	0.3894644	0.5513634	0.6470259	0.2943647	0.4690334	0.5489565	0.4199602	0.6439279	0.6860250	0.3347837	0.1379328	0.1010450	0.6238342	0.0610145	0.0123003	0.3740234	0.0191667	0.0625888	0.2360007	0.3385668	0.6811447	0.0611133	0.3611515	0.0162562	0.6640971	0.0012433	0.2544031	0.1061945	0.6245775	0.2379457	0.4936891	0.5394003	0.7073366	0.0469472	0.7659043	0.8960061	0.4663589	0.4590092	0.1442503	0.8073618	0.5994813	0.5554752	0.3361927	0.5410841	0.3620897	0.8379724	0.3513492	0.1581186	0.1491421	0.4687201	0.1525180	0.7220971
850	0.1603094	0.0663037	0.3274728	0.3451491	0.2752820	0.3623401	0.3973536	0.4889836	0.7179524	0.2400943	0.7190852	0.7220185	0.0360601	0.2542192	0.4280153	0.7147755	0.6848021	0.4043949	0.3148828	0.7685209	0.4707273	0.0478948	0.1719020	0.8003384	0.4586816	0.2880773	0.1655216	0.2679140	0.6546388	0.0055427	0.5996099	0.3958792	0.6455059	0.3142248	0.3332187	0.7520198	0.5795144	0.1960254	0.3000662	0.0336214	0.1721193	0.4928870	0.2881612	0.3468317	0.5225997	0.5227167	0.2569467	0.4954405	0.6019872	0.3365210	0.7000086	0.5845741	0.2853256	0.0992114	0.0764893	0.6866640	0.0746552	0.0238365	0.2727251	0.0029050	0.0518517	0.3492925	0.4068505	0.7039418	0.1253349	0.4090990	0.0304424	0.6661421	0.0000508	0.3465984	0.1604985	0.7608761	0.3439000	0.4615024	0.4497051	0.7405708	0.0417063	0.6686847	0.7053243	0.4787266	0.4448064	0.1308594	0.6763003	0.6439569	0.6114137	0.3522179	0.5863798	0.3696956	0.7200290	0.3428786	0.1748860	0.2391991	0.5569213	0.1336288	0.6523252
900	0.4546982	0.0589606	0.3195756	0.2632842	0.4164865	0.4638086	0.4096344	0.5416259	0.6167945	0.2280961	0.8071415	0.7166275	0.0040088	0.2673949	0.3122302	0.6532071	0.6282008	0.5317211	0.3803229	0.8210729	0.4672785	0.1742578	0.0847070	0.5651660	0.3972332	0.2235681	0.2174061	0.1948680	0.5804616	0.0289093	0.7176319	0.4124702	0.7258924	0.2929693	0.3322166	0.6946914	0.7198877	0.1548149	0.4281057	0.0348780	0.2226371	0.3206317	0.2455212	0.5918051	0.7009964	0.4932643	0.3330852	0.5701338	0.6132586	0.3355819	0.7492615	0.4828662	0.3452025	0.1070432	0.1470103	0.6577723	0.2694819	0.0125563	0.3649121	0.0140370	0.0372609	0.4030422	0.3452002	0.9570020	0.1311891	0.5106976	0.0407558	0.7261380	0.0007300	0.3751460	0.1800328	0.7413691	0.2106008	0.5274887	0.5403799	0.6497462	0.0372151	0.5411440	0.6293996	0.4793802	0.3400354	0.0866476	0.7712051	0.6871772	0.4982203	0.3255261	0.4758001	0.3873510	0.8916931	0.3184684	0.1415376	0.1900278	0.5035483	0.0961468	0.6898628
950	0.3077782	0.0672017	0.2257296	0.1486770	0.2359897	0.5315627	0.3556662	0.4669335	0.5961104	0.2120523	0.7196411	0.6132969	0.0019282	0.3042929	0.3409213	0.6936471	0.5612628	0.4417438	0.3716705	0.7175865	0.4509135	0.1594479	0.0518131	0.5873168	0.1294858	0.2302259	0.0847306	0.2155021	0.4973328	0.0063694	0.8210142	0.3808856	0.6282095	0.4643785	0.4114136	0.6747044	0.5215072	0.1611844	0.4039740	0.0385905	0.2696323	0.3089037	0.2885422	0.5434464	0.7486489	0.6040811	0.3168464	0.5110344	0.6238958	0.3282849	0.6800944	0.5997797	0.3402497	0.0745134	0.1395325	0.7163377	0.2570913	0.0289877	0.2720249	0.0147111	0.0450844	0.4767270	0.3566879	0.8271874	0.1121552	0.5623738	0.0404447	0.6953393	0.0000389	0.2964981	0.0838362	0.7139069	0.2534707	0.4822463	0.5350717	0.6681380	0.0971099	0.6698884	0.8710269	0.5033295	0.3884408	0.1728298	0.7241647	0.7774658	0.5172133	0.3352920	0.5221566	0.3847264	0.7697997	0.3580982	0.1738015	0.0958674	0.3951882	0.1096006	0.6550422
1000	0.1986339	0.0724894	0.2257551	0.1003433	0.2966679	0.4070682	0.3728351	0.5915893	0.7010202	0.2070991	0.8075268	0.9382851	0.0100479	0.2334156	0.3448173	0.7762621	0.6149103	0.3951452	0.3218473	0.7377142	0.5713233	0.0604840	0.0763841	0.5940067	0.1406265	0.1941596	0.0931199	0.1764025	0.6069876	0.0087103	0.6496774	0.4272219	0.6944678	0.3205555	0.3208625	0.7868826	0.6736882	0.1148702	0.3766021	0.0087730	0.2700937	0.4104186	0.3290442	0.4636632	0.6339459	0.7204879	0.3176723	0.4931274	0.5942709	0.2803972	0.7309747	0.7734167	0.2770888	0.0792620	0.1527545	0.7264788	0.1306232	0.0236341	0.3318799	0.0199207	0.0660471	0.5705415	0.4417436	0.6572098	0.0937677	0.4987865	0.0195377	0.7826556	0.0005989	0.3207010	0.1051724	0.8093642	0.2745862	0.5956691	0.3996734	0.6813977	0.0728414	0.7124335	0.6098760	0.4605272	0.3448835	0.1138175	0.7777548	0.7123695	0.6564504	0.4027323	0.4016795	0.5638492	0.5817252	0.3214509	0.1676749	0.1011031	0.4052769	0.0896545	0.8202648

0	0.3146194	0.0929013	0.1621294	0.0941410	0.2498758	0.3777478	0.2165101	0.6129976	0.6862641	0.2005483	0.6572877	0.6633720	0.0308928	0.3264522	0.4295104	0.6591416	0.6146532	0.4005826	0.3726572	0.7031226	0.5241830	0.0441409	0.0505114	0.8035117	0.1514444	0.2938065	0.1722797	0.2680472	0.5990595	0.0088828	0.5983598	0.3583313	0.6802117	0.2811634	0.2823457	0.6942480	0.6627182	0.1834886	0.3817777	0.0363452	0.2342029	0.3717777	0.2588697	0.4094275	0.5732627	0.5523269	0.2704787	0.5208800	0.7591314	0.3527362	0.7992145	0.7031013	0.3204917	0.0898877	0.0708413	0.7027216	0.1143427	0.0060853	0.3275989	0.0094585	0.0676562	0.3180874	0.4001304	0.7098702	0.0885008	0.5858742	0.0239956	0.6853833	0.0012294	0.3476734	0.1831436	0.7951158	0.2567012	0.4992857	0.5183803	0.7854441	0.0420609	0.7876205	0.7859148	0.5172440	0.4065178	0.1853686	0.7996672	0.7610142	0.6365126	0.3563401	0.4899815	0.3887811	0.6949568	0.2929011	0.1627687	0.1359518	0.5052453	0.1461474	0.6639718
50	0.3827465	0.0672736	0.2696862	0.1510506	0.2710310	0.4147916	0.3392949	0.5015891	0.6605492	0.2633285	0.6669960	0.3262580	0.0179876	0.2241443	0.2470984	0.4987125	0.7264266	0.3866859	0.2922543	0.6292520	0.4929197	0.0877617	0.0193431	0.4945098	0.2520931	0.2008821	0.1148437	0.4057985	0.5145756	0.0072643	0.7262218	0.4147853	0.5692093	0.2782630	0.2845250	0.7156433	0.5403237	0.1318610	0.4493920	0.0228623	0.2017814	0.2607276	0.2799055	0.4826555	0.3769128	0.6250195	0.5248393	0.5047356	0.5389459	0.3512151	0.6566812	0.6135233	0.3382136	0.0608930	0.3458331	0.7371260	0.1888287	0.0074911	0.3270290	0.0212866	0.0807677	0.5125266	0.4126130	0.7096257	0.1735879	0.5550601	0.0921360	0.7824112	0.0003256	0.3071192	0.1406905	0.9037551	0.3036358	0.6035886	0.6934217	0.7104985	0.0392495	0.6219078	0.7893807	0.5742827	0.3539833	0.1465207	0.7238981	0.6958153	0.6095118	0.3030484	0.3551054	0.2738643	0.7419744	0.4296684	0.1279318	0.1434735	0.4188764	0.0732168	0.7503978
