"Time"	G1	G2	G20	G10	G4	G17	G16	G9	G18	G94	G11	G98	G7	G6	G46	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G14	G13	G12	G15	G39	G41	G50	G51	G53	G52	G55	G21	G22	G42	G44	G49	G40	G45	G54	G47	G72	G67	G57	G43	G48	G61	G8	G95	G60	G58	G99	G59	G79	G81	G83	G82	G84	G89	G80	G88	G90	G91	G86	G85	G78	G77	G75	G93	G92	G69
450	0.2179523	0.4346417	0.6317618	0.0714738	0.3270553	0.3815676	0.4970762	0.5625622	0.0851638	0.6477209	0.4512648	0.5545235	0.0500157	0.4062322	0.0333241	0.3986581	0.0004416	0.0056158	0.6281318	0.8473664	0.5675846	0.2648033	0.2609873	0.2385392	0.3027547	0.1733956	0.7343991	0.3376770	0.2736268	0.2701467	0.3787346	0.4575171	0.0066413	0.2100508	0.0003771	0.4547953	0.5482073	0.5209697	0.1409947	0.0708440	0.6782239	0.2864529	0.6856767	0.0502627	0.3003654	0.5294126	0.4081972	0.3857904	0.0267082	0.4906182	0.6418538	0.0025872	0.4268902	0.3968108	0.0423013	0.1809945	0.3718463	0.6121244	0.6243206	0.2643835	0.0364808	0.1590653	0.5818684	0.0058740	0.0604759	0.6680498	0.2112999	0.6441070	0.1583852	0.0213126	0.6916289	0.3695743	0.0644512	0.6874454	0.5274685
500	0.2179677	0.2342107	0.6320822	0.0333728	0.3119365	0.4539713	0.4722499	0.7149057	0.1960145	0.6388722	0.4739737	0.5028481	0.0195233	0.3167050	0.0222001	0.3634804	0.0013119	0.0012107	0.6243933	0.6439573	0.5236665	0.3737211	0.2542203	0.2382585	0.2494478	0.2701094	0.7688968	0.3217355	0.2311168	0.2095580	0.3290152	0.3808429	0.0006624	0.2734580	0.0004927	0.4514110	0.5295044	0.4380487	0.2046842	0.0939156	0.7101616	0.2410546	0.6781862	0.0631754	0.4635643	0.5483426	0.4448809	0.3717310	0.0080919	0.7703849	0.6104866	0.0038651	0.5737732	0.5647331	0.0413508	0.1488117	0.3666939	0.6170406	0.6920593	0.2714222	0.0285421	0.2162230	0.4624637	0.0039028	0.0894971	0.6772578	0.2692534	0.7248383	0.1327116	0.0343027	0.7720087	0.3244732	0.0420213	0.5614180	0.5835043
550	0.2901261	0.2605618	0.5709024	0.1057672	0.3691184	0.4220631	0.3627923	0.6804774	0.1288440	0.7232487	0.4304164	0.5714010	0.0058730	0.3218929	0.0360571	0.5937966	0.0047340	0.0089875	0.6331861	0.6466674	0.3769489	0.5902359	0.2388590	0.6017864	0.3609760	0.1987163	0.7505366	0.3171924	0.1695614	0.3056257	0.4057383	0.2032381	0.0626096	0.2292886	0.0269032	0.3863613	0.2838836	0.4502541	0.3206530	0.2717372	0.5903883	0.2622780	0.5148602	0.0444878	0.7526520	0.7474297	0.4311340	0.4677025	0.0169697	0.5034848	0.5663550	0.0065776	0.4868964	0.0916721	0.3504178	0.5659660	0.3239958	0.7219803	0.6186095	0.0978309	0.0379107	0.0716608	0.0716916	0.0161244	0.0454056	0.7771000	0.1632161	0.7061869	0.1222364	0.0138510	0.4933256	0.3798814	0.0536797	0.4656200	0.4074474
600	0.5604846	0.2059764	0.5051521	0.1014611	0.3670916	0.3838833	0.4076477	0.7025681	0.1341502	0.7667444	0.2033064	0.7775648	0.0012227	0.3190003	0.0058213	0.6498011	0.0030779	0.0031364	0.6617111	0.7825570	0.1753959	0.4345168	0.3367454	0.6049027	0.4147989	0.2624028	0.7878529	0.1853426	0.1760552	0.3791146	0.5470425	0.1295460	0.1247281	0.3017660	0.0810754	0.4306931	0.4231378	0.4176770	0.2764273	0.4584942	0.6947901	0.2707211	0.5169388	0.1034001	0.7754852	0.5444962	0.4259706	0.3964909	0.0035735	0.5627484	0.5723629	0.0082650	0.4104294	0.0286209	0.6205739	0.6308977	0.3596861	0.7369582	0.6553507	0.1053534	0.0275904	0.0408486	0.0608368	0.0452965	0.0852777	0.6688945	0.1893280	0.7214852	0.1138615	0.0291071	0.5027476	0.4297227	0.0315265	0.4617567	0.4670798
650	0.4583524	0.2097109	0.6943790	0.1005522	0.4914220	0.4714058	0.3930462	0.5717395	0.2555299	0.5635846	0.2456104	0.6593110	0.0033233	0.2893392	0.0030643	0.6867991	0.0163957	0.0036662	0.8126878	0.7779932	0.1266862	0.4704867	0.3485359	0.3492169	0.3963045	0.3189018	0.6827609	0.2247297	0.1273593	0.4691519	0.6135660	0.0850836	0.1625140	0.3812107	0.1789940	0.4479355	0.5841473	0.4709291	0.3114191	0.6117861	0.6908028	0.2798351	0.5673319	0.0985900	0.7770697	0.6639629	0.3976862	0.4610753	0.0097420	0.5607778	0.5816007	0.0079473	0.4746672	0.0199902	0.7430676	0.6536298	0.6396486	0.6588853	0.5163867	0.0953754	0.0267077	0.0578200	0.0082545	0.0030178	0.1257760	0.6537735	0.2255650	0.7956600	0.1821549	0.0114828	0.4142486	0.3048933	0.0626807	0.4769500	0.3712196
700	0.3997384	0.0949914	0.7291622	0.1376510	0.3241335	0.3668779	0.3325566	0.5814446	0.3070956	0.6263843	0.2079703	0.6504590	0.0107352	0.3816448	0.0122118	0.6698010	0.0043105	0.0036418	0.7367706	0.7709021	0.0521989	0.6661353	0.3209321	0.3249941	0.4433562	0.1963499	0.7116830	0.2430864	0.2158193	0.4313401	0.6960933	0.2738175	0.1527661	0.4214367	0.2049955	0.4514826	0.5448655	0.5221918	0.3706347	0.4020742	0.5554011	0.2105409	0.4601770	0.0479679	0.7254041	0.6967989	0.2889466	0.5078871	0.0112320	0.4922442	0.7014246	0.0055828	0.4378430	0.0401854	0.6841236	0.6453525	0.6608440	0.6460450	0.5339861	0.0637926	0.0181988	0.0187135	0.0042157	0.0144228	0.0677795	0.7808477	0.1865561	0.7205452	0.0959214	0.0279375	0.4635881	0.2578761	0.0485020	0.4222302	0.3126795
750	0.3501537	0.1471580	0.6019462	0.1544807	0.4337596	0.3990606	0.3121023	0.6189227	0.2304645	0.8000991	0.1509926	0.6951893	0.0041828	0.3610148	0.0167655	0.6109354	0.0086978	0.0098719	0.6663617	0.5882625	0.0832277	0.5873900	0.3669888	0.5514455	0.4732390	0.2015805	0.7137854	0.2636765	0.2072863	0.3744809	0.5881216	0.2483832	0.0420271	0.3918657	0.1310576	0.3627435	0.4288163	0.3914955	0.4621964	0.3735943	0.7847184	0.2836782	0.4578982	0.0792429	0.6608964	0.7760821	0.3262727	0.5995065	0.0130346	0.4485231	0.6676417	0.0012028	0.4446208	0.0173404	0.6913963	0.6144320	0.6005956	0.6523042	0.5189111	0.1089126	0.0359927	0.0474075	0.0272910	0.0026945	0.0478848	0.7584325	0.2981522	0.7047091	0.1094906	0.0232635	0.3706950	0.3242018	0.0534881	0.3209425	0.2861536
800	0.4419347	0.1323704	0.6885522	0.1575859	0.3839911	0.5026480	0.3385481	0.6538692	0.1625501	0.6567655	0.2050739	0.5998618	0.0058307	0.2855247	0.0026368	0.6631750	0.0142092	0.0154956	0.8127255	0.7221849	0.0476448	0.5085820	0.2447205	0.5146332	0.4620851	0.2335872	0.6724027	0.2344281	0.1815333	0.3152985	0.5399647	0.2112221	0.0856956	0.4667439	0.1295759	0.4299458	0.4876483	0.5007948	0.5138101	0.3571461	0.5771240	0.2789179	0.4526644	0.0813807	0.7560386	0.8309492	0.3673687	0.4688728	0.0109382	0.5093404	0.5827209	0.0056855	0.4916720	0.0344402	0.6808210	0.8264693	0.5559504	0.6771605	0.4326258	0.0873588	0.0280873	0.0506214	0.0075158	0.0081851	0.0446123	0.6844888	0.3013345	0.6146459	0.1353966	0.0566325	0.5305929	0.3723917	0.0700810	0.3899750	0.4021120
850	0.4938393	0.1147483	0.5366744	0.1109815	0.3799020	0.5384332	0.3553961	0.6467334	0.2806230	0.6030245	0.1809497	0.6997174	0.0015391	0.3622814	0.0003559	0.6173973	0.0061584	0.0005560	0.6029216	0.7817350	0.0846258	0.5090339	0.2963977	0.5159979	0.5090529	0.2264122	0.6841910	0.2650973	0.1950633	0.4055139	0.6227685	0.1003601	0.1478014	0.4564818	0.1710989	0.4277966	0.5097803	0.5631533	0.4917745	0.4056247	0.4955252	0.2742259	0.4775706	0.0806139	0.5658320	0.6985792	0.4631273	0.4370303	0.0183403	0.6092633	0.5022637	0.0013854	0.3477541	0.0145070	0.6197766	0.6176618	0.6215317	0.5874966	0.3202265	0.0975398	0.0427338	0.0641656	0.0015383	0.0075841	0.0918568	0.7133896	0.2193872	0.7588646	0.2071520	0.0186157	0.4286124	0.3602328	0.0705539	0.4260263	0.4229486
900	0.3252167	0.1406846	0.6871359	0.1039060	0.4112195	0.4116267	0.3512538	0.5139623	0.2117301	0.6665029	0.1916748	0.7239031	0.0000000	0.3715222	0.0100996	0.7460512	0.0038431	0.0053213	0.6731313	0.8079658	0.0472204	0.6298761	0.3157018	0.3473472	0.4522087	0.1805841	0.7318298	0.2094828	0.2597986	0.4033801	0.6095095	0.1008130	0.1469808	0.4823015	0.2389899	0.4334601	0.5420209	0.5825316	0.4043479	0.3140702	0.7457115	0.2074860	0.3992739	0.0579057	0.7184047	0.8208620	0.3729912	0.4803121	0.0108538	0.5472041	0.5715028	0.0018858	0.4039860	0.0096846	0.7641648	0.7471015	0.5536991	0.6796193	0.2103740	0.0611195	0.0166953	0.0209443	0.0061034	0.0045820	0.0464406	0.7434258	0.2464742	0.6446092	0.1636222	0.0282941	0.3528212	0.3353040	0.0557826	0.4710118	0.3875187
950	0.3168683	0.1162151	0.8372109	0.1103472	0.3856411	0.4641348	0.3272956	0.4662195	0.2364160	0.6571268	0.1397410	0.5723341	0.0125638	0.3947236	0.0212438	0.6069154	0.0028020	0.0358465	0.7636416	0.7716716	0.0367873	0.6350336	0.4143841	0.5063011	0.6653206	0.2071680	0.5985577	0.2533227	0.3097489	0.4565728	0.4899661	0.2085989	0.0803395	0.5166131	0.1989437	0.4806132	0.3838427	0.5138784	0.3813153	0.2809979	0.8101934	0.3345156	0.4089715	0.0849597	0.5523944	0.7848069	0.3905942	0.3784567	0.0277721	0.5736679	0.6166417	0.0109455	0.4581491	0.0170543	0.7343431	0.6492403	0.5851774	0.6889219	0.1113594	0.1241554	0.0468960	0.0498083	0.0013612	0.0109198	0.0488642	0.7165759	0.2428827	0.6446331	0.1739992	0.0242428	0.3883030	0.3415819	0.0335331	0.4033991	0.4540289
1000	0.4987645	0.1503209	0.6404793	0.1279220	0.3982977	0.3868546	0.4434753	0.5583013	0.2288650	0.7199827	0.1530492	0.6188597	0.0034069	0.3806664	0.0062554	0.7128438	0.0036285	0.0091604	0.7740009	0.7352494	0.0529790	0.5870060	0.3398786	0.4647562	0.4933684	0.2529410	0.7397226	0.1673688	0.2253141	0.4181174	0.5269416	0.1170945	0.0532472	0.3896474	0.1728919	0.4117558	0.4133294	0.4713960	0.4125113	0.4030443	0.6974453	0.2632825	0.5720277	0.0857357	0.5853581	0.7942307	0.4834750	0.5407756	0.0183333	0.5857590	0.6711171	0.0060159	0.3831558	0.0194165	0.6520362	0.6713106	0.5647859	0.7969409	0.3109956	0.0769564	0.0487980	0.0477870	0.0260155	0.0094356	0.0582426	0.6258249	0.2193069	0.7861536	0.0990437	0.0217767	0.3804866	0.3790546	0.0373366	0.3403749	0.3607744

0	0.4787720	0.1329549	0.7120516	0.1594184	0.5058007	0.4596859	0.3295617	0.4888161	0.2088146	0.7013329	0.1444804	0.5276130	0.0053530	0.2556082	0.0338354	0.7625536	0.0171931	0.0174083	0.6329445	0.7582782	0.0649753	0.5049372	0.3696244	0.5439261	0.4280331	0.1956330	0.5993910	0.1933270	0.2879950	0.4807814	0.6645864	0.1196866	0.0862669	0.3496691	0.1759418	0.4446266	0.5240184	0.5870328	0.4158259	0.5110349	0.6064537	0.2291972	0.4305165	0.0972553	0.6874825	0.6348159	0.3545274	0.4729072	0.0046764	0.6158472	0.6157446	0.0112782	0.3421136	0.0257283	0.7556096	0.6648024	0.6081488	0.6843786	0.5497484	0.1310979	0.0316879	0.0453714	0.0354544	0.0031434	0.0482941	0.6647827	0.1677850	0.7294477	0.2311082	0.0355220	0.5040548	0.2680258	0.0820342	0.3785960	0.3868535
50	0.3258829	0.1603275	0.7379875	0.0234175	0.5750673	0.2985803	0.3883753	0.5917623	0.2792791	0.7042895	0.1629992	0.6310271	0.0051970	0.3999917	0.0102864	0.6981276	0.0014439	0.4007130	0.6065446	0.2967724	0.0096780	0.5435920	0.3021843	0.7316643	0.1959483	0.0635360	0.5921873	0.1346980	0.2166417	0.3772933	0.0219706	0.1482237	0.1204236	0.3030686	0.1454023	0.4649091	0.4376261	0.6195090	0.3776044	0.3552687	0.6326715	0.3025189	0.4802272	0.0505607	0.6165007	0.2949062	0.3441490	0.5168651	0.0134334	0.5263934	0.5746947	0.2197881	0.4171574	0.4669219	0.6309981	0.8054981	0.6554097	0.6962132	0.5190621	0.0688318	0.0308252	0.0416523	0.0096885	0.0311650	0.0253976	0.7185649	0.2139758	0.7282651	0.1688286	0.0605039	0.5702208	0.3289797	0.2396965	0.4370010	0.4625544
100	0.4176948	0.1273324	0.6336296	0.0192557	0.6613986	0.4705511	0.3361741	0.6388833	0.2054281	0.6984968	0.1465815	0.6469942	0.0150228	0.3402632	0.0067146	0.6552915	0.0058920	0.5229589	0.7035738	0.1476117	0.0177073	0.5508907	0.3185574	0.4977131	0.1455897	0.0158162	0.7060364	0.1937635	0.1597540	0.4288830	0.0123965	0.1558821	0.1095947	0.3704205	0.1499249	0.5047360	0.4658519	0.4504728	0.4093040	0.4245077	0.6913262	0.2477263	0.5099341	0.0705839	0.6372376	0.1416583	0.1969166	0.4656334	0.0169981	0.6127550	0.5408857	0.1735962	0.3951904	0.5652155	0.6266680	0.7516579	0.6403057	0.7643058	0.5879416	0.1046289	0.0491710	0.0224101	0.1286282	0.0106607	0.0280641	0.6718604	0.2128124	0.7272578	0.1498334	0.1198773	0.7199225	0.2740399	0.3537496	0.3200052	0.5190808
150	0.3863246	0.1629299	0.6494417	0.0283151	0.6857919	0.4165461	0.3406685	0.5373409	0.2830037	0.7583655	0.1743483	0.7384599	0.0103209	0.3539384	0.0108917	0.7222026	0.0041968	0.4753751	0.4174599	0.2035309	0.0138182	0.5264355	0.1659712	0.4888292	0.1894265	0.0292900	0.6858812	0.1936742	0.1660439	0.4549263	0.0077334	0.1356781	0.0584854	0.3990627	0.1992105	0.3703632	0.5424559	0.4836274	0.4629095	0.3801328	0.5856798	0.2758188	0.4097146	0.0489618	0.6671100	0.1635516	0.1051784	0.4895818	0.0228394	0.5035735	0.6586582	0.2134547	0.4617218	0.5711088	0.5634010	0.7281698	0.7554890	0.6761657	0.5269297	0.1110465	0.0531846	0.0759487	0.0323569	0.0072550	0.0293509	0.6091314	0.1666830	0.7720669	0.2089364	0.0509172	0.6681015	0.3278503	0.2487400	0.4248638	0.6962428
200	0.4555712	0.1433963	0.7680917	0.0051555	0.6426495	0.3932222	0.4177085	0.4772966	0.2235422	0.7820884	0.2010460	0.6655489	0.0054611	0.4321391	0.0062423	0.7313289	0.0036689	0.5597834	0.3089288	0.0991806	0.0153874	0.4489609	0.0842723	0.5124039	0.1823486	0.0053183	0.6476094	0.1471374	0.2587999	0.4234275	0.0285304	0.0835553	0.0608931	0.4575629	0.1553017	0.5123755	0.4750879	0.5262187	0.4319458	0.4314610	0.8163673	0.2775578	0.4346098	0.0828131	0.6862060	0.1693122	0.0414368	0.4087676	0.0055831	0.5353743	0.6623603	0.2169830	0.5710243	0.6105877	0.6209383	0.7096005	0.6478156	0.6912386	0.5680826	0.1215423	0.0138693	0.0430028	0.0887300	0.0234876	0.0421201	0.7303884	0.2593625	0.8356258	0.1625611	0.0847086	0.6587782	0.3026227	0.3276823	0.4667162	0.7051575
250	0.3858037	0.1313414	0.5352623	0.0085020	0.6727471	0.4195314	0.3846171	0.5341842	0.2122557	0.7768753	0.1659118	0.6738891	0.0064469	0.3826424	0.0020906	0.6811521	0.0023332	0.5414603	0.1383467	0.0857655	0.0092434	0.4668707	0.0652584	0.5145928	0.1670625	0.0160489	0.6427455	0.2292712	0.1569173	0.6519129	0.0139572	0.0824139	0.1168102	0.5135228	0.2793665	0.4119293	0.4571697	0.4816303	0.4780014	0.3588619	0.7505959	0.3257836	0.5163411	0.0483254	0.7393804	0.1370928	0.0522409	0.4716295	0.0182134	0.4169339	0.5881618	0.2418126	0.4818908	0.6166023	0.5766082	0.6594926	0.6416962	0.6030025	0.6015213	0.1427669	0.0427638	0.0333694	0.0411701	0.0169508	0.0106099	0.6749979	0.1353550	0.7166992	0.1431738	0.1343517	0.6340828	0.3248810	0.3834976	0.3425472	0.6296177
300	0.4421053	0.0897912	0.7607958	0.0097667	0.7942825	0.4525673	0.2820812	0.4628394	0.2204295	0.6816503	0.2395786	0.7139050	0.0034409	0.3954170	0.0013557	0.6941647	0.0066578	0.5721014	0.0418225	0.0716201	0.0286838	0.4867677	0.0337692	0.5317368	0.2258747	0.0254105	0.7315873	0.2324454	0.2058201	0.5286733	0.0227749	0.0733291	0.1237239	0.4087903	0.2315306	0.4600048	0.5183480	0.5755551	0.3915506	0.4603777	0.6910951	0.2907899	0.5528834	0.0571995	0.6944138	0.1026171	0.0212950	0.3800752	0.0191016	0.5725277	0.6341291	0.2473136	0.4077743	0.7307087	0.7629961	0.5603711	0.6370268	0.5373288	0.5975674	0.0657042	0.0170397	0.0336046	0.0280915	0.0197503	0.0141990	0.6858892	0.2922320	0.7321969	0.1375723	0.0996637	0.6875782	0.3100345	0.4088059	0.4914315	0.5846571
350	0.4700977	0.0864952	0.7517000	0.0085905	0.6573907	0.3697485	0.3358214	0.5561825	0.2379091	0.7618388	0.2162681	0.6675242	0.0263466	0.2592904	0.0141271	0.8245351	0.0023427	0.5250466	0.0596704	0.0847409	0.0239376	0.4240809	0.0472868	0.4309477	0.1941556	0.0020804	0.8245267	0.2288367	0.2173665	0.5302974	0.0182770	0.1543913	0.1471824	0.4644082	0.2139792	0.3778040	0.5563856	0.6171245	0.4120343	0.4367079	0.6245059	0.2163132	0.4703990	0.0574948	0.5466907	0.1229432	0.0217567	0.4754023	0.0077796	0.6102505	0.6838458	0.1680315	0.4483311	0.6757052	0.7895753	0.7098660	0.6363118	0.6800704	0.3594517	0.1554668	0.0194086	0.0369253	0.0100550	0.0107618	0.0560112	0.7312541	0.2287696	0.6913578	0.1483241	0.0421528	0.7752053	0.2868395	0.4411689	0.3980908	0.5956763
