"Time"	G1	G10	G2	G20	G17	G16	G4	G8	G18	G94	G9	G95	G11	G56	G3	G98	G7	G46	G6	G36	G37	G100	G38	G34	G35	G5	G19	G14	G13	G12	G41	G44	G49	G39	G22	G21	G50	G15	G51	G53	G52	G55	G42	G54	G45	G40	G47	G48	G72	G67	G61	G43	G57	G60	G59	G99	G58	G80	G81	G83	G88	G82	G89	G79	G84	G75	G86	G78	G77	G85	G90	G91	G93	G69	G92	G87	G68	G27	G96	G97
450	0.5921044	0.0379042	0.2546544	0.3392737	0.0121054	0.3644282	0.0636410	0.0902458	0.0404210	0.8402263	0.1972592	0.7225296	0.2095296	0.7665967	0.6831602	0.6968626	0.9471580	0.5481132	0.4038823	0.8113476	0.0827147	0.7026466	0.6171027	0.7969876	0.1766754	0.0728087	0.2588315	0.6240184	0.7091965	0.7927713	0.3882355	0.0057489	0.1236038	0.0279799	0.4320782	0.4305879	0.7367446	0.5099929	0.2160579	0.6715936	0.0723941	0.1584164	0.0894220	0.2735759	0.2907863	0.0149430	0.1784015	0.2166328	0.7348372	0.4798005	0.8505321	0.5218294	0.4274454	0.4287785	0.5216190	0.7255262	0.3630260	0.1707644	0.7245668	0.7168748	0.0373814	0.6804944	0.1540992	0.6003903	0.4197915	0.0845884	0.6902175	0.3467441	0.2228585	0.4314280	0.6210464	0.5094700	0.6340376	0.6428789	0.3076393	0.1618022	0.7413911	0.0811636	0.7336166	0.7307534
500	0.5899797	0.0350950	0.3432715	0.3228155	0.0189947	0.3460161	0.0678583	0.1986054	0.0381812	0.5959560	0.2013771	0.5844735	0.4067662	0.6374217	0.6930986	0.8509694	0.6859760	0.4928228	0.3815961	0.6005586	0.0657975	0.7124675	0.6631503	0.7207393	0.1888418	0.0950086	0.2180412	0.6161125	0.6196923	0.7931195	0.4082169	0.0097608	0.1887571	0.0501395	0.3265768	0.5070909	0.7884216	0.4120698	0.1584798	0.5849019	0.0151678	0.0656926	0.0739047	0.2974164	0.2764431	0.0138351	0.2025921	0.2579697	0.8466465	0.5050801	0.6862862	0.7179726	0.4582006	0.4685602	0.6410194	0.6636790	0.2817956	0.1848032	0.7106366	0.7294392	0.0863452	0.6383186	0.0528627	0.5778094	0.5657346	0.1069597	0.5934770	0.3458210	0.2784942	0.3312510	0.6012816	0.5062631	0.6810653	0.7045930	0.2956601	0.1623964	0.7331206	0.1252588	0.7585424	0.7490772
550	0.5954520	0.0436926	0.3492634	0.3213772	0.0094590	0.4319127	0.0803467	0.2280804	0.0355964	0.7889879	0.3956446	0.5957686	0.2411508	0.7872204	0.5970870	0.7215678	0.7368346	0.5077285	0.3033160	0.6141466	0.0620904	0.6913114	0.6869148	0.6584350	0.1771612	0.1378347	0.2015057	0.4282591	0.7067942	0.6472065	0.5504298	0.0006272	0.1878641	0.0415679	0.3697884	0.2576368	0.7781949	0.3629159	0.1993649	0.5695866	0.0261652	0.3752605	0.0681065	0.2158379	0.3435974	0.1057206	0.1550911	0.2777886	0.8171989	0.4493039	0.5954994	0.4993771	0.4559954	0.5404450	0.6167513	0.7851420	0.3278035	0.4201085	0.8032346	0.5618808	0.0656539	0.7367425	0.1346069	0.5654421	0.5117690	0.0745836	0.6183334	0.3384162	0.4436595	0.7065041	0.4900082	0.4821079	0.5793448	0.5649078	0.2726675	0.5095874	0.6169596	0.0929587	0.8987009	0.6042420
600	0.6052056	0.0284712	0.3773889	0.3353065	0.0296983	0.4573785	0.0635548	0.3097446	0.0255324	0.7700884	0.4651602	0.3873528	0.1133773	0.6865001	0.6244709	0.6460343	0.6411342	0.4321766	0.4292530	0.7368983	0.0418607	0.8189016	0.6914684	0.6753285	0.1630940	0.1331972	0.1563024	0.3507044	0.9071031	0.7843841	0.4876946	0.0065777	0.2161157	0.0117433	0.4909164	0.1641739	0.7238016	0.3728186	0.2389593	0.5107914	0.0488910	0.4683533	0.0480374	0.3086128	0.2493541	0.2913782	0.1877880	0.2332483	0.7311567	0.4753694	0.4928608	0.4298345	0.5322107	0.4969197	0.5584797	0.7821633	0.3373118	0.4898288	0.6073675	0.5567981	0.0779349	0.8430061	0.1107995	0.3342109	0.6041055	0.0115708	0.4584508	0.3318856	0.4231398	0.7325243	0.5112119	0.5640081	0.7075771	0.4931189	0.4051601	0.5489466	0.4198115	0.2642486	0.7622017	0.8248264
650	0.5132176	0.0351131	0.5277917	0.3555734	0.0112649	0.4574119	0.0739939	0.3229098	0.0408293	0.6890222	0.3745163	0.4101376	0.1043030	0.5645668	0.6012260	0.7011668	0.6408099	0.4663436	0.3745121	0.7275822	0.0887520	0.8082047	0.6158147	0.6376976	0.1296204	0.1408595	0.1472654	0.3778517	0.6984077	0.6200686	0.5739994	0.0078816	0.1156509	0.0774893	0.3764867	0.2044607	0.7797639	0.4363048	0.2784284	0.5071693	0.0349167	0.4716282	0.0061365	0.3671466	0.3013813	0.3627788	0.2845651	0.1558881	0.6376776	0.4143123	0.5638477	0.2672811	0.5015112	0.4746657	0.5415152	0.7359641	0.4751377	0.3872412	0.4490055	0.5356297	0.0575670	0.7296078	0.0874365	0.4598960	0.6422437	0.0092136	0.4699482	0.2191258	0.5746620	0.6551760	0.6228932	0.5365486	0.6727322	0.5644146	0.2134716	0.5666686	0.3923243	0.3905225	0.8882237	0.5918766
700	0.6196887	0.0257783	0.3810203	0.3724071	0.0074040	0.4842930	0.0989422	0.2684103	0.0247961	0.6649169	0.4375710	0.5138505	0.0641010	0.5993113	0.6480253	0.8507247	0.6733311	0.4149737	0.2697951	0.7858436	0.0671624	0.6848304	0.7382413	0.7008959	0.1704701	0.1358674	0.1524633	0.3709373	0.8219967	0.5546533	0.4735577	0.0085227	0.1703846	0.0432700	0.3386902	0.1568319	0.7401249	0.5687752	0.2446363	0.6798672	0.0248166	0.4937109	0.0113548	0.3612238	0.3794006	0.3980588	0.1607451	0.2201667	0.7386273	0.3953142	0.4413421	0.2397546	0.6607241	0.5832637	0.4264117	0.6792970	0.4835957	0.4606093	0.5619830	0.3768667	0.1095816	0.7617408	0.1095353	0.3621635	0.5812625	0.0183855	0.3377241	0.1912142	0.6863182	0.6485279	0.5440217	0.5549406	0.5713561	0.5331252	0.1579148	0.4898835	0.2244815	0.2320221	0.8381628	0.7568163
750	0.7658361	0.0375781	0.3376990	0.3136163	0.0127365	0.4634367	0.1559427	0.2901143	0.0719713	0.7235165	0.4841857	0.6161568	0.0945656	0.8448409	0.6645713	0.7247518	0.6590795	0.3965216	0.3109549	0.7163474	0.0443312	0.8390429	0.6182308	0.8115485	0.1634126	0.1034060	0.2224256	0.4091396	0.6468815	0.6243509	0.4118930	0.0167272	0.1136554	0.0775134	0.4031333	0.1358461	0.6794248	0.4342298	0.3514571	0.5937662	0.0204945	0.6398519	0.0060696	0.4423377	0.3930772	0.3978718	0.1959845	0.1894924	0.7737839	0.4345091	0.3923427	0.3533144	0.5664891	0.7601850	0.4255680	0.7450584	0.4849278	0.4678327	0.4827926	0.4138437	0.0707492	0.5684995	0.0941023	0.3567879	0.4809840	0.0092017	0.3040497	0.1738102	0.6580037	0.6564511	0.6422472	0.4982161	0.6617867	0.6176808	0.1097658	0.5464229	0.1642455	0.3240193	0.7873402	0.7962048
800	0.6397422	0.0525630	0.2779735	0.3804241	0.0345387	0.4028355	0.1009785	0.3543543	0.0275676	0.7018671	0.4836389	0.5458365	0.0748229	0.6989617	0.7013381	0.7821034	0.5843307	0.5124341	0.3234434	0.8015738	0.0680864	0.7064081	0.6817506	0.7501510	0.1669218	0.0913589	0.3145719	0.3750317	0.7874696	0.7357268	0.4708977	0.0056686	0.1622452	0.1358700	0.4258454	0.1451553	0.7284835	0.4172422	0.2033067	0.6573468	0.0635347	0.6418151	0.0147938	0.6972910	0.4462413	0.3155556	0.3043390	0.2021969	0.6270881	0.4020367	0.5997845	0.2680458	0.5085588	0.6394794	0.4672972	0.6052126	0.3552686	0.6272859	0.4531758	0.4326117	0.1061104	0.6495833	0.0825588	0.2737216	0.5261169	0.0280458	0.2627604	0.1673592	0.6052468	0.7053894	0.5216727	0.5608918	0.5177460	0.5776125	0.0595526	0.4821690	0.1959151	0.2704712	0.7585921	0.7639339
850	0.6955696	0.0359749	0.2818793	0.2913003	0.0252993	0.4321043	0.0818316	0.1990622	0.0493160	0.6823203	0.5677986	0.4435720	0.1149466	0.8142984	0.7756625	0.8899851	0.6746942	0.4165236	0.4058452	0.7226906	0.1037009	0.7521220	0.8387418	0.8512670	0.1846253	0.1242207	0.4212642	0.4234186	0.6882721	0.7690287	0.4746637	0.0129554	0.1867895	0.0417336	0.5069529	0.1471393	0.6926812	0.5556242	0.1968703	0.5475666	0.0247012	0.6197164	0.0017628	0.5010682	0.5236932	0.3184341	0.2101499	0.2032887	0.6714843	0.3814605	0.4906770	0.4765613	0.5303324	0.6843379	0.3621804	0.8163558	0.3683833	0.4731043	0.4179023	0.3877413	0.0838067	0.6538718	0.0853852	0.2327853	0.6361166	0.0289234	0.2312474	0.2220600	0.5829138	0.5706600	0.6255533	0.5176842	0.5715725	0.5455074	0.0366735	0.5085355	0.2470086	0.1679412	0.6382616	0.7536468
900	0.5627029	0.0111333	0.3654308	0.3269428	0.0198934	0.4398741	0.0675057	0.2818889	0.0311337	0.7717210	0.4859891	0.4271531	0.2524021	0.7887390	0.6639534	0.8134921	0.5886206	0.4763520	0.3409081	0.7022209	0.0881559	0.7070299	0.7109351	0.6309658	0.1997551	0.1311851	0.3176284	0.3665159	0.7919279	0.5250370	0.3890474	0.0018339	0.2460300	0.0540372	0.2642544	0.1653268	0.6916574	0.6734558	0.2653313	0.4673937	0.0295873	0.5576350	0.0015275	0.4405649	0.4069266	0.2084609	0.2238242	0.1837964	0.7070481	0.3591922	0.4766038	0.5211984	0.4664192	0.6708566	0.3287697	0.6877298	0.4219878	0.5740041	0.5463926	0.2734547	0.0878236	0.6921914	0.0328234	0.2557043	0.5734882	0.0274686	0.1619334	0.1311598	0.6668829	0.6709378	0.4714136	0.6725526	0.4131036	0.5233147	0.0629786	0.4321090	0.3008405	0.2896431	0.7149478	0.6075164
950	0.7300605	0.0341336	0.2324042	0.3738909	0.0244543	0.4131182	0.0777328	0.2775772	0.0603173	0.7392683	0.4109531	0.4188831	0.2026635	0.6866852	0.5466402	0.6859264	0.6908027	0.5682259	0.3470806	0.6897966	0.0891625	0.7347143	0.6076438	0.6981148	0.1723412	0.1263706	0.3308319	0.2804840	0.7016394	0.7516759	0.5710565	0.0088762	0.2677371	0.0478253	0.2547245	0.1769047	0.7142585	0.6646250	0.2571599	0.4630235	0.0510298	0.5381886	0.0159108	0.4796682	0.4750096	0.2380987	0.2417773	0.1267366	0.6478357	0.4556188	0.4413362	0.4627236	0.6120105	0.6481212	0.3757677	0.9151029	0.4142338	0.4807972	0.5601578	0.3849572	0.0808338	0.7497639	0.0544349	0.2700410	0.5850805	0.0252482	0.2127626	0.1154375	0.7269041	0.6666741	0.4229527	0.5590514	0.5593629	0.6044869	0.0408003	0.4682761	0.2561459	0.2064499	0.6821440	0.6856818
1000	0.6602091	0.0548833	0.3237146	0.3545426	0.0083407	0.4780573	0.0713366	0.3731563	0.0538374	0.6728337	0.3187850	0.4458881	0.2831684	0.6470583	0.5853768	0.7047918	0.7863599	0.4915861	0.3731037	0.6528382	0.0790178	0.6826824	0.5577658	0.6233513	0.1604712	0.1219205	0.3146986	0.3639876	0.8999857	0.6753735	0.5425605	0.0089679	0.2008503	0.0499310	0.1491020	0.1580862	0.7397722	0.6363011	0.2174664	0.5960940	0.0214986	0.6000458	0.0108934	0.4738584	0.3874544	0.2447501	0.2050530	0.2251324	0.7265158	0.4083755	0.3583682	0.5267784	0.6250897	0.7927580	0.2904735	0.7234689	0.4622442	0.6480400	0.4544608	0.2957625	0.0942155	0.7622324	0.0386728	0.2209179	0.5392413	0.0152670	0.2304699	0.0817591	0.6993093	0.5938170	0.5056421	0.5636997	0.6208024	0.5375110	0.0310161	0.3286224	0.2590257	0.2131259	0.6843052	0.8869441

0	0.5700663	0.0358662	0.3480069	0.3766966	0.0270250	0.4936263	0.0808604	0.3665189	0.0388193	0.7276410	0.4879923	0.4807964	0.0740882	0.7896835	0.6521264	0.7199451	0.6669128	0.4542419	0.3827103	0.7726343	0.1039467	0.6095400	0.5983337	0.6584243	0.2098263	0.1721917	0.3777844	0.3370453	0.7194775	0.9658096	0.4373456	0.0115477	0.2862820	0.0646166	0.2906458	0.2407003	0.8208273	0.6536332	0.2730671	0.6129900	0.0937084	0.5970560	0.0179333	0.4709305	0.3334661	0.3870636	0.2840722	0.2076227	0.7617107	0.4250000	0.4561434	0.3149643	0.5534870	0.7122691	0.3779378	0.8868226	0.3886040	0.5493331	0.5287845	0.4978621	0.0541941	0.7390739	0.0391666	0.3029404	0.4740067	0.0122412	0.2606449	0.1502831	0.5956528	0.6214885	0.5296551	0.6671300	0.5341143	0.4681708	0.0365037	0.4350768	0.3754333	0.2309475	0.6985712	0.7712106
50	0.5132140	0.0297788	0.4191924	0.4614705	0.0148101	0.4313775	0.0666147	0.3221468	0.0963262	0.8287634	0.4179339	0.4270184	0.2255125	0.6271335	0.6551725	0.7721273	0.6565045	0.4250090	0.3607423	0.6603178	0.0612980	0.3298107	0.6506972	0.8734907	0.1252868	0.0870833	0.2856997	0.4087389	0.7034472	0.7806830	0.4320438	0.6536991	0.3146535	0.3324220	0.1897010	0.1484003	0.7098401	0.5719064	0.1099050	0.5732367	0.2403624	0.6228394	0.0133280	0.5183061	0.4584604	0.2653785	0.2115177	0.1654280	0.6736261	0.5878970	0.6769215	0.6910409	0.5532803	0.6601331	0.4029149	0.7784164	0.3209001	0.5678816	0.6049992	0.4077140	0.0939509	0.7522683	0.0299227	0.1604435	0.5356406	0.0180246	0.2419152	0.1914804	0.7600033	0.5920466	0.2884692	0.6105193	0.5081206	0.4532962	0.0345415	0.4409783	0.4351704	0.1015939	0.6540344	0.6294628
100	0.5282181	0.0272618	0.2922518	0.3407517	0.0222669	0.5128220	0.0774249	0.2974946	0.0755663	0.6946185	0.4148916	0.5751012	0.2153679	0.7198701	0.7316420	0.7769398	0.7389544	0.4666717	0.4150624	0.7322447	0.0813424	0.2531863	0.6980342	0.6137575	0.1561625	0.1296035	0.3331157	0.3686191	0.6444574	0.7329035	0.3699086	0.6665046	0.2723891	0.5062275	0.2270283	0.1510186	0.6775457	0.8207676	0.0813463	0.5154094	0.3220314	0.5228155	0.0376198	0.6059455	0.5029127	0.4634074	0.2072853	0.2135603	0.7789939	0.6255830	0.7002123	0.5063766	0.3818868	0.6126672	0.3837146	0.7174129	0.3072235	0.5121054	0.5591328	0.4526572	0.0469278	0.8489124	0.0242263	0.1472864	0.4662681	0.0340332	0.2060330	0.1505740	0.7140409	0.5631524	0.2859304	0.6453052	0.4787674	0.3736574	0.0168642	0.4880572	0.4355284	0.0384275	0.7386513	0.6474855
150	0.4843696	0.0213854	0.3674737	0.4113346	0.0232931	0.4041041	0.0944359	0.3327081	0.1183470	0.6883458	0.4376727	0.5901710	0.1757830	0.6548681	0.6725786	0.6812903	0.7689372	0.4261149	0.3225266	0.7224218	0.1003250	0.2111595	0.6673432	0.6092926	0.1366592	0.1444019	0.3335949	0.3534964	0.5512689	0.6665609	0.5237716	0.6434033	0.2836141	0.4181341	0.2667202	0.1929344	0.6239004	0.5920535	0.0837803	0.4994448	0.2853273	0.6350214	0.0348172	0.5813953	0.4092948	0.5590170	0.1814870	0.1601494	0.7290516	0.6994474	0.7795334	0.4843604	0.4232354	0.6686629	0.4768051	0.7392670	0.3338370	0.7405527	0.7567191	0.3308393	0.0590783	0.6588696	0.0208541	0.1094017	0.4923671	0.0282978	0.1037243	0.1380045	0.6432336	0.6616571	0.2232740	0.7622786	0.5778883	0.5928113	0.0221156	0.4867516	0.3831482	0.0734997	0.7742566	0.6528108
200	0.5919662	0.0373173	0.2910549	0.4739082	0.0199700	0.4154672	0.0980298	0.2316532	0.0758162	0.7338933	0.3671636	0.4720781	0.1707699	0.6861673	0.6092966	0.7131488	0.7864505	0.4005849	0.4425878	0.7284523	0.0824164	0.2039124	0.6068702	0.6431316	0.1863243	0.1358546	0.3217386	0.3975015	0.6573967	0.6231678	0.5294074	0.5865765	0.3340207	0.3934016	0.3468351	0.2260763	0.5781485	0.6596982	0.0875865	0.6148866	0.3237576	0.6114575	0.0471224	0.6259533	0.5569533	0.7357765	0.1700040	0.1938080	0.7088104	0.7323315	0.6524193	0.3086746	0.4812252	0.6114618	0.3860960	0.7047700	0.2996837	0.6560081	0.5696991	0.3235802	0.0522348	0.6809795	0.0327799	0.0987004	0.4022545	0.0569293	0.0782114	0.2034909	0.6399130	0.7517905	0.1712784	0.6562717	0.5173688	0.5277962	0.0083020	0.5277868	0.2036343	0.0636595	0.8066530	0.7180497
250	0.7851806	0.0827068	0.3844742	0.4841374	0.0465289	0.3257433	0.1465046	0.2352408	0.0954725	0.5778926	0.4200201	0.4523374	0.1115832	0.8268079	0.5587189	0.7883237	0.7234973	0.5936601	0.3042080	0.8353730	0.0858959	0.2209247	0.6803252	0.7233748	0.1816413	0.1286664	0.4055906	0.3726784	0.5538145	0.6937681	0.4568902	0.7544852	0.3009298	0.4633381	0.4085110	0.1987236	0.5729140	0.6426367	0.0590526	0.5354104	0.3297388	0.6496451	0.0624454	0.5266990	0.5519899	0.6756788	0.1122914	0.2238229	0.7219396	0.7118766	0.6953380	0.3257342	0.4863382	0.4400594	0.4244854	0.8234543	0.2431679	0.6089594	0.6581964	0.4069385	0.0443834	0.6824937	0.0456306	0.0869701	0.4474023	0.0735881	0.0782386	0.1537384	0.5746946	0.6463682	0.1398350	0.6760873	0.4661708	0.3792574	0.0265220	0.5959358	0.2693914	0.1069489	0.7166978	0.6942325
300	0.6241718	0.0412790	0.3344835	0.3782798	0.0428299	0.3761945	0.0747725	0.2928388	0.0981090	0.8777212	0.4347789	0.4478874	0.0979310	0.7462709	0.6558535	0.6210770	0.7092161	0.4931383	0.4312376	0.7132295	0.0636644	0.2449638	0.7063162	0.5252229	0.2036635	0.1004868	0.3646366	0.3793239	0.8252106	0.6658320	0.4459784	0.6458073	0.2684981	0.4567701	0.4070141	0.2092894	0.5938529	0.7908365	0.0647073	0.5186019	0.2324966	0.5547680	0.0378093	0.4473292	0.4383302	0.6038645	0.0957073	0.2468740	0.8524483	0.6287141	0.6482354	0.3275578	0.4560918	0.4960459	0.3256709	0.8116525	0.2360360	0.5933811	0.6372213	0.3302941	0.0687839	0.7025469	0.0427339	0.1056166	0.4930346	0.0401461	0.0506558	0.2180652	0.6343384	0.6187847	0.1469461	0.6728188	0.4689477	0.3728558	0.0283796	0.4943985	0.2857311	0.0987545	0.8048011	0.6780571
