"Time"	G1	G2	G10	G20	G4	G17	G16	G8	G9	G11	G56	G3	G5	G19	G13	G15	G14	G12	G50	G41	G52	G53	G51	G21	G22	G55	G42	G54	G40	G49	G39	G35	G44	G45	G47	G18	G94	G98	G95	G43	G48	G61	G57	G79	G60	G84	G81	G80	G83	G88	G82	G89	G85	G90	G91
450	0.5392483	0.2090704	0.0700579	0.2970870	0.3912724	0.3542552	0.0290562	0.0708570	0.0591273	0.3764911	0.3993005	0.0134221	0.4688896	0.1083713	0.6990759	0.0288311	0.3786189	0.3759686	0.0538330	0.7081784	0.3024141	0.9411200	0.5933105	0.4359908	0.8158283	0.5716947	0.5857935	0.3365756	0.0633330	0.0105948	0.2050734	0.5619726	0.4080241	0.0694203	0.7092751	0.2284758	0.8228884	0.6695063	0.4109654	0.7144715	0.3259599	0.0139294	0.7685212	0.6456564	0.3087745	0.5525338	0.8901553	0.0503027	0.0153503	0.5974313	0.1158950	0.6058304	0.2292143	0.0255287	0.0070545
500	0.4559114	0.2193868	0.0337777	0.4216906	0.4226861	0.4037224	0.0220725	0.0471011	0.0569927	0.4222961	0.4341229	0.0265468	0.3756656	0.1626111	0.6023546	0.0321455	0.2574580	0.3397970	0.0627935	0.7353392	0.2137412	0.7779403	0.4936645	0.4617083	0.6492276	0.6327616	0.6055228	0.3483431	0.0663014	0.0348758	0.1898681	0.4840324	0.3161323	0.0350771	0.6437507	0.2953649	0.7645278	0.8575222	0.4721553	0.6952088	0.2849861	0.0317098	0.7612141	0.6809654	0.3575756	0.6216667	0.8032643	0.0552811	0.0527644	0.5725835	0.1021019	0.7967265	0.2755899	0.0836824	0.0156978
550	0.4412096	0.3953478	0.4102040	0.2408600	0.4190399	0.4684737	0.0166275	0.0877556	0.0639371	0.4449436	0.4561648	0.0444614	0.4684468	0.0443187	0.6499780	0.2857108	0.5775700	0.2609389	0.0483073	0.7477655	0.2958522	0.6969561	0.2016460	0.4958927	0.8875056	0.5749447	0.4495152	0.3159339	0.0497434	0.0197643	0.2453887	0.5132994	0.2026797	0.0795905	0.6696536	0.5724401	0.6782431	0.7383478	0.5279292	0.2274582	0.3120553	0.0201467	0.5706412	0.7038673	0.3950566	0.6444133	0.7652109	0.2182895	0.0241397	0.1569267	0.2315625	0.4547768	0.2609531	0.1199048	0.0267281
600	0.5229744	0.6031130	0.5027243	0.2575913	0.3772444	0.4325412	0.0310711	0.2905583	0.0864337	0.3840222	0.4220549	0.0172223	0.4801366	0.0217999	0.6419845	0.2544536	0.5489726	0.2316267	0.0805923	0.6876003	0.3432952	0.8409409	0.2746196	0.4661241	0.7894894	0.7353807	0.5335179	0.3842878	0.0210839	0.0282272	0.2374611	0.5519408	0.2750245	0.2144140	0.4775762	0.6178152	0.8330005	0.7167430	0.4716365	0.2417084	0.4455095	0.0372687	0.5671678	0.6000833	0.1628133	0.5514639	0.6893873	0.4504985	0.1085860	0.1478949	0.4853327	0.4091975	0.1851944	0.0940668	0.2927906
650	0.6002814	0.4392777	0.5262951	0.3572393	0.3834147	0.4096027	0.0008723	0.1359094	0.0469339	0.3595452	0.4523822	0.0144437	0.3214571	0.0392554	0.7006472	0.1979154	0.4055467	0.2439343	0.0439362	0.9200688	0.2533951	0.7452962	0.2306135	0.4886213	0.7348126	0.6375970	0.4444662	0.3535995	0.0772673	0.1136427	0.2678254	0.5826695	0.3291193	0.2972869	0.4985404	0.6090343	0.7812632	0.7813785	0.4143207	0.1713927	0.4369462	0.0220764	0.6364298	0.4786292	0.1450198	0.7416228	0.6314097	0.4151151	0.0797306	0.1155353	0.6041281	0.4128600	0.1620572	0.1338370	0.5106794
700	0.3947007	0.3815828	0.4071307	0.4435965	0.4954314	0.2704729	0.0065225	0.1738700	0.0548176	0.2948530	0.5093742	0.0341934	0.3852718	0.0891848	0.6063344	0.1318404	0.3523103	0.1570215	0.0930068	0.8617007	0.3608805	0.7379840	0.1695170	0.5070194	0.6876956	0.6439347	0.4138720	0.4126384	0.0526716	0.1731927	0.2206466	0.5822456	0.4132544	0.3120043	0.3578417	0.6002007	0.6073279	0.6834528	0.5105903	0.2818561	0.2983742	0.0231965	0.5936841	0.4773119	0.2364749	0.7146192	0.6847941	0.5582150	0.1024642	0.1133379	0.6623562	0.3599423	0.1000526	0.1287743	0.5850186
750	0.2080678	0.4354617	0.5188247	0.3181729	0.3630539	0.3596390	0.0111825	0.1775365	0.0635714	0.3964302	0.5720276	0.0268818	0.3545742	0.0648731	0.7053070	0.1256873	0.3599707	0.1497969	0.0575354	0.8363100	0.3653169	0.6164024	0.1723694	0.3980276	0.6291205	0.5889860	0.4544235	0.4566063	0.0300873	0.2127357	0.1857451	0.4933878	0.1871184	0.1694425	0.4768306	0.6176013	0.7828983	0.8204295	0.5505617	0.2204431	0.3114793	0.0152580	0.6261508	0.2858783	0.3664786	0.7356946	0.6789490	0.6237563	0.0664608	0.0715956	0.6635227	0.4461227	0.1025216	0.1013308	0.7446453
800	0.3025121	0.5623975	0.5517867	0.1544474	0.3470931	0.3895676	0.0212610	0.3010122	0.0707032	0.3746513	0.4028272	0.0091846	0.5206480	0.0232185	0.6710717	0.1565305	0.3063900	0.2441914	0.0723285	0.6297424	0.2733655	0.7503271	0.1771244	0.5401833	0.7137413	0.5039889	0.5048919	0.4294396	0.0268471	0.1707628	0.2194781	0.4848386	0.1978182	0.2658619	0.4349621	0.5469334	0.7333072	0.9052304	0.3945665	0.2819129	0.2428396	0.0042054	0.5788238	0.4034296	0.4130617	0.7438480	0.7547951	0.4868603	0.0711764	0.0727777	0.7389729	0.3961148	0.0503460	0.1864090	0.6119123
850	0.4590628	0.5324334	0.6953010	0.2158213	0.4878586	0.4460823	0.0184957	0.3927743	0.0795997	0.3420756	0.2700700	0.0168143	0.5286822	0.0211785	0.5780042	0.0980542	0.3683645	0.1396749	0.1017541	0.7998703	0.3964176	0.7110295	0.1519529	0.4646852	0.8303940	0.5362986	0.6259832	0.4290206	0.0626385	0.1894238	0.3447491	0.5185507	0.2927445	0.3738377	0.4429957	0.5598781	0.8569845	0.7516779	0.5981715	0.3006216	0.2570199	0.0286398	0.5658531	0.3977458	0.3305777	0.6483679	0.8166396	0.4789143	0.1186066	0.0940166	0.7090700	0.4397110	0.0638482	0.0924361	0.5046338
900	0.4943387	0.4692368	0.6089603	0.4676830	0.4896681	0.4378611	0.0066930	0.1571563	0.0607574	0.1946647	0.4769723	0.0144607	0.4226637	0.0429187	0.6433298	0.1096717	0.4409124	0.1869775	0.0551957	0.8285871	0.3182939	0.6555708	0.2114175	0.4617779	0.8609354	0.6835784	0.5819099	0.5752353	0.0361605	0.2518806	0.3047695	0.6398811	0.4690652	0.2991076	0.5259990	0.6736553	0.7862063	0.7518387	0.4014963	0.1745499	0.3418868	0.0321294	0.6868219	0.4033021	0.2198366	0.7594283	0.6995029	0.5240616	0.0967052	0.0951351	0.6709224	0.4565070	0.0313446	0.1532330	0.4977697
950	0.3637200	0.4096866	0.4990608	0.4446959	0.4194990	0.3759141	0.0021010	0.1285550	0.0908688	0.2608681	0.5574259	0.0093124	0.3240222	0.0427166	0.4806190	0.2107150	0.4075592	0.1451596	0.0658151	0.7333715	0.2793739	0.7004079	0.2460626	0.5330508	0.6558709	0.6661841	0.4827939	0.4485259	0.0549040	0.3379331	0.1809176	0.5816323	0.3855397	0.2427945	0.5592260	0.6407558	0.7054572	0.7997523	0.4655887	0.3085443	0.3280022	0.0967898	0.6610692	0.4554789	0.2708163	0.6949881	0.8242623	0.4533649	0.0564370	0.1135752	0.6869429	0.3512481	0.0537393	0.1932770	0.5340548
1000	0.4422285	0.4442820	0.5277515	0.2903160	0.3820198	0.3373138	0.0128741	0.2016528	0.0485691	0.2655152	0.4207661	0.0280963	0.3077348	0.0114571	0.6404081	0.1656341	0.3202127	0.1751099	0.0603383	0.6910174	0.3490149	0.7567042	0.2245610	0.4901049	0.7127922	0.6286158	0.5641415	0.4348408	0.0494608	0.2524741	0.2454280	0.6097571	0.4097920	0.2793905	0.5395080	0.6660169	0.8415537	0.8872263	0.4594039	0.3181069	0.3134524	0.0182117	0.6619037	0.3969242	0.2193280	0.6058356	0.7215265	0.5261298	0.1300611	0.1060674	0.6430309	0.3882140	0.1022940	0.1564596	0.6807556

0	0.5234738	0.4844778	0.5375682	0.4181531	0.4257978	0.3682299	0.0203310	0.2629409	0.0641150	0.3709394	0.3969920	0.0351022	0.4210171	0.0309758	0.6605426	0.0861960	0.2394264	0.1253927	0.0705859	0.7348696	0.2653331	0.8722896	0.2257522	0.5084053	0.8217427	0.7532242	0.6113007	0.4349047	0.0426009	0.2022271	0.2980831	0.5217494	0.4078762	0.2499537	0.5177207	0.7716736	0.9132884	0.8060208	0.4335634	0.2542863	0.3385023	0.0653115	0.6438918	0.4210081	0.2710377	0.6953583	0.8144794	0.6852558	0.0632097	0.0284113	0.6558712	0.4595228	0.0377201	0.2038988	0.6073004
50	0.2156232	0.4851059	0.4246858	0.2794063	0.3112315	0.3488660	0.0208764	0.3465056	0.1864374	0.3569622	0.5917593	0.0259869	0.2468762	0.0548124	0.4986532	0.1003896	0.2888912	0.1350944	0.0346003	0.7396170	0.3711296	0.7189687	0.1649498	0.4084749	0.7783140	0.8377820	0.4928311	0.4615696	0.0688112	0.2569544	0.2202250	0.4443899	0.1910248	0.5244982	0.4115435	0.6252785	0.7739420	0.4321045	0.5571804	0.2968425	0.2022276	0.0479556	0.5700230	0.0959408	0.1385844	0.7076983	0.7196777	0.4633918	0.0665737	0.0436872	0.6737910	0.6747819	0.0081008	0.2269023	0.6014140
100	0.1605026	0.5908967	0.2749841	0.0882985	0.2473740	0.3389484	0.0087435	0.4575086	0.2681968	0.4532593	0.7238337	0.0304394	0.1330109	0.0075876	0.5451012	0.2676322	0.5524744	0.2028367	0.0694700	0.6896674	0.2081413	0.6226225	0.1870253	0.4186685	0.7306507	0.5330026	0.4946798	0.3541820	0.0827102	0.4615619	0.0889594	0.3135045	0.1264596	0.6634819	0.3688948	0.5759774	0.8506942	0.4125329	0.4400313	0.0926183	0.1603702	0.1541363	0.2704522	0.1472110	0.0915876	0.4728553	0.5270722	0.3579172	0.0394151	0.0466991	0.6985324	0.6906078	0.0014155	0.2362981	0.4125937
150	0.0766393	0.6666443	0.2348781	0.0230864	0.1446182	0.2613624	0.0110996	0.5632533	0.2702701	0.3696858	0.7338988	0.0377413	0.1612737	0.0236937	0.6375398	0.3506261	0.6279296	0.2386050	0.1073246	0.6271603	0.1856210	0.5842794	0.1528108	0.3595473	0.8164677	0.6833274	0.4639242	0.3821094	0.0668971	0.5942841	0.0826620	0.2921362	0.0775624	0.6963459	0.3751657	0.5573186	0.7947149	0.4136035	0.5326945	0.0951871	0.1435209	0.3665605	0.2923845	0.2685266	0.1205351	0.6845953	0.5480224	0.3682574	0.0214544	0.0737416	0.7706822	0.6005849	0.0000000	0.2403443	0.2557223
200	0.0834727	0.6958399	0.1856914	0.0112243	0.1016197	0.3869085	0.0086227	0.5986822	0.2572797	0.4730225	0.6439802	0.0182761	0.2229503	0.0160118	0.8193350	0.3170849	0.7492717	0.2911973	0.0944934	0.7278741	0.1796174	0.5675090	0.1609939	0.4916135	0.7651314	0.5083418	0.4104190	0.3575758	0.0422159	0.5946309	0.0845325	0.1863163	0.0553377	0.5435157	0.3396565	0.6148126	0.7841556	0.5483836	0.5571289	0.1284315	0.0907057	0.3560344	0.3245121	0.2396400	0.1001101	0.6127779	0.4845273	0.4004883	0.0354563	0.0215352	0.6893783	0.6258366	0.0006011	0.2452933	0.2036369
250	0.0843509	0.6388260	0.2463965	0.0123690	0.0660496	0.4618363	0.0310066	0.4425015	0.2675672	0.3407890	0.7803835	0.0374655	0.2023405	0.0280644	0.7240508	0.4179658	0.6618023	0.3397105	0.0948995	0.8230030	0.1198472	0.5201685	0.1680082	0.4416872	0.7112750	0.6085918	0.5076468	0.3496190	0.0406301	0.5491552	0.1096219	0.2349198	0.0481665	0.6826327	0.4179873	0.7615154	0.6914407	0.4763889	0.5443170	0.1065529	0.1008784	0.2936523	0.3388353	0.2404604	0.1309054	0.4859935	0.4955946	0.2719777	0.0247358	0.0363024	0.6107417	0.6805382	0.0001444	0.2637022	0.2146667
300	0.0542676	0.7261275	0.1786526	0.0150064	0.0823545	0.3491352	0.0475762	0.5622726	0.2973679	0.4185908	0.7314743	0.0366909	0.1651718	0.0371621	0.7778344	0.3699250	0.5895431	0.2978255	0.0916013	0.7292434	0.0848964	0.5463140	0.2107061	0.4289602	0.7547697	0.6034926	0.4454032	0.3288809	0.0483101	0.6952676	0.0985784	0.2596299	0.0695710	0.7691628	0.3574268	0.7804341	0.7248742	0.4002879	0.6485694	0.1205859	0.0894488	0.3525540	0.2835525	0.2131586	0.0594328	0.4902478	0.5007244	0.3156417	0.0182417	0.0332848	0.6630230	0.5172360	0.0000863	0.1893882	0.1981713
350	0.0529454	0.7400153	0.1859641	0.0091693	0.0577468	0.3408413	0.0162462	0.5342198	0.2120862	0.4472713	0.7302017	0.0327633	0.1763864	0.0278948	0.7188497	0.4234182	0.6925761	0.3706888	0.0905603	0.8024987	0.1357055	0.6067157	0.1795377	0.4450099	0.7745152	0.6281949	0.5341915	0.3296120	0.0638298	0.5775225	0.1096539	0.1931024	0.0756288	0.7197897	0.3234258	0.6970581	0.7201124	0.4424147	0.5127676	0.1479739	0.0769945	0.3821448	0.2812262	0.2328018	0.1088320	0.5083590	0.6350742	0.3605005	0.0385118	0.0290655	0.6576795	0.6410840	0.0003361	0.2117657	0.2696778
400	0.1287945	0.7110316	0.1730330	0.0378934	0.0388508	0.4190771	0.0243367	0.6238762	0.2425461	0.3380775	0.6735847	0.0492929	0.2057971	0.0266689	0.7367743	0.4244145	0.5872499	0.3143494	0.0360763	0.6782244	0.1167414	0.5433018	0.1419188	0.4041172	0.8255113	0.5869187	0.4514083	0.4152110	0.1049807	0.6099831	0.1476481	0.2020513	0.0380167	0.8496214	0.3687066	0.7674799	0.7329038	0.3996432	0.5383197	0.0917248	0.1116573	0.2525114	0.2702500	0.1986304	0.0497015	0.4070671	0.4964039	0.3789528	0.0586578	0.0215045	0.6603901	0.6818219	0.0000000	0.2104444	0.3351070
450	0.1138234	0.7556286	0.2110989	0.0075782	0.0522795	0.3540863	0.0243135	0.4167891	0.3447425	0.3873486	0.7364419	0.0414552	0.2459393	0.0234466	0.7035950	0.4181286	0.6671272	0.2915489	0.0567448	0.6761115	0.2097579	0.6042872	0.1866307	0.3799199	0.6272064	0.5584747	0.5178583	0.4439281	0.1073744	0.6332889	0.0535717	0.2224939	0.0656974	0.8194931	0.3622308	0.6942764	0.6519340	0.4846728	0.4162582	0.0778658	0.1256734	0.2732999	0.2334925	0.1720664	0.0925993	0.3996061	0.4307982	0.3475469	0.0182353	0.0208106	0.8293544	0.6639553	0.0003462	0.2816786	0.2021145
500	0.1266828	0.7384577	0.1846925	0.0201138	0.0626960	0.3556059	0.0238907	0.5364171	0.2143586	0.3551995	0.7067993	0.0495491	0.2809281	0.0347425	0.6263585	0.3231910	0.5502659	0.2672462	0.0791471	0.8850182	0.1846011	0.5927646	0.2511137	0.4250094	0.6478145	0.5037280	0.5738340	0.3778257	0.0455944	0.6166298	0.1170515	0.2832156	0.0493642	0.8114027	0.3604934	0.7184516	0.8195124	0.3949942	0.5144329	0.1049519	0.0813033	0.3094983	0.2459820	0.1982317	0.1332673	0.6090875	0.6090474	0.3513588	0.0123772	0.0446880	0.8210374	0.6671175	0.0011568	0.2185061	0.2486193
550	0.2190317	0.6848977	0.5149233	0.0123372	0.1209315	0.3967689	0.0103336	0.3424329	0.1317760	0.4511972	0.3784519	0.0402324	0.6181171	0.0064867	0.6786764	0.3303542	0.6449395	0.2308350	0.0954769	0.6005018	0.2281988	0.6347560	0.1441219	0.3085423	0.7925109	0.5819095	0.5685989	0.4788614	0.0468152	0.4788565	0.1528391	0.3894596	0.1394393	0.3957199	0.4415431	0.5992119	0.6462738	0.8171892	0.4657989	0.1517416	0.2936172	0.4488856	0.3752743	0.3978431	0.2549918	0.5145092	0.6080341	0.6795627	0.0554154	0.0462911	0.6740286	0.5226348	0.0740404	0.2310505	0.3665243
600	0.3754518	0.7264965	0.6877740	0.1799976	0.3942479	0.5221976	0.0084768	0.2862353	0.1164172	0.3766318	0.3548609	0.0272622	0.7450295	0.0112839	0.5702900	0.2018820	0.4814600	0.2832600	0.0569831	0.6683551	0.3228031	0.7524967	0.2008665	0.4055468	0.6747457	0.5921818	0.5663341	0.4328493	0.0967128	0.4649506	0.2802995	0.4428594	0.4423864	0.4245228	0.5415125	0.6695380	0.7982390	0.7978551	0.3764963	0.2183711	0.2868214	0.2259397	0.5959084	0.3531864	0.1872345	0.6436861	0.6690781	0.5969102	0.0661976	0.1230869	0.7411627	0.4239695	0.0594582	0.1754528	0.4017242
650	0.5847695	0.4684537	0.6287643	0.3856244	0.4268095	0.4642772	0.0085764	0.2407725	0.0411683	0.3342140	0.3566456	0.0102881	0.3767510	0.0882126	0.7198141	0.1464674	0.2560149	0.1744148	0.0379498	0.7523692	0.3081454	0.7142870	0.2737293	0.4911616	0.7380242	0.6884820	0.5460277	0.3937333	0.0411807	0.4259159	0.3410300	0.6244400	0.5374824	0.3770587	0.4038349	0.6428944	0.7680880	0.7622288	0.4866760	0.2138737	0.3660647	0.1254311	0.6825718	0.3570220	0.1182687	0.5506675	0.7516193	0.5887399	0.0405391	0.1071305	0.6747646	0.3415114	0.0684325	0.1376743	0.4508970
700	0.5978373	0.3456055	0.5311662	0.6257046	0.4799988	0.3185067	0.0080702	0.1649307	0.0695556	0.2485383	0.3711779	0.0049784	0.2783554	0.0905901	0.5845538	0.1255138	0.2638053	0.1657619	0.0528480	0.5849820	0.3348117	0.6834128	0.2338546	0.5223553	0.7121785	0.6294980	0.4950937	0.4557685	0.0144414	0.3936918	0.2532618	0.5905941	0.4382790	0.3559261	0.4429006	0.5908738	0.6740622	0.7460962	0.4470899	0.1596877	0.2378677	0.1006193	0.6632893	0.3668017	0.1999638	0.7110766	0.7163971	0.5153564	0.0569399	0.0479514	0.7608337	0.4315652	0.0439348	0.1520146	0.6877643
750	0.3883150	0.4073484	0.6317316	0.4192605	0.4000998	0.3211534	0.0179853	0.1871263	0.0482188	0.3286065	0.5653765	0.0238776	0.3960698	0.0630879	0.6122515	0.0875591	0.2988242	0.1835591	0.0443754	0.8132934	0.3127348	0.6229734	0.1290574	0.4885233	0.6679394	0.4876528	0.5784659	0.4233348	0.0308411	0.3378320	0.2651650	0.4328872	0.3110195	0.2780250	0.3870068	0.7036020	0.6624564	0.8215956	0.3602143	0.2757001	0.2270970	0.0587615	0.6056117	0.4168578	0.3731998	0.6598845	0.6925483	0.6089741	0.1020273	0.1052053	0.7308934	0.5207954	0.0701904	0.1673698	0.7001010
800	0.4408407	0.4611858	0.6954771	0.2752367	0.4072061	0.3955767	0.0397508	0.2183754	0.0760377	0.3244662	0.2873876	0.0215206	0.5026997	0.0338603	0.5635516	0.0962803	0.3379224	0.2185344	0.0567563	0.7668822	0.3814781	0.8639894	0.2517772	0.5167143	0.7762612	0.5342330	0.6236829	0.4515947	0.0316625	0.2683657	0.2230479	0.4596467	0.3018934	0.2636306	0.4844913	0.5994249	0.7818125	0.8102970	0.4967087	0.2820056	0.2921727	0.0491904	0.6181935	0.2905828	0.2592179	0.6583792	0.7391701	0.6383999	0.0773525	0.0482503	0.7336275	0.4700101	0.0283464	0.2133752	0.8124148
850	0.5576888	0.5334564	0.6385839	0.3819510	0.5031623	0.4119867	0.0078797	0.2755759	0.0654381	0.3485690	0.3827826	0.0310574	0.4403674	0.0458857	0.6704642	0.0823102	0.2726470	0.1488110	0.0699474	0.8807351	0.3527396	0.6604277	0.2282834	0.4879254	0.7112608	0.5910832	0.5872529	0.4090237	0.0185758	0.1977657	0.2225198	0.6760565	0.3626365	0.2999876	0.4902328	0.5589763	0.7696077	0.7699071	0.3653140	0.2155000	0.2653022	0.0263070	0.6678105	0.4205259	0.3370752	0.6278781	0.7251713	0.6047440	0.1017742	0.0926578	0.8694945	0.4800534	0.0475062	0.1419988	0.7198822
900	0.5332882	0.4024014	0.4736455	0.5338566	0.4430109	0.3748816	0.0554198	0.2136222	0.0730069	0.2275673	0.4503706	0.0204085	0.4002227	0.0956173	0.5303177	0.1498028	0.3053987	0.1451397	0.0708711	0.8597775	0.3456579	0.7575861	0.2157558	0.5404306	0.6284380	0.5493901	0.4285430	0.4358884	0.0339041	0.2511912	0.2581709	0.4726661	0.5205593	0.3005454	0.4807742	0.6666474	0.8393805	0.7297529	0.5601400	0.2195474	0.3784430	0.0381445	0.6471810	0.4059657	0.2367444	0.7528216	0.7516533	0.7372439	0.0981101	0.0578823	0.8227691	0.4185360	0.0698870	0.1944718	0.6489014
950	0.3083231	0.4983442	0.5832491	0.5343527	0.3729961	0.3913733	0.0199637	0.1651371	0.0560728	0.2367017	0.4198730	0.0264460	0.3206863	0.0406445	0.7168819	0.0706640	0.2889337	0.2000394	0.0919609	0.7833052	0.4168880	0.7727584	0.1499378	0.5366959	0.7014447	0.6282908	0.6087206	0.3782208	0.0650940	0.2946771	0.1650253	0.5598764	0.3023204	0.1613285	0.4998404	0.7277245	0.7619996	0.6661042	0.4457976	0.2153350	0.3700939	0.0308521	0.4845584	0.3284361	0.2979404	0.6282328	0.8451885	0.5713172	0.0608047	0.0796757	0.7198451	0.4868990	0.0499917	0.1664091	0.6970369
