"Time"	G1	G2	G20	G10	G4	G17	G16	G9	G18	G94	G11	G98	G7	G6	G46	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G14	G13	G12	G15	G39	G41	G50	G51	G53	G52	G55	G21	G22	G42	G44	G49	G40	G45	G54	G47	G72	G67	G57	G43	G48	G61	G8	G95	G60	G58	G99	G59	G79	G81	G83	G82	G84	G89	G80	G88	G90	G91	G86	G85	G78	G77	G75	G93	G92	G69
750	0.5087380	0.1563999	0.7480895	0.1059358	0.4131388	0.3668144	0.3821870	0.5562028	0.2848349	0.7227862	0.1901635	0.6313015	0.0233620	0.3443942	0.0095603	0.5472994	0.0026156	0.0306163	0.6624240	0.7064952	0.0419691	0.5738412	0.2437709	0.4622342	0.4424867	0.2380589	0.6797496	0.2360771	0.1680322	0.3651942	0.6088669	0.1225553	0.0884188	0.4788590	0.2787951	0.4214550	0.5004634	0.4970003	0.4139052	0.4312167	0.7358035	0.3087495	0.5680074	0.0898617	0.5950421	0.6265231	0.3201194	0.4864349	0.0225005	0.5976000	0.6986246	0.0070317	0.4019967	0.0227837	0.7945293	0.6218922	0.6888613	0.6952597	0.4978561	0.1106213	0.0247685	0.0598601	0.0384539	0.0104342	0.0827784	0.5870966	0.2117812	0.5304072	0.1370525	0.0330988	0.4183116	0.2940217	0.0165941	0.4546592	0.3585035
800	0.3624266	0.1042922	0.6615255	0.1317259	0.3789627	0.4035213	0.2781593	0.6418197	0.2102777	0.6768481	0.1411910	0.6259061	0.0189061	0.3142034	0.0075491	0.7283923	0.0100682	0.0065022	0.6950294	0.6888146	0.0216447	0.6266575	0.3378807	0.4694180	0.4116737	0.2048362	0.6998250	0.1835192	0.2249979	0.4141510	0.6062645	0.1656523	0.1246914	0.4531332	0.2080719	0.4504114	0.4695400	0.5510515	0.3805987	0.4055127	0.6144940	0.2189913	0.4636384	0.0713027	0.6949538	0.6565254	0.4176788	0.4981987	0.0151102	0.5404953	0.7009003	0.0054878	0.4350586	0.0110765	0.6501761	0.5689259	0.5612034	0.6322818	0.6117878	0.0718597	0.0259029	0.0423296	0.0569804	0.0050775	0.0690878	0.7474253	0.2607527	0.7649061	0.1448718	0.0614216	0.4131061	0.3535696	0.0451162	0.4390993	0.3325330
850	0.4047466	0.1261888	0.6791855	0.1391162	0.4334828	0.3586195	0.2304337	0.5136682	0.2318991	0.7228885	0.1826773	0.6376043	0.0057290	0.3627062	0.0123113	0.6240106	0.0032116	0.0064849	0.8004498	0.7010898	0.0548037	0.5183640	0.2923386	0.3524960	0.4937127	0.1506037	0.6526116	0.2048050	0.1615107	0.3831313	0.7502305	0.1854744	0.1082819	0.3986086	0.2190576	0.4920859	0.4871436	0.5761123	0.3747844	0.4465174	0.6778328	0.2932355	0.4819852	0.0429596	0.6404208	0.7072504	0.3178080	0.5053699	0.0391014	0.5147461	0.4696510	0.0048401	0.4066053	0.0214715	0.6836598	0.6882691	0.7203163	0.7034685	0.6130158	0.0884750	0.0340697	0.0235312	0.0097946	0.0166092	0.0907255	0.6148058	0.2024406	0.6525712	0.1788044	0.0226181	0.4111367	0.2994831	0.0519881	0.4407771	0.3822792
900	0.3892163	0.1480169	0.5604183	0.1058568	0.4410311	0.3497554	0.3554282	0.5558507	0.2634468	0.5563429	0.1298310	0.6182740	0.0069499	0.3518230	0.0042351	0.6153184	0.0035634	0.0048565	0.6843460	0.6364084	0.0627425	0.6623501	0.3278791	0.5077277	0.5014130	0.1828412	0.7172272	0.2171472	0.2690362	0.4960047	0.5954429	0.1606768	0.1048513	0.3779004	0.1171391	0.4271447	0.5619259	0.4732858	0.3243269	0.3442975	0.6759819	0.2222255	0.3426711	0.0903786	0.7165334	0.6164830	0.5462860	0.3842303	0.0297388	0.5926769	0.5170060	0.0086804	0.4712417	0.0191459	0.5475215	0.7371029	0.8294296	0.5814777	0.4666259	0.0587613	0.0332579	0.0510632	0.0145329	0.0033282	0.0501856	0.8226453	0.2004531	0.7709863	0.1889687	0.0242023	0.3538233	0.3062122	0.0293545	0.3849413	0.3852319
950	0.4405262	0.1291392	0.5996450	0.0970044	0.4578097	0.3828212	0.3017216	0.4947380	0.2736010	0.8794517	0.1248008	0.5590044	0.0019420	0.3138347	0.0129267	0.6698565	0.0133162	0.0101948	0.6855342	0.7670054	0.0675327	0.6647270	0.2877445	0.4454733	0.3988903	0.1931352	0.7693556	0.1722588	0.1910159	0.5024671	0.6255929	0.1165793	0.0513857	0.3400750	0.1983607	0.4529532	0.4449931	0.5303290	0.3764743	0.3873046	0.7540187	0.1779188	0.3842239	0.0695462	0.6115511	0.5736766	0.3651634	0.5042253	0.0196649	0.5773047	0.5748708	0.0073493	0.3421296	0.0141559	0.6378184	0.6625952	0.7119137	0.5733953	0.3691041	0.0586137	0.0473000	0.0206453	0.0523207	0.0067140	0.0458208	0.6311161	0.1808050	0.7392447	0.1192385	0.0320324	0.3159767	0.4215639	0.0451064	0.3224408	0.4242733
1000	0.3591898	0.1477247	0.6017354	0.0938768	0.3893423	0.4654328	0.2741469	0.4318794	0.2700069	0.6589054	0.1322521	0.6075973	0.0066866	0.3327803	0.0086125	0.6392844	0.0029978	0.0173585	0.6722252	0.6529301	0.0458979	0.5505716	0.3199099	0.5220163	0.4434165	0.2388369	0.7383788	0.2138253	0.1896578	0.3635031	0.6791255	0.1364048	0.0945498	0.4698593	0.1423295	0.3722977	0.5786776	0.5617734	0.3595908	0.3400559	0.5651106	0.2006511	0.4483184	0.0511551	0.6735839	0.6764574	0.4017896	0.3887412	0.0460893	0.5491982	0.5231497	0.0042562	0.4172520	0.0273012	0.6156973	0.7826368	0.6613081	0.6533511	0.5132855	0.0946696	0.0501164	0.0279816	0.0258942	0.0077425	0.0579759	0.5941400	0.1426250	0.6437716	0.1872247	0.0162688	0.4576875	0.3940266	0.0485602	0.3962426	0.3616105

0	0.4257303	0.1641545	0.6696752	0.1063387	0.3901405	0.4149632	0.3323136	0.5073265	0.3093532	0.7707252	0.1286853	0.6854364	0.0041843	0.3659493	0.0062878	0.6886224	0.0033324	0.0058347	0.8569000	0.6888224	0.0562710	0.5442956	0.3020255	0.5842108	0.4687897	0.2356442	0.6287592	0.2162962	0.1874200	0.4444326	0.6333751	0.1170650	0.1184597	0.5263927	0.2310737	0.5180247	0.6235756	0.5133517	0.4561225	0.4228032	0.5394895	0.2382385	0.4667206	0.0760231	0.7157638	0.6752262	0.4392111	0.5347396	0.0080921	0.5747339	0.7367125	0.0040943	0.4394577	0.0124929	0.6625279	0.6652264	0.7052993	0.6680063	0.4994370	0.0967200	0.0361348	0.0951593	0.0599629	0.0135377	0.0297677	0.7076715	0.2913924	0.7036950	0.1626455	0.0500176	0.3627785	0.3996593	0.0585611	0.3447623	0.3906972
50	0.4016895	0.1152912	0.6724328	0.1262566	0.3555742	0.3513000	0.1137363	0.4784211	0.2658903	0.1530760	0.1331057	0.6288944	0.0055388	0.2868861	0.0036188	0.6568738	0.0032197	0.2123120	0.7235926	0.5282426	0.0254435	0.5784982	0.3169010	0.4595299	0.4821313	0.1470129	0.1546073	0.1622408	0.1802193	0.3586827	0.3298791	0.1964231	0.0958167	0.5057345	0.2284979	0.4408664	0.3382335	0.4662544	0.2687217	0.3885161	0.5995159	0.2533798	0.4397835	0.0447386	0.6699960	0.6776456	0.4066634	0.4001215	0.0079085	0.6200185	0.5708174	0.2302760	0.5607438	0.0151333	0.6350057	0.3897445	0.6721432	0.6718860	0.4493062	0.0788139	0.0461079	0.0300241	0.0197995	0.0023106	0.1023928	0.6972266	0.2805651	0.3347367	0.1319388	0.0411105	0.3737109	0.3022401	0.0373440	0.3582742	0.4608159
100	0.3487031	0.1120564	0.6491742	0.0701811	0.4378932	0.3735197	0.1158276	0.5409923	0.2550678	0.1554010	0.1580065	0.5838280	0.0010824	0.3799076	0.0005658	0.6755905	0.0029542	0.4014909	0.6486190	0.7159463	0.0567119	0.5385660	0.3446342	0.4911495	0.3887929	0.2650929	0.0914566	0.2292029	0.2003460	0.3559580	0.3092082	0.1285422	0.0534605	0.3543216	0.2112931	0.3776786	0.2146982	0.5284217	0.2368149	0.3991644	0.6832865	0.3277499	0.4603451	0.0823624	0.6854523	0.7875142	0.4092581	0.4219399	0.0142162	0.5603607	0.5507617	0.3815909	0.5565358	0.0143323	0.7640219	0.5254572	0.6461064	0.6665894	0.5254834	0.0464487	0.0220405	0.0272333	0.0213044	0.0042662	0.0545937	0.6859672	0.1768945	0.2768212	0.1453165	0.0175894	0.4436431	0.3819836	0.0401896	0.4242719	0.6119190
150	0.3862334	0.1568388	0.6598582	0.1400881	0.4341318	0.4149403	0.0967811	0.4915966	0.2189633	0.1239332	0.1943729	0.5758978	0.0104798	0.2735098	0.0030409	0.6062360	0.0072361	0.3539200	0.7061336	0.6872899	0.0439556	0.6049456	0.3654450	0.6355476	0.3310345	0.1457180	0.0314217	0.2048990	0.2234112	0.4243931	0.4010370	0.1360792	0.0700684	0.4352796	0.1441688	0.3165503	0.2361613	0.4702758	0.2390463	0.4319405	0.4978058	0.3351496	0.4903679	0.1262321	0.6631045	0.6462721	0.3453538	0.5064079	0.0263454	0.5872040	0.5771403	0.3636491	0.4248121	0.0172362	0.6298709	0.4360837	0.5870025	0.5648587	0.4033025	0.1084519	0.0235082	0.0360935	0.0118603	0.0195922	0.0321319	0.6228782	0.1686584	0.2561254	0.1751971	0.0335116	0.4279103	0.3180663	0.0407384	0.4849948	0.6307962
200	0.3875854	0.1396848	0.6951712	0.1049820	0.4785453	0.4516411	0.0643665	0.4938614	0.2922609	0.1461197	0.1128485	0.6284670	0.0032433	0.3638231	0.0021668	0.7986998	0.0061457	0.3491880	0.7578383	0.7264240	0.0529622	0.6296787	0.3074662	0.4266075	0.4989090	0.1804155	0.0127949	0.2269147	0.2312910	0.3689299	0.3541547	0.0837714	0.1300651	0.4282946	0.2008262	0.3170509	0.2987639	0.4417263	0.2738535	0.4681515	0.7350664	0.2821909	0.4920492	0.1077583	0.6198855	0.5715036	0.3493904	0.4390902	0.0044003	0.6274964	0.5326742	0.3134588	0.5019970	0.0408791	0.6008579	0.5379317	0.7198709	0.6174294	0.6596973	0.0467935	0.0263446	0.0228739	0.0248793	0.0115277	0.0557226	0.7183453	0.1365440	0.2973185	0.2108847	0.0308716	0.4641071	0.3895428	0.0758484	0.3119164	0.5567809
250	0.3282283	0.1798076	0.7351601	0.0968554	0.4790746	0.4048235	0.0762316	0.5305089	0.2398760	0.1091112	0.1385062	0.6883688	0.0155624	0.4418212	0.0056949	0.7127419	0.0060340	0.4767362	0.7177405	0.7827827	0.0767631	0.5023630	0.2879000	0.5684727	0.4535649	0.1895043	0.0059992	0.1826750	0.2313082	0.3447883	0.3000761	0.1732668	0.0892129	0.4637853	0.2185171	0.4169546	0.3260635	0.4524965	0.2142323	0.3574490	0.6514339	0.2907416	0.3880526	0.0450180	0.5795879	0.5906792	0.3670259	0.4037204	0.0070302	0.5225723	0.5619673	0.4362212	0.3794548	0.0228033	0.6433059	0.4425329	0.6261208	0.7062230	0.4858980	0.0720591	0.0288530	0.0447933	0.0119726	0.0127107	0.0452532	0.6374861	0.1934245	0.2830201	0.1089663	0.0240262	0.3439034	0.2547554	0.0636624	0.4087125	0.6677068
300	0.3689746	0.2087599	0.6676680	0.0833767	0.3843725	0.3670385	0.0751353	0.4482198	0.1395770	0.1766613	0.1841126	0.5273272	0.0028832	0.4219274	0.0046855	0.6857962	0.0008109	0.3037792	0.6154234	0.7269658	0.0543172	0.4274666	0.3637366	0.6017611	0.4760015	0.1746819	0.0051537	0.2680133	0.2265615	0.2910487	0.4289429	0.1339374	0.0664713	0.4042548	0.1429879	0.4620175	0.2573579	0.3946462	0.1629989	0.3938817	0.5792297	0.2427059	0.5091746	0.0476927	0.7000463	0.5699710	0.3789992	0.5143888	0.0121707	0.5921457	0.6299900	0.3319552	0.3840594	0.0336144	0.6070929	0.4692012	0.6681303	0.6300419	0.5901986	0.0839004	0.0434068	0.0367037	0.0443874	0.0071706	0.0539185	0.6595174	0.2424189	0.2215795	0.1035324	0.0389734	0.4007813	0.3104546	0.0544738	0.3956486	0.6581698
350	0.3992702	0.1328435	0.6631121	0.1124773	0.4404238	0.3999684	0.0566325	0.4896529	0.2667424	0.0956991	0.1272848	0.5585556	0.0040828	0.3934259	0.0025972	0.6698225	0.0009974	0.3560120	0.7351416	0.7317170	0.0422376	0.3775097	0.3062458	0.5388676	0.5173597	0.1627109	0.0006826	0.1837715	0.1920841	0.4354811	0.4432212	0.0640473	0.1471693	0.4185512	0.1636663	0.3827741	0.2340415	0.5145626	0.2155381	0.5126998	0.6197669	0.2337469	0.5216678	0.0576107	0.6685208	0.6247104	0.3033466	0.4253548	0.0045135	0.5330709	0.6926741	0.3484088	0.5231402	0.0285322	0.6812890	0.4395205	0.5900542	0.6713709	0.4926586	0.1433467	0.0321296	0.0513571	0.0212091	0.0130550	0.0629049	0.6184456	0.2033126	0.2676574	0.1527323	0.0432943	0.4006731	0.3242528	0.0490214	0.4159910	0.6227132
