"Time"	G1	G3	G5	G7	G8	G4	G83	G22	G6	G87	G85	G86	G54	G89	G88	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G23	G80	G82	G51	G50	G58	G31	G78	G94	G93	G95	G91	G90	G17	G65	G16	G57	G52	G34	G55	G56	G33	G36	G37	G72
450	0.6057215	0.4694270	0.0000533	0.4379083	0.5594175	0.7542110	0.3820779	0.6394504	0.0058011	0.0021083	0.1678256	0.8120652	0.0959943	0.0482693	0.6382802	0.6775135	0.3940850	0.3577637	0.0474577	0.5472955	0.5727335	0.4505104	0.0696828	0.1951127	0.3788907	0.3715453	0.6690232	0.8334685	0.4971536	0.0405229	0.8466005	0.1622280	0.0010658	0.4340345	0.2415285	0.0243787	0.0117698	0.6601863	0.5371277	0.7767337	0.3638617	0.0835095	0.5260143	0.4325029	0.4777782	0.0547003	0.3547474	0.7667579	0.1570948	0.6542802
500	0.5339690	0.5180644	0.0000071	0.5829071	0.6888350	0.6242238	0.3646079	0.6760912	0.0033394	0.0000000	0.0758871	0.6608588	0.1061566	0.0810808	0.7468926	0.7273058	0.4144395	0.3493927	0.0455287	0.4484029	0.5457743	0.3692294	0.1112994	0.2009775	0.3404431	0.3815706	0.6344913	0.6356673	0.6052485	0.0345109	0.5816699	0.1640570	0.0041458	0.3800455	0.2792083	0.0257585	0.0134248	0.6286918	0.4231869	0.8306711	0.3615693	0.0502981	0.6776718	0.4581727	0.3713599	0.0633031	0.5667754	0.7142813	0.1478108	0.7398536
550	0.4338285	0.5060636	0.0049692	0.4204620	0.5870868	0.6636907	0.4504043	0.8450995	0.0053601	0.0012255	0.5187872	0.6478194	0.1156488	0.0364070	0.8210827	0.5422444	0.3537651	0.3532165	0.0461848	0.6065151	0.5646862	0.5254186	0.6757588	0.1254935	0.2926129	0.3456271	0.6893819	0.6052035	0.3374216	0.0287532	0.5886838	0.1325612	0.5447666	0.1768834	0.1374780	0.0573152	0.0159321	0.7043485	0.4092488	0.7094938	0.4047800	0.0679370	0.5529848	0.5182339	0.3904037	0.3762118	0.4135791	0.6432398	0.1615867	0.8231958
600	0.2423031	0.4905827	0.0559970	0.4743446	0.6914634	0.9101658	0.4039884	0.6912422	0.0044667	0.0008811	0.4925694	0.7542834	0.0748748	0.0394798	0.6537510	0.3741099	0.3182581	0.3973139	0.0633659	0.5656960	0.5714521	0.4397228	0.6989204	0.1448082	0.2959656	0.3997349	0.7224787	0.6781723	0.1944041	0.0417300	0.6967314	0.1769594	0.6629988	0.3294688	0.2628479	0.2174200	0.0119409	0.5592862	0.4369191	0.8256172	0.3247206	0.1154468	0.4209839	0.3526934	0.3507536	0.3199244	0.4914450	0.6227077	0.1331964	0.6523124
650	0.1333918	0.3829900	0.0238949	0.7558766	0.7545713	0.5667391	0.3590571	0.5905943	0.0047167	0.0000559	0.5347543	0.6782011	0.0735993	0.0397692	0.7439501	0.4114561	0.3305217	0.3368032	0.0704145	0.5988988	0.6605494	0.5450096	0.8843263	0.3374991	0.3049278	0.4311607	0.7988995	0.6990218	0.2191361	0.0367718	0.7938948	0.1875372	0.6645316	0.5721623	0.3316598	0.2456806	0.0089279	0.7110920	0.3713839	0.7717442	0.3135014	0.0779563	0.6072509	0.4491910	0.3705311	0.2875793	0.4667568	0.7962787	0.1022159	0.6479536
700	0.1264318	0.3669870	0.0690691	0.7422916	0.7426804	0.6104797	0.3885748	0.8009743	0.0087785	0.0009984	0.6062217	0.6755109	0.1280838	0.0898720	0.6880693	0.3956834	0.2408762	0.3914200	0.0397394	0.4654875	0.5904521	0.6290985	0.7773359	0.3942489	0.3650532	0.3945516	0.6502422	0.6146563	0.2367227	0.0491667	0.7998192	0.1327561	0.7291794	0.6235021	0.3637518	0.3237451	0.0114716	0.8190604	0.4461073	0.5370375	0.3282713	0.0759576	0.4946026	0.4230260	0.3502155	0.3273169	0.4924304	0.7781602	0.0727614	0.5859414
750	0.0810331	0.2449700	0.0626400	0.7804895	0.6493548	0.3956553	0.5199425	0.7125914	0.0333850	0.0030745	0.5257030	0.7912787	0.0801896	0.0676395	0.8055898	0.3622872	0.3492343	0.3601502	0.0437995	0.5131334	0.6524481	0.6922747	0.6684729	0.5530502	0.3661572	0.3723909	0.5590712	0.5678576	0.2143450	0.0479112	0.6561214	0.1295878	0.6531942	0.6816858	0.3163429	0.3971811	0.0057341	0.7214625	0.4026949	0.7434990	0.3135474	0.0603153	0.6917883	0.5453627	0.4727641	0.3688128	0.5259362	0.7187136	0.1228498	0.7244541
800	0.0791438	0.1710511	0.1046704	0.8167487	0.6234567	0.2789143	0.4444719	0.7718090	0.0224617	0.0053709	0.5524684	0.7060723	0.1126912	0.0410751	0.7092078	0.4228180	0.3858302	0.4388225	0.0663322	0.5728610	0.6557492	0.6093667	0.7730041	0.5207175	0.4371549	0.4453600	0.7013476	0.6090530	0.1932119	0.0140773	0.6605310	0.1440017	0.7157263	0.7454655	0.3762857	0.3729971	0.0299084	0.7136083	0.5002560	0.6865258	0.3560175	0.0378359	0.4907772	0.4545157	0.3303452	0.2822048	0.4485754	0.7233717	0.0873313	0.8423436
850	0.0556108	0.1151054	0.1547981	0.5716409	0.7899146	0.2271229	0.5811660	0.7125552	0.0216331	0.0041243	0.5884023	0.6207753	0.0816628	0.0482176	0.7298197	0.4232006	0.3715436	0.3953032	0.0588994	0.6028789	0.5837747	0.6557301	0.8948702	0.4950748	0.2818687	0.3752296	0.6802920	0.6247730	0.2294131	0.0166430	0.8963415	0.1592242	0.7206139	0.6501979	0.4070448	0.3504074	0.0229815	0.6359931	0.4184970	0.6981709	0.4358780	0.0947868	0.4235916	0.3810966	0.3745527	0.2752735	0.5597698	0.8512917	0.0953881	0.7647971
900	0.1079979	0.1144004	0.1287050	0.7291841	0.6985814	0.2897953	0.5751302	0.7243908	0.0389722	0.0022097	0.5714049	0.7431812	0.0950862	0.0794898	0.7635811	0.3801157	0.2842178	0.3662878	0.0923276	0.5319017	0.7592316	0.6349254	0.6468810	0.4603495	0.3161495	0.3995443	0.7400965	0.5819150	0.2560930	0.0300811	0.6699096	0.1691738	0.7249387	0.7186594	0.3978150	0.4031394	0.0269552	0.7607292	0.4152207	0.6563817	0.2825042	0.0678678	0.5920655	0.4737066	0.4219946	0.2304550	0.4305539	0.7388182	0.2338094	0.6997302
950	0.1155906	0.0987855	0.1106465	0.7846348	0.8364524	0.3503945	0.5665758	0.7432082	0.0361774	0.0039142	0.5035136	0.6663565	0.0975790	0.1410530	0.7089586	0.4626610	0.3235176	0.4316403	0.0418142	0.5361023	0.4699027	0.8475201	0.7452773	0.4552020	0.3392674	0.3880193	0.6830422	0.5218225	0.1714607	0.0332636	0.7079454	0.1510859	0.6713403	0.8291489	0.4231232	0.2920942	0.0044581	0.8667099	0.3479424	0.6249575	0.2937356	0.0549798	0.7057626	0.3841942	0.3607845	0.2214163	0.4780695	0.7196030	0.1781130	0.7659727
1000	0.1161484	0.1039426	0.1962408	0.7117114	0.7138750	0.2052158	0.4857843	0.7102290	0.0514360	0.0072371	0.5342234	0.7999592	0.0996697	0.1731722	0.6446721	0.3659811	0.4439383	0.4301190	0.0369015	0.4519127	0.5415061	0.7581545	0.7310207	0.4276870	0.3537666	0.4055136	0.5811097	0.6446424	0.1739541	0.0322109	0.7069822	0.1335395	0.6043135	0.7557659	0.3162750	0.3760612	0.0044649	0.7659642	0.3681424	0.6351376	0.3079688	0.0562094	0.5445054	0.4208165	0.3913640	0.3768233	0.3262820	0.5992900	0.1608052	0.5769747

0	0.1264566	0.1049556	0.1114764	0.8201056	0.6551057	0.2982793	0.5311314	0.8178337	0.0734543	0.0005061	0.5623574	0.8174134	0.1134038	0.1118105	0.7600736	0.4228251	0.3402789	0.4586601	0.0854502	0.5173291	0.4352510	0.5463103	0.7134479	0.3852001	0.3333189	0.4670668	0.5942584	0.6277007	0.1372323	0.0261660	0.6949529	0.1083449	0.7048742	0.7045989	0.3858076	0.5031426	0.0258776	0.9650353	0.4262227	0.7011928	0.3149117	0.0754398	0.5057458	0.4752518	0.4271111	0.3196295	0.4193795	0.6522770	0.1246873	0.6114809
50	0.0991998	0.5497630	0.0911006	0.6021139	0.6916618	0.5583126	0.5203167	0.7178470	0.0203624	0.0005034	0.5755473	0.6571550	0.0989272	0.5622300	0.3235946	0.4143215	0.2103070	0.1522800	0.0404395	0.2774154	0.5008506	0.3419147	0.8953991	0.5565607	0.3422859	0.4697811	0.3998625	0.4995333	0.4478872	0.0160227	0.5240969	0.1273455	0.7443231	0.6753483	0.2965337	0.3622487	0.0138433	0.6886402	0.4206783	0.7915587	0.3825588	0.0943743	0.4520754	0.4227032	0.3532213	0.2782191	0.2728908	0.6521408	0.0922177	0.6655153
100	0.0928568	0.6258026	0.0425353	0.7710362	0.7269292	0.4777359	0.4968818	0.8064805	0.0205776	0.0006932	0.5488894	0.6264424	0.1729931	0.5670006	0.1620120	0.3813035	0.1846283	0.1129677	0.0638069	0.2410249	0.5311942	0.3562809	0.8324044	0.5451568	0.3818802	0.5056180	0.7163164	0.4934357	0.4587899	0.0576284	0.6337276	0.1042688	0.7551392	0.6270986	0.4477455	0.3814161	0.0295211	0.6443760	0.4789670	0.7821254	0.3645183	0.0970904	0.5401900	0.3773934	0.3746880	0.4001557	0.2643245	0.5573682	0.0717757	0.7953869
150	0.0866237	0.6911866	0.0758068	0.5714962	0.6980148	0.3917810	0.4572371	0.9580850	0.0221341	0.0001028	0.6015528	0.6751216	0.1194494	0.5264529	0.1791273	0.4689855	0.1536251	0.1455205	0.0635544	0.1404176	0.6232774	0.2087130	0.6955660	0.6503053	0.3796257	0.3976758	0.5124657	0.4499531	0.4645971	0.0692849	0.5423640	0.1465554	0.6836937	0.6779053	0.4661967	0.3300967	0.0142969	0.8335906	0.3689157	0.7134529	0.2655137	0.1078115	0.5924348	0.3358520	0.3258237	0.4022947	0.2257257	0.6440095	0.0273632	0.6761347
200	0.1074531	0.6453037	0.2202228	0.6186987	0.7679195	0.2071916	0.6475609	0.6580791	0.0420152	0.0026776	0.5793350	0.6896794	0.1155440	0.5704205	0.1037931	0.3718017	0.1193985	0.1121666	0.0525226	0.2186551	0.5721889	0.1576080	0.6652546	0.6020000	0.3168006	0.4277058	0.6384888	0.5932228	0.4856143	0.0180345	0.5368316	0.1402405	0.6461865	0.6778223	0.3151920	0.3642870	0.0119861	0.6942210	0.3017183	0.7299901	0.4030169	0.0544242	0.6401172	0.2403639	0.2565363	0.4470217	0.1476907	0.7657550	0.0149737	0.7869317
250	0.1430741	0.7152606	0.1327337	0.7749734	0.7878927	0.4478971	0.5259065	0.6993787	0.0189475	0.0016893	0.4624245	0.6744041	0.1622482	0.5641122	0.1641246	0.3834924	0.1151004	0.1336538	0.0585423	0.2490289	0.5854233	0.2092316	0.8566444	0.6063245	0.3646618	0.5206438	0.6163394	0.6098667	0.5507001	0.0296898	0.5287064	0.1239732	0.7038612	0.6748881	0.4592706	0.2687255	0.0080812	0.7072785	0.3849927	0.7895866	0.2949475	0.0798046	0.6851891	0.2298073	0.2917468	0.4762827	0.2090638	0.7524252	0.0316939	0.7142230
300	0.1126999	0.7742848	0.1084511	0.6962825	0.7379008	0.3196690	0.5302094	0.7060506	0.0189796	0.0027887	0.4368324	0.5854297	0.1157662	0.6041946	0.1012939	0.4381409	0.1493413	0.1794979	0.0643529	0.1799649	0.5101108	0.1952177	0.8135739	0.6338020	0.4389333	0.3649780	0.5147725	0.6652061	0.4922310	0.0461906	0.5929352	0.1585770	0.8037150	0.6321501	0.4141219	0.3717875	0.0044795	0.6923699	0.4981668	0.7033833	0.2700580	0.0482182	0.5984842	0.1395784	0.2314836	0.6016574	0.1579992	0.7645651	0.0066399	0.5740353
350	0.1173901	0.7773485	0.1197595	0.8024523	0.6823845	0.3532783	0.4814265	0.7449345	0.0183572	0.0021470	0.5626007	0.6428084	0.1300637	0.6124624	0.1123995	0.4469757	0.1802624	0.1828034	0.0641244	0.1899388	0.7471244	0.1343060	0.7294501	0.6725197	0.3566560	0.4752657	0.5338184	0.4618403	0.5312066	0.0722420	0.4007258	0.1839167	0.8384110	0.7053242	0.4020125	0.4510942	0.0169039	0.5898489	0.3847752	0.7623221	0.2766515	0.0424460	0.6523654	0.1348575	0.1891242	0.7086470	0.2278026	0.6133930	0.0092465	0.7735522
400	0.1247910	0.8517203	0.1078171	0.5469991	0.7033647	0.3542297	0.5304492	0.7965858	0.0373717	0.0008893	0.4621484	0.6496524	0.1020011	0.6909214	0.1487660	0.3901726	0.1222982	0.1445019	0.0611014	0.3003580	0.5594580	0.2066985	0.6414897	0.6398081	0.3981719	0.3801309	0.5698191	0.4933105	0.5463478	0.0731539	0.4852585	0.1617457	0.6176728	0.6661325	0.3683906	0.3519856	0.0139502	0.6952378	0.2857329	0.7943487	0.2747762	0.0876949	0.4865048	0.1099196	0.1313412	0.6771832	0.1447083	0.6503709	0.0045666	0.6369947
450	0.1064340	0.7873610	0.1291489	0.6865192	0.7697491	0.3371455	0.6059038	0.7616102	0.0400074	0.0000047	0.5099994	0.6624311	0.0929819	0.6142447	0.1076695	0.4309695	0.1343383	0.1678813	0.0585339	0.1845120	0.5318646	0.2358287	0.7100013	0.5621325	0.2706855	0.4773601	0.5764796	0.5102987	0.5420054	0.0470276	0.5731209	0.2678296	0.7606422	0.7108777	0.3649545	0.4174735	0.0153462	0.7820474	0.2938873	0.7732408	0.3790372	0.0476407	0.6247319	0.1237196	0.1429416	0.6436367	0.0882705	0.6839053	0.0041022	0.6919183
500	0.1244680	0.7407659	0.1284294	0.7230349	0.7865228	0.4092883	0.5282585	0.7797228	0.0305595	0.0000170	0.4579754	0.6868707	0.1360418	0.6328907	0.1112632	0.4429688	0.1050537	0.1499426	0.0742688	0.2142595	0.4678747	0.1594169	0.7684619	0.4983143	0.3532199	0.4017645	0.5784239	0.5349182	0.5806704	0.0541135	0.5680718	0.3152408	0.8014081	0.7618456	0.3937173	0.3587249	0.0241237	0.6782704	0.3217076	0.6854033	0.3239897	0.0801093	0.6380768	0.0967048	0.0505652	0.6827657	0.1206234	0.6730358	0.0142206	0.7669434
550	0.1337387	0.4622329	0.0666255	0.8013634	0.7847770	0.5114499	0.5134007	0.8374397	0.0356527	0.0000325	0.4337019	0.7289561	0.1251970	0.1682464	0.5451335	0.4236681	0.2645296	0.5230386	0.0862044	0.3813772	0.6981900	0.4025606	0.8577588	0.3568555	0.4294947	0.3889722	0.6106080	0.5517266	0.3905892	0.0469754	0.6522473	0.3903479	0.6273772	0.6401948	0.3911464	0.4337415	0.0500360	0.6670744	0.3592828	0.7575381	0.3502139	0.0844667	0.6178997	0.1264695	0.1054664	0.6783625	0.3647808	0.7830573	0.0274353	0.7133452
600	0.1035811	0.2027839	0.1109949	0.7900254	0.6647236	0.2841746	0.5103296	0.7043148	0.0483553	0.0001002	0.4320908	0.7035719	0.1243003	0.1274746	0.7188089	0.3071788	0.3748807	0.4937303	0.0505057	0.5101101	0.7013381	0.5048269	0.7476169	0.4600278	0.3619677	0.4238265	0.5179453	0.5234002	0.3092288	0.0347671	0.7411483	0.3179233	0.7431496	0.6036571	0.3974996	0.3242937	0.0195998	0.7553651	0.3473170	0.7066117	0.3295795	0.0536031	0.6640464	0.1583589	0.0707193	0.7131365	0.4306828	0.7505004	0.0040466	0.8287372
650	0.1001523	0.1549844	0.1697373	0.7127986	0.7152063	0.3157690	0.5685669	0.6454562	0.0378528	0.0034304	0.5142698	0.8035528	0.1193809	0.1181726	0.7775481	0.3916561	0.2815801	0.5143086	0.0650188	0.5042867	0.6361055	0.6721886	0.6381320	0.3759613	0.3672509	0.3968890	0.6633307	0.7412606	0.3009719	0.0296220	0.6648942	0.3485118	0.6758002	0.6766361	0.3883163	0.3432030	0.0330704	0.8425563	0.3572104	0.7004051	0.2785923	0.0671654	0.6511809	0.2289470	0.1481804	0.7492303	0.3052668	0.6757119	0.0166169	0.7383708
700	0.0993553	0.2368885	0.0961579	0.6960093	0.5645514	0.3974387	0.4750103	0.7638919	0.0297735	0.0014240	0.6613818	0.8127667	0.1136552	0.0854170	0.7700722	0.3660723	0.3279848	0.5904966	0.0635780	0.6123351	0.6486658	0.6086399	0.6848252	0.3613644	0.3056763	0.3515079	0.6773569	0.6805010	0.2536840	0.0301540	0.8565548	0.3501858	0.7183690	0.6329720	0.3511173	0.4468244	0.0109233	0.7133998	0.4083198	0.7403638	0.3422134	0.0804418	0.5987635	0.2808818	0.2433572	0.6443352	0.3324452	0.6937241	0.0494125	0.6720024
750	0.1071873	0.1733112	0.1866034	0.7551520	0.8261834	0.3092513	0.4826141	0.7063973	0.0544133	0.0004560	0.7170050	0.7749448	0.1119837	0.1296463	0.7415769	0.3735299	0.3147188	0.4210604	0.0374553	0.6980618	0.7216095	0.6354420	0.6131875	0.4263913	0.2541348	0.3334468	0.6753615	0.4908774	0.2195618	0.0646875	0.6362028	0.3495001	0.6966230	0.6814522	0.4499242	0.2895509	0.0108734	0.8254817	0.4039724	0.6189927	0.2342362	0.0477224	0.5894571	0.2366439	0.1776756	0.6435962	0.3667983	0.7360111	0.0343440	0.6024375
800	0.1248468	0.1662422	0.0969677	0.6763338	0.8670771	0.4738829	0.5405424	0.6974766	0.0622094	0.0005969	0.6012634	0.8467562	0.1048544	0.1428962	0.7224721	0.3399054	0.3420097	0.5161442	0.0710572	0.5447547	0.5743542	0.5397758	0.5872872	0.3241636	0.3596874	0.3305273	0.5875396	0.6518655	0.1910011	0.0414259	0.7605098	0.2726379	0.6512332	0.6820223	0.3444976	0.3769762	0.0341084	0.7471293	0.4194044	0.7146057	0.2507183	0.0712688	0.5567457	0.2864247	0.2902775	0.6949117	0.4809247	0.5766322	0.0597908	0.6289297
850	0.0850363	0.1374462	0.0741306	0.6440711	0.6292183	0.4510569	0.6089107	0.6861425	0.0388518	0.0000881	0.5818401	0.5739949	0.1374621	0.0675693	0.9008503	0.4368202	0.4604102	0.3334577	0.0890733	0.5977669	0.6337934	0.6245211	0.7384594	0.3331204	0.2608173	0.4065351	0.6580493	0.7208788	0.1987758	0.0244940	0.6623677	0.2123739	0.8159795	0.7926429	0.3318908	0.3209007	0.0217430	0.6501208	0.3998378	0.7398697	0.2488765	0.0990362	0.4985928	0.4330177	0.3007456	0.5963613	0.3548297	0.6813790	0.0546941	0.7184988
900	0.0929563	0.1039514	0.1518415	0.6549621	0.7656675	0.3063454	0.3251685	0.8272729	0.0283199	0.0000000	0.5030449	0.7024607	0.1204909	0.0607204	0.7545924	0.4231975	0.3196826	0.3621183	0.0615992	0.5964839	0.5751145	0.5769331	0.8012078	0.4960046	0.3335239	0.2991280	0.7497431	0.5489399	0.2167261	0.0460113	0.7873634	0.1471375	0.6671676	0.7272219	0.4206632	0.3675383	0.0044684	0.8075212	0.4456797	0.8200611	0.3240187	0.0511880	0.5712726	0.3269418	0.3643027	0.4655795	0.4563434	0.6480905	0.0409985	0.8017199
950	0.1247247	0.1941838	0.1047161	0.5874313	0.8241482	0.3216194	0.5164601	0.7325618	0.0248517	0.0028609	0.4501157	0.6398026	0.0909731	0.0683333	0.7829033	0.4247333	0.3950779	0.3289696	0.0629310	0.5774367	0.5571111	0.5310027	0.7379553	0.4117761	0.2744484	0.3272051	0.5735903	0.6606545	0.2678034	0.0221840	0.8288430	0.1542301	0.8622894	0.7056378	0.4025194	0.4458864	0.0169876	0.7694429	0.3136836	0.8048141	0.3306414	0.0461611	0.6202402	0.4127127	0.3376447	0.4920088	0.4178956	0.6694288	0.0710872	0.6648091
1000	0.0976807	0.1523649	0.1219397	0.7066287	0.7317951	0.3698856	0.5161402	0.8990554	0.0310125	0.0001883	0.5685930	0.6888065	0.1460591	0.0883263	0.6964991	0.4905401	0.3783954	0.3349597	0.0687104	0.5995507	0.6583803	0.6909032	0.7187825	0.4762535	0.3472669	0.4250266	0.7323761	0.5525849	0.2714580	0.0525316	0.6132170	0.1382348	0.8206886	0.5868931	0.3680989	0.3496112	0.0198971	0.5928515	0.3228240	0.6964070	0.2245474	0.0519970	0.5898059	0.3025059	0.2928091	0.3877681	0.4910680	0.7976121	0.1053793	0.7604779

0	0.0823950	0.1054259	0.1460809	0.8090090	0.6104197	0.2402115	0.7093946	0.7573179	0.0306070	0.0011032	0.6543782	0.7762201	0.0892656	0.0665237	0.7243075	0.4717911	0.3560853	0.4076487	0.0827623	0.5269169	0.5338179	0.5503876	0.7536811	0.4305343	0.2827156	0.5467953	0.5953079	0.6372181	0.1862283	0.0239698	0.7728529	0.0975943	0.6664393	0.7429377	0.4078286	0.5074286	0.0131590	0.8721907	0.3836026	0.8446167	0.3213715	0.1013996	0.5071187	0.4209098	0.4308700	0.3708481	0.4973823	0.7039883	0.1252445	0.6159438
50	0.0971715	0.0892207	0.1541459	0.7146326	0.7558318	0.4231119	0.5100503	0.7640524	0.0477003	0.0009319	0.6271471	0.5955602	0.1655350	0.1218457	0.7438516	0.3550106	0.2434027	0.2237906	0.3203903	0.6263373	0.6126492	0.4528982	0.8507263	0.4331450	0.5077643	0.4054472	0.3234951	0.6172036	0.1762802	0.1225511	0.6997393	0.1025463	0.6695811	0.8835254	0.3722111	0.3683041	0.0163181	0.7021819	0.4338408	0.7058922	0.3226233	0.3835546	0.5840973	0.4765622	0.2901205	0.3078066	0.5017901	0.7222555	0.1955515	0.6824739
100	0.1271172	0.1523534	0.1354205	0.7899362	0.6085627	0.4352043	0.4901585	0.7950370	0.0485692	0.0052561	0.6050234	0.6684756	0.1289620	0.1148351	0.6555815	0.3415732	0.2044183	0.2210627	0.5600468	0.7013831	0.5240404	0.5136671	0.7300272	0.4051309	0.2622641	0.3845698	0.3161074	0.5261477	0.1966352	0.1373765	0.6751207	0.1460002	0.6157931	0.6920974	0.3753403	0.3350662	0.0125351	0.7015326	0.4651781	0.7024899	0.2853796	0.4982594	0.5183036	0.4455531	0.5022472	0.2939264	0.3383848	0.5346171	0.1917297	0.6761821
