"Time"	G1	G3	G8	G5	G22	G4	G83	G7	G6	G87
0	0.6827947	0.4353672	0.1435915	0.1183300	0.7246983	0.7232168	0.2559835	0.0708669	0.0446689	0.0287510
50	0.7509601	0.5982641	0.1502524	0.0862670	0.7443029	0.8261558	0.3312548	0.0465993	0.0134002	0.0326017
100	0.6847018	0.4435263	0.2047363	0.0859242	0.8110920	0.6164266	0.3002221	0.0580529	0.0341225	0.0470941
150	0.7455659	0.7422752	0.1419655	0.1177202	0.8232545	0.6136794	0.3658509	0.1037129	0.0208388	0.0626425
200	0.8148647	0.7812961	0.1438978	0.0405857	0.5944124	0.6697034	0.3339022	0.0434286	0.0235641	0.0419833
250	0.6328313	0.6152218	0.1625070	0.1279084	0.6360209	0.7363630	0.3507965	0.0879646	0.0178996	0.0341126
300	0.7109450	0.6796593	0.1477426	0.1034490	0.6768695	0.6177927	0.3093414	0.0656087	0.0416054	0.0369331
350	0.8031972	0.6906403	0.2078822	0.0868039	0.6956484	0.6671713	0.4087524	0.0625818	0.0042318	0.0784062
400	0.6389325	0.6563499	0.1642124	0.1644127	0.6295562	0.7395740	0.3959063	0.0669885	0.0253276	0.0353861
450	0.6672838	0.7341343	0.2069731	0.1283129	0.8608163	0.6066159	0.3187750	0.0817272	0.0107624	0.0510203
500	0.6992953	0.6504526	0.1694574	0.1545709	0.6199602	0.6522991	0.3209750	0.0775932	0.0505341	0.0259535
550	0.6415273	0.4823236	0.1846654	0.1647669	0.5915269	0.7205048	0.2921054	0.0790153	0.0246943	0.0361059
600	0.7171485	0.4471038	0.2376123	0.1145790	0.6399464	0.5715211	0.2872508	0.0506277	0.0048186	0.0314124
650	0.7413856	0.4951638	0.2079858	0.1153294	0.5924538	0.6281815	0.2234640	0.0400771	0.0122277	0.0527845
700	0.6309794	0.4309120	0.1185906	0.0926162	0.7042090	0.7719251	0.3584530	0.0441830	0.0163072	0.0387588
750	0.8995863	0.4032301	0.1220303	0.0914773	0.8618731	0.6651352	0.3303303	0.0517514	0.0225540	0.0420310
800	0.7386429	0.4452100	0.1344201	0.1104348	0.7824794	0.6438582	0.3754897	0.0789470	0.0172304	0.0524870
850	0.7641000	0.4580664	0.1773677	0.1122462	0.7481392	0.6963019	0.2916261	0.0822589	0.0177104	0.0369025
900	0.6761394	0.4894352	0.1959064	0.1377355	0.7789523	0.5067667	0.3098897	0.0471432	0.0340407	0.0369960
950	0.8247339	0.5037594	0.1666297	0.0708483	0.8204546	0.6152422	0.2747324	0.0667356	0.0688489	0.0339089
1000	0.6678522	0.4873450	0.1587971	0.0954526	0.7470105	0.7854915	0.4018501	0.0735317	0.0197001	0.0180672

0	0.6822841	0.4024467	0.1522261	0.1045942	0.7397782	0.7155421	0.2625293	0.0501451	0.0528214	0.0472033
50	0.6427147	0.5490625	0.0280750	0.0172560	0.6742324	0.6044837	0.2907961	0.0181017	0.0279087	0.3597892
100	0.8011415	0.4306838	0.0173388	0.0154565	0.7339759	0.7483206	0.3940009	0.0094321	0.0159531	0.5707053
150	0.8480388	0.5300704	0.0040510	0.0223510	0.7843378	0.6305906	0.4240001	0.0082080	0.0250598	0.4439161
200	0.8013808	0.3947360	0.0016504	0.0118254	0.7633528	0.8242934	0.3761750	0.0013474	0.0070284	0.4617559
250	0.7115356	0.5311120	0.0000591	0.0179930	0.7219167	0.6279482	0.3031024	0.0005872	0.0297316	0.5841758
300	0.6143608	0.3225133	0.0000133	0.0241175	0.6496449	0.6492923	0.2270806	0.0009485	0.0224188	0.6611048
350	0.6162056	0.4053201	0.0000901	0.0124085	0.7631018	0.5891386	0.3989421	0.0000623	0.0306136	0.6135384
400	0.8315544	0.3771203	0.0015967	0.0063532	0.7639127	0.6099736	0.4114991	0.0002437	0.0493271	0.5598355
450	0.6785859	0.3477504	0.0000000	0.0132565	0.6234993	0.6828357	0.2896078	0.0022424	0.0131747	0.5577845
500	0.7646321	0.3802665	0.0002562	0.0074094	0.7955549	0.6001565	0.2888980	0.0011373	0.0320293	0.4080540
550	0.6839694	0.4090856	0.0818500	0.0762000	0.7350735	0.7712305	0.2326109	0.0372796	0.0187815	0.1766300
600	0.8524600	0.3949246	0.1541379	0.0651892	0.7980657	0.6909163	0.3579865	0.0514218	0.0098288	0.0755538
650	0.6955776	0.4800921	0.2032444	0.0894229	0.7549212	0.6459678	0.2969754	0.0899737	0.0218160	0.0481079
700	0.9167868	0.5167283	0.1741545	0.1043199	0.7780063	0.6394136	0.3560554	0.0720046	0.0066519	0.0495988
750	0.7778606	0.5931869	0.1676525	0.1169602	0.5413403	0.7274233	0.3199222	0.0426724	0.0213231	0.0259285
800	0.6839404	0.4230221	0.1122223	0.1263248	0.6216919	0.5514816	0.3078715	0.0686425	0.0159603	0.0446317
850	0.6482087	0.5211595	0.1799666	0.1006372	0.7233966	0.8008395	0.2710784	0.0534247	0.0197512	0.0181495
900	0.6438100	0.4418373	0.2014411	0.1844385	0.8676140	0.6759143	0.3479165	0.0436412	0.0060522	0.0287618
950	0.6275613	0.4566177	0.1509621	0.1635141	0.7069114	0.6264808	0.3612877	0.0595925	0.0034002	0.0373445
1000	0.7575872	0.2965884	0.1893093	0.0811850	0.6999658	0.6318428	0.3031843	0.0520904	0.0265745	0.0383201

0	0.6949583	0.4749922	0.1290563	0.1217515	0.7357816	0.7757382	0.3110278	0.0370896	0.0241483	0.0383289
50	0.5384370	0.4962971	0.1686922	0.0606576	0.4573925	0.6256075	0.4147913	0.0465844	0.0160394	0.0396207
100	0.5288159	0.2579812	0.2304693	0.0744295	0.6438664	0.6688033	0.2985286	0.0534414	0.0068310	0.0083516
150	0.3811646	0.3018078	0.2135383	0.0958928	0.5526238	0.5542835	0.3661432	0.0990481	0.0049823	0.0255607
200	0.4000955	0.2511244	0.1451126	0.1707265	0.5223645	0.5245225	0.2631590	0.1060644	0.0121110	0.0584324
250	0.4284366	0.2804631	0.2007442	0.1128361	0.4904559	0.5870155	0.3304598	0.0626621	0.0250683	0.0264664
300	0.4395440	0.2172818	0.1658721	0.1632738	0.5521180	0.5148922	0.3110676	0.0742589	0.0175665	0.0226760
350	0.3854678	0.1753710	0.1759083	0.1701662	0.4980357	0.6032441	0.3044540	0.0693596	0.0372246	0.0205034
400	0.4046729	0.2144114	0.1761797	0.1710462	0.5211176	0.5319013	0.3242453	0.0695874	0.0408413	0.0227806
450	0.4083994	0.2297567	0.1236447	0.1645293	0.5518464	0.5374709	0.2648383	0.0864114	0.0104472	0.0565256
500	0.4130392	0.2737702	0.1833643	0.1645543	0.5738010	0.5479082	0.3511672	0.0826965	0.0237046	0.0327262
550	0.5710411	0.2785174	0.1820741	0.2221919	0.6423811	0.5609516	0.3055442	0.0425717	0.0244213	0.0244198
600	0.6424318	0.3235234	0.1550663	0.1272032	0.7999563	0.5179099	0.3272824	0.0483860	0.0218407	0.0212689
650	0.5752069	0.3924454	0.1688013	0.1288995	0.9253744	0.5799609	0.3750424	0.0384926	0.0236204	0.0129274
700	0.7318626	0.4261947	0.1345292	0.0797421	0.8776037	0.5947257	0.3214424	0.0605636	0.0280387	0.0156812
750	0.7975558	0.4480982	0.1953661	0.0925007	0.8917671	0.5793623	0.3331474	0.0682432	0.0314358	0.0318547
800	0.7872610	0.4351554	0.1412421	0.0741907	0.7772275	0.6658044	0.3712641	0.0493714	0.0292174	0.0548117
850	0.7625965	0.3701874	0.1594230	0.1119568	0.8141134	0.6015665	0.3469296	0.0685222	0.0417532	0.0489607
900	0.8322082	0.5273312	0.1339776	0.0766145	0.7727477	0.6970584	0.2683138	0.0657428	0.0100869	0.0146578
950	0.7128571	0.4143986	0.1905308	0.0980407	0.6831100	0.7667326	0.2993160	0.0509469	0.0151093	0.0379748
1000	0.6072089	0.4638062	0.1405502	0.0841069	0.7136723	0.6747238	0.2878750	0.0766610	0.0084297	0.0457250

0	0.7159361	0.4921911	0.1791059	0.0749965	0.7651547	0.6571464	0.2718328	0.0653514	0.0428862	0.0262781
50	0.8957472	0.4489420	0.1730565	0.0900914	0.7175294	0.5690186	0.3857873	0.0602791	0.0141243	0.0699990
100	0.7898711	0.5124825	0.2361512	0.1023780	0.7358057	0.7488326	0.3910318	0.0455611	0.0479195	0.0270165
150	0.8166376	0.5040649	0.1209066	0.0655209	0.6921924	0.6971452	0.3181161	0.0702462	0.0167219	0.0389180
200	1.0000000	0.5070493	0.1658292	0.0784443	0.7678566	0.7270251	0.3318569	0.0422578	0.0130427	0.0272905
250	0.7508742	0.5199012	0.1483719	0.0562814	0.7369900	0.6833973	0.3458317	0.0941922	0.0311041	0.0786058
300	0.7562298	0.5122127	0.1644657	0.0569664	0.8096773	0.6323280	0.2582990	0.0776464	0.0095604	0.0283102
350	0.7745556	0.5203226	0.2083124	0.1047804	0.7293966	0.6342803	0.3101460	0.0552849	0.0096517	0.0365938
400	0.8669749	0.4599176	0.1448847	0.0801805	0.8339685	0.7715034	0.2639272	0.0582871	0.0207161	0.0423759
450	0.7010069	0.5375738	0.1781833	0.0854838	0.7583295	0.6299499	0.3051585	0.0725562	0.0157969	0.0950898
500	0.7081299	0.4756740	0.1426745	0.1448710	0.8706612	0.7412110	0.3492593	0.0537357	0.0119140	0.0509666
550	0.9499266	0.5508789	0.1314774	0.1130800	0.7756044	0.6495212	0.3302443	0.0321543	0.0506267	0.0251644
600	0.8556926	0.5257619	0.1845595	0.1091088	0.8427936	0.6248060	0.3573819	0.0313916	0.0257487	0.0205005
650	0.8238934	0.4803748	0.1332539	0.0669838	0.7174295	0.6967606	0.3472859	0.0650161	0.0151682	0.0397370
700	0.7317268	0.5215613	0.1200141	0.0921983	0.7644042	0.7160870	0.3416394	0.0777542	0.0136408	0.0168458
750	0.7407591	0.4297062	0.2316066	0.0782006	0.7764622	0.5726323	0.2531659	0.0351968	0.0152469	0.0207726
800	0.6833447	0.4396911	0.1934117	0.0767627	0.6150956	0.6896405	0.3453844	0.0472343	0.0084198	0.0222450
850	0.6795471	0.4222794	0.1482426	0.1177105	0.6984697	0.6234808	0.2840137	0.0599550	0.0441804	0.0405746
900	0.7593963	0.4940562	0.1721463	0.1317375	0.6930954	0.6220607	0.3392605	0.1003618	0.0217419	0.0249850
950	0.7640506	0.4500102	0.1896645	0.1054678	0.7169274	0.6311529	0.3827311	0.0340016	0.0138021	0.0547674
1000	0.9331002	0.4907147	0.1724454	0.1617855	0.6536742	0.6912701	0.2370770	0.0832048	0.0381459	0.0328839

0	0.6797076	0.3875711	0.1878636	0.0849694	0.7548824	0.7632043	0.2947950	0.0582582	0.0474292	0.0376066
50	0.5128897	0.4773772	0.2173530	0.1109003	0.6779795	0.7142390	0.0594791	0.0503523	0.0166117	0.0163686
100	0.5107070	0.4774996	0.2011175	0.1516734	0.7713471	0.5865959	0.0277767	0.0385799	0.0081444	0.0194529
150	0.5440558	0.3676310	0.2012738	0.1944940	0.8448002	0.6464709	0.0045980	0.0274729	0.0087355	0.0217568
200	0.5864655	0.4176240	0.1909113	0.1647308	0.8723885	0.6159311	0.0266529	0.0639721	0.0306467	0.0680564
250	0.5307208	0.2063790	0.1988705	0.1701670	0.7158720	0.5981338	0.0124047	0.1074685	0.0250589	0.0239738
300	0.5272370	0.3302809	0.1797466	0.1736588	0.5617629	0.6211388	0.0059468	0.0700274	0.0413435	0.0115699
350	0.4350177	0.2807938	0.2004202	0.1371256	0.7402918	0.5997761	0.0276878	0.0634353	0.0175438	0.0290094
400	0.3864090	0.1987804	0.1148529	0.1181601	0.6668324	0.4710597	0.0442553	0.0378376	0.0172870	0.0361318
450	0.4891121	0.2814225	0.1517225	0.2497417	0.7215697	0.7327408	0.0156882	0.0575604	0.0110112	0.0315347
500	0.5475733	0.2924955	0.1904102	0.2123558	0.7918849	0.6566022	0.0050606	0.0703923	0.0415538	0.0508975
550	0.6366527	0.2589422	0.2174718	0.1367323	0.7473441	0.6168405	0.3376684	0.0623333	0.0062172	0.0160913
600	0.7252427	0.3350699	0.1933140	0.1574056	0.6577602	0.5640354	0.3179034	0.0514204	0.0350716	0.0192587
650	0.6997211	0.3438755	0.2169923	0.0981636	0.7768976	0.6722271	0.3762643	0.1115674	0.0123750	0.0124857
700	0.6359940	0.5416206	0.1531523	0.1397459	0.6444175	0.6540549	0.3019422	0.0614499	0.0071480	0.0248345
750	0.6466630	0.3298804	0.1722496	0.0910338	0.7443962	0.6075071	0.3615864	0.1121447	0.0117341	0.0524054
800	0.6015418	0.3810168	0.1978117	0.1518110	0.7276923	0.5900217	0.3611637	0.0582755	0.0405002	0.0309039
850	0.7518024	0.3594554	0.1661648	0.1200377	0.6993471	0.5726808	0.3511145	0.1022753	0.0284579	0.0240575
900	0.6808223	0.4395003	0.1359950	0.1101194	0.6708347	0.6601698	0.2958012	0.0496641	0.0115130	0.0363077
950	0.8487782	0.5019187	0.1888567	0.1262446	0.7301837	0.6388710	0.2636057	0.0488426	0.0670000	0.0251019
1000	0.7121849	0.4386654	0.2358142	0.1155237	0.7944408	0.7502061	0.2558049	0.0702586	0.0339355	0.0410165

0	0.7327765	0.3997548	0.1550672	0.1363315	0.7244549	0.8637420	0.2602197	0.0711272	0.0158017	0.0215952
50	0.8215715	0.5188735	0.0345414	0.0247624	0.7468505	0.6588873	0.0842587	0.0738464	0.0055640	0.0242443
100	0.7191797	0.3891374	0.0033603	0.0122365	0.7691273	0.7623598	0.0124353	0.1017514	0.0001703	0.0368673
150	0.7655534	0.4828414	0.0001333	0.0025603	0.6595839	0.6551754	0.0050053	0.0375987	0.0009699	0.0332161
200	0.7155709	0.4920815	0.0007271	0.0140822	0.7624181	0.6747638	0.0046099	0.0460618	0.0033004	0.0457682
250	0.8131900	0.4130198	0.0002441	0.0003520	0.7297419	0.5895483	0.0024045	0.0602673	0.0007158	0.0534253
300	0.8235214	0.4972348	0.0004223	0.0008641	0.7034454	0.6719011	0.0026793	0.0416517	0.0084996	0.0326948
350	0.7521454	0.5161163	0.0006236	0.0221703	0.6712798	0.7209300	0.0191042	0.0353989	0.0039822	0.0263226
400	0.9224292	0.4135736	0.0007948	0.0135760	0.6886983	0.6517639	0.0041899	0.0562560	0.0014953	0.0432619
450	0.7480372	0.4660413	0.0012407	0.0075760	0.6766921	0.6017245	0.0118530	0.0565121	0.0043511	0.0909008
500	0.7840808	0.4198282	0.0000000	0.0133544	0.6337258	0.6363546	0.0036385	0.0605795	0.0012742	0.0100665
550	0.5915384	0.4374949	0.1659215	0.0829689	0.6671871	0.6271882	0.2247623	0.0522241	0.0079699	0.0359621
600	0.8302135	0.4169053	0.1365363	0.1110921	0.6413655	0.6333619	0.2645912	0.0362701	0.0049748	0.0581424
650	0.7336966	0.4003078	0.1007206	0.0773697	0.7232029	0.7001961	0.2857675	0.0498763	0.0315801	0.0179318
700	0.6953709	0.4255001	0.1633604	0.1260784	0.9140405	0.7045676	0.3232033	0.0490268	0.0058747	0.0122092
750	0.6684987	0.4445096	0.1903748	0.0990500	0.6831532	0.6847535	0.3991773	0.0454430	0.0139273	0.0190334
800	0.6449056	0.5573441	0.2076305	0.0767173	0.7256819	0.8514218	0.2713972	0.0546692	0.0140700	0.0445715
850	0.6324894	0.4886670	0.1890421	0.0907543	0.7386796	0.6918798	0.3589500	0.0543397	0.0135059	0.0474279
900	0.7335367	0.4412320	0.1899748	0.0865078	0.6679209	0.6478850	0.3546639	0.0530680	0.0113426	0.0409747
950	0.7539323	0.3851149	0.2101973	0.0826419	0.5954291	0.7331277	0.2736946	0.0525011	0.0142282	0.0443766
1000	0.5993698	0.5096704	0.1850701	0.1733875	0.8349360	0.8780832	0.2857772	0.0724055	0.0182977	0.0462453
