"Time"	G1	G3	G7	G8	G5	G22	G4	G83	G6	G88	G85	G89	G54	G86	G87	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G23	G82	G80	G58	G31	G50	G51	G78	G94	G95	G93	G91	G90	G2	G69
200	0.3389620	0.5604896	0.6938666	0.6544956	0.0428317	0.6916623	0.1680901	0.5305218	0.1537464	0.2550982	0.4368855	0.8001587	0.0097688	0.7507673	0.3965655	0.2892762	0.2635870	0.5595038	0.3641854	0.6369506	0.6630468	0.4989084	0.5914901	0.7635625	0.1836808	0.7062081	0.0895457	0.0680758	0.7056025	0.0674043	0.0714489	0.0431994	0.6693378	0.4847727	0.7022365	0.7131662	0.3483191	0.6744962	0.2260162	0.0587059
250	0.4139438	0.4833580	0.7312254	0.4657935	0.0517794	0.7662995	0.1848436	0.6619468	0.0589858	0.2250873	0.4486583	0.6510291	0.0101700	0.6628913	0.4635526	0.3643239	0.2408986	0.6538915	0.4431890	0.7666419	0.7947859	0.5899682	0.7281595	0.8149931	0.1887047	0.6732632	0.0803125	0.0788310	0.7357900	0.1239803	0.0459001	0.0334114	0.6668741	0.3854652	0.6042478	0.5851919	0.3626005	0.5936455	0.2121923	0.0534354
300	0.3218918	0.4975577	0.6253212	0.5170022	0.0295029	0.7390367	0.2332783	0.6139392	0.1019047	0.2265431	0.4578550	0.6495840	0.0128714	0.5865579	0.4933195	0.4279468	0.1920846	0.5643396	0.4203969	0.7394080	0.4825847	0.5481166	0.6039606	0.7264314	0.1409364	0.6043322	0.0756294	0.0888501	0.5892528	0.1169431	0.0937384	0.0842728	0.6695667	0.3687227	0.7443086	0.6033781	0.3814866	0.6655873	0.1501364	0.0827141
350	0.2996489	0.5022190	0.6395430	0.5933622	0.0118817	0.6573051	0.2193619	0.6919104	0.0893097	0.1697707	0.4880895	0.7029840	0.0125822	0.7838853	0.4062155	0.3292866	0.2486428	0.6157759	0.3072857	0.5719780	0.5987100	0.4900588	0.7153028	0.6569093	0.1938388	0.7171844	0.0866787	0.0908578	0.7851721	0.1181732	0.0868507	0.0372687	0.5991611	0.5064057	0.6637702	0.4930706	0.3350401	0.7395392	0.1407059	0.0943698
400	0.3386367	0.5308888	0.5463573	0.6347036	0.0309309	0.6778978	0.2491632	0.6980284	0.1162265	0.2797492	0.4388202	0.7316697	0.0065385	0.7202058	0.4145061	0.4023369	0.2539559	0.6899420	0.3613927	0.6468543	0.6151222	0.5782516	0.6547099	0.6746680	0.2474659	0.6333213	0.0604924	0.1062123	0.7469979	0.1183416	0.0952715	0.0352819	0.7635269	0.4736830	0.6584977	0.5693229	0.3435292	0.5775868	0.1486088	0.0371820
450	0.3404115	0.4753722	0.6704421	0.5643227	0.0283913	0.6236084	0.2031550	0.9194961	0.0980837	0.3093679	0.4725854	0.7246860	0.0060027	0.7298957	0.4684837	0.3418946	0.2694014	0.7443380	0.4640432	0.6277354	0.5597406	0.5347396	0.7683779	0.6154973	0.1319322	0.7023243	0.0512607	0.1657711	0.7098498	0.1476855	0.0679111	0.0321388	0.7984211	0.4140696	0.7737609	0.6047182	0.3889348	0.5984857	0.1158794	0.0559733
500	0.3408450	0.3788178	0.6374613	0.5844087	0.0496863	0.7180744	0.2254643	0.7439344	0.1162224	0.2443870	0.4998103	0.5619655	0.0063280	0.7420258	0.5324340	0.3578271	0.2491685	0.5860499	0.3294484	0.6597444	0.5538995	0.5239456	0.7055988	0.7197111	0.2650795	0.7157198	0.0570330	0.1138450	0.7967608	0.1220582	0.0768191	0.0338156	0.6407583	0.4799027	0.6867590	0.6617486	0.3687504	0.7248876	0.1142421	0.0422296
550	0.3196045	0.4696905	0.7290814	0.5440259	0.0608843	0.6680918	0.1857353	0.6497676	0.3126788	0.5458809	0.4488855	0.4983221	0.0156117	0.6670408	0.4912168	0.2777626	0.2652531	0.6766276	0.1408199	0.6838161	0.5806724	0.4906683	0.6345205	0.7843801	0.2444238	0.6745985	0.0756454	0.1210480	0.7155628	0.1782670	0.1106302	0.0155847	0.6176093	0.4499848	0.7177403	0.6453090	0.4791544	0.7313324	0.1333718	0.5138581
600	0.3565186	0.4471412	0.7204727	0.4958833	0.0358170	0.5796323	0.2351842	0.6028239	0.3861861	0.6469010	0.4610700	0.3802386	0.0246304	0.7164022	0.3949549	0.2884157	0.3700806	0.6450807	0.0481290	0.6805640	0.7668242	0.5954099	0.6764647	0.8812913	0.2122210	0.7116262	0.0657501	0.0673728	0.7764779	0.1272558	0.0593110	0.0141568	0.5138990	0.4041814	0.7100112	0.6569600	0.5465239	0.7223129	0.1871348	0.6306477
650	0.3021654	0.3961777	0.7562088	0.5680667	0.0511780	0.6244849	0.2031376	0.7009823	0.4459797	0.6753590	0.5889016	0.3987138	0.0156537	0.6588837	0.5601319	0.3239626	0.4100518	0.6746499	0.0229067	0.7273867	0.7356410	0.5520118	0.6667930	0.7350221	0.2281319	0.7602976	0.0658158	0.0909320	0.6482443	0.0711884	0.0709933	0.0061573	0.5363806	0.4604303	0.7457595	0.5000355	0.4070582	0.7003731	0.2875011	0.6756323
700	0.3441650	0.4719695	0.6411892	0.5310943	0.0474480	0.6734845	0.2109810	0.6247651	0.6132846	0.6475599	0.6038303	0.3153112	0.0100525	0.6609929	0.5844214	0.1679981	0.4244297	0.5012150	0.0479475	0.8544246	0.6630153	0.5229121	0.6739435	0.7292014	0.2300311	0.7754569	0.0698002	0.0699620	0.6089579	0.0537675	0.0882145	0.0035085	0.4252327	0.3748028	0.7358119	0.5673367	0.3265945	0.7842470	0.3582593	0.7160039
750	0.3364259	0.4272416	0.7767372	0.7069360	0.0511796	0.6577885	0.1734397	0.5495994	0.3969455	0.6478053	0.5816480	0.4083197	0.0113746	0.6786976	0.4633019	0.2018812	0.4020468	0.5074121	0.0372737	0.6157458	0.5348987	0.5641443	0.7295116	0.6648406	0.2917978	0.7167226	0.0618342	0.0971677	0.7415343	0.0372831	0.0628790	0.0027094	0.3686907	0.2801734	0.6988715	0.4927090	0.3078092	0.6451356	0.4182073	0.6356730
800	0.4192615	0.3814089	0.5511400	0.4925367	0.0365793	0.6744054	0.1772649	0.7207150	0.4645000	0.5995889	0.4859144	0.3306740	0.0095996	0.6641628	0.4431137	0.2178917	0.3973825	0.4778952	0.0181091	0.6613879	0.5380347	0.5839604	0.7678027	0.6963274	0.2732992	0.6400178	0.0880190	0.0775790	0.7738515	0.0254345	0.0628855	0.0010027	0.4909510	0.3076353	0.7266530	0.5387255	0.2121372	0.5767929	0.3273424	0.8286313
850	0.3314146	0.3911551	0.5589175	0.5142061	0.0495757	0.6927313	0.2538187	0.7276673	0.4097736	0.6386419	0.4243637	0.4570344	0.0133807	0.6923458	0.5921564	0.1838136	0.3383759	0.4448334	0.0258428	0.6280687	0.5431698	0.5007296	0.5678720	0.5816829	0.2027006	0.6474794	0.1224930	0.1019988	0.8504313	0.0221814	0.0731135	0.0027636	0.5077718	0.2474437	0.7891242	0.4934386	0.2408012	0.7989525	0.3962796	0.7220237
900	0.3261485	0.4970397	0.6430612	0.4735360	0.0382660	0.6779567	0.2265756	0.5348719	0.4702787	0.6188977	0.4771192	0.4377861	0.0404250	0.7005442	0.3702954	0.2292988	0.3969003	0.2963487	0.0131698	0.6857916	0.4502144	0.5319485	0.7672216	0.6798218	0.2148806	0.6933757	0.1409848	0.0913351	0.6499438	0.0245900	0.0848478	0.0025873	0.5398248	0.2972100	0.6714011	0.6765751	0.2922298	0.6593321	0.4150223	0.6575892
950	0.2741220	0.5203205	0.6459598	0.6035270	0.0688073	0.6446355	0.2214232	0.5760170	0.4255874	0.6794033	0.6442241	0.3120522	0.0160367	0.7334823	0.5136790	0.2081024	0.4096770	0.1803053	0.0110173	0.6137096	0.4815754	0.5182756	0.6644315	0.6047027	0.2201990	0.6554122	0.1126823	0.1375378	0.7493785	0.0307514	0.0607959	0.0010770	0.5242131	0.3067524	0.7440853	0.5641197	0.3150802	0.6706838	0.3325712	0.6215984
1000	0.3105022	0.4067331	0.7301113	0.5792190	0.0680409	0.6550993	0.1873066	0.6590407	0.5449114	0.6632394	0.5062371	0.4029767	0.0048455	0.6815867	0.5132628	0.2071445	0.3611182	0.3248325	0.0132253	0.6333459	0.5064190	0.5373314	0.7657380	0.7148549	0.2148527	0.6242272	0.0888091	0.1132904	0.6708428	0.0332190	0.0550918	0.0203732	0.4743762	0.3019733	0.6416200	0.5832617	0.2574854	0.6865018	0.4073952	0.5354931

0	0.3527197	0.5870699	0.6909719	0.6039159	0.0300903	0.7221452	0.2395415	0.7385157	0.5455478	0.6629065	0.5162670	0.3814344	0.0082360	0.7685123	0.5298601	0.2129785	0.4492925	0.5187015	0.0146930	0.8413737	0.4464780	0.6207727	0.7292204	0.6611176	0.1866994	0.6549854	0.1094774	0.1020960	0.6922951	0.0289556	0.0769815	0.0171307	0.5959819	0.3187410	0.7462347	0.4536199	0.3320159	0.7005934	0.4478608	0.8079869
50	0.3085175	0.4571016	0.6076471	0.4031783	0.0207716	0.3599803	0.4074389	0.4109558	0.3799801	0.6957703	0.5743137	0.3139580	0.0157361	0.6144830	0.5277954	0.2041098	0.4220556	0.2404704	0.0929410	0.6530553	0.3637831	0.4895374	0.2218850	0.7608308	0.1910192	0.7427627	0.0938644	0.0470294	0.7247239	0.0094752	0.0475767	0.0006940	0.4384991	0.4189648	0.6365060	0.5848565	0.2591783	0.5724084	0.5420255	0.6808985
100	0.4200450	0.4669098	0.5764219	0.3206248	0.0414143	0.2238861	0.4613892	0.3744175	0.4379096	0.6302198	0.6656477	0.3210957	0.0265012	0.6369324	0.4256622	0.2610175	0.3485155	0.1071234	0.0907226	0.6650676	0.3725711	0.5986524	0.2784902	0.7042798	0.2345514	0.5105944	0.0517043	0.0295699	0.5612394	0.0019451	0.0842223	0.0074501	0.4896282	0.3712954	0.6415174	0.4529162	0.2501277	0.5668214	0.3617669	0.6855539
150	0.5035489	0.6119167	0.5864910	0.4119541	0.0846701	0.2333176	0.6075929	0.2442276	0.4034176	0.7632480	0.5562035	0.3099661	0.0052327	0.6542773	0.5470683	0.2020930	0.4581416	0.0767927	0.1215320	0.6153365	0.3991542	0.4305434	0.2623721	0.6721880	0.1792375	0.4920189	0.0807881	0.0401892	0.6173099	0.0021356	0.0849042	0.0021374	0.4871587	0.4163135	0.6411806	0.5489619	0.2390923	0.6809520	0.3645015	0.6265058
200	0.4597622	0.6440693	0.5160747	0.3203250	0.0551940	0.2283694	0.4627261	0.2650174	0.3547185	0.6285921	0.5368101	0.3024931	0.0226807	0.6905666	0.6204329	0.2298249	0.3940082	0.1770661	0.1444714	0.6698072	0.3904528	0.4766334	0.2606583	0.5944142	0.0806406	0.3167736	0.1204942	0.0485333	0.6923682	0.0084351	0.0525574	0.0016484	0.5623197	0.5335532	0.7185911	0.5529114	0.2588371	0.6084495	0.4092405	0.6845527
250	0.5361795	0.6482703	0.4279948	0.2949776	0.0625571	0.2607342	0.5564604	0.2358497	0.4280592	0.7022968	0.5219601	0.3001475	0.0203188	0.7266550	0.4642201	0.2535311	0.3095909	0.1712703	0.0893233	0.6680608	0.3929032	0.3406040	0.2616284	0.6753080	0.0544452	0.2532384	0.1258819	0.0837990	0.6809270	0.0296033	0.0656249	0.0042855	0.4369825	0.4108182	0.6926694	0.5922075	0.2405581	0.6634142	0.3946535	0.6563532
300	0.4909328	0.5288187	0.3365570	0.2172895	0.0647054	0.2054383	0.6102388	0.3262542	0.4537297	0.7760507	0.4943613	0.3730993	0.0447032	0.6509538	0.4421395	0.2881350	0.4120848	0.1129791	0.1993165	0.6440354	0.4096148	0.4630723	0.2413407	0.6270673	0.0169781	0.2380588	0.2562279	0.1060098	0.7606598	0.0098844	0.0885126	0.0067328	0.4973445	0.5300376	0.5987996	0.5204224	0.2452654	0.7553721	0.3939102	0.6250308
350	0.4841501	0.4703577	0.3529424	0.3168538	0.0326370	0.2455390	0.6051466	0.2121679	0.4390457	0.7051933	0.3933756	0.3684478	0.0210545	0.6728708	0.3629493	0.2314298	0.3484359	0.0439961	0.0961172	0.6275664	0.4007244	0.4394567	0.1966054	0.5557401	0.0140656	0.2500585	0.2047602	0.0850473	0.7761485	0.0031838	0.0794809	0.0025641	0.4287310	0.4298001	0.7137507	0.5249180	0.2261358	0.6110167	0.2961810	0.6874036
400	0.4935424	0.6239110	0.4502811	0.2689159	0.0468425	0.2355568	0.6891594	0.2989614	0.4152474	0.7604021	0.4825174	0.5369038	0.0115754	0.6862835	0.2882130	0.2072619	0.3762241	0.0323472	0.1098560	0.6503468	0.3403819	0.4341650	0.2739703	0.7250566	0.0161508	0.2805372	0.2990237	0.1109795	0.5532924	0.0017140	0.0920496	0.0026038	0.4129991	0.3639403	0.7529307	0.5056053	0.3044501	0.6305591	0.3743545	0.7823930
450	0.4631763	0.6979492	0.4661860	0.2614370	0.0570861	0.2201214	0.6294467	0.1837316	0.4131650	0.6477634	0.4451845	0.3139397	0.0123734	0.7574242	0.2445432	0.2221713	0.3421619	0.0097566	0.1371050	0.6991625	0.3100145	0.3563009	0.2095147	0.6919020	0.0125401	0.3261897	0.2406253	0.1132876	0.6170561	0.0027289	0.0646261	0.0005276	0.4421775	0.3524679	0.7327435	0.5421493	0.1909248	0.4986753	0.3324929	0.7765453
500	0.4745000	0.6586449	0.2802484	0.1251755	0.0121515	0.2418370	0.6343890	0.2927563	0.2633076	0.6682721	0.5520715	0.2984028	0.0132919	0.6254502	0.3273608	0.2657753	0.3280149	0.0583927	0.1004811	0.6657275	0.3044717	0.4924727	0.1780331	0.5729763	0.0145014	0.3305578	0.2063321	0.1832859	0.6692806	0.0097786	0.0778223	0.0032347	0.3733052	0.4435228	0.7052450	0.6188492	0.2381516	0.7360317	0.2622941	0.6630399
550	0.5648734	0.5995926	0.3612130	0.3707980	0.0370965	0.6015098	0.4549142	0.4122904	0.3829319	0.6576037	0.5336706	0.3746977	0.0173617	0.7159912	0.2812508	0.4223742	0.3607223	0.1510293	0.0533545	0.5791426	0.4416514	0.4655312	0.5308235	0.7154060	0.0117411	0.4123648	0.1399120	0.1834221	0.6817989	0.0274741	0.0874290	0.0017541	0.4550949	0.3693973	0.6878740	0.5245989	0.2873835	0.5856975	0.3335705	0.7569481
600	0.3777894	0.6274764	0.5184964	0.3761771	0.0435591	0.6982477	0.4195569	0.6111215	0.3645200	0.6563407	0.5017526	0.3751092	0.0207040	0.7458782	0.2780043	0.2800151	0.3220216	0.1597895	0.0255535	0.6615233	0.5006197	0.5214427	0.6632878	0.7732860	0.0332738	0.5881903	0.1482176	0.2000485	0.6545320	0.0224245	0.0898872	0.0027597	0.5114594	0.2933234	0.6205630	0.6282400	0.2072537	0.7073430	0.3363283	0.6619800
650	0.3899314	0.6021772	0.4657715	0.5609702	0.0294000	0.7237531	0.4836578	0.5241124	0.3515143	0.6163973	0.5214417	0.4641595	0.0123324	0.7290365	0.3265940	0.2553171	0.3672096	0.1216233	0.0138845	0.6479643	0.5785998	0.5253709	0.6519409	0.7154575	0.0560857	0.5979915	0.1261254	0.1246982	0.5966055	0.0301188	0.0672188	0.0032650	0.5818581	0.2899383	0.8415117	0.5451064	0.2298706	0.6327591	0.3674784	0.6806592
