"Time"	G1	G3	G7	G8	G5	G22	G4	G83	G6	G88	G85	G89	G54	G86	G87	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G23	G82	G80	G58	G31	G50	G51	G78	G94	G95	G93	G91	G90	G2	G69
450	0.5274944	0.6720338	0.6169802	0.5254268	0.0285909	0.7549809	0.6004575	0.5334127	0.4158498	0.6463267	0.5042177	0.6892040	0.0384595	0.6680024	0.1536077	0.2870058	0.7084066	0.0822982	0.0192607	0.2265641	0.2632915	0.7230144	0.7128105	0.6936607	0.2946454	0.7676352	0.0213909	0.0002631	0.2683250	0.0000248	0.1267492	0.0303013	0.3679968	0.6572343	0.7127489	0.6437238	0.2131408	0.7167456	0.5231526	0.6357808
500	0.4308278	0.5411252	0.4989301	0.4039968	0.0280466	0.6807814	0.5756519	0.3706952	0.3698498	0.6824658	0.4597983	0.5553569	0.0190715	0.7672238	0.2915350	0.3501288	0.6942858	0.1027764	0.0327999	0.1999134	0.2718810	0.4557485	0.6038209	0.6281340	0.2681730	0.7056906	0.0048051	0.0007725	0.2309660	0.0003326	0.0876714	0.0025185	0.3724533	0.6463895	0.7973341	0.5375662	0.1950971	0.7676265	0.3935863	0.7716293
550	0.3730320	0.4334363	0.7444974	0.5112581	0.0370841	0.6390046	0.3275649	0.5377450	0.3921693	0.7648701	0.5539494	0.4667474	0.0365059	0.7182803	0.2368800	0.3006147	0.4049263	0.1917725	0.0157634	0.6434363	0.3201851	0.5614710	0.5774671	0.7441651	0.1992860	0.6249192	0.0955293	0.0516911	0.7040319	0.0221023	0.0896636	0.0078320	0.4430755	0.4495704	0.6431530	0.5260668	0.1692830	0.6124259	0.5253949	0.8682140
600	0.3148010	0.4643200	0.6596755	0.6474732	0.0462982	0.7067834	0.2849500	0.6698880	0.4359895	0.7010445	0.5418823	0.3344866	0.0236085	0.7099389	0.2463125	0.2283912	0.3480937	0.1821490	0.0306683	0.5720383	0.3663424	0.5352826	0.6570914	0.7657717	0.2246773	0.7194343	0.0853640	0.0724578	0.6390152	0.0278921	0.0815854	0.0063799	0.4214195	0.3856064	0.6857648	0.5850533	0.1826966	0.7024476	0.4649270	0.7363995
650	0.4302381	0.5154986	0.5451990	0.5964712	0.0467153	0.8195275	0.2314235	0.5875528	0.4748653	0.7342906	0.4920085	0.3565429	0.0110533	0.7475456	0.3172463	0.2879234	0.4009135	0.2488619	0.0112959	0.8995348	0.4631604	0.5524390	0.6603872	0.8154069	0.2485592	0.6677676	0.0825261	0.1269054	0.7820091	0.0297480	0.0731904	0.0045711	0.5343094	0.2626248	0.6577344	0.7259718	0.2229890	0.8369941	0.4538252	0.7132873
700	0.3879165	0.4746914	0.7144038	0.5963014	0.0437183	0.6668838	0.1873377	0.5697308	0.4980091	0.7334412	0.5397557	0.4577786	0.0184228	0.7005668	0.3826377	0.2321942	0.3552395	0.2506984	0.0161237	0.7307566	0.4954668	0.5307918	0.6736421	0.7560712	0.1975308	0.7572642	0.0749496	0.0897130	0.8170009	0.0279134	0.0549448	0.0174373	0.5223262	0.2774195	0.6022878	0.6898979	0.2172239	0.7254226	0.4737370	0.7900957
750	0.3410610	0.5763706	0.6033893	0.5600839	0.0487334	0.6060272	0.3179684	0.7612722	0.4718918	0.7497256	0.5977832	0.3956143	0.0184220	0.7732851	0.3624778	0.1671845	0.3429076	0.2108179	0.0208930	0.8732488	0.5755171	0.4780054	0.7067619	0.7336867	0.3023498	0.6604883	0.0985221	0.1110875	0.7918280	0.0409308	0.0862957	0.0022343	0.4605156	0.2768968	0.7151096	0.5158292	0.2805044	0.6923459	0.3606847	0.7444940
800	0.3581821	0.5526355	0.6998828	0.6609971	0.0760814	0.6446647	0.2427022	0.7915722	0.5845474	0.7581801	0.5473943	0.3782787	0.0091652	0.7892886	0.4771490	0.1920578	0.4538902	0.2975245	0.0097416	0.8184874	0.3731948	0.5101531	0.7695400	0.7933459	0.2199983	0.6131591	0.0887482	0.1170586	0.6901845	0.0355892	0.0918640	0.0089075	0.5003953	0.2870021	0.8345538	0.5777134	0.2165159	0.7151935	0.4219006	0.7020143
850	0.4045748	0.5481043	0.6790250	0.6267654	0.0667693	0.6363913	0.2399739	0.6749761	0.3887838	0.6664763	0.5709814	0.4534092	0.0032949	0.6778497	0.5360411	0.1847229	0.4088439	0.4879644	0.0039372	0.7445525	0.5397032	0.6690920	0.7896239	0.6802410	0.2614455	0.8325805	0.0818920	0.1243692	0.6884519	0.0145919	0.0635750	0.0029195	0.4633079	0.4051372	0.7283033	0.5275044	0.2222898	0.6799571	0.4470908	0.5902907
900	0.2942093	0.4866263	0.6154724	0.7412757	0.0815497	0.7268719	0.1439141	0.7683872	0.6093321	0.7328790	0.5948170	0.3243405	0.0043089	0.7157482	0.6870937	0.1886471	0.4841905	0.6090918	0.0122682	0.7945242	0.4484185	0.5469366	0.7148992	0.6014145	0.3224818	0.6015377	0.0801153	0.0986365	0.7293062	0.0327029	0.0756965	0.0031640	0.4521465	0.3283679	0.7554074	0.6740798	0.2517333	0.6406152	0.5807927	0.8090395
950	0.3633307	0.4123758	0.7327870	0.6477002	0.0494244	0.7271997	0.2333514	0.6977180	0.5121281	0.7521091	0.4883713	0.3829953	0.0091595	0.6032003	0.6891723	0.1830131	0.4057869	0.6400018	0.0134106	0.7343227	0.5394875	0.4557598	0.7617232	0.7309824	0.2769479	0.7056667	0.0687861	0.0926922	0.6201562	0.0704308	0.0753152	0.0036409	0.3887353	0.3807428	0.6782345	0.5053563	0.2565038	0.6614064	0.4624728	0.7357546
1000	0.3876901	0.4838517	0.6060846	0.4839711	0.0595837	0.6986637	0.2803858	0.7445569	0.4620033	0.6294477	0.5216358	0.3383603	0.0227387	0.7041665	0.5611554	0.2142207	0.4350766	0.5100410	0.0205329	0.7752356	0.5483416	0.4525142	0.6827173	0.6841301	0.3292672	0.6893156	0.0692899	0.1246627	0.7485063	0.0331264	0.0826077	0.0229365	0.4170907	0.2931018	0.7025118	0.4990770	0.2596346	0.7887180	0.3196393	0.7497576

0	0.4863736	0.6490224	0.7230224	0.6386041	0.0600455	0.6974810	0.2062444	0.6369432	0.4613834	0.6709680	0.4642966	0.4231871	0.0166062	0.7528479	0.4547522	0.2675478	0.5297053	0.4159087	0.0190823	0.7897493	0.6597991	0.5569326	0.7406087	0.7084145	0.1902451	0.6941527	0.0938558	0.1032880	0.7079274	0.0475778	0.1475918	0.0088891	0.5297394	0.2569216	0.7407103	0.6008346	0.2339848	0.7895025	0.3548574	0.8026716
50	0.4489556	0.4310257	0.7071454	0.7136350	0.0801758	0.6641991	0.2392900	0.7063951	0.4526277	0.3397146	0.5744272	0.3496036	0.0064422	0.6826553	0.3983736	0.3854825	0.5506952	0.3376667	0.0260624	0.4264526	0.3783721	0.6328594	0.7127123	0.7711178	0.2331959	0.7253983	0.0439662	0.1008428	0.6785861	0.0212368	0.3175750	0.0091428	0.3190420	0.2043111	0.7539921	0.5662826	0.2367577	0.6804818	0.2997091	0.2959421
100	0.4145765	0.4436511	0.5236390	0.5990610	0.0342439	0.6625875	0.2397399	0.7243821	0.5013736	0.1522245	0.6847837	0.4103681	0.0044328	0.7068784	0.5211363	0.4874583	0.5177369	0.4006465	0.0304137	0.3274576	0.2558546	0.5605692	0.7250416	0.7713781	0.3594263	0.7044237	0.0244897	0.1038103	0.7775164	0.0248760	0.5314265	0.0402886	0.2143120	0.2026843	0.7252233	0.5625042	0.2216489	0.7009231	0.3928171	0.1791017
150	0.3081865	0.4911049	0.6305036	0.6212965	0.0572753	0.7375860	0.3095475	0.7577337	0.3997322	0.0955315	0.6353806	0.3378500	0.0022690	0.6654008	0.4807053	0.4920819	0.7389466	0.5108293	0.0120845	0.3144194	0.1865847	0.5087604	0.7318954	0.8006844	0.3711550	0.7115998	0.0246259	0.0938304	0.7936016	0.0274544	0.5390460	0.0032805	0.1581992	0.1098152	0.6307396	0.3789286	0.2171186	0.7481384	0.2131414	0.1954098
200	0.2790170	0.4112257	0.7326083	0.6430661	0.0260528	0.7390251	0.2532311	0.6386287	0.5163480	0.0730184	0.6691899	0.4703491	0.0135602	0.5489975	0.5941898	0.4043470	0.5646750	0.5181371	0.0301201	0.2523707	0.1757085	0.7503399	0.7344254	0.7406663	0.4055007	0.6288921	0.0139636	0.0925151	0.6176537	0.0572329	0.4633583	0.0076531	0.2000123	0.1100117	0.7595525	0.3478588	0.2618566	0.8298976	0.2367420	0.2134267
250	0.3126623	0.4560427	0.6431404	0.5421573	0.0607162	0.6963172	0.2368876	0.6467732	0.4508339	0.0651010	0.4961741	0.3067838	0.0220992	0.7162298	0.4977825	0.4329344	0.6077906	0.5457110	0.0186844	0.2794533	0.1886115	0.4626323	0.5950251	0.7450460	0.3816321	0.7273332	0.0067557	0.1095544	0.6910660	0.0110878	0.5050173	0.0127767	0.1699959	0.0735079	0.7337653	0.3671792	0.1829398	0.7335723	0.1584759	0.1268547
300	0.4232556	0.4742973	0.7234872	0.6745751	0.0424368	0.6809483	0.2969235	0.7072358	0.3558778	0.0684941	0.5323816	0.5266845	0.0275080	0.7666803	0.4644865	0.5284417	0.6071081	0.4562780	0.0187224	0.2368777	0.1421654	0.4905864	0.6616584	0.6815354	0.3143077	0.7025767	0.0229919	0.1354928	0.7609781	0.0199405	0.6040830	0.0063479	0.1732655	0.0626228	0.7263727	0.2039063	0.1819547	0.6841189	0.1417186	0.1709187
350	0.4061569	0.5220111	0.6427721	0.5598212	0.0331876	0.7715002	0.2501883	0.6730102	0.5420975	0.0342199	0.4719849	0.3354581	0.0375860	0.7589334	0.4203440	0.5800277	0.4858395	0.3243667	0.0134318	0.2670196	0.1324552	0.5579246	0.7557121	0.7152733	0.4306251	0.7212781	0.0143424	0.1099486	0.6979086	0.0146388	0.5022696	0.0078550	0.1837632	0.1037412	0.6272510	0.2517694	0.1780605	0.8040379	0.1424691	0.1370840
400	0.3468964	0.3847049	0.7725468	0.5899405	0.0324261	0.6184847	0.3203992	0.6714947	0.6374659	0.0144285	0.4295756	0.4164298	0.0564762	0.7748494	0.3963316	0.6308416	0.5353925	0.2326468	0.0292309	0.2296031	0.1211677	0.5915755	0.8094571	0.6255896	0.3111030	0.8335184	0.0286341	0.0986191	0.6660895	0.0152615	0.4799545	0.0128466	0.1750560	0.1108217	0.6055489	0.2111061	0.1774432	0.7212924	0.1340877	0.1284806
450	0.4094164	0.5950373	0.6215796	0.6832634	0.0576878	0.6909355	0.2323216	0.7592896	0.5141786	0.0454227	0.5597995	0.5317815	0.0440309	0.7364367	0.5043652	0.6330303	0.5498459	0.1184904	0.0136302	0.2743867	0.1018120	0.5292418	0.7318992	0.7318614	0.4113722	0.6744324	0.0136393	0.0810336	0.7138437	0.0229234	0.4684314	0.0066255	0.1746898	0.0733872	0.6346646	0.2476575	0.1530390	0.7506217	0.1492138	0.1220238
500	0.3371470	0.5934216	0.9459472	0.5366126	0.0325531	0.7032798	0.2654846	0.6606308	0.4969892	0.0200806	0.5206455	0.4939066	0.0411519	0.7985976	0.4052822	0.5270858	0.6248552	0.0673267	0.0353492	0.2932355	0.1204069	0.4569252	0.8214696	0.7815651	0.4100817	0.8614439	0.0412623	0.1606958	0.6682684	0.0335556	0.4998495	0.0128712	0.1292702	0.0622825	0.6885761	0.2508315	0.1291606	0.6042207	0.2135548	0.1638697
550	0.3422310	0.4493235	0.8647540	0.7255725	0.0749276	0.7324251	0.2120387	0.5813215	0.5146301	0.5239308	0.4817431	0.5959952	0.2030844	0.7571092	0.3524114	0.3916383	0.3783975	0.0392223	0.0553546	0.5717627	0.3286121	0.5940223	0.7137098	0.7938711	0.3579152	0.6337856	0.0547262	0.1057254	0.7460508	0.0384051	0.1772311	0.0211825	0.2957210	0.1183848	0.6678184	0.1436027	0.2448349	0.7043566	0.1863612	0.6354806
600	0.3472170	0.5528257	0.7505122	0.5782015	0.0415030	0.6314338	0.1866406	0.8478675	0.4383045	0.6699120	0.4594290	0.7808312	0.0976936	0.7230935	0.4170962	0.3485425	0.3960592	0.0174392	0.0618993	0.6148362	0.3932215	0.5067291	0.6797951	0.6761155	0.4618948	0.7187571	0.1131922	0.1014946	0.7466501	0.0233356	0.1275584	0.0350878	0.1678783	0.0995420	0.7005296	0.2009948	0.1583617	0.9195160	0.1985550	0.5962858
650	0.3503514	0.5019219	0.5208171	0.5395676	0.0901613	0.6353946	0.3346275	0.7558092	0.4392033	0.5759239	0.4738097	0.6391246	0.0548252	0.6073556	0.2811801	0.2864918	0.3125289	0.0092400	0.0559293	0.7397823	0.4968482	0.4723176	0.7899520	0.7069982	0.4577064	0.7852355	0.0695447	0.1111983	0.7545430	0.0238326	0.1210391	0.0365643	0.2029400	0.1251874	0.7729524	0.2168059	0.2067636	0.6673339	0.2800956	0.5561873
700	0.3673636	0.5869733	0.6055995	0.6464698	0.0774649	0.7933790	0.2369428	0.6926861	0.4734784	0.7814838	0.4006486	0.6980188	0.0433734	0.7359407	0.2336511	0.2834092	0.3106498	0.0384497	0.0660692	0.8146927	0.5066320	0.5656701	0.7878255	0.6706713	0.2997695	0.6344350	0.0925924	0.1647023	0.6586611	0.0269308	0.1264543	0.0084388	0.3343105	0.1080870	0.7366337	0.1849913	0.1847431	0.6443595	0.3619259	0.7158509
750	0.3458562	0.4194815	0.7324869	0.8302901	0.0877433	0.7955786	0.2475807	0.5517783	0.4482193	0.7430744	0.5805298	0.4811015	0.0318716	0.7246451	0.2968890	0.2600571	0.4698955	0.0503611	0.0284999	0.7420837	0.4490931	0.4532282	0.7176057	0.5846225	0.1952217	0.7084158	0.1023859	0.1391884	0.6890740	0.0471624	0.1147549	0.0148681	0.4390242	0.1768406	0.6405271	0.3186570	0.1618798	0.6909387	0.3411372	0.6984934
800	0.3120639	0.3913732	0.7663861	0.5305159	0.1185468	0.6451216	0.1402994	0.6699697	0.5386803	0.6853076	0.5220964	0.4807306	0.0324555	0.8688765	0.3269772	0.2201889	0.3951704	0.0872767	0.0195298	0.7096426	0.5192014	0.5479139	0.5783228	0.6470307	0.2931484	0.6738242	0.0781761	0.2156132	0.6897131	0.0293087	0.1302824	0.0029439	0.4110953	0.2445015	0.6933683	0.4641529	0.1807519	0.7618739	0.5043966	0.7277395
850	0.3109582	0.4817327	0.6770900	0.5984480	0.0674874	0.7239101	0.1888561	0.6576462	0.4879120	0.7816230	0.4544901	0.4379701	0.0166503	0.6923926	0.4531286	0.2657343	0.3592042	0.1156230	0.0303211	0.7538722	0.5978905	0.5610442	0.6289082	0.7662185	0.2331682	0.6972387	0.1271483	0.1122529	0.7378222	0.0483883	0.0681149	0.0028593	0.4443291	0.2543675	0.6371072	0.6184867	0.1839317	0.7592377	0.3667130	0.6923341
900	0.4141129	0.4456636	0.5880725	0.4248877	0.1425585	0.6586647	0.2556247	0.8337836	0.3570259	0.6430680	0.5364963	0.4421770	0.0236288	0.7292793	0.5296202	0.2093098	0.3963739	0.0980926	0.0095910	0.8268462	0.5217691	0.5408507	0.7436764	0.7514248	0.2747374	0.8167363	0.0763063	0.0928342	0.6969192	0.0165627	0.0513115	0.0039577	0.4882667	0.2691098	0.7225898	0.5712214	0.2925834	0.9541955	0.4589800	0.6579292
950	0.2494664	0.5157559	0.7621212	0.4681557	0.0661760	0.7674628	0.1876642	0.6877446	0.4666803	0.6508448	0.6021787	0.4955265	0.0169121	0.6455657	0.4030828	0.2896157	0.4759846	0.1381817	0.0054518	0.6363997	0.5205008	0.5223517	0.7914757	0.8439890	0.2391370	0.7028504	0.1135609	0.1112198	0.6632486	0.0264032	0.0494958	0.0041933	0.4570908	0.3067712	0.6255972	0.5956019	0.2438183	0.7227019	0.4411098	0.7034408
1000	0.4258750	0.5495504	0.7505800	0.6327025	0.0685259	0.8001408	0.2008015	0.7747914	0.5054769	0.9120841	0.6813603	0.4570210	0.0192140	0.8218615	0.5076334	0.2536851	0.4443465	0.2742179	0.0183515	0.6625691	0.4446022	0.6722739	0.8716209	0.6913875	0.2374992	0.6247973	0.1582343	0.1321978	0.7935731	0.0236848	0.1126052	0.0055108	0.5130484	0.2010491	0.6916654	0.5802533	0.2753702	0.6813519	0.3260175	0.7937479

0	0.3636791	0.5074477	0.6538442	0.5873521	0.0796535	0.7566751	0.2674320	0.5989792	0.4850119	0.7652290	0.4718272	0.4306912	0.0070517	0.8659152	0.4780425	0.2850999	0.6348184	0.4225802	0.0140727	0.7542677	0.6576125	0.5803939	0.6130190	0.7833153	0.2308303	0.6548254	0.1166721	0.0850271	0.6693655	0.0308838	0.0944947	0.0032603	0.6160546	0.2637943	0.8782119	0.6329078	0.2253727	0.5893272	0.3728635	0.8245446
50	0.2706497	0.7035648	0.6760923	0.6202506	0.0172014	0.6785807	0.1836122	0.6406492	0.1305143	0.2305095	0.5220014	0.3894652	0.0111936	0.7440306	0.5603911	0.2331905	0.4439666	0.4619762	0.0053782	0.4836541	0.2163125	0.5913019	0.7156241	0.6499097	0.1849468	0.6105255	0.0880028	0.0896361	0.5400032	0.0313904	0.0385430	0.3193714	0.4508773	0.2826580	0.7871411	0.5825584	0.2932234	0.7516212	0.5260310	0.6636178
100	0.2626249	0.5071791	0.5819926	0.6544298	0.0069807	0.6764131	0.2476756	0.7543542	0.0406811	0.1373023	0.5661936	0.3377054	0.0362041	0.6362208	0.4061881	0.3330731	0.2540975	0.4177814	0.0122944	0.3597724	0.1085211	0.4603883	0.6790587	0.7442322	0.2214741	0.7657590	0.1172702	0.1164027	0.4174649	0.0732225	0.0577956	0.4953411	0.5441241	0.3770582	0.7844877	0.6223632	0.3320963	0.7546792	0.3880214	0.7225365
150	0.2817028	0.5228881	0.7214092	0.6634127	0.0101881	0.6652734	0.2038567	0.8494354	0.0130265	0.1119552	0.5389185	0.2919101	0.1303352	0.5770790	0.3972306	0.3875188	0.3192968	0.4325736	0.0196722	0.2622766	0.1420680	0.5355966	0.7236986	0.7580494	0.2117005	0.6926732	0.0599782	0.1032866	0.5444928	0.1011825	0.0316235	0.4522908	0.7297670	0.4473465	0.5740372	0.6510863	0.2848014	0.6978645	0.3388715	0.6138459
200	0.3316734	0.5324014	0.6949945	0.6296570	0.0122852	0.8560445	0.1527188	0.6878579	0.0083693	0.0315866	0.4607516	0.5179853	0.2875445	0.8569869	0.2197042	0.4643467	0.2177697	0.2896864	0.0395889	0.2814311	0.0667855	0.5173537	0.6969883	0.8288057	0.2975084	0.7304881	0.0874526	0.1285731	0.4237089	0.0999303	0.0749139	0.6186809	0.5881278	0.5054338	0.7577963	0.6261053	0.3553764	0.6567547	0.4754219	0.6279402
250	0.3855848	0.5425006	0.7242341	0.7067581	0.0176732	0.7781972	0.1421483	0.6173324	0.0070163	0.0663556	0.4053532	0.5308396	0.3879950	0.6773870	0.0484500	0.4589915	0.1334039	0.2497166	0.1883510	0.2918066	0.1184767	0.5786510	0.7362252	0.7296830	0.4571578	0.7039527	0.0642657	0.1136538	0.4799681	0.1341895	0.1062303	0.5855713	0.4383085	0.3108943	0.6512198	0.7710891	0.2673496	0.6928761	0.4623251	0.7389296
300	0.3235332	0.4508181	0.7491148	0.6248510	0.0170642	0.7605983	0.1461807	0.6470067	0.0048186	0.0589687	0.3362514	0.4381336	0.4368718	0.6496459	0.0377128	0.4350135	0.1287875	0.1943845	0.3311486	0.2491305	0.1525191	0.5145000	0.7374399	0.6948512	0.4046006	0.7431983	0.0792502	0.1229430	0.3837093	0.3357414	0.1459437	0.5689065	0.3062399	0.2596882	0.6740932	0.6601858	0.2647199	0.6252252	0.5087070	0.6603055
350	0.2836926	0.5425162	0.6122354	0.6012931	0.0171907	0.8035558	0.1250634	0.5868950	0.0156884	0.0423263	0.3299625	0.7221460	0.3515864	0.5767596	0.0098932	0.4170826	0.1099245	0.1879258	0.3030571	0.2629327	0.1196239	0.5631008	0.7538175	0.7407810	0.5640794	0.7278289	0.0508241	0.0838768	0.3839630	0.6125361	0.1662104	0.6162708	0.3637259	0.2849613	0.7234483	0.4040935	0.2789268	0.7057869	0.5033121	0.6480704
400	0.3195366	0.5343796	0.6768067	0.6837077	0.0408630	0.6675350	0.1494780	0.6786764	0.0168649	0.0299566	0.3936505	0.5999593	0.4193674	0.4072605	0.0102185	0.4420448	0.0688035	0.1842169	0.3680174	0.2525898	0.1253474	0.5418803	0.7294296	0.8080258	0.5096401	0.6420023	0.0722021	0.0751093	0.4071335	0.5336734	0.1643183	0.7307644	0.2876642	0.2161543	0.7058273	0.4314938	0.2682547	0.7637402	0.4344871	0.7443275
450	0.3522056	0.5364263	0.6571144	0.6610535	0.0186859	0.6936510	0.1673098	0.6868976	0.0106367	0.0194590	0.2714673	0.6579062	0.3441457	0.4540686	0.0086218	0.3598476	0.0462877	0.1195744	0.4507667	0.2709782	0.1148811	0.4096216	0.7972531	0.8815721	0.4653450	0.6074043	0.0781442	0.1658134	0.3629004	0.7621441	0.2612157	0.7177619	0.3420929	0.1507006	0.7014462	0.4323811	0.1753282	0.7741152	0.5421561	0.7270594
500	0.3208074	0.4460115	0.7189761	0.6453520	0.0088669	0.7307222	0.1394412	0.7422812	0.0172598	0.0309451	0.2587941	0.6070469	0.3174482	0.4209548	0.0163251	0.4152326	0.0721329	0.1478166	0.3987338	0.3250094	0.1105597	0.5012904	0.7306320	0.7830493	0.6040601	0.6766012	0.0780500	0.0988965	0.4418520	0.9314811	0.2228514	0.8047925	0.3623454	0.1962159	0.6312976	0.4329791	0.2422169	0.7167250	0.4701225	0.8110509
550	0.4110283	0.4260101	0.5223251	0.5803435	0.0769120	0.6998980	0.1836784	0.6876063	0.2540959	0.4644479	0.3586909	0.5555018	0.2656356	0.3677052	0.0179698	0.4226567	0.0547509	0.0488624	0.3591388	0.4793136	0.4724888	0.5284668	0.5945862	0.6528052	0.5646845	0.5947362	0.0809487	0.1285118	0.7027071	0.7381027	0.2342338	0.5927939	0.2487482	0.1818707	0.6844375	0.5212651	0.2776826	0.7670971	0.4942015	0.7149781
600	0.3082861	0.5099056	0.7696966	0.6411633	0.0464393	0.7533021	0.2414653	0.6709181	0.3748688	0.5794110	0.3738640	0.6951038	0.1281330	0.4763182	0.0653363	0.3767716	0.1086280	0.0317237	0.3639573	0.6669671	0.6605878	0.5272190	0.5697053	0.7291365	0.5372711	0.6855980	0.0820136	0.1794081	0.6873612	0.6088353	0.2021004	0.5359684	0.2843181	0.1621667	0.7316637	0.4231577	0.1846293	0.6463896	0.4776805	0.6852185
650	0.3614787	0.4370829	0.7645798	0.5084306	0.0689199	0.6470229	0.1417678	0.7958897	0.4240995	0.6696512	0.4925801	0.6353731	0.0991567	0.5904240	0.2086739	0.3061046	0.2441754	0.0156342	0.2025256	0.6592302	0.6375162	0.5791621	0.6390788	0.6848254	0.5508767	0.8393314	0.1516682	0.0753102	0.7393193	0.5469564	0.1117466	0.3101040	0.2063298	0.1253358	0.7309119	0.3779062	0.2110038	0.7546192	0.3821892	0.7877107
