"Time"	G1	G3	G5	G8	G4	G83	G6	G7	G86	G85	G22	G87	G54	G89	G88	G30	G29	G35	G100	G99	G32	G81	G23	G19	G18
450	0.2561631	0.1746965	0.3606101	0.4079048	0.6324224	0.6729008	0.0270461	0.4518782	0.3467630	0.1037762	0.7554057	0.3504841	0.5556889	0.0142430	0.3829546	0.7616628	0.1044036	0.2024250	0.2188319	0.7010491	0.1563317	0.5397091	0.4066685	0.6095379	0.8721469
500	0.2161914	0.1320580	0.5538377	0.5457602	0.5922819	0.5983160	0.0797469	0.4212070	0.3569116	0.0987681	0.7449108	0.3443444	0.6128002	0.0204603	0.2995449	0.6502260	0.0654048	0.1725123	0.2475872	0.7639283	0.1589324	0.6021035	0.4406266	0.8077562	0.7933206
550	0.1399152	0.1121317	0.3407580	0.5221049	0.5197638	0.7076493	0.0302633	0.6324091	0.3148965	0.1103002	0.7220506	0.2403394	0.3612489	0.0432496	0.3954928	0.6787254	0.1086589	0.5430516	0.1632549	0.8693715	0.3114566	0.5065645	0.3874522	0.7065610	0.8118286
600	0.1562941	0.0726092	0.3588810	0.5620697	0.5112872	0.7856013	0.0260868	0.6836810	0.3457143	0.2372801	0.6265992	0.2666636	0.1338034	0.0251308	0.4264608	0.7368511	0.1120533	0.5747982	0.2249078	0.7642723	0.2852709	0.3745747	0.3344333	0.5460593	0.7532193
650	0.1711081	0.0607241	0.4750517	0.5491882	0.5260697	0.7456173	0.0154119	0.7274685	0.2784854	0.3218832	0.6457175	0.3751844	0.0782436	0.0203559	0.5088717	0.9037833	0.1846731	0.6623086	0.3972682	0.6269056	0.3374431	0.3584755	0.3121121	0.7770628	0.6713321
700	0.1800617	0.1259760	0.4263311	0.5564783	0.7121264	0.6875858	0.0432607	0.6924199	0.2701098	0.3046501	0.6320222	0.3275507	0.0522551	0.0054736	0.7642024	0.8653958	0.2876569	0.7474773	0.4750017	0.4994421	0.2569888	0.4137224	0.4304279	0.7950722	0.8113139
750	0.1837150	0.0753619	0.4240543	0.4902841	0.5107446	0.6923247	0.0748745	0.8148059	0.3265108	0.3658660	0.6667300	0.3658455	0.1198658	0.0061857	0.7523902	0.8830785	0.2848784	0.7565384	0.5785390	0.2670257	0.0942631	0.2581317	0.3133445	0.7548105	0.7392382
800	0.2391757	0.1312171	0.4097089	0.5754449	0.4604086	0.7405685	0.0312975	0.8028388	0.2034543	0.2666890	0.7581747	0.3123037	0.3132818	0.0124047	0.8864519	0.7518259	0.3107916	0.7483688	0.5375190	0.2516428	0.1496414	0.2909963	0.4356935	0.6586435	0.8380603
850	0.1498563	0.1048258	0.4633906	0.6191359	0.5474491	0.6512780	0.0403591	0.7348161	0.2696467	0.4042066	0.7170835	0.3633223	0.4573380	0.0329812	0.6589376	0.8036890	0.1617775	0.6147913	0.6011192	0.5447002	0.1566416	0.2206545	0.4892510	0.7373231	0.7316420
900	0.1959152	0.1270611	0.3681694	0.5935231	0.6761819	0.6677950	0.0494271	0.7249339	0.3705775	0.3460883	0.6682883	0.3927532	0.5300214	0.0182866	0.6592349	0.7373259	0.0938096	0.7191026	0.3543494	0.6226703	0.1975531	0.3581679	0.4163695	0.8542735	0.6695718
950	0.1372975	0.1418403	0.3666398	0.6076484	0.4851471	0.7551348	0.0224503	0.8228866	0.3667570	0.2044593	0.7439040	0.3566071	0.3524142	0.0265916	0.6770763	0.6773321	0.1141773	0.6912060	0.3453605	0.6160119	0.2177617	0.3224804	0.4578721	0.6795178	0.6045900
1000	0.2187422	0.1368133	0.3495266	0.5434203	0.6973091	0.8428698	0.0361727	0.7468659	0.2329829	0.2462631	0.7933340	0.3744035	0.1491543	0.0113382	0.5035291	0.7461651	0.1945058	0.7371932	0.2885380	0.7231373	0.2449019	0.3263437	0.4936088	0.6416149	0.6830975

0	0.2229079	0.1353648	0.3592145	0.5976088	0.5632801	0.8312293	0.0326772	0.7795839	0.3081778	0.2887567	0.7018157	0.3400070	0.1344969	0.0137197	0.7128733	0.7136733	0.2257875	0.7286618	0.6676669	0.4495695	0.1962103	0.2790390	0.4677180	0.5867029	0.6516203
50	0.1076563	0.1398126	0.4193546	0.5117553	0.6438042	0.1550916	0.0222556	0.8130798	0.2863770	0.3948259	0.5969377	0.5521946	0.3414454	0.0048537	0.8258662	0.6506009	0.2140067	0.6412553	0.6412887	0.4707901	0.1966270	0.3244078	0.4086326	0.6181370	0.6966550
100	0.1422415	0.0854610	0.4652698	0.6078021	0.4792732	0.2153665	0.0040813	0.7374682	0.1863576	0.2865866	0.7589699	0.5716794	0.4216070	0.0227457	0.7566526	0.6476407	0.1237202	0.7336575	0.4468480	0.5627844	0.2158998	0.4929830	0.4728320	0.6766279	0.7150780
150	0.1208498	0.0596237	0.4034320	0.7245996	0.2940586	0.2590571	0.0071113	0.7503594	0.1495469	0.2704083	0.7850450	0.5757810	0.2844971	0.0203903	0.5932395	0.7219676	0.1203904	0.7087591	0.3482851	0.8384103	0.2030800	0.4362734	0.4676352	0.6640718	0.7210484
200	0.0663794	0.0303203	0.3540622	0.6930994	0.2807972	0.2336187	0.0028458	0.8335249	0.1130939	0.3483951	0.8125045	0.6272705	0.1308740	0.0318606	0.7267183	0.5695210	0.1603024	0.7621620	0.3731285	0.6731774	0.2625566	0.4138764	0.5406469	0.7471778	0.9537776
250	0.0980992	0.0462451	0.5762910	0.7570353	0.1507415	0.1863787	0.0210980	0.8078165	0.0822053	0.3213783	0.6714707	0.5826368	0.1424855	0.0114795	0.5892034	0.5225026	0.1398632	0.7148825	0.5065745	0.6550019	0.2806919	0.4999440	0.4650547	0.6923093	0.7007287
300	0.1027627	0.0316652	0.5543327	0.6099206	0.1172479	0.2563412	0.0178279	0.7550777	0.1528066	0.2426211	0.8323103	0.6724479	0.0486768	0.0115086	0.5806974	0.6539872	0.2884078	0.8421826	0.5252116	0.6043136	0.1998600	0.4192099	0.4216317	0.8211732	0.8147705
350	0.1165574	0.0402888	0.5737417	0.7496260	0.0620727	0.1790060	0.0446204	0.6656980	0.1247043	0.3215134	0.6339767	0.6894403	0.1885648	0.0060198	0.6447464	0.8017271	0.2505587	0.7270237	0.5780456	0.2908449	0.1714013	0.4393473	0.5339909	0.6672121	0.7727629
400	0.1721722	0.0442095	0.5655986	0.7216067	0.0682265	0.2961620	0.0102508	0.7750488	0.1673136	0.3757992	0.7931778	0.5964395	0.4502182	0.0020513	0.7153873	0.6219103	0.1952449	0.7138487	0.6893939	0.3445074	0.2176337	0.3936100	0.4269532	0.7281734	0.6909089
450	0.1278768	0.0607993	0.4196143	0.7287488	0.1623849	0.2310062	0.0200016	0.6426551	0.2026038	0.3225537	0.8993413	0.6073682	0.4481217	0.0099598	0.6929242	0.6906915	0.1123651	0.8198179	0.5369045	0.4916719	0.1655810	0.5357691	0.3824426	0.7423696	0.6116002
500	0.1325417	0.0609007	0.4991052	0.6483899	0.2199232	0.1935224	0.0038967	0.7998476	0.2036693	0.2765390	0.6718242	0.7015488	0.2653328	0.0063548	0.6647612	0.5859121	0.1099602	0.6657578	0.4681153	0.6722449	0.1765409	0.5738414	0.4260234	0.6831386	0.6182295
550	0.2146620	0.0421065	0.4694128	0.6658578	0.4244628	0.7946155	0.0545651	0.7689609	0.1896699	0.2583344	0.8018970	0.5599141	0.1241794	0.0079013	0.5570629	0.5494158	0.1469919	0.7686006	0.3608995	0.7446600	0.2285507	0.3636587	0.3575858	0.7596346	0.7510412
600	0.2209492	0.0884756	0.4098721	0.6291865	0.4827450	0.8443972	0.0406014	0.8286268	0.1922320	0.3480645	0.7262425	0.4423784	0.1037495	0.0130445	0.6753481	0.8215210	0.1859429	0.7945184	0.4924054	0.6557075	0.2496835	0.3841385	0.4063410	0.7590603	0.6507326
650	0.1588085	0.1333047	0.3221421	0.5004307	0.6328684	0.8286645	0.0319401	0.7560406	0.2418394	0.3462297	0.7783213	0.4455447	0.1079582	0.0110870	0.7178249	0.7111538	0.2020462	0.8032602	0.4711414	0.4893730	0.2694803	0.2587730	0.4346785	0.6286672	0.5826401
700	0.1812250	0.1033706	0.4555090	0.6842983	0.4972459	0.7145829	0.0244467	0.7690528	0.2295209	0.3624685	0.8395344	0.3368450	0.1297899	0.0032218	0.8135824	0.7388097	0.2422814	0.8848532	0.6074546	0.5533710	0.2070334	0.3044116	0.4408219	0.7173923	0.9512746
750	0.1393569	0.1369007	0.4847743	0.6237186	0.4430656	0.7118365	0.0050255	0.6539256	0.2554448	0.3491922	0.8589970	0.4091747	0.2463916	0.0030928	0.7343011	0.7819264	0.2650716	0.7749099	0.6602220	0.4782602	0.1059188	0.2851641	0.4809380	0.7872840	0.8038897
800	0.1779405	0.1101320	0.4365439	0.6069430	0.4678725	0.5327599	0.0295100	0.9262833	0.3293541	0.3934545	0.5756253	0.4926494	0.3550366	0.0443728	0.7200208	0.6692260	0.1833158	0.7997819	0.4443909	0.4694400	0.1837663	0.3431721	0.4005804	0.7228824	0.7785868
850	0.1886108	0.1488597	0.3997210	0.5609265	0.5095332	0.7723673	0.0388143	0.7075002	0.3104452	0.3632731	0.6978281	0.3813738	0.3063989	0.0148182	0.7457460	0.8359477	0.1240535	0.7243658	0.4788768	0.5933918	0.2118025	0.3217947	0.5391634	0.6500865	0.6695544
900	0.2312866	0.1322471	0.4841333	0.5469990	0.5722275	0.8699543	0.0726532	0.9029665	0.3282584	0.2922924	0.6612039	0.4740599	0.2300323	0.0254868	0.6311754	0.7180925	0.1221265	0.7373863	0.3767812	0.6086918	0.2499360	0.3624064	0.5817264	0.6745364	0.7298899
950	0.2717079	0.1451589	0.4222893	0.5972787	0.7215178	0.7916371	0.0513422	0.7899574	0.4089953	0.3358062	0.7667458	0.4452491	0.1895605	0.0046854	0.8595598	0.9742335	0.1704083	0.7179036	0.4518712	0.6227078	0.1940191	0.3424450	0.6432505	0.5357920	0.7247815
1000	0.2132085	0.1421099	0.4274042	0.4955825	0.8613631	0.8294436	0.0620666	0.8490553	0.3884230	0.3323442	0.7506223	0.3588374	0.1663954	0.0328896	0.8059797	0.8403637	0.1932755	0.8417090	0.4816773	0.6131535	0.1974444	0.2165542	0.4282281	0.7508003	0.7295524

0	0.2082106	0.1040771	0.3355720	0.5180117	0.5968691	0.7049768	0.0255533	0.6849226	0.3091000	0.2971255	0.7524350	0.3594209	0.1189055	0.0167119	0.5960683	0.6943932	0.2464463	0.6782472	0.6175413	0.5995574	0.2060469	0.2906639	0.5364821	0.6623648	0.6678316
50	0.2056320	0.1421267	0.2139513	0.3811930	0.6334796	0.2976171	0.0317213	0.6281444	0.3014428	0.3357404	0.1691603	0.4985328	0.4306127	0.0156323	0.6447977	0.7539205	0.1850583	0.5261129	0.4753751	0.7381919	0.0416791	0.3498177	0.3548436	0.4994271	0.8060074
100	0.1309192	0.0976891	0.2083888	0.3411211	0.5020756	0.3690230	0.0243677	0.6918321	0.3570340	0.1654516	0.1393073	0.4753147	0.5382722	0.0204506	0.5755880	0.8038700	0.0676658	0.5765430	0.3226379	0.7773900	0.0221877	0.3170456	0.1653805	0.4223368	0.6451651
150	0.1551389	0.0895114	0.2877185	0.2890454	0.4335527	0.2019466	0.0377244	0.5944496	0.3492985	0.1313970	0.0998926	0.4490369	0.6956892	0.0122691	0.5481252	0.7989939	0.0482458	0.5510129	0.2234748	0.7315218	0.0733448	0.3835869	0.1227057	0.5209703	0.7638988
200	0.1524683	0.0770816	0.3141923	0.4219533	0.4116366	0.2629508	0.0439246	0.6637028	0.3025985	0.1615056	0.0668399	0.4963570	0.5477864	0.0143928	0.4120120	0.7751910	0.0326818	0.4805412	0.2728375	0.6409138	0.0598794	0.3322845	0.0917966	0.5312705	0.8698781
250	0.1211249	0.0727589	0.3507366	0.4179764	0.3187777	0.3912090	0.0495385	0.6997043	0.3646776	0.1588643	0.0794980	0.4272451	0.7538925	0.0446199	0.4705825	0.7524477	0.0474765	0.4072128	0.1722574	0.7034960	0.1157468	0.2931640	0.0935380	0.4979147	0.7314625
300	0.1323606	0.0813293	0.2981368	0.3400628	0.2660634	0.3043656	0.1128759	0.8361959	0.2863424	0.1497410	0.1080172	0.4261353	0.6834627	0.0654942	0.5033155	0.7788328	0.0535952	0.2670446	0.1775211	0.6792837	0.0743171	0.2750323	0.0700899	0.6210292	0.6911186
350	0.2357688	0.0640715	0.3591286	0.3693641	0.2490223	0.3809268	0.0351673	0.7440323	0.4124923	0.1900834	0.1309878	0.4409284	0.5770250	0.0689583	0.3982004	0.8167238	0.0712964	0.2779304	0.1530487	0.6171136	0.1281482	0.2597647	0.0556584	0.5730921	0.6737986
400	0.2001142	0.0802893	0.2546402	0.4049349	0.4370821	0.2545732	0.0447916	0.7855848	0.3497010	0.2586596	0.0988489	0.3614406	0.5702113	0.0229617	0.4491356	0.7612315	0.1142099	0.4832732	0.1673043	0.6904600	0.1122484	0.3214100	0.0935129	0.5711165	0.6461081
450	0.1426872	0.1197753	0.2614162	0.2950108	0.4201673	0.3326362	0.0658954	0.7352327	0.2641664	0.1772875	0.1258605	0.4336531	0.6180032	0.0306104	0.4156671	0.7819564	0.0493131	0.4490626	0.1398202	0.8155265	0.1400525	0.3214175	0.0838411	0.4326048	0.8389723
500	0.1330847	0.0867972	0.2814962	0.4203612	0.4614567	0.3560478	0.0304327	0.7408637	0.2646675	0.2256444	0.1088113	0.4040569	0.7390857	0.0392470	0.4043552	0.8280466	0.0420524	0.4078858	0.1491970	0.8932242	0.0882222	0.2656489	0.0666621	0.4798338	0.7472542
550	0.1941548	0.0791894	0.5139076	0.6624253	0.3766624	0.6215963	0.0384511	0.7502148	0.3097766	0.1812187	0.6383912	0.3103755	0.3144553	0.0262703	0.4619082	0.7341958	0.0447991	0.6284910	0.1531386	0.8508164	0.3597820	0.2210786	0.0921694	0.5556692	0.7250754
600	0.1830882	0.1169577	0.5751477	0.6668446	0.4185589	0.7047742	0.0378056	0.7630439	0.2220074	0.2028084	0.7979840	0.3617538	0.0968055	0.0203950	0.5811804	0.7504634	0.1666568	0.8829913	0.1902170	0.7589914	0.3500711	0.2094642	0.3113553	0.6278641	0.7413600
650	0.1836709	0.1160299	0.3824715	0.5915554	0.4830246	0.6884615	0.0211579	0.7266117	0.2541240	0.3135224	0.6459953	0.4466376	0.1129522	0.0173035	0.6142699	0.7522430	0.1669307	0.8172558	0.4172955	0.6483477	0.3422849	0.2209577	0.3889829	0.6463018	0.7842606
700	0.2097016	0.1803049	0.3838311	0.3505505	0.6361582	0.9045131	0.0401040	0.7112590	0.2863435	0.3673950	0.7547116	0.4315844	0.0930050	0.0115401	0.6411221	0.8433039	0.2191287	0.7160170	0.5832487	0.4678352	0.1908186	0.2281274	0.4910264	0.5976133	0.6635621
750	0.3039244	0.1803092	0.3457144	0.3584216	0.7054586	0.7463119	0.0356662	0.8536673	0.2991207	0.3749543	0.7520171	0.3542941	0.0897738	0.0126906	0.6524074	0.9262743	0.3091656	0.7473267	0.5947223	0.2010079	0.2249037	0.2167813	0.3264946	0.5421627	0.7381302
800	0.2558940	0.1580560	0.3177238	0.3374493	0.6919590	0.7438991	0.0269246	0.8206825	0.3023071	0.3712255	0.8458259	0.3816614	0.1885740	0.0046700	0.7492589	0.7674204	0.3532780	0.6846978	0.6439901	0.1733242	0.1308705	0.1581814	0.3916740	0.6617304	0.6869083
850	0.1286473	0.1955647	0.3581966	0.3993601	0.5233008	0.6859918	0.0582451	0.7389266	0.2437933	0.3312448	0.7500585	0.3847678	0.4256313	0.0074642	0.6531861	0.7642335	0.2715591	0.8390268	0.6007588	0.3386244	0.1515848	0.2297388	0.4350784	0.7977882	0.6975645
900	0.1815925	0.1756530	0.3481540	0.4684717	0.6780906	0.6647540	0.0295365	0.7144699	0.2943059	0.4023359	0.7766124	0.4447507	0.3280211	0.0197972	0.8411022	0.6345234	0.1811169	0.6517051	0.5616332	0.5895740	0.2231272	0.3351036	0.4362584	0.6927251	0.6974559
950	0.2319357	0.1916504	0.4513692	0.5121339	0.5744402	0.8186522	0.0166229	0.8398271	0.3444300	0.3426171	0.7824350	0.3460676	0.2965153	0.0128662	0.6924207	0.7390681	0.1277990	0.6470115	0.5826228	0.6041177	0.2328331	0.2778501	0.4713414	0.7701841	0.6423862
1000	0.2401665	0.1371977	0.4849446	0.4722219	0.5767692	0.7019915	0.0216560	0.6523735	0.2071480	0.3428636	0.6925315	0.2954068	0.1693454	0.0092227	0.6342748	0.8090060	0.1446853	0.7163533	0.4743547	0.7450624	0.2978875	0.2886207	0.3968353	0.6116938	0.7365441

0	0.2209415	0.1361508	0.4066073	0.5327844	0.5699139	0.7879285	0.0523795	0.7905939	0.2909013	0.2592096	0.8144920	0.4244511	0.1159826	0.0090138	0.6885631	0.7110659	0.2611393	0.8459862	0.6055699	0.5055657	0.2032254	0.2692825	0.6200734	0.5931136	0.8067596
50	0.2315020	0.1199568	0.4252727	0.3078782	0.5759826	0.7588648	0.0097227	0.7125402	0.2945299	0.4542843	0.5796422	0.4500054	0.0607328	0.0086520	0.4310037	0.6206343	0.3314914	0.4448499	0.5397701	0.3898982	0.1828467	0.5195851	0.3985198	0.5902722	0.2768175
100	0.2651348	0.1324403	0.2959170	0.3416864	0.7080466	0.6287726	0.0120979	0.7375544	0.2266251	0.3730906	0.5681438	0.5367472	0.0090175	0.0080095	0.3146691	0.6987958	0.3805076	0.3868655	0.5744877	0.1611081	0.2312990	0.5894673	0.3446520	0.4552582	0.2116963
150	0.2953056	0.1435941	0.4193965	0.2464455	0.7441822	0.7796746	0.0024872	0.8041313	0.1740826	0.3747324	0.5029462	0.5398563	0.0276259	0.0013218	0.2593773	0.7111708	0.3890588	0.3636855	0.5436148	0.0566089	0.1546746	0.7149265	0.2617247	0.3524144	0.1430830
200	0.3561107	0.1982613	0.3681908	0.2726436	0.6693397	0.6552492	0.0163480	0.6431791	0.1042059	0.4655475	0.5138401	0.5713437	0.0360308	0.0233585	0.3184291	0.6648460	0.3907312	0.5088405	0.5091564	0.0351798	0.1655786	0.5990011	0.3253811	0.3785030	0.1787546
250	0.4195995	0.1971399	0.4437798	0.1648142	0.7339815	0.7175118	0.0026733	0.7146584	0.0770086	0.4864445	0.5019798	0.5423365	0.0238368	0.0057058	0.3349606	0.7614129	0.4263489	0.4626598	0.6543675	0.0106808	0.1693733	0.6888511	0.2392653	0.3341699	0.2358866
300	0.4818304	0.2835456	0.3466182	0.1025520	0.6332884	0.7612132	0.0010382	0.6779453	0.1151904	0.3722660	0.4953456	0.5880675	0.0347570	0.0079860	0.3041605	0.6524027	0.4104467	0.5071463	0.7034119	0.0149057	0.2190217	0.5952319	0.2366841	0.4128994	0.2558715
350	0.4446940	0.2656082	0.3236537	0.1040903	0.6274653	0.7005734	0.0047194	0.6614961	0.1162754	0.3128084	0.5428465	0.4501550	0.0314916	0.0128964	0.2966738	0.6342578	0.3759776	0.4324394	0.7296224	0.0088444	0.1445934	0.6931105	0.2742535	0.4567999	0.1257661
400	0.3728767	0.3534305	0.3439655	0.0816010	0.7356928	0.8055599	0.0010891	0.7630671	0.1812334	0.3523040	0.4748241	0.5216297	0.0139345	0.0023266	0.2728030	0.5864490	0.4268482	0.3662604	0.5230346	0.0118700	0.1668187	0.7273945	0.3218464	0.2919368	0.1936615
450	0.3141459	0.3211542	0.3875437	0.0852919	0.7002723	0.6800010	0.0011191	0.7010301	0.1420393	0.4233603	0.4764622	0.4866547	0.0131912	0.0012161	0.3624628	0.6530071	0.5250582	0.4333632	0.7378223	0.0145335	0.1380365	0.7065817	0.3062331	0.3054493	0.1171984
500	0.3932354	0.2975545	0.3519204	0.1234617	0.6966664	0.7921321	0.0013443	0.7362500	0.0935157	0.3271084	0.5395553	0.5109949	0.0092569	0.0079847	0.3261412	0.7090481	0.4637382	0.3816361	0.8368180	0.0177245	0.0976002	0.6211937	0.2628727	0.3022916	0.1172759
550	0.5290137	0.4556539	0.3355461	0.1041976	0.7401141	0.8212575	0.0265198	0.4705659	0.0489070	0.4305247	0.7827018	0.3736913	0.6168429	0.0266709	0.5604314	0.6927867	0.3539389	0.6433061	0.6426744	0.1403158	0.1294188	0.3915726	0.3823568	0.4949561	0.6040468
600	0.4639741	0.4072104	0.2870097	0.2656627	0.7681614	0.6865297	0.0256195	0.6694012	0.1626311	0.2365433	0.6049266	0.2935598	0.5224807	0.0189112	0.4757747	0.6577297	0.1401859	0.8884860	0.5054699	0.5661827	0.1657815	0.4162431	0.4170972	0.5699855	0.7217640
650	0.2422233	0.4447172	0.2086431	0.2227367	0.7385970	0.7083143	0.0228051	0.7175167	0.1426173	0.2794976	0.9516081	0.2280290	0.5212259	0.0075907	0.4432181	0.6278298	0.0931376	0.7822832	0.3919549	0.6449751	0.2232054	0.3339775	0.3653597	0.6372988	0.7881446
700	0.1985494	0.3424818	0.3902707	0.3911460	0.5553971	0.6208435	0.0405097	0.8018155	0.1415172	0.2585450	0.8284734	0.3011995	0.1157408	0.0185342	0.4431235	0.8350280	0.0885155	0.6929129	0.3281011	0.8402112	0.3360608	0.4472019	0.4212643	0.6023732	0.7401193
750	0.1882561	0.1583335	0.5565854	0.5752970	0.5075293	0.8479594	0.0314820	0.8203908	0.1999345	0.3308138	0.7004284	0.3169039	0.1032974	0.0085184	0.5209292	0.7442303	0.1098678	0.7405609	0.4078814	0.8333618	0.3804265	0.3441441	0.4337371	0.7196598	0.8733972
800	0.1509670	0.1951747	0.4845224	0.5466692	0.4237933	0.6446588	0.0254459	0.7903083	0.3037091	0.3677635	0.7230375	0.4607015	0.1146497	0.0134953	0.6686743	0.6671378	0.1839119	0.6925878	0.4869731	0.6262187	0.2632816	0.3483716	0.4678815	0.6734874	0.7312322
850	0.1703252	0.1244668	0.4093663	0.6302417	0.5454844	0.6173466	0.0855995	0.7192457	0.2838297	0.4328127	0.5450335	0.3917560	0.1329941	0.0114493	0.8423083	0.6494656	0.2736393	0.6227939	0.4956769	0.6680801	0.2308244	0.3199761	0.4549939	0.6901302	0.7677375
900	0.2263117	0.1084897	0.3336454	0.5345882	0.4579605	0.7490278	0.0514997	0.7991094	0.3194670	0.3431157	0.8215557	0.4345112	0.1088967	0.0109678	0.7839222	0.6220078	0.1693314	0.8189528	0.5970866	0.4795594	0.1473500	0.4018296	0.5124862	0.6327011	0.8823093
950	0.2219846	0.0923130	0.4591938	0.6038574	0.4646642	0.7448958	0.0549779	0.6069350	0.3131258	0.4313727	0.8483610	0.3487493	0.2841241	0.0072658	0.6482443	0.6644588	0.2409033	0.7464036	0.4593476	0.3565603	0.1434042	0.2105932	0.4990709	0.6523898	0.7627549
1000	0.2092788	0.1045202	0.3921365	0.5720302	0.4739993	0.8716788	0.0218214	0.7480834	0.4387885	0.4428398	0.7205040	0.3907312	0.3582094	0.0215041	0.7129877	0.7502966	0.2422053	0.7199813	0.5039910	0.5538733	0.1667609	0.3337763	0.4079611	0.6257079	0.6012226

0	0.2934698	0.0810351	0.3837735	0.5334873	0.6402603	0.8011374	0.0509478	0.7620024	0.3457696	0.3414183	0.7059297	0.3758774	0.1623194	0.0236110	0.7487152	0.8043783	0.1965527	0.9670800	0.6340156	0.4733641	0.1512462	0.2850504	0.6049401	0.7103654	0.6069705
50	0.1948617	0.3338204	0.2818700	0.3658365	0.7659135	0.6798859	0.0081644	0.8217560	0.4131429	0.4585590	0.7032513	0.4112446	0.4938194	0.0041306	0.7735056	0.8759387	0.1681235	0.7266531	0.5707705	0.5606142	0.0460882	0.6271427	0.3564151	0.4490155	0.6112991
100	0.2028520	0.2724980	0.3314193	0.4734287	0.5975003	0.7263174	0.0005918	0.7789696	0.4772081	0.2783047	0.7163171	0.3136458	0.7905418	0.0062946	0.6800983	0.7748741	0.1066651	0.7797741	0.5114855	0.6738744	0.0592761	0.7056958	0.4070215	0.3674780	0.7572374
150	0.1732218	0.3542902	0.3279502	0.4766325	0.5913819	0.8444883	0.0024842	0.6114375	0.3115380	0.1773414	0.8483283	0.2704763	0.8252662	0.0014048	0.5008352	0.8059571	0.0855864	0.6704298	0.3858213	0.7051910	0.0598757	0.7690520	0.4317793	0.3965499	0.8235197
200	0.1663792	0.3312648	0.3765740	0.3999407	0.5249305	0.7268745	0.0056018	0.6865458	0.4326496	0.1618968	0.6948646	0.1798924	0.8318614	0.0045003	0.6713160	0.7905565	0.0590662	0.8173495	0.2410899	0.6673315	0.1792213	0.7409511	0.4225469	0.3390133	0.7967624
250	0.1770797	0.3662721	0.4222625	0.5432703	0.4837767	0.7082950	0.0047550	0.6031423	0.3784143	0.1011815	0.7641720	0.1940147	0.5162335	0.0032931	0.5126441	0.7133973	0.0447008	0.7341713	0.2466177	0.7330851	0.2635987	0.7765487	0.3714359	0.3307747	0.6673053
