"Time"	G1	G10	G20	G2	G17	G16	G4	G9	G8	G18	G94	G11	G95	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G15	G14	G12	G49	G39	G41	G44	G22	G21	G50	G13	G52	G53	G51	G55	G42	G40	G45	G54	G61	G47	G43	G48	G57	G72	G67	G60	G59	G99	G58	G80	G84	G83	G89	G82	G81	G79	G88	G78	G77	G85	G75	G90	G91	G86	G69	G93	G92	G87	G68	G96	G97	G63	G27	G26	G25	G23	G24
550	0.6820194	0.1845861	0.6941700	0.3038507	0.1495460	0.1861121	0.4112733	0.0149795	0.0017358	0.5564557	0.7408531	0.0829914	0.3493283	0.5739758	0.0833573	0.3224785	0.2876914	0.5956207	0.3092081	0.6388626	0.6293990	0.4827721	0.3949246	0.6005407	0.1617873	0.1488376	0.3920812	0.1172817	0.6496766	0.7191857	0.3656191	0.2262733	0.2236920	0.4799518	0.1327699	0.2939796	0.5775721	0.1052289	0.5032382	0.2629367	0.8477304	0.2165696	0.5908253	0.0315055	0.2575481	0.2898052	0.0422657	0.3647835	0.2809828	0.5040384	0.3854199	0.6580922	0.6745693	0.1010934	0.5126329	0.7051619	0.3455291	0.6297280	0.0652266	0.5196302	0.4734997	0.0674995	0.4526710	0.0079239	0.4833408	0.0017459	0.4303312	0.4805221	0.1943962	0.6423715	0.2379404	0.2461433	0.0307894	0.4578831	0.4932164	0.4630190	0.5968013	0.8584353	0.5898403	0.6030283	0.0467350	0.2874383	0.0170531	0.7178217	0.6808824
600	0.7177416	0.1522868	0.6139707	0.3172977	0.1732493	0.2694907	0.2646361	0.0313076	0.0009017	0.5629041	0.7755624	0.1056608	0.4399144	0.7213760	0.1125310	0.4020577	0.3969797	0.7381960	0.5003033	0.7182180	0.6936071	0.5685806	0.5429108	0.5992140	0.1099635	0.1776123	0.4667674	0.1495583	0.6211573	0.6621764	0.3902292	0.1781252	0.1295279	0.5027743	0.1314378	0.3781347	0.6091269	0.1847519	0.4981027	0.2333871	0.7231824	0.1623422	0.4240987	0.0456863	0.0810245	0.4092434	0.0332886	0.3381768	0.3091910	0.7938948	0.4270285	0.8478232	0.7626730	0.0551576	0.6238552	0.6710515	0.3842190	0.8336942	0.0431996	0.5027907	0.4184901	0.0118609	0.3558384	0.0090424	0.4578082	0.0085336	0.4676022	0.3443084	0.3898686	0.6860201	0.2559783	0.1688947	0.0165520	0.3862106	0.3525201	0.5240376	0.5479491	0.6062531	0.5213853	0.4463288	0.0763948	0.3035345	0.0352247	0.7304064	0.7413073
650	0.7041360	0.1661114	0.5506326	0.2307663	0.2068034	0.2088747	0.3738560	0.0440180	0.0003419	0.6162400	0.7758630	0.1923617	0.5253887	0.6745355	0.0980182	0.5375816	0.4262777	0.7288797	0.4651136	0.6353941	0.7788201	0.7890952	0.4540756	0.5887301	0.0356099	0.1564744	0.3790946	0.1564583	0.6490040	0.8127191	0.3811217	0.1194085	0.1700100	0.4697727	0.1007938	0.3517491	0.6677382	0.1719554	0.3870700	0.4082451	0.5586069	0.1588315	0.3244946	0.0481186	0.0439031	0.3382505	0.0182063	0.3889277	0.4454668	0.7811607	0.5034280	0.7699196	0.7612106	0.0808999	0.7014834	0.8615056	0.3508604	0.6334421	0.0327404	0.5650600	0.3519198	0.0036411	0.3386084	0.0038892	0.3807413	0.0052629	0.4704776	0.3651161	0.3902152	0.6335542	0.2306338	0.2103190	0.0332940	0.4290399	0.4496272	0.4297954	0.6810840	0.6983082	0.5288908	0.5459558	0.0478916	0.2909457	0.0081282	0.7623086	0.6567901
700	0.6748287	0.2015032	0.5056646	0.2393351	0.1536195	0.2977023	0.3118015	0.0324723	0.0036561	0.5231778	0.7941780	0.0947194	0.4730653	0.7510824	0.0635728	0.5864774	0.3635895	0.6616166	0.3819831	0.6924244	0.6805420	0.8913516	0.5592623	0.5409892	0.0447765	0.1577118	0.4476823	0.2104343	0.6704399	0.6723928	0.3655361	0.1848838	0.1844609	0.5632176	0.0675683	0.3058341	0.7860255	0.1904634	0.3718644	0.2584250	0.5657733	0.1554781	0.3305482	0.0387752	0.0266587	0.4021116	0.0260627	0.3131024	0.3338361	0.6924810	0.3912533	0.7091843	0.7223971	0.0725577	0.7365381	0.7566455	0.3450936	0.7151203	0.0607075	0.5822912	0.3821578	0.0028246	0.3868868	0.0026186	0.4038999	0.0080101	0.5251025	0.3598700	0.2928229	0.6356870	0.2310608	0.1753537	0.0375858	0.3249154	0.3109835	0.4871703	0.6086757	0.7000896	0.4669147	0.6350700	0.0646740	0.3053741	0.0267703	0.6464818	0.7884080
750	0.5879744	0.1238972	0.6176964	0.2639859	0.2218329	0.2370524	0.2524523	0.0298102	0.0013521	0.4975925	0.7947580	0.2035767	0.5778709	0.7880894	0.0746778	0.5412389	0.4507374	0.7875342	0.4327340	0.5967120	0.7929999	0.7633532	0.4793993	0.5648737	0.0192766	0.1178521	0.4647714	0.1724095	0.6368880	0.7784646	0.3926985	0.1405109	0.1255231	0.6210672	0.1331309	0.2792710	0.6224812	0.1815584	0.3384859	0.3199597	0.5447458	0.1788612	0.3349013	0.0418200	0.0182020	0.3345157	0.0349720	0.4391065	0.3132951	0.6364676	0.3930978	0.7216317	0.6910249	0.0892197	0.6420061	0.7062713	0.3701518	0.7094253	0.0647159	0.5611966	0.4470134	0.0157123	0.3624663	0.0026298	0.3950533	0.0044248	0.4328319	0.4032427	0.3736378	0.6394387	0.2192058	0.1393252	0.0138484	0.3861145	0.4919428	0.5797764	0.6136428	0.6207153	0.4033501	0.5145841	0.0883422	0.2644715	0.0093734	0.6960078	0.6169443
800	0.6791493	0.1383654	0.6261183	0.3086028	0.2488624	0.2569960	0.3143252	0.0281161	0.0006383	0.4827861	0.5953120	0.1660231	0.4359540	0.6886211	0.0793540	0.6487323	0.4257063	0.6550645	0.4498921	0.6529673	0.7466282	0.7671762	0.4676343	0.5812918	0.0147841	0.1552071	0.4193303	0.2302818	0.8034156	0.5864126	0.2864005	0.1166108	0.1731632	0.5502202	0.0839020	0.4341697	0.7308622	0.2019685	0.4049238	0.2838591	0.5631389	0.1689647	0.4760299	0.0228638	0.0045940	0.4366163	0.0222571	0.3859397	0.3439002	0.6975471	0.5305511	0.7112851	0.6547382	0.0763118	0.6655435	0.6296358	0.3416875	0.6321531	0.0573875	0.5222255	0.4539313	0.0044126	0.3535278	0.0027334	0.5008950	0.0050281	0.3942954	0.3723165	0.3260899	0.6739622	0.2422075	0.2372097	0.0257141	0.4095856	0.3571199	0.5495479	0.5450655	0.8304028	0.5333701	0.5879187	0.1060285	0.2828724	0.0096824	0.7399166	0.7022437
850	0.7646531	0.1380572	0.5843229	0.3589156	0.1382933	0.2992364	0.2517235	0.0225744	0.0013276	0.5296224	0.6837970	0.0723211	0.4503584	0.6582879	0.0616781	0.4212160	0.3896253	0.7785891	0.4870200	0.7563027	0.7702910	0.7494353	0.4827390	0.7212603	0.0150356	0.2221150	0.2551091	0.2606705	0.7138562	0.5832773	0.3436699	0.0489604	0.1704146	0.5317463	0.1149822	0.2979990	0.6936318	0.1993136	0.3799475	0.3003273	0.6499537	0.1701189	0.3737389	0.0412414	0.0059550	0.3936538	0.0150368	0.3976807	0.3645562	0.6434920	0.4291704	0.7563459	0.5638332	0.0843566	0.6733154	0.6942155	0.3677773	0.8091994	0.0950310	0.5724332	0.5080110	0.0141106	0.4387536	0.0039098	0.3582084	0.0037773	0.4547665	0.3593429	0.3228783	0.5901771	0.2551497	0.1422252	0.0125187	0.3714864	0.3519144	0.5823896	0.5171203	0.6256794	0.4228226	0.5815514	0.0743885	0.2127686	0.0252761	0.6430294	0.6907612
900	0.6480874	0.1657801	0.5816945	0.3136405	0.1928832	0.2230060	0.2619907	0.0267456	0.0048826	0.5788087	0.7053953	0.1044199	0.4409116	0.6760683	0.0898005	0.4294339	0.2906849	0.7815088	0.5005451	0.7927532	0.5521252	0.7799745	0.4234345	0.5576339	0.0190172	0.1453804	0.4320425	0.1614605	0.7490151	0.6603398	0.2327516	0.1272796	0.0897297	0.4740216	0.0698292	0.3696408	0.6911595	0.1746017	0.5984151	0.2466761	0.5699153	0.1371060	0.4147842	0.0491994	0.0051903	0.4496155	0.0144606	0.4213891	0.2914789	0.5735855	0.3988792	0.6522705	0.7670260	0.0815130	0.6128951	0.7378838	0.4091830	0.7024727	0.0566793	0.5339484	0.3257306	0.0081773	0.4348615	0.0010077	0.4404484	0.0048278	0.4663807	0.4444215	0.3461957	0.8159441	0.2356101	0.1579209	0.0075904	0.3574264	0.3429519	0.5730754	0.6213585	0.7777315	0.5453873	0.5743318	0.0800985	0.2588517	0.0358028	0.6188022	0.7945942
950	0.5770612	0.1883580	0.6728703	0.2507971	0.1952748	0.2258358	0.2088689	0.0319829	0.0031636	0.4656963	0.7731282	0.0459648	0.3874570	0.7346814	0.0750229	0.5252040	0.4118965	0.6687844	0.4164401	0.7848698	0.6529353	0.5398578	0.6256867	0.6108708	0.0266268	0.1013374	0.4050691	0.1917185	0.7742537	0.7576895	0.2177574	0.1277860	0.1263849	0.4571478	0.0966649	0.3904626	0.7090911	0.1477834	0.5951329	0.2822463	0.6831260	0.2222235	0.3359259	0.0107643	0.0066717	0.3407450	0.0145507	0.4985184	0.3704299	0.5929654	0.4270023	0.7413838	0.6946210	0.0416439	0.7353702	0.7124027	0.3034778	0.5689369	0.0995000	0.6756702	0.4515945	0.0027850	0.3717811	0.0138560	0.5117633	0.0071315	0.4585014	0.4021195	0.3358045	0.6428720	0.2644190	0.1275770	0.0201872	0.4451284	0.3365351	0.5099466	0.5962806	0.7548688	0.5824242	0.6863761	0.0443783	0.2130798	0.0186660	0.6625200	0.6830671
1000	0.6667182	0.1384169	0.5758378	0.2572606	0.1948510	0.3009178	0.2933967	0.0299572	0.0053639	0.4987520	0.7074327	0.0581889	0.4744072	0.7284798	0.0854770	0.5578743	0.4143617	0.6695711	0.5092322	0.6406245	0.6400985	0.8432739	0.4686128	0.5848075	0.0268620	0.1718762	0.3663705	0.1244311	0.7360399	0.6604838	0.2055727	0.1668666	0.1493010	0.5269643	0.1241710	0.3299386	0.6323371	0.1559061	0.4198273	0.3440948	0.6212816	0.1122526	0.4745670	0.0297256	0.0032348	0.3562420	0.0140872	0.3221428	0.3217286	0.7006449	0.3934635	0.6529082	0.6825660	0.0578699	0.6010823	0.7786035	0.5634702	0.7748573	0.0437848	0.5512949	0.4979198	0.0149220	0.3978372	0.0018001	0.5646814	0.0156979	0.4607953	0.3076957	0.3930597	0.6549987	0.2775344	0.1603163	0.0341022	0.3856797	0.3786518	0.4256953	0.6128184	0.7642876	0.5507773	0.6461744	0.0995353	0.2242622	0.0131300	0.7969148	0.6543715

0	0.7891565	0.1770112	0.6023438	0.2972929	0.1986166	0.2555529	0.2967148	0.0361607	0.0023687	0.5068559	0.6420183	0.1152132	0.4695426	0.7432081	0.0911236	0.6059451	0.3904375	0.7656946	0.4664442	0.6098637	0.7076648	0.6984032	0.4710053	0.6183084	0.0148884	0.1441228	0.4081013	0.2022841	0.6953703	0.6216977	0.2420028	0.0759188	0.1485009	0.4698283	0.1084641	0.3017300	0.6248380	0.1757872	0.4198009	0.2401915	0.5392727	0.1786418	0.4001799	0.0448026	0.0124895	0.3797747	0.0287582	0.4331261	0.3628166	0.7298132	0.4023702	0.7175946	0.7245031	0.0513478	0.8087111	0.6648685	0.3454271	0.8113167	0.0403602	0.5286122	0.4391293	0.0043565	0.3563491	0.0029917	0.6014703	0.0043541	0.4573686	0.3599347	0.3944742	0.7453479	0.1802265	0.1482777	0.0122811	0.4429995	0.3709211	0.4558922	0.5515372	0.7403545	0.5636420	0.6408502	0.0554567	0.2974368	0.0179189	0.8359164	0.7600024
50	0.7670679	0.1288250	0.6782609	0.2708869	0.0916843	0.1867969	0.4473269	0.0567139	0.2797993	0.4144419	0.5905217	0.1527478	0.5150256	0.5050181	0.0666455	0.2693833	0.3918617	0.7354208	0.3427712	0.6227828	0.6374165	0.7647593	0.4745122	0.5947003	0.0370210	0.1027744	0.4040000	0.2060413	0.7314581	0.7254521	0.3446709	0.2453934	0.2164118	0.5970457	0.1278493	0.3057053	0.6346672	0.1080469	0.4726946	0.3218276	0.7015342	0.2067793	0.4506624	0.0531609	0.0004536	0.3095059	0.1116566	0.4953141	0.3161559	0.6466371	0.3882644	0.7669673	0.5984039	0.0415252	0.6569399	0.7550504	0.5126054	0.6729378	0.0421997	0.4386819	0.4325120	0.0128481	0.2941461	0.0005017	0.3861843	0.0128240	0.4543530	0.1577447	0.2062566	0.7028170	0.2557923	0.3197100	0.2529471	0.4532883	0.3731006	0.4023771	0.6799438	0.7084525	0.5843148	0.7392078	0.0472536	0.1444324	0.1522438	0.6012890	0.7823595
100	0.7811404	0.1725168	0.5789701	0.2779165	0.0667497	0.2567571	0.5684678	0.0219339	0.3637409	0.3173674	0.5855257	0.1352932	0.5446021	0.4368998	0.0319731	0.3835870	0.4233162	0.7464355	0.4497368	0.7776214	0.5676269	0.8078269	0.4952812	0.5924944	0.0092354	0.1491496	0.4977487	0.1623520	0.6606414	0.6000677	0.4443201	0.2377758	0.1985239	0.4798767	0.0592752	0.2710139	0.7116074	0.1399050	0.3631330	0.2313788	0.7257137	0.1648808	0.4881053	0.0494999	0.0052494	0.2967370	0.2123340	0.2999308	0.2609488	0.7808415	0.3145520	0.8219243	0.7224507	0.0343397	0.6127213	0.6728864	0.3736427	0.5993654	0.0652094	0.5276192	0.2971472	0.0262127	0.3475113	0.0037624	0.4104660	0.0137926	0.4926575	0.0262373	0.1648338	0.6800525	0.2709100	0.3139192	0.2684226	0.4547493	0.4131056	0.4235130	0.6332311	0.7579048	0.5698610	0.5499536	0.0402415	0.1134530	0.2185210	0.4636264	0.7212491
150	0.5517550	0.1612999	0.6453715	0.3419801	0.0227169	0.3263189	0.5859988	0.0243295	0.4013107	0.3879257	0.6845932	0.0884586	0.5027250	0.3580244	0.0286874	0.2492105	0.3758576	0.6439964	0.4606279	0.6582757	0.6169893	0.7548622	0.5138895	0.6002842	0.0355878	0.1431223	0.5672601	0.1770629	0.7973191	0.6731221	0.3890692	0.3539519	0.1356274	0.3691197	0.0940872	0.3747837	0.7078041	0.1941855	0.4387562	0.2329330	0.6756179	0.1897284	0.4282824	0.0778659	0.0026084	0.1797573	0.1862418	0.3944173	0.2615520	0.7096036	0.4630527	0.7484975	0.8406179	0.0504523	0.6684222	0.8814965	0.4299629	0.6166149	0.0479494	0.5607636	0.4291433	0.0017905	0.3590625	0.0015348	0.3784453	0.0206251	0.4439202	0.0292834	0.0938158	0.7996923	0.3443899	0.4293223	0.3300729	0.3892252	0.2874777	0.5380225	0.8052510	0.8404542	0.4903894	0.6830847	0.0458488	0.1450428	0.2100987	0.4309200	0.7447547
200	0.7413859	0.2157787	0.6041551	0.3406374	0.0492079	0.3155758	0.5530930	0.0189421	0.5037282	0.3055924	0.6560072	0.0636090	0.5264087	0.4103926	0.0141709	0.2299514	0.4175320	0.6646220	0.3784486	0.6934909	0.6820460	0.7793350	0.5642528	0.5423603	0.0377156	0.1436908	0.4102280	0.2171391	0.7480084	0.5634505	0.3535327	0.2433280	0.1245222	0.5136040	0.0928955	0.3053609	0.5385998	0.1398065	0.4319445	0.2970574	0.6845234	0.2361672	0.3441354	0.0389170	0.0004105	0.1856555	0.1929644	0.4304427	0.3074095	0.6483899	0.4025161	0.7271739	0.7152072	0.0404858	0.6873887	0.7688130	0.3379722	0.7827640	0.0292766	0.5535811	0.4159266	0.0108708	0.3984928	0.0031981	0.5021531	0.0223423	0.4178107	0.0123231	0.1618675	0.6466899	0.2949127	0.4653573	0.3698009	0.3744044	0.3384596	0.4330806	0.5853851	0.7509736	0.4163759	0.6951275	0.0410089	0.0821492	0.2409421	0.4498122	0.7419202
