"Time"	G1	G3	G7	G8	G4	G83	G6	G87	G86	G89	G54	G85	G88	G30	G29	G35	G99	G100	G32	G81
50	0.2732792	0.7293041	0.2971297	0.2165915	0.7811398	0.6100338	0.1804119	0.5394187	0.4506348	0.0630967	0.1997562	0.2757960	0.5649679	0.3316567	0.1935608	0.5961876	0.4677634	0.0966305	0.5118792	0.2417837
100	0.1476035	0.8310969	0.2955734	0.2634406	0.7754922	0.7644893	0.4845069	0.4788855	0.6118831	0.0747758	0.2623440	0.4548970	0.6449967	0.3282380	0.2811019	0.6995823	0.4897899	0.0819651	0.4247461	0.2659946
150	0.0779460	0.4313941	0.2794460	0.4771823	0.6848307	0.6885251	0.4917988	0.4607659	0.4691923	0.0614435	0.3487563	0.3227127	0.6724644	0.1855719	0.2765478	0.7925836	0.4794989	0.1347531	0.2152792	0.3128774
200	0.0749112	0.2903200	0.3570068	0.4951064	0.6709271	0.7447085	0.6808787	0.5716651	0.6359695	0.1269631	0.4589802	0.4434838	0.4969912	0.1873304	0.2298505	0.7354259	0.7203313	0.0873204	0.1308802	0.2548645
250	0.1304450	0.1151932	0.3534532	0.7260568	0.6171445	0.5809080	0.6186365	0.5843203	0.5336237	0.1365954	0.4646932	0.5273460	0.3760826	0.1553009	0.3047089	0.6958813	0.5843628	0.0848101	0.0669813	0.3147312
300	0.1537066	0.0363345	0.3425552	0.6415778	0.5202557	0.4932696	0.5535811	0.5403019	0.5488241	0.2789819	0.5182748	0.5137449	0.3862380	0.2228714	0.2680001	0.5930263	0.6694726	0.0689594	0.0845979	0.4335100
350	0.0886053	0.0680691	0.4085424	0.6275732	0.4770028	0.6521886	0.6157930	0.6113427	0.4398680	0.2968474	0.5670108	0.5626414	0.3473728	0.1030830	0.2997530	0.6609278	0.6813828	0.0398259	0.0929125	0.2927331
400	0.1215480	0.0747351	0.3789955	0.6815553	0.7309975	0.7030986	0.5976985	0.5978483	0.4086206	0.3372228	0.5118194	0.4936602	0.2884893	0.1973923	0.2344204	0.5152122	0.6921815	0.0347797	0.0577094	0.3691564
450	0.1082812	0.0429383	0.3787003	0.7935963	0.4971374	0.5812396	0.6964604	0.5666656	0.5443082	0.5000540	0.5986143	0.5130308	0.2136508	0.1749594	0.2154827	0.5125338	0.8439192	0.0394639	0.0479833	0.3728722
500	0.1157616	0.0431478	0.2795257	0.7152255	0.4018849	0.6730478	0.6239051	0.6043392	0.5457974	0.4634927	0.5336478	0.4751570	0.2221927	0.2383690	0.2674248	0.4704009	0.5895579	0.0521174	0.1182724	0.3358538
550	0.4741194	0.1590369	0.5650132	0.5462609	0.6192965	0.6678672	0.6876704	0.5379292	0.4011581	0.3637661	0.4642273	0.5973207	0.4122174	0.1591220	0.0649830	0.3993151	0.6742284	0.0466634	0.1185401	0.4071380
600	0.7727918	0.5359144	0.6281373	0.3340970	0.6526820	0.5323303	0.4380036	0.5019744	0.6482324	0.3382535	0.5804536	0.5533587	0.4795602	0.2626636	0.0464671	0.5536609	0.6484506	0.0523027	0.2289789	0.4166314
650	0.5672370	0.5570605	0.4665358	0.2368449	0.6808698	0.5741386	0.3024246	0.4587026	0.4623626	0.3439732	0.5289548	0.5066406	0.4907190	0.3622045	0.0255040	0.4427300	0.8270467	0.0418539	0.4086173	0.3047400
700	0.7734756	0.7067083	0.3883694	0.1590012	0.6724515	0.6457216	0.1421272	0.3502951	0.4902280	0.2632811	0.5304908	0.4345977	0.4016152	0.5926364	0.0108818	0.7317280	0.7679046	0.1325753	0.6010542	0.3225319
750	0.7711491	0.6674529	0.3227588	0.1611781	0.5855072	0.7365299	0.1465762	0.3405549	0.4667891	0.1561254	0.3640712	0.2743217	0.5213183	0.5538339	0.0115854	0.6664277	0.7824854	0.0655319	0.7563643	0.2540788
800	0.7167342	0.7956456	0.3619336	0.2145090	0.8855882	0.7536108	0.1558600	0.4361503	0.3878184	0.0863181	0.3345148	0.2706425	0.6078848	0.6018971	0.0115999	0.9775397	0.6953981	0.0542238	0.7442055	0.2364025
850	0.7126675	0.6757085	0.2621000	0.1415248	0.7769341	0.7220465	0.1596321	0.4475376	0.4216143	0.0746987	0.1872527	0.2151215	0.8027569	0.5796671	0.0331223	0.6985114	0.6544986	0.1099673	0.7607894	0.3068771
900	0.6655227	0.8430154	0.2591088	0.2156516	0.7471940	0.7266171	0.1966737	0.4996120	0.4004019	0.0247049	0.1797658	0.3656683	0.7003906	0.5202190	0.0414740	0.6002156	0.5382822	0.0607072	0.6839499	0.2194129
950	0.6877666	0.7182431	0.3319949	0.1354624	0.8084213	0.6815519	0.1276308	0.4313403	0.4278695	0.0292415	0.1652499	0.2570120	0.6594108	0.5110307	0.0337169	0.8421211	0.5454360	0.0888729	0.7268022	0.1605908
1000	0.6973927	0.7822059	0.3448819	0.1510994	0.5894548	0.6439006	0.1477139	0.4411056	0.4741143	0.0293469	0.2074812	0.3659788	0.7283378	0.4688590	0.0506238	0.8739730	0.6129128	0.0839618	0.7504097	0.1596140

0	0.6860712	0.5362105	0.2915897	0.3005922	0.7297375	0.6145251	0.1243308	0.3946606	0.5193487	0.0178510	0.1819631	0.3768390	0.8507630	0.4396556	0.0239708	0.8473034	0.4458968	0.1016130	0.6872733	0.1654567
50	0.2377828	0.7195523	0.3649554	0.0418991	0.7397147	0.3492470	0.1669076	0.5445974	0.4909796	0.0146096	0.1359261	0.2702893	0.4823705	0.5683888	0.0445258	0.6984348	0.4700263	0.1220021	0.3006882	0.1310555
100	0.0963667	0.6046588	0.5128784	0.0668650	0.5754606	0.2567230	0.2270373	0.4787830	0.5023434	0.0144846	0.1615149	0.3887943	0.4076146	0.4192348	0.0582887	0.7634427	0.4558764	0.1044226	0.2555001	0.1472513
150	0.0793041	0.3725361	0.7106176	0.2635370	0.7534004	0.2696007	0.5632812	0.5811344	0.4601161	0.0215543	0.1583463	0.4671274	0.3486837	0.4231993	0.1246264	0.6496456	0.4350907	0.0911777	0.1837682	0.1276890
200	0.0469652	0.1679142	0.7454281	0.2727475	0.4784507	0.1798708	0.5690088	0.5396375	0.4918713	0.0499612	0.2307164	0.5041993	0.3783597	0.3540892	0.1056311	0.6559752	0.3758325	0.1023406	0.1538868	0.2232249
250	0.0302627	0.0998144	0.8411258	0.3532751	0.2992087	0.1930529	0.7606205	0.7358853	0.5735345	0.0893692	0.2602035	0.6283461	0.3213980	0.3243590	0.0745094	0.6049957	0.4688581	0.1108654	0.1555066	0.2066648
300	0.0769402	0.0498250	0.6777119	0.4351184	0.1562035	0.2308659	0.7614737	0.6386454	0.5669462	0.1103503	0.2925535	0.5444603	0.2419609	0.3958503	0.0251790	0.5758691	0.5120228	0.1347515	0.1074513	0.1764778
350	0.0800436	0.0350815	0.7301210	0.3891205	0.1878978	0.2257591	0.7487028	0.6043091	0.5391139	0.1160853	0.4241893	0.4079789	0.1404633	0.4965779	0.0250693	0.6715459	0.5508059	0.0695856	0.2319536	0.2281902
400	0.0484992	0.0417226	0.6687935	0.3687994	0.1116038	0.1799301	0.7210530	0.5905403	0.4461053	0.2312951	0.3903121	0.5617344	0.1112533	0.5816983	0.0052270	0.7447327	0.5656782	0.0965309	0.2693742	0.2877526
450	0.0362622	0.0238741	0.7747550	0.5476715	0.0571716	0.2779002	0.7000618	0.5965933	0.5336029	0.2564833	0.3489326	0.6407892	0.1720704	0.5278507	0.0189124	0.6054109	0.7142427	0.0895497	0.2128602	0.2752045
500	0.0373069	0.0456472	0.5663804	0.3808703	0.0404181	0.2560060	0.8035320	0.5936390	0.5570389	0.1681406	0.2553939	0.5278529	0.2069012	0.5311183	0.0123739	0.6194013	0.6519418	0.0334041	0.2841846	0.2656549
550	0.4510682	0.0614630	0.6017187	0.6261944	0.3049498	0.4868588	0.6526043	0.6082586	0.5395442	0.1953412	0.3297733	0.6619430	0.2571199	0.5457677	0.0127968	0.6755855	0.6657372	0.0307294	0.4820193	0.2996579
600	0.8549369	0.3552722	0.5296856	0.3538125	0.5271117	0.7258684	0.3797299	0.5747334	0.5743300	0.2048626	0.3490910	0.5325263	0.4685221	0.4856342	0.0085725	0.5325713	0.6610781	0.0244174	0.7077875	0.2643561
650	0.8519830	0.7450816	0.5489575	0.1863468	0.6802569	0.6358531	0.2055322	0.5768561	0.5279303	0.1559178	0.3002782	0.4559927	0.6277613	0.5557152	0.0130058	0.5782324	0.6369023	0.1204009	0.5759462	0.2754950
700	0.7307150	0.7567478	0.3671794	0.1494517	0.6873960	0.7031609	0.1633368	0.5129951	0.4688160	0.1300638	0.2525663	0.4391465	0.5874654	0.5349322	0.0058213	0.6673926	0.5770700	0.0508950	0.7794000	0.2879488
750	0.6390881	0.7910643	0.3765161	0.2115244	0.6792855	0.7417814	0.2136445	0.4927859	0.4580512	0.0901804	0.2545105	0.3529952	0.6011915	0.5751898	0.0100463	0.7180387	0.6327093	0.0597747	0.6315163	0.2271001
800	0.6644878	0.8330891	0.3750719	0.2192329	0.7028092	0.7104729	0.1388805	0.5234391	0.5265360	0.0473091	0.1898205	0.3187921	0.5927855	0.5554941	0.0242216	0.6582065	0.5437778	0.0649376	0.7703396	0.2056131
850	0.8485703	0.7393848	0.2832341	0.2417821	0.7842478	0.7351088	0.1361643	0.5035359	0.6332218	0.0376184	0.2180555	0.3414351	0.7006647	0.4813649	0.0314212	0.7440444	0.4511155	0.0894877	0.7224950	0.1818497
900	0.8045123	0.8172453	0.2892353	0.2347155	0.6669379	0.6533215	0.1980644	0.4297378	0.3939179	0.0109525	0.1607639	0.3591218	0.7597588	0.4863443	0.0383189	0.6963353	0.4928663	0.1355572	0.9329532	0.1658768
950	0.8565375	0.9336767	0.2375418	0.2071274	0.7193192	0.6621576	0.1656503	0.4976193	0.4892983	0.0455794	0.1347130	0.4527047	0.6959827	0.4616265	0.0695084	0.7454650	0.3664374	0.1327487	0.7927481	0.1436726
1000	0.6172244	0.7371066	0.3468494	0.1587941	0.7296458	0.7975869	0.1571773	0.5046248	0.5195446	0.0147026	0.1376280	0.3117798	0.7474845	0.4572949	0.0203397	0.6720256	0.4904995	0.0676367	0.6650355	0.1697989

0	0.7589655	0.7351836	0.3163926	0.1751466	0.7386582	0.6586061	0.1319823	0.4142320	0.5436318	0.0138871	0.2562253	0.3775097	0.9302156	0.4294218	0.0887386	0.7513736	0.4984967	0.1172962	0.6590409	0.1893445
50	0.5971669	0.8580236	0.2413836	0.1836697	0.6847353	0.8591705	0.1356342	0.3971802	0.1676975	0.0223907	0.2171582	0.3707894	0.7619432	0.3817725	0.3166383	0.4128820	0.4239244	0.0838673	0.4891120	0.1420069
100	0.5558545	0.8246017	0.2586737	0.2425958	0.8488008	0.7530607	0.2376584	0.5436226	0.1484141	0.0431768	0.2358398	0.5168228	0.7307868	0.3454217	0.3844844	0.3638791	0.4772590	0.0878969	0.2889839	0.1316994
150	0.4317033	0.6764760	0.2972163	0.1733171	0.6500974	0.7514647	0.2141638	0.5646377	0.1837541	0.0186723	0.2903233	0.4195694	0.7486455	0.1920350	0.3968631	0.4026575	0.5002504	0.1006367	0.1288954	0.1182977
200	0.4976904	0.7969152	0.2729288	0.2258094	0.6462091	0.6623415	0.3196655	0.4860227	0.1907774	0.0214006	0.3048745	0.2738295	0.7089393	0.1438261	0.3394968	0.3993799	0.6266941	0.0887940	0.0780983	0.2279957
250	0.4747868	0.7161257	0.2766892	0.2452778	0.6680273	0.6600893	0.3037039	0.3466619	0.1561911	0.0488173	0.5120343	0.3561810	0.5529688	0.1727070	0.5053681	0.4430088	0.6776070	0.0639369	0.0560036	0.2898629
300	0.4198666	0.6607945	0.2533786	0.2068688	0.6322902	0.6456910	0.3271038	0.3415483	0.1334196	0.1868170	0.6197695	0.3517781	0.6552794	0.1552840	0.5142867	0.3262257	0.6954642	0.0727437	0.0316488	0.2745841
350	0.3682813	0.6580375	0.2297251	0.1573491	0.5993174	0.6987472	0.2631434	0.2549789	0.2317379	0.2235740	0.6302951	0.3768396	0.4950192	0.1773731	0.4234834	0.3575731	0.6750529	0.0387554	0.0232535	0.3677501
400	0.4756705	0.5009638	0.2083814	0.2008978	0.7726607	0.7440730	0.2256483	0.2753255	0.1323787	0.2832547	0.7416177	0.3945449	0.4299992	0.2009514	0.4135556	0.3061205	0.8393523	0.0548766	0.0348280	0.3452880
450	0.5038055	0.5979489	0.2467208	0.2309381	0.6983319	0.7093700	0.2488671	0.2306615	0.1244114	0.2105478	0.6192525	0.3361564	0.4524892	0.1798685	0.4697458	0.3666914	0.7593562	0.0486287	0.0591546	0.3254319
500	0.5477615	0.7842581	0.2142640	0.1872297	0.7931370	0.6634813	0.2555704	0.2380908	0.1623035	0.1834191	0.7377897	0.3076875	0.5059639	0.1526238	0.4557669	0.3978184	0.7381232	0.0484848	0.0448141	0.3796912
550	0.7281876	0.6417301	0.4556813	0.1749753	0.6670505	0.6436815	0.2491960	0.2237916	0.3128929	0.1181715	0.7561316	0.3866406	0.3611622	0.1606608	0.1428069	0.8181154	0.6072256	0.0506260	0.0768357	0.3121281
600	0.7777166	0.6754212	0.4163854	0.1964024	0.6614816	0.8039909	0.2634455	0.2319864	0.3670407	0.2117757	0.7421047	0.2596824	0.4050146	0.2496103	0.0913590	0.6597012	0.6201932	0.0693608	0.0917480	0.4287822
650	0.6746508	0.8754553	0.3893181	0.1861835	0.6546581	0.7684426	0.2400392	0.2283468	0.4491296	0.2101718	0.6374697	0.2811675	0.4902819	0.4807208	0.0122879	0.7087702	0.6534451	0.0296679	0.3501925	0.4486375
700	0.7661760	0.9101905	0.3357110	0.1720866	0.6867462	0.8159057	0.2292981	0.2681606	0.3622027	0.1156778	0.5431383	0.1524024	0.4526196	0.6256933	0.0097798	0.6838234	0.7137467	0.0448264	0.5564672	0.3844525
750	0.7743631	0.8623079	0.5094705	0.1976434	0.6905545	0.7978051	0.2300392	0.1612758	0.3168020	0.0924731	0.4050678	0.2342077	0.5145407	0.6042394	0.0163302	0.7523945	0.7365522	0.0816644	0.6974480	0.4359541
800	0.7855165	0.8404410	0.3192263	0.1953096	0.7359272	0.7581975	0.1784869	0.2334574	0.4628954	0.1154814	0.2659008	0.2639143	0.6257464	0.7124436	0.0088563	0.6445863	0.7487198	0.0181673	0.7452665	0.3442588
850	0.7687519	0.7271770	0.3091160	0.1786082	0.6509331	0.7039785	0.1814121	0.3417637	0.4241940	0.0653802	0.2417417	0.2832753	0.6498012	0.5987225	0.0053776	0.7791086	0.5717785	0.0808365	0.5980317	0.2794920
900	0.6934422	0.9034615	0.2800131	0.1830536	0.8726192	0.7106084	0.1130733	0.4431584	0.4372165	0.0419200	0.1452400	0.2788854	0.7144177	0.6171209	0.0297526	0.7245022	0.5935721	0.0942250	0.7238122	0.1912114
950	0.7560436	0.8202662	0.3792874	0.1474074	0.8007693	0.8036296	0.1155604	0.5356787	0.4658664	0.0084677	0.1303086	0.3298441	0.6897474	0.4541175	0.0543377	0.6231542	0.4965029	0.0543932	0.7176481	0.2061353
1000	0.7306635	0.7984539	0.3451471	0.1792091	0.7249028	0.7185044	0.1379929	0.5149833	0.4912659	0.0213565	0.1527681	0.5115898	0.9030045	0.4502214	0.0447370	0.9057983	0.3162121	0.0899290	0.6097098	0.1601210

0	0.8107821	0.7682961	0.2269897	0.1967523	0.7254736	0.7073566	0.1239027	0.4312882	0.4984093	0.0257331	0.1421333	0.3263524	0.8214948	0.4831379	0.0236094	0.8078902	0.5571222	0.1506335	0.6228935	0.1708818
50	0.5515022	0.7047934	0.2970474	0.1844595	0.6208911	0.7084013	0.1334153	0.5222569	0.4602004	0.0063834	0.1901934	0.3806436	0.8188551	0.4509570	0.3108855	0.7468404	0.5299064	0.0585955	0.4670217	0.1735191
100	0.5095292	0.5641968	0.4401095	0.1561415	0.8042027	0.6658300	0.2021234	0.4765737	0.4315188	0.0116802	0.2942951	0.3224542	0.7053066	0.2805915	0.5282288	0.6538731	0.6108531	0.0979514	0.2171587	0.1853390
150	0.5312952	0.7126022	0.4498016	0.1932536	0.8068859	0.8424196	0.2124877	0.4587666	0.4308044	0.0023289	0.4470786	0.2924936	0.8074807	0.1143413	0.5601593	0.7997653	0.5191760	0.0931689	0.0624717	0.1560734
200	0.5465952	0.8354428	0.3559835	0.1191912	0.7052033	0.7764552	0.1990202	0.4715596	0.3979456	0.0298974	0.5253445	0.3007688	0.6031499	0.1306692	0.5497170	0.7825173	0.6895312	0.0628911	0.0873312	0.3324537
250	0.3991710	0.9161017	0.4282360	0.1516848	0.6493078	0.6809750	0.2581501	0.3665031	0.5080910	0.0398329	0.5650509	0.2459072	0.5734731	0.1369609	0.5869523	0.7902740	0.8589938	0.0562224	0.0308248	0.2398269
300	0.5718689	0.7558618	0.3987528	0.1810012	0.7089717	0.6941239	0.2786076	0.2481203	0.4339523	0.0898537	0.6679562	0.2480077	0.5693904	0.2329636	0.5569993	0.7738421	0.6568786	0.0132986	0.0172536	0.3435402
350	0.6862261	0.6727505	0.4289745	0.1594591	0.7041700	0.7255182	0.2222730	0.2997293	0.4014230	0.1508498	0.6556897	0.3218597	0.4989376	0.2091074	0.5072359	0.7122859	0.7006826	0.0067311	0.0165372	0.2875672
