"Time"	G1	G10	G2	G20	G17	G4	G16	G9	G8	G11	G18	G94	G95	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G14	G15	G12	G44	G41	G22	G21	G50	G13	G51	G53	G52	G42	G55	G39	G49	G40	G45	G54	G47	G48	G61	G57	G43	G72	G67	G60	G59	G99	G58	G79	G81	G88	G83	G89	G82	G80	G84
650	0.2146311	0.3914685	0.3715049	0.6187308	0.5148337	0.2358128	0.0457090	0.0477631	0.6362627	0.4988737	0.2976780	0.6633687	0.5900616	0.7484190	0.0566687	0.2992911	0.0121012	0.8836482	0.6448347	0.5754901	0.5814928	0.6282665	0.1829673	0.1422282	0.5943581	0.6191359	0.1196067	0.6613016	0.0970565	0.1804224	0.1502623	0.5420989	0.0783386	0.2795939	0.2923064	0.4377915	0.0035948	0.1141943	0.6508902	0.3084822	0.3094720	0.4564744	0.4096764	0.7037720	0.6320068	0.3542705	0.0564339	0.6096425	0.2628337	0.1903216	0.2921844	0.6818674	0.3026926	0.0528963	0.7449733	0.5885423	0.5345996	0.1000836	0.2967948	0.3365656	0.3828313	0.4782933	0.2768028	0.6858516	0.4154662
700	0.2524415	0.3823317	0.2793357	0.5672339	0.6434354	0.2832355	0.0351395	0.0854336	0.5553805	0.5178386	0.3261800	0.5712273	0.5916347	0.6890710	0.0285598	0.2852641	0.0033093	0.7441557	0.5207042	0.6130910	0.5772310	0.6890758	0.1324162	0.1919065	0.5977775	0.4710677	0.0850113	0.6045462	0.0923046	0.1386289	0.2208446	0.5260485	0.0599114	0.3961355	0.3112444	0.4404598	0.0047797	0.0751139	0.7804195	0.3115926	0.3196144	0.4649349	0.3699904	0.5923445	0.5872836	0.3079288	0.0620988	0.6084998	0.2461399	0.1842430	0.2482749	0.6917933	0.3770986	0.0820772	0.6718227	0.7371233	0.5747169	0.0977360	0.2351461	0.3771969	0.3751581	0.5062076	0.2624415	0.6001242	0.3052536
750	0.3021018	0.4016497	0.2651793	0.6306551	0.5863500	0.4060469	0.0165996	0.0432223	0.5233554	0.4000774	0.3035855	0.6299159	0.7783651	0.6658386	0.0304402	0.2127161	0.0202627	0.7270401	0.4787902	0.6913102	0.5295022	0.7972297	0.1268674	0.1334963	0.6878618	0.5299881	0.1330909	0.7213281	0.0772516	0.1289470	0.1798007	0.5266791	0.1018405	0.2365780	0.2940965	0.4541844	0.0040735	0.1579775	0.7796037	0.4109135	0.4514989	0.3460851	0.2887825	0.6478455	0.7029186	0.3632574	0.0892768	0.4812252	0.3277494	0.1600873	0.3266658	0.6447108	0.4150603	0.1082381	0.6209479	0.5581645	0.5896404	0.1309911	0.2505350	0.3277220	0.3852411	0.5667907	0.3044751	0.7693305	0.3227310
800	0.2222728	0.3990433	0.2338684	0.6345959	0.4945369	0.4187168	0.0378267	0.0438881	0.4391271	0.4097129	0.2783668	0.7841170	0.7196528	0.5928066	0.0182430	0.2067620	0.0030306	0.5453863	0.3105474	0.6439087	0.4762462	0.6601782	0.1046659	0.1369461	0.6384019	0.7318597	0.1538911	0.7099805	0.0969156	0.1588249	0.1789394	0.6451126	0.0344925	0.2472293	0.4103547	0.4209201	0.0022232	0.1666613	0.7150101	0.3115045	0.4201051	0.5241264	0.2255369	0.6413383	0.6303519	0.2912432	0.0767353	0.5542046	0.2727926	0.2476842	0.2410339	0.6194058	0.4627507	0.0910836	0.6117148	0.5920656	0.5249128	0.0899504	0.3110684	0.4002627	0.3682338	0.4773911	0.3678922	0.6435289	0.3096472
850	0.2361535	0.3154788	0.2393471	0.6159024	0.4582080	0.3321762	0.0240493	0.0557017	0.4555112	0.3608539	0.2805393	0.7396707	0.6620444	0.7629788	0.0235466	0.1507613	0.0058403	0.7638412	0.3055528	0.6114378	0.5521395	0.6690596	0.1478470	0.1340147	0.6163770	0.5771429	0.0973278	0.6344071	0.1518340	0.1375520	0.1648422	0.5292236	0.0591148	0.3629253	0.3714091	0.4072592	0.0015300	0.1501251	0.6413189	0.4054462	0.4572923	0.5193558	0.3229530	0.6777462	0.5990595	0.4197822	0.0469520	0.6986176	0.2338535	0.2148496	0.2122241	0.7382029	0.5235477	0.0432033	0.6696993	0.6831202	0.4912447	0.1042010	0.3046287	0.4119358	0.4452641	0.5505573	0.3684079	0.7316676	0.3117889
900	0.3232869	0.4054438	0.2900115	0.5674299	0.4863764	0.4602285	0.0208574	0.0648996	0.5768582	0.3514997	0.3028841	0.5988111	0.6676852	0.6047560	0.0273249	0.1111120	0.0020464	0.5874635	0.2451939	0.6264107	0.5802891	0.5991571	0.1615052	0.1084052	0.6857338	0.5558845	0.1790604	0.6348974	0.1653717	0.1511978	0.1699946	0.6866475	0.0585860	0.3466538	0.3748744	0.3869160	0.0045759	0.1551720	0.7034864	0.3820470	0.4194836	0.5938097	0.3026851	0.6541124	0.6302725	0.3299040	0.0895590	0.6277967	0.2857528	0.2288815	0.2902866	0.7767115	0.4824823	0.0582552	0.6394364	0.7499727	0.6028638	0.1443434	0.3393069	0.4523632	0.3670835	0.5521483	0.3175499	0.7116349	0.2870820
950	0.3827653	0.3486598	0.3099900	0.6150937	0.4732357	0.6242546	0.0289793	0.0802806	0.4412824	0.3345079	0.3683029	0.6711083	0.6179996	0.8512023	0.0185060	0.1215623	0.0020618	0.6954143	0.3574184	0.6703725	0.5388195	0.6550913	0.2290789	0.1007793	0.7365859	0.5449328	0.2316389	0.7265415	0.1058353	0.1157176	0.2167323	0.4797005	0.0522522	0.2876772	0.3575990	0.3716508	0.0083439	0.1478875	0.6713025	0.3827415	0.4598401	0.4216857	0.2461301	0.6862039	0.6007136	0.4491339	0.0719922	0.5616604	0.2961214	0.3167703	0.2319295	0.6006474	0.3871132	0.0687530	0.6176980	0.6525090	0.7318165	0.1508598	0.3068133	0.3198636	0.4214369	0.6643645	0.3252886	0.7312392	0.3928605
1000	0.2818318	0.3343544	0.3037038	0.6319560	0.6042728	0.4982206	0.0323715	0.0758900	0.4009650	0.3975593	0.2673136	0.8283967	0.6927407	0.6360518	0.0120535	0.1178793	0.0093398	0.8560008	0.4329123	0.6175504	0.4777876	0.6832083	0.1490135	0.1729813	0.6475748	0.5485779	0.1968234	0.5827760	0.1232268	0.1552786	0.1926965	0.5768702	0.0784898	0.2777377	0.3520294	0.5386710	0.0045882	0.1336770	0.6291871	0.3179822	0.5319248	0.4176992	0.2619459	0.6792422	0.5750962	0.4695987	0.1204395	0.5907500	0.2573928	0.1914776	0.2843628	0.5688391	0.5371186	0.0673750	0.6708718	0.6768945	0.5368701	0.1072842	0.3168676	0.4535507	0.3721640	0.5804196	0.3110005	0.6760439	0.3347830

0	0.2812145	0.3587004	0.3451963	0.6686712	0.5195967	0.5101146	0.0117614	0.0937101	0.5022800	0.3796464	0.3026596	0.8684740	0.9828613	0.6530241	0.0411322	0.0727871	0.0060035	0.5973677	0.3470818	0.6127309	0.4599550	0.7190503	0.2514398	0.0835417	0.7655020	0.4996899	0.1269397	0.6076248	0.0570533	0.1163505	0.2103838	0.6453113	0.1000497	0.3983150	0.3890238	0.3806223	0.0084737	0.2154314	0.6635805	0.3803898	0.4519911	0.4825514	0.2979899	0.8059146	0.6227996	0.3452499	0.0426444	0.5924281	0.2640831	0.1942098	0.2469051	0.7607510	0.3744546	0.0604149	0.6669645	0.6672103	0.5586292	0.0973170	0.3427836	0.4089051	0.4565530	0.5888063	0.2377692	0.6384207	0.3713672
50	0.2135022	0.3265617	0.2494324	0.7256875	0.4508165	0.4572857	0.0034509	0.2925861	0.5651737	0.5813770	0.3700897	0.7381363	0.6934172	0.5823480	0.0308313	0.0653330	0.0058298	0.6119922	0.3087025	0.6185969	0.5737034	0.5577116	0.2017617	0.1660500	0.6731924	0.3154234	0.1182719	0.6793110	0.0772857	0.0455414	0.1693727	0.5524556	0.1000217	0.2553585	0.2922210	0.3368174	0.0004492	0.3762095	0.5118855	0.5641662	0.3728277	0.8031652	0.2200683	0.3205813	0.5860510	0.2577759	0.0649271	0.5355038	0.3278537	0.3484934	0.2718016	0.5807537	0.5393696	0.0458883	0.5554344	0.6098715	0.4572793	0.0990070	0.3056328	0.3684656	0.4106529	0.6250089	0.3020716	0.6849682	0.2829603
100	0.1603021	0.3759242	0.3170502	0.5649566	0.3877092	0.1290258	0.0000502	0.4123677	0.5839442	0.5757949	0.4708930	0.5939436	0.7185441	0.6210660	0.0488029	0.1107971	0.0229404	0.7014437	0.2852062	0.7748112	0.5337944	0.4427898	0.1726461	0.3277764	0.4703392	0.1052404	0.0773167	0.5757456	0.1505170	0.1389936	0.0338390	0.6275684	0.0775285	0.2711396	0.5097722	0.3520969	0.0003266	0.6481513	0.5343899	0.5257397	0.2149096	0.7470691	0.3819240	0.1880066	0.6824218	0.2520150	0.0931371	0.4299887	0.2892355	0.3243534	0.3382186	0.5570483	0.6406427	0.1369211	0.6874744	0.7032543	0.4806646	0.1098566	0.3285303	0.3552942	0.4471189	0.5243473	0.3849597	0.5923563	0.2565417
150	0.0850075	0.5769397	0.4345966	0.3662892	0.3138336	0.0879071	0.0000000	0.4403367	0.6587324	0.7061707	0.5001670	0.6761029	0.7683100	0.6136994	0.0430812	0.1196491	0.0650047	0.6453234	0.3219150	0.6927482	0.3708329	0.4670512	0.1292608	0.5259397	0.2814135	0.0296540	0.0716833	0.6448705	0.3245142	0.0712603	0.0358545	0.5938726	0.0434481	0.1701296	0.6395198	0.5280293	0.0018569	0.5947427	0.3085755	0.5495352	0.1082083	0.6771544	0.4542699	0.1960481	0.6144800	0.1877419	0.0519410	0.3562245	0.2599297	0.2694440	0.3930718	0.4604945	0.4179944	0.2091742	0.6619018	0.7360776	0.5212572	0.1124276	0.2962108	0.3657755	0.4161443	0.6384188	0.5151091	0.7314123	0.3016957
200	0.0360164	0.5662135	0.5058180	0.2986286	0.2938228	0.0531737	0.0518068	0.5490352	0.6235388	0.5739254	0.3985395	0.7246714	0.5439483	0.6152581	0.0744647	0.1383115	0.0602345	0.6520233	0.3365641	0.5848459	0.3623254	0.4570653	0.0755947	0.5431272	0.1341116	0.0254770	0.2041665	0.6057565	0.3593814	0.1132304	0.0176272	0.5107568	0.0350301	0.0840702	0.6303808	0.4543981	0.0062647	0.5704486	0.2249963	0.4970960	0.1143549	0.4681917	0.6339202	0.2222493	0.6084068	0.2028104	0.0434482	0.2697653	0.2600845	0.2032523	0.3234246	0.5273004	0.5164129	0.2192407	0.7398105	0.8518187	0.5644455	0.1321706	0.3275288	0.3753105	0.4090282	0.7550156	0.4116034	0.7410077	0.3007195
250	0.1009417	0.4620079	0.5570944	0.3332531	0.3498470	0.0489467	0.0384954	0.5432088	0.6185887	0.6398723	0.4360199	0.7473101	0.6724460	0.6695507	0.0363209	0.1884743	0.0746684	0.6255480	0.3115382	0.7629630	0.3496281	0.4594284	0.0844953	0.8176752	0.1721058	0.0228329	0.2317933	0.8178797	0.3169497	0.1917053	0.0269409	0.4182206	0.0580730	0.1408189	0.7135762	0.4786613	0.0040490	0.5832097	0.2737444	0.4281502	0.0729238	0.3158636	0.4987132	0.1776944	0.5473613	0.2497117	0.0457802	0.2595316	0.2172498	0.2314704	0.4214558	0.4360982	0.4614892	0.2400494	0.5175473	0.7133581	0.5029805	0.0921969	0.3557120	0.4129252	0.3778579	0.6792789	0.3180594	0.7967485	0.4656068
300	0.0861995	0.8251258	0.5976088	0.3136960	0.3268867	0.0653890	0.1023390	0.6270840	0.6685985	0.7216809	0.4168955	0.6479402	0.7788562	0.6829214	0.0400827	0.2762668	0.0534482	0.6893060	0.2983811	0.5691741	0.5240793	0.3297293	0.0688378	0.5462516	0.1003382	0.0151536	0.4546605	0.6845464	0.3577539	0.1269579	0.0189549	0.3228686	0.0450971	0.1437012	0.5344870	0.5610388	0.0023026	0.4694410	0.2253059	0.4731574	0.0698715	0.3486599	0.5309291	0.1632227	0.5612466	0.2217376	0.0482636	0.3235396	0.3255167	0.2457893	0.3794448	0.6293026	0.4591306	0.1458974	0.6148040	0.5358491	0.4631359	0.1220854	0.3443947	0.4371384	0.3294750	0.6528524	0.3397002	0.6270237	0.3026452
350	0.0595584	0.6436054	0.4518916	0.2574959	0.3604447	0.0576829	0.0674411	0.4742019	0.6195295	0.6952631	0.3767079	0.7025090	0.6898560	0.6341919	0.0613817	0.3320493	0.0602484	0.6923938	0.3952598	0.5941297	0.4547829	0.3330467	0.1005150	0.5339310	0.1108495	0.0189718	0.4271774	0.6421048	0.3952328	0.1133764	0.0302905	0.2910166	0.0472657	0.0906833	0.5559995	0.4227131	0.0002721	0.6528074	0.1456216	0.5675337	0.0504155	0.2708156	0.6970364	0.1031090	0.5245011	0.2914518	0.0678699	0.3334409	0.2887997	0.2723504	0.4612752	0.5610828	0.5101216	0.2160477	0.6232434	0.7018352	0.5596836	0.0698533	0.2447909	0.3322651	0.3299452	0.7233544	0.3318038	0.7527997	0.3290216
400	0.0800872	0.6849590	0.5311177	0.3201215	0.3330666	0.0512757	0.3484210	0.3367791	0.7079688	0.7892739	0.4075877	0.6113237	0.7305372	0.5994072	0.0256927	0.2824166	0.0444717	0.7034124	0.3308864	0.7409796	0.4914805	0.4502318	0.0899144	0.6301762	0.0805629	0.0355362	0.5200788	0.6473403	0.3857027	0.1119015	0.0284398	0.3627439	0.0285610	0.1186791	0.6497479	0.5615253	0.0049486	0.6756425	0.1386428	0.4653184	0.0449135	0.2316893	0.5710636	0.2184838	0.6081561	0.2635346	0.0523932	0.3954596	0.2475848	0.2252226	0.3947784	0.4505011	0.5532753	0.2416566	0.6570353	0.7909217	0.3978248	0.1262564	0.3301601	0.3374330	0.3970248	0.7900670	0.3506027	0.6233991	0.2702926
450	0.0425059	0.5445577	0.6181999	0.2377705	0.4172531	0.0608097	0.3500951	0.5271733	0.6017047	0.6683863	0.4122690	0.7072329	0.6382620	0.5951721	0.0605438	0.3346509	0.0641803	0.7825900	0.3571358	0.6936826	0.3921259	0.2886645	0.0397342	0.7220888	0.1105536	0.0098331	0.6917861	0.6166059	0.3037100	0.1409822	0.0299869	0.3684903	0.0567089	0.0870956	0.6595425	0.4827622	0.0001963	0.5202524	0.1811166	0.4383941	0.0980440	0.2534836	0.5633556	0.1721958	0.5804165	0.2658132	0.0743986	0.2537891	0.2071111	0.2651810	0.2953098	0.4921174	0.4986528	0.2134924	0.5396529	0.6149298	0.4272402	0.1092942	0.2904092	0.3631947	0.3315085	0.6444171	0.2561904	0.6548277	0.4113609
500	0.0418455	0.5876020	0.6096925	0.1928738	0.3374472	0.0478764	0.2879578	0.5337911	0.7818820	0.7762838	0.4899024	0.6443713	0.6355882	0.6794391	0.0204517	0.2823254	0.0309025	0.5755903	0.3626737	0.6508249	0.3459026	0.3726452	0.0629898	0.6299895	0.1456148	0.0242539	0.5342504	0.7338001	0.4807354	0.0938180	0.0692957	0.3913902	0.0440838	0.1177400	0.5201385	0.4179464	0.0001318	0.5910631	0.1772437	0.5978104	0.0597529	0.3960825	0.7269777	0.1300598	0.6579794	0.2774729	0.0315467	0.3315795	0.2295112	0.2069050	0.4044751	0.4912133	0.4001627	0.2653087	0.5494394	0.6078117	0.4532222	0.1156412	0.3181267	0.3907562	0.3948214	0.7032854	0.2914250	0.6366572	0.3509603
550	0.0396775	0.7339824	0.5713264	0.0764667	0.4514122	0.0274055	0.2664454	0.2356509	0.6817625	0.7996378	0.3365882	0.5319205	0.7275302	0.6530141	0.0295222	0.2718309	0.0761290	0.7556918	0.2639634	0.6344468	0.3533217	0.6053266	0.0818965	0.6270739	0.1284139	0.3645928	0.3165489	0.7609936	0.3230978	0.2567693	0.0160070	0.4203993	0.0701209	0.1316349	0.5289052	0.6722138	0.0000853	0.1475987	0.2494524	0.3470661	0.0615738	0.4196049	0.6201038	0.5626378	0.5351579	0.2977771	0.0433011	0.3484268	0.2042486	0.1116984	0.3726720	0.7517408	0.3495956	0.2206044	0.4972645	0.6249456	0.5412816	0.1670200	0.3711242	0.4815498	0.5274466	0.5751083	0.2411934	0.7090693	0.2959641
600	0.0802986	0.6344870	0.5994935	0.0856682	0.4152274	0.0896227	0.1907958	0.1739976	0.5777275	0.7147265	0.2990946	0.5799786	0.8619912	0.7593766	0.0043061	0.1032013	0.0159130	0.6124507	0.2821385	0.6611165	0.4245892	0.6548206	0.0663490	0.3711375	0.4168672	0.5726704	0.1493964	0.7925951	0.2029998	0.1498938	0.1086640	0.5029167	0.0400543	0.1849029	0.4689967	0.5382448	0.0031685	0.0629150	0.6061825	0.3015819	0.0868649	0.5339952	0.4731359	0.6254192	0.6267722	0.3945136	0.0547714	0.5566453	0.2835258	0.1523416	0.2453179	0.6487119	0.3777843	0.1492063	0.6001204	0.6039488	0.5227716	0.1358643	0.3360808	0.3725922	0.4624374	0.5738526	0.2458175	0.6798506	0.3938899
