"Time"	G1	G3	G7	G8	G4	G83	G6	G87	G86	G89	G54	G85	G88	G30	G29	G35	G99	G100	G32	G81
700	0.6632741	0.7603856	0.3637148	0.2255140	0.6984740	0.6014452	0.2499574	0.4618602	0.4215966	0.0319004	0.2363839	0.3101047	0.8186939	0.5834306	0.0660742	0.7732694	0.4355889	0.0906473	0.5505667	0.1305401
750	0.8276534	0.6826154	0.3420730	0.2221862	0.6751119	0.6484431	0.1832794	0.5042209	0.5098047	0.0100450	0.2115305	0.3329859	0.6584083	0.5282580	0.0509782	0.7045119	0.5401042	0.0936530	0.5743752	0.1750844
800	0.6584758	0.8166441	0.3990969	0.1671288	0.7447504	0.7484757	0.2164189	0.4844546	0.4350391	0.0200013	0.1966774	0.3276736	0.7075676	0.5346820	0.0288989	0.6805631	0.4296267	0.0619993	0.6224929	0.1486459
850	0.6696656	0.7484626	0.3830072	0.1334578	0.6789721	0.8047908	0.1716870	0.4231726	0.5020471	0.0139586	0.2407801	0.3093186	0.7167945	0.4952266	0.0112592	0.5967060	0.6283114	0.0685666	0.6565052	0.2050263
900	0.7807192	0.7663836	0.4067543	0.1465837	0.6786912	0.6720312	0.2169257	0.4952953	0.3945232	0.0230800	0.1769208	0.2535773	0.7383276	0.4109028	0.0253461	0.6974812	0.4939905	0.0549261	0.7065641	0.2171689
950	0.7584834	0.7570243	0.2977316	0.1696111	0.6303647	0.7159229	0.2430290	0.4548039	0.5000472	0.0166550	0.1476506	0.4609022	0.8406855	0.4729903	0.0315270	0.7548089	0.4955026	0.1065339	0.6541017	0.2418720
1000	0.6513626	0.8179440	0.3922094	0.1823630	0.6155742	0.7192046	0.1054279	0.4308749	0.4468994	0.0095664	0.2580440	0.3359985	0.6946962	0.4436601	0.0347974	0.7917447	0.4657346	0.1186459	0.6510856	0.1948752

0	0.7584449	0.6967211	0.4452585	0.1819209	0.6826402	0.6651049	0.1766933	0.4974487	0.3810846	0.0143080	0.1746601	0.2805627	0.6409704	0.4872056	0.0470385	0.6696372	0.5602914	0.0798935	0.5858654	0.2076670
50	0.7523357	0.5982734	0.3468594	0.1867763	0.7337050	0.7605352	0.2026987	0.5737464	0.4441931	0.1124655	0.1758812	0.3078744	0.8350874	0.3882473	0.0153949	0.6688115	0.4632107	0.0480906	0.6532792	0.1206682
100	0.7705571	0.6188894	0.2371480	0.1947004	0.5889174	0.7622241	0.1813915	0.5264343	0.3278213	0.1479022	0.1880556	0.3698841	0.6094953	0.4562751	0.0494739	0.6435164	0.3689690	0.0336573	0.7628162	0.1848684
150	0.8615691	0.7144807	0.2477322	0.2393859	0.6407944	0.6501307	0.1529181	0.4811738	0.4295760	0.1460926	0.1574371	0.4490640	0.7157182	0.4643222	0.0617565	0.5897862	0.3716901	0.0332929	0.6326293	0.2052314
200	0.8310739	0.8112034	0.1931631	0.1910376	0.7141488	0.7266018	0.0849375	0.5856933	0.3799019	0.1812641	0.2076508	0.3199236	0.7217481	0.5268482	0.0287115	0.5506793	0.4120811	0.0612310	0.5375229	0.1339113
250	0.8379495	0.7268816	0.2007866	0.1329708	0.7071513	0.7498711	0.1583765	0.3972668	0.4313736	0.1905899	0.2012856	0.2713659	0.5317767	0.4124839	0.0596818	0.6675930	0.4990677	0.0522931	0.5166685	0.1830027
300	0.5710974	0.7795779	0.2363416	0.1854341	0.6847366	0.7507446	0.1143263	0.5157598	0.5292941	0.1728672	0.1606439	0.3168407	0.7563432	0.5051423	0.0363129	0.6643853	0.5439929	0.0449798	0.6800005	0.1319310
350	0.7389020	0.7638268	0.2208237	0.1466503	0.6081886	0.7581327	0.1268378	0.5693061	0.5414804	0.1917598	0.1225559	0.4917201	0.6934475	0.5223733	0.0596856	0.6333650	0.2490296	0.0789572	0.7906362	0.0990950
400	0.7242557	0.6301429	0.2595143	0.1944475	0.6244206	0.7252869	0.2174315	0.4557433	0.4742054	0.1180554	0.1068414	0.4812645	0.7651791	0.4458815	0.0792397	0.5891832	0.3457764	0.0455566	0.6066100	0.1499274
450	0.7630752	0.7660490	0.2557297	0.1855483	0.6566725	0.7855773	0.1235445	0.4052539	0.3950046	0.1579764	0.0969692	0.4397219	0.7262980	0.4096954	0.0641662	0.5077119	0.3190310	0.0901235	0.6277609	0.1181138
500	0.7630753	0.5625822	0.2724761	0.2177641	0.7773884	0.8014977	0.1655619	0.5037960	0.4680959	0.1711325	0.1287282	0.4241889	0.6405067	0.3803223	0.0384341	0.6859394	0.4149868	0.0670129	0.4842970	0.1177916
550	0.7159033	0.7319279	0.3596010	0.1924193	0.7036853	0.7281165	0.1085907	0.4220330	0.4733891	0.0538149	0.2086258	0.3604683	0.7389312	0.4638981	0.0848223	0.7219723	0.4472828	0.1376736	0.5770801	0.1899573
600	0.7650638	0.6828634	0.4136313	0.1801497	0.8160482	0.8192687	0.1711875	0.4543781	0.4353120	0.0233030	0.2439040	0.2756382	0.6051407	0.4629201	0.0182114	0.6946261	0.4782731	0.1093749	0.5777716	0.2667509
650	0.6833359	0.8104920	0.3862800	0.2278273	0.7656037	0.8253055	0.1854022	0.4335512	0.4741109	0.0177008	0.2047136	0.3092239	0.6667165	0.4886732	0.0344441	0.7340482	0.4466878	0.0584377	0.6577152	0.1417774
700	0.7891681	0.6839428	0.3312104	0.2229913	0.7132463	0.6942550	0.1973471	0.5319659	0.4145527	0.0247352	0.2550206	0.2572729	0.7353924	0.4164072	0.0244937	0.7153382	0.5099120	0.0893809	0.6961755	0.1644826
750	0.7138054	0.5718567	0.2878270	0.2112508	0.7258610	0.6719117	0.1902826	0.3562706	0.4616383	0.0177506	0.1789635	0.2676408	0.6124729	0.5910463	0.0372317	0.7740177	0.5917862	0.1436824	0.6237572	0.1755888
800	0.7550488	0.6289675	0.4977584	0.1861790	0.7351811	0.7575501	0.2754500	0.6740857	0.4038764	0.0105949	0.1430086	0.2955940	0.8321374	0.4030969	0.0344698	0.6387681	0.5234248	0.0526884	0.7779866	0.1717577
850	0.7946209	0.7004480	0.4026812	0.1664659	0.6910408	0.8816578	0.1493241	0.4387482	0.5759509	0.0336085	0.1670749	0.3575342	0.6130464	0.5000068	0.0435875	0.7195068	0.5030937	0.1103650	0.7642360	0.1618989
900	0.6989950	0.5905394	0.3320068	0.1324017	0.7140688	0.7685477	0.1408923	0.5051789	0.4733430	0.0112568	0.1299509	0.4206038	0.7653513	0.3202833	0.0665656	0.7611486	0.4747855	0.0894706	0.8403438	0.1870376
950	0.6559402	0.8114716	0.3140788	0.1512831	0.7306797	0.7054012	0.1668666	0.4273098	0.4086226	0.0063482	0.1384143	0.4740797	0.5849621	0.4305882	0.1349550	0.8137242	0.3817537	0.0690655	0.6634547	0.1243366
1000	0.6879831	0.8221996	0.3492432	0.2459682	0.8597981	0.7011018	0.2261850	0.4200747	0.4813165	0.0264690	0.1930114	0.3976589	0.7290363	0.3884839	0.0489039	0.7006066	0.3955136	0.0652660	0.6463962	0.1759206

0	0.6889091	0.6737463	0.3791614	0.1844734	0.7089614	0.7927425	0.1692521	0.4789407	0.5233716	0.0153613	0.2847906	0.2843213	0.6984817	0.4364582	0.0579015	0.7165072	0.5313720	0.0699718	0.6195431	0.1946884
50	0.7205067	0.6547143	0.3067709	0.2067341	0.6406476	0.7490234	0.1516448	0.4519918	0.4578089	0.0221824	0.1049472	0.2435573	0.7130114	0.4081957	0.0109108	0.4438785	0.4448997	0.0407305	0.3163266	0.4683611
100	0.8082932	0.6672870	0.1274406	0.1815002	0.7298760	0.7132126	0.2085144	0.5327048	0.4497855	0.0102185	0.1448224	0.4844327	0.9368029	0.4785491	0.1252484	0.3743657	0.4250011	0.0360029	0.1551180	0.4491643
150	0.6080889	0.7035319	0.1361830	0.2276681	0.7272827	0.8063187	0.2381240	0.5563680	0.4479119	0.0061428	0.0990213	0.5850933	0.7791959	0.4542250	0.1714901	0.4605130	0.2791897	0.1101926	0.1173745	0.3709424
200	0.7882233	0.6690571	0.1490319	0.1626175	0.6567060	0.6897321	0.2322662	0.5056574	0.4204094	0.0193572	0.0709501	0.5819757	0.7206062	0.3404332	0.2257796	0.3617848	0.1597679	0.0851581	0.0741085	0.3190221
250	0.7547653	0.7175604	0.1562898	0.1578710	0.7699085	0.8645944	0.1646729	0.4477107	0.3912219	0.0065657	0.1065346	0.8135607	0.7335082	0.2593051	0.2102070	0.3812166	0.1574345	0.0813628	0.0636049	0.4043906
300	0.7069414	0.7255455	0.1387690	0.2213750	0.6469797	0.7082352	0.1682934	0.5493303	0.5320018	0.0079264	0.1215991	0.6706920	0.7346567	0.2003175	0.1690801	0.4147308	0.1366641	0.0958508	0.0397771	0.4389614
350	0.8144931	0.9093626	0.1433392	0.2035072	0.6489159	0.7912947	0.1463626	0.4684004	0.5135593	0.0108004	0.1163502	0.5037244	0.8898830	0.2319772	0.1450136	0.3858624	0.1550744	0.0591893	0.0447257	0.3515328
400	0.6706534	0.7468198	0.1048109	0.2173904	0.7345994	0.6907251	0.1644742	0.4675896	0.4252214	0.0033252	0.1956184	0.5300103	0.7664119	0.2358927	0.0598856	0.3532817	0.3571906	0.0377102	0.0286394	0.3671698
450	0.6218472	0.6934753	0.1845629	0.1718030	0.5931445	0.7378304	0.1471180	0.4632297	0.5393040	0.0066228	0.1564631	0.3350557	0.6788937	0.4490916	0.1620141	0.3799743	0.3843582	0.0251770	0.0435904	0.3505877
500	0.7193086	0.8256621	0.1426254	0.1518333	0.7755543	0.5926874	0.1235616	0.4459795	0.3747074	0.0088345	0.1947352	0.3531800	0.6106079	0.4914445	0.0514420	0.3749614	0.5178700	0.0373009	0.0944939	0.4176705
550	0.6759358	0.8398881	0.2721038	0.1509205	0.7056639	0.6020415	0.1709246	0.5572260	0.4279856	0.0328458	0.4033897	0.2043634	0.6668162	0.3953131	0.0380372	0.6830308	0.4154467	0.0714626	0.4106580	0.2571579
600	0.7138513	0.6799196	0.3628760	0.1776725	0.6720123	0.9042420	0.1572911	0.3785635	0.3814394	0.0231436	0.3440220	0.1887771	0.6216345	0.6135730	0.0261391	0.7449346	0.6447963	0.0426497	0.5855847	0.2719339
650	0.6126456	0.7176204	0.3397055	0.2098718	0.7209128	0.8262126	0.2820016	0.3954733	0.4314362	0.0324048	0.2985422	0.2731918	0.7417564	0.5106701	0.0037671	0.7855764	0.6830676	0.0511861	0.7199222	0.2074948
700	0.6204956	0.6070117	0.3253375	0.1122874	0.6834082	0.7171261	0.2168071	0.3651322	0.4774479	0.0250704	0.2134109	0.2099147	0.7084978	0.5353852	0.0134500	0.6420003	0.6440808	0.0259653	0.6551888	0.2877914
750	0.6777946	0.7325276	0.4476946	0.1146411	0.7467759	0.6949034	0.1689223	0.3504108	0.5202692	0.0321731	0.1493603	0.2483959	0.6371086	0.4901553	0.0054634	0.7388971	0.5839443	0.0654540	0.6361752	0.1926304
800	0.7417923	0.6936311	0.3045195	0.1785198	0.8591777	0.8427498	0.1339858	0.4483941	0.4708293	0.0421432	0.1721455	0.3172699	0.7703772	0.5607190	0.0096310	0.7941567	0.5724070	0.0591291	0.7595814	0.2109791
850	0.8042716	0.6870341	0.4134902	0.1861030	0.7682961	0.7135801	0.1924434	0.4640297	0.4400164	0.0174906	0.2280039	0.4357251	0.6014167	0.5556726	0.0301474	0.6949969	0.6635187	0.0810368	0.6340538	0.1232629
900	0.7454898	0.6467514	0.2850927	0.1972211	0.6396074	0.8003538	0.1410187	0.6034589	0.4391237	0.0052100	0.1959858	0.3553770	0.5228566	0.4691073	0.0452470	0.6034206	0.5335170	0.0650594	0.6992693	0.1861750
950	0.7914556	0.6600141	0.3433417	0.1701699	0.8192000	0.8617027	0.0998905	0.4387620	0.4835091	0.0272343	0.2296605	0.3703963	0.8102177	0.4598400	0.0431722	0.7855113	0.4397484	0.1236426	0.7247906	0.1993147
1000	0.6818816	0.6992079	0.3384832	0.1914799	0.8475738	0.6017081	0.1333891	0.6011364	0.4281603	0.0099864	0.2128071	0.2396630	0.6923201	0.5098938	0.0283999	0.7419727	0.5657843	0.1174868	0.6874487	0.1331799

0	0.8750816	0.7500884	0.3921354	0.1356035	0.7623130	0.6417354	0.1557003	0.4838348	0.4649221	0.0042783	0.2186425	0.2479080	0.6915747	0.5266032	0.0378897	0.7489279	0.6131178	0.0910053	0.6495179	0.1664510
50	0.7030401	0.5730723	0.1303449	0.1364719	0.6771646	0.5814364	0.1413691	0.4050262	0.4356667	0.2100503	0.1788649	0.3127216	0.6473217	0.4729971	0.1548978	0.5895062	0.5774146	0.0292226	0.6652519	0.2566616
100	0.8329330	0.7101156	0.0697340	0.1432501	0.6663003	0.5038430	0.1367795	0.5063034	0.4992211	0.2566543	0.1565603	0.5305466	0.7411083	0.3463278	0.2072044	0.6001290	0.4308336	0.0467333	0.5469849	0.1263129
150	0.6105273	0.8316044	0.0142415	0.0938413	0.6296342	0.5090228	0.1926464	0.5137396	0.4872660	0.3045335	0.1997756	0.6047296	0.6801888	0.3946906	0.2698107	0.5961877	0.3086503	0.0786215	0.2160103	0.1933416
200	0.7525628	0.6728426	0.0098687	0.0997359	0.6913371	0.6130635	0.1612736	0.4545671	0.4598652	0.4098650	0.2212844	0.5126304	0.7563841	0.2290559	0.2831390	0.7220837	0.4211034	0.0741818	0.0999059	0.2086303
250	0.8335145	0.7706294	0.0233213	0.1027629	0.6568156	0.5569958	0.1315620	0.3572421	0.4601001	0.4396874	0.3028482	0.2638689	0.7523212	0.2031047	0.2855929	0.7138279	0.5155317	0.0513041	0.1190539	0.1737424
300	0.7100540	0.8003955	0.0063129	0.1113540	0.6400643	0.5532712	0.1789003	0.5034192	0.3379626	0.3367234	0.3231243	0.2101260	0.6115203	0.2356501	0.2615604	0.6419045	0.4759254	0.0604382	0.0862693	0.2449125
350	0.7465578	0.7542843	0.0102760	0.1037622	0.6932267	0.5648244	0.1450201	0.4495022	0.3408600	0.3242556	0.4111932	0.1669606	0.7413206	0.2894610	0.1805589	0.6449100	0.6983967	0.0294555	0.0631479	0.2874991
