"Time"	G1	G10	G2	G20	G17	G16	G4	G8	G18	G94	G9	G95	G11	G56	G3	G98	G7	G46	G6	G36	G37	G100	G38	G34	G35	G5	G19	G14	G13	G12	G41	G44	G49	G39	G22	G21	G50	G15	G51	G53	G52	G55	G42	G54	G45	G40	G47	G48	G72	G67	G61	G43	G57	G60	G59	G99	G58	G80	G81	G83	G88	G82	G89	G79	G84	G75	G86	G78	G77	G85	G90	G91	G93	G69	G92	G87	G68	G27	G96	G97
450	0.5790479	0.0359309	0.2303393	0.3454789	0.0059546	0.4157981	0.0493265	0.2184896	0.3883745	0.5754734	0.1838757	0.4571145	0.3523379	0.3652060	0.6332223	0.2156292	0.6560133	0.5044979	0.3620855	0.6964145	0.0963129	0.5630457	0.5309428	0.4761604	0.1310649	0.1223330	0.2218354	0.3161832	0.6089533	0.3471538	0.3545474	0.0122316	0.2575265	0.1120784	0.4334405	0.1628912	0.6817563	0.6424104	0.1236044	0.5055301	0.1752556	0.4394055	0.0025878	0.5024179	0.4077179	0.1575822	0.1814200	0.1473493	0.6721445	0.5073399	0.3803327	0.5028869	0.4230374	0.5457504	0.3640550	0.4150231	0.3597861	0.4669678	0.6079914	0.6555449	0.0696232	0.5644000	0.0794870	0.2997509	0.6479137	0.0005668	0.2565291	0.0476002	0.5201741	0.5477570	0.5567924	0.6249318	0.4338648	0.4577898	0.0480653	0.3968571	0.3225694	0.1718700	0.8268590	0.6592686
500	0.6246002	0.0413187	0.2274982	0.3618278	0.0032020	0.3960938	0.0549589	0.2334610	0.2620713	0.7002209	0.1535681	0.4586842	0.3354298	0.4419199	0.6289168	0.2134903	0.5700526	0.6089273	0.4506974	0.6155051	0.0912172	0.6273362	0.6081219	0.3999541	0.1341137	0.1155240	0.3208594	0.2947384	0.7141442	0.4494091	0.3052140	0.0059899	0.2474816	0.1263099	0.5039194	0.1278012	0.6764372	0.5251372	0.2197775	0.5129227	0.1511208	0.5712853	0.0025974	0.4398850	0.2988137	0.1852069	0.2395999	0.1929675	0.7444123	0.5133120	0.4083840	0.4580325	0.5258250	0.6670947	0.3029748	0.5284239	0.2503613	0.4673428	0.6137434	0.7084233	0.0668599	0.5697335	0.0445820	0.3006781	0.6916865	0.0006569	0.2095159	0.0404361	0.4589744	0.4712525	0.4034477	0.6704139	0.5830370	0.4524588	0.0648966	0.3936332	0.3291590	0.2136045	0.8107606	0.6093876
550	0.5011846	0.0323083	0.1727932	0.3757855	0.0056313	0.3303748	0.0644606	0.2125804	0.1745364	0.7091733	0.2997954	0.3870616	0.4986117	0.5960271	0.6861331	0.5961866	0.6454628	0.5552615	0.3208271	0.6897082	0.1124405	0.6671619	0.5241737	0.5945773	0.0963740	0.1311400	0.4374813	0.3377447	0.7358297	0.5360530	0.4400707	0.0080637	0.2885282	0.0382937	0.3257277	0.1400926	0.6983181	0.5825510	0.1533658	0.5835400	0.0473019	0.5909124	0.0052875	0.4427664	0.3093876	0.1706152	0.2574043	0.2243225	0.5393682	0.4418379	0.5021827	0.4376253	0.4013718	0.5718642	0.2641008	0.5465364	0.3955197	0.4774250	0.4797441	0.3539611	0.1032206	0.5311392	0.0634121	0.2567756	0.4893636	0.0035055	0.2056246	0.1372061	0.5351740	0.5167095	0.5387576	0.5855643	0.4493348	0.4678513	0.0539717	0.4389181	0.2367518	0.1828663	0.6866200	0.6478103
600	0.4830154	0.0082232	0.3054864	0.3617088	0.0073168	0.4380420	0.0765819	0.3027933	0.1175891	0.7505461	0.3894713	0.4030369	0.3926934	0.6344853	0.5070180	0.6696207	0.5568135	0.4307458	0.2847313	0.6779511	0.0701200	0.6365557	0.5212689	0.6537115	0.1314042	0.1322764	0.3437750	0.3309274	0.7218620	0.5245148	0.4718855	0.0149490	0.1890207	0.0565996	0.2789712	0.2339045	0.6521307	0.6687852	0.2384169	0.4233554	0.0327874	0.4486466	0.0143913	0.5129354	0.3567217	0.2965526	0.2199800	0.2123822	0.6583802	0.3285262	0.3549539	0.4145062	0.4947420	0.6177346	0.2619557	0.5734703	0.3538058	0.4585085	0.5709209	0.3372450	0.0581108	0.6926923	0.0616839	0.2391690	0.4367448	0.0295809	0.1849464	0.1391809	0.7510207	0.5368238	0.3817703	0.5370848	0.3821667	0.3894253	0.0540160	0.3587629	0.1855120	0.2173758	0.6654333	0.6317962
650	0.5754966	0.0236692	0.3402726	0.3455063	0.0086099	0.4382270	0.0794494	0.3775416	0.0569466	0.6329925	0.4011598	0.4887107	0.1413773	0.5583727	0.6971575	0.6141130	0.5584638	0.4063546	0.3042877	0.6734025	0.0811004	0.8119997	0.4965505	0.6406810	0.2271517	0.1608866	0.3059199	0.3218790	0.7215118	0.6350555	0.3636781	0.0189193	0.1918044	0.0245518	0.3007677	0.1925209	0.6353371	0.6287354	0.2969164	0.5182513	0.0328453	0.4997861	0.0216607	0.4132582	0.4153212	0.2190537	0.1540531	0.1894212	0.6420440	0.4813708	0.4212772	0.2552574	0.3778267	0.6423077	0.3375550	0.6693498	0.3726700	0.4670836	0.5041934	0.4398462	0.0372407	0.6544255	0.0377708	0.2608193	0.4759266	0.0170650	0.2076266	0.1211155	0.5807705	0.4440368	0.3577949	0.5663084	0.5535525	0.4126393	0.0289725	0.2761755	0.2231448	0.1949307	0.6699472	0.5984919
700	0.5212942	0.0218648	0.2896409	0.3291605	0.0213152	0.3532483	0.1035378	0.3121607	0.0262555	0.6538483	0.4274230	0.4738300	0.1066654	0.5938093	0.6028115	0.7787607	0.6534399	0.4092268	0.2534349	0.6926707	0.0725823	0.6512102	0.6034045	0.6143061	0.1890871	0.0979839	0.2998772	0.2560968	0.6010384	0.5327143	0.4050426	0.0106111	0.1680772	0.0596145	0.3588692	0.1737336	0.6964631	0.6076606	0.2716098	0.5259103	0.0655971	0.4852926	0.0269747	0.5029532	0.3594267	0.3532825	0.1963395	0.2118271	0.5874117	0.3544121	0.3988734	0.2984813	0.4935867	0.5540514	0.3324352	0.6907654	0.4003351	0.5199328	0.5494657	0.4124301	0.1035037	0.6693217	0.0420354	0.2226556	0.5637851	0.0121510	0.1579629	0.1330528	0.6027363	0.5278080	0.3701894	0.6050736	0.5138109	0.5189467	0.0605338	0.3287638	0.4150875	0.2243049	0.5869032	0.6129197
750	0.6049224	0.0290651	0.2359038	0.2698713	0.0077377	0.4206993	0.1279049	0.2982801	0.0329428	0.6651590	0.3292906	0.4319061	0.1268262	0.7555915	0.5500136	0.8262845	0.5199606	0.3573926	0.3621730	0.6265424	0.0465272	0.6759406	0.6085620	0.6264266	0.1927632	0.1414634	0.3131267	0.2843577	0.6723320	0.5249150	0.4446349	0.0032110	0.2239398	0.0321944	0.3216060	0.1593281	0.6520031	0.6126918	0.2945571	0.5341994	0.0366521	0.5646810	0.0050831	0.5219698	0.3615230	0.3179813	0.1674813	0.1989997	0.6101459	0.3100873	0.4065602	0.3138255	0.4787718	0.5543812	0.2841494	0.6261109	0.3155895	0.4873532	0.5451035	0.2857868	0.0613318	0.6407784	0.0580031	0.2039401	0.4953250	0.0318214	0.1587627	0.1361957	0.6301552	0.4959809	0.4161616	0.5852838	0.4458902	0.3366620	0.0244163	0.3697772	0.3521451	0.1641707	0.7375656	0.5809708
800	0.5792961	0.0285587	0.2869610	0.2969114	0.0165828	0.4390696	0.1183093	0.2903699	0.0252295	0.7287297	0.3736322	0.4612877	0.0989192	0.6355203	0.6375721	0.6768618	0.6017393	0.3656261	0.2991154	0.6932753	0.0605166	0.5986330	0.5662627	0.6111855	0.1985700	0.0835672	0.3013783	0.3242332	0.6590946	0.5429847	0.4723689	0.0057835	0.1964689	0.0321765	0.2344943	0.1842307	0.7579377	0.5961420	0.1979599	0.5164923	0.0284367	0.4940406	0.0245029	0.4229420	0.3539482	0.2989403	0.1382424	0.1679950	0.7573022	0.4707431	0.4287450	0.3048997	0.4528258	0.6041029	0.2208987	0.5702210	0.3769645	0.5522922	0.5452894	0.3226671	0.0579698	0.6417294	0.0402175	0.2137255	0.4059508	0.0137270	0.1636373	0.1443831	0.6253939	0.4755433	0.4630389	0.5779899	0.5214798	0.4560108	0.0203450	0.2875427	0.3382545	0.1766333	0.8239088	0.6488828
850	0.5273292	0.0329337	0.2021699	0.3367680	0.0140867	0.3617831	0.0644536	0.2665083	0.0512174	0.7121502	0.4136959	0.4764586	0.1508347	0.6505964	0.5431366	0.6880277	0.4643022	0.3182450	0.3061490	0.6266657	0.0767517	0.7540327	0.5483388	0.6172913	0.1598458	0.1064096	0.4175702	0.2890347	0.7228789	0.6273069	0.3880030	0.0104498	0.3338658	0.0241574	0.2251358	0.1749543	0.7982155	0.5401762	0.2584384	0.5038643	0.0152747	0.4125855	0.0175291	0.4818357	0.3874766	0.3392478	0.2313971	0.1897802	0.6065283	0.4053340	0.3895897	0.4359721	0.4019692	0.6295011	0.2664735	0.5838564	0.3424432	0.5897314	0.5187727	0.2902408	0.0471119	0.6496654	0.0432021	0.2378522	0.5229584	0.0146990	0.1774680	0.1311671	0.6346502	0.6170586	0.3731431	0.5565270	0.4547159	0.4214664	0.0364988	0.3739367	0.3430803	0.1402919	0.8154787	0.6334735
900	0.6041011	0.0356767	0.2445237	0.3525825	0.0144088	0.3785100	0.0445863	0.2610363	0.0659576	0.6103703	0.4545403	0.4703826	0.2346800	0.6321558	0.6983577	0.5226604	0.5214237	0.3520626	0.2403766	0.8094204	0.0448513	0.6407015	0.5996507	0.5416490	0.1200362	0.0826880	0.4019501	0.3304978	0.6178746	0.6773321	0.4995095	0.0088830	0.3859592	0.0438260	0.1298424	0.0924118	0.6655346	0.6574323	0.2694762	0.4365112	0.0455358	0.4999131	0.0046637	0.5666245	0.4254162	0.3153833	0.2636153	0.1816708	0.6591039	0.4690644	0.3294428	0.5680262	0.4249983	0.5652749	0.3120986	0.6623942	0.2159861	0.5445094	0.5269526	0.3009856	0.0458606	0.7280143	0.0458332	0.2967039	0.4673649	0.0230570	0.2019336	0.1324882	0.4774766	0.6023380	0.4736967	0.5538002	0.5251346	0.4548601	0.0142624	0.4462180	0.2955179	0.1928088	0.7626251	0.6280861
950	0.4428540	0.0379915	0.3289765	0.3738782	0.0034678	0.3842152	0.0539793	0.3380881	0.0260559	0.6474161	0.4695914	0.4327025	0.2590659	0.7088396	0.5569763	0.7851541	0.5604327	0.3966577	0.2859753	0.5506145	0.0508725	0.6052290	0.5613124	0.6109074	0.1595379	0.1076643	0.3867715	0.3173041	0.6415897	0.5842234	0.4685015	0.0093006	0.3290632	0.0436728	0.1128648	0.1154999	0.6834948	0.5774640	0.2211625	0.5283616	0.0521956	0.5259455	0.0140572	0.3964166	0.3731698	0.2689816	0.1485535	0.1699461	0.5135213	0.3561190	0.4559394	0.4057367	0.4389832	0.6301777	0.2889740	0.5898271	0.2673123	0.4176904	0.4554814	0.3681405	0.0375103	0.6339285	0.0336591	0.2495067	0.4307437	0.0227108	0.1673306	0.1099388	0.6104639	0.5009769	0.4134585	0.5831239	0.5362446	0.4351795	0.0428268	0.3875418	0.3421009	0.2086651	0.5865100	0.6297719
1000	0.5286847	0.0205346	0.2805594	0.3201079	0.0113036	0.4079636	0.0562278	0.3571687	0.0426697	0.6355557	0.3895687	0.4401138	0.0886097	0.7331875	0.5083579	0.6706569	0.5532612	0.4096466	0.3010379	0.6450089	0.1123479	0.5891080	0.6456526	0.5514658	0.1857432	0.1531052	0.2400350	0.3439455	0.6624625	0.6190446	0.4373972	0.0024065	0.2231756	0.0584999	0.1836946	0.1727849	0.6669768	0.5961945	0.2973036	0.6058429	0.0658902	0.4414897	0.0065287	0.5269749	0.4332862	0.3135817	0.1458388	0.2002832	0.5874293	0.3369046	0.3865746	0.3415087	0.4639085	0.5742415	0.2849207	0.6746871	0.3236057	0.4057483	0.4724738	0.3487566	0.0658902	0.7008224	0.0650064	0.2140124	0.5786890	0.0328181	0.2751582	0.1356937	0.5778087	0.4699098	0.4688404	0.4441969	0.4709929	0.5522654	0.0455702	0.3730052	0.3581139	0.1355124	0.7109998	0.6295077

0	0.4502968	0.0343462	0.3539064	0.3933767	0.0027482	0.4679752	0.0619009	0.2781528	0.0222561	0.5891705	0.3873636	0.4399951	0.0837343	0.6734391	0.6919730	0.6453436	0.6998031	0.4030981	0.2895248	0.6849436	0.1144340	0.6108548	0.6296831	0.6317051	0.1280602	0.1446941	0.3220361	0.3520628	0.7765286	0.6135262	0.4549669	0.0168396	0.3107608	0.0362113	0.3311775	0.1727151	0.5823749	0.5791558	0.2385280	0.5271354	0.0372874	0.6664146	0.0139945	0.5257261	0.2939502	0.3298037	0.1412489	0.2337795	0.7446218	0.4769629	0.4648389	0.2981636	0.5231490	0.6440295	0.3302184	0.6014962	0.3911199	0.3971129	0.3999092	0.3523800	0.0891951	0.6754867	0.0470501	0.2150403	0.4739380	0.0193506	0.1877056	0.1020505	0.5087738	0.4918087	0.4093545	0.5088238	0.4723081	0.4072319	0.0278228	0.3289125	0.4321301	0.1268694	0.7697202	0.6662534
50	0.4969682	0.0280152	0.4057510	0.3169474	0.0031722	0.3650619	0.2185311	0.5421612	0.1009562	0.7934024	0.6152661	0.4377668	0.0724952	0.6259420	0.4678618	0.5285969	0.5704240	0.4392336	0.3523898	0.6327995	0.0662799	0.6123844	0.6409101	0.6551277	0.1064347	0.1460678	0.3620949	0.2908888	0.6426525	0.5616842	0.3770817	0.0062684	0.2138998	0.0126478	0.2663081	0.1699736	0.6887827	0.6395807	0.2940605	0.4838752	0.1321364	0.3418861	0.0095780	0.5659425	0.4701209	0.2868257	0.1967543	0.1428036	0.7274862	0.4995855	0.3721106	0.5384750	0.5831062	0.5423827	0.2930481	0.4302272	0.4366637	0.4434832	0.3956746	0.3673262	0.0370564	0.6621670	0.0593941	0.2120399	0.5691817	0.0167583	0.1007478	0.2276656	0.5122703	0.4376329	0.1101974	0.6134469	0.5013962	0.4764523	0.1697849	0.1684075	0.4556503	0.3406821	0.7871986	0.5816263
100	0.3724559	0.0096053	0.3290195	0.4547049	0.0034633	0.4707016	0.2777666	0.5384614	0.0669776	0.6821025	0.7373992	0.4425931	0.0153169	0.6731440	0.4998943	0.5445591	0.6266248	0.4265928	0.2572117	0.5573420	0.0841236	0.6077374	0.5959884	0.7156538	0.1416430	0.1495211	0.3433172	0.2279840	0.6100876	0.6831882	0.3820908	0.0029523	0.2665388	0.0522867	0.1458337	0.1190652	0.5736952	0.5860946	0.2613842	0.4392118	0.0688900	0.3819359	0.0059350	0.5137030	0.5407487	0.3164632	0.1506394	0.1044960	0.5962207	0.5626163	0.4200259	0.5074373	0.5645194	0.5670721	0.3078789	0.3936044	0.4389254	0.4807409	0.4583966	0.3363501	0.0625976	0.6024717	0.0509972	0.1961070	0.5104790	0.0149254	0.0135680	0.2690718	0.4630006	0.3058589	0.0590206	0.6390424	0.4658919	0.5174616	0.3313354	0.2353881	0.5360883	0.4074734	0.5417557	0.6108833
150	0.5556505	0.0118089	0.3218486	0.4735588	0.0134847	0.3376389	0.2664448	0.5392158	0.0657247	0.6946694	0.5594927	0.4307762	0.0016691	0.6212156	0.6091623	0.5973056	0.6195973	0.3894447	0.3220091	0.6392368	0.0838881	0.7182527	0.5746467	0.6357540	0.1504869	0.1187945	0.2855498	0.1874218	0.7359047	0.6070467	0.4147059	0.0101379	0.1435631	0.0256620	0.1883049	0.1553244	0.5739012	0.5465945	0.3052635	0.4099529	0.1065961	0.4593716	0.0023647	0.4839482	0.3859604	0.2128458	0.1717484	0.0612769	0.6195451	0.5836465	0.3779443	0.4739804	0.5693227	0.6359542	0.3707322	0.3431439	0.3357808	0.4579521	0.4801994	0.3659840	0.0796764	0.8507935	0.0576308	0.2300240	0.5358663	0.0369094	0.0239858	0.3171841	0.5096049	0.4700215	0.0076123	0.5446759	0.4634608	0.5510414	0.2926508	0.2170862	0.6908744	0.3632875	0.7231875	0.6841138
200	0.4847989	0.0246453	0.3683831	0.4825369	0.0163150	0.3623757	0.3921230	0.5015670	0.0658501	0.5364277	0.5989859	0.4632785	0.0000000	0.6912857	0.6038889	0.5415098	0.6156070	0.3775121	0.4418122	0.6826726	0.0525606	0.6393841	0.6057410	0.6410434	0.2265174	0.0994061	0.2730901	0.2414817	0.5688162	0.5951738	0.5470127	0.0047739	0.2579401	0.0256567	0.2475795	0.1695379	0.6903039	0.5032715	0.1983887	0.4066515	0.1735990	0.4272115	0.0023023	0.5753131	0.3538734	0.2381123	0.2469321	0.0837742	0.5724635	0.6464040	0.3672106	0.3054250	0.6651601	0.4820424	0.3946487	0.3445267	0.3636118	0.4354645	0.5480472	0.4108625	0.1059150	0.6633994	0.0762331	0.2628891	0.4584767	0.0045759	0.0140654	0.3191337	0.5040985	0.3999912	0.0186490	0.6601175	0.4466010	0.5681300	0.2456190	0.1744033	0.6182812	0.2799860	0.6174736	0.5668299
250	0.5236355	0.0005350	0.3923258	0.5724655	0.0134726	0.4077917	0.3162695	0.4228621	0.1151711	0.7205648	0.5592569	0.4209265	0.0042998	0.5883733	0.6905568	0.6643596	0.5492817	0.3578609	0.2650974	0.7222756	0.0457447	0.6519596	0.5801460	0.6875580	0.1381656	0.1052163	0.2214191	0.2662257	0.6733164	0.6297682	0.3649579	0.0025555	0.1902535	0.0471909	0.2508949	0.1202436	0.7516089	0.5094464	0.2726143	0.4593845	0.1144313	0.4103616	0.0220788	0.4244508	0.3903021	0.2084897	0.1801232	0.0756121	0.5949177	0.5398265	0.4967624	0.5156696	0.6628636	0.5306231	0.3109682	0.3811822	0.2936795	0.4627305	0.5976675	0.3922220	0.0585333	0.5445339	0.0743463	0.2707726	0.5303800	0.0025930	0.0374151	0.3598172	0.5109568	0.3585282	0.0037604	0.6219605	0.4833845	0.4324284	0.3881567	0.1530498	0.6491731	0.2898746	0.7282947	0.5817593
300	0.6103309	0.0124890	0.2823044	0.4814190	0.0108040	0.4113027	0.3957758	0.5025022	0.1588237	0.5704114	0.5767342	0.4422975	0.0071329	0.5684098	0.6895000	0.5567686	0.6357060	0.3438234	0.2502473	0.5271505	0.0433872	0.6445019	0.5050476	0.6835308	0.1801031	0.1192952	0.3005717	0.2229971	0.5815929	0.6637765	0.3933519	0.0132152	0.1802708	0.0558464	0.2626790	0.1015283	0.8021702	0.5264816	0.1972784	0.4151794	0.0882731	0.3029731	0.0070169	0.5412592	0.3696577	0.3090242	0.1861974	0.0886735	0.7482488	0.5068487	0.4599237	0.4452649	0.5088965	0.6915708	0.3509992	0.2713232	0.3326917	0.5825326	0.5032587	0.3721694	0.0859441	0.6317919	0.0364220	0.1579023	0.4716034	0.0067001	0.0281551	0.3042407	0.5652499	0.4696397	0.0088228	0.6543502	0.4984504	0.5361111	0.3461615	0.1884299	0.6301591	0.3714646	0.7678142	0.6044018
