"Time"	G1	G10	G2	G20	G17	G16	G4	G9	G11	G18	G94	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G15	G12	G13	G14	G41	G50	G52	G53	G51	G21	G22	G55	G42	G44	G39	G49	G40	G54	G45	G47	G43	G61	G72	G67	G57	G48	G95	G8	G60	G59	G99	G58	G79	G82	G83	G81	G89	G84	G80	G88	G91	G90	G75	G78	G77	G86	G85	G69	G93	G92	G87	G68	G27	G96	G97	G63	G26	G25	G23	G24	G62	G76	G71	G74	G31
450	0.2562882	0.0790490	0.0713477	0.0217204	0.1672365	0.3685741	0.6887332	0.1567146	0.5946065	0.2007204	0.6809663	0.7048643	0.2169470	0.2501631	0.1677207	0.6680935	0.6581083	0.7487759	0.7451286	0.6996439	0.5882484	0.2363134	0.6762944	0.2081208	0.4849860	0.4697041	0.7160360	0.5938060	0.6535731	0.1008074	0.2088802	0.5931442	0.0727004	0.0468164	0.5972748	0.5258989	0.4668699	0.2931670	0.6996803	0.6061026	0.3682219	0.4583537	0.6080407	0.1969294	0.1390610	0.6535793	0.0172272	0.6600123	0.5493846	0.0436312	0.4587181	0.6701500	0.0111600	0.2266369	0.7113665	0.7609957	0.0224500	0.7763205	0.6165519	0.0479496	0.6118213	0.2541434	0.0694103	0.0581250	0.5510160	0.4492554	0.7477745	0.0631902	0.0396481	0.7725351	0.3963438	0.2294320	0.6838019	0.6250473	0.5143645	0.5542771	0.3510876	0.0001310	0.6500735	0.3174779	0.5616243	0.1191083	0.0559697	0.7125258	0.3766646	0.6569619	0.5818565	0.3465116	0.0433234	0.7537827
500	0.2330436	0.0961511	0.1220154	0.0141021	0.1156665	0.3404596	0.7869332	0.1304322	0.6966091	0.1986964	0.6759688	0.6442330	0.3936153	0.2802886	0.1740261	0.7347558	0.7891316	0.7045624	0.5925953	0.7062843	0.5387658	0.2650383	0.5125342	0.2293117	0.5118050	0.5219622	0.6543169	0.5470089	0.7576186	0.1755729	0.2030542	0.6368863	0.1387239	0.0416521	0.5151053	0.3824987	0.3589842	0.2049848	0.5256688	0.5812817	0.4109711	0.5372279	0.6783116	0.2252516	0.1285953	0.5690019	0.0357562	0.6895715	0.4635632	0.0351137	0.3544537	0.7401067	0.0112575	0.2003128	0.6998181	0.5651983	0.0092848	0.8747076	0.8183607	0.0241210	0.8359540	0.2008395	0.0512452	0.0684889	0.4296434	0.4254588	0.7958276	0.0825482	0.0308717	0.6649873	0.3442667	0.1432336	0.6661668	0.6138106	0.4795403	0.4131181	0.3704793	0.0006708	0.7390138	0.3031698	0.5082975	0.1408811	0.0492620	0.6809227	0.4767987	0.7139745	0.4273613	0.3351116	0.0580248	0.6939815
550	0.2965424	0.1120340	0.1196710	0.0284941	0.3313255	0.3219062	0.7470393	0.1389122	0.6352394	0.1637348	0.7010896	0.7543508	0.2265826	0.3255586	0.1501309	0.8253594	0.6925781	0.6628573	0.6018489	0.5729524	0.5473487	0.2634057	0.5984232	0.3233769	0.4870962	0.5889582	0.6120185	0.3180505	0.7726601	0.1648209	0.3584372	0.6266300	0.0914705	0.3468365	0.6379597	0.1421608	0.4638296	0.2281948	0.5210035	0.6443797	0.4475634	0.5103449	0.5919564	0.5346217	0.4409206	0.4334404	0.0506506	0.6621123	0.4000566	0.1005427	0.4027539	0.6913296	0.0051335	0.5719931	0.3402229	0.5670345	0.0081848	0.6915624	0.7211371	0.0833984	0.6739193	0.3429150	0.0431337	0.2441138	0.4837457	0.4183871	0.3997878	0.0340493	0.0597653	0.6265626	0.3563105	0.1120470	0.5168503	0.3448483	0.5220946	0.4174560	0.3084814	0.0000000	0.7432816	0.2635697	0.3916040	0.1673018	0.0592037	0.6116148	0.4747623	0.6787627	0.4621496	0.3173654	0.1581056	0.7398630
600	0.2553420	0.1286629	0.1242171	0.0378413	0.3902236	0.3407049	0.6071688	0.1590765	0.7171755	0.1909480	0.6482349	0.6371677	0.2201603	0.2731512	0.1168858	0.6459566	0.6743688	0.6048407	0.7896366	0.6843581	0.6831957	0.1835589	0.6990997	0.3176452	0.5883836	0.4293190	0.7279963	0.4134198	0.7498429	0.1397195	0.4113986	0.6608410	0.0689721	0.5771897	0.5357657	0.0910252	0.4799169	0.1918309	0.4732207	0.8248559	0.5468315	0.4238850	0.5973646	0.5399956	0.4523805	0.4165847	0.1026215	0.7088025	0.4445036	0.1556204	0.4309488	0.5945995	0.0391320	0.4256577	0.1506468	0.6201575	0.0265241	0.1620550	0.6552293	0.1843508	0.4886702	0.5180478	0.1031462	0.4307906	0.4776141	0.3869411	0.3861345	0.0419694	0.0334409	0.5622995	0.3598330	0.1511213	0.5816157	0.3479255	0.5192485	0.4474619	0.4602068	0.0000143	0.6693972	0.2485421	0.4044025	0.1391028	0.0635355	0.6654753	0.3675210	0.6441736	0.3176772	0.3523002	0.1420202	0.6262703
650	0.2845878	0.0949090	0.0690731	0.0478567	0.2670003	0.2993632	0.6771239	0.1127228	0.7094099	0.1785841	0.7135165	0.7102993	0.2768016	0.2760548	0.0867399	0.6968622	0.6635781	0.6263291	0.6476471	0.7007663	0.8152635	0.1769853	0.5565125	0.2345962	0.5217409	0.6552864	0.6734789	0.2921276	0.7695048	0.1596672	0.4198870	0.6468674	0.1022148	0.6213616	0.5514399	0.0661931	0.4562703	0.2269310	0.6176087	0.6108625	0.6959778	0.3961341	0.5671116	0.4569207	0.4037505	0.2823971	0.1599812	0.7852229	0.5012847	0.0811224	0.5557997	0.7944463	0.0124716	0.2973042	0.0568838	0.7651916	0.0235017	0.0666181	0.7845956	0.1134957	0.4697559	0.6624186	0.0136517	0.5127830	0.4735502	0.3045557	0.3581169	0.0730452	0.0435901	0.6989844	0.2134600	0.1168098	0.3928015	0.1679635	0.5320281	0.5045298	0.4629400	0.0000083	0.7019537	0.1420395	0.5418721	0.1304449	0.0612927	0.8930810	0.3880644	0.5556207	0.3361248	0.3651774	0.0896842	0.7016434
700	0.3407456	0.0828162	0.0675052	0.0467812	0.3555399	0.3060178	0.7751235	0.0981788	0.5633108	0.2108163	0.8507262	0.7334063	0.3235714	0.2181489	0.0760691	0.7661523	0.6233322	0.6692618	0.7297586	0.6626322	0.5123093	0.1637135	0.6445841	0.3145144	0.5619114	0.5933148	0.5316651	0.3429059	0.6616416	0.1393613	0.3906818	0.6274912	0.1260656	0.5988115	0.5338910	0.1096236	0.2663148	0.3220790	0.5548905	0.5296609	0.6337042	0.5067936	0.6046129	0.6288043	0.3433282	0.2290970	0.1276485	0.7515534	0.5072172	0.0229412	0.5819618	0.7070568	0.0119564	0.4281372	0.0153873	0.7240573	0.0427283	0.0842477	0.7670184	0.1439869	0.4503430	0.6306134	0.0640828	0.6760349	0.4468963	0.1927719	0.5843157	0.1191824	0.0466669	0.5679591	0.0974467	0.1485298	0.3021764	0.0606986	0.5605893	0.4158789	0.4385828	0.0000000	0.7368527	0.1467294	0.5170176	0.1146260	0.0809018	0.7896868	0.4492779	0.5961032	0.5097895	0.3027379	0.1619888	0.7398435
750	0.3429097	0.1008152	0.0292509	0.0494211	0.3945327	0.3030177	0.6661675	0.1054886	0.7475734	0.1752053	0.6014281	0.6261978	0.2259011	0.1934806	0.1340102	0.8338283	0.7062220	0.6115601	0.7753615	0.6522284	0.5466105	0.1439931	0.6077529	0.3129821	0.5494738	0.8214287	0.4814641	0.3551079	0.7081036	0.1102039	0.3202127	0.7281431	0.1430664	0.6444665	0.5643370	0.1421764	0.3106919	0.3511653	0.6543199	0.5628857	0.7292293	0.5346726	0.6581885	0.5000843	0.2585232	0.2427099	0.1442089	0.7097454	0.5990331	0.0262089	0.6066508	0.8213065	0.0262954	0.3887857	0.0047349	0.8151650	0.0462801	0.0506974	0.8872928	0.1835885	0.4929216	0.5978897	0.0435996	0.7886192	0.4068419	0.1817405	0.5386367	0.1414754	0.1586965	0.5117117	0.1023852	0.1715006	0.3391700	0.0340644	0.3786818	0.4093123	0.3327326	0.0000784	0.5957300	0.2237586	0.4960722	0.1630357	0.0446759	0.8584922	0.5162560	0.6298848	0.3255695	0.4076242	0.2184369	0.7669480
800	0.2586424	0.0706021	0.0642606	0.0587925	0.3920510	0.3266889	0.6744943	0.0974054	0.6827958	0.2524767	0.6919504	0.7209652	0.3310109	0.1717377	0.1780920	0.7653741	0.7056371	0.6478157	0.6742933	0.7039657	0.5219359	0.0696239	0.5794861	0.2492830	0.7069260	0.5970353	0.3714304	0.2967159	0.6665356	0.1214512	0.2728877	0.6815434	0.1691851	0.7700221	0.6062451	0.1916266	0.3126316	0.2121183	0.6774762	0.7586388	0.6478745	0.4453568	0.6973936	0.4763457	0.2325137	0.2114304	0.1218483	0.7581156	0.5551935	0.0285301	0.6780611	0.6137559	0.0181386	0.4957920	0.0034485	0.7095519	0.0449285	0.0782995	0.6307880	0.1807394	0.4588458	0.6918468	0.0492401	0.7044300	0.4419300	0.3136540	0.5091977	0.1306958	0.2606031	0.5615562	0.0647704	0.1286439	0.3843118	0.0252121	0.5220286	0.3624669	0.3547549	0.0000000	0.6935436	0.3321682	0.5180241	0.1280596	0.0297266	0.6621314	0.4337592	0.7702618	0.4050756	0.4361472	0.1767235	0.6747503
850	0.2998892	0.2137875	0.0727356	0.0593238	0.3444662	0.3464125	0.6393254	0.1270057	0.6653187	0.2451157	0.6093934	0.7883402	0.3606462	0.2142592	0.1201528	0.7115894	0.7580576	0.7848732	0.7275518	0.8707486	0.5855172	0.1554055	0.6176105	0.3108567	0.5921122	0.7342937	0.3856973	0.3054895	0.7564784	0.1746561	0.2713706	0.6742903	0.1644705	0.6974613	0.6091545	0.1106889	0.3491820	0.1974568	0.6100029	0.7229656	0.6650644	0.6857321	0.6238542	0.6213255	0.3930082	0.2895030	0.0687377	0.7501719	0.4429506	0.0208848	0.5758340	0.6258300	0.0094003	0.4227941	0.0016605	0.6681022	0.0139503	0.0365101	0.7031639	0.2039813	0.4283797	0.5365657	0.0246320	0.6001094	0.3690106	0.1847806	0.4918310	0.1458188	0.2814720	0.5134830	0.0206876	0.1450907	0.5027583	0.0492409	0.4399608	0.4379485	0.3741020	0.0000448	0.6400893	0.3600328	0.5434318	0.0913878	0.0451834	0.6797085	0.3736716	0.6868537	0.4035905	0.4385952	0.1307406	0.7751184
900	0.5416980	0.1094556	0.0548768	0.0767104	0.3940423	0.3346484	0.7134218	0.0731522	0.5399001	0.2607279	0.7340168	0.6337678	0.3995215	0.1947039	0.2312482	0.5708431	0.6333308	0.6299594	0.6516296	0.6903205	0.5433810	0.0623400	0.6404899	0.1980575	0.5825085	0.6201450	0.3667783	0.3432883	0.7289034	0.1369000	0.3900218	0.7908793	0.1325937	0.6278472	0.6230298	0.1256960	0.2622708	0.2046824	0.7342511	0.8542567	0.7212937	0.5459603	0.6497490	0.4213322	0.3011359	0.2543791	0.1002537	0.5904258	0.3647105	0.0254785	0.7170065	0.7298595	0.0219297	0.5073430	0.0016795	0.6722191	0.0188416	0.0837540	0.6560096	0.1275652	0.3708986	0.3953019	0.0351725	0.6568987	0.3306686	0.2147463	0.5629480	0.1492174	0.2887239	0.5116958	0.0335829	0.1587124	0.3121260	0.0677700	0.5024579	0.3103247	0.3914141	0.0000406	0.7807749	0.2654909	0.4827279	0.1319021	0.0309345	0.7674790	0.4357497	0.6897334	0.4208625	0.3826365	0.1644935	0.7445620
950	0.3321986	0.0938504	0.0388962	0.1685827	0.4295872	0.2837819	0.7122534	0.1121177	0.6502327	0.2732718	0.7846670	0.8595997	0.2923988	0.3042095	0.2127061	0.7366321	0.8049100	0.6427451	0.6375267	0.5951545	0.4719624	0.1825581	0.5734282	0.2449095	0.6273389	0.6133845	0.3953808	0.3980973	0.6987764	0.1318490	0.3262985	0.7544742	0.0682354	0.4893282	0.4611847	0.1302412	0.2756934	0.1892688	0.5243500	0.6991284	0.7369990	0.6264804	0.5200880	0.6028681	0.3241469	0.3479915	0.1558895	0.5982330	0.4598780	0.0147127	0.6433318	0.6160962	0.0079969	0.4657351	0.0036866	0.7841152	0.0207308	0.0680062	0.7479333	0.2118034	0.3671947	0.5219993	0.0333018	0.8038888	0.4018735	0.3472835	0.5098038	0.1649894	0.3284079	0.4451913	0.0307162	0.1747748	0.3497774	0.1012697	0.4260685	0.4452105	0.4779887	0.0000000	0.7512201	0.3271383	0.5021050	0.0793094	0.0402275	0.7136589	0.3232305	0.6022282	0.2430263	0.3471103	0.1460737	0.7229829
1000	0.3351964	0.1194826	0.0447675	0.1494446	0.3897367	0.2563572	0.6916572	0.0736843	0.6527012	0.2062666	0.6534545	0.7507792	0.4022318	0.2541165	0.2227378	0.7297000	0.7818069	0.7237992	0.6966971	0.6833056	0.4548315	0.1360046	0.5212409	0.2381270	0.5863827	0.6506530	0.3397918	0.2966282	0.6706265	0.1634330	0.3763035	0.5581771	0.1094992	0.6887964	0.6669451	0.1001798	0.3233914	0.1334788	0.5670366	0.6924684	0.6895709	0.5231994	0.5867016	0.5717482	0.2332956	0.2944458	0.0949480	0.6067708	0.3727939	0.0470975	0.5866603	0.6477418	0.0077625	0.4846777	0.0020920	0.8031994	0.0214993	0.0713884	0.6043093	0.1914502	0.4750206	0.4826761	0.0246764	0.6443887	0.3344580	0.2203047	0.4795044	0.0997893	0.4658431	0.5039921	0.0451037	0.1325605	0.4456373	0.0712469	0.5348642	0.4232466	0.4283772	0.0008477	0.5937619	0.2844933	0.4942305	0.1251776	0.0366500	0.7085445	0.5788263	0.5921960	0.4059133	0.3099358	0.1712656	0.6288252

0	0.3854206	0.1233259	0.0459779	0.1027228	0.4397911	0.3037731	0.8470645	0.0938037	0.6495211	0.1512381	0.7238586	0.7957538	0.3645570	0.1625088	0.2277198	0.6715577	0.6977762	0.6530106	0.8189780	0.7307188	0.4897524	0.0685505	0.5647703	0.2513201	0.8290776	0.5751891	0.3501405	0.4135881	0.7422101	0.1581475	0.2637371	0.5950658	0.1094107	0.7011550	0.6053684	0.1985811	0.3721034	0.2160207	0.6504657	0.6890922	0.7145905	0.4685017	0.5516643	0.6156894	0.3130282	0.1961685	0.1984004	0.6022221	0.3960934	0.0588253	0.6305489	0.7646552	0.0286337	0.5492607	0.0016048	0.6529470	0.0125676	0.1035115	0.6697363	0.1518080	0.3738729	0.5046843	0.0380685	0.6122151	0.3436912	0.2861126	0.4505410	0.1698322	0.4806203	0.5945131	0.0931028	0.1084667	0.3275744	0.0453353	0.5382566	0.4332991	0.4018901	0.0000565	0.6907155	0.2742451	0.4469754	0.0814287	0.0466234	0.7753483	0.4270997	0.9035599	0.4161812	0.3938279	0.0737066	0.6914077
50	0.3157113	0.0796155	0.0654786	0.2195053	0.4684265	0.0859609	0.7781456	0.0929282	0.7293905	0.2804285	0.6966781	0.3422129	0.4377571	0.3220439	0.1594927	0.6886377	0.6701768	0.6840084	0.7016879	0.6126511	0.4421603	0.1464308	0.4876237	0.1360015	0.4526990	0.3965689	0.3494034	0.3596242	0.6560808	0.3426422	0.3316514	0.3897653	0.0927570	0.4022024	0.4573199	0.4816633	0.3302556	0.2330115	0.6542680	0.2712474	0.7821247	0.5021061	0.4627348	0.4977815	0.2974487	0.2589611	0.1574483	0.3556040	0.5578117	0.0253810	0.1759065	0.7256463	0.0256525	0.3307035	0.2177181	0.6477487	0.3311071	0.0818358	0.6665917	0.4576553	0.5199427	0.5868633	0.0220213	0.7188245	0.4125839	0.1958813	0.3606063	0.1764755	0.4794137	0.3335189	0.2568977	0.0439829	0.5478236	0.0342873	0.5339956	0.5062347	0.3854632	0.0000148	0.6139191	0.1782128	0.4870735	0.0785585	0.0187130	0.8190579	0.4585592	0.6159790	0.4261285	0.4305048	0.1271825	0.8366611
100	0.3872286	0.1089689	0.0350672	0.1615726	0.3708217	0.0365035	0.6229286	0.1195657	0.6628671	0.2569431	0.6182963	0.2231078	0.2837404	0.3113315	0.1595329	0.6823209	0.7652527	0.7091224	0.7898604	0.7286923	0.5035131	0.3771386	0.6334474	0.0721677	0.3128042	0.3026796	0.3073356	0.3848585	0.7061996	0.4610562	0.4813032	0.2498376	0.0302870	0.2694314	0.3610012	0.3976375	0.3290892	0.1519116	0.4769130	0.3697950	0.6190881	0.5493447	0.4181973	0.5238766	0.2492325	0.2665931	0.1800708	0.2585172	0.4612549	0.0236002	0.1022375	0.7414812	0.0125062	0.2945670	0.2505783	0.6808049	0.3730194	0.1103875	0.6972605	0.4582300	0.4571778	0.6752167	0.0235320	0.5419635	0.4002094	0.2871516	0.3318122	0.1634140	0.5089385	0.3287172	0.4356044	0.0269552	0.3990198	0.0591393	0.5788372	0.5267683	0.3661556	0.0000745	0.6775846	0.2534333	0.4137737	0.1038756	0.0425202	0.7009090	0.4528756	0.6769937	0.4291186	0.3656312	0.0813896	0.7304407
