"Time"	G1	G3	G7	G8	G5	G22	G4	G83	G6	G88	G85	G89	G54	G86	G87	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G23	G82	G80	G58	G31	G50	G51	G78	G94	G95	G93	G91	G90	G2	G69
450	0.0234925	0.2860931	0.7293847	0.3339436	0.6529277	0.7030614	0.0128840	0.7712416	0.6253217	0.8137910	0.4882913	0.4322146	0.0086753	0.3247077	0.3661825	0.0389187	0.5825981	0.3498960	0.0168727	0.7191622	0.4171624	0.5343911	0.6641338	0.8396432	0.2183156	0.7388076	0.0718689	0.0968744	0.8265878	0.0072224	0.1513843	0.0088424	0.1071567	0.0378966	0.7091533	0.1210931	0.1552100	0.6590602	0.5812403	0.5616186
500	0.0305244	0.2000400	0.6261245	0.3116193	0.8039319	0.6626338	0.0247835	0.7476579	0.6482433	0.6861356	0.4549909	0.3785023	0.0362080	0.4414075	0.3273203	0.0271017	0.4890842	0.3805278	0.0125271	0.6678300	0.5099780	0.5296866	0.6717664	0.8023274	0.1810560	0.6674596	0.0530145	0.1299485	0.7133348	0.0013774	0.0857465	0.0004255	0.0644432	0.0791626	0.7502704	0.0928814	0.1650283	0.7046721	0.6009919	0.7429091
550	0.2674672	0.0643664	0.7822942	0.6766490	0.7319665	0.7303076	0.0437328	0.7137973	0.5887850	0.6815654	0.4913832	0.4106682	0.0070252	0.6746621	0.7033149	0.1018749	0.5209335	0.3605753	0.0263132	0.6379131	0.4280910	0.5992344	0.7502141	0.8421154	0.2299220	0.6794804	0.0808880	0.1128013	0.7078822	0.0180830	0.0737076	0.0053816	0.2739478	0.0694769	0.7330834	0.1598209	0.1892728	0.6566577	0.4716473	0.7218973
600	0.3177514	0.1979253	0.7462845	0.6508256	0.2691047	0.7832418	0.0495147	0.8231138	0.5640234	0.6709604	0.5119930	0.3704472	0.0172788	0.6205449	0.5832787	0.1745408	0.5312056	0.5676930	0.0052003	0.6287047	0.3582576	0.5740064	0.6973541	0.7032407	0.1661845	0.7056301	0.0452684	0.1390877	0.7097345	0.0337439	0.0687568	0.0016995	0.4200704	0.1061694	0.5459738	0.4129835	0.2638915	0.6776942	0.5368104	0.6941608
650	0.3989160	0.3910662	0.7275692	0.6520159	0.1020467	0.7782603	0.1113324	0.7631422	0.4644200	0.7208074	0.5927803	0.4209113	0.0408632	0.6794576	0.5496541	0.1518540	0.5693138	0.4056836	0.0128172	0.7572698	0.4316604	0.6219106	0.7015165	0.7073698	0.1331878	0.8285509	0.0672495	0.1093808	0.6942139	0.0144829	0.1115564	0.0028099	0.4860249	0.1678004	0.6929241	0.5679061	0.2284331	0.7073447	0.4358390	0.7304816
700	0.2393967	0.4183500	0.8096396	0.5264251	0.0723606	0.7062640	0.1518491	0.7941883	0.5488365	0.6444362	0.5402586	0.4511890	0.0222208	0.8391149	0.5995222	0.1220663	0.5376492	0.4137333	0.0192570	0.6507811	0.3449896	0.5770063	0.6522631	0.6907285	0.1909821	0.6451801	0.0664463	0.1553527	0.6762383	0.0212318	0.0678027	0.0023798	0.4596514	0.2366837	0.7888425	0.5059621	0.2059154	0.8342398	0.3849017	0.6964331
750	0.3746930	0.4816350	0.5943460	0.6433552	0.1524317	0.6238073	0.1796739	0.7958258	0.4050530	0.8181313	0.5075729	0.4258279	0.0574656	0.7293624	0.4816894	0.2133944	0.4242323	0.4208261	0.0141539	0.8225302	0.3524582	0.6671467	0.6925018	0.6992798	0.1986312	0.7330867	0.1121727	0.1081985	0.6876586	0.0244546	0.0922283	0.0060567	0.4753558	0.3343630	0.7223192	0.6169437	0.2393855	0.6122155	0.4070988	0.6305101
800	0.3616789	0.5644373	0.5778291	0.5784388	0.0860657	0.7534366	0.2135213	0.6366182	0.4511166	0.6764315	0.5416362	0.3677199	0.0468320	0.7242311	0.5312901	0.2260665	0.4664897	0.3215730	0.0264265	0.8359090	0.4267985	0.4712859	0.8386420	0.6301976	0.1555901	0.6551423	0.0771423	0.1163291	0.6291067	0.0448766	0.0941888	0.0021208	0.5422340	0.3163430	0.6758484	0.5201229	0.2411001	0.7855344	0.3951714	0.6120247
850	0.3711838	0.3483178	0.7083771	0.6442140	0.0440420	0.9004855	0.2295127	0.6770385	0.5478665	0.8095032	0.5696008	0.4289942	0.0129475	0.6259203	0.5485475	0.1494709	0.4147272	0.4187328	0.0188851	0.7271195	0.4663293	0.5399771	0.5475526	0.8302272	0.2658973	0.9309847	0.0773910	0.1221756	0.7326829	0.0200330	0.0531701	0.0077851	0.4796446	0.2868588	0.6279325	0.5442945	0.1848038	0.6814544	0.4955774	0.7973370
900	0.2746887	0.4298383	0.6048191	0.5938346	0.1140925	0.5879520	0.1848242	0.6753175	0.5752435	0.7269624	0.6484073	0.4926395	0.0222993	0.6850090	0.4155405	0.2124342	0.4096753	0.2641245	0.0228970	0.7755096	0.4960569	0.5126415	0.7069307	0.7291311	0.2182771	0.7557931	0.1051876	0.1701830	0.6571072	0.0189683	0.0534972	0.0023198	0.5198656	0.2545941	0.6374450	0.5039474	0.2555299	0.7475439	0.4903284	0.7090990
950	0.3345265	0.5542453	0.6080255	0.6537393	0.0694154	0.7381756	0.2132333	0.6928410	0.5238766	0.8212914	0.6812965	0.3437595	0.0446923	0.6531955	0.6098988	0.2051966	0.4144475	0.3167975	0.0329741	0.7301145	0.5161770	0.5747376	0.6570237	0.6934064	0.2621345	0.8779633	0.1044507	0.1181730	0.7948017	0.0281892	0.0759556	0.0098464	0.4268080	0.3257571	0.8285376	0.5010985	0.2939897	0.6845076	0.5573708	0.7262679
1000	0.3396058	0.4490950	0.5127132	0.7532395	0.1398287	0.5849161	0.2766614	0.6583231	0.4560494	0.7646379	0.4716736	0.3343373	0.0533598	0.6946398	0.4583823	0.2603006	0.3868505	0.1679828	0.0433469	0.6504760	0.4256204	0.7377111	0.6720539	0.8052701	0.2943238	0.6894454	0.0783145	0.0990059	0.7048992	0.0290690	0.0933140	0.0145431	0.5042562	0.2857306	0.7251406	0.6024938	0.1989713	0.7301483	0.3644024	0.7715223

0	0.3998443	0.3888388	0.5903568	0.6966612	0.1155858	0.8209968	0.2477755	0.6510662	0.5052408	0.7505142	0.6074783	0.4144237	0.0330093	0.7384569	0.5512028	0.1869595	0.4805585	0.4558001	0.0129877	0.8760420	0.4905999	0.5771656	0.6998944	0.6022969	0.2005227	0.7054030	0.1108220	0.1148502	0.7964697	0.0267417	0.0472125	0.0060067	0.5906934	0.3347214	0.7669813	0.6469891	0.3212832	0.6757582	0.4734212	0.7419121
50	0.3034585	0.3954537	0.6644857	0.6187686	0.0824096	0.2443464	0.1945443	0.4293395	0.5202128	0.6849132	0.5704265	0.3921950	0.0457248	0.2272479	0.5969503	0.2415040	0.4689313	0.4969195	0.0067791	0.7569772	0.4896464	0.2697610	0.5856249	0.7684599	0.5102076	0.7376323	0.1162381	0.1633247	0.6818200	0.0095855	0.0778366	0.4867962	0.5574227	0.3772538	0.7990799	0.5561493	0.2953528	0.6992870	0.4635849	0.6936325
100	0.3188375	0.4567246	0.7451595	0.6355957	0.2461419	0.0990728	0.2207463	0.2258153	0.5855174	0.5040943	0.5395921	0.4176359	0.0316964	0.1659125	0.6533892	0.2254782	0.3696390	0.5951476	0.0237730	0.6132853	0.5679952	0.3234276	0.5090943	0.7340102	0.4760917	0.5540524	0.1072647	0.1418376	0.6976341	0.0079939	0.1351043	0.4685286	0.4105509	0.3134852	0.7926144	0.6429181	0.3618959	0.5952587	0.4519080	0.8046075
150	0.3111457	0.4338547	0.5695449	0.7084873	0.4119393	0.0672833	0.1906490	0.1574368	0.5634374	0.4824802	0.5876949	0.4556647	0.0333391	0.1156046	0.6390374	0.2658929	0.3368154	0.7323622	0.0201734	0.7170924	0.5093130	0.2570251	0.5408629	0.6960165	0.3895323	0.2250269	0.1259652	0.2352235	0.6375227	0.0035509	0.0967082	0.5882092	0.4978785	0.3121027	0.8001171	0.7012144	0.3012617	0.8318787	0.4064535	0.8060978
200	0.3386646	0.5017434	0.5676297	0.5124730	0.5475067	0.0327487	0.2623983	0.2203377	0.4499076	0.4637685	0.5468250	0.4143658	0.0122481	0.1631480	0.7062489	0.2502093	0.4198002	0.4540203	0.0167203	0.6583015	0.4433583	0.2394022	0.6257269	0.7387477	0.3617060	0.1360504	0.2479346	0.2246791	0.7267520	0.0171737	0.1096875	0.6203825	0.5650120	0.2763870	0.7116631	0.4292492	0.2492577	0.8222420	0.4201192	0.8319283
250	0.3474644	0.5852167	0.5900638	0.6852785	0.6601537	0.0236483	0.2197491	0.1997667	0.4394255	0.4079576	0.6904617	0.4126145	0.0091335	0.1481434	0.5585796	0.1991042	0.4167710	0.4738856	0.0236494	0.6965544	0.5973751	0.2268268	0.5228723	0.7577284	0.4927649	0.1102178	0.3405146	0.3488682	0.6063328	0.0089796	0.0866869	0.5854521	0.5350619	0.4071968	0.6983952	0.5518376	0.2355079	0.8580141	0.3700832	0.7465596
300	0.3533519	0.5202575	0.6046956	0.6578197	0.6787381	0.0080470	0.2813224	0.2680478	0.4153118	0.4696382	0.6963017	0.4843156	0.0246285	0.1614439	0.5472851	0.2399978	0.4520031	0.4786430	0.0094938	0.6195964	0.5269478	0.2032868	0.5263780	0.7339456	0.4633219	0.0942153	0.4761262	0.4270483	0.7312588	0.0077708	0.0867623	0.6373529	0.5132124	0.2658843	0.6413748	0.5299311	0.2639819	0.5701263	0.4269875	0.7619559
350	0.4499950	0.5289657	0.5971971	0.5653655	0.6505943	0.0038519	0.2801959	0.2347687	0.4327599	0.5107124	0.5505291	0.4035166	0.0066625	0.1173873	0.4331997	0.2772195	0.4341636	0.4085446	0.0153584	0.7497566	0.5193212	0.2346635	0.6208239	0.7406311	0.4190159	0.0689887	0.6689756	0.4168688	0.8920129	0.0009651	0.0745637	0.5892214	0.4574680	0.3300950	0.6605376	0.5574916	0.3593531	0.8058041	0.4011065	0.7176799
400	0.4629780	0.6009964	0.5682430	0.5001688	0.6600511	0.0089530	0.3495919	0.1979211	0.4234928	0.5769753	0.5548472	0.4188275	0.0123621	0.1727528	0.4257474	0.3849957	0.4571797	0.3579422	0.0194430	0.6802301	0.4737071	0.2874119	0.5349809	0.7146357	0.4633823	0.0499596	0.5433053	0.5877563	0.7400970	0.0016709	0.0917080	0.5775746	0.3973438	0.2964821	0.8139462	0.5827850	0.3520866	0.6832220	0.4523184	0.6561384
450	0.3939672	0.5196648	0.5685716	0.5423170	0.7326554	0.0361388	0.3477775	0.2256796	0.4733524	0.5265448	0.5938808	0.4099394	0.0161158	0.1379704	0.5695967	0.2475390	0.5005233	0.4345400	0.0174444	0.7261023	0.4898960	0.2682213	0.5854911	0.6991472	0.5259719	0.1014753	0.7316762	0.6474356	0.8502932	0.0028809	0.0807033	0.6509910	0.4505090	0.2966011	0.6152411	0.5584457	0.2244454	0.7629425	0.5207592	0.6319281
500	0.4791001	0.5474813	0.5645683	0.4586103	0.7661194	0.0122142	0.2967331	0.1696172	0.6208747	0.4055945	0.5098457	0.3279111	0.0305752	0.1194840	0.6371267	0.2325311	0.4912991	0.5565987	0.0490417	0.6986926	0.4301323	0.2801590	0.6137597	0.7352984	0.5138039	0.0558116	0.6832904	0.4234039	0.7138509	0.0017886	0.0792536	0.6210446	0.5544190	0.3241319	0.8329511	0.5410465	0.2101023	0.7195551	0.3912529	0.6681901
550	0.4385052	0.6877699	0.5586876	0.6714403	0.3225656	0.6042877	0.3757467	0.5040145	0.4973878	0.5900539	0.6468876	0.3890555	0.0145834	0.5909064	0.4810999	0.2203316	0.4245419	0.4943235	0.0121499	0.6760670	0.4008714	0.4804420	0.6826911	0.6797030	0.1747782	0.0972344	0.6260477	0.6367343	0.6392689	0.0156994	0.0682322	0.2612738	0.3979954	0.2666768	0.5730716	0.6517216	0.1949741	0.7803328	0.4544310	0.7673791
600	0.4951950	0.4993072	0.4173736	0.5361054	0.0760977	0.7365129	0.3787827	0.6711075	0.4751286	0.6334918	0.7210351	0.4918800	0.0137549	0.7440184	0.5980742	0.1859373	0.3549746	0.4236168	0.0210609	0.5282345	0.5063469	0.5262809	0.8741550	0.6464759	0.0832683	0.4330724	0.6292397	0.4488663	0.5935573	0.0279522	0.0578892	0.0419392	0.5032225	0.3112190	0.8166770	0.5591475	0.3060454	0.8978088	0.2969336	0.7412149
650	0.3049976	0.5284971	0.5691371	0.5245287	0.0849041	0.6518119	0.3179390	0.6203851	0.4180534	0.6861448	0.6915593	0.4247638	0.0225156	0.7352692	0.4845626	0.2313706	0.3943719	0.3165775	0.0234449	0.7151691	0.4810235	0.5514856	0.7188582	0.6798989	0.0479778	0.6177286	0.2549697	0.2796956	0.7490707	0.0152265	0.0783441	0.0137250	0.6037333	0.3084720	0.8767359	0.5808322	0.3332106	0.6649829	0.4351276	0.6388961
700	0.2701829	0.4473787	0.6018641	0.7138956	0.0903078	0.5697031	0.2885312	0.7682820	0.4092989	0.6945764	0.5991770	0.5799864	0.0087986	0.6513137	0.6392106	0.2820700	0.4674222	0.5955790	0.0225933	0.8211779	0.4687198	0.6791103	0.7624402	0.7233745	0.1205422	0.6795691	0.1549489	0.1699064	0.7301543	0.0449974	0.1632398	0.0076479	0.4354959	0.3315779	0.7692713	0.6478034	0.2527738	0.7431913	0.3270377	0.6915125
750	0.3006782	0.4068153	0.8276609	0.6577469	0.1102739	0.7041253	0.2296198	0.6671871	0.4996197	0.7552769	0.6136389	0.3764366	0.0113825	0.5804273	0.6313405	0.2036979	0.3662839	0.7299065	0.0121144	0.7078456	0.5241823	0.5347180	0.6945245	0.7708061	0.1295156	0.6861607	0.1159210	0.1390798	0.7629936	0.0578630	0.0684526	0.0079692	0.4459783	0.4101946	0.8288053	0.6042778	0.2442525	0.7725352	0.5319800	0.7064885
800	0.4015216	0.4504985	0.7799613	0.5879418	0.0587757	0.9258540	0.1728856	0.6267364	0.5068005	0.8496444	0.5531336	0.3663944	0.0094617	0.6835795	0.4982552	0.2986233	0.3781107	0.4840348	0.0317381	0.6442705	0.6770211	0.5121593	0.6931046	0.7376306	0.1592660	0.6997817	0.1154887	0.1214410	0.8794381	0.0447810	0.0993132	0.0177045	0.5081944	0.2807965	0.6854645	0.6088980	0.2695342	0.6549169	0.4851869	0.8769133
850	0.3465882	0.5211125	0.6098118	0.5857714	0.1044321	0.6574306	0.2844260	0.7358115	0.5240024	0.6610573	0.5504773	0.3905904	0.0179993	0.7026301	0.5165496	0.2519619	0.4430098	0.4632637	0.0211627	0.7501868	0.5944798	0.4945369	0.7508201	0.6578737	0.1720440	0.6986975	0.1303553	0.0856039	0.7481032	0.0340066	0.0495229	0.0037599	0.4705372	0.3983827	0.8230422	0.6846253	0.1571797	0.6735549	0.4667182	0.7964321
900	0.3938252	0.5956576	0.5995099	0.7713185	0.0482717	0.7633753	0.2470250	0.7003079	0.5153829	0.7046639	0.6614337	0.3891359	0.0218330	0.8354002	0.5861023	0.2102832	0.4604692	0.5287975	0.0290629	0.7146497	0.4383365	0.5524443	0.7334031	0.7370904	0.2393864	0.7137753	0.1638501	0.1440622	0.6266158	0.0158229	0.0846435	0.0080455	0.4760869	0.2906439	0.6855981	0.6466861	0.2509546	0.7706564	0.4989488	0.6859120
950	0.3136572	0.4269176	0.6619170	0.6928350	0.0544055	0.7318024	0.2212612	0.7847603	0.5424522	0.6609153	0.4898256	0.3090197	0.0051235	0.7712827	0.5557278	0.1970064	0.4719703	0.4726376	0.0160705	0.7478194	0.4687655	0.5132374	0.7436305	0.7327980	0.2614771	0.6392432	0.0820436	0.0926013	0.7118455	0.0692133	0.1221343	0.0036674	0.5352764	0.2956881	0.7439144	0.7027544	0.2324266	0.5613349	0.5320288	0.6565703
1000	0.3409493	0.3735562	0.6285988	0.6918262	0.0649886	0.7130739	0.1753701	0.7545410	0.4854814	0.6958517	0.6798742	0.4331229	0.0170963	0.7147672	0.6024976	0.2473681	0.5109368	0.6173470	0.0187339	0.7981287	0.4770696	0.5715123	0.7910327	0.7675775	0.2049717	0.6471723	0.0753101	0.1289865	0.7664314	0.0205651	0.0489454	0.0027860	0.3899294	0.3263868	0.7304714	0.5842935	0.2222175	0.6867163	0.5212647	0.7915869

0	0.3437797	0.3814475	0.5886048	0.6937740	0.0798789	0.7408166	0.1884046	0.7327287	0.5750802	0.8506232	0.5309975	0.3798685	0.0265865	0.8606795	0.5301798	0.1545266	0.5031905	0.6409141	0.0161203	0.7055051	0.5826291	0.4313135	0.7771419	0.7110281	0.2917820	0.7498096	0.0733315	0.0970230	0.6869226	0.0471515	0.1044004	0.0121466	0.5386996	0.2961693	0.6659906	0.6575970	0.3593216	0.7915124	0.4304346	0.6353280
50	0.3574699	0.4481683	0.5885950	0.6823366	0.0496642	0.7228070	0.1987392	0.6611111	0.4653562	0.6827370	0.5990134	0.4142799	0.0328857	0.2850868	0.2224621	0.2298677	0.4579970	0.5467300	0.0087005	0.6500358	0.3864139	0.5043860	0.7538179	0.7283627	0.2842572	0.7308995	0.0986082	0.0986654	0.7889853	0.0075499	0.0812525	0.0093662	0.5094140	0.2831644	0.7279895	0.6224528	0.2486995	0.7456652	0.3421544	0.4537087
100	0.4194586	0.3975364	0.6417342	0.6708990	0.0896565	0.7170729	0.2543723	0.6508347	0.4067321	0.9112162	0.4492827	0.3514254	0.0069600	0.2329346	0.0595142	0.2549371	0.3617828	0.4518412	0.0154431	0.8341499	0.4437173	0.5126196	0.7264535	0.6468169	0.4111751	0.7033015	0.1021162	0.0885665	0.6478235	0.0587802	0.1069447	0.0051001	0.4934759	0.3399874	0.7963238	0.6794409	0.3459399	0.6769822	0.3354477	0.3508874
150	0.3945694	0.4282920	0.7616006	0.5901025	0.0979352	0.7085291	0.1836287	0.7943035	0.4735304	0.8087417	0.4675906	0.4075005	0.0185704	0.1370858	0.0595839	0.1882806	0.4082555	0.2412607	0.0142079	0.7416481	0.5312954	0.5548207	0.6061934	0.6458855	0.3492039	0.8437154	0.0850591	0.1008985	0.7044503	0.0444918	0.0778545	0.0029166	0.4542573	0.3347006	0.7143032	0.7195195	0.2800533	0.8067449	0.2959072	0.2989803
200	0.3482265	0.4121852	0.6991699	0.6117914	0.0746315	0.7221183	0.3404430	0.6989362	0.4097939	0.7022298	0.4237436	0.4723778	0.0040050	0.2617659	0.0385325	0.2153223	0.3810328	0.4462030	0.0182353	0.7822302	0.4755775	0.4180048	0.6669686	0.7640241	0.3578013	0.7002036	0.0821269	0.0891531	0.8164073	0.0281345	0.0573361	0.0214401	0.4386902	0.3269834	0.6593279	0.7038009	0.2977020	0.7377771	0.2852314	0.3053644
250	0.3679280	0.4214773	0.6761949	0.5237016	0.0315555	0.7986642	0.2461917	0.7369695	0.4555138	0.8371743	0.4948797	0.4227160	0.0095871	0.1643445	0.0583834	0.2716346	0.4354349	0.5148776	0.0230287	0.6792134	0.4830391	0.5469313	0.6991890	0.8212183	0.4103345	0.7995954	0.0679802	0.0784105	0.6970743	0.0411378	0.0635852	0.0025301	0.5478478	0.3645091	0.6459717	0.6029466	0.2763888	0.7845241	0.1743040	0.2694519
300	0.4206728	0.4193919	0.7095212	0.5056625	0.0796051	0.7904841	0.2079479	0.7056056	0.4854105	0.7066100	0.3800004	0.4803032	0.0188280	0.1800405	0.1021036	0.2731950	0.3816497	0.5193069	0.0093604	0.6728909	0.5338618	0.5357895	0.7252319	0.7348452	0.3685231	0.7562256	0.1144112	0.1260358	0.6433350	0.0332419	0.1007486	0.0033808	0.5026288	0.3262593	0.7719095	0.6788751	0.2459101	0.7398060	0.2445135	0.2751929
350	0.3534333	0.4623912	0.5813563	0.5387203	0.0437611	0.8248185	0.2102793	0.8270945	0.5229971	0.6599194	0.4728755	0.4974950	0.0126212	0.2439242	0.0541676	0.2552270	0.4258454	0.5940760	0.0445468	0.6878855	0.5569706	0.6366407	0.7461978	0.6336761	0.3969939	0.7839943	0.0609391	0.1935833	0.7299017	0.0114312	0.0429888	0.0006867	0.4698408	0.3397617	0.9013587	0.6705670	0.2952854	0.6245006	0.1754945	0.2567956
400	0.3661540	0.4657242	0.7207554	0.5164400	0.0322866	0.7946528	0.2488665	0.6387449	0.4462594	0.8414921	0.4675068	0.4602904	0.0037374	0.2577895	0.0251605	0.1887676	0.5268404	0.5305154	0.0055777	0.6475503	0.4349531	0.5953525	0.7183438	0.6871210	0.3478155	0.7603851	0.0682499	0.1645063	0.6821777	0.0356212	0.0850736	0.0026957	0.5395208	0.3986527	0.7726217	0.6324792	0.2716636	0.6829765	0.1822720	0.2828566
450	0.4273027	0.5579138	0.6179439	0.4789471	0.0412264	0.7631567	0.2838511	0.6111796	0.5812812	0.8185628	0.4910389	0.4294082	0.0153740	0.1960407	0.0492255	0.2387812	0.4386246	0.5605916	0.0104395	0.6344799	0.5819545	0.5996906	0.7270886	0.7170578	0.3376308	0.6472808	0.1156003	0.0921678	0.7567436	0.0206925	0.0840388	0.0057592	0.5650510	0.2771775	0.6320811	0.5999833	0.3044237	0.6977798	0.1853854	0.3451945
500	0.2753872	0.5379740	0.6308057	0.5652832	0.0298430	0.8026781	0.3392693	0.6474722	0.3848122	0.6421850	0.5360779	0.4662529	0.0074538	0.1904041	0.0244413	0.1875775	0.4821593	0.5120192	0.0207003	0.6912359	0.4938173	0.6441595	0.6420904	0.6936815	0.4579867	0.7970169	0.1293854	0.1170212	0.8126850	0.0331593	0.0764083	0.0015287	0.4389400	0.3594002	0.7763046	0.6723725	0.3446982	0.7491473	0.1751145	0.3005071
550	0.3678655	0.4403364	0.7144696	0.5644147	0.0205775	0.7844323	0.2506958	0.7370046	0.3837621	0.8244874	0.5299275	0.3769586	0.0173786	0.6775221	0.3566810	0.1583395	0.4149565	0.3456520	0.0273082	0.7806046	0.4806414	0.6229158	0.6593959	0.6625887	0.2524222	0.6447485	0.0717286	0.0998732	0.8780049	0.0245502	0.0869278	0.0015061	0.5275311	0.4207641	0.7332236	0.7168134	0.3143069	0.8795561	0.2522835	0.6167683
600	0.2787685	0.4382116	0.9308741	0.5395644	0.0444258	0.6889059	0.2235308	0.6167038	0.4272452	0.8122909	0.4609189	0.3953565	0.0300003	0.6158660	0.4471905	0.1696928	0.3670356	0.3075972	0.0425561	0.7796559	0.4953466	0.5528255	0.6147902	0.6829295	0.1803708	0.6661691	0.0516827	0.1563311	0.8225832	0.0260533	0.0966900	0.0016274	0.4357805	0.4264940	0.7460734	0.5237442	0.3286443	0.8105618	0.3076668	0.5721644
650	0.2678444	0.6154173	0.5727250	0.5358026	0.0306999	0.7267554	0.2398002	0.7216423	0.5413312	0.8224594	0.6144399	0.4523883	0.0199380	0.5896140	0.4685432	0.2075513	0.4170956	0.2541039	0.0238598	0.7995547	0.4124009	0.5234198	0.6344680	0.6990097	0.2155429	0.6257256	0.1906478	0.1095535	0.8828176	0.0505412	0.0838631	0.0112142	0.4285232	0.2974457	0.7883870	0.5728054	0.2857130	0.7421856	0.2760256	0.6938952
