"Time"	G1	G10	G2	G20	G17	G4	G16	G9	G8	G11	G18	G94	G95	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G14	G15	G12	G44	G41	G22	G21	G50	G13	G51	G53	G52	G42	G55	G39	G49	G40	G45	G54	G47	G48	G61	G57	G43	G72	G67	G60	G59	G99	G58	G79	G81	G88	G83	G89	G82	G80	G84
450	0.2071294	0.5551791	0.3791793	0.4125868	0.3322139	0.1350008	0.0169850	0.0543800	0.7997884	0.0030306	0.2167660	0.4591495	0.7685684	0.6075169	0.0087554	0.4691458	0.0306472	0.7914351	0.7400119	0.7567491	0.5881983	0.6750158	0.4991040	0.1063458	0.5671098	0.4414977	0.0170561	0.5410288	0.0857305	0.2269737	0.6598757	0.6221936	0.4489846	0.2242349	0.5135940	0.5552019	0.0309184	0.0949743	0.6636266	0.3840022	0.2258357	0.5314870	0.3778681	0.6866640	0.5787288	0.3324356	0.0901498	0.6829230	0.3365199	0.1277014	0.3043270	0.7322891	0.4254558	0.0881522	0.7638453	0.7210063	0.8055093	0.1321754	0.4485081	0.3435150	0.3969252	0.6029442	0.3689654	0.7336536	0.2805617
500	0.1733620	0.5549721	0.4149646	0.3291402	0.3266649	0.1220228	0.0114100	0.0463817	0.7090314	0.0179401	0.2373996	0.3564712	0.5869493	0.5851263	0.0338491	0.4712528	0.0244875	0.7000056	0.7190524	0.8539931	0.5858879	0.6903601	0.4724210	0.0852308	0.6409139	0.4123064	0.0358426	0.6722997	0.1374511	0.2499020	0.6288074	0.5782156	0.4853426	0.1806340	0.4688711	0.5501566	0.0310251	0.0357671	0.6715706	0.4998364	0.2458234	0.6159555	0.3027428	0.6868845	0.5907439	0.3371921	0.0596397	0.6463741	0.2913506	0.1089468	0.2819631	0.6661934	0.3783123	0.1041058	0.7637597	0.7153391	0.6791394	0.1420598	0.5192995	0.4633943	0.3854059	0.6096324	0.4109796	0.8386227	0.2883190
550	0.1999172	0.5834387	0.4253016	0.3971665	0.6509833	0.1047252	0.0143504	0.0948076	0.6484898	0.4198330	0.3258919	0.5008826	0.7028176	0.6639555	0.0256942	0.3200052	0.0340465	0.6855193	0.4446729	0.7082698	0.6133321	0.7119930	0.3789104	0.2071399	0.5878538	0.5475897	0.0183031	0.7915037	0.1555125	0.1575395	0.2415249	0.5454212	0.1786270	0.2651708	0.4278010	0.3987461	0.0378165	0.0208391	0.8614579	0.4473952	0.1636425	0.5597316	0.3364064	0.6833037	0.6543519	0.4255884	0.0863916	0.6231845	0.2348865	0.1347569	0.3044077	0.7294618	0.4789397	0.0858321	0.6436259	0.6492171	0.6371030	0.1431691	0.5223084	0.4426482	0.4087949	0.5299697	0.3673513	0.8394135	0.3198043
600	0.2296085	0.5613849	0.4782354	0.4734045	0.5715629	0.1953617	0.0131558	0.0802319	0.5487368	0.4888540	0.3247773	0.6377987	0.5955222	0.8046157	0.0404015	0.2437016	0.0206619	0.7460840	0.4333817	0.7151233	0.6647658	0.6901984	0.3370274	0.1102145	0.6167836	0.6492836	0.0412402	0.7862043	0.1675885	0.1786494	0.2030078	0.4778535	0.1095719	0.2364730	0.3956298	0.5105635	0.0456675	0.0801369	0.6165289	0.3165701	0.2727565	0.6000644	0.3171579	0.8165294	0.7370151	0.3702095	0.0351442	0.5729468	0.2722033	0.2373625	0.2092450	0.7308035	0.4091704	0.0539304	0.7078130	0.7507022	0.7332099	0.0870675	0.3411095	0.4532431	0.4447736	0.6029176	0.3230756	0.7921804	0.3047241
650	0.3221966	0.4318964	0.3529239	0.5235292	0.6414891	0.3269277	0.0307610	0.0573863	0.5871637	0.4377841	0.2703673	0.7019592	0.7793119	0.6542859	0.0183047	0.1302647	0.0097168	0.8535207	0.3476018	0.7679736	0.6825056	0.7025971	0.2359617	0.0944612	0.6945003	0.5624078	0.1156698	0.4946694	0.1089680	0.1568847	0.2550583	0.6458119	0.1050156	0.3422436	0.1816029	0.4455459	0.0234224	0.1593566	0.5552123	0.2975759	0.4608925	0.4890617	0.2700876	0.8228092	0.6455667	0.4388891	0.0398101	0.7137194	0.2919923	0.2560631	0.3007520	0.6490886	0.3836240	0.0468590	0.7811542	0.6666958	0.7538666	0.0945517	0.4751016	0.4209772	0.4080405	0.6244195	0.2814755	0.7871332	0.4529716
700	0.3390669	0.3773206	0.3647445	0.6559401	0.6863852	0.5358029	0.0168881	0.0435055	0.5145696	0.4145454	0.3212190	0.7137858	0.6145348	0.6703778	0.0316832	0.1657686	0.0020639	0.7856076	0.3886088	0.6618885	0.7405769	0.6083432	0.1854997	0.1404831	0.6628640	0.6218193	0.1746538	0.6795625	0.1124598	0.1684542	0.2545667	0.5982897	0.0822752	0.4219970	0.3446348	0.4012857	0.0225098	0.1802822	0.6587090	0.3061339	0.5236885	0.4980825	0.3299665	0.6978797	0.6566607	0.3493825	0.0571160	0.6151226	0.2611736	0.3185022	0.2975050	0.8096078	0.3616059	0.0874816	0.6247491	0.7679835	0.4870605	0.1325333	0.3349490	0.4674487	0.4512527	0.6920379	0.3076273	0.6055947	0.3576084
750	0.4626754	0.3794935	0.2319959	0.7328658	0.5634534	0.6477099	0.0072511	0.0465843	0.5385780	0.3455567	0.2931119	0.6022612	0.7641629	0.7248102	0.0206547	0.1504578	0.0001207	0.8969855	0.3106786	0.7068488	0.6653904	0.6690623	0.2391740	0.1186415	0.6674419	0.5873907	0.1698884	0.7233356	0.1234812	0.1526785	0.2947793	0.5497826	0.1534584	0.2875397	0.4211746	0.4881054	0.0113711	0.1803372	0.7384443	0.3474645	0.4903816	0.4900566	0.2378339	0.6945880	0.7659290	0.4217329	0.0508324	0.6054644	0.2637638	0.2105189	0.2816055	0.6159916	0.4604357	0.0638564	0.6185145	0.7595033	0.5040427	0.1410011	0.2777993	0.4743432	0.5384943	0.5238843	0.3376797	0.7517845	0.2891747
800	0.2568530	0.4392456	0.2804114	0.7212561	0.6195682	0.5233111	0.0206253	0.0710872	0.4540313	0.4743414	0.3369137	0.7225382	0.8012717	0.6458204	0.0335559	0.0888266	0.0193348	0.6857770	0.3379210	0.6977101	0.4843945	0.7488609	0.1990412	0.1165066	0.6496154	0.5131431	0.2112089	0.6001740	0.1099815	0.1462630	0.1864555	0.5839504	0.1291952	0.2826697	0.3407495	0.3989915	0.0050838	0.1811600	0.7494109	0.3380458	0.4784430	0.5050879	0.2901742	0.6564536	0.7431763	0.3428592	0.0733014	0.5740244	0.2682637	0.2529250	0.2880345	0.7091576	0.4683228	0.0923680	0.7567010	0.6507455	0.4935425	0.1254026	0.2841653	0.4139637	0.4260531	0.6635501	0.3193918	0.7041661	0.3165499
850	0.2929521	0.2940720	0.2402061	0.6549004	0.5608340	0.6088956	0.0221841	0.0792174	0.5153611	0.4858365	0.4286764	0.6725201	0.7518414	0.6419057	0.0105654	0.0893550	0.0074202	0.7145836	0.3512380	0.6907840	0.5695609	0.7103071	0.1717438	0.1675000	0.5996588	0.5031370	0.1902790	0.6927797	0.0594146	0.1550831	0.2004579	0.5758400	0.0829463	0.2606832	0.3593831	0.4320748	0.0055634	0.1117198	0.7478311	0.4369721	0.5482125	0.5780585	0.2706412	0.5910006	0.7178384	0.3769841	0.0553154	0.6714400	0.3281058	0.2847354	0.2736068	0.6115272	0.4408865	0.0508231	0.6160623	0.7178503	0.6491725	0.1578458	0.3200541	0.3615544	0.4773667	0.5418060	0.3728072	0.6654981	0.3145203
900	0.2950566	0.4584189	0.3401090	0.5787440	0.5783568	0.4433057	0.0296002	0.0510841	0.5229298	0.4532887	0.2829259	0.6855787	0.7291981	0.7298082	0.0155175	0.0935871	0.0088789	0.7245949	0.3031249	0.6941944	0.5706455	0.6347005	0.0914568	0.1411991	0.8902674	0.6293212	0.1034700	0.8219161	0.0782592	0.1599995	0.2155336	0.6083689	0.0628473	0.3872100	0.3241349	0.4966465	0.0030802	0.1083781	0.7798437	0.3763993	0.5903927	0.5483873	0.2657501	0.7524537	0.5692835	0.3174806	0.0608043	0.5673577	0.3856195	0.2743440	0.2734049	0.7743688	0.3872681	0.0526393	0.7208179	0.7498776	0.6606625	0.1265870	0.3779141	0.3559378	0.4420985	0.5791695	0.3918125	0.7871896	0.3047993
950	0.3155641	0.3419056	0.2856564	0.5653834	0.6561558	0.3686089	0.0321987	0.0603657	0.5683261	0.5026827	0.4164394	0.7930092	0.6976167	0.6543917	0.0240154	0.0981730	0.0092984	0.6489607	0.2696127	0.7014159	0.6290592	0.7297828	0.1665677	0.1247177	0.6525762	0.6181131	0.0732539	0.6268182	0.1223565	0.2286427	0.2280182	0.5180543	0.0924119	0.3836705	0.2885096	0.5269480	0.0027950	0.1597882	0.6701783	0.3739157	0.5194876	0.5190068	0.2519841	0.6532899	0.7177593	0.3594551	0.0446378	0.5837814	0.3151676	0.2730410	0.3103901	0.6819507	0.3760456	0.0732522	0.7339215	0.8186298	0.6937801	0.1051705	0.2829852	0.3648417	0.4182631	0.5047030	0.4303217	0.8346606	0.3699676
1000	0.2931298	0.4606599	0.3367100	0.7557841	0.6800991	0.5485558	0.0160728	0.0671556	0.6640858	0.3844770	0.4138713	0.6808670	0.6875686	0.8110306	0.0235802	0.1273798	0.0065888	0.6629826	0.3551277	0.6682977	0.6587162	0.6671989	0.1295567	0.1310893	0.7040498	0.5397187	0.1254186	0.6780644	0.1675203	0.1661534	0.3254258	0.6027054	0.0864833	0.4605301	0.3235791	0.5169771	0.0607049	0.1999378	0.7179542	0.3849878	0.4563856	0.4626758	0.2995837	0.6298521	0.6526920	0.3978797	0.0814182	0.7055885	0.3956516	0.2696955	0.2766806	0.6367001	0.2910262	0.0631458	0.7556863	0.7734052	0.7156198	0.1804336	0.3902156	0.3427810	0.4994236	0.5494041	0.2776062	0.7359593	0.3699865

0	0.3635161	0.3648651	0.3099538	0.6988673	0.6457770	0.4844454	0.0319658	0.0604153	0.5469939	0.5019798	0.2908443	0.7283381	0.6848366	0.7387878	0.0113066	0.0604908	0.0054169	0.7718677	0.3098670	0.7789150	0.4761382	0.6637828	0.1704658	0.1226979	0.7692907	0.6458724	0.1036568	0.7277392	0.1357101	0.1277151	0.1835976	0.6933660	0.0321832	0.3374411	0.3664607	0.5611429	0.0038471	0.1605377	0.7771822	0.4373195	0.4812139	0.6426628	0.4229158	0.6959334	0.6333096	0.3428339	0.0397667	0.5912856	0.2605481	0.2002849	0.3244852	0.7365145	0.3229611	0.0982187	0.5868208	0.7228318	0.6024717	0.1365785	0.4208600	0.4773816	0.3644172	0.5204575	0.3741398	0.7548863	0.3547057
50	0.4709040	0.2140633	0.3025231	0.5730672	0.5295153	0.5937168	0.0374835	0.0390796	0.5694044	0.5639515	0.6092233	0.7217116	0.8686134	0.8787368	0.0204596	0.1068647	0.0054864	0.6240558	0.6879344	0.6419725	0.6436426	0.3630210	0.2286785	0.0988865	0.5930857	0.5299405	0.1141665	0.5995414	0.0647548	0.1203142	0.3271630	0.3304769	0.0915595	0.3468730	0.2671938	0.0805530	0.0076109	0.2253587	0.5975833	0.3826778	0.5072253	0.5800362	0.3960809	0.5703311	0.6445282	0.4739698	0.2132803	0.5854800	0.5327961	0.3658662	0.2803661	0.5162186	0.3967934	0.0371450	0.7277480	0.6864731	0.6348511	0.1738422	0.4113812	0.5161857	0.5366633	0.5652023	0.3073500	0.7428615	0.4194836
100	0.5547980	0.1039913	0.2018243	0.8065952	0.5045053	0.5540267	0.0303012	0.0832216	0.4275107	0.5027236	0.6229171	0.5463166	0.7191108	0.6504677	0.0531802	0.1674445	0.0015625	0.7594808	0.6805186	0.6555854	0.3751001	0.2449112	0.2450613	0.1168379	0.6741936	0.4544278	0.1664001	0.5998386	0.0780028	0.1209255	0.4069654	0.3287533	0.0989678	0.3354342	0.5530474	0.0371478	0.0066400	0.1913949	0.7421549	0.3245932	0.3843981	0.4510039	0.1988780	0.6945996	0.8047954	0.3163540	0.3083576	0.6376503	0.5848002	0.2025906	0.2919650	0.4145108	0.2351954	0.0451287	0.7479218	0.5172020	0.6115895	0.1386520	0.4286602	0.5527073	0.7114177	0.5419780	0.3904814	0.7665681	0.3761607
150	0.6114825	0.1228215	0.2180170	0.6548885	0.3949749	0.5486434	0.0162848	0.0662754	0.2848432	0.5015870	0.5656443	0.6107743	0.8714777	0.7487011	0.0678301	0.1676448	0.0104347	0.7434370	0.5973372	0.6431414	0.2386063	0.2259174	0.3226038	0.1091203	0.7592430	0.4977965	0.1660125	0.5223306	0.0713370	0.0932377	0.2994094	0.2377961	0.0928641	0.2724249	0.5225198	0.0311654	0.0062139	0.0885053	0.6276941	0.3313169	0.4707889	0.5691284	0.3124058	0.6817343	0.6284643	0.2931243	0.3132478	0.6184121	0.5711960	0.1947116	0.3553594	0.3039286	0.1474150	0.0524133	0.7858507	0.5762952	0.5880124	0.1254516	0.4246373	0.5843699	0.5882985	0.5095466	0.3390933	0.7127756	0.3735481
200	0.5139069	0.1125063	0.2031756	0.6810309	0.5262433	0.6307337	0.0080922	0.0260478	0.2494238	0.5403039	0.5699716	0.6833174	0.7355458	0.7109302	0.0550526	0.1997504	0.0111511	0.7876863	0.3730968	0.5736057	0.1276064	0.2322042	0.2104021	0.2281780	0.6016874	0.4309782	0.2686155	0.6446036	0.0632049	0.1058265	0.2483917	0.1761524	0.0516172	0.2958386	0.5002076	0.0104324	0.0109075	0.0656503	0.7117267	0.3975371	0.2775560	0.5832602	0.3222764	0.7292320	0.6808598	0.3241537	0.3318717	0.4656957	0.6755571	0.1793291	0.3845428	0.3238742	0.0767270	0.0745451	0.5780074	0.5856190	0.6099181	0.1212689	0.4210359	0.5139454	0.5918944	0.6513762	0.4366825	0.6936431	0.3789033
250	0.5407198	0.0916969	0.1787488	0.7723571	0.4354475	0.5914531	0.0130964	0.0310704	0.2053688	0.4440829	0.6149446	0.6208719	0.7746690	0.6447327	0.0441437	0.1408264	0.0017051	0.7526282	0.5505899	0.6408260	0.0893289	0.2670635	0.1707448	0.1681588	0.6556436	0.3848448	0.1886559	0.8527021	0.0929582	0.0751331	0.2165211	0.2434641	0.0277329	0.2656091	0.5036530	0.0133692	0.0051772	0.0470966	0.8729584	0.2943569	0.3474012	0.5634395	0.2514732	0.8618828	0.9027740	0.3404155	0.3509708	0.5421637	0.6307583	0.1571165	0.2975269	0.3368729	0.0471143	0.0849643	0.5828787	0.5140865	0.6189835	0.1252068	0.3695545	0.4744125	0.6339963	0.5757325	0.4561241	0.7796454	0.4125219
300	0.4669067	0.0794315	0.2004910	0.6899546	0.5381304	0.4478577	0.0172084	0.0739492	0.3150557	0.3717751	0.7337848	0.6618641	0.6937244	0.6777249	0.0406856	0.1130902	0.0118674	0.7288472	0.4217202	0.6383326	0.0712644	0.2291976	0.1681906	0.1981926	0.6634797	0.4050285	0.2816068	0.6372269	0.0783227	0.0975563	0.2119922	0.1872350	0.0239905	0.2728877	0.5228967	0.0340044	0.0090983	0.0327597	0.7683821	0.2923738	0.3028003	0.5848174	0.2226563	0.9067982	0.6045037	0.3370103	0.3741077	0.5544257	0.7496167	0.1955985	0.3467585	0.2913608	0.0954293	0.1237929	0.5854105	0.6180061	0.6258776	0.1435102	0.3888665	0.5373522	0.6807840	0.5753744	0.4529803	0.8255118	0.3581659
350	0.4621773	0.0740353	0.2263224	0.7684765	0.5427439	0.3013740	0.0250607	0.0469652	0.3837044	0.4111989	0.6044027	0.6694524	0.7748175	0.6855572	0.0770571	0.1250418	0.0131502	0.9236224	0.3432579	0.5500654	0.1113502	0.2423450	0.1813215	0.2573196	0.6541789	0.4171243	0.3115323	0.7097737	0.1039108	0.0970862	0.2626592	0.2278402	0.0377937	0.2165169	0.5562585	0.0360386	0.0047269	0.0392549	0.6816241	0.3875426	0.2465899	0.6165238	0.3559027	0.8030131	0.5941640	0.3264469	0.4192758	0.6301590	0.7187021	0.1176243	0.2837100	0.2910977	0.0760489	0.1136687	0.6435098	0.5742167	0.7146615	0.1283114	0.2841281	0.5619111	0.5511045	0.5745799	0.3792883	0.6658101	0.3386302
400	0.4376965	0.0862494	0.2291130	0.6928854	0.3889382	0.3410509	0.0124563	0.0366043	0.3404494	0.4962068	0.7500512	0.6258712	0.7811240	0.6327939	0.0854768	0.1234491	0.0340921	0.8030935	0.4361375	0.5178524	0.0386759	0.2071370	0.1036321	0.2332632	0.7523799	0.4643462	0.2120219	0.6697416	0.1051860	0.1294091	0.2785936	0.1713242	0.0441230	0.1986004	0.5333865	0.0144070	0.0077098	0.0195486	0.6985472	0.3615910	0.1021464	0.4943978	0.3147819	0.7299498	0.8351628	0.3243716	0.3118655	0.5449036	0.7024318	0.1264239	0.2870187	0.3171624	0.0783509	0.1371885	0.6365551	0.5776332	0.5557621	0.1971251	0.3223969	0.4917333	0.7285494	0.6092938	0.3562118	0.7432935	0.3455646
450	0.4451326	0.0978453	0.1535346	0.6233261	0.4241611	0.3991946	0.0176268	0.0465583	0.2819252	0.5806266	0.5401638	0.6101575	0.6493673	0.7611529	0.0977992	0.1033610	0.0218634	0.6997852	0.4333653	0.4929313	0.0638190	0.2796123	0.1232440	0.2203255	0.6879621	0.4612759	0.2180462	0.7031627	0.1139651	0.1041961	0.2935984	0.1848803	0.0175599	0.1872575	0.4979871	0.0083545	0.0256964	0.0534958	0.7533381	0.3405907	0.1174992	0.5786099	0.3333048	0.8138675	0.7368848	0.3701465	0.2580346	0.5773497	0.6073781	0.1040290	0.3730601	0.3369298	0.0546390	0.1588315	0.6689067	0.6300198	0.6068952	0.1387392	0.2925709	0.5445569	0.8033406	0.7238676	0.2582016	0.7662686	0.2851339
500	0.5232725	0.1065908	0.2192168	0.6729197	0.5712122	0.3330367	0.0275375	0.0579349	0.3252804	0.4788086	0.6231415	0.7229871	0.7024335	0.6569340	0.0361016	0.1461057	0.0149219	0.7970383	0.4026012	0.5091188	0.0634515	0.1906548	0.1213885	0.2063370	0.6319322	0.3495909	0.2938526	0.6258252	0.1130521	0.1457817	0.2355266	0.1758857	0.0115107	0.2374445	0.5033017	0.0086876	0.0047180	0.0287493	0.8002936	0.3319283	0.1187325	0.6498717	0.3413734	0.6097640	0.6735928	0.3348943	0.3359308	0.5673523	0.6135821	0.1327081	0.3549750	0.2469536	0.0626036	0.0902125	0.7847963	0.5364939	0.5012507	0.1183338	0.2715703	0.5082922	0.6038442	0.5994337	0.4576212	0.7669899	0.2822626
550	0.2677613	0.2725943	0.2731732	0.6076116	0.4898016	0.3350995	0.0273052	0.0468482	0.2660545	0.5381562	0.4112312	0.5816417	0.7403229	0.7635992	0.0303579	0.1479557	0.0073541	0.7044461	0.1840891	0.5335426	0.0891892	0.5576451	0.1169332	0.2796484	0.6001437	0.5273572	0.3325760	0.7251680	0.1532349	0.1672225	0.0851703	0.4491983	0.0451192	0.2214559	0.5555260	0.4963202	0.0170501	0.0336439	0.7978983	0.3359533	0.1123540	0.4703272	0.2755197	0.6742137	0.5898126	0.3992735	0.1549261	0.6042786	0.3034230	0.0736366	0.3934211	0.4946159	0.0705187	0.1126177	0.5713116	0.6519900	0.5434468	0.0841116	0.3775795	0.4878006	0.5215373	0.6421118	0.2812135	0.6749407	0.3935089
600	0.1643662	0.3641417	0.3366544	0.6326902	0.5085839	0.2749047	0.0219759	0.0506325	0.4095835	0.5680804	0.2653742	0.8370625	0.7154542	0.8420096	0.0099359	0.0884866	0.0079121	0.6746087	0.2463403	0.6094867	0.2797791	0.5286163	0.0659608	0.3519748	0.5660820	0.6005441	0.2509789	0.6639753	0.1186605	0.1596143	0.0885994	0.5069589	0.0278732	0.1502816	0.5404455	0.4665221	0.0063342	0.0219573	0.7957562	0.2689949	0.1694842	0.5253903	0.2565421	0.8940942	0.6498771	0.3339620	0.0618122	0.5777692	0.4054621	0.1130358	0.3138027	0.6349393	0.2284270	0.1434019	0.6194077	0.7396733	0.6163776	0.1006260	0.3068027	0.3954805	0.4114967	0.5279772	0.2703662	0.7537113	0.3113801
