"Time"	G1	G3	G5	G22	G7	G8	G4	G83	G6	G87	G86	G88	G54	G85	G89
100	0.0629837	0.3258503	0.0519223	0.6234052	0.0980709	0.2255331	0.2039388	0.4637508	0.0160733	0.2966642	0.1551098	0.4239112	0.3513679	0.1234398	0.0369476
150	0.0364011	0.3507083	0.0162451	0.5967785	0.0385846	0.2090562	0.1371080	0.4927409	0.0240712	0.3114679	0.2781090	0.4237227	0.3202925	0.1163853	0.0298483
200	0.0544274	0.2146778	0.0392850	0.6530128	0.0629464	0.2538807	0.0436396	0.4121149	0.0302020	0.4335902	0.2039330	0.4546172	0.3352811	0.2023498	0.0542494
250	0.0346599	0.2932555	0.0421337	1.0000000	0.0341542	0.2995443	0.0385772	0.4904539	0.0513844	0.4719702	0.2697070	0.5244286	0.2560893	0.1777631	0.0236621
300	0.0393079	0.1828187	0.0367112	0.7095441	0.1052738	0.3504276	0.0587744	0.5393576	0.0660145	0.3982444	0.2452696	0.5148392	0.2766382	0.1778682	0.0427040
350	0.0800643	0.2156451	0.0282153	0.7105566	0.0736431	0.2603045	0.0354567	0.5002834	0.0933291	0.4409700	0.2950303	0.5102694	0.2665583	0.2016844	0.0686675
400	0.0320864	0.3156776	0.0183621	0.5372375	0.0490720	0.3485178	0.0474444	0.5973126	0.0589701	0.4370141	0.2709115	0.7206337	0.3244057	0.1736950	0.0530373
450	0.0654425	0.2850424	0.0200929	0.6449647	0.0797063	0.3603052	0.0797863	0.6412597	0.0506165	0.4382596	0.3810629	0.4349832	0.2589425	0.2635137	0.0357704
500	0.0431684	0.2456319	0.0384129	0.6458344	0.0493218	0.4017791	0.0488412	0.5430207	0.0910373	0.3923034	0.3474367	0.5524825	0.3265209	0.1827199	0.0632192
550	0.5372182	0.1727389	0.1513786	0.6193713	0.7535162	0.4616807	0.1137871	0.5326480	0.0953706	0.3054052	0.3336747	0.5433625	0.6210088	0.1430626	0.0389582
600	0.5972114	0.1363256	0.2709476	0.8693112	0.3045854	0.3627945	0.1390210	0.6624691	0.1271248	0.4007072	0.1923788	0.4670248	0.6848281	0.0970218	0.0881165
650	0.6532311	0.2033232	0.2117948	0.6361762	0.2113405	0.3406074	0.3725999	0.8267151	0.1067320	0.3188365	0.1806905	0.4451167	0.5812327	0.0812831	0.1025684
700	0.6452962	0.2912915	0.1710792	0.6956470	0.1500311	0.2699515	0.3913225	0.6986418	0.0874944	0.3070988	0.1361186	0.4756276	0.7558401	0.0746281	0.0831876
750	0.7051089	0.4194959	0.1945799	0.8142457	0.1130866	0.2893969	0.4148584	0.6728200	0.1146821	0.2736825	0.1345446	0.4037494	0.8883148	0.1004274	0.0783418
800	0.7126993	0.5817921	0.2211047	0.7591352	0.1214128	0.2645449	0.3822745	0.7878350	0.0880295	0.2438717	0.1020057	0.4349860	0.7749676	0.0804844	0.0803891
850	0.8273550	0.4135283	0.1839383	0.7338070	0.1468314	0.2531614	0.4520081	0.6641475	0.1186526	0.2460545	0.1138958	0.4343511	0.8157278	0.0719317	0.0847366
900	0.6930337	0.4478578	0.1821348	0.7157305	0.0616069	0.2285504	0.3289764	0.7291490	0.1464380	0.1995850	0.1121749	0.4616951	0.6316174	0.0386714	0.0775048
950	0.8171342	0.5252884	0.1517156	0.7163769	0.0607314	0.3017673	0.3826339	0.6011668	0.1516311	0.2713026	0.1275064	0.3523092	0.6736045	0.0882863	0.0520097
1000	0.7508471	0.5016724	0.1931349	0.7130529	0.0965249	0.2307040	0.3769519	0.5891095	0.1066976	0.2781732	0.1327819	0.3762643	0.6184739	0.1020867	0.0734800

0	0.6543667	0.3873032	0.1729237	0.8841285	0.1615256	0.2900164	0.4660371	0.6214681	0.0928643	0.2346097	0.1612646	0.4845349	0.6750359	0.0363235	0.1185741
50	0.8190871	0.4662639	0.2364601	0.2359682	0.0844171	0.3140850	0.6035465	0.6755280	0.0772759	0.0772901	0.1627790	0.4602609	0.1811717	0.0405549	0.2301736
100	0.8064448	0.4736568	0.2899328	0.1387542	0.0834383	0.3185382	0.6277299	0.7275740	0.1004256	0.0905240	0.3140862	0.4730770	0.0734720	0.0766162	0.2921473
150	0.5887026	0.4086510	0.3796607	0.1954512	0.1326028	0.2020256	0.6650062	0.7012715	0.0925086	0.0596240	0.4022222	0.5564569	0.0269640	0.1762349	0.2005211
200	0.8059551	0.3958652	0.4004702	0.1491441	0.1630378	0.2400443	0.7007345	0.6127896	0.1042064	0.0896079	0.3980701	0.8250760	0.0113056	0.1681340	0.2486194
250	0.7379355	0.4869640	0.2946540	0.1250644	0.0694385	0.2407551	0.6038166	0.6417193	0.1306077	0.0916797	0.3847145	0.6837706	0.0447105	0.1741873	0.2821294
300	0.7937690	0.3795657	0.3502125	0.1483177	0.0790204	0.2210571	0.5972452	0.6484452	0.0990849	0.0803286	0.3464171	0.6784251	0.0176088	0.1650995	0.2269133
350	0.6336241	0.4763030	0.4334319	0.2322097	0.0588958	0.2884086	0.5952175	0.7931868	0.0941507	0.0800279	0.4144745	0.7780136	0.0105460	0.1446810	0.2519540
400	0.6896077	0.4447355	0.3170417	0.1279433	0.0640749	0.3054047	0.4913070	0.7113209	0.0880153	0.0869991	0.4856536	0.6350791	0.0271308	0.1445680	0.3152103
450	0.7401830	0.4603764	0.3587170	0.2417533	0.1329705	0.2660759	0.5919440	0.6290601	0.0981032	0.0679448	0.4289254	0.6027483	0.0189644	0.2112703	0.2372309
500	0.7257356	0.3823279	0.4236390	0.1580496	0.0705611	0.2879662	0.6529708	0.5913974	0.1305551	0.0509272	0.3757794	0.5710957	0.0462565	0.2024124	0.2919448
550	0.6162354	0.3690024	0.3037219	0.5527139	0.0934114	0.2172809	0.4194284	0.7356043	0.1382436	0.4548326	0.4120305	0.5505282	0.5179712	0.3266151	0.0476534
600	0.7353622	0.4847776	0.1840692	0.6089124	0.1337926	0.2464935	0.4986193	0.6128980	0.1236673	0.3865161	0.3373416	0.5390142	0.5341815	0.1578090	0.0653214
650	0.6508616	0.4059366	0.1552264	0.7080018	0.0957256	0.2468740	0.4600707	0.6973649	0.1030635	0.2563590	0.1368498	0.4640830	0.7311541	0.1220836	0.0955702
700	0.7026227	0.4205917	0.1585102	0.7974087	0.1455055	0.2156479	0.3441816	0.7446309	0.1245061	0.3196832	0.1492812	0.5010631	0.5995345	0.1373603	0.0619477
750	0.6653185	0.4447053	0.1343854	0.5893475	0.0992345	0.2533940	0.3621900	0.7220857	0.0712774	0.3215193	0.1154933	0.4492956	0.5980801	0.0747138	0.1164389
800	0.7961168	0.4535711	0.1693061	0.7652028	0.0912492	0.1918882	0.5963232	0.6100861	0.1060008	0.2891171	0.1508595	0.4308053	0.6325427	0.0877769	0.1504224
850	0.7095290	0.5085242	0.2139983	0.7557151	0.1304698	0.2026172	0.5292781	0.7382456	0.1473495	0.3354306	0.1188914	0.4084229	0.7276256	0.1013184	0.0990038
900	0.6233130	0.4389406	0.1951484	0.5896358	0.1149617	0.2621664	0.4512455	0.6776072	0.1207549	0.2364254	0.1962554	0.3988031	0.6836312	0.0700101	0.0538371
950	0.7498512	0.4760058	0.1777408	0.6243096	0.1230078	0.2442728	0.4778519	0.6818935	0.1267706	0.3065048	0.1867926	0.4021501	0.6177992	0.0780248	0.0507525
1000	0.8228379	0.4337217	0.1906671	0.6103456	0.0744295	0.2203071	0.4389262	0.7178063	0.1240888	0.3425916	0.1893019	0.4012056	0.7374223	0.0780414	0.0684657

0	0.6200136	0.4255578	0.1760991	0.7836627	0.1361837	0.2163771	0.4413708	0.6988399	0.0738933	0.2873355	0.1657493	0.3455906	0.6686720	0.0422863	0.0861417
50	0.6762006	0.4694594	0.1599280	0.3858104	0.1039298	0.2022931	0.4597331	0.5947562	0.1569053	0.2323738	0.1308092	0.4548796	0.2020720	0.0952643	0.0552880
100	0.7989453	0.4783340	0.2008597	0.2825464	0.1006703	0.2660915	0.3891945	0.5954880	0.1021530	0.3422066	0.2234033	0.5414448	0.1246549	0.1555893	0.0239122
150	0.6760379	0.4058370	0.2532631	0.1869188	0.0993519	0.2572803	0.4111627	0.6002169	0.0750264	0.3887540	0.3433888	0.6104373	0.0785562	0.1888654	0.0652550
200	0.5685732	0.3820704	0.3044233	0.1651892	0.1086096	0.2985229	0.3696527	0.6512295	0.0773899	0.4715759	0.3449431	0.4956977	0.0996780	0.2343856	0.0268943
250	0.6903124	0.3650525	0.3080017	0.2028276	0.1247226	0.2272457	0.3480938	0.6051634	0.1024894	0.3724264	0.4939686	0.6001981	0.0794339	0.2573923	0.0203056
300	0.7118440	0.3141486	0.3232636	0.2638331	0.1535169	0.2050415	0.3378490	0.6497415	0.1551394	0.4526419	0.3863392	0.7022510	0.0731177	0.2971878	0.0200154
350	0.6874513	0.3779793	0.3733983	0.2249953	0.0962649	0.2571394	0.4247473	0.6125981	0.0928552	0.3633988	0.3927380	0.5758738	0.0747597	0.3374318	0.0288557
400	0.7783840	0.3248181	0.3349959	0.1973223	0.1280504	0.2713106	0.4568537	0.6904142	0.0698628	0.3376243	0.4740028	0.7145671	0.1055271	0.3897977	0.0238885
450	0.6916651	0.4663867	0.3588823	0.1824488	0.0952669	0.2058470	0.4875133	0.7548586	0.1637565	0.6406609	0.3497998	0.5978182	0.0878342	0.2194988	0.0594517
500	0.7924316	0.4932857	0.3089155	0.2277568	0.0794330	0.2735314	0.3765777	0.6075329	0.1640240	0.3800261	0.3791526	0.6102371	0.1151009	0.3420481	0.0272701
550	0.6717387	0.4468703	0.2512768	0.5352193	0.0763428	0.2502403	0.3922620	0.6290284	0.1027692	0.4194153	0.3492526	0.4492757	0.6664996	0.1789095	0.0914743
600	0.7224925	0.3889739	0.2867492	0.7162681	0.0829663	0.2369386	0.5240777	0.6820549	0.0860732	0.3164789	0.2392768	0.4902741	0.6625562	0.1455791	0.0589934
650	0.6483773	0.4896697	0.2042011	0.6931139	0.0966449	0.2187501	0.4247807	0.7830126	0.0930340	0.3186408	0.1743414	0.4056553	0.5947129	0.1180714	0.0802110
700	0.7422928	0.4293792	0.2060276	0.7311207	0.1108162	0.2105616	0.4742144	0.6821579	0.0665097	0.2817315	0.1698327	0.4772569	0.7249836	0.0837205	0.0738020
750	0.7392841	0.5091905	0.1756965	0.6307181	0.1119890	0.2676187	0.3694349	0.5573535	0.0791552	0.2642600	0.1334955	0.3693598	0.6470058	0.0593184	0.0450546
800	0.6442867	0.5391129	0.1734106	0.6404254	0.0983781	0.2266061	0.3947230	0.7275286	0.0687144	0.2155888	0.1017595	0.3769982	0.7152552	0.0917065	0.0314988
850	0.7558486	0.4257726	0.1869521	0.7527482	0.1971177	0.2435929	0.4484599	0.5245767	0.0842694	0.3137812	0.1305188	0.3718295	0.8712816	0.0396697	0.0700128
900	0.6376628	0.3678393	0.1802779	0.7108768	0.1353605	0.2797783	0.3901180	0.7481756	0.1372981	0.2625559	0.1018782	0.3950001	0.8014382	0.0532605	0.0609780
950	0.7276643	0.4827794	0.1950766	0.7366046	0.0936096	0.2143375	0.5120156	0.7424425	0.1178880	0.2394949	0.1466982	0.3851735	0.6627153	0.0736796	0.0514408
1000	0.7486073	0.5033871	0.1302839	0.5903618	0.1037129	0.2487658	0.4936449	0.7515867	0.1055037	0.3505996	0.1216188	0.3243914	0.6869227	0.0969375	0.0593401

0	0.6316594	0.4059595	0.1480876	0.7883683	0.1840887	0.2074404	0.4643268	0.7454931	0.0990774	0.2480683	0.1142793	0.4701784	0.7214856	0.0438678	0.0726134
50	0.8298703	0.3778111	0.1674678	0.3875647	0.0219152	0.2676190	0.5045343	0.7291736	0.1384993	0.2773459	0.1543469	0.2645638	0.5291834	0.0462617	0.0307223
100	0.6661498	0.3538426	0.1569775	0.4456144	0.0276753	0.2260340	0.5056950	0.5895557	0.1098014	0.2879038	0.1402997	0.1400975	0.4885544	0.0507045	0.0517366
150	0.7133130	0.5007545	0.2538273	0.3619332	0.0062560	0.2839301	0.4339392	0.6747532	0.1211296	0.2666691	0.1875004	0.1015228	0.5220690	0.0548237	0.0642597
200	0.7011286	0.4517713	0.2626271	0.3411961	0.0266979	0.2647696	0.4676769	0.6756668	0.1347673	0.3402984	0.1206875	0.0882568	0.4228312	0.0531794	0.1111408
250	0.8447965	0.4657071	0.2697623	0.3773869	0.0100711	0.2589346	0.4046716	0.6506703	0.0920594	0.3129638	0.1731244	0.0940921	0.4666775	0.0621913	0.0840705
300	0.7775482	0.4534888	0.1705835	0.3309098	0.0379203	0.2337008	0.4690428	0.6193657	0.0771122	0.2441849	0.1539431	0.0559174	0.4984801	0.0577979	0.0541150
350	0.7216725	0.3499421	0.1629890	0.3187773	0.0237423	0.2515336	0.4888265	0.7130211	0.1069008	0.3378870	0.1570072	0.0776245	0.4798563	0.0672966	0.0750414
400	0.6725408	0.4437388	0.2086405	0.4040187	0.0292662	0.2826067	0.4355485	0.7022075	0.1080215	0.2417600	0.2053121	0.0700238	0.6346178	0.0529642	0.1006609
450	0.6304704	0.4353648	0.2177102	0.2604972	0.0033432	0.2518260	0.3840290	0.6472398	0.1364465	0.2428575	0.1738511	0.0890479	0.4419453	0.0537909	0.0611638
500	0.6035213	0.4846898	0.2998835	0.3750172	0.0158398	0.2439360	0.3508285	0.6983386	0.0971909	0.2157670	0.1598395	0.0578385	0.5196158	0.0872473	0.0465017
550	0.7217244	0.4509322	0.2890988	0.5626652	0.1024144	0.1944110	0.4228742	0.6898327	0.0835927	0.3063622	0.1570540	0.2151303	0.6481565	0.0793598	0.0348064
600	0.7829543	0.4385664	0.2326575	0.7018543	0.0860298	0.2460025	0.4166740	0.5770112	0.1220424	0.2642168	0.1260329	0.3278029	0.6937261	0.0633921	0.0702998
650	0.7793351	0.4047978	0.2279193	0.7657662	0.1070580	0.2379633	0.4052599	0.6946580	0.0890905	0.2736677	0.1120017	0.3347456	0.7079996	0.1027703	0.0763141
700	0.7041968	0.3845321	0.1658502	0.7115629	0.0939287	0.2305279	0.4071340	0.7600804	0.0966555	0.2512689	0.1114204	0.3141763	0.7137734	0.0492440	0.1117476
750	0.7573155	0.4269759	0.1246674	0.6165985	0.0972468	0.2977522	0.4541978	0.7352103	0.0855284	0.2955063	0.0990164	0.3877759	0.9007583	0.0424325	0.1173832
800	0.7766174	0.4670454	0.1794266	0.6472929	0.1019089	0.2651810	0.4197177	0.8547650	0.1176276	0.2505670	0.0943963	0.3657347	0.6650841	0.0780240	0.0525494
850	0.6700189	0.4070413	0.1479249	0.6243780	0.0926923	0.2029055	0.4281820	0.6809053	0.1033440	0.2297738	0.1061575	0.4693621	0.7015674	0.1016274	0.0953291
900	0.7512753	0.5004684	0.1559791	0.7903639	0.0575995	0.2166804	0.4887856	0.6813162	0.1779682	0.3109892	0.1818083	0.3502642	0.7519419	0.1317535	0.0849666
950	0.6795695	0.4263593	0.1817807	0.5902586	0.0783600	0.2203862	0.4175119	0.6319022	0.1160698	0.3660465	0.1841033	0.4046409	0.7653305	0.0993442	0.1026261
1000	0.7430123	0.4998312	0.1437888	0.7319241	0.1128427	0.3609946	0.3907114	0.7034234	0.0480845	0.2615824	0.1039105	0.3129827	0.9622975	0.0894663	0.0659871

0	0.7744552	0.4398145	0.1238596	0.6942831	0.1609917	0.2082963	0.3725636	0.6591102	0.0835698	0.3499468	0.1383384	0.3898226	0.6524422	0.0931839	0.0909796
50	0.8269354	0.4952328	0.1449016	0.6363961	0.0197556	0.2358477	0.5112656	0.6609228	0.0183782	0.2087419	0.0873655	0.2326533	0.6426915	0.1958429	0.0306425
100	0.6003998	0.5030687	0.1708241	0.7499569	0.0490066	0.2077609	0.3932929	0.7672868	0.0097194	0.2132113	0.0672569	0.1505648	0.5464335	0.3279522	0.0413708
150	0.9156464	0.4454052	0.2285460	0.8024275	0.0401359	0.1899761	0.3826627	0.6348441	0.0098191	0.1921023	0.0564826	0.0849603	0.6884127	0.3757101	0.0651959
200	0.6855045	0.3998985	0.1435506	0.6246812	0.0416859	0.1754770	0.4320045	0.7964589	0.0042511	0.1906922	0.0333266	0.0829375	0.6497137	0.3229385	0.0410488
250	0.6576737	0.3838402	0.2491111	0.6295558	0.0293650	0.1806200	0.4701980	0.5643818	0.0017108	0.2179794	0.0481467	0.0868057	0.7829846	0.3938798	0.0490565
300	0.7387435	0.3957410	0.1902836	0.8022924	0.0375783	0.2040961	0.4285065	0.6164368	0.0008807	0.1931988	0.0913462	0.0573897	0.6246335	0.4317193	0.0371461
350	0.7922925	0.3992992	0.1364688	0.8384938	0.0254408	0.2461645	0.3623025	0.8432678	0.0079208	0.2060727	0.0452593	0.0494791	0.8568029	0.2942742	0.0234413
400	0.6740979	0.4957447	0.1393737	0.7619093	0.0152594	0.1719893	0.3868153	0.6918112	0.0015853	0.1565119	0.0220294	0.1214181	0.8493961	0.3396745	0.0326635
450	0.6127072	0.5148800	0.2120592	0.7965924	0.0130972	0.1985721	0.4030085	0.6170329	0.0063174	0.1925235	0.0559155	0.1013045	0.8371539	0.2828127	0.0325619
500	0.6838761	0.4761996	0.2376123	0.7108945	0.0313983	0.1904192	0.5098474	0.8666085	0.0030043	0.2183184	0.0842385	0.0975256	0.6517667	0.4153499	0.0527640
550	0.8047936	0.4656137	0.1818185	0.7183533	0.0915506	0.1874378	0.3913638	0.7767042	0.0549602	0.2358888	0.1039850	0.3494392	0.7640675	0.1706135	0.0493224
600	0.6731626	0.4561244	0.2873404	0.6601420	0.0543642	0.2605723	0.4423761	0.7820299	0.0865030	0.1978481	0.0711803	0.5250121	0.7596970	0.1030847	0.0508001
650	0.6812491	0.4052367	0.1703666	0.8039888	0.1173208	0.2691186	0.4234720	0.6296175	0.0957882	0.2482664	0.1202828	0.4234410	0.6951899	0.1078801	0.0453447
700	0.6120442	0.4270609	0.1349557	0.7707661	0.1331342	0.2678897	0.5196454	0.6626780	0.1252142	0.2821071	0.1304793	0.3542547	0.7473160	0.1029119	0.0637896
750	0.5836651	0.3932107	0.1485732	0.6977594	0.1232041	0.2781146	0.4644314	0.6757311	0.0864861	0.2494987	0.1637642	0.4904391	0.7090448	0.1395819	0.0766065
800	0.7465983	0.4354096	0.1615240	0.7933813	0.1184710	0.2834743	0.4977922	0.6298133	0.0651984	0.2447268	0.1154715	0.4383135	0.6383286	0.0518399	0.0752564
850	0.6263499	0.4809172	0.1419329	0.7273946	0.1276954	0.2655981	0.4136604	0.6278896	0.0967827	0.2988666	0.0890567	0.4190227	0.6913889	0.0821553	0.0536507
900	0.7419680	0.4233826	0.1366431	0.7356410	0.0807821	0.2562580	0.4505136	0.7048433	0.0967518	0.2177539	0.0901254	0.3001068	0.6721075	0.0858427	0.0406172
950	0.6716376	0.4634787	0.1578759	0.8882826	0.0959702	0.2500223	0.3918066	0.7721836	0.1169639	0.3002867	0.1333973	0.4127685	0.6358289	0.0561804	0.0785672
1000	0.7169538	0.4909003	0.1816296	0.6991276	0.0566966	0.2368114	0.4694219	0.6172273	0.0951237	0.2588157	0.1512190	0.4419314	0.7318688	0.1243894	0.0486017

0	0.6686385	0.4499695	0.1335732	0.6342173	0.1579937	0.2901935	0.4753041	0.7062157	0.0876575	0.2954437	0.1177365	0.4279307	0.7718106	0.0669479	0.0742029
50	0.6266769	0.3194570	0.1467569	0.7031996	0.1423728	0.1393168	0.5963814	0.3343935	0.0636499	0.2170006	0.1178301	0.3838153	0.5918376	0.0877243	0.0704050
100	0.6983863	0.3853498	0.1592582	0.6164494	0.1154377	0.1146489	0.6408176	0.2311853	0.1346508	0.2643352	0.1212401	0.4489740	0.6844133	0.0838731	0.0596291
