"Time"	G1	G2	G10	G20	G4	G17	G16	G9	G11	G18	G94	G56	G3	G5	G19	G13	G12	G14	G15	G50	G41	G51	G53	G52	G42	G55	G21	G22	G54	G40	G49	G44	G35	G39	G45	G48	G95	G61	G47	G98	G43	G8	G72	G67	G57	G79	G60	G82	G88	G80	G84	G81	G83	G89	G85	G77	G78	G91	G90	G75	G86	G59	G58	G99	G92	G69	G93	G87	G68	G34
450	0.3797862	0.0002911	0.0502491	0.0981684	0.6667873	0.5105043	0.5838163	0.1041382	0.3449118	0.5418170	0.7781134	0.4726460	0.0002932	0.4168407	0.2797575	0.3867070	0.6997370	0.3715596	0.2618920	0.3413970	0.4143243	0.2157430	0.3457204	0.3168642	0.5322130	0.0248577	0.3929659	0.5982600	0.0050265	0.3634510	0.4478116	0.6522091	0.7512477	0.3296940	0.2796132	0.1052416	0.6299831	0.4926029	0.2801205	0.3858210	0.6254671	0.2339505	0.7276320	0.7067522	0.5731113	0.6527232	0.0188001	0.0185096	0.0058566	0.0090450	0.8163768	0.5528458	0.4633879	0.4914547	0.2396549	0.0128059	0.6813786	0.3361152	0.5581346	0.3151363	0.5234462	0.2876082	0.2661586	0.7060048	0.0271902	0.3705347	0.2181159	0.6643583	0.2045462	0.7738902
500	0.3439000	0.0008202	0.0367658	0.0954820	0.6175050	0.5166754	0.5362921	0.1063704	0.3719237	0.5023203	0.6383259	0.4337777	0.0001505	0.3883003	0.2021227	0.3750044	0.6929000	0.4308542	0.2335035	0.2928592	0.4251751	0.2661837	0.2422670	0.3122756	0.5600029	0.0145632	0.4560934	0.6300524	0.0263110	0.4100524	0.3651204	0.7291646	0.6482808	0.2673988	0.3139653	0.1867346	0.7381149	0.4595168	0.2794270	0.2680520	0.6192190	0.2843218	0.7295760	0.5737574	0.5584380	0.6678686	0.0078413	0.0051775	0.0041023	0.0112740	0.6958870	0.5256913	0.4800110	0.4792731	0.2322568	0.0205752	0.6255328	0.4848904	0.6323244	0.2919337	0.6150291	0.2290675	0.3311245	0.5973551	0.0322346	0.3526553	0.2651799	0.6778372	0.2002505	0.6943179
550	0.3862181	0.0046931	0.2384564	0.0641619	0.7138099	0.7503007	0.5628458	0.1839417	0.3788590	0.4692331	0.6692972	0.5249163	0.0176086	0.3483278	0.2994068	0.4004474	0.7243545	0.3490907	0.2583833	0.3134625	0.2427976	0.3678704	0.2689872	0.3250253	0.5598595	0.0358428	0.2866063	0.6219300	0.0165544	0.3443744	0.5533591	0.6299836	0.6170214	0.2322883	0.4704328	0.2513957	0.6196908	0.4430461	0.2499201	0.7380596	0.2209077	0.3105630	0.7660386	0.7184349	0.5659069	0.7228623	0.2223158	0.0003398	0.0036542	0.0014709	0.6989726	0.5566355	0.4937219	0.3878527	0.1943226	0.0223070	0.6626724	0.3840876	0.7430209	0.3555921	0.7465049	0.2561997	0.0764823	0.7636499	0.0173116	0.3279224	0.3198770	0.6534283	0.3331600	0.7933358
600	0.4569825	0.0028483	0.3686865	0.1057738	0.6496908	0.5586868	0.5451526	0.1061114	0.4607156	0.5820412	0.7227037	0.4175921	0.0030170	0.3078277	0.3257286	0.3915615	0.7853170	0.5483041	0.1988987	0.2670920	0.2518124	0.3268354	0.2870469	0.3364965	0.4671664	0.0314561	0.2737488	0.5115108	0.0271831	0.3395984	0.4781399	0.6921694	0.5798034	0.2583732	0.3364378	0.3108162	0.6709150	0.3933533	0.3591949	0.7365949	0.0509160	0.2877801	0.8215678	0.6792557	0.4408422	0.5902465	0.1810225	0.0037750	0.0022909	0.0036589	0.7495606	0.2896059	0.5533077	0.3801567	0.1996341	0.0362065	0.5680612	0.2808183	0.6580487	0.3605093	0.6657713	0.2463600	0.0288325	0.6814880	0.0440908	0.3192037	0.2747970	0.7063305	0.2749249	0.5785373
650	0.4127757	0.0026638	0.3848628	0.1542306	0.7200894	0.6661804	0.4843020	0.1063399	0.3355356	0.4416094	0.8412611	0.4501726	0.0011278	0.4166784	0.2255983	0.3590034	0.5574480	0.3863947	0.4435491	0.3327194	0.1860967	0.3117969	0.3063829	0.3597135	0.5512193	0.0128424	0.2036542	0.4210744	0.0200101	0.3379254	0.4265460	0.7316456	0.6779933	0.2285574	0.3233374	0.3423435	0.7368166	0.4573562	0.2964461	0.7888611	0.0257139	0.2915401	0.7954498	0.6806828	0.4528156	0.5624025	0.1635762	0.0024313	0.0039452	0.0175437	0.6209527	0.2988643	0.4973356	0.3392233	0.2393585	0.0195557	0.5861325	0.4712611	0.6174219	0.3902907	0.5707988	0.3213940	0.0463316	0.7784715	0.0419018	0.3071586	0.3364850	0.6334799	0.2127979	0.7253094
700	0.4031979	0.0047383	0.3280608	0.1939236	0.6090337	0.5222083	0.4853027	0.0791067	0.4109113	0.4099290	0.6993425	0.3998710	0.0018045	0.3419525	0.4133135	0.3856486	0.6329298	0.4592763	0.3281331	0.3022052	0.1437416	0.2792250	0.2370580	0.2995399	0.5846503	0.0263253	0.2580556	0.4932317	0.0047555	0.2833621	0.4488244	0.5470547	0.6881232	0.2677000	0.3847740	0.3335386	0.5821018	0.4968973	0.2480366	0.6955162	0.0233646	0.3708819	0.7576467	0.6624911	0.5599688	0.7746912	0.2252234	0.0105328	0.0067473	0.0021978	0.7115773	0.3591317	0.4866168	0.3824567	0.2306605	0.0348233	0.6531379	0.3145250	0.5837246	0.3633209	0.6007978	0.2828311	0.0120130	0.6205107	0.0250448	0.3484385	0.2506987	0.8617660	0.1763592	0.6718897
750	0.3157402	0.0030610	0.3382146	0.1518237	0.6038751	0.4093159	0.6202410	0.0733463	0.3015044	0.3409870	0.7913813	0.3476100	0.0070053	0.3344714	0.1564071	0.3246782	0.6403816	0.3615738	0.3239360	0.3139536	0.1678130	0.3065669	0.3466254	0.2782847	0.6019691	0.0341756	0.2115823	0.5047050	0.0044504	0.2671772	0.4593646	0.6138276	0.7954281	0.2145880	0.3721599	0.4517390	0.6727999	0.4118579	0.2874932	0.7532615	0.0188572	0.3530374	0.6329357	0.7394399	0.4863655	0.7397753	0.2331853	0.0097839	0.0005762	0.0324225	0.8240389	0.3690171	0.4854144	0.2756031	0.1972323	0.0170999	0.5583639	0.4033659	0.6518564	0.3759579	0.6306317	0.3137918	0.0092806	0.5905754	0.0085754	0.3317623	0.3691159	0.6740899	0.2340390	0.6159380
800	0.4955514	0.0081325	0.3491454	0.1303916	0.7867098	0.5363485	0.5396412	0.0733748	0.3923291	0.3707639	0.5933609	0.4194999	0.0004436	0.4566670	0.2542350	0.3916816	0.8523278	0.4748739	0.2866066	0.2449783	0.2241366	0.2657987	0.2462263	0.4012407	0.5106255	0.0484232	0.2380958	0.6424631	0.0080235	0.4183104	0.4961395	0.6748555	0.6243562	0.2994187	0.3473647	0.3751880	0.6344607	0.4220223	0.3144660	0.7284553	0.0030664	0.3460167	0.7405500	0.6466033	0.4932917	0.6290807	0.1679909	0.0032106	0.0075609	0.0084713	0.6620990	0.3321871	0.5256403	0.5365753	0.1595704	0.0222632	0.6072444	0.3511297	0.5860040	0.4344076	0.6237101	0.3405717	0.0306568	0.7265395	0.0395789	0.2649609	0.2753290	0.7519065	0.2698143	0.6808387
850	0.3930965	0.0045347	0.3430701	0.1947602	0.7713541	0.4309717	0.5605121	0.0817517	0.3250362	0.3438408	0.7253903	0.5978027	0.0014873	0.4061427	0.2561282	0.2994315	0.6587481	0.4119102	0.2597882	0.3208684	0.1828161	0.3603567	0.2432390	0.3137665	0.6194224	0.0441666	0.2539275	0.6504403	0.0011936	0.3830853	0.4383860	0.5293188	0.5857096	0.2337580	0.3363825	0.4452796	0.6604549	0.3756679	0.2846013	0.7125322	0.0023286	0.3517865	0.6488419	0.7213498	0.5426061	0.6992123	0.2079900	0.0064568	0.0002097	0.0034946	0.5950792	0.3210544	0.4503022	0.3844611	0.2161550	0.0295928	0.8547335	0.3924792	0.5378072	0.4125254	0.6562313	0.2157899	0.0122094	0.7239437	0.0402602	0.2921445	0.2112429	0.7071378	0.3198586	0.5979612
900	0.4556817	0.0041519	0.2752509	0.1870872	0.7025434	0.6175638	0.5057171	0.1259807	0.4288824	0.3423499	0.8492639	0.4861796	0.0012900	0.3692125	0.3254554	0.2713179	0.6384385	0.4023221	0.3221369	0.2637004	0.2455450	0.3173002	0.2730828	0.3471778	0.5401085	0.0065901	0.2021819	0.5352589	0.0043552	0.4568851	0.4704984	0.6150052	0.5654984	0.2319876	0.3115681	0.3671843	0.6512035	0.4527270	0.2438117	0.7265388	0.0080784	0.2686322	0.7174240	0.7564683	0.4708228	0.6773289	0.2228381	0.0015644	0.0034611	0.0017660	0.7140410	0.3544177	0.4344610	0.3544214	0.2311641	0.0541774	0.6441144	0.4083049	0.4024100	0.3599300	0.7037047	0.2595833	0.0331742	0.6271185	0.0229136	0.4141935	0.2776683	0.6108932	0.2420465	0.7421431
950	0.3865862	0.0008192	0.3039198	0.1230416	0.6079381	0.6297338	0.5374368	0.0803520	0.3582550	0.4050611	0.5643174	0.4478141	0.0065591	0.3672337	0.2795328	0.3504508	0.7591586	0.3787414	0.2871538	0.3052335	0.2445568	0.2305882	0.2555732	0.3036962	0.6364048	0.0225422	0.2447952	0.5559925	0.0041726	0.2989520	0.4853206	0.5825413	0.7005129	0.2722771	0.3412139	0.4232117	0.7687669	0.4732698	0.2983680	0.6831195	0.0080539	0.2880193	0.5734689	0.7274884	0.5024889	0.7400069	0.1748067	0.0122744	0.0068546	0.0018866	0.7004524	0.3621418	0.5122837	0.4845350	0.1765051	0.0526106	0.7090347	0.3228496	0.7003651	0.3777312	0.8167574	0.3119774	0.0271444	0.6516708	0.0259935	0.3064671	0.3455641	0.7359276	0.2438495	0.6181628
1000	0.4206344	0.0000000	0.2961183	0.0964627	0.6825224	0.5586099	0.5345233	0.1552875	0.3584574	0.4661518	0.9075459	0.4552233	0.0043072	0.3352056	0.1691606	0.4099599	0.6637162	0.3791969	0.2910176	0.2034681	0.2787395	0.2759832	0.2636328	0.3471656	0.6372466	0.0066880	0.2027624	0.5255421	0.0001776	0.3091395	0.5140635	0.8016063	0.7330577	0.2453981	0.3884398	0.5220755	0.6347211	0.4033102	0.3277855	0.6572526	0.0054475	0.3802886	0.6247847	0.6165143	0.5657890	0.5288899	0.1829655	0.0066555	0.0024171	0.0062432	0.6140039	0.3259805	0.5085238	0.4210645	0.2053066	0.0273173	0.5870302	0.2982061	0.6522108	0.3519155	0.7169028	0.2370031	0.0068087	0.6431897	0.0540847	0.2582564	0.2457685	0.6836900	0.2904368	0.7111889

0	0.4443027	0.0034136	0.2734608	0.2145257	0.6386975	0.6952419	0.5295235	0.0842974	0.4247664	0.3963537	0.5933657	0.4779600	0.0004454	0.3839050	0.2613304	0.3764443	0.5615213	0.4190024	0.3025778	0.2422701	0.2104456	0.3152588	0.2532773	0.3518387	0.5209503	0.0200894	0.2110983	0.6734436	0.0114015	0.4372596	0.5467733	0.7511908	0.6431912	0.3246275	0.3945305	0.3395937	0.7323821	0.5202680	0.2067987	0.7729769	0.0025750	0.3485196	0.6418461	0.6638109	0.5374772	0.7603496	0.2696545	0.0090517	0.0122430	0.0044742	0.6593287	0.4063351	0.4772627	0.4691354	0.2039252	0.0352945	0.6663507	0.3037108	0.5487993	0.4457383	0.5679653	0.2313544	0.0331558	0.6887774	0.0328158	0.3756648	0.3273388	0.7704086	0.2811392	0.6562661
50	0.3716255	0.0015907	0.2654289	0.1581109	0.6360002	0.5518019	0.5429490	0.1226735	0.3338500	0.4185518	0.6986453	0.4364491	0.0174876	0.3044883	0.2590419	0.3059013	0.8531744	0.6512093	0.0688793	0.2305366	0.1793125	0.2368428	0.2719195	0.3360955	0.4911781	0.0113169	0.2331919	0.5284879	0.1344149	0.5414500	0.5112399	0.7033846	0.7902669	0.2531559	0.3393633	0.3403399	0.6215466	0.5517271	0.2592625	0.5744633	0.0080234	0.4143701	0.4636356	0.8210499	0.5215105	0.6384576	0.3287210	0.0059975	0.1184220	0.0145596	0.6959754	0.3381181	0.5349629	0.3612080	0.1463232	0.2416576	0.7407092	0.3651709	0.6237631	0.3239490	0.6565820	0.4737228	0.0103617	0.4464335	0.0221444	0.2079550	0.2814454	0.7330715	0.2176814	0.7062507
100	0.3510823	0.0020134	0.3068930	0.1635790	0.6339483	0.4205051	0.4474183	0.1061884	0.3652446	0.4030298	0.8496206	0.3190605	0.0022126	0.3667146	0.1905226	0.3682247	0.7032039	0.5411668	0.0266769	0.3973901	0.2046199	0.2891184	0.2433461	0.1400649	0.6395389	0.0140614	0.3081926	0.5871028	0.2696810	0.7467800	0.5266765	0.6193773	0.7464601	0.2390108	0.2954458	0.3263522	0.5869299	0.4843563	0.2029103	0.5714013	0.0066386	0.3481496	0.6228299	0.7350416	0.6688282	0.6044102	0.4144232	0.0092143	0.1690811	0.0051330	0.7487069	0.5012513	0.5537606	0.4190957	0.2436598	0.2725334	0.5700252	0.3218951	0.5101898	0.4042886	0.7832937	0.6305267	0.0171162	0.5352690	0.0243489	0.2847456	0.3491257	0.8113028	0.2293600	0.5330837
150	0.4323670	0.0015508	0.3034033	0.1091861	0.5410433	0.4599513	0.5486175	0.1260601	0.3886144	0.4505401	0.7378644	0.5560749	0.0014025	0.3530067	0.1534158	0.3955982	0.7947195	0.5848028	0.0175429	0.2910236	0.1801067	0.2522958	0.2685894	0.1971851	0.4846378	0.0280712	0.1887206	0.5316069	0.2223319	0.5856728	0.5096304	0.6444335	0.6434867	0.3231688	0.3464379	0.3123010	0.7512412	0.5384511	0.2910104	0.6897674	0.0056835	0.3898378	0.5389066	0.7467039	0.7691184	0.5889155	0.4232786	0.0014175	0.2432821	0.0046155	0.5805077	0.3034928	0.6375953	0.4052362	0.1941112	0.3330020	0.5216474	0.3167396	0.6036591	0.3595557	0.7083437	0.7534943	0.0189387	0.3835354	0.0207443	0.1987953	0.2227163	0.7491022	0.2203650	0.5411673
200	0.5075162	0.0037977	0.3158510	0.2346052	0.5951857	0.4613347	0.5372596	0.1204510	0.3946743	0.5153808	0.6768358	0.4087103	0.0002240	0.3655434	0.1914720	0.3452587	0.6820460	0.5767762	0.0495845	0.2220219	0.1889003	0.2897519	0.2652746	0.2355323	0.5302437	0.0327408	0.1712722	0.6200755	0.2643679	0.6141273	0.5495626	0.7069390	0.7041774	0.2860727	0.3891685	0.4380235	0.7291049	0.5207403	0.2747065	0.5838857	0.0015565	0.3679785	0.5442660	0.5646390	0.7328442	0.5821713	0.4262447	0.0141443	0.1790748	0.0147711	0.8267132	0.2360705	0.6387378	0.3981074	0.1266077	0.3853656	0.4985438	0.3203868	0.6477580	0.4681924	0.5928768	0.7549863	0.0145067	0.4192979	0.0414618	0.3132860	0.2224109	0.6820280	0.2348827	0.6503966
250	0.4492912	0.0029165	0.3999640	0.2111541	0.8224501	0.5893457	0.5233285	0.0591201	0.3578562	0.5118803	0.7055399	0.4830290	0.0016584	0.4374577	0.1873341	0.4047755	0.6746634	0.6529976	0.0131200	0.2597781	0.1644619	0.2966587	0.3332065	0.1908612	0.5239257	0.0164455	0.2373042	0.5669169	0.1859919	0.6029256	0.4717456	0.7761391	0.7100235	0.3785801	0.3649523	0.4277393	0.7225342	0.5470008	0.2477435	0.4742901	0.0087665	0.2960637	0.5494045	0.7658961	0.6963420	0.6024791	0.4021656	0.0235884	0.1492579	0.0110221	0.5947837	0.2599649	0.5113500	0.3890702	0.1634268	0.4477991	0.5006180	0.4233894	0.6290680	0.4811834	0.7706299	0.5735004	0.0392157	0.4390189	0.0332980	0.2581286	0.1586200	0.6620155	0.2932086	0.5749993
300	0.3827884	0.0052029	0.3535456	0.2175667	0.6623801	0.5031993	0.4070406	0.0724970	0.3950053	0.4471256	0.5912081	0.4896174	0.0005170	0.3184767	0.2450197	0.3266244	0.6250470	0.5790430	0.0041881	0.2635968	0.2371046	0.2931743	0.3415563	0.2465588	0.5616214	0.0279296	0.2149220	0.6886462	0.2296277	0.6216876	0.4383504	0.7245957	0.7779328	0.2653579	0.3985867	0.4277094	0.6730116	0.4510102	0.2427402	0.5468289	0.0031991	0.2810915	0.5046749	0.7112234	0.7218178	0.4461804	0.3593513	0.0212140	0.1023740	0.0112448	0.5968684	0.2433851	0.4819131	0.4765719	0.1430795	0.3519511	0.4879009	0.3854508	0.5430470	0.4031231	0.6125069	0.6201121	0.0095410	0.4123794	0.0355057	0.2970107	0.2416590	0.6474428	0.1532956	0.5031965
350	0.3532664	0.0027736	0.3645881	0.1975232	0.5872549	0.5074134	0.4332979	0.0456914	0.3829331	0.5195311	0.6082026	0.4598751	0.0039582	0.2730643	0.1631010	0.3519169	0.6626172	0.6972657	0.0118295	0.3488703	0.1832342	0.3143394	0.2820160	0.2041053	0.5324248	0.0186098	0.1567579	0.5850609	0.3244421	0.6083229	0.4632364	0.6907686	0.7094394	0.2692872	0.3808350	0.4636240	0.5467586	0.4640182	0.2067658	0.4996232	0.0037873	0.3338216	0.7261925	0.6694122	0.7856239	0.4149861	0.4251194	0.0145126	0.1886028	0.0064590	0.6393617	0.2181239	0.4401736	0.4482894	0.1828974	0.4777952	0.5485213	0.3748793	0.6209241	0.3515259	0.4777325	0.6638383	0.0397466	0.5577055	0.0261644	0.3676216	0.1819546	0.7496823	0.3531181	0.5881649
400	0.4172441	0.0018999	0.3312607	0.1727143	0.7061063	0.5372682	0.5157250	0.0676861	0.2767262	0.5462237	0.6177705	0.4107398	0.0003819	0.3412018	0.2372288	0.4671446	0.6294207	0.6215640	0.0045860	0.2267446	0.2266039	0.2557938	0.1970663	0.1844439	0.4487551	0.0296940	0.1604740	0.5598415	0.2440992	0.6564478	0.4202894	0.7241037	0.5473262	0.2231245	0.3361081	0.4317290	0.7042236	0.5319986	0.2152365	0.5795995	0.0210008	0.2963747	0.5560370	0.6685006	0.6029977	0.5467815	0.5074472	0.0086470	0.1067881	0.0099458	0.6975041	0.1730250	0.4735922	0.4070111	0.1731521	0.3799286	0.4962588	0.3556816	0.7342453	0.3824438	0.6834103	0.7185845	0.0387441	0.4001202	0.0336971	0.3453969	0.2309532	0.6102033	0.2743015	0.5202184
450	0.3861229	0.0020040	0.2800336	0.1301008	0.6763887	0.5420218	0.4896115	0.1137264	0.3327385	0.4056312	0.6833451	0.4784137	0.0019854	0.3719808	0.1745883	0.2948909	0.6328970	0.5570392	0.0024421	0.2755928	0.1997620	0.1801037	0.2476170	0.1869628	0.6579788	0.0465792	0.2328398	0.5325198	0.2292746	0.5544013	0.4328853	0.6605147	0.7083443	0.3666628	0.3192928	0.3902556	0.7238203	0.5426213	0.2132544	0.6656659	0.0008753	0.3218999	0.5505538	0.6811992	0.7440240	0.5669884	0.3933510	0.0005820	0.1665355	0.0143998	0.5864337	0.2372686	0.5173177	0.4020208	0.1845432	0.4439172	0.6429514	0.2756251	0.5916511	0.4389157	0.6181117	0.6865979	0.0150698	0.3521417	0.0190389	0.2762189	0.1643196	0.6709138	0.3093681	0.7397395
500	0.3311000	0.0029315	0.3426601	0.1122999	0.5549016	0.5605629	0.5624421	0.1475602	0.3977297	0.5295376	0.6103611	0.3698581	0.0116561	0.3087124	0.1864253	0.3591517	0.5814241	0.6360884	0.0022337	0.2930470	0.1786796	0.3685608	0.2454808	0.1849759	0.5329134	0.0104116	0.1947597	0.5602564	0.2503754	0.6171551	0.3381693	0.6759038	0.6317461	0.3662622	0.3147275	0.4765005	0.6190467	0.4752025	0.2514214	0.7728231	0.0046347	0.3310071	0.5540035	0.6312467	0.8174251	0.6248945	0.4755197	0.0066698	0.1610258	0.0050829	0.5668352	0.2677333	0.4686647	0.3556118	0.1983926	0.4056214	0.4569362	0.2831314	0.6178472	0.3665690	0.5921100	0.6586522	0.0155519	0.4324258	0.0216225	0.2931999	0.2458720	0.6648264	0.2558626	0.5689602
