"Time"	G1	G3	G5	G22	G7	G8	G4	G83	G6	G87	G86	G88	G54	G85	G89
750	0.7927084	0.5596668	0.1881600	0.7861225	0.0965928	0.3624310	0.4836988	0.7527950	0.1222352	0.3118985	0.1870570	0.4014065	0.7018273	0.0724978	0.0614739
800	0.7479568	0.4577769	0.1387186	0.8024105	0.1506762	0.2527910	0.4553743	0.7996426	0.1026257	0.2713554	0.1037989	0.4423543	0.8145727	0.0847926	0.1294681
850	0.8062262	0.5171848	0.1333485	0.7477077	0.1102315	0.3933567	0.4343553	0.7689133	0.1479989	0.3179342	0.1423448	0.5142346	0.9036280	0.1117675	0.0724162
900	0.8597824	0.4344380	0.2140652	0.8959740	0.1148263	0.2777237	0.5125133	0.7326427	0.1291808	0.3090869	0.1542239	0.3658269	0.7285499	0.1014403	0.0784273
950	0.7463244	0.4293557	0.1605407	0.7551092	0.1107697	0.2932759	0.4239186	0.7622098	0.1401423	0.3283715	0.1940288	0.5012910	0.7057879	0.0910257	0.0686222
1000	0.6433351	0.4483742	0.2115096	0.7131667	0.1776486	0.3042479	0.4271800	0.8438989	0.1298361	0.2780674	0.2483290	0.3876717	0.8331441	0.1157424	0.1100969

0	0.8721618	0.4983297	0.2007130	0.9292074	0.0965173	0.2880874	0.5002484	0.9111964	0.1445604	0.3582017	0.1739727	0.4818723	0.7345025	0.0785633	0.0591282
50	0.7051875	0.5496772	0.0669743	0.4660212	0.1259442	0.2675717	0.4714747	0.7310918	0.1456174	0.2172953	0.3698854	0.3821224	0.7236239	0.1020675	0.4789354
100	0.8899367	0.5190461	0.0546198	0.5554062	0.1035309	0.2594688	0.4910429	0.7228517	0.1038008	0.2534506	0.5365997	0.3429997	0.6561012	0.1033418	0.6888254
150	0.7232446	0.4654878	0.0456974	0.5235602	0.0919255	0.2669536	0.4919381	0.7365117	0.1334280	0.2542130	0.4008843	0.4928108	0.6127677	0.1840832	0.6620646
200	0.8154405	0.4694423	0.0583446	0.6201233	0.0704249	0.3618981	0.5124895	0.8445514	0.1047611	0.3514976	0.3684783	0.5317064	0.6490700	0.1192021	0.6946390
250	0.8670643	0.5361264	0.0226300	0.5701933	0.0682440	0.2040747	0.5379241	0.6392441	0.1128045	0.2971022	0.4120096	0.5549951	0.8148653	0.0825400	0.6835887
300	0.7361267	0.5200129	0.0437468	0.6178811	0.0603438	0.2852823	0.5007541	0.6340250	0.1369303	0.3258213	0.5125684	0.4275229	0.7089043	0.0656977	0.5990870
350	0.7267681	0.4551919	0.0417726	0.5391477	0.0842812	0.3371370	0.4896233	0.6673993	0.1053985	0.3476887	0.4524399	0.4606040	0.6552079	0.1413922	0.6816338
400	0.7466309	0.6585686	0.0281974	0.5503089	0.0917966	0.2681809	0.5376994	0.7665178	0.1303843	0.3385015	0.4883062	0.4603992	0.6039993	0.0839691	0.6272400
450	0.7620580	0.4428071	0.0385057	0.5494684	0.0530205	0.3040774	0.4490448	0.7566349	0.1252777	0.4638242	0.4485588	0.5068450	0.5970577	0.0943540	0.5970680
500	0.7747732	0.5488324	0.0312133	0.6355042	0.0879110	0.3265313	0.5255659	0.7682883	0.1289683	0.3254093	0.5844903	0.4473681	0.4932357	0.0988028	0.6526737
550	0.7334456	0.4082056	0.1518087	0.7958315	0.1861556	0.3154176	0.5569972	0.7135789	0.0966287	0.3715549	0.2699223	0.4832618	0.6362668	0.1286470	0.1582394
600	0.7618676	0.4616230	0.2150906	0.8406613	0.1418639	0.2391909	0.4902673	0.8288061	0.0847010	0.2902617	0.2543483	0.4196960	0.7727744	0.0958819	0.0821773
650	0.7229287	0.5115165	0.1427600	0.9353717	0.1092938	0.2288669	0.4095005	0.8048537	0.1190920	0.2761850	0.2007090	0.5422891	0.8299745	0.1568275	0.0807764
700	0.7117680	0.4584515	0.1502218	0.7443459	0.1950799	0.2880592	0.5834704	0.8470519	0.1367276	0.2098309	0.1480281	0.4286358	0.7756782	0.0924925	0.0773650
750	0.7835591	0.5407567	0.1942182	0.7619397	0.1615468	0.1666824	0.4217599	0.7859788	0.1071111	0.2879625	0.1431170	0.3640362	0.7611171	0.0602094	0.0823157
800	0.7523315	0.4315292	0.2847204	0.7476009	0.1240817	0.2733924	0.4193936	0.7259567	0.1107171	0.2618436	0.1245335	0.5436173	0.7318393	0.0744337	0.0766828
850	0.7616162	0.6172289	0.1977354	0.6589305	0.1133438	0.2629719	0.4610172	0.7924878	0.1166422	0.3224643	0.1831405	0.4810968	0.7472928	0.0588021	0.0783166
900	0.6862682	0.4601618	0.2595351	0.6694752	0.0847144	0.2788267	0.3519928	0.7783053	0.1544959	0.2795359	0.1469808	0.5039230	0.7188490	0.0568843	0.1069372
950	0.7693208	0.6013353	0.1984540	0.7306661	0.1551746	0.2358607	0.6031304	0.7494613	0.1104633	0.3115792	0.1069248	0.5223529	0.7998862	0.0992273	0.0701482
1000	0.7588771	0.5520358	0.2237082	0.6886708	0.1015668	0.3315879	0.4983443	0.7318268	0.0973763	0.3632293	0.1623051	0.4735614	0.7534221	0.0904715	0.0936041

0	0.7792779	0.4900669	0.1894090	0.8294511	0.1512200	0.3151661	0.5092699	0.7930413	0.1187317	0.2788501	0.2036793	0.4208045	0.8554582	0.0710950	0.0494963
50	0.3630901	0.4033107	0.0870711	0.7251917	0.2241934	0.2689527	0.4786858	0.5856735	0.1012414	0.1243253	0.1503825	0.4576467	0.4914831	0.1072882	0.0447374
100	0.1707419	0.2678360	0.0781733	0.6983701	0.5749869	0.2729758	0.3184521	0.5059288	0.1018498	0.1003889	0.1835977	0.4271455	0.5093521	0.1013330	0.0891340
150	0.2176783	0.1215666	0.0186953	0.7764494	0.9271405	0.3406460	0.2488974	0.4432971	0.1384318	0.1428603	0.2300489	0.5556056	0.5466666	0.1072700	0.0893053
200	0.1708641	0.0836990	0.0435957	0.6838008	0.7695827	0.5000059	0.1046441	0.4789891	0.1247293	0.1442460	0.2050427	0.4718725	0.5477509	0.1060989	0.0791450
250	0.1482128	0.1301813	0.0377473	0.7985746	0.6629251	0.5727013	0.1233221	0.4263249	0.1669512	0.1321697	0.2102904	0.4810452	0.3944316	0.1521168	0.0401315
300	0.1749861	0.0539158	0.0471679	0.8002803	0.8516133	0.5880094	0.0951207	0.5723155	0.1918148	0.1165100	0.2709777	0.5296182	0.4639394	0.0754287	0.0755771
350	0.1404786	0.1284098	0.0576833	0.7870191	0.6353004	0.5458237	0.1354622	0.5750835	0.2243470	0.1538660	0.2656360	0.5260020	0.4635286	0.1185610	0.0900467
400	0.1395843	0.0780314	0.0928922	0.7709584	0.8475846	0.6685785	0.1292014	0.4923644	0.1340284	0.1333950	0.2259841	0.5269157	0.5096157	0.1042101	0.0633539
450	0.1761939	0.0391749	0.0595583	0.8871140	0.7140281	0.5193195	0.1000634	0.5726260	0.1057412	0.1150443	0.1874756	0.3884086	0.4909970	0.0974916	0.0644560
500	0.2343224	0.0321060	0.0178408	0.6712825	0.6537134	0.5760997	0.0979215	0.6242756	0.1307270	0.1172182	0.3025465	0.4938124	0.4710407	0.1215387	0.0935757
550	0.5092403	0.0471011	0.2804493	0.9183879	0.6185074	0.5584008	0.1352863	0.6655415	0.1239123	0.2637589	0.1978478	0.4905127	0.7331479	0.1920622	0.0611472
600	0.7347053	0.2131793	0.2476608	0.8963702	0.3004314	0.3739023	0.2568616	0.7827133	0.1095812	0.2830156	0.1542661	0.4348561	0.8151382	0.1465923	0.0578271
650	0.7091131	0.2138621	0.2424981	0.7868679	0.2652883	0.2655724	0.3140136	0.7278375	0.1238713	0.2534623	0.1566113	0.3381563	0.7925879	0.0833043	0.0410932
700	0.8633644	0.3886759	0.1419320	0.6680602	0.1310245	0.2971951	0.4385327	0.8468054	0.1194784	0.3384997	0.1980764	0.3101993	0.6280557	0.1048473	0.1205261
750	0.6252879	0.4296215	0.2035735	0.7211941	0.1821242	0.2714333	0.5088051	0.7856885	0.0796897	0.2786542	0.0913467	0.3610971	0.9026920	0.1150550	0.0801824
800	0.8715250	0.3852518	0.1761384	0.8481132	0.1861027	0.2561499	0.4578963	0.7986435	0.1106861	0.3466061	0.1146320	0.3854094	0.7307690	0.0695523	0.0874184
850	0.8786371	0.5635783	0.1550042	0.6095268	0.0807617	0.3639048	0.4783643	0.7098835	0.1682889	0.2524418	0.1491647	0.4721588	0.7026795	0.0665572	0.1168546
900	0.8289165	0.5138174	0.1908174	0.8135427	0.0715141	0.3267769	0.4095487	0.7753208	0.1208192	0.2357093	0.1328810	0.4888768	0.7604582	0.0920657	0.0598064
950	0.6991995	0.4944506	0.1876826	0.6349823	0.0544826	0.2352843	0.5093055	0.7716203	0.0788984	0.2224682	0.0912665	0.5297093	0.6768740	0.0677349	0.0826525
1000	0.8313818	0.6104232	0.1371424	0.8027421	0.1295551	0.2974382	0.4330066	0.6508998	0.0918805	0.2042147	0.1322019	0.5523694	0.7833090	0.0854919	0.0565005

0	0.9193074	0.5512843	0.2045214	0.6871923	0.1765198	0.2498632	0.5605420	0.7346029	0.0975958	0.3024998	0.1289868	0.4117764	0.6648293	0.0787991	0.0570665
50	0.8687003	0.4968305	0.0593952	0.8542348	0.1413409	0.1456199	0.4204316	0.7742638	0.0358574	0.1900746	0.2916538	0.2176845	0.6929845	0.0693676	0.1621325
100	0.6776238	0.6402559	0.0125000	0.7647263	0.0878521	0.1185000	0.5391772	0.7788583	0.0264593	0.1420642	0.3459854	0.1067347	0.6657728	0.0723587	0.2006568
150	0.7647086	0.5159539	0.0135597	0.7844502	0.0873222	0.1199806	0.4588242	0.6703123	0.0126590	0.1782995	0.3773297	0.0746665	0.8682093	0.0581872	0.2322331
200	0.7932086	0.5062310	0.0264197	0.6823993	0.1370335	0.0997583	0.4639748	0.7389269	0.0013341	0.1011661	0.3133003	0.0373166	0.8474222	0.0747292	0.1945054
250	0.6653312	0.3580282	0.0391257	0.7603901	0.1888493	0.0942038	0.4827997	0.7409259	0.0121901	0.1403697	0.3505882	0.0359859	0.7448597	0.0840542	0.1800558
300	0.6686942	0.4593038	0.0093619	0.7212156	0.1615297	0.1194267	0.4387327	0.7554092	0.0003914	0.1316098	0.4524131	0.0303833	0.7609387	0.0742264	0.2768074
350	0.7797056	0.4287553	0.0093140	0.6632784	0.2234501	0.1135749	0.4784079	0.7512758	0.0001501	0.1213158	0.4795036	0.0117978	0.7216133	0.0726654	0.2060141
400	0.8384777	0.4598288	0.0120432	0.6481542	0.1024328	0.0912085	0.4814737	0.7415383	0.0002538	0.1755934	0.3912472	0.0524585	0.8420406	0.0888245	0.1981673
450	0.7710178	0.4469194	0.0059788	0.7628598	0.1343312	0.0548999	0.5068809	0.8252931	0.0016201	0.1349278	0.3761117	0.0290369	0.9334049	0.1670914	0.1714728
500	0.7837201	0.4568664	0.0113011	0.7682130	0.1462424	0.0844818	0.4814343	0.8574380	0.0004273	0.1814250	0.4186067	0.0354532	0.8254260	0.0760189	0.2163365
550	0.7371878	0.4797685	0.0928803	0.8594775	0.1425894	0.1896103	0.4464124	0.7276491	0.1127217	0.2492511	0.2518702	0.2691171	0.7070492	0.0727425	0.1110696
600	0.8355319	0.4945288	0.1762150	0.7288779	0.0684435	0.2285626	0.4454907	0.6850250	0.0985610	0.3278518	0.2286938	0.4074790	0.9345829	0.0881500	0.1048891
650	0.7182528	0.5838203	0.1572514	0.7163135	0.0777883	0.1926344	0.3965253	0.7917742	0.1506993	0.2695646	0.1674694	0.4235360	0.6948255	0.0651438	0.1057698
700	0.7443230	0.4145526	0.1023921	0.7459046	0.0853498	0.1734332	0.4082802	0.6540653	0.0958018	0.2593789	0.1771721	0.4680620	0.6893099	0.0867083	0.0585011
750	0.7020468	0.4760597	0.1529739	0.7017707	0.0813410	0.2971528	0.5042210	0.7935976	0.1037185	0.2526920	0.1278665	0.3820379	0.7354702	0.0808177	0.1116368
800	0.7330365	0.6111044	0.2029342	0.8116499	0.1617436	0.2793792	0.5488442	0.7787471	0.1043957	0.2511785	0.0984730	0.4652593	0.7816448	0.1025719	0.0776124
850	0.8806621	0.4630444	0.2401006	0.7683424	0.1603355	0.3049693	0.4802038	0.9068757	0.1158631	0.3727708	0.1296543	0.4599390	0.7380722	0.0541922	0.0503312
900	0.8985849	0.4866207	0.1791523	0.7268748	0.1128892	0.2997866	0.4224200	0.7375210	0.1717590	0.3157156	0.1521110	0.4422500	0.8387471	0.1221827	0.0740821
950	0.8295996	0.6188772	0.1654268	0.7468282	0.0606383	0.2568779	0.5178776	0.8455188	0.1161625	0.2731266	0.1434156	0.4460015	0.7921364	0.1002594	0.0690693
1000	0.7913315	0.5797912	0.1399407	0.7605737	0.1424926	0.2781180	0.5325658	0.8203627	0.1136084	0.2652005	0.1313899	0.4788220	0.8205049	0.1018004	0.1154875

0	0.7773492	0.5121645	0.2134817	0.7462602	0.1342224	0.2578095	0.5142597	0.7324001	0.1502112	0.2916361	0.1426028	0.5020062	0.8394202	0.1405182	0.0688771
50	0.2672141	0.6215296	0.2226917	0.6996729	0.1942853	0.3331954	0.4846293	0.7688280	0.0433448	0.2731905	0.1287708	0.5241613	0.7258360	0.0746845	0.6318762
100	0.1468523	0.7347959	0.2605759	0.6441684	0.4750801	0.3107822	0.2688534	0.6443413	0.0159127	0.3455774	0.0876389	0.4846021	0.6514213	0.0649906	0.6322031
150	0.1201127	0.5220616	0.2137111	0.7259367	0.5832451	0.5033701	0.2527549	0.7961423	0.0056613	0.2912809	0.0925303	0.3810628	0.7330647	0.0560016	0.6525156
200	0.1389759	0.5327205	0.3671265	0.7958982	0.5656847	0.4831035	0.1249772	0.9217352	0.0163788	0.2991147	0.0756571	0.5432175	0.6699081	0.0343879	0.6164323
250	0.1478616	0.5234782	0.3693942	0.7756996	0.5469737	0.4908722	0.0996456	0.7174178	0.0110326	0.2653922	0.0808327	0.4325384	0.7697744	0.0248990	0.6987991
300	0.1441736	0.5122900	0.3185092	0.6863281	0.6086688	0.4511554	0.1192726	0.6551787	0.0135177	0.2809810	0.1712278	0.4332689	0.7985329	0.0792783	0.6387835
350	0.1809876	0.4929298	0.4814807	0.7874185	0.5391627	0.6196806	0.1422247	0.6197711	0.0170462	0.2573102	0.1062367	0.4563891	0.9682496	0.0519720	0.6777675
400	0.1664507	0.6313862	0.3732301	0.7776195	0.5130486	0.5283328	0.1227533	0.8257372	0.0094728	0.3030750	0.0553373	0.4473907	0.7000480	0.0713230	0.6769215
450	0.1402489	0.5847246	0.4175696	0.6708236	0.5559342	0.4740672	0.0989781	0.8216249	0.0170318	0.2908152	0.0830297	0.4550847	0.8019400	0.0816785	0.6472371
500	0.2166481	0.6566711	0.3314083	0.8067531	0.5628132	0.5687809	0.1161178	0.8913307	0.0233137	0.2814164	0.0961277	0.4899967	0.6491602	0.0645580	0.6987198
550	0.7595298	0.2624771	0.4036220	0.7332068	0.6293674	0.5578660	0.1265722	0.7059988	0.0739490	0.3099723	0.1124948	0.4777427	0.7558406	0.0648362	0.2097604
600	0.6779410	0.3178178	0.1855984	0.6962062	0.2894155	0.5450031	0.3070705	0.8494178	0.1650981	0.3486403	0.1271771	0.5086420	0.7494349	0.0969032	0.1078322
650	0.8263264	0.4340126	0.2691817	0.7823602	0.1585528	0.3484049	0.3449476	0.6770140	0.1654225	0.3434150	0.1187849	0.4565321	0.7967741	0.1176843	0.0444689
700	0.7372603	0.4087246	0.1813504	0.7554584	0.1398991	0.3602745	0.3944353	0.7355132	0.1214489	0.2408612	0.1325221	0.4493958	0.8320321	0.1080456	0.0494966
750	0.5653026	0.4526024	0.1591613	0.7156376	0.1337234	0.3252869	0.4232414	0.8272570	0.1666698	0.2827458	0.1244006	0.3494817	0.8491131	0.0710002	0.0331302
800	0.7635418	0.4655472	0.1982630	0.8700906	0.1927489	0.2546162	0.4370757	0.6908296	0.1097505	0.3191252	0.0806529	0.5492570	0.6986882	0.0743399	0.0576892
850	0.7551800	0.4470453	0.1029972	0.7224240	0.1703505	0.3633858	0.4102099	0.7113803	0.0765752	0.2888767	0.0821204	0.3773308	0.8080951	0.0370997	0.0634082
900	0.7935483	0.4712973	0.2067743	0.7864037	0.1407825	0.3596600	0.5011814	0.7644994	0.1067514	0.2430672	0.1070122	0.4609943	0.8434499	0.0742664	0.1015884
950	0.7171697	0.5437330	0.2377291	0.6024787	0.2078652	0.2950423	0.4414166	0.6982353	0.0853463	0.2910617	0.1081095	0.4218223	0.6415132	0.1098514	0.0838826
1000	0.8904937	0.4654866	0.2638615	0.8957409	0.1071972	0.3168789	0.4155569	0.9818092	0.0836474	0.2543713	0.1188527	0.4526775	0.8084169	0.0780221	0.1071935

0	0.7582528	0.5811112	0.2841089	0.9841613	0.0792444	0.2880696	0.5598470	0.8112671	0.1224885	0.3554954	0.1298094	0.4676704	0.7019734	0.0832824	0.1037899
50	0.7591691	0.4933388	0.2677743	0.7045286	0.0598430	0.2802802	0.5791045	0.7545488	0.0933748	0.1180628	0.1172416	0.4496474	0.4504655	0.1951717	0.5176893
100	0.6916333	0.4613741	0.1547866	0.6721199	0.0311540	0.2167208	0.4735910	0.7115185	0.1020319	0.1201734	0.1468130	0.4125366	0.5385617	0.2810659	0.4760001
150	0.8733955	0.4581983	0.2618215	0.6970256	0.0288349	0.1799732	0.4988322	0.8495560	0.1313835	0.0968560	0.1108328	0.4964937	0.4496577	0.3297092	0.4733718
200	0.7769128	0.4729568	0.1700090	0.8130560	0.0382063	0.1677887	0.4182083	0.6870646	0.0989509	0.1200849	0.1517354	0.4769916	0.6379002	0.3726246	0.6259782
250	0.7423056	0.6022130	0.2393460	0.7606401	0.0466824	0.1630888	0.5120798	0.8244973	0.1428517	0.1232578	0.2056413	0.4840070	0.6445885	0.3048012	0.4450490
300	0.7818058	0.5533009	0.2217991	0.7436016	0.0142100	0.1832410	0.5003629	0.7022275	0.1436402	0.1093179	0.1826899	0.4822578	0.6676510	0.2267147	0.5316509
350	0.8427158	0.4536394	0.2428560	0.7329065	0.0431505	0.1832265	0.4598038	0.8094395	0.1100713	0.1136683	0.1550050	0.3505352	0.5618990	0.3186720	0.5947316
400	0.8637050	0.4724110	0.1737736	0.7744998	0.0260951	0.2173163	0.5080135	0.9130601	0.1354723	0.1031513	0.1305045	0.4345578	0.5548547	0.3062427	0.6756878
450	0.8262835	0.4642342	0.1943716	0.8675577	0.0248741	0.1876598	0.5425232	0.6598897	0.1148917	0.1029184	0.2605901	0.5904201	0.4278837	0.3819658	0.5075123
500	0.7116246	0.4975214	0.1545529	0.8882185	0.0092990	0.2084097	0.4362605	0.7647777	0.0977013	0.1110380	0.1440824	0.4838836	0.5985802	0.4058618	0.5428439
550	0.7374588	0.5022978	0.2535375	0.5695285	0.1438606	0.2075237	0.4007950	0.7844759	0.0674464	0.2896848	0.1902961	0.4373093	0.7675869	0.2401381	0.1817380
600	0.7669743	0.3945912	0.2265596	0.7168060	0.1581392	0.2225739	0.4112367	0.7951077	0.0791770	0.2924115	0.1364293	0.4071737	0.8549614	0.1096346	0.1611304
650	0.7618204	0.4338335	0.2660493	0.7856028	0.1505043	0.3273010	0.5438887	0.6669623	0.1336656	0.2984861	0.1495655	0.4550743	0.7326434	0.0970868	0.0794353
700	0.6824023	0.5341604	0.1608309	0.7645241	0.0781287	0.2455557	0.3970155	0.8064359	0.0936599	0.3549056	0.0903930	0.4689507	0.8376273	0.1175696	0.0339544
750	0.7528799	0.5169200	0.1657884	0.7056636	0.1368865	0.2300668	0.4799027	0.6675078	0.1450617	0.3294125	0.1382086	0.4990357	0.7699125	0.0849662	0.0844972
800	0.8841955	0.3691158	0.1549735	0.7937643	0.0479409	0.2468275	0.4798685	0.6326752	0.1730126	0.2800351	0.1383662	0.4369533	0.9292271	0.0877098	0.0602060
850	0.6848969	0.6200405	0.1903678	0.6321103	0.1436836	0.3375348	0.4891455	0.7841063	0.1224390	0.2330503	0.1347710	0.5297760	0.6764788	0.0854274	0.0614644
900	0.7113863	0.4539221	0.1480479	0.6596719	0.1094948	0.4150404	0.4494214	0.8167233	0.1189485	0.3024544	0.0878500	0.4717076	0.8283510	0.0828115	0.0662585
950	0.8393240	0.4865807	0.1496575	0.7664191	0.0986754	0.2748593	0.4901627	0.7661744	0.0880625	0.2486057	0.1166035	0.4806001	0.6669583	0.0861935	0.0839115
1000	0.8122812	0.5741160	0.1438008	0.7942931	0.0908857	0.2179700	0.4620217	0.7529686	0.0867585	0.2707179	0.1388358	0.3441515	0.6204825	0.0908255	0.0619356

0	0.7667159	0.5109844	0.2434720	0.7574348	0.1033080	0.2754899	0.4462605	0.7554657	0.1579888	0.2777514	0.1375366	0.4119531	0.7801808	0.0690434	0.0866756
50	0.7292868	0.6361405	0.2235984	0.4538118	0.0429320	0.2742340	0.5188553	0.5521297	0.1138458	0.2714793	0.3679495	0.3916440	0.6231312	0.0186502	0.0545325
100	0.7629343	0.7132772	0.3317829	0.4026500	0.0259307	0.2267978	0.4274522	0.5116033	0.0947011	0.2002054	0.5306677	0.5780938	0.8468047	0.0358464	0.0599356
150	0.9037254	0.8592334	0.3063590	0.3245511	0.0501333	0.1717530	0.5192381	0.5749322	0.1324951	0.3624773	0.3588255	0.4419361	0.8173210	0.0518670	0.0600223
200	0.7085938	0.7329555	0.3240966	0.3378135	0.0577864	0.1597993	0.4389577	0.4252534	0.1011791	0.1912447	0.4646169	0.4514614	0.8008140	0.0257846	0.0806392
250	0.8347707	0.8894801	0.4133635	0.3602983	0.0471754	0.2292587	0.4278139	0.5137254	0.1157932	0.2646816	0.4480501	0.4255431	0.7147779	0.0556958	0.0637029
300	0.6654270	0.7957756	0.3073668	0.3526709	0.0223160	0.2402645	0.4887190	0.4617403	0.1195201	0.2766681	0.4866253	0.4669482	0.7990566	0.0422220	0.0618874
350	0.7865916	0.7379418	0.2821858	0.3226120	0.0382182	0.1936484	0.4502538	0.4402678	0.1566457	0.3300592	0.3747805	0.4807539	0.8460295	0.0537553	0.0827267
400	0.6928255	0.7988478	0.3542952	0.2758856	0.0662122	0.1639962	0.4968490	0.4805782	0.0762995	0.2666749	0.3944837	0.5045986	0.7004389	0.0327107	0.0949011
450	0.8191228	0.7156888	0.3488469	0.3075487	0.0293479	0.1575654	0.5121201	0.5825899	0.0648010	0.3040199	0.3165625	0.4209693	0.7381782	0.0291635	0.0550757
500	0.8435574	0.7487359	0.2926141	0.3480833	0.0561397	0.1385067	0.3662365	0.4426254	0.1325798	0.3160012	0.4104876	0.3416098	0.7471864	0.0271478	0.0807209
550	0.8384930	0.5813279	0.2904911	0.6306751	0.1210980	0.2869178	0.3644452	0.6941270	0.1131807	0.2567938	0.2420714	0.4480500	0.7463422	0.0496447	0.0927724
600	0.8179138	0.5879814	0.2784287	0.7113847	0.0674105	0.2201890	0.4242094	0.7676359	0.1399428	0.2615406	0.1351125	0.4303209	0.8210877	0.0376748	0.1130555
650	0.9299515	0.6084562	0.1215374	0.7655877	0.0904117	0.2363268	0.5165865	0.6811660	0.1855432	0.2710956	0.1469529	0.4422712	0.6925927	0.0479892	0.0790124
700	0.8437597	0.6262045	0.1607269	0.7453351	0.1425148	0.2071166	0.5239088	0.6135176	0.1645329	0.2497344	0.1435219	0.3560638	0.8347786	0.0793429	0.1025041
750	0.7151148	0.5629046	0.1686212	0.6151677	0.2030840	0.2752576	0.4032467	0.7708762	0.1328463	0.2705728	0.1075214	0.3763481	0.7567317	0.1054612	0.0705833
800	0.6315075	0.4220824	0.1751934	0.7540184	0.1968953	0.3305095	0.4934016	0.7473478	0.1123024	0.2667299	0.1430952	0.3849728	0.8648873	0.1151332	0.1010137
850	0.8491480	0.3824679	0.2559160	0.7927688	0.1019987	0.2992158	0.5513660	0.7886910	0.1469716	0.3363583	0.1430019	0.4490849	0.6173090	0.1106077	0.0653267
900	0.7311134	0.4861274	0.1864353	0.7965767	0.1632205	0.2906798	0.4646465	0.7053896	0.1272783	0.3177241	0.1470290	0.4229423	0.7184072	0.0618197	0.0523904
950	0.8553142	0.5533952	0.1603796	0.7591246	0.1030075	0.3021361	0.5210898	0.7673946	0.0753945	0.3671903	0.1289761	0.4086075	0.7025729	0.0936950	0.0828341
1000	0.7140003	0.4777712	0.1684464	0.8668073	0.1013302	0.2648612	0.4183076	0.8135639	0.0746395	0.3936149	0.1308050	0.4135824	0.7703989	0.0965335	0.0970296

0	0.6591654	0.4491173	0.2122000	0.7906918	0.1300201	0.2656760	0.5005572	0.7318781	0.1625509	0.3130219	0.1317217	0.4969152	0.8125253	0.1058238	0.0505157
50	0.7108061	0.4527039	0.0936434	0.7722466	0.0433032	0.2308716	0.4990404	0.3116225	0.1292437	0.3755043	0.2047938	0.4297852	0.7575568	0.3486768	0.5807805
100	0.8310743	0.5016790	0.0437918	0.7401286	0.0314067	0.2808425	0.5937301	0.2742599	0.1314884	0.2779494	0.1293480	0.3641372	0.8007637	0.4517766	0.6390305
