"Time"	G1	G3	G8	G5	G4	G22	G83	G7	G6	G85	G86	G87	G54	G88	G89	G30	G29	G35	G100	G99	G32	G19	G18	G20	G81	G23	G80	G82	G51	G31	G58	G50	G78	G94	G95
900	0.0508821	0.0096541	0.6427758	0.7377956	0.0868220	0.6906138	0.0395299	0.6998191	0.7306512	0.0819219	0.7649415	0.5965122	0.0628304	0.6294486	0.3710216	0.4969835	0.2225742	0.6761283	0.6200005	0.0005525	0.7990930	0.3387871	0.6465261	0.5814228	0.0078936	0.4399793	0.1358679	0.4035664	0.0079811	0.3635037	0.7088842	0.0311159	0.3185849	0.5669844	0.7895703
950	0.0307871	0.0212254	0.7704031	0.7112497	0.1007214	0.7139173	0.0631122	0.7725320	0.6997963	0.0847030	0.7810039	0.5057911	0.0370047	0.5942345	0.4291984	0.4894979	0.2127832	0.6884071	0.6997715	0.0018262	0.6224043	0.2996663	0.7454092	0.6172872	0.0108803	0.5596678	0.1393652	0.3050106	0.0091524	0.3905729	0.6441921	0.0302537	0.3157272	0.6009196	0.7156380
1000	0.0226125	0.0119131	0.7428843	0.6296436	0.0754262	0.6110955	0.0603089	0.7738797	0.6522175	0.0874084	0.7188532	0.4714231	0.0623367	0.7754115	0.3019615	0.4033207	0.2556339	0.6868920	0.8143291	0.0122131	0.7611311	0.2909908	0.7494906	0.6726158	0.0074559	0.4309000	0.1757060	0.4405469	0.0195894	0.3483521	0.7134066	0.0576083	0.3352735	0.4539153	0.7373901

0	0.0436703	0.0166935	0.8145915	0.6830933	0.1418628	0.7491890	0.0731710	0.8187025	0.7466785	0.0248795	0.7512635	0.4336616	0.0690938	0.6339066	0.3873747	0.5488401	0.1914812	0.7209868	0.7752007	0.0127069	0.7772046	0.2940200	0.8821601	0.8583425	0.0087131	0.5525418	0.1694176	0.4376946	0.0087938	0.3905312	0.6976963	0.0222429	0.3987274	0.6470459	0.6943429
50	0.0059438	0.5195114	0.9150837	0.5827358	0.3115891	0.8021469	0.0652409	0.7560370	0.6967819	0.1778563	0.8154295	0.5293153	0.0695505	0.6619693	0.4416606	0.2908852	0.4118060	0.7218217	0.7110859	0.3149364	0.6909643	0.2821411	0.3450025	0.6580840	0.3123659	0.4703712	0.1261869	0.2628602	0.0025505	0.1418047	0.8092396	0.0449712	0.4315125	0.5723277	0.7082957
100	0.0035481	0.6624334	0.7683232	0.6708866	0.4161020	0.6748509	0.0626412	0.7190535	0.7373022	0.2263275	0.6855119	0.5250308	0.0329374	0.6855512	0.6857341	0.2296001	0.3454588	0.5507049	0.8419368	0.5028450	0.6294761	0.2986900	0.2692008	0.6297548	0.2796404	0.6056675	0.1640378	0.2544570	0.0065752	0.0811735	0.6683069	0.0528501	0.3431476	0.7306396	0.6334664
150	0.0009110	0.8357594	0.6558545	0.6276996	0.3593401	0.7140562	0.0210482	0.7101973	0.7754279	0.1976745	0.7930456	0.5076091	0.0748487	0.6755238	0.4587593	0.1205777	0.3509244	0.6602211	0.5908103	0.5695555	0.4792552	0.2505333	0.2380986	0.6418815	0.3226911	0.6887945	0.1303554	0.0601668	0.0020792	0.1165364	0.7119351	0.0599749	0.3160768	0.7153844	0.7693183
200	0.0062075	0.6185136	0.7473883	0.6476031	0.4256965	0.7276780	0.0256585	0.7007808	0.6962614	0.1592713	0.6914662	0.4985845	0.0566083	0.8071864	0.6545228	0.1211263	0.4334523	0.6936227	0.6689084	0.5632603	0.4757125	0.3003456	0.2867902	0.4521247	0.3080039	0.5931365	0.0904311	0.0764873	0.0046183	0.0965453	0.8711821	0.0289947	0.3289994	0.6877410	0.6821888
250	0.0167009	0.7556769	0.6516725	0.7534299	0.3508778	0.7750462	0.0076230	0.7115497	0.7279776	0.2722106	0.7559850	0.5548265	0.0583779	0.7625202	0.5721231	0.1500059	0.3988623	0.5670952	0.7395083	0.6091203	0.6210340	0.2713298	0.3590102	0.6208317	0.3483773	0.4798523	0.1161522	0.1345910	0.0063135	0.0496490	0.6839763	0.0590652	0.3083147	0.6824358	0.7724772
300	0.0135814	0.7503400	0.6314488	0.7010014	0.3884233	0.6843697	0.0138391	0.6705915	0.7009750	0.1553827	0.6242593	0.4164527	0.0397123	0.7550377	0.5129879	0.1862904	0.4456602	0.7644407	0.7370172	0.5327400	0.5490757	0.2121278	0.3111501	0.6171900	0.3890546	0.5903089	0.1550884	0.1496631	0.0029233	0.0712091	0.6983035	0.0517708	0.3729154	0.7872193	0.6682536
350	0.0349059	0.7267028	0.7286857	0.7153912	0.3048054	0.7189251	0.0118757	0.7896012	0.7258147	0.1998821	0.7435108	0.5163935	0.0564871	0.6995230	0.6123254	0.1380113	0.4426245	0.6776959	0.6606349	0.5260150	0.5173096	0.1999799	0.2732766	0.5345897	0.3557061	0.5830085	0.1551165	0.1857227	0.0130764	0.0816258	0.5821070	0.0178099	0.3599110	0.7167350	0.8340166
400	0.0407289	0.6941906	0.7130095	0.8794606	0.2955838	0.6450118	0.0088858	0.7297161	0.7381106	0.1806237	0.7705311	0.5358759	0.0824793	0.6315027	0.4285110	0.1327025	0.3772627	0.6822825	0.6350781	0.5241463	0.5382982	0.1343014	0.1968445	0.4388067	0.4439420	0.5562846	0.1238648	0.1577138	0.0068152	0.1562434	0.6856507	0.0447392	0.3599053	0.6312516	0.6680422
450	0.0324875	0.7350167	0.6596985	0.5410958	0.4366734	0.8254860	0.0148870	0.6969865	0.7548792	0.1493646	0.7988180	0.5457036	0.0672582	0.6959457	0.5762651	0.1407317	0.3678627	0.5990028	0.6346795	0.6479892	0.4275187	0.1345402	0.2684170	0.3805776	0.3509024	0.5460784	0.1039282	0.1929397	0.0053691	0.0593162	0.6945026	0.0362218	0.3684507	0.7376379	0.6771511
500	0.0757404	0.7100635	0.5622746	0.5479762	0.3614218	0.7569641	0.0231769	0.8437637	0.6693070	0.2154533	0.7066793	0.4229920	0.0793705	0.8304184	0.5831598	0.1442539	0.4491081	0.6770999	0.7341015	0.7031189	0.5534784	0.1712851	0.3187825	0.4096496	0.3118310	0.5916826	0.1440898	0.1477718	0.0095638	0.1052404	0.7382363	0.0324132	0.4073673	0.6612389	0.6689244
550	0.0910818	0.2657060	0.7185298	0.6605790	0.1506483	0.6248034	0.0298417	0.5965880	0.6179852	0.0868753	0.7829998	0.4183518	0.0509993	0.7809229	0.4767149	0.2820152	0.3005083	0.7400947	0.6706441	0.1724331	0.4796663	0.3432143	0.5879990	0.4345172	0.0795461	0.5715998	0.1538437	0.2801939	0.0108049	0.1471578	0.7310735	0.0341128	0.3147651	0.5871103	0.6883254
600	0.0576550	0.1275262	0.7629256	0.5861672	0.1684572	0.7221240	0.0467273	0.5783430	0.7460680	0.0888271	0.7277634	0.4038531	0.0395351	0.6868356	0.4105294	0.3872386	0.1610487	0.6114029	0.7087649	0.0379680	0.5679207	0.3580985	0.8103476	0.5628006	0.0179415	0.4925444	0.1511494	0.2521922	0.0168135	0.2891533	0.7730007	0.0210328	0.3005745	0.7008455	0.6849143
650	0.0667930	0.0816323	0.7138359	0.6736992	0.0974228	0.6597049	0.0159235	0.6829752	0.5569291	0.0541111	0.7300031	0.3556860	0.0660594	0.8293772	0.3266306	0.5172431	0.1654757	0.6407604	0.8566178	0.0066243	0.6200760	0.3628213	0.6938996	0.6402646	0.0055264	0.5011489	0.1195144	0.3723112	0.0021756	0.2865749	0.6743028	0.0115163	0.2805800	0.6986191	0.7107305
700	0.0291970	0.0285106	0.7403012	0.6961232	0.1368763	0.6547554	0.0371980	0.6349340	0.6627913	0.0509024	0.7019184	0.3833076	0.0554275	0.8130492	0.4050965	0.4166891	0.2310646	0.6076857	0.7401785	0.0039848	0.6702848	0.2846354	0.7881491	0.6084391	0.0038885	0.5159479	0.1170872	0.4623189	0.0113440	0.2799771	0.7100283	0.0450059	0.3404825	0.5502715	0.6656097
750	0.0305834	0.0088257	0.7659549	0.5691729	0.0674635	0.6261603	0.0571974	0.7826697	0.7468774	0.0727116	0.7054094	0.4116812	0.0607871	0.7253359	0.3825548	0.5239410	0.2010466	0.5731364	0.6883980	0.0006101	0.7222980	0.3626825	0.6369439	0.6190862	0.0009735	0.6061462	0.1571255	0.3881037	0.0277487	0.3794580	0.6140812	0.0268908	0.2748361	0.6412621	0.7782937
800	0.0278704	0.0090544	0.6316179	0.6112886	0.0564087	0.6661120	0.0429041	0.5948779	0.8436589	0.0584257	0.6643880	0.4285850	0.0602737	0.6566359	0.5095363	0.4134271	0.1759519	0.5664712	0.6080056	0.0032764	0.6699039	0.3509285	0.7468845	0.7821659	0.0000895	0.6624434	0.1917480	0.3617211	0.0174115	0.2785475	0.7847260	0.0310642	0.4545840	0.9017563	0.7617087
850	0.0470330	0.0108456	0.7654088	0.5461855	0.0443711	0.7001973	0.0578376	0.6750217	0.7861534	0.1110254	0.6326618	0.5416723	0.0379831	0.7369852	0.4300840	0.3241615	0.2763684	0.7318149	0.6341571	0.0001130	0.7734698	0.3420969	0.6530745	0.7372034	0.0076695	0.5324948	0.1966028	0.3854860	0.0143285	0.2218218	0.7741190	0.0384557	0.3759973	0.6386929	0.7691626
900	0.0343564	0.0254850	0.7971874	0.6203525	0.0711507	0.5275319	0.0582920	0.6819090	0.7404086	0.0607458	0.7089332	0.4938479	0.0413667	0.7272066	0.4333677	0.3334586	0.2419900	0.6870144	0.9144256	0.0009047	0.5759453	0.2541609	0.8577731	0.6091751	0.0008177	0.5443910	0.1598756	0.4745258	0.0080398	0.2130398	0.7189041	0.0270648	0.3392357	0.6655005	0.7004120
950	0.0506698	0.0276139	0.7519943	0.7219552	0.0844821	0.7055682	0.0489497	0.6559931	0.8229473	0.0640741	0.8005770	0.6130047	0.1054278	0.7577948	0.3994527	0.4460617	0.2450090	0.7643743	0.7622262	0.0014342	0.5720757	0.4292028	0.8635698	0.6564958	0.0082694	0.4506196	0.1100320	0.3362690	0.0079743	0.2441476	0.7953679	0.0376961	0.3444202	0.7560060	0.7175693
1000	0.0227901	0.0346558	0.6341293	0.6469898	0.1385852	0.6568390	0.0716717	0.6955704	0.6390165	0.0546096	0.6042503	0.4587808	0.0626290	0.8279183	0.4813073	0.5071371	0.1223724	0.6245213	0.7429217	0.0066803	0.6324768	0.3399954	0.7211752	0.6401588	0.0054476	0.4747219	0.1611411	0.3272327	0.0091659	0.2760908	0.8039808	0.0360882	0.3834093	0.7656827	0.7155058

0	0.0339567	0.0131977	0.6995835	0.6410567	0.0797239	0.7542042	0.0663047	0.8130776	0.7547962	0.0388397	0.6536554	0.5597369	0.0299327	0.6680222	0.3925044	0.5904587	0.1232050	0.6664736	0.7194094	0.0088141	0.6761164	0.3582882	0.6394139	0.7518792	0.0060574	0.4232216	0.1440442	0.3725326	0.0078165	0.4091728	0.8136055	0.0195440	0.3087557	0.7779928	0.7596327
50	0.0158531	0.0148478	0.8463428	0.2029647	0.5551925	0.7057567	0.0426484	0.6780443	0.8001876	0.0529964	0.3101017	0.4535546	0.0857186	0.6120204	0.3811527	0.5188176	0.2495040	0.6872507	0.7470090	0.0051301	0.7729836	0.4015616	0.8174681	0.5652925	0.0031742	0.4891552	0.1363368	0.3338994	0.0221014	0.1282758	0.3436340	0.0235381	0.3701495	0.7206239	0.6607136
100	0.0337615	0.0120290	0.5929366	0.1155534	0.6806903	0.7454811	0.0155970	0.7074036	0.6260617	0.0260319	0.1835045	0.4609012	0.0569922	0.6439222	0.3326468	0.3131394	0.2664174	0.5882682	0.8602949	0.0113892	0.6378738	0.3382353	0.7354138	0.6737488	0.0182784	0.4998899	0.1151699	0.3946893	0.0074606	0.1112900	0.1532052	0.0330554	0.3794242	0.7179925	0.6750955
150	0.0254439	0.0270312	0.6346544	0.0286506	0.7684490	0.6599201	0.0050712	0.7575531	0.7998665	0.1052280	0.1419140	0.4762926	0.0596751	0.6434060	0.3921580	0.3225880	0.1984184	0.8602269	0.7467620	0.0007246	0.6312965	0.2843540	0.7211828	0.8216749	0.0087475	0.6947433	0.1190509	0.2594483	0.0065253	0.1494975	0.1403678	0.0217530	0.3246663	0.7619376	0.7127801
200	0.0596293	0.0179396	0.7038179	0.0285236	0.5860861	0.6819975	0.0170941	0.7596682	0.6429763	0.0318043	0.1342455	0.5063043	0.0399609	0.6644857	0.2883047	0.2991321	0.3840435	0.7098127	0.6527831	0.0009316	0.7144970	0.4520783	0.6337382	0.6376016	0.0108637	0.6081583	0.0922790	0.3260577	0.0112080	0.0913433	0.0987168	0.0261225	0.3202712	0.6563089	0.8374423
250	0.0518720	0.0217457	0.8764932	0.0228638	0.7503168	0.7031125	0.0160337	0.7728254	0.7466361	0.0480964	0.1944546	0.4581316	0.0461254	0.6730079	0.3609650	0.3952702	0.3235187	0.7214102	0.6072590	0.0003454	0.7457567	0.2853525	0.7506175	0.6091170	0.0066553	0.5674192	0.2385976	0.3406624	0.0135416	0.1247941	0.1209496	0.0169512	0.2513772	0.7158386	0.5450169
300	0.0286790	0.0315940	0.6063362	0.0044254	0.5922760	0.5787995	0.0266087	0.6776302	0.7858465	0.0381353	0.1495025	0.5050570	0.0404330	0.7912865	0.4055608	0.2763936	0.3372148	0.7056574	0.8321277	0.0019780	0.6949170	0.2658824	0.6920802	0.7669867	0.0084498	0.5772014	0.1131405	0.3578674	0.0074910	0.1295635	0.1422853	0.0324448	0.3637018	0.6153590	0.7852829
350	0.0358731	0.0183601	0.6637421	0.0247234	0.5619382	0.6117202	0.0012566	0.8298740	0.7398136	0.1142785	0.1756847	0.4603772	0.0278108	0.6830861	0.3897488	0.2353470	0.3696996	0.6523345	0.7284422	0.0006052	0.6383085	0.2736438	0.7180684	0.7596414	0.0057959	0.6737862	0.1107581	0.3692303	0.0075091	0.1006288	0.1022902	0.0479913	0.2760006	0.5845471	0.6966957
400	0.0323201	0.0282841	0.8070345	0.0060589	0.7168498	0.6875211	0.0130595	0.7069789	0.6477430	0.1079537	0.1786372	0.5280435	0.0347511	0.6634544	0.3875529	0.3058006	0.5044443	0.7332479	0.7910614	0.0039213	0.5904961	0.2424346	0.7143332	0.6206680	0.0051236	0.5731527	0.1579884	0.3431691	0.0245233	0.0549962	0.1127653	0.0346179	0.5065723	0.5899421	0.6897345
450	0.0192823	0.0374631	0.7579672	0.0223880	0.6939545	0.7649710	0.0077936	0.5331622	0.6837328	0.1212577	0.1390268	0.6127159	0.0585813	0.6031752	0.2583432	0.2110689	0.5186017	0.6537102	0.7957078	0.0034066	0.4222982	0.4373196	0.6411033	0.5853328	0.0060910	0.5880388	0.1669371	0.4354724	0.0019364	0.0937628	0.1402982	0.0323897	0.4119317	0.6722160	0.6984761
500	0.0516110	0.0216663	0.7111581	0.0167572	0.5663515	0.6959029	0.0259707	0.6316863	0.6148985	0.0429711	0.1856833	0.4959034	0.0582278	0.6945123	0.3869324	0.2617957	0.4057225	0.6192883	0.7378704	0.0044782	0.4024764	0.5352349	0.6320029	0.5990353	0.0059056	0.5391533	0.1760425	0.4109019	0.0006613	0.0653863	0.1788698	0.0313657	0.3767822	0.6722645	0.6932530
550	0.0344281	0.0187803	0.6963399	0.4187646	0.1671886	0.7721800	0.0227665	0.6179167	0.8021790	0.0613875	0.6106629	0.4679892	0.0753574	0.6473008	0.3094366	0.2747733	0.2662545	0.7502182	0.6470967	0.0014859	0.6115203	0.5390828	0.7146382	0.7979968	0.0135908	0.5176153	0.1589040	0.3693593	0.0042373	0.2228114	0.5746664	0.0330529	0.3453416	0.5920445	0.6657515
600	0.0231639	0.0185294	0.6409495	0.5637187	0.0863735	0.7070065	0.0488252	0.7648231	0.7566620	0.1669783	0.6402581	0.5207515	0.0481454	0.6583289	0.4148779	0.5461507	0.1924916	0.6698780	0.6475399	0.0001569	0.6201712	0.4164273	0.6758881	0.6924859	0.0055856	0.3767325	0.1761715	0.4159191	0.0022121	0.3227080	0.7191396	0.0197851	0.4024605	0.7098637	0.7980340
650	0.0450357	0.0394746	0.7912299	0.5983303	0.0780468	0.5497883	0.0326000	0.7650081	0.7111900	0.0852982	0.5589013	0.5033974	0.0333638	0.6689230	0.2284369	0.4868889	0.2167635	0.6811586	0.6523917	0.0034279	0.6445570	0.4307526	0.5851290	0.6757158	0.0049947	0.4318488	0.1333309	0.4154670	0.0093157	0.3062878	0.6989274	0.0658314	0.3142706	0.6213876	0.7078314
700	0.0229846	0.0403113	0.8172641	0.6662606	0.0997016	0.7722153	0.0936810	0.7564210	0.6626266	0.0473789	0.6941658	0.4554136	0.1152267	0.7248636	0.3569897	0.3758322	0.1733651	0.6722467	0.7373521	0.0021638	0.7098167	0.3423915	0.7699555	0.5816939	0.0159217	0.4349882	0.2265124	0.3865518	0.0097543	0.2063652	0.7070466	0.0344569	0.3230547	0.6036736	0.6536309
750	0.0397848	0.0304512	0.5405187	0.7860153	0.0905288	0.8321873	0.1380128	0.6985100	0.6870161	0.0318035	0.7777563	0.3642575	0.0436005	0.7282760	0.3104026	0.3979715	0.1701523	0.5433934	0.7072164	0.0003593	0.6607705	0.3303883	0.6740410	0.6052836	0.0042330	0.4555677	0.1671935	0.4617733	0.0515301	0.3703237	0.7107231	0.0441092	0.3660452	0.5477158	0.6031721
800	0.0292271	0.0105727	0.7606133	0.7748352	0.0906206	0.7970052	0.0374798	0.6939395	0.6640969	0.0593361	0.7411997	0.4155683	0.0489127	0.6079797	0.4330356	0.5992606	0.1345213	0.5959259	0.8080279	0.0056254	0.7220771	0.4374287	0.6641849	0.7150197	0.0049896	0.4102683	0.1133969	0.3871205	0.0121609	0.3818657	0.8193919	0.0348216	0.3310888	0.6053336	0.5863575
850	0.0293804	0.0215748	0.6433080	0.5156704	0.1102707	0.6163267	0.0571757	0.8057137	0.6408215	0.0640496	0.5410161	0.4008935	0.0688544	0.7008165	0.3604642	0.4903668	0.2032337	0.7179118	0.6721342	0.0010538	0.6973934	0.3545309	0.6120232	0.7315296	0.0057144	0.4910251	0.1700612	0.5015550	0.0049584	0.3222693	0.7761378	0.0313134	0.3306352	0.5374869	0.7680658
900	0.0295302	0.0238415	0.6575830	0.5753918	0.1043651	0.8497350	0.0571508	0.6657503	0.6947861	0.1662598	0.6892226	0.5081145	0.0460743	0.7620028	0.3418932	0.4533318	0.2817016	0.8061862	0.6188326	0.0009106	0.8432408	0.3857355	0.7738296	0.7555165	0.0178195	0.5000588	0.1338985	0.4655264	0.0029321	0.3000622	0.7987814	0.0267049	0.3106282	0.6296134	0.6585098
950	0.0156246	0.0273471	0.7593672	0.6996328	0.0572050	0.7882843	0.0488497	0.6846969	0.8821103	0.0811178	0.8449897	0.5109792	0.0613099	0.7016183	0.3198908	0.4968389	0.1776445	0.7900873	0.5775499	0.0056097	0.6022123	0.2625678	0.6983870	0.6716462	0.0072067	0.4329072	0.1150384	0.4109366	0.0114956	0.2854850	0.7124712	0.0408527	0.3938143	0.7461888	0.7409015
1000	0.0440511	0.0071784	0.8086462	0.6575198	0.0507213	0.6906636	0.0456936	0.7229992	0.7102630	0.0576377	0.6950822	0.4977531	0.0468416	0.7124532	0.3950413	0.3876649	0.1704749	0.6710390	0.7191008	0.0056570	0.7170211	0.3781690	0.6155277	0.7096243	0.0110658	0.4806279	0.0804139	0.4206224	0.0007921	0.3114673	0.7659827	0.0561554	0.4012558	0.7482154	0.7207088

0	0.0418182	0.0157068	0.8521832	0.7178602	0.0662841	0.8560701	0.0689666	0.9030523	0.7449029	0.0660779	0.6326258	0.4178390	0.0496016	0.7063455	0.4613187	0.5833337	0.1241844	0.7043098	0.7532146	0.0141121	0.7618823	0.2818873	0.8633780	0.6707584	0.0033532	0.3942409	0.1153991	0.4191995	0.0043456	0.3904590	0.7179653	0.0472244	0.3376018	0.6920864	0.8100160
