"Time"	G1	G10	G2	G20	G17	G16	G4	G8	G18	G94	G9	G95	G11	G56	G3	G98	G7	G46	G6	G36	G37	G100	G38	G34	G35	G5	G19	G14	G13	G12	G41	G44	G49	G39	G22	G21	G50	G15	G51	G53	G52	G55	G42	G54	G45	G40	G47	G48	G72	G67	G61	G43	G57	G60	G59	G99	G58	G80	G81	G83	G88	G82	G89	G79	G84	G75	G86	G78	G77	G85	G90	G91	G93	G69	G92	G87	G68	G27	G96	G97
450	0.5752856	0.1129740	0.0478871	0.3815054	0.0079388	0.0294041	0.0667255	0.2961262	0.5585630	0.5805201	0.3895297	0.4651724	0.0907025	0.7296482	0.5583949	0.7145601	0.6432502	0.4080179	0.6849074	0.8050609	0.0776719	0.6865277	0.6496807	0.7003148	0.4342631	0.0898654	0.3939088	0.6787189	0.8315331	0.7886732	0.3916605	0.0061982	0.2886735	0.0484564	0.2892344	0.2711188	0.7068852	0.4906817	0.2215064	0.5783361	0.4738941	0.5487970	0.0110040	0.4363715	0.4325606	0.3284194	0.2494367	0.1747724	0.3131704	0.0864463	0.4041356	0.4095547	0.4754877	0.5952335	0.3962333	0.6951472	0.5980082	0.5146359	0.5302156	0.5937252	0.0440360	0.6960020	0.0499264	0.3080083	0.5054131	0.0021266	0.2355771	0.2288938	0.5527018	0.5961281	0.4822748	0.6835452	0.5347187	0.5082712	0.0338879	0.3244816	0.3714343	0.2184874	0.7237935	0.7684772
500	0.5345445	0.0374319	0.0492251	0.3963605	0.0064165	0.0592172	0.0707060	0.2847727	0.4448585	0.5599715	0.3888699	0.4964183	0.0915863	0.7179291	0.5907483	0.8824681	0.7466205	0.4007073	0.4901643	0.7834586	0.0713184	0.8389370	0.5557619	0.5053270	0.5105757	0.0807255	0.2714787	0.6053981	0.8402446	0.6401920	0.4539147	0.0108691	0.3125583	0.0540402	0.2202665	0.1482682	0.6814658	0.5654307	0.3569950	0.5869198	0.4841557	0.5221541	0.0165400	0.4906784	0.4654629	0.2488600	0.2688694	0.1581434	0.2170915	0.1091631	0.4747915	0.4631080	0.5310340	0.6327796	0.3394735	0.6960988	0.6696370	0.5012339	0.5682289	0.4841406	0.0657836	0.6752230	0.0741375	0.3159519	0.5370368	0.0005879	0.1917744	0.1933697	0.5485437	0.5359956	0.4499956	0.4924423	0.5851971	0.5314355	0.0775360	0.3972415	0.3009641	0.1692069	0.7007692	0.6790890
550	0.5093863	0.0153393	0.2850989	0.4731626	0.0047409	0.3391123	0.0573004	0.3134686	0.2071850	0.7124907	0.2771945	0.5222638	0.2199611	0.5855491	0.6560185	0.8163306	0.8064932	0.4506554	0.2951167	0.7570870	0.0685697	0.7875922	0.6519907	0.6527791	0.1889872	0.1046189	0.2944422	0.3760891	0.6948908	0.5813033	0.3496259	0.0057095	0.3538523	0.0135918	0.2337723	0.1193878	0.7458763	0.6276613	0.2391167	0.5459839	0.1035973	0.4712135	0.0075485	0.4022033	0.4707679	0.2386807	0.1813011	0.2130127	0.7029989	0.1308694	0.5273441	0.6730202	0.5312474	0.5052890	0.2948620	0.5984025	0.3686865	0.5502140	0.5010795	0.4201153	0.0755669	0.7265285	0.0315613	0.2127961	0.5374688	0.0214842	0.2513099	0.1655158	0.5385130	0.5193050	0.5749893	0.5365783	0.4532957	0.5904208	0.0315089	0.4300984	0.3452336	0.2579685	0.7337376	0.7521683
600	0.6095349	0.0226771	0.3123331	0.4087131	0.0173717	0.4035372	0.0588933	0.1770619	0.1412446	0.5257235	0.3008549	0.5611723	0.2485115	0.6420237	0.6709189	0.7084018	0.7313443	0.3358000	0.3246875	0.6242745	0.0648460	0.6314065	0.6118599	0.7575324	0.2025147	0.1048538	0.3780658	0.3693607	0.6629537	0.6040143	0.4293248	0.0038560	0.2486827	0.0187350	0.1673589	0.1728369	0.6646802	0.6225366	0.2756931	0.5428794	0.0723947	0.4571837	0.0084149	0.5378578	0.4208720	0.2535120	0.2508125	0.2126187	0.7402645	0.3726793	0.4829670	0.5022739	0.4727073	0.5671829	0.3459888	0.7060297	0.3468781	0.5512774	0.5305967	0.3970070	0.0816027	0.8217668	0.0542305	0.2296231	0.6240582	0.0239896	0.2842280	0.1620799	0.5662469	0.5711942	0.5638083	0.5908248	0.4793178	0.4878508	0.0525185	0.3635445	0.3525095	0.2835937	0.8430489	0.7392967
650	0.5939053	0.0412504	0.2728325	0.4012697	0.0217459	0.3796266	0.0496353	0.2938758	0.0616724	0.6808411	0.4012851	0.4438220	0.2949268	0.8104985	0.5659605	0.7522563	0.7057533	0.4083950	0.3644742	0.6694311	0.0577410	0.6622448	0.6515377	0.6754563	0.1492045	0.1187214	0.2752310	0.3013453	0.6519703	0.5905151	0.3735472	0.0127073	0.2662226	0.0484470	0.0978624	0.1708337	0.8004496	0.7682705	0.2207865	0.6179470	0.0476487	0.5692502	0.0160589	0.6328093	0.4843013	0.3203886	0.2656029	0.2064791	0.6005783	0.4588088	0.4223438	0.5403099	0.4884581	0.7342820	0.3756311	0.6412909	0.3521290	0.5009432	0.5246979	0.4215491	0.0750193	0.7982216	0.0427336	0.2062465	0.4848393	0.0260310	0.1451153	0.1659530	0.5232979	0.4749132	0.5483539	0.6063857	0.5386064	0.6049163	0.0413882	0.2922329	0.4071571	0.1237321	0.6554732	0.6231188
700	0.6151785	0.0416062	0.2717946	0.3289816	0.0191230	0.4845537	0.0733620	0.3228722	0.0438112	0.6944883	0.3478350	0.4940412	0.3128461	0.8193603	0.7442171	0.6848864	0.6316308	0.4554448	0.2960744	0.6655532	0.0790993	0.8402011	0.5384852	0.6798999	0.1274260	0.0973913	0.3709760	0.2992518	0.7367134	0.6190107	0.5000366	0.0038728	0.3141418	0.0457186	0.1656890	0.1423871	0.6782700	0.7283924	0.2004859	0.4656299	0.0258631	0.5519355	0.0056433	0.5424609	0.4317348	0.2058342	0.2135500	0.2852861	0.7649757	0.4225983	0.5082717	0.7079940	0.5925388	0.6293021	0.1895589	0.8383017	0.3861733	0.4996135	0.5973816	0.3872489	0.0606116	0.6874289	0.0506522	0.2653573	0.4330876	0.0275124	0.1915907	0.1361867	0.6956159	0.5749719	0.4818757	0.5689780	0.4604152	0.6159429	0.0558485	0.3748885	0.3650026	0.1820038	0.6367118	0.6962372
750	0.5860332	0.0275296	0.2865716	0.2877795	0.0154694	0.4299667	0.0515203	0.3602876	0.0852154	0.7846577	0.3753156	0.4345046	0.1636827	0.7644554	0.7715947	0.6132027	0.5924890	0.4642057	0.2955087	0.8304645	0.0900781	0.6615248	0.6004643	0.7330480	0.1508170	0.1059254	0.3548712	0.3491485	0.8297949	0.7234429	0.3775556	0.0041933	0.2647480	0.0919710	0.1223224	0.1469284	0.5989916	0.6578868	0.2533334	0.5790666	0.0317997	0.4654807	0.0086094	0.4868730	0.3446098	0.1980598	0.1571320	0.2174614	0.6923019	0.4624269	0.4920260	0.4839469	0.4051730	0.6393414	0.2441576	0.8014642	0.3363437	0.6250161	0.4508606	0.3727834	0.0686030	0.7587368	0.0299233	0.2200623	0.5697212	0.0104807	0.2066314	0.1839896	0.6186151	0.4741192	0.4354140	0.5786760	0.5390906	0.5554722	0.0322130	0.3968620	0.3397823	0.2039987	0.6399082	0.6144340
800	0.5717136	0.0211883	0.2874605	0.3302192	0.0225654	0.4492961	0.0596069	0.3650554	0.0265592	0.6649641	0.5315355	0.5483505	0.2062876	0.6472545	0.6600395	0.7448360	0.7659659	0.4538766	0.2840651	0.7529435	0.0552943	0.6741036	0.6132796	0.6998020	0.1934484	0.1258444	0.3309446	0.2713740	0.6347363	0.7171874	0.3759001	0.0040180	0.3134920	0.0311303	0.2031066	0.1702252	0.7685718	0.6276355	0.2322231	0.4922065	0.0296604	0.5260787	0.0095753	0.5271587	0.3561733	0.3233744	0.1914224	0.1924904	0.6327778	0.4457496	0.4650820	0.3207154	0.4740051	0.6376626	0.3318000	0.7519488	0.3516719	0.5626181	0.5311230	0.3490655	0.0810268	0.7060122	0.0393864	0.2304870	0.4291750	0.0196316	0.2082773	0.1567603	0.6637850	0.6739677	0.4769822	0.6079119	0.4867239	0.5104744	0.0303578	0.4004707	0.3410745	0.3181165	0.7321068	0.5889931
850	0.5253166	0.0256955	0.3079328	0.2646887	0.0083847	0.4894246	0.1142226	0.3485672	0.0366944	0.6931732	0.3394703	0.5196700	0.1241299	0.7303025	0.6572009	0.6523164	0.6489050	0.5143478	0.3669676	0.8375316	0.0708796	0.6702560	0.6744087	0.5625995	0.2316041	0.0882536	0.3863591	0.4321750	0.8421344	0.5956292	0.4989401	0.0098620	0.2089515	0.0124309	0.2383844	0.2366656	0.7123563	0.6607094	0.2565597	0.5324887	0.0620345	0.4827398	0.0065294	0.5312175	0.3744845	0.3568189	0.2168397	0.2329524	0.6000865	0.5171630	0.4475126	0.3743523	0.5166573	0.6524697	0.3341166	0.7411635	0.3678052	0.6516158	0.5240769	0.3209970	0.0550684	0.6653751	0.0439890	0.2455529	0.5858575	0.0162747	0.1568920	0.0956374	0.7182999	0.5244657	0.5374359	0.5697362	0.4489619	0.5330334	0.0298400	0.4587734	0.3748488	0.1817528	0.6500651	0.6582577
900	0.5318857	0.0189945	0.3438791	0.3820938	0.0221432	0.4023526	0.0564266	0.2331021	0.0596847	0.6526430	0.3385698	0.3844101	0.2219548	0.6790470	0.6078170	0.6821594	0.6589574	0.3648476	0.3318611	0.7857230	0.0410084	0.7198330	0.6631189	0.6533835	0.2412918	0.1441449	0.4257789	0.3487870	0.7760941	0.6354830	0.4725652	0.0019747	0.2488533	0.0363740	0.2136961	0.1677008	0.8353841	0.5604230	0.2576025	0.5943041	0.0268089	0.6008452	0.0111754	0.4390626	0.4712258	0.2817003	0.2222200	0.2305343	0.7386201	0.4340039	0.4706699	0.4331668	0.4351109	0.6857336	0.2360118	0.5280830	0.3745188	0.5537909	0.5153776	0.3549491	0.0761369	0.6531249	0.0494325	0.3012494	0.5660732	0.0279394	0.2371380	0.0900362	0.6788005	0.5432814	0.5382397	0.5513870	0.5200458	0.4263811	0.0344333	0.4005777	0.3780037	0.1993779	0.6443529	0.6935886
950	0.6098579	0.0121739	0.4826040	0.3797496	0.0060815	0.5032045	0.1056346	0.3558721	0.0710273	0.7675176	0.4240992	0.5175960	0.3090921	0.7007760	0.7974056	0.6136629	0.6988481	0.4205934	0.3020913	0.7596049	0.0677857	0.7443228	0.5764630	0.7810346	0.1151636	0.1205551	0.3484553	0.4510639	0.8218157	0.6334619	0.4814465	0.0033186	0.3187374	0.0530260	0.2381487	0.2226028	0.6496813	0.7434116	0.1860285	0.5002229	0.0488032	0.4937561	0.0055238	0.3790150	0.4283035	0.2654219	0.1822149	0.1644577	0.6626766	0.4341289	0.4175369	0.4568485	0.5781640	0.6660679	0.3444813	0.6815048	0.4169030	0.5876203	0.4683786	0.3365579	0.0534292	0.6984251	0.0438563	0.2759439	0.6225415	0.0371532	0.1992722	0.0911712	0.5295823	0.5196209	0.6461833	0.5146175	0.4628227	0.4521018	0.0410893	0.4071283	0.3453434	0.1190310	0.6556576	0.7135363
1000	0.4805276	0.0284876	0.2659377	0.3635968	0.0050515	0.4245960	0.0719066	0.4604103	0.0636176	0.6865275	0.3185820	0.5408056	0.2780346	0.6633923	0.5571695	0.6767527	0.6524931	0.4215207	0.3153169	0.6843051	0.0805772	0.6595123	0.6262486	0.6592221	0.1617692	0.1354140	0.3453216	0.3071901	0.6785107	0.6912847	0.3782013	0.0077104	0.2599631	0.0441974	0.2486311	0.2618824	0.7156338	0.5820391	0.2973422	0.6171915	0.0325791	0.6748113	0.0068572	0.4624771	0.3943347	0.2611052	0.1752455	0.1892231	0.6902007	0.4457377	0.3590784	0.4142312	0.5256488	0.6854920	0.2521240	0.8571410	0.3980456	0.4185929	0.5236899	0.3314540	0.0605628	0.7934556	0.0538004	0.2287871	0.5735896	0.0086699	0.2241462	0.1561264	0.6332117	0.4962904	0.5327794	0.6712514	0.5796043	0.4759105	0.0384104	0.4923358	0.3959216	0.1707433	0.7929738	0.6759214

0	0.4635366	0.0097433	0.2700701	0.4129234	0.0400108	0.4152736	0.0586067	0.3001123	0.0130991	0.6678173	0.3848469	0.5164166	0.1950468	0.7778628	0.6838758	0.7251589	0.6393692	0.4922577	0.4547657	0.5972064	0.0394582	0.6756135	0.5882288	0.8000336	0.1890734	0.1448691	0.4113240	0.4111768	0.6535247	0.6134811	0.4221471	0.0192503	0.3229582	0.0176861	0.2184402	0.1408756	0.8622185	0.6926862	0.3381973	0.5528078	0.0231185	0.5865419	0.0293663	0.6283728	0.3589826	0.2572196	0.1643869	0.1524468	0.7788163	0.5050313	0.4352700	0.4798693	0.5330428	0.6858745	0.3874193	0.6154979	0.4138360	0.4596667	0.5396372	0.3996303	0.0348758	0.7317920	0.0547799	0.2769079	0.5692805	0.0130927	0.1231830	0.1472753	0.6001755	0.4876848	0.4640599	0.4849806	0.5026051	0.5527613	0.0435249	0.3505978	0.4533005	0.2601953	0.6684111	0.4620987
50	0.6021433	0.0301042	0.3151774	0.3682223	0.0112360	0.2242718	0.1089523	0.3742337	0.0646196	0.2036102	0.4335191	0.4825277	0.1795193	0.3335509	0.7166968	0.6594937	0.5120254	0.3602442	0.3308739	0.7051096	0.2115020	0.6466819	0.4805421	0.7066946	0.1170343	0.0344176	0.2856255	0.2824581	0.6590892	0.1984370	0.3995443	0.0075467	0.3192055	0.0482252	0.4234829	0.2037596	0.4319974	0.6195374	0.2489904	0.5925506	0.0528554	0.6230326	0.0145404	0.4275414	0.5920397	0.2185793	0.2758018	0.1858627	0.6758181	0.4537056	0.4519778	0.3958007	0.4106061	0.5962769	0.2687140	0.3394109	0.6754453	0.4750920	0.5002499	0.4799803	0.2467598	0.6353230	0.0323264	0.2190730	0.3788738	0.0395378	0.1372161	0.1381582	0.6689511	0.6782269	0.3868676	0.5824255	0.5175456	0.4395543	0.0280194	0.1409101	0.5908003	0.1598182	0.7556885	0.7640048
100	0.3702471	0.0244573	0.3436464	0.3324026	0.0065549	0.1879134	0.0703115	0.3304956	0.1017565	0.0894648	0.3683516	0.3883928	0.6303875	0.2316629	0.6116858	0.5910053	0.5598010	0.3642637	0.3150901	0.7367245	0.2858239	0.6588737	0.6918130	0.8135129	0.1205150	0.0142233	0.4764937	0.3618860	0.6437099	0.0465244	0.2686495	0.0080799	0.5871622	0.0303376	0.5699799	0.2243659	0.4337927	0.6652703	0.1362017	0.6276176	0.0255525	0.5856917	0.0241619	0.2582552	0.4636658	0.0872700	0.2129522	0.2366818	0.7453777	0.4199643	0.3952409	0.4966120	0.5086750	0.7450263	0.2267526	0.2829097	0.6925531	0.6062640	0.4871207	0.6127978	0.2377903	0.7875308	0.0291015	0.1971514	0.3946645	0.0805591	0.0770548	0.1014591	0.7000871	0.5504301	0.4790711	0.6051088	0.5204372	0.4616904	0.0135015	0.0742186	0.5405003	0.1303059	0.6971303	0.6747273
150	0.1361960	0.1025197	0.4991299	0.2506207	0.0030932	0.1853403	0.0175937	0.5572379	0.0928293	0.0942624	0.3704668	0.3862863	0.6164467	0.1181342	0.7485277	0.5883598	0.6265431	0.4858288	0.2552376	0.6378772	0.2630346	0.6688043	0.7010465	0.6751539	0.0521430	0.0046971	0.3354907	0.2125302	0.6791007	0.0230865	0.1761828	0.0143942	0.5791234	0.0354795	0.6893888	0.2599325	0.4119754	0.5761211	0.1276167	0.5066878	0.0597697	0.4266014	0.0050083	0.1330955	0.6196276	0.0741685	0.1483967	0.1797036	0.7275784	0.4323480	0.5137467	0.6226799	0.3979084	0.7083658	0.2677939	0.1242137	0.6277784	0.6148283	0.5658224	0.6605569	0.2995685	0.6605195	0.0673198	0.1727472	0.5927809	0.0353886	0.1708211	0.1338822	0.6270727	0.6378206	0.3727195	0.7274986	0.6031317	0.4237614	0.0215612	0.0662078	0.7045679	0.1222954	0.6947771	0.6979589
200	0.0468374	0.3168499	0.7007228	0.2151180	0.0033797	0.3007861	0.0197754	0.4256356	0.0414513	0.0810659	0.3545804	0.3022874	0.6104990	0.0506056	0.7402696	0.6813466	0.5729441	0.5101085	0.3152225	0.7257212	0.2291163	0.6832073	0.6741767	0.6699338	0.0404770	0.0021095	0.2206431	0.3036438	0.7326731	0.0164393	0.1146375	0.0126154	0.7330378	0.0339402	0.6481382	0.2540038	0.4730315	0.5998090	0.1472040	0.4530555	0.0322591	0.5283143	0.0022599	0.0727184	0.5837944	0.0834788	0.1675982	0.1692703	0.7774789	0.4415803	0.4154222	0.6351618	0.5290668	0.6123978	0.1800048	0.1383845	0.7100218	0.6053916	0.5928716	0.6781973	0.2528179	0.6218305	0.0605538	0.1631295	0.4818588	0.0588390	0.1132762	0.0958591	0.6161607	0.6295813	0.3645522	0.7809078	0.5059450	0.5989633	0.0246630	0.0395398	0.7074404	0.1707719	0.6735016	0.7133260
250	0.0132629	0.6075758	0.7652952	0.0992545	0.1426565	0.3466864	0.0352466	0.5907532	0.0689883	0.0513212	0.4719597	0.3351103	0.6046076	0.1197011	0.7307517	0.4985607	0.4040580	0.4889765	0.2856161	0.8040389	0.2321468	0.6010220	0.5447830	0.7880570	0.0630415	0.0039157	0.2175800	0.3754087	0.7386227	0.0098299	0.0853384	0.0073417	0.6422350	0.0308064	0.7097639	0.2668834	0.4031872	0.6421002	0.2732739	0.4585924	0.0621502	0.5036493	0.0087934	0.1116143	0.5285561	0.0697101	0.1602979	0.2717178	0.6643615	0.4792797	0.4337727	0.5626180	0.4848002	0.6937086	0.2220976	0.1298405	0.7343175	0.6081262	0.5467694	0.6406994	0.3237412	0.5481098	0.0466140	0.1640835	0.5828020	0.0102854	0.1539469	0.1367984	0.5919171	0.5741450	0.3666598	0.5940185	0.4624568	0.4582537	0.0352436	0.0339747	0.6404326	0.2058014	0.7001298	0.7241661
300	0.0104125	0.6427738	0.6298197	0.0625349	0.2200262	0.3733078	0.0044841	0.5847843	0.0363264	0.0887235	0.4290274	0.2803452	0.7786779	0.1213964	0.8239293	0.5864068	0.3708265	0.4721220	0.3276721	0.6156117	0.3366786	0.7002088	0.5757916	0.7342185	0.0789475	0.0043392	0.2340760	0.5334420	0.7006707	0.0205371	0.0926925	0.0038163	0.5164805	0.0260383	0.6838319	0.2872877	0.3801232	0.7097490	0.3332600	0.3520228	0.0320286	0.4659924	0.0031620	0.1062873	0.5304878	0.0694524	0.1672812	0.1831580	0.5711746	0.3746160	0.4322268	0.6630458	0.4583580	0.5382016	0.2294346	0.0985322	0.6319115	0.6696945	0.5059101	0.6610103	0.2964226	0.7721941	0.0528036	0.1451586	0.5031236	0.0305871	0.1425260	0.0676423	0.7070254	0.5754750	0.4093040	0.6965870	0.4926766	0.4311943	0.0238700	0.0343409	0.7000229	0.2073514	0.5957896	0.6657201
