"Time"	G1	G3	G5	G22	G4
700	0.6999434	0.4713730	0.1850997	0.8722419	0.8681363
750	0.7827610	0.3807903	0.0657064	0.7808303	0.7705730
800	0.7031511	0.4800949	0.1181238	0.8225189	0.7426067
850	0.8107997	0.4689348	0.1336061	0.7423431	0.8120446
900	0.8489808	0.5061328	0.0917780	0.6168868	0.6634139
950	0.6752237	0.4029895	0.1390888	0.8130656	0.7946289
1000	0.7401958	0.4413102	0.1243916	0.8847339	0.6949093

0	0.6838562	0.6353788	0.1061891	0.8255435	0.9428140
50	0.7562266	0.5897190	0.0690519	0.6596250	0.6705717
100	0.5344601	0.4373778	0.0957437	0.6445936	0.7335361
150	0.5899337	0.4458028	0.2779934	0.7705730	0.8846528
200	0.6448439	0.4315281	0.1245454	0.6224994	0.7770899
250	0.5181832	0.3199963	0.1418346	0.6173038	0.8426516
300	0.6775723	0.3392762	0.1123454	0.7862290	0.5974388
350	0.8689752	0.3310014	0.1653084	0.8020577	0.6346851
400	0.5646925	0.4151416	0.1637651	0.6417908	0.7048193
450	0.6160238	0.3983338	0.1811005	0.6803622	0.7933996
500	0.6493491	0.3221650	0.1300553	0.6983167	0.6123011
550	0.7610984	0.4156726	0.1832773	0.7393770	0.6663279
600	0.8669216	0.3854833	0.1322190	0.8375361	0.6064915
650	0.7057948	0.5628641	0.1259732	0.7767305	0.9092747
700	0.8049366	0.5451655	0.1237101	0.8079706	0.7917654
750	0.8326928	0.4506424	0.1069395	0.5980739	0.7325261
800	0.6640908	0.4571727	0.1039532	0.8364389	0.7020151
850	0.6790887	0.4900996	0.0993795	0.7930350	0.7259526
900	0.7768836	0.4468295	0.1586242	0.9308332	0.8234974
950	0.6723804	0.4236473	0.1351297	0.7496060	0.6726629
1000	0.7312090	0.4871309	0.1162657	0.8979082	0.7957698

0	0.7641958	0.5186352	0.1085225	0.7858606	0.7108725
50	0.5578916	0.5445992	0.1125267	0.7894103	0.7739432
100	0.4482688	0.3744573	0.2001676	0.8889215	0.7938931
150	0.4612124	0.3588636	0.1698107	0.9144956	0.8066676
200	0.5437501	0.3115325	0.0869871	0.7099888	0.6883576
250	0.4833696	0.2041716	0.1438465	0.7674140	0.5770858
300	0.4475774	0.2539633	0.1834725	0.8148409	0.6117199
350	0.3595339	0.3206403	0.2237589	0.9032621	0.7269159
400	0.4058641	0.2146573	0.1318940	0.8565929	0.6470515
450	0.3548209	0.2857328	0.2075990	0.7492133	0.5567964
500	0.3550191	0.2453978	0.1903956	0.7697939	0.4360293
550	0.5946732	0.3197666	0.1647131	0.8102672	0.6194243
600	0.7329532	0.4007241	0.1188084	0.7717966	0.6023785
650	0.9439213	0.3678883	0.0970462	0.7869046	0.6561371
700	0.9080031	0.4770692	0.1893491	0.9144500	0.7294520
750	0.5686859	0.3202808	0.1688566	0.7002817	0.8051345
800	0.7523921	0.6318890	0.1562266	0.8694184	0.7159126
850	0.6757916	0.5172389	0.2132859	0.8507941	0.7545419
900	0.6072491	0.5378443	0.1172884	0.9115755	0.7996055
950	0.8217104	0.3774381	0.1758338	0.7599808	0.7898416
1000	0.6564951	0.6116595	0.0736821	0.6973272	0.6321716

0	0.8685108	0.5309781	0.1242247	0.7689982	0.8875632
50	0.6899452	0.5347239	0.1205434	0.9604498	0.8504627
100	0.7902434	0.5111276	0.1690444	0.6869531	0.8137124
150	0.8087595	0.4524592	0.1211884	0.8304456	0.7696330
200	0.7402920	0.3924928	0.0923685	0.7731363	0.6827965
250	0.8295375	0.4221884	0.1114274	0.7703446	0.7978525
300	0.7338928	0.5301644	0.1980313	0.8016377	0.8715763
350	0.7166906	0.5381968	0.1045061	0.7613484	0.7238703
400	0.7737684	0.5509009	0.1260453	0.7180651	0.7376896
450	0.8826120	0.4496396	0.1901197	0.8055565	0.7334501
500	0.6983343	0.4444479	0.1463881	0.7519129	0.7563936
550	0.8035387	0.5767291	0.1092095	0.6565387	0.8879571
600	0.8069210	0.5183054	0.1246341	0.7559517	0.7906956
650	0.9517022	0.5032921	0.1557163	0.6989846	0.7271178
700	0.7355466	0.3451660	0.2198076	0.8163840	0.7058665
750	0.9520076	0.4877833	0.0911320	0.7760100	0.6449237
800	0.9195805	0.4451571	0.0984416	0.7666286	0.7855491
850	0.7676467	0.4430707	0.1436304	0.7830390	0.7424008
900	0.8344455	0.4885933	0.1121127	0.8024034	0.7301281
950	0.8442992	0.5373559	0.1200405	0.7704157	0.8670342
1000	0.7061037	0.4992194	0.1692583	0.7313450	0.7135788
