"Time"	G1	G10	G2	G20	G17	G4	G16	G9	G8	G11	G18	G94	G95	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G14	G15	G12	G44	G41	G22	G21	G50	G13	G51	G53	G52	G42	G55	G39	G49	G40	G45	G54	G47	G48	G61	G57	G43	G72	G67	G60	G59	G99	G58	G79	G81	G88	G83	G89	G82	G80	G84
450	0.3417462	0.4180384	0.2680968	0.7231001	0.6428819	0.6540105	0.0576592	0.4964828	0.4350000	0.4472227	0.3483903	0.8180945	0.7488727	0.6405289	0.0241567	0.2673755	0.0114354	0.4040750	0.4669917	0.4045293	0.0061250	0.0263236	0.1395350	0.1671469	0.1272097	0.6184932	0.1200503	0.2867743	0.1867158	0.3387488	0.2741973	0.6132491	0.0239874	0.2330684	0.3086382	0.4762516	0.0000064	0.1385952	0.6746060	0.5428861	0.3300365	0.5418891	0.3053498	0.6774839	0.3914896	0.7674994	0.6163203	0.5457983	0.0995726	0.2983099	0.3817995	0.7163381	0.3806891	0.6461029	0.7365022	0.6275034	0.4926442	0.6491211	0.5765274	0.3322609	0.5793897	0.3077187	0.3055075	0.0565833	0.5740399
500	0.3526807	0.3530758	0.2276096	0.6627990	0.6461121	0.6391918	0.0130126	0.5666862	0.4763291	0.5215524	0.4167942	0.6874697	0.6955714	0.7363134	0.0382454	0.3949561	0.0027341	0.4538551	0.5311838	0.3822993	0.0125384	0.0193756	0.1981402	0.1192524	0.1393173	0.5815903	0.1241514	0.2367768	0.1475927	0.1905918	0.2125147	0.5831790	0.0495733	0.2171473	0.2952741	0.3586426	0.0000509	0.1188130	0.6526864	0.5522055	0.3325295	0.5813762	0.2051468	0.5474116	0.2911412	0.6965625	0.5941791	0.7918112	0.1354054	0.2568607	0.5810168	0.9103057	0.4436518	0.6778230	0.6412018	0.7453700	0.5402959	0.7552893	0.7198992	0.3987740	0.6094390	0.5094979	0.2565774	0.0334292	0.5136940
550	0.2805587	0.3613305	0.2194083	0.5720434	0.6142284	0.4543113	0.0238290	0.2598897	0.5640181	0.4434574	0.3158876	0.6464964	0.7315970	0.7252331	0.0222694	0.2527842	0.0213564	0.5680157	0.1226646	0.3494168	0.0297540	0.4660932	0.1503823	0.1170195	0.4844916	0.5226898	0.2065060	0.3393587	0.1286679	0.4099929	0.1793831	0.6442896	0.0514013	0.3349452	0.3929957	0.4096675	0.0009129	0.1480945	0.8602642	0.5716826	0.3274161	0.5403230	0.2814364	0.7438718	0.4650576	0.5408120	0.5870190	0.6069649	0.1431117	0.2915905	0.4454843	0.7453889	0.4353313	0.4263294	0.6427408	0.6596988	0.4769398	0.7836636	0.3406100	0.3445747	0.4281268	0.3861731	0.2331364	0.1293143	0.4104086
600	0.3168417	0.4053188	0.2903863	0.6868764	0.5996908	0.5129301	0.0231863	0.1034097	0.5947643	0.5690986	0.3347014	0.8866469	0.7476820	0.6427186	0.0069073	0.1243737	0.0159047	0.5674118	0.2415339	0.6596215	0.3000765	0.6818222	0.1332473	0.1182754	0.5485897	0.6225959	0.1507385	0.4164736	0.0969080	0.3236947	0.2364740	0.5204070	0.0717508	0.3507575	0.3976036	0.3914989	0.0152473	0.2299830	0.9096182	0.5887954	0.5848696	0.5916902	0.1730393	0.7539048	0.3901857	0.4464375	0.4457868	0.5657353	0.1278096	0.3306283	0.4810794	0.7469848	0.4471088	0.4160398	0.6616908	0.6446486	0.4551718	0.5089449	0.3289514	0.4116040	0.3041555	0.3466222	0.3910367	0.1445280	0.2660336
650	0.2924915	0.3338139	0.2840635	0.6010670	0.6011919	0.4565511	0.0548153	0.0604007	0.5607615	0.4212186	0.3297806	0.6378584	0.7427858	0.6057070	0.0162091	0.0728599	0.0023314	0.5900474	0.2733100	0.5992830	0.5237161	0.6537117	0.1784342	0.1382624	0.6873711	0.5977747	0.2246351	0.2832933	0.1980289	0.3095882	0.2292958	0.7005183	0.0938306	0.3515493	0.4529192	0.5277467	0.0051975	0.1110015	0.6327310	0.5381757	0.5300802	0.4397900	0.2457759	0.5909308	0.3542474	0.4615972	0.2926308	0.5937075	0.1465777	0.3067611	0.4773844	0.6009361	0.3906984	0.3372663	0.6966547	0.6483026	0.5508392	0.4037232	0.2472694	0.2568578	0.3551175	0.3965492	0.5419309	0.2277492	0.1820035
700	0.2327421	0.4943058	0.2414155	0.6077256	0.5053443	0.4005713	0.0293598	0.0781721	0.6336682	0.4178996	0.3234111	0.6730948	0.7166279	0.6634160	0.0171900	0.0914064	0.0164993	0.7007977	0.3462536	0.7024501	0.5262844	0.7849155	0.1090273	0.2109298	0.7556677	0.5264944	0.1416055	0.3595419	0.1421992	0.2645515	0.1421446	0.6692591	0.0827753	0.2990005	0.5269028	0.5186505	0.0042788	0.1239554	0.8638289	0.4593509	0.4511281	0.5042529	0.2725718	0.6824163	0.4755724	0.4123041	0.2922816	0.4822616	0.1496965	0.3162362	0.4568008	0.6830774	0.4100746	0.1992902	0.8436826	0.6841530	0.5014464	0.2439891	0.3292529	0.2765537	0.2122546	0.4164713	0.5259055	0.4624696	0.3012194
750	0.2809814	0.4464540	0.2960379	0.6189448	0.4731454	0.4471570	0.0282575	0.0635890	0.5889038	0.6108522	0.3049565	0.7935437	0.5790905	0.6979417	0.0069280	0.0793042	0.0052566	0.7520994	0.2967462	0.8006136	0.5242213	0.7633752	0.1669757	0.1786446	0.7750344	0.5812502	0.1158607	0.4543539	0.1700651	0.2847647	0.1965875	0.5408017	0.0966737	0.3032710	0.3143587	0.3767500	0.0088493	0.1013205	0.6102287	0.5651553	0.5174290	0.7180588	0.2584155	0.6718434	0.5225638	0.3012733	0.1789373	0.4946025	0.2510717	0.2692221	0.3939965	0.8232128	0.3583555	0.0944484	0.6716235	0.7763008	0.5990359	0.1920538	0.2145470	0.3584788	0.2366300	0.3795178	0.5478710	0.5908156	0.2174629
800	0.2839797	0.3938123	0.2755880	0.5571179	0.6223725	0.3114756	0.0164173	0.0810766	0.5606432	0.4474207	0.2706285	0.6586767	0.6260563	0.7172498	0.0236090	0.1236306	0.0096596	0.7260280	0.4110444	0.6137930	0.5962218	0.7434607	0.1147243	0.1847430	0.6424816	0.6242297	0.0858142	0.4953040	0.1570675	0.2334212	0.2802900	0.6508502	0.1193506	0.3663083	0.4002594	0.4098625	0.0047289	0.1274245	0.6452020	0.4586422	0.5173102	0.5516800	0.2332478	0.6750564	0.5759503	0.2596305	0.1099626	0.6430809	0.1867051	0.2420632	0.2265103	0.7212838	0.3946195	0.0412043	0.6443194	0.6047071	0.5346120	0.1073196	0.2454146	0.3647907	0.2851748	0.5000684	0.4165869	0.6833851	0.2632382
850	0.3563931	0.3980994	0.2677840	0.6472762	0.6688150	0.3861055	0.0104118	0.0767987	0.5253705	0.4053172	0.3805792	0.7683824	0.7207114	0.5988352	0.0649010	0.1043172	0.0042099	0.6009379	0.2698108	0.6265807	0.7011164	0.6508771	0.1506800	0.1467328	0.6221479	0.4966871	0.0741380	0.6753944	0.1326684	0.2050220	0.2089772	0.6117286	0.0882115	0.3178998	0.5107940	0.3835974	0.0012629	0.1435909	0.7791101	0.5391119	0.5120143	0.5382651	0.2377633	0.6348621	0.6306453	0.3492144	0.1289340	0.6282845	0.4559468	0.1862374	0.3809454	0.6814269	0.3193345	0.0988406	0.6662634	0.6974598	0.5766409	0.1087216	0.2450587	0.3770503	0.4030115	0.4586342	0.2918114	0.7016209	0.2928395
900	0.3438006	0.4409975	0.3411533	0.6494638	0.6031000	0.3490179	0.0326327	0.0402181	0.4810444	0.4293005	0.3239869	0.7128892	0.6985219	0.7288428	0.0134085	0.1139726	0.0041981	0.7567699	0.4104425	0.6227644	0.5925167	0.5961651	0.2122043	0.1408737	0.5325921	0.6060255	0.0959147	0.7216964	0.1374639	0.2094724	0.1487639	0.5625898	0.0558130	0.3361055	0.3428823	0.4788043	0.0040667	0.1678557	0.7230380	0.4146567	0.3620995	0.4999031	0.3043074	0.6766457	0.7036549	0.3841543	0.0519949	0.6589852	0.2600380	0.2772720	0.2905102	0.7920359	0.3570474	0.0417195	0.7698975	0.7374476	0.6482215	0.1190993	0.3002858	0.3872989	0.4036007	0.6092664	0.3991766	0.6989905	0.3025555
950	0.3282922	0.3977796	0.3589081	0.5204049	0.5564731	0.3424341	0.0631124	0.0750678	0.5833942	0.6576016	0.2879960	0.7822692	0.7800474	0.7183255	0.0291466	0.0814094	0.0036216	0.6386229	0.3586626	0.7113272	0.6430278	0.7039688	0.0981828	0.1319900	0.7397929	0.5387217	0.0941395	0.7239578	0.1071688	0.1628221	0.1468444	0.5128328	0.0531638	0.3004438	0.3581044	0.4204395	0.0177163	0.0996803	0.8251754	0.3775778	0.3894943	0.4819140	0.2025542	0.7477747	0.6824197	0.3348689	0.0876032	0.7419159	0.2479707	0.2264496	0.2312081	0.8624943	0.4818147	0.0962555	0.7444503	0.7474345	0.5655495	0.1308790	0.2985420	0.4000733	0.4170619	0.4813519	0.3839085	0.6925229	0.3758689
1000	0.2642251	0.3440196	0.3434613	0.5708426	0.5620282	0.4298955	0.0193688	0.0346278	0.5454514	0.4990922	0.3280137	0.7168486	0.7563769	0.6437241	0.0164064	0.0937392	0.0146977	0.7188024	0.3201845	0.6766198	0.5857397	0.7195346	0.1623349	0.1562729	0.5725602	0.5021373	0.0950256	0.8030031	0.1478967	0.2067699	0.1815837	0.5968317	0.1043309	0.2926642	0.3548488	0.4663335	0.0007920	0.0801884	0.5499822	0.3129509	0.4212873	0.5513637	0.3064897	0.6589145	0.6784261	0.4178290	0.1028428	0.5828537	0.3416789	0.2101303	0.2670090	0.6719844	0.3746115	0.0799005	0.6539095	0.7191908	0.5710218	0.1372587	0.3193474	0.4273220	0.4563236	0.6383732	0.3732485	0.6266178	0.4508806

0	0.2375492	0.4992101	0.2770350	0.6061695	0.5902550	0.4510886	0.0314236	0.0929095	0.4897832	0.4926757	0.3657778	0.6878081	0.8647026	0.7627866	0.0208801	0.1316083	0.0142603	0.6554851	0.2770798	0.6741370	0.6567963	0.6858719	0.1210161	0.2121254	0.7135395	0.5990539	0.1554915	0.6227495	0.0872627	0.1069016	0.1277488	0.6387309	0.1195224	0.3619686	0.4389660	0.4495136	0.0043562	0.0936962	0.7025701	0.4129383	0.3113654	0.6253039	0.3390037	0.6463385	0.5876323	0.3181085	0.0526130	0.7230961	0.2544547	0.2843518	0.3632154	0.6912198	0.4745668	0.0623972	0.6612432	0.7506815	0.5514357	0.1262013	0.3628811	0.3565823	0.5151491	0.5988705	0.2319895	0.7347368	0.3689668
50	0.2258506	0.4337193	0.3443155	0.5176145	0.4430170	0.4483288	0.0111869	0.4858244	0.6181937	0.4475358	0.3004387	0.1932132	0.6664790	0.7120239	0.0305156	0.0370940	0.0143240	0.6239563	0.4285757	0.6447355	0.7141329	0.7424429	0.2695995	0.0972795	0.6100238	0.5313888	0.0668499	0.5355653	0.0872681	0.0791453	0.2171547	0.3773887	0.0886269	0.4585335	0.3529722	0.4198966	0.0119939	0.1666217	0.7515442	0.3506017	0.5753447	0.4794955	0.5205885	0.7225085	0.7380146	0.4438522	0.0776374	0.6081305	0.3217495	0.1987864	0.2418075	0.5863621	0.5600752	0.0444997	0.7696359	0.6319985	0.5391075	0.1326564	0.3052640	0.3825312	0.4640883	0.5149859	0.3319485	0.8167622	0.3975609
100	0.2612117	0.4567055	0.4042600	0.7548295	0.4028808	0.5276583	0.0354431	0.5796301	0.5500369	0.3816730	0.1969359	0.0976372	0.8824875	0.7362447	0.0496186	0.0204720	0.0146833	0.6823072	0.5088582	0.6104287	0.6932766	0.6444227	0.3740006	0.0490791	0.6637214	0.5512215	0.0828044	0.4103686	0.0957451	0.0503866	0.3219931	0.3815368	0.0518465	0.4324772	0.3397838	0.4495031	0.0026058	0.1853008	0.7291313	0.3652035	0.4553464	0.5572477	0.6636180	0.6802361	0.6657786	0.4342507	0.0790742	0.6786138	0.2344123	0.1898703	0.2605557	0.6574553	0.5004146	0.0587079	0.6881922	0.6275362	0.7003646	0.1472960	0.2404828	0.3724759	0.5491278	0.6817083	0.2699966	0.9075002	0.3565716
150	0.3686395	0.4069620	0.3015080	0.6976774	0.3855039	0.3503927	0.0352257	0.6704738	0.4798020	0.5918784	0.1382414	0.0627581	0.8671015	0.6742545	0.0497689	0.0275729	0.0569951	0.7135976	0.5292149	0.6243183	0.5891492	0.7197095	0.4936399	0.0461046	0.6192762	0.5925617	0.0412998	0.4878724	0.1455844	0.0519779	0.2771962	0.3507980	0.0856277	0.4210144	0.4147741	0.5295968	0.0069010	0.1216865	0.6948001	0.3734613	0.4536218	0.5110260	0.5553402	0.6745862	0.5701951	0.3185869	0.0800783	0.7201707	0.3094293	0.2038412	0.2576580	0.6702509	0.5745421	0.0774740	0.5958949	0.7580998	0.5822488	0.1363571	0.2046672	0.3928643	0.5318696	0.4977411	0.2319368	0.6901697	0.3513879
200	0.2819737	0.4186307	0.3067902	0.7011905	0.3400929	0.4841894	0.0389188	0.7241235	0.4507354	0.6401774	0.1303433	0.0400920	0.5976691	0.6432974	0.0510035	0.0501287	0.0046397	0.6663814	0.5206202	0.7217254	0.6485935	0.8743774	0.5229441	0.0426102	0.7610754	0.6266198	0.0485362	0.3579022	0.0897481	0.0362773	0.1759555	0.4382409	0.1289381	0.3982746	0.3116387	0.4933450	0.0089752	0.1074541	0.6643182	0.3518535	0.4251523	0.4609703	0.5295444	0.6366444	0.7561467	0.3447613	0.0867092	0.7330934	0.2503766	0.2153640	0.2953072	0.5905321	0.6421277	0.0934743	0.6881173	0.6836483	0.5311595	0.1472017	0.3785247	0.3453833	0.5804915	0.5231769	0.3052351	0.6563674	0.3516553
250	0.3114897	0.5689892	0.3207180	0.6881514	0.4404349	0.4475539	0.0308976	0.6621784	0.5797605	0.6515480	0.0468867	0.0350919	0.7158385	0.7517712	0.0880364	0.0364494	0.0091340	0.5639834	0.5396088	0.5598117	0.5133045	0.6816141	0.5210751	0.0401056	0.6701292	0.6521807	0.0601892	0.4378243	0.1115494	0.0860123	0.2466652	0.3848303	0.0550270	0.4245029	0.3596910	0.5852124	0.0023288	0.1322198	0.7800015	0.3450248	0.4614177	0.6143899	0.6863328	0.5991717	0.6384828	0.3039954	0.0550530	0.6466034	0.2247071	0.2003317	0.2096643	0.7439335	0.6374221	0.0470745	0.7370382	0.6561376	0.6278397	0.1329227	0.3088651	0.3620283	0.6146097	0.4541784	0.2344047	0.7373548	0.3077142
300	0.3781467	0.5612803	0.3369408	0.6969173	0.3507189	0.4826655	0.0258252	0.6591752	0.5728175	0.5893213	0.0641265	0.0287272	0.7785426	0.5932304	0.0379761	0.0220884	0.0105810	0.6047699	0.5459425	0.6295063	0.5698601	0.8416851	0.5476223	0.0341077	0.5122516	0.4938010	0.0611502	0.3748201	0.0899397	0.0657900	0.2350567	0.3145876	0.1153206	0.4493894	0.2788501	0.5062995	0.0063124	0.1995766	0.8655428	0.3617410	0.4720223	0.5084972	0.6187657	0.7372478	0.5935205	0.3545919	0.0576206	0.5672072	0.3250358	0.2274730	0.3334196	0.7103032	0.5760442	0.0556145	0.6626692	0.7253681	0.7268886	0.1203236	0.3555870	0.3952550	0.5469410	0.5828141	0.3299307	0.6761732	0.2984494
350	0.2726652	0.2925791	0.3110133	0.7403829	0.4029604	0.4475102	0.0230466	0.6427427	0.5162645	0.6962940	0.0720457	0.0189874	0.7840839	0.6651155	0.0787733	0.0354977	0.0025334	0.5570102	0.5308655	0.7977195	0.6353999	0.8209119	0.5525475	0.0206795	0.6981413	0.4992044	0.0699903	0.4662926	0.0706986	0.0403821	0.2009741	0.3735331	0.1321114	0.2691307	0.3230056	0.5335371	0.0079755	0.1273610	0.7174843	0.3239233	0.4127315	0.4928103	0.5406687	0.6032596	0.6371859	0.3317711	0.0584553	0.6997728	0.3181402	0.2003226	0.2820827	0.6838090	0.5457029	0.0650517	0.8399880	0.6464473	0.7071319	0.1031203	0.3195695	0.3672460	0.5797522	0.6067152	0.4229575	0.6459252	0.2717260
400	0.2868524	0.4338376	0.2745527	0.5683403	0.3384845	0.4436858	0.0392797	0.7397695	0.5877204	0.6563737	0.0989805	0.0225425	0.7843810	0.7954022	0.0453884	0.0458904	0.0045520	0.5690573	0.4844155	0.7363164	0.6019618	0.7818109	0.5428915	0.0240280	0.7009386	0.5016353	0.1133288	0.4388862	0.0637480	0.0197335	0.1924740	0.5043922	0.0623947	0.3433762	0.2901978	0.3556413	0.0123310	0.1163352	0.7418343	0.3564561	0.3717529	0.5741598	0.6850591	0.7038317	0.7323841	0.3598600	0.0396688	0.6555932	0.3049810	0.2241361	0.3208128	0.5885978	0.4837795	0.0748766	0.6605599	0.8472574	0.5897526	0.1145253	0.3195722	0.3909522	0.5733300	0.6423558	0.2459641	0.6461927	0.3373490
450	0.3167160	0.4050632	0.3567765	0.5768917	0.3749475	0.3857453	0.0240367	0.5904279	0.5093442	0.6752081	0.0927928	0.0387358	0.7546414	0.6196013	0.0710171	0.0223560	0.0089787	0.4457179	0.5053634	0.8102529	0.5953319	0.8426291	0.5142842	0.0310741	0.7234508	0.5789717	0.0647323	0.5079064	0.0864921	0.0365221	0.1782541	0.3803694	0.0732914	0.4218426	0.2678294	0.4739701	0.0035309	0.1206486	0.6398215	0.3899613	0.3675977	0.5521259	0.7262477	0.6449708	0.7646438	0.3366110	0.0531180	0.6965200	0.2221530	0.2510513	0.2636248	0.8863776	0.4988224	0.0638617	0.6870832	0.7399050	0.5746010	0.1637755	0.2949558	0.3936614	0.5621866	0.6009463	0.2571620	0.7965703	0.3260761
500	0.3579339	0.4185243	0.3024129	0.4992078	0.3839432	0.4498679	0.0276477	0.6512404	0.5506865	0.6311412	0.0808689	0.0645418	0.7467817	0.6562637	0.0318093	0.0394334	0.0041387	0.4997997	0.5021055	0.7846338	0.6356695	0.6963609	0.5109040	0.0349614	0.6054715	0.7182385	0.0442013	0.4609134	0.0914449	0.0517552	0.2307642	0.3493512	0.1478592	0.3665713	0.3623583	0.4285112	0.0017679	0.1752847	0.5995319	0.3875313	0.5060851	0.4535288	0.6319406	0.6224656	0.7215248	0.3495690	0.0429962	0.6983983	0.2262551	0.2060181	0.2767855	0.7671245	0.5670252	0.0480215	0.7333765	0.6507968	0.5036123	0.1200937	0.2797774	0.4517044	0.6332069	0.5351854	0.2605721	0.6873109	0.2635488
550	0.3251442	0.3586187	0.2618926	0.8080703	0.5642084	0.4944196	0.0425337	0.3013259	0.6056172	0.6551899	0.1296927	0.4725990	0.7874946	0.8105020	0.0226032	0.1011126	0.0041908	0.6395867	0.2722372	0.7314477	0.5675981	0.7207893	0.3776769	0.0662967	0.6238477	0.6762923	0.1191556	0.6018247	0.0554188	0.1002238	0.2824673	0.6465147	0.1169182	0.4891673	0.3386436	0.4614657	0.0045011	0.1575480	0.6503259	0.4401247	0.5617973	0.5258361	0.3982721	0.7790920	0.5651062	0.4145032	0.0562955	0.6259403	0.2809019	0.3431256	0.2543091	0.7194188	0.4348804	0.0345983	0.6507106	0.6462224	0.6054837	0.1740242	0.2940993	0.3767916	0.3609804	0.6100083	0.3255979	0.7310453	0.3930218
600	0.3977992	0.3913221	0.3377816	0.7869336	0.6782638	0.5771449	0.0344339	0.1461588	0.4176323	0.7097186	0.2283925	0.6576740	0.6387143	0.7343686	0.0196468	0.1212024	0.0138356	0.6878105	0.3681163	0.7360426	0.5940183	0.6281176	0.4190812	0.1608373	0.7154818	0.5055435	0.1659670	0.7372650	0.0704504	0.1568065	0.2663738	0.7300421	0.1406133	0.4019800	0.4209826	0.3992469	0.0038357	0.2116591	0.6563334	0.3781966	0.4719823	0.4743108	0.4745118	0.8074629	0.6710418	0.3646573	0.0373749	0.4794329	0.2596352	0.2197843	0.2579289	0.7665929	0.4630509	0.0342525	0.6392465	0.7047917	0.5247423	0.1007033	0.3419136	0.4502437	0.3538532	0.6711815	0.3829745	0.7160507	0.3973571
