"Time"	G1	G10	G20	G2	G17	G16	G4	G9	G8	G18	G94	G11	G95	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G15	G14	G12	G49	G39	G41	G44	G22	G21	G50	G13	G52	G53	G51	G55	G42	G40	G45	G54	G61	G47	G43	G48	G57	G72	G67	G60	G59	G99	G58	G80	G84	G83	G89	G82	G81	G79	G88	G78	G77	G85	G75	G90	G91	G86	G69	G93	G92	G87	G68	G96	G97	G63	G27	G26	G25	G23	G24
450	0.5859395	0.0903481	0.6259255	0.4834594	0.1968773	0.4581154	0.2357090	0.0420005	0.0552838	0.3201476	0.5371227	0.0187964	0.3411290	0.6360332	0.4599724	0.5695337	0.3832859	0.7440693	0.5765526	0.6635707	0.7235605	0.5705220	0.7513411	0.6712028	0.0101656	0.0455688	0.5547635	0.0725243	0.5776058	0.6804122	0.3872065	0.2823378	0.1926734	0.0023914	0.6512640	0.0454117	0.2719478	0.2063911	0.0639791	0.4940998	0.6320236	0.3336744	0.4227095	0.0000514	0.0046631	0.2340282	0.0242198	0.2452535	0.3045340	0.1901900	0.3492500	0.1156556	0.6960874	0.0402517	0.5777595	0.6177976	0.2149621	0.6873994	0.4572298	0.7223308	0.6029189	0.0084043	0.4066646	0.0065708	0.4931686	0.0207248	0.3947336	0.2149041	0.4268629	0.6905704	0.2066779	0.1021717	0.6236776	0.4274478	0.5158754	0.2016041	0.6098512	0.0117517	0.0964661	0.3584948	0.1780416	0.3523235	0.5139176	0.0753703	0.6976972
500	0.5718401	0.0488658	0.5031630	0.4726439	0.1271437	0.2301098	0.2796142	0.0318039	0.0524595	0.4996550	0.6730236	0.0108597	0.3899714	0.7341973	0.3582803	0.7167909	0.3189154	0.8223089	0.6834271	0.7277513	0.7289339	0.6409256	0.6763934	0.5989221	0.0162963	0.0474580	0.5258742	0.0654225	0.6821235	0.7184136	0.4149398	0.4136080	0.2520521	0.0106168	0.6921802	0.0446408	0.2424966	0.1537722	0.0810845	0.5065834	0.7339884	0.2633756	0.4549260	0.0009643	0.0110439	0.2341795	0.0179476	0.2465887	0.4257671	0.1775079	0.4389110	0.1029448	0.5751647	0.0389413	0.5817099	0.6416840	0.1430127	0.7174631	0.4513168	0.5513480	0.6885130	0.0055426	0.3819163	0.0035985	0.5477982	0.0137064	0.3871613	0.2132433	0.3864759	0.6604261	0.2723154	0.1036416	0.7493916	0.3778917	0.4626386	0.1977762	0.5746551	0.0091105	0.0764392	0.3547485	0.1640683	0.4309804	0.5723725	0.0876623	0.6040322
550	0.5439721	0.1605908	0.4856674	0.5063684	0.1512386	0.2719581	0.3175037	0.0280850	0.0194325	0.3960140	0.6143841	0.0207785	0.4348671	0.6281865	0.1722850	0.5856975	0.4251265	0.7358165	0.4979936	0.7519536	0.6514317	0.6546300	0.6261369	0.7148020	0.0207440	0.0989485	0.4952307	0.1192113	0.7212861	0.7300218	0.6562608	0.4275123	0.2375473	0.0401207	0.0870914	0.2842035	0.5678976	0.1510542	0.1290041	0.4890105	0.7221827	0.2828535	0.3477271	0.0028714	0.0017267	0.1724226	0.0311280	0.4238973	0.3974968	0.4430933	0.4044596	0.4665394	0.6798835	0.0728962	0.6223041	0.8112697	0.2378343	0.7440907	0.2380617	0.5837099	0.5303342	0.0308139	0.3727671	0.0031443	0.3924587	0.0129436	0.4221871	0.4030525	0.2890721	0.8124763	0.2868370	0.2007468	0.2853235	0.3563202	0.2545586	0.4997702	0.6511301	0.5072588	0.1210780	0.3681422	0.1340453	0.2619485	0.2459832	0.5275529	0.6638139
600	0.6656510	0.1451901	0.7327222	0.5337135	0.1391690	0.2444737	0.2378397	0.0356227	0.0033345	0.5069027	0.7135624	0.0736205	0.5016860	0.5674399	0.1826940	0.5553812	0.4269274	0.6820925	0.5375059	0.7827148	0.7065064	0.5974938	0.5773679	0.6505041	0.0192286	0.1438270	0.3916689	0.1951930	0.7603116	0.6626376	0.3840520	0.3801797	0.2915480	0.2617414	0.0351174	0.2140985	0.6423338	0.1078056	0.2050159	0.3403667	0.5439497	0.1530473	0.2890286	0.0310613	0.0017936	0.2992458	0.0227554	0.3855179	0.3424550	0.5819606	0.3906726	0.6699772	0.6171237	0.0679327	0.7188952	0.9054671	0.3530435	0.7669045	0.1602524	0.5191733	0.5547029	0.0223511	0.3988452	0.0033760	0.4719675	0.0103636	0.3669404	0.3609219	0.3338280	0.6925074	0.2472739	0.2402828	0.1927761	0.4623255	0.3279176	0.4664000	0.6579477	0.6701739	0.3117150	0.4952256	0.1561958	0.2836069	0.0834344	0.5741037	0.7509648
650	0.7309671	0.1412381	0.6298680	0.3579851	0.1631377	0.2662078	0.2053024	0.0388348	0.0052717	0.5160601	0.6570011	0.1016781	0.4571261	0.7339118	0.1109058	0.5451874	0.4467952	0.8278986	0.4600348	0.7146324	0.6092273	0.7984179	0.4581890	0.6069946	0.0170311	0.1649775	0.4402228	0.1567869	0.5402405	0.7262370	0.3312416	0.3631298	0.1717074	0.3913304	0.1110411	0.2919858	0.7265691	0.1649142	0.2164565	0.2437810	0.5297233	0.2052436	0.4928008	0.0208849	0.0104186	0.4096975	0.0141764	0.4782824	0.2745248	0.6507882	0.4295718	0.6542512	0.6792321	0.0331575	0.6714541	0.7556645	0.3281080	0.7415502	0.0760141	0.5928414	0.4433463	0.0231813	0.4047165	0.0096052	0.4250210	0.0019940	0.4958202	0.2943240	0.3929416	0.6760217	0.2933360	0.1882280	0.0633193	0.3270650	0.3455293	0.3731083	0.6007676	0.7005184	0.3968981	0.4702944	0.0823522	0.3292475	0.0307277	0.6297346	0.6526617
700	0.6761815	0.1350330	0.5413882	0.3740290	0.2072673	0.2848424	0.2955327	0.0767663	0.0012493	0.4487324	0.6452380	0.0812449	0.3503922	0.6625304	0.0674132	0.5029743	0.4505674	0.6603726	0.4305535	0.6521086	0.7033108	0.6263152	0.4926327	0.6486044	0.0326469	0.1529671	0.4480217	0.2418835	0.7142876	0.6455019	0.2877330	0.1793284	0.1450148	0.5230675	0.0989465	0.2843343	0.6091773	0.1347950	0.2799832	0.3761362	0.5613756	0.2084347	0.3970754	0.0805491	0.0130065	0.4407145	0.0205921	0.3719527	0.2967317	0.6641188	0.4214501	0.6991615	0.7483270	0.0868194	0.7090767	0.7752477	0.5080814	0.7027821	0.0507969	0.5868634	0.3928751	0.0052088	0.3139361	0.0010523	0.4235801	0.0118651	0.4687230	0.3403542	0.3931111	0.6887383	0.2431452	0.2134557	0.0492298	0.3034939	0.3008297	0.4775774	0.6395220	0.6764080	0.4247951	0.5459874	0.1090910	0.2479000	0.0380631	0.6273249	0.7194210
750	0.7292607	0.1798323	0.5376449	0.3415631	0.1754903	0.2354299	0.2804807	0.0585525	0.0074906	0.5458179	0.5633140	0.0768500	0.4634735	0.6490506	0.0825749	0.5069418	0.3967422	0.6741166	0.4955488	0.8006193	0.6493796	0.7079194	0.5361978	0.5784159	0.0190575	0.1413501	0.3329344	0.1732057	0.6366546	0.5566369	0.2441596	0.1647053	0.1255402	0.5599168	0.0518945	0.3752107	0.6426430	0.1649795	0.3184973	0.3280933	0.4806836	0.1133267	0.3355616	0.0570244	0.0043430	0.3079490	0.0254327	0.3419683	0.3209091	0.6280209	0.4716136	0.6633083	0.6446272	0.0735162	0.6729858	0.6622897	0.4354375	0.7322450	0.0530115	0.5572123	0.5425878	0.0038131	0.5344047	0.0097291	0.5241354	0.0094399	0.4503482	0.3798463	0.3254451	0.8824373	0.1912341	0.1622774	0.0228794	0.3702006	0.4079479	0.5947085	0.6263105	0.6311042	0.4426131	0.6054395	0.1099807	0.2280453	0.0129717	0.6454975	0.7049123
800	0.7358322	0.1595915	0.5960231	0.2163257	0.1782758	0.2145687	0.2531025	0.0239877	0.0050116	0.4813326	0.6385893	0.0579156	0.3889470	0.7231940	0.0736922	0.4602606	0.3813514	0.7634788	0.4718003	0.6981444	0.7276878	0.7502876	0.4286787	0.5016579	0.0440318	0.1670700	0.3550710	0.2075872	0.6634185	0.6110999	0.2513949	0.1566775	0.1666527	0.6921493	0.1075190	0.3865047	0.6132562	0.1573387	0.2552522	0.4326109	0.5602697	0.2408047	0.4222362	0.0542626	0.0000000	0.3353785	0.0126664	0.3717003	0.3117913	0.8383325	0.3263543	0.6317974	0.6552374	0.0539452	0.7122551	0.8460459	0.5112964	0.6167920	0.0832067	0.6235337	0.4720024	0.0038089	0.4363814	0.0231627	0.5220894	0.0073583	0.5506117	0.3781147	0.3651117	0.5619439	0.2110100	0.1636196	0.0222478	0.3801184	0.4524419	0.4963448	0.6129992	0.6373817	0.4574359	0.4680295	0.0739046	0.2070957	0.0171893	0.7230594	0.7585097
850	0.6088588	0.1102103	0.5814991	0.2434736	0.2441666	0.2864917	0.3189977	0.0196572	0.0041460	0.4338859	0.6800705	0.0557591	0.3698381	0.5804016	0.0924742	0.5140112	0.3620795	0.6855637	0.4805394	0.6111404	0.6389637	0.6233169	0.4453521	0.5670990	0.0309798	0.0988826	0.3953559	0.1723077	0.8081219	0.7973801	0.1768897	0.1279072	0.1479996	0.5753803	0.1044492	0.3101736	0.7331904	0.1637274	0.1791202	0.3427851	0.4478197	0.1566032	0.3404429	0.0403340	0.0048774	0.3268802	0.0127171	0.4931806	0.4155256	0.6948059	0.3444044	0.7224171	0.6771117	0.0550372	0.6468112	0.7692172	0.3949465	0.6596922	0.0466287	0.5658083	0.4564345	0.0195331	0.3605450	0.0121739	0.5087319	0.0152423	0.3791637	0.3403468	0.3211659	0.7119434	0.3134931	0.1607591	0.0222391	0.4490815	0.3885722	0.5066293	0.6978720	0.5711877	0.5412309	0.6204979	0.0412061	0.3018990	0.0202614	0.6781911	0.7570845
900	0.6815726	0.1245249	0.5085739	0.3409011	0.2206339	0.2284465	0.2678907	0.0221284	0.0034091	0.4606579	0.8033029	0.1011212	0.4084592	0.6626812	0.1217831	0.4964394	0.3379063	0.6643743	0.5738279	0.6645280	0.6659812	0.6537543	0.3493525	0.6041985	0.0291502	0.1226145	0.4584680	0.2212904	0.6136053	0.6573686	0.2755718	0.0965276	0.1659971	0.6019015	0.0918490	0.2974228	0.7357364	0.1482707	0.2828111	0.3337677	0.4640868	0.1881150	0.3202081	0.0480024	0.0038010	0.4857639	0.0231891	0.4483206	0.3246200	0.7233998	0.3682716	0.7402363	0.7537766	0.0997088	0.6591118	0.7053718	0.3499358	0.5624813	0.0432220	0.4939376	0.2785422	0.0307855	0.3774240	0.0084092	0.4144915	0.0101446	0.5899666	0.4002875	0.3038545	0.6032408	0.2132307	0.2000545	0.0126231	0.4074609	0.3562905	0.5038895	0.6274951	0.6736162	0.6752903	0.5430425	0.1039020	0.3552439	0.0175734	0.7261626	0.6819069
950	0.7146082	0.1761687	0.5681482	0.3279543	0.2791603	0.3034835	0.3389046	0.0177413	0.0013515	0.5042895	0.7128446	0.0984360	0.4233638	0.6986101	0.1180871	0.4855855	0.3414128	0.7596432	0.4374634	0.6791944	0.5910274	0.6601410	0.3966110	0.6301707	0.0230885	0.2396678	0.5106361	0.2659376	0.7259527	0.6963718	0.2094593	0.1409333	0.1190169	0.5296651	0.1272111	0.3130590	0.6035963	0.1721665	0.3377681	0.4499583	0.5561327	0.1268625	0.3618129	0.0944975	0.0083652	0.3579925	0.0302367	0.4787700	0.3529862	0.8130496	0.4355896	0.7235324	0.6768199	0.0473882	0.6913606	0.6810084	0.3541653	0.7227384	0.0793524	0.4725390	0.3800031	0.0039197	0.4225383	0.0038710	0.5155453	0.0157719	0.5480719	0.3866169	0.4378997	0.7751509	0.2698250	0.1617364	0.0217069	0.4877329	0.4130107	0.5717137	0.5597753	0.6741536	0.5010499	0.5684226	0.1025507	0.3363195	0.0355871	0.7293380	0.7831695
1000	0.6645043	0.1557527	0.5355053	0.3438289	0.1856547	0.2655452	0.3435527	0.0418781	0.0010895	0.5052777	0.6995265	0.1095203	0.3827856	0.6230848	0.1111934	0.5529290	0.3592876	0.6396203	0.4319661	0.6264950	0.7332310	0.7879938	0.4274938	0.6498784	0.0139610	0.1500462	0.3530404	0.2224732	0.7619838	0.7131256	0.3051173	0.0634277	0.2092354	0.4765362	0.1170742	0.3320271	0.5604191	0.1692740	0.4391306	0.3489749	0.7176819	0.1613423	0.3787944	0.0297396	0.0231432	0.3454093	0.0390864	0.4406339	0.3781002	0.6284584	0.4575485	0.7548366	0.6930232	0.0437628	0.6944421	0.6070885	0.3776993	0.7763299	0.0421451	0.6645909	0.4268941	0.0048728	0.3612175	0.0163949	0.3705193	0.0046029	0.5750189	0.3922603	0.3473001	0.7546864	0.2012343	0.2693148	0.0159079	0.3912357	0.4180436	0.6045297	0.5838405	0.6189130	0.4641444	0.6011177	0.0706514	0.2615004	0.0324723	0.6588541	0.6900431

0	0.6781660	0.1586945	0.6689766	0.3027399	0.2041045	0.2812202	0.2232303	0.0234056	0.0050934	0.4288225	0.6213992	0.0827784	0.5368551	0.7274490	0.0790842	0.5051088	0.4463383	0.7447787	0.4321492	0.6766896	0.5316068	0.7128158	0.4987831	0.5599774	0.0256453	0.1154689	0.3672619	0.1948969	0.6848903	0.8332129	0.1427075	0.0863271	0.1536227	0.5256638	0.0455058	0.2619223	0.6274837	0.1759357	0.3812366	0.3105900	0.7141471	0.1582943	0.4274416	0.0501943	0.0062322	0.5025775	0.0294169	0.4039796	0.2870767	0.6844720	0.3355941	0.6028449	0.9822852	0.0788944	0.6267874	0.6988568	0.4072295	0.5914166	0.0395773	0.5967316	0.4305658	0.0080468	0.3434927	0.0021532	0.4763170	0.0127606	0.5282961	0.3487049	0.3682694	0.8504869	0.2803970	0.1238640	0.0326431	0.3755598	0.3707203	0.5224561	0.6826267	0.7024245	0.5670808	0.5609097	0.0825724	0.2182346	0.0291741	0.6842472	0.8683581
50	0.7444101	0.1271376	0.6411470	0.1626882	0.1845206	0.2959340	0.3865881	0.1957031	0.0100656	0.5482430	0.6756007	0.0924803	0.3581889	0.3335470	0.3733474	0.3156296	0.2834293	0.7508349	0.4084394	0.6419512	0.6799645	0.3706047	0.4144520	0.5845152	0.0113078	0.1382333	0.4440700	0.2271701	0.6486566	0.6944824	0.1759544	0.1132465	0.1523835	0.5058391	0.0694468	0.3159433	0.4436567	0.0324428	0.3831894	0.2273782	0.5381936	0.4174409	0.2653591	0.0266113	0.0087202	0.3076517	0.2113142	0.4800040	0.4814054	0.7416538	0.3060365	0.5052168	0.7364350	0.0609575	0.7240472	0.6176631	0.3199471	0.5703154	0.0614484	0.5535131	0.4090877	0.2047260	0.3469403	0.0133248	0.5699569	0.0028397	0.3902497	0.1511378	0.1001062	0.6578873	0.2474565	0.1721750	0.2500417	0.3311020	0.5944695	0.5858899	0.5424694	0.6607734	0.5702261	0.6089468	0.3786352	0.1214456	0.0198458	0.7093977	0.6575560
100	0.7493007	0.1743617	0.7709386	0.1128622	0.2651132	0.2403913	0.5393838	0.1838682	0.0040926	0.4824946	0.5699325	0.0570484	0.3257993	0.3284078	0.4838357	0.2979590	0.2395525	0.7591766	0.4443038	0.5725959	0.7388321	0.2990152	0.4352452	0.6539948	0.0153842	0.1290076	0.5313155	0.2998904	0.7432128	0.6703716	0.1864098	0.1964683	0.2152973	0.5714527	0.1209320	0.3257480	0.3031659	0.0014108	0.4200495	0.1364747	0.6043060	0.5910305	0.3492077	0.0054923	0.0026984	0.1115089	0.3397673	0.5233613	0.4193131	0.7887112	0.4308953	0.5166154	0.6696537	0.0770091	0.7081795	0.7425879	0.3249943	0.4734605	0.0659526	0.5588733	0.2560365	0.3094390	0.2939799	0.0152321	0.6776328	0.0011489	0.4322096	0.0544742	0.0351412	0.7242244	0.2644932	0.1326452	0.3292655	0.4646698	0.6550545	0.5257324	0.5327210	0.6586612	0.6945200	0.6043773	0.3991481	0.0833736	0.0072050	0.6607297	0.7399534
150	0.7676307	0.1680662	0.6146815	0.1078795	0.1767190	0.2398361	0.7238360	0.2347939	0.0211666	0.5675882	0.5140879	0.0853991	0.3856770	0.1870373	0.4067755	0.2078888	0.2173991	0.7114701	0.4584614	0.7782964	0.5365411	0.3636082	0.4651824	0.5490243	0.0232225	0.0889822	0.4994764	0.2243667	0.7499584	0.6041066	0.2648928	0.2465951	0.2407190	0.5134582	0.1037412	0.3296173	0.3129514	0.0013040	0.5449743	0.1271050	0.7035896	0.5398119	0.4996444	0.0022339	0.0037788	0.1368746	0.3360948	0.4864352	0.4575897	0.6778586	0.4318460	0.4411753	0.6356664	0.0939370	0.7438347	0.7047053	0.3642333	0.5104303	0.0709417	0.5022803	0.1966014	0.3041469	0.3116881	0.0112065	0.6191742	0.0019495	0.5165234	0.0607576	0.0356715	0.6792608	0.1813093	0.1898139	0.3921091	0.4109151	0.5578883	0.6068065	0.4113910	0.6569045	0.8058111	0.6964604	0.4978492	0.1043002	0.0240658	0.8109595	0.7900489
200	0.7541089	0.1139010	0.6393237	0.0421106	0.0795584	0.2686997	0.4729987	0.1887556	0.0004033	0.5245975	0.5646508	0.0911498	0.3223771	0.2045635	0.4028967	0.2785609	0.1793455	0.7978458	0.4539389	0.7443396	0.5595726	0.3238527	0.5201434	0.6217697	0.0136367	0.1071878	0.5756891	0.1720268	0.8029782	0.5649105	0.2408726	0.2997491	0.2438045	0.4020004	0.0550287	0.4534814	0.3119538	0.0012689	0.5102352	0.1239398	0.9029219	0.5747461	0.4609364	0.0006292	0.0185624	0.1377048	0.4383093	0.3538164	0.4066256	0.6126833	0.3383338	0.5153131	0.7168956	0.0492990	0.6178847	0.6171681	0.3236183	0.4483310	0.0741864	0.5199224	0.1660006	0.3531215	0.3277172	0.0023366	0.4219384	0.0028624	0.4525651	0.0839205	0.0145411	0.7148878	0.2256117	0.2105884	0.4161933	0.4108000	0.6544182	0.4948456	0.4426967	0.6298566	0.6718202	0.7482903	0.3615505	0.0968981	0.0273693	0.6510586	0.7437184
