"Time"	G1	G2	G20	G10	G16	G4	G17	G8	G11	G56	G3	G5	G19	G12	G13	G14	G15	G50	G41	G52	G53	G51	G21	G22	G55	G42	G54	G40	G44	G39	G35	G49	G45	G48	G61	G9	G47	G43	G79	G57	G60	G89	G80	G84	G81	G82	G83	G88	G86	G78	G77	G75	G91	G90	G85	G58	G59	G99	G92	G93
450	0.6808519	0.0000000	0.6384450	0.0123795	0.0711779	0.5897453	0.4716526	0.0439099	0.0017411	0.6306962	0.0261919	0.2724654	0.6111579	0.0272698	0.0550940	0.0012465	0.0064908	0.6319969	0.3907721	0.2223582	0.7271170	0.0716767	0.3221773	0.2125778	0.1533646	0.2672515	0.4719986	0.1035708	0.2430037	0.3809094	0.6144879	0.7501550	0.5553667	0.6408438	0.2631132	0.0973321	0.3381997	0.0302490	0.7204746	0.0112651	0.3122461	0.7002096	0.0056030	0.7106928	0.6276855	0.6896627	0.0566407	0.2393088	0.7263365	0.3255351	0.0707971	0.5752606	0.0207914	0.4441930	0.7683461	0.5821779	0.0709606	0.1247624	0.4156976	0.4972086
500	0.6263479	0.0009450	0.6282526	0.0102592	0.1108013	0.6779551	0.4097562	0.0298159	0.0025171	0.5596876	0.0600983	0.3212351	0.6203238	0.0359879	0.0942623	0.0003040	0.0117253	0.5976618	0.3495589	0.2079532	0.7241691	0.0358787	0.4144684	0.1630649	0.1550608	0.2083816	0.4818740	0.0611157	0.1238122	0.3160740	0.6399871	0.6998176	0.5728418	0.7113502	0.3034925	0.1013221	0.4432661	0.0305916	0.5858348	0.0094609	0.3197080	0.6813946	0.0094390	0.6111435	0.7354916	0.6598175	0.0423935	0.2413269	0.6898752	0.3807942	0.0452791	0.4471060	0.0338576	0.4791426	0.7472425	0.6524630	0.0799427	0.1148090	0.4776262	0.6532187
550	0.5609649	0.0271511	0.5475325	0.2823736	0.0754526	0.7700655	0.1330835	0.0710442	0.1449747	0.5467930	0.0619187	0.2858803	0.6122386	0.0151199	0.2807668	0.0946594	0.5023273	0.7105297	0.3160879	0.1941542	0.1842438	0.0264304	0.3881742	0.2527750	0.1872760	0.4221429	0.5292553	0.3064056	0.1371069	0.3171857	0.6769651	0.1998768	0.2707500	0.6579068	0.3462663	0.0837207	0.3622233	0.0063532	0.6817688	0.0156380	0.3254439	0.1959009	0.0036819	0.4335999	0.5116488	0.6565754	0.0235033	0.1566744	0.6673390	0.4527905	0.0414323	0.5169098	0.0122840	0.3611530	0.6962156	0.5132179	0.1315509	0.6830538	0.4062213	0.0895329
600	0.6942590	0.0062154	0.4946674	0.3132566	0.1008194	0.6441664	0.1312846	0.0543433	0.1503428	0.5427625	0.0239835	0.2859938	0.5954706	0.0076370	0.2987696	0.0339285	0.5672685	0.8309129	0.3679534	0.3544863	0.0682345	0.0553644	0.2896020	0.2460321	0.1476063	0.4007412	0.5584459	0.3919910	0.1660563	0.4407834	0.6279117	0.1060330	0.2325630	0.5657843	0.3713399	0.1174078	0.3017353	0.0177644	0.5732852	0.0180657	0.2848615	0.1325672	0.0015283	0.4134911	0.4552591	0.6069768	0.0449687	0.1566020	0.6470472	0.3757806	0.0547687	0.9398992	0.0126754	0.4055665	0.6380035	0.5483951	0.4097491	0.6764530	0.4536283	0.0133097
650	0.6484413	0.0147126	0.5234001	0.3778439	0.1173471	0.7090831	0.1678195	0.1121713	0.1530341	0.4560623	0.0230178	0.3607054	0.7498119	0.0591830	0.3090404	0.0134663	0.5161869	0.5973103	0.3460170	0.5219378	0.0824859	0.1154295	0.4149023	0.1890422	0.1951319	0.3916818	0.5678368	0.3646147	0.2191206	0.4309890	0.6904381	0.0760651	0.2241373	0.8283174	0.2871305	0.1148385	0.3511744	0.0247166	0.6442195	0.0468634	0.2785346	0.0894265	0.0045938	0.4365581	0.3485588	0.5846356	0.0293852	0.1892313	0.7701620	0.3926331	0.0435453	0.6741410	0.0318922	0.4280845	0.6749450	0.4777062	0.4283916	0.6320080	0.5044523	0.0142744
700	0.8836373	0.0060237	0.4225557	0.4671859	0.1157737	0.6761593	0.2353300	0.0685078	0.1361859	0.6386592	0.0536973	0.3416753	0.6484107	0.0439719	0.2616757	0.0191534	0.4172771	0.6344786	0.3411984	0.7412921	0.0398665	0.2561147	0.4178320	0.3428482	0.2247883	0.4351426	0.5296281	0.4418157	0.2748236	0.4286897	0.6514068	0.0769366	0.3135767	0.7051196	0.2905953	0.0586251	0.5024857	0.0376518	0.6419577	0.0378206	0.3148378	0.0742036	0.0012218	0.4802118	0.3237535	0.4825571	0.0379588	0.2121498	0.5872123	0.2870480	0.1253208	0.6897867	0.0284361	0.3557089	0.6428681	0.6461059	0.4935507	0.5945157	0.4584078	0.0126007
750	0.6727325	0.0100577	0.4874982	0.3790407	0.1039403	0.7411426	0.2577322	0.0441261	0.1320000	0.5306591	0.0471469	0.3092804	0.5978645	0.0351692	0.2115332	0.0160068	0.5850671	0.7650857	0.3309671	0.7037869	0.0173752	0.2928337	0.4719100	0.2761948	0.2007729	0.3874012	0.6544425	0.4846856	0.3428623	0.4027878	0.6888100	0.0376832	0.2855194	0.6511266	0.2851099	0.1618760	0.3910600	0.0223473	0.6576561	0.0188217	0.2638722	0.0743574	0.0007509	0.3623201	0.4850463	0.4697185	0.0274657	0.1941675	0.7632329	0.4272993	0.1039722	0.5490963	0.0196385	0.4290850	0.5985985	0.6445284	0.4970781	0.6914827	0.4463213	0.0209733
800	0.7594051	0.0138836	0.4027094	0.3238449	0.1117494	0.5642896	0.2262297	0.0339106	0.1689208	0.5035958	0.0856761	0.3948057	0.7628680	0.0783496	0.2840482	0.0214324	0.5199261	0.6242894	0.3935006	0.6602259	0.0174320	0.2359279	0.4636579	0.2334431	0.1552006	0.5087654	0.6743389	0.4904072	0.3156432	0.4097269	0.7172172	0.0413198	0.2522522	0.7474962	0.1987333	0.1181259	0.4950288	0.0299596	0.6595205	0.0336234	0.2105090	0.0915708	0.0033784	0.4202156	0.3625512	0.4922392	0.0351547	0.1269729	0.6431309	0.4184409	0.1274764	0.6737010	0.0075802	0.4449480	0.6603161	0.7493582	0.5122250	0.7586597	0.3935946	0.0041692
850	0.7099123	0.0084142	0.4730454	0.3362960	0.0918814	0.6208353	0.2155679	0.0511336	0.1187073	0.5065563	0.0406949	0.3542922	0.6613256	0.0252282	0.1627847	0.0274834	0.4455990	0.7586272	0.3824289	0.6358701	0.0161261	0.2508963	0.5367934	0.2024510	0.2463572	0.3646166	0.5923337	0.4869170	0.3817621	0.4335876	0.6788571	0.0618086	0.3631415	0.6680235	0.2840560	0.1263789	0.3612323	0.0165527	0.6629691	0.0733200	0.2493221	0.0742605	0.0044106	0.3183014	0.3695630	0.3998913	0.0356998	0.2163420	0.7110878	0.3133873	0.1000430	0.6999368	0.0481680	0.4808375	0.7718501	0.6668008	0.4954795	0.7952643	0.5121352	0.0070995
900	0.7444692	0.0206831	0.5039825	0.3488486	0.0844228	0.6270982	0.1262810	0.0530833	0.1179266	0.5866468	0.0557374	0.3093113	0.6140340	0.0124480	0.2058560	0.0213928	0.5290239	0.6453281	0.4670110	0.7411223	0.0046352	0.2889043	0.3325193	0.2273477	0.1621583	0.4247845	0.5347640	0.5366471	0.2088411	0.3858560	0.7144339	0.0327826	0.2914994	0.6368190	0.3199298	0.0840448	0.3835249	0.0405068	0.6488981	0.0517713	0.3181847	0.0691380	0.0002139	0.2948519	0.3714079	0.5434961	0.0312027	0.1336936	0.7401326	0.3833100	0.0734869	0.6877684	0.0187688	0.4756445	0.6551050	0.8063464	0.5465931	0.6385069	0.4468484	0.0037198
950	0.6723844	0.0177158	0.4529573	0.3838460	0.0818428	0.6243504	0.2066838	0.0477349	0.1167202	0.5017848	0.0318988	0.3229528	0.7798365	0.0183043	0.2130245	0.0306872	0.5013935	0.6493464	0.3746144	0.7367027	0.0055291	0.2611497	0.3544591	0.2417469	0.1722834	0.4189226	0.5264045	0.4210061	0.2330910	0.3104958	0.7842769	0.0655526	0.2670455	0.6889701	0.3337818	0.1154397	0.4495332	0.0269788	0.7028374	0.0226120	0.3071577	0.1113396	0.0007090	0.4391385	0.4445585	0.5238384	0.0522882	0.1386521	0.8347429	0.3715368	0.0790526	0.7708999	0.0323636	0.3708430	0.6274970	0.6932653	0.5603918	0.6814834	0.4223935	0.0152327
1000	0.6823145	0.0142038	0.4330709	0.3452031	0.0864649	0.5476222	0.1777724	0.0623187	0.0961327	0.6172716	0.0277463	0.3388151	0.6120437	0.0136143	0.2452234	0.0387980	0.6130600	0.5044566	0.3548022	0.7360045	0.0100072	0.2264771	0.4146100	0.3497335	0.2065842	0.4441555	0.6045594	0.5644992	0.2862265	0.4088147	0.6299191	0.0834419	0.3677709	0.6072328	0.3528574	0.0912408	0.3753736	0.0378450	0.7986382	0.0344771	0.3010499	0.0835446	0.0021413	0.4611268	0.4116786	0.4409614	0.0430102	0.1986482	0.8193161	0.4249316	0.0642387	0.9172948	0.0207806	0.4273681	0.6720278	0.6461461	0.5665048	0.6905555	0.3906107	0.0046309

0	0.7908301	0.0020548	0.5057608	0.3527954	0.0820884	0.6533987	0.1011539	0.0662261	0.1511781	0.6317683	0.0541675	0.2510729	0.7842379	0.0195489	0.2641809	0.0427698	0.6002036	0.6456656	0.3757647	0.7242848	0.0240890	0.2948940	0.3531843	0.1958276	0.1651687	0.4439501	0.5203552	0.4561477	0.1750223	0.3861344	0.7298856	0.0429832	0.2657434	0.5691551	0.3275553	0.0789094	0.3412732	0.0497764	0.7807371	0.0527293	0.2422162	0.1141432	0.0018126	0.4822954	0.4726641	0.4868694	0.0772015	0.1323535	0.6173582	0.4074865	0.0778034	0.6965725	0.0258142	0.6503750	0.7230115	0.5709436	0.4882386	0.6791915	0.4111798	0.0023094
50	0.7804185	0.0076752	0.5646045	0.3152774	0.0311991	0.7717913	0.4773971	0.0523291	0.0417317	0.4448682	0.0315637	0.4234318	0.7700113	0.0040026	0.2412701	0.0275488	0.5259555	0.5889286	0.4709248	0.5118752	0.0163108	0.3121013	0.4374537	0.3178136	0.1945526	0.4479063	0.6518789	0.6364052	0.6651969	0.3621828	0.6722539	0.0387530	0.3394391	0.5996961	0.3424283	0.1402222	0.4436250	0.4166679	0.8099080	0.1186709	0.4658900	0.0803118	0.0059180	0.7010094	0.4355767	0.7098203	0.0311329	0.1463067	0.6362993	0.3402105	0.2013201	0.6667439	0.1823562	0.4868139	0.6629498	0.7175124	0.4848568	0.6408347	0.5208961	0.0068520
100	0.8097226	0.0047189	0.4747220	0.2294678	0.0396395	0.6775962	0.6037612	0.0798254	0.0240563	0.6124579	0.0516142	0.2889404	0.7407735	0.0061486	0.2300759	0.0171862	0.4086596	0.6408086	0.3941394	0.5548661	0.0074078	0.2144751	0.4323223	0.1950808	0.2142251	0.4610955	0.6476803	0.5974233	0.7783493	0.3221057	0.6755629	0.0354965	0.3842961	0.7091984	0.4016993	0.0775321	0.5051776	0.5045429	0.8001191	0.1025006	0.4863166	0.0799002	0.0031782	0.6486903	0.3349617	0.7047253	0.0210195	0.1301467	0.6668569	0.2952285	0.2560612	0.6389247	0.3091019	0.5870944	0.7243764	0.5583325	0.5745660	0.4829679	0.6499976	0.0109423
150	0.7986143	0.0114468	0.4737442	0.2259982	0.0467890	0.8413362	0.6695808	0.0499652	0.0091732	0.5944477	0.0397288	0.2833242	0.7715967	0.0144675	0.2762511	0.0381362	0.4531961	0.6251520	0.3891634	0.5427370	0.0133508	0.1881236	0.3584853	0.2781108	0.1964484	0.4215160	0.4997147	0.5140293	0.7498194	0.3707970	0.6976063	0.0515793	0.3033737	0.6316944	0.2220537	0.1281240	0.6092475	0.4943369	0.7113384	0.0627696	0.6291283	0.1138217	0.0015269	0.6542832	0.3457098	0.6331335	0.0441090	0.1760065	0.6915727	0.2515618	0.2391260	0.6800319	0.2835756	0.5419821	0.6998860	0.6798841	0.7857689	0.6271780	0.5950078	0.0086356
200	0.6836124	0.0041025	0.5923464	0.2323543	0.0256164	0.7017029	0.6227298	0.0546453	0.0246469	0.5284270	0.0240275	0.3626235	0.6981672	0.0050792	0.2519189	0.0407239	0.3485018	0.5465900	0.5080266	0.4429000	0.0112683	0.2285069	0.4084464	0.2578453	0.1314308	0.3738003	0.5760551	0.5012265	0.8196394	0.2958457	0.8238875	0.0410358	0.3451304	0.6869603	0.2919679	0.0586136	0.5661888	0.3784784	0.7388660	0.0787938	0.4966907	0.0925442	0.0020470	0.6440048	0.4085737	0.6910811	0.0338434	0.1776671	0.6572710	0.2793820	0.2132014	0.7104823	0.3882220	0.3633116	0.5652855	0.7757201	0.5020227	0.6110464	0.6559854	0.0133790
250	0.6927541	0.0008866	0.5724511	0.2478202	0.0691147	0.8571920	0.6005101	0.0623003	0.0151929	0.4906538	0.0330924	0.2757775	0.6802536	0.0063919	0.2250196	0.0362478	0.3694551	0.6918604	0.3691019	0.4638017	0.0219680	0.2839790	0.4538089	0.2777972	0.1647727	0.4579934	0.5684206	0.6002319	0.6745636	0.4602668	0.7271341	0.0494961	0.2407954	0.6025791	0.2649256	0.0884636	0.6908902	0.4189850	0.7038484	0.0711847	0.4606731	0.0687414	0.0081654	0.5779256	0.4092474	0.7029671	0.0540609	0.1685757	0.6246265	0.2452989	0.2543006	0.8711914	0.4427941	0.4122992	0.5536233	0.5676061	0.5683499	0.5589971	0.8785970	0.0030049
300	0.7192306	0.0089166	0.5469378	0.2787538	0.0266009	0.6740395	0.5766424	0.0539731	0.0058417	0.5884451	0.0318632	0.3857299	0.6231505	0.0028710	0.2397088	0.0333334	0.3654463	0.4950964	0.4195518	0.4592102	0.0619748	0.2097393	0.3710385	0.2466332	0.2209172	0.4392828	0.5270871	0.5053065	0.6679400	0.3760367	0.6440886	0.0483981	0.3223341	0.7764288	0.3698303	0.0673540	0.6467001	0.5097127	0.6874247	0.0873012	0.6400044	0.1028973	0.0024404	0.8343258	0.3777092	0.6530685	0.0428626	0.2320972	0.7679495	0.2511598	0.1785318	0.6426703	0.4360724	0.5220321	0.8110556	0.6192991	0.4667963	0.7243633	0.6700134	0.0054379
350	0.6253149	0.0049547	0.5056503	0.2371158	0.0271078	0.6998015	0.5398348	0.0525249	0.0088497	0.5266042	0.0409947	0.2557132	0.8266886	0.0555992	0.2871117	0.0327161	0.4146207	0.7031365	0.4086233	0.4061612	0.0079288	0.2641668	0.4021100	0.2419973	0.2200938	0.4923137	0.6061754	0.4878730	0.7579276	0.4127390	0.7052669	0.0680886	0.3297522	0.7371334	0.3063821	0.0691320	0.7322567	0.5605781	0.8194937	0.0978680	0.4005675	0.0493664	0.0067778	0.7898611	0.3555337	0.6888999	0.0446576	0.1839415	0.7326376	0.3852439	0.1394484	0.7370661	0.3915506	0.4473746	0.5519200	0.6089147	0.5708372	0.7456011	0.6350599	0.0042802
400	0.6561962	0.0079130	0.4175831	0.2764071	0.0120006	0.7156845	0.4740343	0.0494588	0.0059232	0.5055118	0.0193226	0.3993710	0.8608246	0.0198158	0.2425603	0.0098952	0.4446429	0.7011450	0.4448175	0.4912591	0.0068170	0.2383366	0.4446400	0.3420839	0.1570903	0.4459807	0.6174368	0.6207262	0.6445095	0.3839606	0.6998431	0.1212210	0.2810576	0.6728916	0.2349494	0.0885956	0.5682972	0.5851528	0.6700474	0.0633956	0.5211101	0.0572966	0.0012004	0.7337950	0.3830858	0.6426935	0.0450864	0.2010378	0.8051496	0.2925356	0.2352316	0.6791565	0.3691385	0.4398125	0.5921450	0.5862920	0.5963367	0.7223188	0.7261728	0.0076581
450	0.6285784	0.0011392	0.3753185	0.3209990	0.0397245	0.7553797	0.5850300	0.0359226	0.0255949	0.5501402	0.0490520	0.3001170	0.6818591	0.0434817	0.2410191	0.0286278	0.4500083	0.7690790	0.3925939	0.4859894	0.0054922	0.2313837	0.4175053	0.2144921	0.2047972	0.4667968	0.6162583	0.4967911	0.6988483	0.2975090	0.6786258	0.0570675	0.2785592	0.6935760	0.2672682	0.0746820	0.6104867	0.4269912	0.6021453	0.0574401	0.6650857	0.0925828	0.0026960	0.7348853	0.4248075	0.7408080	0.0598661	0.0900738	0.7253577	0.3016859	0.2149287	0.6745722	0.3433134	0.4738146	0.5974781	0.6179258	0.7925807	0.6583764	0.6096818	0.0098820
500	0.7026282	0.0228050	0.4824873	0.2663410	0.0137696	0.7618680	0.4554603	0.0657083	0.0109169	0.6338318	0.0341657	0.3462426	0.5665562	0.0210609	0.1313555	0.0215060	0.5184632	0.4897998	0.4259527	0.3650770	0.0144750	0.3149404	0.3125795	0.2262975	0.1889226	0.3731371	0.6763131	0.4726653	0.8009708	0.4740382	0.6806484	0.0276656	0.3889821	0.5543368	0.3941712	0.0819041	0.6318148	0.4253551	0.6489168	0.1044693	0.5163209	0.0930712	0.0011296	0.6522614	0.4522603	0.6667977	0.0559784	0.1474848	0.7111928	0.3108694	0.2746228	0.7010320	0.3926416	0.4735368	0.6688610	0.6886376	0.5981751	0.5623472	0.5645638	0.0022614
550	0.7247723	0.0005014	0.5321906	0.3300843	0.0973724	0.6273497	0.1847768	0.0929559	0.0796666	0.5583571	0.0335159	0.3862182	0.6671895	0.0190028	0.2942880	0.0288201	0.4705415	0.5634155	0.4425935	0.5761985	0.0093916	0.3046370	0.4596267	0.1870836	0.2190923	0.4338309	0.6236510	0.4262387	0.4101204	0.4158205	0.7693687	0.0976927	0.3149801	0.5866824	0.2833505	0.0937370	0.4421102	0.0928700	0.8636226	0.0357105	0.3541265	0.0749307	0.0035062	0.3834499	0.4448294	0.5622064	0.0250419	0.3361790	0.7670972	0.3710653	0.1015867	0.9255029	0.1202561	0.5011201	0.6893974	0.4969907	0.6052188	0.7152710	0.5322553	0.0109232
600	0.5973075	0.0006408	0.5792779	0.3197194	0.0715870	0.7740782	0.1935724	0.0534343	0.1359929	0.4866930	0.0228431	0.3588939	0.7380732	0.0318805	0.1406534	0.0156228	0.4250647	0.6287554	0.5191373	0.7632377	0.0077979	0.3283727	0.4237573	0.3205160	0.2157048	0.4986922	0.4308821	0.4178389	0.3409630	0.3609946	0.6929722	0.0284746	0.2984890	0.6447748	0.3252849	0.0772976	0.3962892	0.0515764	0.8393621	0.0319171	0.2624457	0.0476489	0.0012506	0.5813839	0.4007048	0.5959712	0.0362076	0.2263210	0.7762904	0.4209089	0.0978911	0.8049009	0.0772358	0.4093170	0.7351165	0.5492744	0.5760517	0.7616756	0.4824068	0.0057887
650	0.6823587	0.0036931	0.4790003	0.2646609	0.0823194	0.6889933	0.2094267	0.0471082	0.1712284	0.4675797	0.0292635	0.3444286	0.7587124	0.0446399	0.2131633	0.0334610	0.4209572	0.6315128	0.5148710	0.7178353	0.0105668	0.3315060	0.5002723	0.3328520	0.1771938	0.4151361	0.6539609	0.4454306	0.3326627	0.3751345	0.6795034	0.0441343	0.2718105	0.5408979	0.3399889	0.0991672	0.4686109	0.0271093	0.6144010	0.0405114	0.2611261	0.0882281	0.0031715	0.4401469	0.4173644	0.4655040	0.0365891	0.1385262	0.7786593	0.3123536	0.0603798	0.6457124	0.0334529	0.5129297	0.6509051	0.5578910	0.5929118	0.7368934	0.5818864	0.0177351
700	0.7069837	0.0058066	0.5980672	0.3136092	0.0430329	0.5928905	0.1794579	0.0536945	0.1571413	0.4311577	0.0363972	0.3486635	0.6824109	0.0189973	0.2210778	0.0114141	0.4826981	0.7387859	0.5495792	0.7050816	0.0121241	0.2537829	0.3522011	0.2406438	0.1766874	0.4481500	0.5837158	0.3990958	0.2394564	0.3585983	0.5835429	0.0238240	0.2154215	0.8288653	0.2721294	0.0923941	0.4208605	0.0780336	0.6814253	0.0344799	0.2983117	0.1066041	0.0023334	0.3668136	0.4417185	0.5084388	0.0591312	0.1455160	0.7547944	0.3724589	0.1379442	0.8565749	0.0247663	0.4126631	0.6845026	0.5904332	0.3804957	0.7409594	0.4532269	0.0003505
750	0.8898663	0.0151924	0.5091025	0.3341752	0.0904744	0.6539191	0.1448690	0.0400107	0.0980214	0.5090464	0.0451074	0.3840548	0.6298871	0.0283713	0.2243477	0.0141696	0.5575116	0.7047075	0.3179475	0.6429943	0.0085757	0.2576629	0.3858334	0.2559827	0.1908183	0.4666886	0.5969336	0.5014099	0.4185066	0.4347329	0.7633458	0.0585267	0.3020243	0.6483551	0.3017542	0.0826847	0.4501377	0.0201233	0.6013884	0.0828886	0.2917277	0.0640393	0.0063494	0.4646994	0.4213702	0.6274002	0.0359954	0.1435521	0.6390426	0.3159924	0.1208625	0.8971126	0.0178814	0.4921948	0.6797764	0.6146938	0.4681244	0.6774404	0.3900497	0.0019099
