"Time"	G1	G3	G8	G5	G22	G4	G83	G7	G6	G87
800	0.8534978	0.4375822	0.2052628	0.1271984	0.7480381	0.5291185	0.3013592	0.0646630	0.0287159	0.0136701
850	0.7634488	0.3975011	0.2192038	0.0871482	0.6177339	0.7688180	0.3998881	0.0646505	0.0093082	0.0216375
900	0.9257634	0.5717813	0.1505911	0.0983174	0.7751330	0.5492183	0.3419626	0.0577406	0.0213899	0.0529003
950	0.8284494	0.4075672	0.1256525	0.0783940	0.6648792	0.7317909	0.3932533	0.0627419	0.0178074	0.0124719
1000	0.7035452	0.4143970	0.1231514	0.0595481	0.7084340	0.6074741	0.2847456	0.0666008	0.0417824	0.0272045

0	0.7881572	0.4950750	0.1871264	0.1108252	0.7756655	0.7535780	0.3240620	0.0872715	0.0113447	0.0443502
50	0.6147128	0.2763727	0.1762163	0.0324518	0.7162647	0.5626971	0.3220760	0.0585651	0.0006183	0.0520564
100	0.4746900	0.3295468	0.1104923	0.0244628	0.6743723	0.6981930	0.3909812	0.0107815	0.0007386	0.0274617
150	0.5843797	0.3120918	0.1848458	0.0146691	0.7120000	0.5449072	0.3614937	0.0064005	0.0008292	0.0459686
200	0.5900668	0.3157853	0.1721937	0.0287078	0.6713755	0.6966934	0.3093981	0.0053952	0.0005024	0.0182687
250	0.5599580	0.3807438	0.1337290	0.0168829	0.6404924	0.5663471	0.3711771	0.0028354	0.0015499	0.0245195
300	0.7029645	0.3383762	0.1298341	0.0241329	0.6508058	0.5945870	0.3549311	0.0057365	0.0006695	0.0212137
350	0.5574886	0.4029154	0.1978629	0.0193329	0.7020820	0.6511667	0.3276700	0.0024459	0.0020424	0.0378427
400	0.5170984	0.3372913	0.1941572	0.0350862	0.7934442	0.5945979	0.3966034	0.0007715	0.0018525	0.0511032
450	0.5479695	0.3483448	0.1430099	0.0174606	0.6961752	0.5725990	0.3016657	0.0038160	0.0037341	0.0399456
500	0.4861951	0.3864185	0.2006545	0.0117583	0.7482774	0.5559021	0.2934749	0.0042911	0.0075897	0.0435308
550	0.6700020	0.2393374	0.1418047	0.1597661	0.7279483	0.4820553	0.3174941	0.0398372	0.0287678	0.0489999
600	0.7283488	0.2820171	0.1893420	0.1811502	0.8327010	0.6071503	0.3935875	0.0461850	0.0148083	0.0282165
650	0.7849738	0.3664493	0.2330071	0.1368402	0.6528728	0.7314531	0.4347348	0.0540388	0.0176574	0.0819945
700	0.6584135	0.4280967	0.2196200	0.1239762	0.7451460	0.6802156	0.3477467	0.0560437	0.0127014	0.0211434
750	0.8762858	0.4170506	0.2035265	0.1346845	0.7066107	0.6225215	0.3331960	0.0372119	0.0269604	0.0189941
800	0.8178328	0.4808571	0.1804984	0.1390983	0.6764696	0.7065996	0.3431758	0.0448579	0.0230778	0.0336369
850	0.8162589	0.4700614	0.1900848	0.0856907	0.7106402	0.7592927	0.3126333	0.0649283	0.0206097	0.0241903
900	0.8426885	0.5129984	0.1788338	0.0900548	0.6965654	0.7438599	0.2545818	0.0349633	0.0117226	0.0483870
950	0.8535252	0.4845623	0.1213618	0.0861057	0.6746073	0.6027742	0.3187639	0.0451379	0.0142635	0.0486747
1000	0.7665766	0.4538582	0.1646338	0.0634756	0.7424247	0.7165815	0.4311131	0.0969815	0.0105141	0.0387734

0	0.9817589	0.4914781	0.2247966	0.1002467	0.7722852	0.7335940	0.3948960	0.0623086	0.0073345	0.0316551
50	0.7456325	0.4681380	0.1727602	0.1402344	0.7862593	0.6522828	0.0594018	0.0938653	0.0035489	0.0489368
100	0.5530628	0.3824068	0.2362715	0.1099616	0.8962252	0.6450959	0.0140373	0.0557979	0.0009090	0.0305705
150	0.7490106	0.3420866	0.1925700	0.1413240	0.7561543	0.7609193	0.0072536	0.0720411	0.0006467	0.0391911
200	0.5454635	0.4152273	0.2621324	0.1389852	0.6956576	0.5753189	0.0278151	0.0717782	0.0019948	0.0206812
250	0.5612064	0.4224611	0.1268350	0.1024372	0.7567324	0.5346563	0.0591112	0.0575656	0.0002553	0.0381082
300	0.6094255	0.4280880	0.1966284	0.1587631	0.7109853	0.6254129	0.0194069	0.0380145	0.0000321	0.0390540
350	0.6156034	0.4196437	0.1418123	0.1510924	0.6991209	0.7250670	0.0426644	0.0762878	0.0002246	0.0280505
400	0.6807878	0.3106763	0.1460665	0.1396767	0.6669948	0.6498639	0.0078130	0.0237886	0.0010915	0.0442622
450	0.8122957	0.3816568	0.1743519	0.1302912	0.7513543	0.6521564	0.0414708	0.0643607	0.0003065	0.0113528
500	0.6325428	0.4037450	0.1622132	0.1461622	0.8484925	0.6856146	0.0176787	0.0264368	0.0001290	0.0469512
550	0.8406786	0.4642684	0.1870241	0.0778600	0.7843046	0.5487741	0.3383888	0.0629753	0.0053762	0.0289768
600	0.6316864	0.4045357	0.1718393	0.0909901	0.7425285	0.7034214	0.3354146	0.1551758	0.0175986	0.0350995
650	0.6038441	0.4256343	0.1863833	0.0993318	0.7568756	0.7114397	0.3125904	0.0698142	0.0317783	0.0151151
700	0.7750454	0.4451579	0.2710404	0.0863698	0.6383306	0.6187910	0.2793687	0.0737925	0.0083040	0.0338808
750	0.6350038	0.3259720	0.2034948	0.1499563	0.7031506	0.6550039	0.2946960	0.0869639	0.0423823	0.0568871
800	0.6667842	0.3854779	0.2553887	0.1544159	0.8790138	0.7266050	0.2523369	0.0743696	0.0244005	0.0310337
850	0.8454623	0.4278385	0.2146960	0.0829125	0.8232983	0.7333484	0.3349762	0.0559958	0.0164611	0.0301381
900	0.7142964	0.3370364	0.2192389	0.0909079	0.8339109	0.7407646	0.3377384	0.0426923	0.0126465	0.0389632
950	0.6264017	0.4853373	0.2215162	0.0965487	0.7966406	0.6435503	0.3498100	0.0480936	0.0330770	0.0494186
1000	0.6777157	0.4011730	0.1974517	0.0813826	0.9174727	0.7068827	0.2734262	0.0337336	0.0036719	0.0231443

0	0.7753097	0.4652803	0.1572977	0.1044632	0.6661205	0.7897256	0.4359927	0.0828979	0.0205898	0.0436728
50	0.8553883	0.3874439	0.2055265	0.1193167	0.5065182	0.6908542	0.1064577	0.0464911	0.0217748	0.0545923
100	0.7095443	0.5056232	0.2236799	0.0977303	0.4479155	0.7588615	0.0209037	0.0444977	0.0228989	0.0231790
150	0.7268422	0.4576743	0.1185847	0.1153916	0.5498542	0.7903181	0.0123613	0.0649776	0.0178288	0.0181723
200	0.6883093	0.4323295	0.1533393	0.1337307	0.4910012	0.6906861	0.0257697	0.0638765	0.0320558	0.0123153
250	0.6494552	0.4181221	0.2119756	0.1705375	0.4517034	0.7696916	0.0000000	0.0811528	0.0122753	0.0421740
300	0.6821901	0.4125762	0.1567794	0.1318762	0.4752481	0.7863998	0.0008348	0.0989613	0.0137025	0.0313579
350	0.6962973	0.4004189	0.1699545	0.1468437	0.4880484	0.7908680	0.0098062	0.0661421	0.0144320	0.0269256
400	0.8943942	0.3557252	0.2118397	0.1226046	0.3537297	0.7002771	0.0099995	0.0490811	0.0029211	0.0233937
450	0.7245846	0.3740724	0.1596721	0.1516488	0.5227399	0.7031236	0.0055935	0.0424873	0.0029101	0.0679896
500	0.7157814	0.3705063	0.1800383	0.1590918	0.4831077	0.7431698	0.0064041	0.0289479	0.0076854	0.0307832
550	0.8085335	0.4806741	0.2093050	0.0960233	0.5573272	0.7081610	0.2495472	0.0284489	0.0180613	0.0454076
600	0.7396291	0.4695126	0.1751605	0.1199980	0.6883516	0.5868800	0.3256663	0.0696858	0.0262372	0.0443630
650	0.7323605	0.5554144	0.1860516	0.0980800	0.6596567	0.6780783	0.3121887	0.0787863	0.0120969	0.0396266
700	0.7024522	0.5003811	0.1976112	0.1160617	0.7225654	0.6335711	0.3391648	0.0630423	0.0096366	0.0394372
750	0.6851910	0.4458980	0.2016027	0.1343852	0.7538458	0.6655320	0.3200301	0.0590145	0.0140923	0.0370027
800	0.8535628	0.5009873	0.1422219	0.0804599	0.6586550	0.5750118	0.3527016	0.0894494	0.0467057	0.0550915
850	0.7983128	0.5592781	0.1841991	0.1094751	0.8749830	0.6611877	0.3693310	0.0752575	0.0246376	0.0448002
900	0.6708526	0.5273492	0.1669569	0.0933792	0.8012157	0.7948880	0.3387415	0.0445681	0.0238563	0.0362973
950	0.8018823	0.4798295	0.2267211	0.1024509	0.7100883	0.6897391	0.3488447	0.0250254	0.0145419	0.0247634
1000	0.7649281	0.4475377	0.1995953	0.1113197	0.6787632	0.6729960	0.2967685	0.0712688	0.0120390	0.0195357

0	0.9063996	0.4188110	0.2402585	0.1114155	0.7545398	0.6606817	0.3739086	0.0581487	0.0149674	0.0274543
50	0.7105245	0.4889894	0.0249206	0.1031808	0.7360173	0.6904510	0.0792234	0.0914270	0.0120537	0.0454196
100	0.6670303	0.6276130	0.0062643	0.1100083	0.7541143	0.6488751	0.0201185	0.0925675	0.0440342	0.0444390
150	0.7364608	0.4084262	0.0015414	0.0431219	0.7543728	0.7678900	0.0036167	0.0624327	0.0257266	0.0469500
200	0.6531724	0.5154678	0.0000000	0.0846521	0.7888432	0.7722063	0.0122567	0.0425173	0.0140481	0.0441523
250	0.7923915	0.6204813	0.0001186	0.1151703	0.7936464	0.7776458	0.0031229	0.0465043	0.0165447	0.0741684
300	0.7348720	0.5543651	0.0001112	0.1394684	0.7388862	0.6375697	0.0018670	0.0558624	0.0192320	0.0525095
350	0.6464219	0.5119511	0.0004264	0.0763023	0.7503903	0.7089167	0.0003532	0.0621806	0.0234064	0.0304780
400	0.7159550	0.5541082	0.0030229	0.1296536	0.7047092	0.8768518	0.0060369	0.0477614	0.0110247	0.0363393
450	0.6852160	0.4274630	0.0003541	0.0807549	0.6804051	0.7760078	0.0053721	0.0840369	0.0135128	0.0315835
500	0.7155538	0.6596346	0.0016406	0.1221009	0.8482409	0.7000006	0.0024416	0.0449426	0.0109126	0.0490056
550	0.6928148	0.3903016	0.1470786	0.1090693	0.6987784	0.6807899	0.3062330	0.0831412	0.0353968	0.0276972
600	0.8462194	0.3171929	0.1908379	0.1167005	0.6764942	0.6830228	0.3900496	0.0999894	0.0226541	0.0374905
650	0.8253691	0.3997412	0.2017700	0.1113051	0.8665228	0.6637288	0.2768359	0.0359234	0.0376414	0.0328786
700	0.6857643	0.4449969	0.2265134	0.1402448	0.8454285	0.7682875	0.3334085	0.0599705	0.0144810	0.0204685
750	0.8029946	0.4386510	0.1613383	0.1424579	0.7200748	0.8095265	0.4036979	0.0670421	0.0179510	0.0333915
800	0.6828598	0.3995402	0.1543659	0.1385437	0.7007224	0.7103058	0.3385055	0.0724449	0.0071449	0.0250597
850	0.6928068	0.4228840	0.1712734	0.1264771	0.6997566	0.6567406	0.3253147	0.0771089	0.0121545	0.0244706
900	0.7187262	0.5494883	0.1700906	0.1322847	0.7802179	0.6561943	0.2832660	0.0591546	0.0065069	0.0429419
950	0.7203336	0.5542586	0.1218562	0.1430756	0.8287014	0.7563239	0.2943440	0.0757856	0.0199196	0.0269880
1000	0.8450113	0.5009319	0.1757292	0.1097190	0.6812739	0.7216437	0.3646879	0.0646730	0.0109397	0.0319408

0	0.7783538	0.4430717	0.1861291	0.0918477	0.8387969	0.6329579	0.4138894	0.0696651	0.0116331	0.0462643
50	0.8348486	0.6328118	0.1682115	0.1042307	0.6480219	0.6741202	0.2679822	0.0543944	0.0025172	0.0246590
100	0.7077760	0.7784342	0.1534937	0.0973142	0.7137224	0.6427183	0.3287367	0.0790204	0.0004956	0.0594695
150	0.6975421	0.6780739	0.1141395	0.1066005	0.7203287	0.7106673	0.3584513	0.0436543	0.0000316	0.0419248
200	0.8162367	0.6817019	0.2118318	0.1599388	0.7480943	0.6097447	0.2962331	0.0632485	0.0000142	0.0358638
250	0.6404653	0.8228777	0.1658885	0.1143386	0.6498926	0.6797101	0.2970673	0.0423285	0.0005347	0.0211148
300	0.7248470	0.6778236	0.1705945	0.1245202	0.6405928	0.7000751	0.3158607	0.0448011	0.0012823	0.0282069
350	0.8142587	0.7420186	0.1773422	0.1125526	0.6043765	0.5496426	0.3570108	0.0708776	0.0006549	0.0349653
400	0.6457716	0.7699701	0.1261636	0.1033046	0.5945201	0.5731798	0.4611765	0.0733876	0.0000000	0.0161581
450	0.6464646	0.6497240	0.2199595	0.1375688	0.7463538	0.7902518	0.3426702	0.0473509	0.0013498	0.0350780
500	0.7217256	0.7470242	0.1793204	0.0662284	0.7787932	0.5989381	0.3222099	0.0473625	0.0009031	0.0421453
550	0.8615198	0.6323474	0.1933093	0.0686142	0.6720789	0.6037476	0.4217502	0.0395320	0.0385095	0.0268718
600	0.7457631	0.5645080	0.1970734	0.1377131	0.7275627	0.5736154	0.3691223	0.0631486	0.0143304	0.0149201
650	0.8284855	0.5492977	0.1641786	0.1245886	0.6119030	0.5362251	0.3341643	0.0786052	0.0135672	0.0254752
700	0.7516868	0.3869891	0.2290816	0.0748249	0.7274136	0.6178353	0.2957565	0.0811723	0.0189196	0.0139159
750	0.8591879	0.5581827	0.1903719	0.1088753	0.8097040	0.7370716	0.3714391	0.0822700	0.0241938	0.0373341
800	0.7117103	0.5565721	0.1248879	0.0912530	0.7691798	0.7860099	0.3621761	0.0389619	0.0244000	0.0639281
850	0.7824446	0.4652714	0.2303791	0.1139427	0.7563458	0.6543419	0.3358285	0.0724507	0.0189257	0.0336590
900	0.7758416	0.5025655	0.1756657	0.0863377	0.9076978	0.7334670	0.2659384	0.0407518	0.0673228	0.0338353
950	0.7827723	0.5393213	0.1808179	0.1084977	0.8996198	0.6268004	0.3715695	0.0588154	0.0252461	0.0407859
1000	0.6752369	0.4268073	0.1908194	0.1579079	0.8164099	0.7035172	0.3059964	0.0477665	0.0080764	0.0261648

0	0.7727197	0.3667138	0.1849568	0.1156554	0.9278287	0.7631741	0.3284494	0.0695639	0.0178314	0.0295074
50	0.6795991	0.5153529	0.0423731	0.1246077	0.7527233	0.7976321	0.3556115	0.0377586	0.0227104	0.0242787
100	0.7768167	0.4314481	0.0090297	0.1448390	0.6374198	0.6481379	0.3260098	0.0087402	0.0010060	0.0295636
150	0.7181225	0.4752960	0.0007157	0.0954546	0.8359897	0.7335513	0.3291497	0.0027852	0.0042622	0.0518597
200	0.6965222	0.4213455	0.0000870	0.1133026	0.8571160	0.6370621	0.3369623	0.0030125	0.0019113	0.0446401
250	0.7843292	0.4675994	0.0001297	0.0929956	0.7257518	0.6722888	0.3203507	0.0022722	0.0000108	0.0324886
300	0.6660277	0.4663632	0.0000101	0.0853459	0.7414833	0.6121904	0.3975687	0.0000041	0.0011893	0.0134942
350	0.6321690	0.4701289	0.0007364	0.1128580	0.8776139	0.6611650	0.3606936	0.0007044	0.0056439	0.0529432
400	0.6913088	0.3967395	0.0012734	0.0827525	0.7975609	0.7657536	0.2530536	0.0000066	0.0066215	0.0211863
450	0.8665360	0.4324874	0.0003518	0.1261812	0.8099671	0.7261419	0.3417615	0.0008370	0.0007366	0.0364486
500	0.7971200	0.4864476	0.0011880	0.1402649	0.6121311	0.6250327	0.4341195	0.0001392	0.0041928	0.0411853
550	0.6651458	0.3857530	0.1058404	0.0838000	0.8138735	0.6463107	0.4321738	0.0513168	0.0128890	0.0382243
600	0.7719376	0.4183995	0.2343547	0.1236456	0.7160119	0.5462721	0.2670389	0.0434859	0.0306509	0.0141888
650	0.7499054	0.4229115	0.1957286	0.1258735	0.7721837	0.5832464	0.2989849	0.0439542	0.0147443	0.0284654
700	0.7406124	0.4267571	0.1797187	0.1218387	0.6955833	0.7390348	0.4200899	0.0482360	0.0163622	0.0160836
750	0.8401669	0.3744712	0.1115717	0.1547163	0.6532991	0.8011873	0.3227036	0.0820539	0.0186721	0.0312408
800	0.7273727	0.5009805	0.1362341	0.1346768	0.6477218	0.7068424	0.4221432	0.0599424	0.0203932	0.0289278
850	0.7628575	0.4164886	0.2399682	0.0932619	0.8142072	0.6760755	0.3499538	0.0778396	0.0249746	0.0449834
900	0.6333335	0.4373816	0.1385010	0.0915185	0.7503593	0.6157710	0.4250927	0.0271495	0.0206700	0.0357023
950	0.8286464	0.4462623	0.2164232	0.0816497	0.6502084	0.6472947	0.2942696	0.0373369	0.0197973	0.0516756
1000	0.7589686	0.4955990	0.1931006	0.0856199	0.7254339	0.5214356	0.3072419	0.0312615	0.0213022	0.0355118
