"Time"	G1	G10	G2	G20	G17	G4	G16	G9	G8	G11	G18	G94	G95	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G14	G15	G12	G44	G41	G22	G21	G50	G13	G51	G53	G52	G42	G55	G39	G49	G40	G45	G54	G47	G48	G61	G57	G43	G72	G67	G60	G59	G99	G58	G79	G81	G88	G83	G89	G82	G80	G84
450	0.2497186	0.4259927	0.3592602	0.4358326	0.5675742	0.3782364	0.0264383	0.0888467	0.6538249	0.6553854	0.2924987	0.7833902	0.7026414	0.7703273	0.0529492	0.1967918	0.1447831	0.0057654	0.4480639	0.6702061	0.5905334	0.6459928	0.2624682	0.0472572	0.5769114	0.6137364	0.0310402	0.7080790	0.0924777	0.0957969	0.3543480	0.6197827	0.2981424	0.3151324	0.4452835	0.5519473	0.0844750	0.1485809	0.6582282	0.4288898	0.4729716	0.7857098	0.3460305	0.5409654	0.7285563	0.2527073	0.0650381	0.5740067	0.3161028	0.2643131	0.3383045	0.0357627	0.5330648	0.0441714	0.7238151	0.8096043	0.5145663	0.1202797	0.3364031	0.3991089	0.3159317	0.6166604	0.3750208	0.6618433	0.3589761
500	0.3052558	0.3580913	0.2366707	0.5826825	0.4825327	0.4286333	0.0353566	0.0526924	0.6555811	0.5514165	0.2450403	0.6721248	0.7681855	0.5991592	0.0309656	0.1399569	0.1666199	0.0109544	0.5205273	0.5471958	0.5082743	0.6651165	0.3647256	0.0297871	0.6823665	0.5258509	0.0585926	0.7110846	0.0881438	0.1098493	0.4067960	0.5874886	0.2231758	0.3297347	0.3849140	0.4944136	0.1093110	0.1675871	0.7767687	0.3557964	0.5451213	0.7353206	0.3179429	0.6893146	0.6457536	0.1799674	0.0405478	0.6742681	0.3906850	0.1783577	0.2841799	0.0332510	0.5004693	0.0459579	0.7333744	0.6321096	0.5088883	0.1177805	0.4251840	0.4455829	0.4657250	0.7135286	0.3729392	0.7312319	0.3256881
550	0.3142121	0.3828703	0.3311378	0.5660876	0.5913601	0.4444845	0.0279379	0.0712059	0.5372476	0.5793958	0.3097326	0.6914608	0.7372460	0.6750730	0.0506937	0.1716173	0.0511940	0.4346042	0.3531757	0.7355161	0.5297786	0.6567096	0.2829281	0.0554590	0.6980942	0.6140658	0.0872477	0.7651565	0.0698482	0.1072588	0.1881519	0.4875571	0.1140551	0.4034485	0.3568621	0.5309244	0.0545418	0.1636868	0.7857376	0.2718776	0.4499551	0.6608144	0.3084165	0.6618152	0.7216358	0.2298984	0.0848666	0.6383453	0.3378228	0.2520968	0.2520588	0.5317335	0.1943763	0.0549485	0.5642346	0.7462447	0.5538033	0.1200598	0.4152897	0.3453127	0.4304129	0.6752904	0.3643910	0.6348761	0.3485446
600	0.3117735	0.4411575	0.3576161	0.4910262	0.6004373	0.4591063	0.0247694	0.0632550	0.5756794	0.5982188	0.3141286	0.8591439	0.7873238	0.5699276	0.0344013	0.0819992	0.0141252	0.6135381	0.2908678	0.8082744	0.6184763	0.7027808	0.2636734	0.0747705	0.6895096	0.5527876	0.0945892	0.7138900	0.0849980	0.0944286	0.2246036	0.6184822	0.0947167	0.2994509	0.2828235	0.4752823	0.0240946	0.1271568	0.7348246	0.3527200	0.4749440	0.6894946	0.4190914	0.5795696	0.7089090	0.3083486	0.0817982	0.5388987	0.2931924	0.1899188	0.2946368	0.7505248	0.1879384	0.0617509	0.8453141	0.7278047	0.4483663	0.0989033	0.3832103	0.4485155	0.3689300	0.5187866	0.2737387	0.8572407	0.2779016
650	0.2441609	0.4062196	0.2478386	0.6615913	0.5262656	0.4915852	0.0298632	0.0648763	0.4959469	0.5824070	0.2747493	0.6731685	0.6863111	0.6803763	0.0258044	0.1172028	0.0117874	0.6705135	0.3825250	0.7126981	0.5616847	0.7837351	0.2295236	0.0827652	0.5801930	0.5973533	0.1019444	0.8171596	0.0664773	0.1567912	0.1545749	0.6467171	0.0811949	0.3021502	0.4127342	0.4075945	0.0234832	0.1479816	0.7243407	0.3704913	0.3764268	0.4747253	0.2961294	0.7285824	0.6378227	0.2807409	0.0912917	0.6386324	0.2882197	0.2544817	0.2831249	0.6451609	0.3676268	0.0826519	0.7447056	0.5926623	0.7078377	0.1125529	0.3704172	0.3515910	0.4243978	0.7148355	0.3246189	0.7473879	0.3845562
700	0.2485674	0.4220985	0.2793230	0.6869798	0.6361338	0.3977695	0.0290168	0.0505570	0.5465427	0.5960928	0.2565756	0.8342941	0.5864129	0.7194159	0.0183328	0.1499035	0.0123251	0.6931671	0.3239111	0.7043463	0.5160554	0.7721509	0.2111295	0.1147851	0.8370588	0.5467514	0.1329504	0.6360034	0.1047624	0.1630753	0.2309394	0.5019320	0.0617787	0.2797612	0.3260939	0.4561236	0.0094156	0.1153828	0.6909790	0.3433743	0.4396343	0.4726171	0.3392496	0.6157043	0.7451386	0.2701010	0.0486346	0.6463625	0.2586107	0.1885582	0.2955452	0.6896335	0.3274261	0.0819423	0.6557466	0.7422759	0.5642638	0.0911843	0.3547822	0.5647263	0.4165607	0.5369173	0.3626637	0.7122264	0.2566245
750	0.3553778	0.4082854	0.2781452	0.4927966	0.5843596	0.4513216	0.0448908	0.0426420	0.4643185	0.4547746	0.3304021	0.6712414	0.7306052	0.5997733	0.0171009	0.1409403	0.0041466	0.6523534	0.2741341	0.6108532	0.5515770	0.6570143	0.1587009	0.1186252	0.8024023	0.5684653	0.0906975	0.7382678	0.1099328	0.1489152	0.1973410	0.7731709	0.0569949	0.2999706	0.4283739	0.4408876	0.0149871	0.1210724	0.7798984	0.2880010	0.5224348	0.4356871	0.3199108	0.7795139	0.7134541	0.3438688	0.0524464	0.7246230	0.2037839	0.3085891	0.2660183	0.8159608	0.4499113	0.0758397	0.5484401	0.6241872	0.6465077	0.1133951	0.4264686	0.3803268	0.4499432	0.5352104	0.2692174	0.7612191	0.3400817
800	0.2810351	0.5523233	0.3773013	0.6135158	0.5930582	0.3535422	0.0153611	0.0922721	0.5018878	0.4187530	0.4223982	0.7492933	0.7221766	0.6574024	0.0283717	0.0849041	0.0008487	0.6812635	0.2314093	0.6812859	0.5970061	0.6631198	0.1431719	0.1931001	0.7444866	0.5927625	0.1128686	0.7042936	0.1487571	0.2195424	0.2844025	0.5662155	0.0524287	0.3030751	0.3884553	0.4669176	0.0012271	0.1030552	0.5832151	0.4851729	0.5426669	0.4559229	0.3100397	0.7616494	0.7212619	0.3654249	0.0500030	0.6658262	0.2276017	0.2270058	0.2489487	0.6753239	0.4257050	0.0722305	0.6729956	0.5932877	0.4970400	0.0888416	0.2952409	0.4404386	0.3485961	0.5860906	0.2289619	0.6001101	0.2457614
850	0.4510518	0.4123682	0.3760074	0.5807476	0.6850956	0.5569936	0.0210274	0.0544014	0.5487100	0.3498249	0.3058191	0.7458994	0.6988754	0.6449110	0.0111728	0.0445896	0.0039296	0.6651218	0.2678583	0.6862745	0.6512824	0.6214165	0.1623985	0.0788482	0.5864534	0.5097160	0.0918904	0.7100791	0.1014875	0.1566882	0.3283576	0.7172378	0.0831393	0.3547273	0.3753462	0.5137096	0.0063640	0.1469901	0.6716805	0.4426494	0.4906221	0.5502908	0.2767211	0.7688589	0.6820923	0.3756497	0.0916401	0.5524170	0.2508635	0.2412206	0.2001315	0.7124989	0.3977577	0.0325292	0.5815096	0.6823836	0.6384514	0.1627701	0.3434368	0.4613267	0.4150826	0.6661925	0.2073141	0.6215026	0.3548997
900	0.2832924	0.3754599	0.3480858	0.6287675	0.6943741	0.5113781	0.0241267	0.0427835	0.5469735	0.4170842	0.3275874	0.6309570	0.7277003	0.7143692	0.0196821	0.0948224	0.0068444	0.6630638	0.3291478	0.7274782	0.6273060	0.7264155	0.0932804	0.0622787	0.5719730	0.5047852	0.1071336	0.6265723	0.1022312	0.1619775	0.2062381	0.5510094	0.1170550	0.3933865	0.3043215	0.4149810	0.0164474	0.1752927	0.6406636	0.6263681	0.6020061	0.3898216	0.2439650	0.7345686	0.6114353	0.4239214	0.0683897	0.6185456	0.2572573	0.2229476	0.1408338	0.8213497	0.3819012	0.0332314	0.6274407	0.7527536	0.5278119	0.1420681	0.2557358	0.3943063	0.3934619	0.6530115	0.2216877	0.6033276	0.3336361
950	0.2998897	0.2975042	0.1900990	0.7073003	0.6287073	0.4913995	0.0229744	0.0522338	0.4429036	0.4510602	0.2429688	0.7347064	0.6569971	0.8507388	0.0281655	0.0702527	0.0034085	0.6414392	0.2817227	0.5483577	0.5708225	0.6446610	0.2020711	0.1720540	0.7118799	0.4893350	0.1913940	0.7272256	0.1095140	0.1111471	0.2866642	0.5912138	0.1229293	0.3645336	0.3452381	0.4666878	0.0044056	0.1789431	0.5857671	0.4234933	0.4971257	0.5106572	0.2499470	0.6628790	0.6071742	0.2866022	0.0443306	0.6099853	0.2512016	0.1491631	0.2796866	0.7292428	0.3815924	0.0570473	0.7054455	0.7397866	0.5677754	0.1604448	0.2263970	0.3289594	0.4448029	0.6850157	0.2818103	0.6782391	0.3526768
1000	0.2615878	0.4371503	0.2497637	0.7068091	0.5406574	0.5265823	0.0162588	0.0366248	0.5250788	0.4227753	0.3772664	0.7218526	0.7124110	0.6906570	0.0199454	0.0603720	0.0027631	0.7136469	0.3281430	0.6494065	0.5829988	0.7560883	0.1485628	0.1356350	0.6314462	0.6057155	0.1433081	0.5357291	0.0716461	0.0733585	0.1301721	0.5305478	0.0881102	0.3063624	0.3091625	0.5720844	0.0173621	0.2042618	0.6877850	0.3526645	0.5001977	0.6231743	0.2381081	0.6579697	0.5868268	0.3122479	0.0477653	0.7143816	0.2907364	0.2747366	0.2828935	0.6408222	0.4587238	0.0810833	0.7921470	0.7688396	0.5304753	0.1108251	0.3802401	0.3884798	0.4149922	0.6320147	0.3076422	0.7487802	0.3163435

0	0.2776791	0.3235837	0.2969072	0.7063314	0.5563965	0.4629859	0.0252290	0.0587468	0.4899813	0.5168537	0.2950611	0.6797658	0.6961019	0.7592799	0.0090306	0.0974827	0.0170613	0.6517611	0.3105524	0.5798739	0.5698197	0.6899896	0.1427083	0.1284663	0.6200224	0.5258287	0.1294222	0.6891871	0.0734513	0.1203593	0.2378261	0.5303459	0.0804019	0.3747818	0.3900748	0.4677065	0.0157439	0.1531550	0.7784029	0.4843922	0.6307290	0.5499412	0.2999760	0.7345563	0.6867579	0.4134401	0.1102878	0.5666340	0.2874062	0.2070986	0.2426550	0.7660221	0.4906851	0.0742576	0.7578580	0.7873929	0.6469321	0.1587780	0.2197410	0.3706660	0.3678671	0.6347053	0.2265030	0.6745639	0.2999667
50	0.4894705	0.3864575	0.3120680	0.6197001	0.6296254	0.4884241	0.0005934	0.2560983	0.5519998	0.3837564	0.2775348	0.5794040	0.8371458	0.4627834	0.0073232	0.0988791	0.0104969	0.4810180	0.2236396	0.6508327	0.6195201	0.6869390	0.1291112	0.1158593	0.6557091	0.5273254	0.1836581	0.7780669	0.1469964	0.1679078	0.5005357	0.1314808	0.2725615	0.1424958	0.0597745	0.3353931	0.0682641	0.1825326	0.7136672	0.4507663	0.3815472	0.4926375	0.2954025	0.8904866	0.5912333	0.3931917	0.1032300	0.4846632	0.2216523	0.4425039	0.5215781	0.7167585	0.2869496	0.1591560	0.7082480	0.5200666	0.5037490	0.1446264	0.3596018	0.3537598	0.3618449	0.5798191	0.2410854	0.6393202	0.3009298
100	0.5407556	0.3573126	0.2795132	0.6802888	0.6255825	0.5885677	0.0015832	0.3896220	0.4177681	0.4646615	0.2382526	0.5220480	0.7325479	0.3861262	0.0239938	0.1246881	0.0141048	0.5203090	0.2694943	0.8179525	0.6127831	0.7374084	0.1351911	0.1407182	0.6587699	0.5551233	0.3038980	0.4666295	0.0513759	0.1564829	0.6946832	0.0212490	0.2944680	0.0359367	0.0152370	0.2188844	0.1049311	0.1542643	0.6568524	0.4529424	0.4761025	0.6475258	0.2329185	0.8274550	0.7200582	0.3137821	0.0907088	0.5187287	0.1980562	0.5049132	0.4590777	0.7920364	0.4761274	0.3054802	0.7447333	0.4744329	0.5749747	0.1050702	0.3876434	0.4502016	0.5444440	0.5236855	0.3135326	0.6449896	0.3256830
150	0.6094917	0.3046187	0.1905380	0.6692732	0.5004771	0.6144636	0.0000032	0.3600682	0.2318077	0.4441999	0.3279445	0.5755851	0.7157327	0.3773937	0.0427226	0.1994568	0.0064417	0.5320833	0.3604991	0.7265696	0.5313614	0.6981232	0.1617371	0.1625074	0.5353882	0.3066347	0.4916060	0.3668214	0.0655812	0.1073285	0.6546935	0.0269543	0.3405013	0.0284871	0.0345735	0.1614412	0.1417364	0.1217770	0.7190247	0.4766716	0.4148517	0.7600737	0.3577723	0.7886393	0.5845197	0.2348445	0.0801093	0.5457188	0.2670174	0.6005812	0.5044849	0.7722213	0.4758999	0.3539533	0.7238170	0.4362740	0.5377657	0.0935182	0.4931350	0.3986478	0.4571282	0.5367757	0.2821376	0.6952025	0.3988935
200	0.6122420	0.2311823	0.2126018	0.7637435	0.4748083	0.4836085	0.0001974	0.3856770	0.1803267	0.5080292	0.4980963	0.5901046	0.6295473	0.3910283	0.0886754	0.3057966	0.0181119	0.5537352	0.3511011	0.6239641	0.6681579	0.6781016	0.1770934	0.2593485	0.5993996	0.2607351	0.4471509	0.2621830	0.0458351	0.0914891	0.6954293	0.0132052	0.4786618	0.0420682	0.0152351	0.1973510	0.1452202	0.0741530	0.5993301	0.3351090	0.3194407	0.7002301	0.2486421	0.8162892	0.5108507	0.1522636	0.0561467	0.5643863	0.3262422	0.6570859	0.4346361	0.7737342	0.4663315	0.2972581	0.6226718	0.4181074	0.7090099	0.0830593	0.6406853	0.4680792	0.4797298	0.6156393	0.3471077	0.7059042	0.3059807
250	0.6940833	0.2859702	0.1563339	0.7315281	0.5822039	0.4840244	0.0000002	0.3765374	0.2379475	0.4089887	0.3774792	0.5746529	0.7410747	0.2851267	0.1707083	0.2842950	0.0396006	0.5356572	0.4569721	0.6809760	0.5911696	0.7549731	0.1180335	0.3034952	0.7144263	0.3639933	0.5723535	0.4187043	0.0471457	0.0864154	0.7614213	0.0102530	0.3781359	0.0277261	0.0197357	0.2403027	0.1206080	0.0393516	0.5813841	0.4404320	0.3623019	0.6523463	0.3690035	0.7202610	0.6920214	0.1618348	0.0563011	0.4637183	0.2702935	0.5955188	0.4167173	0.6702680	0.5208142	0.2993179	0.6578857	0.5294031	0.6111253	0.1294985	0.5557931	0.3659358	0.4960116	0.5802452	0.2982758	0.7612683	0.3658199
300	0.7153072	0.1722609	0.1437348	0.7186162	0.4073089	0.4956273	0.0000078	0.4324106	0.1667392	0.3625097	0.4841126	0.4852501	0.7271667	0.3237888	0.1481775	0.4565799	0.0530411	0.3241876	0.6026194	0.7147349	0.6634974	0.6430510	0.0893752	0.3700110	0.5289866	0.3204786	0.4896226	0.2663868	0.0349288	0.1059090	0.7026461	0.0324547	0.3740172	0.0503984	0.0094215	0.2102257	0.1792366	0.0485765	0.7476323	0.4087915	0.1959316	0.7153269	0.3684490	0.7097542	0.5866250	0.1753138	0.0472185	0.4945420	0.2492875	0.5608062	0.4484234	0.7291682	0.5338578	0.2792971	0.6275480	0.4860999	0.6082310	0.1343871	0.4117351	0.3958891	0.5119288	0.5012918	0.2699640	0.7700690	0.3250156
350	0.7349742	0.2380571	0.1297331	0.8595944	0.3384850	0.3611303	0.0002030	0.3333144	0.1678437	0.4277554	0.5020464	0.4934326	0.7142254	0.4325414	0.0892789	0.4842646	0.0303924	0.4121575	0.7331547	0.6827476	0.5164708	0.6779084	0.1870290	0.3398663	0.6082774	0.2833772	0.5675752	0.3242296	0.0462738	0.0901150	0.7130616	0.0089949	0.2967753	0.0407473	0.0200755	0.1823335	0.1593106	0.0408381	0.8299316	0.4250167	0.2535649	0.8354509	0.3845233	0.7125753	0.5912758	0.1313717	0.0556073	0.5033454	0.3422598	0.6018775	0.4759951	0.7015034	0.4047518	0.4425660	0.6631433	0.4272110	0.6806341	0.1741242	0.4431490	0.5151729	0.4188113	0.5157799	0.2634673	0.7597495	0.3175461
400	0.6232011	0.2047215	0.1662633	0.7742040	0.3230712	0.4118624	0.0010235	0.4239425	0.1877716	0.4700295	0.3773025	0.5138048	0.6245853	0.3446967	0.1342288	0.4543718	0.0491909	0.4103497	0.6244790	0.7122843	0.6611422	0.6635569	0.1600513	0.4226033	0.4822762	0.2616394	0.6209280	0.2653592	0.0590540	0.1222860	0.6841591	0.0074369	0.3554292	0.0425027	0.0276582	0.2295533	0.1620504	0.0425510	0.7892330	0.4551996	0.2554858	0.6595179	0.4234600	0.5870858	0.6634188	0.1440697	0.0323552	0.4677366	0.1856434	0.4555267	0.6335435	0.6326683	0.4256512	0.3948480	0.6863634	0.4716492	0.5400162	0.1519685	0.4987627	0.3932071	0.3539199	0.5467332	0.2791981	0.6615512	0.2821564
450	0.6769136	0.2156070	0.1169836	0.7169008	0.2706215	0.2481707	0.0002534	0.3443585	0.1847483	0.4238919	0.3765262	0.5047708	0.7037175	0.3283003	0.1163507	0.6135298	0.0313004	0.4582743	0.6135574	0.6969869	0.6035968	0.7821058	0.1703143	0.4015473	0.3790595	0.2191048	0.4808075	0.3629732	0.1037139	0.1184176	0.7408687	0.0017944	0.4194719	0.0217353	0.0199404	0.1693610	0.1541105	0.0158377	0.7203751	0.4008113	0.2798470	0.6262995	0.5647726	0.7119331	0.4941640	0.1396902	0.0328071	0.4716479	0.2553698	0.5316666	0.4486521	0.7155392	0.3804146	0.4337010	0.6387202	0.4448546	0.6047401	0.0949374	0.4923056	0.4033321	0.3352403	0.5926829	0.3221195	0.6702268	0.3465213
500	0.6768797	0.1785369	0.1458186	0.6412690	0.2210009	0.1459133	0.0006478	0.4588738	0.1424450	0.6271115	0.4267543	0.5248962	0.7484824	0.3711754	0.1500651	0.4855435	0.0587363	0.4358118	0.5901400	0.6967871	0.5252007	0.6631063	0.1651225	0.4354668	0.3817425	0.2836573	0.4863886	0.3454292	0.0686190	0.1453821	0.5709639	0.0026102	0.3006174	0.0202293	0.0257136	0.2773588	0.1845902	0.0236598	0.8418931	0.4074191	0.3122022	0.7751699	0.4057113	0.6368655	0.5570425	0.1679826	0.0539246	0.4696811	0.2913332	0.6581159	0.5920401	0.6729397	0.4596242	0.2972158	0.5231028	0.4344347	0.5778426	0.1584435	0.5184801	0.4275169	0.4708369	0.6324557	0.3699576	0.7082171	0.3258579
550	0.2826420	0.2403681	0.2008759	0.6574923	0.3329419	0.1770445	0.0247643	0.1483556	0.2131928	0.4662658	0.3620017	0.5354744	0.6870465	0.7681628	0.0653228	0.4266854	0.0836113	0.5439863	0.7033490	0.5929918	0.6224450	0.7090632	0.1340175	0.5198580	0.4775119	0.2913065	0.4923446	0.4607878	0.0811721	0.1882614	0.1860343	0.5476408	0.1542078	0.2366642	0.4742550	0.4845851	0.1083818	0.0249107	0.6438504	0.3201830	0.3319690	0.5439845	0.3823905	0.5084683	0.5813907	0.1761589	0.0407196	0.5212463	0.2131402	0.2405110	0.3684367	0.7537906	0.4516606	0.1603990	0.5277855	0.6327669	0.5177029	0.1258465	0.4113614	0.3814567	0.4283253	0.5286695	0.3745692	0.6871637	0.3303155
600	0.1762897	0.3307552	0.2658778	0.7128555	0.3484154	0.1825248	0.0626870	0.1067324	0.4124231	0.3839450	0.3797470	0.6726254	0.6441842	0.6486353	0.0985681	0.3973926	0.0368476	0.6548845	0.5698228	0.5961896	0.6535790	0.6896406	0.1366904	0.4685885	0.5083685	0.3830818	0.2769467	0.6791404	0.1258687	0.1519830	0.0651866	0.5641150	0.0749450	0.2216484	0.4844472	0.6277080	0.0442555	0.0246407	0.6208023	0.3966031	0.2741968	0.4958968	0.3076369	0.6992442	0.5317224	0.2296467	0.0660533	0.4970269	0.1911947	0.1351124	0.4286677	0.6284607	0.3915126	0.1192000	0.6952323	0.6182181	0.6694072	0.1188981	0.3083695	0.4207573	0.4681644	0.6670446	0.3441141	0.7220947	0.3505283
