"Time"	G1	G2	G20	G10	G4	G17	G16	G9	G18	G94	G11	G98	G7	G6	G46	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G14	G13	G12	G15	G39	G41	G50	G51	G53	G52	G55	G21	G22	G42	G44	G49	G40	G45	G54	G47	G72	G67	G57	G43	G48	G61	G8	G95	G60	G58	G99	G59	G79	G81	G83	G82	G84	G89	G80	G88	G90	G91	G86	G85	G78	G77	G75	G93	G92	G69
450	0.2373635	0.1886453	0.6838877	0.1136380	0.3590066	0.6257210	0.4421887	0.3813904	0.1654789	0.6503496	0.0124656	0.6959770	0.0386722	0.3483258	0.0010100	0.8637853	0.0043721	0.0106596	0.5546835	0.6662634	0.0180586	0.4696450	0.3414233	0.2869626	0.5194232	0.1509956	0.7402667	0.2520931	0.1897473	0.5119961	0.2089547	0.1246604	0.0814504	0.4356940	0.1583498	0.3721580	0.5908726	0.7956528	0.3448081	0.5060572	0.7042573	0.2686442	0.5622931	0.0682899	0.8591775	0.0006031	0.2007971	0.4020335	0.0240877	0.3600966	0.7839402	0.2767745	0.4206336	0.0156388	0.8272688	0.4438252	0.6446816	0.6351776	0.0889311	0.1002894	0.0468500	0.0448793	0.5516788	0.0019266	0.4473426	0.1244426	0.3287413	0.6485157	0.1518608	0.0080199	0.4218619	0.3664062	0.0467197	0.5034617	0.3761785
500	0.3415424	0.2735494	0.5935430	0.1682384	0.4001485	0.6507822	0.3383059	0.3574494	0.1484707	0.6879970	0.0143895	0.7180195	0.0232281	0.3844257	0.0008159	0.6845317	0.0042583	0.0069507	0.6122510	0.5394807	0.0190745	0.6122981	0.2834629	0.4596720	0.5041654	0.2101554	0.8150525	0.1539606	0.2216264	0.4391338	0.1549355	0.0885714	0.0449477	0.4768070	0.1058893	0.4535572	0.4933277	0.6371976	0.4794805	0.4435479	0.6579172	0.2815105	0.6922182	0.0770992	0.6885226	0.0001093	0.2148098	0.3719154	0.0166553	0.3356709	0.6709478	0.3161216	0.4789178	0.0163630	0.6872733	0.4223794	0.6990155	0.7207997	0.0690511	0.0951103	0.0664666	0.0444122	0.6973725	0.0000336	0.6335915	0.1296840	0.3766381	0.8429388	0.1540060	0.0327953	0.3689844	0.3156006	0.0302876	0.4200022	0.3534528
550	0.4483819	0.1709385	0.7153534	0.1325541	0.3952092	0.4431794	0.3564828	0.5356290	0.2230832	0.6678335	0.1371182	0.7521423	0.0022587	0.4154135	0.0072885	0.5882854	0.0019278	0.0086344	0.7001617	0.5940449	0.0265213	0.6522658	0.3539078	0.5078067	0.3736566	0.2611987	0.6566015	0.2038686	0.1719707	0.4637706	0.6713947	0.1156097	0.0989840	0.3510196	0.1422313	0.4576128	0.5046895	0.6452365	0.4388307	0.3625268	0.6189138	0.2440722	0.6167630	0.0750085	0.6234789	0.3849477	0.0786763	0.5653989	0.0088782	0.3726556	0.6591720	0.1187337	0.4697583	0.0223497	0.6473681	0.6133543	0.5816146	0.7095484	0.1718839	0.1541188	0.0398982	0.0827811	0.0945943	0.0180245	0.2456420	0.5341651	0.2393537	0.7480568	0.1734973	0.0304719	0.3410632	0.3261057	0.0404438	0.3624953	0.4768690
600	0.5157675	0.1519839	0.7385115	0.0856437	0.5286319	0.4737678	0.4502574	0.4634058	0.2101377	0.6196742	0.1039435	0.5981042	0.0027682	0.4296846	0.0117775	0.6237198	0.0035083	0.0100830	0.7550871	0.6267257	0.0413005	0.5136290	0.3302843	0.5734410	0.3970870	0.2193363	0.7116829	0.1707934	0.1842114	0.4897557	0.7332599	0.0822085	0.1428335	0.4216388	0.2145765	0.4141901	0.5916809	0.5283604	0.4926988	0.4605111	0.5631251	0.2660712	0.5354966	0.0687734	0.7182508	0.5940180	0.2388939	0.4832200	0.0221228	0.5595302	0.6665472	0.0316622	0.4859347	0.0238675	0.6931901	0.6550910	0.6821122	0.6480130	0.3573186	0.1726169	0.0371714	0.0580325	0.0184090	0.0104948	0.1529272	0.6621095	0.2442046	0.7748341	0.1542049	0.0225372	0.5039982	0.3055859	0.0473413	0.3860836	0.4008061
650	0.4559097	0.1434542	0.6617401	0.0868234	0.3980342	0.4197170	0.4316406	0.4628490	0.2626376	0.6635493	0.1164096	0.5949176	0.0027781	0.3034443	0.0062876	0.7581643	0.0038569	0.0177456	0.6095089	0.7411109	0.0833555	0.6462096	0.3134053	0.4099329	0.4686835	0.1720410	0.6943044	0.1677014	0.1991822	0.4674226	0.7231767	0.0793843	0.1249336	0.4560846	0.2129455	0.3736087	0.5762109	0.6298144	0.4301967	0.4797369	0.6665671	0.1928376	0.3841372	0.0525065	0.6344038	0.6831552	0.2826560	0.5284148	0.0172251	0.6577323	0.5589411	0.0232038	0.4168540	0.0502757	0.5650085	0.7013541	0.5802765	0.6070034	0.4258396	0.1355051	0.0263434	0.0935752	0.0389498	0.0197134	0.0506655	0.6245256	0.1740500	0.7686709	0.1215174	0.0183272	0.4653414	0.4244088	0.1002241	0.3366665	0.5712542
700	0.3992310	0.1740675	0.6457068	0.0928298	0.4068294	0.3807935	0.3444981	0.6512734	0.2970858	0.7302722	0.1498241	0.6992128	0.0200280	0.4078374	0.0087481	0.6025415	0.0012417	0.0143230	0.7735173	0.7645187	0.0540226	0.6944807	0.2428841	0.4572297	0.4530438	0.2483902	0.6389374	0.2170555	0.1983064	0.3522576	0.6823831	0.1581999	0.0775876	0.4068755	0.1368763	0.4182609	0.4871958	0.5477879	0.4154200	0.3204757	0.5993033	0.2284522	0.4396738	0.0733444	0.7611577	0.7324459	0.3171312	0.4586026	0.0135944	0.5253218	0.6478076	0.0189459	0.3932818	0.0122915	0.6071122	0.5980213	0.6423521	0.8306342	0.6297262	0.1203797	0.0381313	0.0393219	0.0325786	0.0107604	0.0573173	0.6322830	0.2187746	0.6839447	0.1722660	0.0520447	0.4808709	0.3317108	0.0309138	0.3764863	0.4100040
750	0.4598683	0.1547569	0.7524192	0.1479847	0.4651248	0.4468249	0.4110962	0.4829149	0.2626191	0.5787838	0.1353522	0.7371501	0.0029498	0.3378007	0.0095913	0.7351675	0.0006157	0.0073603	0.5585803	0.6179848	0.0629425	0.5578524	0.2888044	0.5279648	0.5300950	0.1827669	0.5996751	0.1651280	0.1872997	0.3544738	0.5600875	0.1713614	0.0640425	0.4503935	0.1458056	0.4550847	0.5040558	0.6011786	0.4401241	0.3771075	0.6446927	0.2462849	0.4678842	0.0593226	0.6553761	0.5981114	0.4455304	0.4958517	0.0185082	0.4771061	0.6886126	0.0116359	0.4591190	0.0279496	0.7066493	0.6816312	0.5864293	0.7238544	0.4971864	0.0967215	0.0233229	0.0973268	0.0261222	0.0055997	0.0742837	0.8120415	0.2637143	0.6215717	0.1683141	0.0295785	0.4654412	0.4159404	0.0631582	0.4426703	0.3865577
800	0.4622794	0.1534006	0.7055964	0.1681496	0.4721591	0.5179836	0.3178341	0.6464362	0.2075188	0.6036518	0.2435923	0.6514346	0.0107859	0.3027782	0.0059525	0.7979603	0.0033312	0.0045476	0.7538948	0.7258729	0.0520687	0.4988922	0.3190010	0.5439230	0.4376979	0.2216357	0.6155288	0.1873148	0.1744423	0.4765375	0.6337530	0.0944059	0.1670916	0.4512859	0.2084124	0.3888214	0.5543128	0.5532073	0.4218009	0.5107259	0.6342082	0.3810560	0.3941895	0.0760180	0.6623003	0.6453515	0.4191530	0.5965765	0.0044009	0.5152494	0.5652717	0.0076961	0.4983140	0.0400634	0.7119091	0.6950106	0.6539548	0.7948727	0.4324799	0.1017751	0.0480841	0.0895890	0.0352782	0.0143672	0.0585253	0.6581461	0.2351456	0.5931872	0.1919173	0.0534682	0.4650007	0.3327439	0.0141009	0.4273119	0.3801086
850	0.4000689	0.1669102	0.6045218	0.1007494	0.3695626	0.4653977	0.3732853	0.5358346	0.2084339	0.6462259	0.1735687	0.6252344	0.0096682	0.3918670	0.0106749	0.6686903	0.0023177	0.0164036	0.5541373	0.5888450	0.0583839	0.5213654	0.2791833	0.5184855	0.3920132	0.1914802	0.7413378	0.1466770	0.1597280	0.4315534	0.5542792	0.1382784	0.0743673	0.4753436	0.2557480	0.5720799	0.4498331	0.6133437	0.4398398	0.4581229	0.9379221	0.2873864	0.5173564	0.0896145	0.7810573	0.7255328	0.4079279	0.4320005	0.0155784	0.6323841	0.7729897	0.0384736	0.3865359	0.0231978	0.8572217	0.7029807	0.6315786	0.7132251	0.6458597	0.1096415	0.0423015	0.0326809	0.0952823	0.0089600	0.0509836	0.6116357	0.2222623	0.7192378	0.1499939	0.0471165	0.3654350	0.2869719	0.0601356	0.4223220	0.4374237
900	0.4783452	0.1305122	0.6886073	0.0891655	0.4783926	0.3905541	0.3259760	0.5658982	0.2293249	0.5603313	0.1763982	0.6157323	0.0092101	0.4693317	0.0145426	0.7752216	0.0271957	0.0331554	0.6594508	0.6309128	0.0297788	0.5224211	0.3072238	0.3907613	0.4092950	0.1928143	0.6477087	0.2424880	0.1710808	0.3854275	0.7511658	0.1414335	0.0973525	0.4809827	0.2399106	0.4153744	0.5675865	0.5336881	0.4527699	0.3326188	0.7091696	0.2163140	0.4760293	0.0627822	0.6620016	0.7517536	0.4458701	0.5045676	0.0194946	0.5725019	0.8227599	0.0147847	0.5908445	0.0129523	0.7091446	0.6299221	0.6864015	0.6435896	0.5958042	0.1119521	0.0441214	0.0301920	0.0496823	0.0106630	0.0783891	0.8014250	0.1788168	0.5579955	0.1404343	0.0210116	0.4014412	0.3769487	0.0611148	0.3537925	0.4372566
950	0.3793331	0.1132125	0.6820867	0.1067521	0.4473937	0.3439759	0.3148163	0.5617419	0.3099929	0.6757896	0.1602593	0.6422610	0.0310215	0.4333306	0.0065757	0.7018812	0.0038987	0.0045353	0.7085441	0.7154824	0.0615870	0.7285115	0.3042923	0.4386856	0.5959574	0.1887926	0.7020524	0.1621277	0.1744320	0.3806454	0.6274843	0.1774100	0.0651339	0.4924984	0.1645627	0.4149987	0.4823749	0.4799424	0.3678689	0.4241352	0.5972365	0.3141422	0.4014057	0.0803634	0.7007432	0.6408709	0.5004008	0.4208334	0.0518300	0.5061416	0.7558015	0.0151868	0.4651429	0.0210781	0.7138057	0.7310516	0.6231760	0.6376734	0.5259783	0.0720609	0.0306753	0.0551139	0.0251791	0.0171409	0.1028718	0.6677338	0.1847859	0.6322617	0.1293918	0.0295405	0.3670874	0.3490351	0.0598028	0.4007076	0.4070650
1000	0.3256969	0.1405148	0.7148212	0.1336293	0.3661485	0.4683579	0.2586112	0.4701922	0.2302771	0.7467184	0.1612988	0.6160600	0.0031315	0.2951547	0.0020905	0.6784450	0.0139297	0.0132124	0.7849162	0.6778745	0.0302320	0.5650747	0.3071361	0.5793617	0.4140905	0.1830636	0.6576052	0.2162622	0.2084505	0.3948076	0.5406605	0.1388638	0.0834873	0.4869606	0.1308101	0.5009871	0.4923453	0.5580443	0.4235733	0.3533364	0.6959326	0.2708080	0.4405785	0.0385060	0.6216817	0.7161116	0.3561843	0.5196693	0.0092432	0.5461737	0.5321809	0.0128123	0.4041881	0.0478235	0.7185889	0.7756542	0.8164022	0.5883935	0.4897563	0.0833771	0.0189877	0.0589958	0.0516742	0.0154884	0.0663965	0.7920638	0.2197879	0.7214121	0.1066100	0.0416309	0.3646043	0.4043813	0.0855088	0.4267791	0.3004511

0	0.4425099	0.1705009	0.7479303	0.1580034	0.3849913	0.5227811	0.3940806	0.4621050	0.2429214	0.6930807	0.1471387	0.6843302	0.0022679	0.3266413	0.0134014	0.6106695	0.0037315	0.0065407	0.7555184	0.7480605	0.0905637	0.5860497	0.3190841	0.6076813	0.4822839	0.2236690	0.7526423	0.1849837	0.1826012	0.4879279	0.6991012	0.1551568	0.1423880	0.4905641	0.2225879	0.4061050	0.6290501	0.6154523	0.3740514	0.4715692	0.6805937	0.2597938	0.5560645	0.0358112	0.6357737	0.6447490	0.4090342	0.5613006	0.0087378	0.5993549	0.6030329	0.0035234	0.5351380	0.0446891	0.6485798	0.6402399	0.7344799	0.6296868	0.4264221	0.0947139	0.0498448	0.0379084	0.0248630	0.0102396	0.0577496	0.6982256	0.1794361	0.6981027	0.1220113	0.0423141	0.3979121	0.2861821	0.0806046	0.3368612	0.4234734
50	0.5420593	0.0384353	0.6434529	0.0228389	0.4998799	0.4101129	0.1930365	0.5134226	0.3553367	0.6874243	0.1044604	0.7099395	0.0747375	0.3155367	0.0071015	0.6743706	0.0027144	0.0091985	0.7186032	0.6915622	0.0469771	0.5271959	0.2655097	0.3052524	0.4831314	0.1788624	0.5971539	0.2033477	0.0876912	0.4129725	0.3336519	0.0990162	0.0774042	0.6119122	0.1806384	0.5117020	0.4442338	0.5766038	0.3727372	0.3676281	0.7536470	0.3386683	0.4634865	0.2421593	0.6331000	0.6024161	0.4485993	0.4412482	0.3117287	0.3707676	0.7506669	0.3862543	0.4364796	0.2888514	0.7309322	0.6027921	0.6693221	0.6204597	0.5229148	0.1094479	0.4771992	0.1722785	0.0258725	0.0132606	0.0438622	0.5779568	0.4929176	0.7200348	0.1387523	0.2309533	0.4675305	0.0826922	0.0668976	0.4256732	0.4226350
100	0.4333409	0.0410053	0.5481004	0.0217214	0.4502290	0.2888424	0.2253908	0.6869808	0.2925844	0.6109307	0.1735703	0.7248802	0.0859495	0.2595572	0.0191273	0.7082986	0.0042928	0.0046784	0.6967268	0.6989772	0.0417080	0.6622478	0.3133889	0.4630134	0.4091657	0.1490318	0.7684316	0.2346130	0.0323399	0.3918573	0.3897802	0.1153103	0.0989014	0.5270467	0.1126260	0.3948539	0.4654532	0.5639375	0.3733156	0.2917171	0.5313475	0.2884010	0.5012817	0.2381172	0.5860940	0.6136012	0.4528917	0.5203974	0.4796582	0.2006251	0.7009929	0.4887214	0.4750191	0.3669861	0.6830392	0.6428544	0.7258478	0.7336465	0.4555433	0.0957903	0.5017597	0.1826893	0.0320543	0.0110079	0.0615319	0.6400183	0.6552776	0.6128090	0.0988744	0.4374011	0.5463195	0.0596563	0.0376472	0.4285251	0.3756650
150	0.5583447	0.0398811	0.6133899	0.0268427	0.4120616	0.3666372	0.2433716	0.5279887	0.2544502	0.7494190	0.1767485	0.8084761	0.1385678	0.4362668	0.0113339	0.6677636	0.0023309	0.0254121	0.6745258	0.7400976	0.0483925	0.6903471	0.2554064	0.3291125	0.4812169	0.1514054	0.7189544	0.2486614	0.0020231	0.3604748	0.3196083	0.1039193	0.1021499	0.4407097	0.0950998	0.4811282	0.5220244	0.4841776	0.3910282	0.3123047	0.6490064	0.2514970	0.4871916	0.1851528	0.6121246	0.7779343	0.4144119	0.4797138	0.6011541	0.2810193	0.6157741	0.5692050	0.4769343	0.4153331	0.6011387	0.7578941	0.6505565	0.6591533	0.4264875	0.1340701	0.6788553	0.2276960	0.0112360	0.0075381	0.0388245	0.6043388	0.6573772	0.6681096	0.1270601	0.2906172	0.4578189	0.0126780	0.0463214	0.5156628	0.5223652
200	0.4777752	0.0455093	0.6838767	0.0063129	0.4803787	0.2841609	0.2066465	0.5711243	0.2749480	0.5991361	0.1495683	0.6534299	0.1402163	0.4068299	0.0164172	0.7183254	0.0197909	0.0099855	0.6956373	0.7200470	0.0547863	0.7472198	0.1951200	0.3373727	0.5612054	0.1391649	0.6320185	0.2155732	0.0068509	0.3201935	0.2829022	0.1360081	0.0502952	0.5022488	0.0613475	0.4816786	0.4086203	0.4524678	0.3951214	0.1796270	0.6962662	0.2796376	0.4617975	0.2342026	0.8664673	0.6673128	0.3522171	0.4770946	0.4576697	0.2188414	0.7216348	0.5566988	0.3846521	0.3459657	0.7046608	0.7493954	0.6240255	0.8059968	0.4513925	0.0578673	0.5218909	0.1694112	0.0407018	0.0065991	0.0581793	0.5069217	0.6046246	0.6832117	0.1850070	0.3049767	0.3449911	0.0028052	0.1038647	0.4425160	0.4782289
250	0.5205655	0.0366070	0.8128899	0.0023941	0.4597843	0.3528689	0.3054440	0.4757466	0.4177167	0.6627589	0.1599065	0.7662760	0.1392368	0.4301179	0.0094100	0.7025765	0.0181526	0.0035561	0.7285706	0.7121300	0.0444607	0.5891350	0.2728000	0.2351911	0.6343872	0.1055670	0.8397799	0.2244862	0.0092893	0.3153822	0.3196354	0.1179535	0.0919863	0.5430982	0.0387532	0.4771572	0.4071060	0.4145956	0.3879036	0.1823676	0.6477777	0.3415157	0.4374970	0.2051235	0.5682728	0.6370799	0.4771277	0.4568318	0.4170100	0.2470926	0.6465398	0.6602327	0.5128880	0.2974133	0.6462133	0.6765734	0.6807790	0.6333796	0.4794349	0.0906798	0.5993705	0.2035825	0.0432486	0.0057665	0.0722486	0.5992427	0.6251073	0.5858024	0.1380541	0.2778932	0.3216445	0.0110803	0.0321552	0.4087980	0.4836353
300	0.5049811	0.0439048	0.7396684	0.0075395	0.3290793	0.2688074	0.2602914	0.5740572	0.3290247	0.7009170	0.1425521	0.7839007	0.1202410	0.3566830	0.0227848	0.6210102	0.0079781	0.0237471	0.6598520	0.6899112	0.0382667	0.7104548	0.2763085	0.1869526	0.5766240	0.1154060	0.5765663	0.1843106	0.0149018	0.3034699	0.3741135	0.1979740	0.0472473	0.4079442	0.0335983	0.5688229	0.4275945	0.3834149	0.3808032	0.1919925	0.6970369	0.3972418	0.4794170	0.1948106	0.5608950	0.7898718	0.3688322	0.5513422	0.4198848	0.1840275	0.6469773	0.6672664	0.4924642	0.3844545	0.7093337	0.7185307	0.6490998	0.6793467	0.5086005	0.0886874	0.5297044	0.2087965	0.0229947	0.0218310	0.0522101	0.6517075	0.5176867	0.6398533	0.1398304	0.2809596	0.4075628	0.0064971	0.0481453	0.5695975	0.3887940
350	0.4770780	0.0266132	0.7483107	0.0035895	0.3965351	0.2424241	0.2287652	0.4294478	0.3387396	0.7742970	0.1376720	0.5955207	0.1475306	0.4009126	0.0078882	0.6034772	0.0144977	0.0463226	0.7361037	0.6129657	0.0596408	0.7203016	0.2345815	0.2830718	0.5385989	0.1510192	0.6661044	0.1967198	0.0133692	0.2233443	0.1966108	0.2385596	0.0209353	0.3575977	0.0084020	0.4745689	0.2939692	0.3495386	0.4812443	0.0764688	0.7403867	0.3186567	0.3787860	0.2846784	0.5901142	0.7701783	0.3368522	0.5545547	0.5130021	0.1757088	0.5375764	0.5899559	0.5202462	0.3734581	0.6723597	0.5857718	0.6560238	0.6922681	0.5382384	0.0764498	0.5323507	0.2452938	0.0429250	0.0190563	0.0457315	0.6051434	0.6353002	0.5242804	0.1892895	0.2843360	0.3994419	0.0050839	0.0650018	0.4439379	0.3973072
