"Time"	G1	G20	G10	G2	G17	G4	G16	G18	G94	G8	G95	G98	G7	G6	G46	G100	G36	G37	G38	G34	G3	G35	G11	G56	G5	G19	G15	G14	G12	G39	G49	G44	G22	G21	G41	G50	G13	G51	G53	G52	G55	G42	G40	G45	G54	G43	G57	G72	G67	G48	G9	G61	G47	G60	G59	G99	G58	G80	G89	G88	G81	G83	G82	G79	G84	G78	G77	G86	G91	G90	G85	G75	G93	G69	G92	G87	G68	G96	G97	G63	G27	G26	G25	G23	G24	G62	G76	G31	G30	G70	G74	G71	G29	G73	G28
450	0.5202396	0.4306438	0.0960018	0.0011000	0.1124743	0.2740100	0.0378679	0.4529567	0.1898507	0.7387784	0.3291197	0.8388366	0.2091091	0.2406515	0.4141385	0.7131682	0.6107463	0.4798754	0.6713291	0.6661128	0.7193902	0.0273399	0.7421003	0.1421646	0.0349679	0.5325929	0.1921753	0.5509801	0.6850870	0.2756060	0.6586080	0.3750761	0.3213905	0.0477049	0.6868134	0.6805104	0.5863377	0.1333383	0.2962662	0.0185651	0.0040082	0.3073451	0.2582098	0.0831261	0.5165703	0.7716454	0.3514663	0.2376455	0.1917449	0.3528330	0.2224320	0.5871990	0.1671144	0.6566546	0.0404860	0.3363082	0.0444243	0.0078984	0.3276797	0.0030600	0.0684777	0.3963073	0.3530780	0.7595490	0.0968073	0.0372815	0.2994111	0.7307838	0.3874816	0.0109082	0.1259395	0.8429078	0.5174557	0.6129275	0.6842316	0.6747647	0.0381079	0.6347326	0.8012258	0.4446224	0.1487713	0.2907224	0.7635098	0.5675009	0.4442898	0.3753327	0.4552806	0.7413124	0.2954797	0.1534698	0.0707133	0.1950306	0.8272239	0.0631293	0.5502892
500	0.4878144	0.5090098	0.1317994	0.0008984	0.1599422	0.3578772	0.0247142	0.4244721	0.1929912	0.7746842	0.2869315	0.7343035	0.2038985	0.2698351	0.4746752	0.6338712	0.6398165	0.4928144	0.6515975	0.6209041	0.7346515	0.0441930	0.6766278	0.1869784	0.0196713	0.6009475	0.1504186	0.4882088	0.6177427	0.2632169	0.7677792	0.3581634	0.2963491	0.0372944	0.5723778	0.7180597	0.6892011	0.0813876	0.3632754	0.0247781	0.0041443	0.2841427	0.3081856	0.0519118	0.4332192	0.7435810	0.3366166	0.2175044	0.2125787	0.3522701	0.1940068	0.6318015	0.1431706	0.6103513	0.0413849	0.4422515	0.0135472	0.0085369	0.3497765	0.0082946	0.0887526	0.5065835	0.3655707	0.6279964	0.1057373	0.0275127	0.4466986	0.7391521	0.3945545	0.0088174	0.1173723	0.5450721	0.4076189	0.5358345	0.6601480	0.6682092	0.0196202	0.6932090	0.7505634	0.5095032	0.1327764	0.2168982	0.7201823	0.4408359	0.4906111	0.3759723	0.4735184	0.7843156	0.3132146	0.2095641	0.0666350	0.1726178	0.6469936	0.0610587	0.6239753
550	0.2736790	0.2564327	0.1309600	0.0428882	0.0564301	0.3739498	0.0390115	0.5651375	0.6717555	0.3161425	0.5426796	0.6709638	0.2316002	0.3006350	0.4064080	0.7453967	0.7556825	0.4113550	0.3785382	0.6919792	0.6476233	0.0254993	0.6965167	0.6196633	0.0356150	0.4269314	0.2814801	0.5307081	0.6329606	0.1479185	0.5191618	0.3676289	0.2474524	0.1345912	0.2051886	0.8732760	0.6117148	0.1800449	0.3177572	0.0108890	0.0002549	0.2683348	0.2553624	0.0772511	0.5449823	0.7843675	0.2898595	0.2291779	0.4253683	0.2479458	0.4865554	0.5318399	0.1702845	0.3156183	0.0474141	0.6158372	0.0198988	0.0057531	0.3274130	0.0209535	0.0592102	0.4989286	0.3094664	0.6745843	0.1177787	0.2154598	0.2824836	0.7220472	0.1524814	0.2659972	0.1045334	0.5818154	0.2436667	0.7265044	0.6742372	0.7529525	0.0198703	0.7795222	0.6485324	0.4444074	0.6867441	0.2403451	0.7363208	0.5131945	0.5682873	0.3379867	0.4740122	0.7511377	0.5640071	0.2201420	0.0807676	0.2009577	0.6175469	0.0796902	0.7919487
600	0.0580321	0.0879322	0.2808281	0.1863288	0.1584112	0.2159032	0.2277530	0.5543795	0.6705924	0.2062700	0.6960998	0.6430485	0.0856155	0.2772968	0.3485762	0.7563211	0.6400801	0.4325827	0.3297414	0.7502588	0.6864186	0.0285207	0.6765511	0.7363746	0.3000392	0.3593683	0.2214339	0.4269418	0.5870813	0.0380836	0.5728291	0.3174034	0.4758123	0.1674596	0.1486119	0.7570986	0.6597089	0.1833335	0.2740784	0.0083096	0.0334592	0.2956828	0.3370423	0.1311862	0.4795966	0.7259548	0.2942142	0.3260061	0.5127340	0.3422981	0.7529088	0.6365835	0.1482441	0.1208851	0.0289775	0.6409977	0.0332999	0.0368417	0.2590527	0.0450263	0.0614745	0.4830108	0.3858773	0.7255513	0.1349734	0.3501336	0.1018872	0.7349685	0.0437810	0.2904320	0.1738676	0.6985374	0.2852000	0.5257650	0.4573933	0.8313671	0.0285428	0.6524567	0.7254069	0.4502004	0.6198224	0.2476654	0.6392164	0.6208716	0.5326971	0.4240261	0.5295719	0.6409334	0.5191393	0.2093295	0.0869591	0.2055369	0.5932746	0.0720783	0.7103934
650	0.2866677	0.0420914	0.3344224	0.5126548	0.3823373	0.3245669	0.4915882	0.4369764	0.7667379	0.1911277	0.7452094	0.6828379	0.0219956	0.2438156	0.3045836	0.6483394	0.5516619	0.4378022	0.3449409	0.8063841	0.4600543	0.0477990	0.4869267	0.6455862	0.6092154	0.2156210	0.3281722	0.3316198	0.5838433	0.0178659	0.6616646	0.4713716	0.5329369	0.3333431	0.3464823	0.6922283	0.5740393	0.1058708	0.3925266	0.0271611	0.1787225	0.2791170	0.2975061	0.3874352	0.4962762	0.6233572	0.2858107	0.5231892	0.5960889	0.4270722	0.7271387	0.6161872	0.2407526	0.1794468	0.1167671	0.7160392	0.1326636	0.0203117	0.3221272	0.0227665	0.0508131	0.5002214	0.2835590	0.6800575	0.1065017	0.4435840	0.0536480	0.6505707	0.0076312	0.3240926	0.0877899	0.7342349	0.1942885	0.5607320	0.5026589	0.5687017	0.0628230	0.6395809	0.7759610	0.4818747	0.4481551	0.2097606	0.6180442	0.7448814	0.5238694	0.4567424	0.4924121	0.5738871	0.5351227	0.1813095	0.1929402	0.2162057	0.4436406	0.1227699	0.7086285
700	0.2231714	0.0732356	0.3085320	0.2871107	0.3191542	0.4622842	0.3559506	0.5023349	0.7092242	0.1939930	0.8229925	0.8150865	0.0094947	0.1886478	0.4299720	0.5978835	0.6655104	0.4147876	0.5070489	0.7035631	0.5583344	0.1583736	0.1289006	0.4868359	0.3659269	0.2237642	0.2386608	0.1895916	0.4939861	0.0249027	0.7284055	0.4524144	0.5623345	0.4153420	0.3881350	0.5767566	0.5582102	0.1897189	0.3899898	0.0473267	0.2564461	0.3319203	0.2885123	0.5104711	0.5939776	0.5362738	0.2923425	0.5012869	0.5852416	0.3193004	0.7831464	0.6141632	0.4866451	0.0540608	0.1772729	0.6700707	0.3213388	0.0242130	0.2987353	0.0176055	0.0590608	0.5551340	0.3394399	0.6918890	0.1078004	0.3925708	0.0328054	0.6307858	0.0043475	0.2267075	0.1087594	0.7058829	0.2474903	0.5294758	0.5128052	0.6451705	0.0350789	0.6823797	0.5867323	0.4829068	0.4092832	0.1973761	0.6353693	0.6715682	0.5974688	0.4705301	0.4871646	0.5260956	0.6242764	0.2035894	0.1930172	0.2676013	0.5686634	0.1019400	0.8486804
750	0.3123983	0.0814367	0.2876040	0.1092109	0.2512453	0.4834700	0.2381505	0.5944241	0.6690123	0.2336727	0.6706814	0.7135008	0.0343710	0.2610620	0.3833682	0.7138767	0.6697792	0.3817930	0.2908156	0.7850884	0.4186993	0.1080280	0.0516859	0.6290201	0.1822445	0.2607587	0.1248143	0.1468834	0.5305984	0.0083180	0.8650472	0.3998343	0.4643519	0.4082533	0.3159908	0.5273762	0.6173645	0.1031957	0.4296163	0.0161029	0.2666134	0.3470863	0.3269059	0.5350202	0.5708170	0.6553449	0.2641183	0.5620374	0.5546652	0.3022418	0.8148482	0.5912898	0.3099908	0.0706382	0.1598288	0.6318438	0.2527132	0.0128714	0.2477218	0.0269191	0.0718238	0.6235138	0.3394810	0.6473240	0.0932264	0.2748717	0.0526540	0.7502032	0.0001814	0.3052524	0.0956575	0.7772755	0.3030131	0.4187407	0.4386209	0.5926228	0.0750079	0.7801963	0.6659765	0.5197075	0.3506207	0.1344676	0.7302607	0.7419654	0.5643366	0.3757902	0.4752954	0.5197843	0.6827093	0.3141135	0.1813310	0.1262843	0.4996523	0.1308994	0.6944363
800	0.1834477	0.0863859	0.1913624	0.1094443	0.2502091	0.3585573	0.2606924	0.5522718	0.7770916	0.2289238	0.6575284	0.6666719	0.0287987	0.2948020	0.2684771	0.7229750	0.6276879	0.3696243	0.3099305	0.7205797	0.4759864	0.1162027	0.0771043	0.6515321	0.1247836	0.2535483	0.1081956	0.2739460	0.5696841	0.0084882	0.8348462	0.4371402	0.6041824	0.2979598	0.2743383	0.6843060	0.6747206	0.1407184	0.3903247	0.0196903	0.3032262	0.4255928	0.3229314	0.4504244	0.5726687	0.6411455	0.3137489	0.4515367	0.5523820	0.3377744	0.5969064	0.6240605	0.3981735	0.0885099	0.2137438	0.7296918	0.2568453	0.0083386	0.3402712	0.0164341	0.0679621	0.6046816	0.3211856	0.7390083	0.1439335	0.4039069	0.0465477	0.8705269	0.0003352	0.3121367	0.0980609	0.7446768	0.3103689	0.4392121	0.5072339	0.6776053	0.0687307	0.6496286	0.6939603	0.3748932	0.2995287	0.1345703	0.6641807	0.6425250	0.5745920	0.3277792	0.4634516	0.3564923	0.7170769	0.3776654	0.2093824	0.1437272	0.5126268	0.0940061	0.5344196
850	0.1711341	0.0947864	0.2676418	0.2198585	0.2393307	0.4044169	0.5191932	0.4933677	0.6549285	0.2209143	0.7484722	0.7030442	0.0196452	0.3221053	0.3410292	0.8604768	0.6334042	0.2874156	0.3572240	0.7445359	0.5299677	0.0843292	0.0938160	0.5591660	0.3488264	0.2762415	0.1918274	0.2070841	0.5250401	0.0023452	0.7101696	0.3674847	0.7466579	0.3864411	0.2861201	0.7621440	0.5865360	0.1206807	0.2452721	0.0069522	0.2585735	0.3220767	0.3183190	0.3450431	0.5004456	0.6207943	0.3058348	0.4291203	0.5557784	0.3213956	0.7078034	0.5302996	0.3067610	0.0714791	0.1729858	0.6829871	0.1080564	0.0157779	0.3774957	0.0142602	0.1074187	0.5132338	0.3192104	0.6715375	0.1324698	0.4038294	0.0251677	0.7227389	0.0005689	0.2945881	0.1411817	0.7008316	0.2217330	0.4591145	0.4562558	0.8200205	0.0332400	0.6685902	0.6943295	0.5003106	0.3420983	0.1194087	0.7030844	0.6962633	0.5928097	0.3524052	0.5190607	0.3281458	0.6052044	0.3882681	0.1535615	0.0755362	0.4969389	0.1126204	0.6595157
900	0.1823980	0.0538515	0.2903085	0.3271043	0.2743673	0.4239179	0.4535790	0.5515044	0.6155064	0.2386734	0.6413014	0.7135614	0.0175098	0.2920762	0.3586395	0.7246761	0.6672558	0.3596142	0.4044391	0.6813363	0.4540777	0.0841419	0.0559579	0.6332691	0.4379931	0.1377007	0.2271035	0.1563403	0.5023453	0.0019785	0.7725181	0.4525070	0.6383395	0.3336396	0.2419671	0.7718315	0.5690742	0.1333593	0.4238455	0.0187733	0.3300584	0.4086111	0.2938869	0.5221221	0.5791075	0.5896210	0.2931868	0.4523816	0.5719716	0.4161756	0.6693302	0.6144896	0.3684036	0.0821223	0.1421979	0.5998132	0.1719142	0.0154713	0.3490527	0.0373667	0.0543414	0.4882969	0.3232601	0.6599320	0.0712289	0.4736045	0.0811664	0.6509113	0.0005278	0.3742977	0.1648850	0.6721327	0.3000767	0.4882307	0.6458177	0.6734450	0.0453162	0.6564066	0.7070047	0.6034739	0.3261185	0.1774369	0.6633236	0.7228078	0.5865832	0.4038120	0.5253729	0.4303397	0.6624606	0.4834550	0.1434595	0.1490382	0.5016913	0.1209698	0.7886316
950	0.3593449	0.0603857	0.2538783	0.1948344	0.2461729	0.4935410	0.5179619	0.5233627	0.6227526	0.2603151	0.7537551	0.6049184	0.0074331	0.2141402	0.3850600	0.6486084	0.5572079	0.4871738	0.3248667	0.7141825	0.4461919	0.0855320	0.0552456	0.5452526	0.3070499	0.2168025	0.1491126	0.2061427	0.5828491	0.0090326	0.6335147	0.3653258	0.6545192	0.2972915	0.5100260	0.7437828	0.7241006	0.1087223	0.3994874	0.0227090	0.2852486	0.4446070	0.2957920	0.4540695	0.7305779	0.5755382	0.2783657	0.4533641	0.6237685	0.3669784	0.7138825	0.6819948	0.3022719	0.0661953	0.1091448	0.8424154	0.2161767	0.0242585	0.3347343	0.0147995	0.0316396	0.3822109	0.4019644	0.6652377	0.0935211	0.4393623	0.0332925	0.7458614	0.0003744	0.3745979	0.1617949	0.6294683	0.3940049	0.6172892	0.4572579	0.8021471	0.0459667	0.6759896	0.8077124	0.5049727	0.4102697	0.1292123	0.6894081	0.7402217	0.6585565	0.3916585	0.4743064	0.4386360	0.6674001	0.3632157	0.1647094	0.0901468	0.4611237	0.1902125	0.6044548
1000	0.2417037	0.0581473	0.2730530	0.1470953	0.2656996	0.5098343	0.2612916	0.4620381	0.8421540	0.3183704	0.5166696	0.6713914	0.0086811	0.2443064	0.4476792	0.6616344	0.6149373	0.3483503	0.3107578	0.5998325	0.4381580	0.0946957	0.0479765	0.6988557	0.1349752	0.2245264	0.1197424	0.1435057	0.7062401	0.0090939	0.6467651	0.4441759	0.7222554	0.2853082	0.3036649	0.7272327	0.7701578	0.1532240	0.3516163	0.0180645	0.2153184	0.4531165	0.2513935	0.4942818	0.6002891	0.6603940	0.3207225	0.5328527	0.6066019	0.2426092	0.6314250	0.5469391	0.3778927	0.0966799	0.1459166	0.7555456	0.2131649	0.0313001	0.4177723	0.0184059	0.0685385	0.6273464	0.4146173	0.6949713	0.1654669	0.4752215	0.0271876	0.6527079	0.0042109	0.3722232	0.1265661	0.6682716	0.2898732	0.5300574	0.5809288	0.6529698	0.0362808	0.6406040	0.6609610	0.4501591	0.4206586	0.1460660	0.7308195	0.7714531	0.6650108	0.4563180	0.4790444	0.4317062	0.5656230	0.4482067	0.2477576	0.1507801	0.4056392	0.1582085	0.8133841

0	0.2348906	0.0636270	0.2428082	0.2344528	0.2706033	0.4482652	0.3680375	0.4680751	0.6423452	0.2420693	0.8354705	0.8381564	0.0206713	0.2686728	0.2681621	0.7740884	0.6060673	0.4410245	0.4033801	0.7322398	0.5972937	0.1049908	0.0473264	0.6932836	0.2467481	0.3273895	0.1833538	0.2152116	0.5050222	0.0051903	0.7231739	0.3899294	0.6539511	0.3535584	0.3558166	0.7736626	0.6909983	0.1452056	0.2975467	0.0454969	0.2627296	0.3800092	0.3544989	0.5518518	0.5539631	0.7192639	0.2663448	0.6029292	0.6746853	0.3177300	0.8371424	0.6503985	0.3122738	0.1048156	0.1736698	0.6673472	0.1204035	0.0043190	0.3135381	0.0375452	0.0599410	0.5763818	0.3024860	0.5621243	0.0898182	0.5002784	0.0451748	0.6888952	0.0015649	0.3483964	0.1177214	0.7320499	0.2421905	0.6162600	0.4084935	0.6436223	0.0743468	0.7755234	0.7541423	0.4433131	0.4572238	0.1540735	0.7922619	0.6332327	0.5990271	0.3816388	0.5639664	0.4135546	0.6377895	0.3787859	0.1834258	0.1465789	0.4894738	0.1669186	0.5849749
50	0.1770994	0.0773134	0.2700345	0.2264227	0.2845920	0.3696703	0.6343568	0.6142075	0.6723913	0.2733601	0.7398194	0.6852140	0.0107707	0.2813794	0.1362270	0.6865613	0.5910997	0.4875554	0.6321947	0.2465714	0.3013351	0.3679747	0.0178605	0.5675300	0.0936972	0.1778346	0.2106836	0.2416968	0.4056550	0.1107480	0.6500770	0.6479913	0.5828354	0.3032979	0.4085732	0.5989897	0.6478979	0.2618062	0.3795043	0.0267239	0.3994766	0.3242423	0.2892374	0.4086817	0.3345251	0.7244599	0.2629590	0.5404328	0.6248844	0.2519250	0.6330744	0.6536443	0.1777319	0.3616713	0.0979171	0.6284297	0.2471139	0.0200403	0.3772316	0.0114685	0.0585667	0.4333381	0.2218662	0.4308637	0.0984069	0.5423923	0.0386307	0.6505658	0.0019167	0.1506547	0.1180612	0.7004905	0.4506396	0.4096574	0.4122654	0.7996774	0.0318333	0.4652334	0.6790017	0.4478137	0.1154734	0.0941235	0.5385749	0.8473836	0.5842717	0.4062596	0.5553840	0.4279839	0.5974135	0.1357443	0.1418593	0.1593508	0.3853632	0.1389615	0.4519223
