"Time"	G1	G2	G10	G20	G4	G17	G16	G9	G11	G18	G94	G56	G3	G5	G19	G13	G12	G14	G15	G50	G41	G51	G53	G52	G42	G55	G21	G22	G54	G40	G49	G44	G35	G39	G45	G48	G95	G61	G47	G98	G43	G8	G72	G67	G57	G79	G60	G82	G88	G80	G84	G81	G83	G89	G85	G77	G78	G91	G90	G75	G86	G59	G58	G99	G92	G69	G93	G87	G68	G34
450	0.4779838	0.0000022	0.1025482	0.6758140	0.6738906	0.4221511	0.2510829	0.0287787	0.5745979	0.4841962	0.6300605	0.0143467	0.1507948	0.2496166	0.3761486	0.2768062	0.5618290	0.4867474	0.3279916	0.2336818	0.2755333	0.2520184	0.2495036	0.3604539	0.4913916	0.0220204	0.1339123	0.6320964	0.0000257	0.3258939	0.5773495	0.6813844	0.6229868	0.3038144	0.2713375	0.4142798	0.6293133	0.4635876	0.2678034	0.4568944	0.0044632	0.2787953	0.6498893	0.7407812	0.4873044	0.7493230	0.2572187	0.0045990	0.0045440	0.0161231	0.6045803	0.2818394	0.5258356	0.4725536	0.0484104	0.0213037	0.5970283	0.1334470	0.6004196	0.1965371	0.5834738	0.2433101	0.5386304	0.6869369	0.5888160	0.4048127	0.2662892	0.7103403	0.3091548	0.6668655
500	0.5229394	0.0000326	0.2418964	0.7824429	0.7972488	0.5203614	0.2455863	0.0574777	0.5094327	0.4546079	0.6317056	0.0474306	0.1589229	0.2649710	0.4041577	0.3806118	0.8321817	0.4679581	0.3092469	0.2136650	0.2100027	0.3019335	0.2491919	0.2699323	0.4651920	0.0213007	0.1251630	0.6714642	0.0000083	0.3928018	0.6418737	0.7036079	0.7767588	0.2196519	0.4073305	0.3939107	0.5094999	0.5024226	0.2470436	0.5419484	0.0062475	0.3322072	0.5685881	0.7528431	0.6432268	0.6465223	0.2793595	0.0034126	0.0081936	0.0033537	0.7800485	0.4004893	0.4817114	0.4376828	0.0629692	0.0310989	0.5463135	0.0684753	0.4739340	0.2490278	0.4975132	0.3196616	0.4967225	0.5851308	0.4829782	0.2668334	0.2807613	0.7159854	0.2689690	0.6343643
550	0.5021679	0.0066388	0.2573305	0.4811099	0.6756848	0.4515154	0.3963568	0.0563579	0.6554813	0.6041842	0.6673177	0.3049729	0.1062475	0.2367721	0.2871745	0.3231226	0.7096424	0.4515316	0.3629698	0.3638085	0.1638109	0.2655942	0.2568209	0.3630446	0.5994401	0.0368160	0.1693047	0.5563439	0.0025905	0.3682212	0.4690358	0.6815706	0.7297395	0.2743533	0.3827233	0.4002429	0.7682808	0.4184837	0.1947111	0.6961123	0.0066142	0.2860855	0.7181037	0.5458960	0.4682847	0.6930982	0.1544337	0.0087235	0.0098390	0.0192829	0.6112645	0.2752084	0.4699988	0.3737509	0.1593115	0.0363821	0.7207623	0.2139267	0.5522552	0.3436647	0.5868531	0.2516423	0.2699290	0.7730714	0.1665683	0.3434925	0.2174901	0.6505640	0.2608448	0.8709594
600	0.3713998	0.0024108	0.2967342	0.2661554	0.7499425	0.4908527	0.4149336	0.0899168	0.5941734	0.5664599	0.6110436	0.3917953	0.0249242	0.2748578	0.3065054	0.3720274	0.7142828	0.4080709	0.4168091	0.2938222	0.1635604	0.3078373	0.2165681	0.3325921	0.4945650	0.0136268	0.1629290	0.7358667	0.0065154	0.3216366	0.4564739	0.6598937	0.6067458	0.2508310	0.3051823	0.3434489	0.7349945	0.4267199	0.2165396	0.7059459	0.0099655	0.3068314	0.7283007	0.7279674	0.5203738	0.8176850	0.2041912	0.0082649	0.0050531	0.0052386	0.7279526	0.2877563	0.5293586	0.3535355	0.2034139	0.0251335	0.6908341	0.1652244	0.6424073	0.4216011	0.6531580	0.1912147	0.0839342	0.5891490	0.0779258	0.3209003	0.2394616	0.6640321	0.2574953	0.7888756
650	0.4209353	0.0003603	0.3150064	0.2092273	0.6665180	0.5402878	0.5218910	0.1054966	0.4770816	0.4241721	0.6620875	0.5055309	0.0065299	0.3631676	0.4128654	0.2876240	0.7239248	0.4662622	0.3742670	0.3166034	0.1274766	0.2924024	0.3077588	0.4074968	0.4185983	0.0162187	0.1176169	0.5521058	0.0296582	0.2810636	0.5036265	0.6037573	0.6138392	0.2048906	0.3180927	0.3340190	0.6344534	0.4097861	0.2127194	0.6680233	0.0059928	0.3135690	0.6765349	0.7873034	0.5346991	0.7130320	0.2477056	0.0180160	0.0051935	0.0105006	0.6498602	0.2621993	0.5445641	0.3750656	0.2022989	0.0188511	0.5644748	0.3180749	0.7346218	0.3195636	0.7241324	0.2840366	0.0228226	0.6442807	0.0546563	0.2572280	0.2492030	0.8603100	0.2463219	0.7426326
700	0.3942999	0.0006156	0.3706796	0.1823931	0.5908701	0.5283575	0.5729061	0.0939567	0.5542791	0.5218965	0.6084707	0.4851827	0.0024568	0.3729990	0.2590735	0.4112627	0.6879134	0.5670321	0.3347145	0.3046277	0.1658653	0.2814052	0.2293385	0.3712276	0.4611647	0.0072113	0.1459368	0.6929085	0.0180516	0.4081530	0.4082924	0.7119054	0.7126796	0.2299807	0.4126659	0.3690906	0.6857009	0.4464900	0.2256798	0.7455479	0.0021477	0.3929944	0.7360659	0.7884115	0.5173288	0.8247639	0.3336370	0.0293536	0.0043799	0.0333562	0.7002560	0.3545190	0.6053028	0.4099457	0.2425839	0.0461828	0.6946394	0.4529579	0.4190188	0.3495328	0.7511025	0.3999980	0.0208180	0.7087874	0.0510135	0.2796166	0.2475426	0.7507797	0.2131929	0.6495336
750	0.3463984	0.0013113	0.3612343	0.1571113	0.6502818	0.4436488	0.5755899	0.1469229	0.4756507	0.4777565	0.5668218	0.4364586	0.0049477	0.3917653	0.3627138	0.4205485	0.7546258	0.5045358	0.2930056	0.2725995	0.2035967	0.3879511	0.2222628	0.2668572	0.5315614	0.0384217	0.2166797	0.4642769	0.0167369	0.3492832	0.5045162	0.6052006	0.7022649	0.2083858	0.3961473	0.3499334	0.6111917	0.4011199	0.2993668	0.6756405	0.0002267	0.3542050	0.7832377	0.6559696	0.5061865	0.7744781	0.2471882	0.0067863	0.0060024	0.0017775	0.8094866	0.4149162	0.5772312	0.4696666	0.1967749	0.0194375	0.7625208	0.3351065	0.4376643	0.4298354	0.7613511	0.2552247	0.0160209	0.8768324	0.0194740	0.3476394	0.3068320	0.7630485	0.2556751	0.8160371
800	0.5526672	0.0033226	0.2460482	0.1538826	0.7023613	0.4441298	0.6144186	0.1046712	0.3585534	0.3403781	0.7557532	0.4209299	0.0030802	0.4206642	0.2481953	0.3778732	0.7276699	0.5427190	0.3144469	0.2256832	0.2499551	0.3087747	0.2619687	0.4236845	0.7298173	0.0174230	0.2248417	0.5371815	0.0215414	0.3079421	0.4661401	0.6495571	0.6759553	0.2837867	0.5161055	0.3340471	0.6977515	0.3752604	0.2406560	0.7790392	0.0039996	0.4176343	0.6586259	0.7402835	0.5352643	0.5639486	0.2331392	0.0264437	0.0005090	0.0093254	0.8768416	0.3590590	0.5982355	0.3746587	0.2632890	0.0514463	0.5863953	0.3460781	0.5496208	0.3600932	0.6295875	0.2490438	0.0442717	0.6558590	0.0222142	0.2641093	0.2935587	0.7241229	0.2940423	0.6202706
850	0.4405530	0.0008846	0.2517040	0.1643476	0.6479687	0.5691441	0.6074593	0.0682427	0.3286871	0.4211017	0.6211610	0.3830376	0.0000742	0.2771652	0.2267208	0.3154744	0.7005607	0.5215290	0.2982897	0.2320384	0.1909966	0.3356311	0.2825593	0.3991850	0.5453780	0.0098378	0.2976944	0.4682516	0.0042850	0.4657944	0.4699599	0.5829080	0.5744649	0.2727721	0.3173225	0.3296312	0.7376351	0.5157610	0.3435923	0.6706238	0.0037699	0.2895551	0.6577769	0.7740803	0.5519933	0.6891606	0.2254462	0.0196812	0.0014410	0.0011696	0.7327782	0.3258500	0.5012074	0.4160796	0.1952942	0.0207117	0.6037733	0.4067923	0.6220293	0.3170707	0.8047284	0.2547594	0.0342857	0.9387656	0.0254895	0.2769738	0.2358655	0.6602535	0.2448446	0.7424235
900	0.4473230	0.0030981	0.3781810	0.2158328	0.7056828	0.5416681	0.5695476	0.0897699	0.3790741	0.3972822	0.7239804	0.5710837	0.0007893	0.3506110	0.2423416	0.3422933	0.6078897	0.4334666	0.2625891	0.2561991	0.2039240	0.2850352	0.3267759	0.4713740	0.4953831	0.0836304	0.3189114	0.5171233	0.0045871	0.4251463	0.4084519	0.7125027	0.6295319	0.2081859	0.4669244	0.3676195	0.6051338	0.3436832	0.3485168	0.7127742	0.0034640	0.3245555	0.7749621	0.7904358	0.5914741	0.7470025	0.1988064	0.0138810	0.0008461	0.0028285	0.7249837	0.3192366	0.5158695	0.3848447	0.2063809	0.0084167	0.5286101	0.2950683	0.6188279	0.3856260	0.6941751	0.2701974	0.0142422	0.6978510	0.0106431	0.3496282	0.2297073	0.6535060	0.2121736	0.6322885
950	0.4661207	0.0014760	0.3369642	0.1858259	0.6538508	0.6405984	0.4827810	0.0741920	0.3199987	0.3446082	0.7719598	0.4141026	0.0000000	0.3378058	0.2426302	0.3474638	0.5380804	0.5436212	0.3293236	0.2411225	0.2058177	0.2409357	0.2510207	0.4079956	0.5139974	0.0370737	0.2140231	0.6436203	0.0079346	0.4539569	0.5319097	0.6523064	0.6021456	0.2765418	0.3612042	0.3095273	0.6222589	0.4593360	0.3505724	0.6633321	0.0084861	0.3489878	0.6714414	0.8378492	0.4602889	0.6970255	0.2062238	0.0047522	0.0043267	0.0078318	0.7314864	0.3045371	0.5097568	0.5126026	0.2164802	0.0339072	0.7505362	0.3195081	0.7067139	0.3850987	0.7493515	0.2583706	0.0246203	0.6876042	0.0236129	0.2919332	0.3055776	0.6749700	0.2286623	0.7600703
1000	0.4220180	0.0009203	0.3373564	0.1764620	0.6459519	0.5991735	0.4981495	0.0879552	0.3320646	0.4639114	0.6985818	0.5048739	0.0034161	0.4092820	0.3132568	0.4352519	0.6797077	0.4966144	0.2584324	0.2645603	0.1740244	0.2410430	0.2763339	0.3204464	0.6227515	0.0066720	0.1729868	0.6077302	0.0140827	0.2726382	0.4884994	0.6336709	0.6434762	0.2866742	0.3119958	0.3456867	0.7552032	0.4588807	0.2372830	0.7221006	0.0024811	0.3245491	0.5344978	0.8355859	0.5924095	0.6215915	0.1750004	0.0045032	0.0096899	0.0055161	0.6682787	0.2784690	0.4621109	0.3930840	0.3269520	0.0352518	0.6274056	0.4572737	0.6452960	0.4474065	0.6426961	0.2296675	0.0477349	0.6613566	0.0505055	0.3466364	0.1992095	0.6752905	0.2662820	0.7870479

0	0.4372478	0.0002021	0.3685135	0.1321300	0.8172178	0.5935387	0.5894353	0.1389601	0.3615104	0.3958305	0.6655007	0.5081510	0.0017225	0.3248737	0.2435442	0.3907966	0.8128698	0.5837494	0.3076172	0.2687785	0.1806297	0.2877152	0.2534272	0.3532189	0.4906489	0.0164251	0.1918267	0.5683798	0.0172117	0.3182392	0.3790345	0.6682451	0.5661849	0.3826581	0.4046316	0.3615109	0.7788199	0.3679112	0.2758338	0.6968461	0.0393650	0.3058606	0.7027709	0.6296602	0.5256043	0.6146419	0.2717142	0.0077599	0.0043536	0.0075019	0.6456890	0.3415730	0.5152373	0.3463182	0.2557033	0.0239933	0.5356553	0.2778264	0.5074449	0.3289141	0.6928877	0.2900358	0.0271014	0.7326743	0.0099854	0.3109700	0.2698934	0.5118749	0.2613326	0.6781194
50	0.4366089	0.0009462	0.3096683	0.1564805	0.7554444	0.5545464	0.6096965	0.0747851	0.3919916	0.4036177	0.6100471	0.2124742	0.0001805	0.3415755	0.0964497	0.4121886	0.3715361	0.2377912	0.3608547	0.2210636	0.2452675	0.2892902	0.3523330	0.3141144	0.5842392	0.4406962	0.2479414	0.6396710	0.0204571	0.4125830	0.3645272	0.5077922	0.6466320	0.2666516	0.3193319	0.1684131	0.7246709	0.5620884	0.2434469	0.4971056	0.1043311	0.3374521	0.6762221	0.7588278	0.5851305	0.7753798	0.3210676	0.0055283	0.0913415	0.0105705	0.6745460	0.4789087	0.4403869	0.4015000	0.2003565	0.0257623	0.6145171	0.3179790	0.6380478	0.4461858	0.6339276	0.2742713	0.3593424	0.6369944	0.0220370	0.2606226	0.4582131	0.2467584	0.3452981	0.8238779
100	0.3912454	0.0008051	0.2893475	0.1948165	0.7374755	0.5165488	0.4318730	0.1217985	0.5002228	0.4204014	0.6809944	0.1673669	0.0101020	0.3250857	0.0688170	0.5038663	0.3430981	0.2005285	0.2875325	0.3347936	0.2643105	0.2923142	0.2470478	0.3974745	0.6098600	0.4592131	0.1674794	0.5960101	0.0037980	0.3054567	0.4483716	0.7430028	0.6835767	0.3481950	0.2832370	0.1032986	0.7784682	0.5500168	0.3214569	0.4015037	0.0979435	0.3275429	0.7068286	0.6664952	0.5266309	0.6107057	0.2181259	0.0009566	0.1862038	0.0050995	0.6657289	0.4535271	0.5156372	0.5392413	0.1224672	0.0560796	0.5458633	0.3395270	0.5942371	0.3968308	0.6028902	0.3650711	0.5813677	0.8155103	0.0253498	0.2944201	0.4446261	0.1873698	0.4514800	0.5706723
150	0.4324650	0.0000034	0.3268591	0.1851315	0.7723833	0.5705196	0.6169427	0.1146825	0.5282320	0.4329554	0.7025607	0.1251003	0.0283958	0.3519527	0.0085712	0.3042406	0.4174863	0.1919085	0.2582533	0.2492882	0.2258033	0.2384846	0.3199825	0.2947773	0.5851534	0.5601843	0.2304853	0.6227593	0.0406249	0.3855287	0.5148905	0.5337368	0.6561647	0.2139248	0.3653650	0.1464491	0.6007177	0.5084867	0.2910566	0.4334975	0.0844678	0.3957061	0.6804291	0.6468577	0.6467724	0.6444145	0.2740493	0.0137406	0.2025444	0.0094055	0.7323900	0.5495484	0.4527439	0.4548898	0.0668559	0.0212714	0.5612154	0.2817756	0.6691070	0.3283761	0.6191090	0.2105199	0.5025058	0.7094000	0.0095015	0.2688542	0.2815129	0.1281273	0.5963110	0.7312864
200	0.3880387	0.0008956	0.3633073	0.2210315	0.7203461	0.5185222	0.5938390	0.0604132	0.5887014	0.6473300	0.6971844	0.0459796	0.0590331	0.3635991	0.0027482	0.4252181	0.3845272	0.2716485	0.4088876	0.2663509	0.2413097	0.2892837	0.2509399	0.3412299	0.5837068	0.5441805	0.2317393	0.5742313	0.0105427	0.3876186	0.4109885	0.6461224	0.6448698	0.2869994	0.4412844	0.1563288	0.7603971	0.5696607	0.2501419	0.4243699	0.0414744	0.3358379	0.7124191	0.7723657	0.5430499	0.6268433	0.2072199	0.0086676	0.1727981	0.0018218	0.7664620	0.4495119	0.5630170	0.4192728	0.0459127	0.0228580	0.5579634	0.3778983	0.7535052	0.3866251	0.5532004	0.3270097	0.5363248	0.8501674	0.0194933	0.3102782	0.3637202	0.1067210	0.7659907	0.5713337
250	0.4457113	0.0007180	0.3329476	0.1843331	0.7788872	0.5139318	0.4346516	0.0921469	0.6454376	0.5509625	0.7833651	0.0691797	0.1028726	0.3890409	0.0033909	0.4017998	0.3720304	0.3208231	0.2992758	0.2953844	0.2463919	0.3563997	0.2897289	0.3591329	0.5183979	0.5917218	0.1634630	0.5939805	0.0158254	0.2834712	0.4821224	0.5920107	0.8311783	0.2803541	0.3648925	0.1383335	0.6177743	0.4999461	0.2530625	0.4100803	0.0631461	0.3719531	0.6407309	0.6373248	0.6109727	0.7910593	0.1580790	0.0026086	0.2025815	0.0071428	0.6283957	0.4860777	0.4654860	0.5460310	0.0440928	0.0161502	0.5407278	0.3242406	0.6104476	0.3623497	0.5812797	0.2910710	0.4971730	0.6949264	0.0258565	0.3153478	0.3963457	0.1488934	0.6446301	0.6531370
300	0.4425273	0.0000040	0.3483505	0.1719631	0.6230836	0.5244272	0.5879692	0.1104321	0.6312549	0.5396482	0.6548669	0.1047260	0.0557010	0.3926447	0.0117979	0.4003818	0.3959758	0.1925916	0.2749475	0.2155438	0.2398222	0.2819907	0.2196789	0.3983729	0.5238420	0.5322867	0.2273487	0.5332071	0.0097013	0.3464941	0.5085903	0.7465567	0.7360053	0.3331129	0.3776912	0.1320011	0.7205442	0.4948965	0.2554793	0.5442493	0.0911987	0.2665160	0.7697556	0.6959571	0.5851376	0.6241354	0.1867074	0.0066496	0.2006335	0.0140889	0.7440108	0.5109718	0.4351907	0.5111078	0.0209646	0.0223095	0.5940783	0.2817491	0.6441792	0.4204102	0.6938008	0.2832996	0.6531147	0.6313409	0.0139459	0.3674831	0.3968239	0.0972905	0.6979260	0.5759313
350	0.4637189	0.0000258	0.3173804	0.1656979	0.6659312	0.5642305	0.5145746	0.1202691	0.6345971	0.4764196	0.6104226	0.0317778	0.0639801	0.3297513	0.0078012	0.3688347	0.3326801	0.2546627	0.2908030	0.2500627	0.2048895	0.4012596	0.2787621	0.3590915	0.6086552	0.5374862	0.2894457	0.6055241	0.0167668	0.4193966	0.4277733	0.6348946	0.7237205	0.2863784	0.3112842	0.1571008	0.6818474	0.4792128	0.2561355	0.5336478	0.0672791	0.2977650	0.7147283	0.7345685	0.5030287	0.5840702	0.2213810	0.0056858	0.1370909	0.0143855	0.6663932	0.5893067	0.5135084	0.4180786	0.0155395	0.0585866	0.5813565	0.3360791	0.7652012	0.3332723	0.5659426	0.3026258	0.6354823	0.6646152	0.0677847	0.3294769	0.5407265	0.1241591	0.8139159	0.7127408
400	0.4660546	0.0009503	0.3716232	0.1617975	0.7293683	0.6016513	0.5930831	0.1299105	0.6271329	0.5950165	0.7458507	0.0339541	0.0726003	0.3286566	0.0000000	0.3641946	0.3283560	0.2266672	0.2834157	0.2803833	0.2126223	0.2561073	0.2361528	0.3875814	0.5769238	0.5819431	0.2370612	0.5918313	0.0144680	0.3739365	0.3568990	0.6470594	0.6606654	0.3373747	0.3622973	0.1259364	0.5953594	0.3992998	0.2346837	0.4201850	0.0876810	0.4109240	0.6944867	0.6300317	0.5495933	0.6520932	0.2626110	0.0065170	0.1648844	0.0150103	0.5356576	0.4815607	0.6591500	0.4536547	0.0470179	0.0245912	0.5418344	0.4586031	0.6346517	0.4738878	0.5772759	0.3035166	0.6209410	0.6684175	0.0095294	0.3974336	0.4196282	0.1339213	0.6345467	0.8256295
450	0.3709005	0.0012544	0.3237727	0.1777354	0.6911509	0.5681122	0.6623922	0.1196966	0.7546308	0.6066736	0.5746941	0.0468850	0.0630648	0.2746066	0.0024625	0.3501784	0.3798879	0.2516271	0.3502903	0.2885172	0.2549742	0.3530157	0.2572387	0.4195240	0.6015082	0.5783068	0.2331502	0.5036790	0.0154900	0.3716754	0.4588851	0.5975691	0.7986902	0.2427447	0.3167045	0.1526227	0.6934324	0.5848933	0.1957300	0.4393316	0.0939238	0.3850724	0.6759226	0.7019954	0.4909139	0.7958017	0.1745283	0.0130115	0.1918491	0.0088674	0.4652872	0.5833576	0.5096812	0.4192577	0.0216345	0.0404457	0.5544098	0.3051857	0.6914575	0.3946774	0.6324988	0.2380984	0.4961986	0.7151954	0.0201642	0.2801403	0.4765014	0.1519073	0.8484096	0.7439036
500	0.4787211	0.0016839	0.2933163	0.1301712	0.7829438	0.5994860	0.6538867	0.1299543	0.5777586	0.4993430	0.6616849	0.1003229	0.0512753	0.4103466	0.0023071	0.4251733	0.3694192	0.1957809	0.3018510	0.3079948	0.1779141	0.2771356	0.3185280	0.3899602	0.7220455	0.5159540	0.2955391	0.5369926	0.0219734	0.3554665	0.4081631	0.6550269	0.6981136	0.3097825	0.3753859	0.1083574	0.6461300	0.3531501	0.3355121	0.4362887	0.0548681	0.3140991	0.6353110	0.7986121	0.6084249	0.6390710	0.1920901	0.0102885	0.1710624	0.0100209	0.7159024	0.5060420	0.3755176	0.5660425	0.0219588	0.0424094	0.6645186	0.3643551	0.6706836	0.4423448	0.7606779	0.3262861	0.6007620	0.7123143	0.0144584	0.3213397	0.4234566	0.1301536	0.6338623	0.6973006
