"Time"	G1	G3	G5	G22	G4
250	0.6943802	0.4360879	0.0921692	0.8485405	0.7994039
300	0.8087421	0.4347172	0.1518902	0.7879667	0.7231960
350	0.7885732	0.5184875	0.1465351	0.6659898	0.8594887
400	0.7598617	0.5213129	0.1289207	0.6764697	0.8349473
450	0.8497195	0.4170980	0.0850034	0.7990407	0.7244656
500	0.8634409	0.5090095	0.1481171	0.7641871	0.7245392
550	0.7579428	0.5137544	0.0784920	0.7716043	0.7442057
600	0.7603302	0.4980757	0.0952008	0.7568836	0.6432061
650	0.8238983	0.4382200	0.0991664	0.8526889	0.6846495
700	0.8295427	0.5476867	0.0980721	0.7225309	0.7638425
750	0.8483379	0.3939090	0.0818853	0.7365410	0.8093811
800	0.7298040	0.5080899	0.1124992	0.7200104	0.7340204
850	0.7813544	0.4294198	0.1037229	0.6255543	0.6713174
900	0.7896865	0.5057833	0.1403101	0.7965706	0.7737995
950	0.7706768	0.4480149	0.1481013	0.6566899	0.8175524
1000	0.7702815	0.4713158	0.0969500	0.6411320	0.8033793

0	1.0000000	0.5031183	0.1345376	0.7143675	0.7566565
50	0.7928862	0.5234646	0.1918735	0.6625256	0.7992306
100	0.7926805	0.4876817	0.0659350	0.6732077	0.7613262
150	0.7078562	0.5944087	0.1781622	0.7605375	0.7424421
200	0.7279531	0.5936641	0.1600402	0.8263180	0.7588060
250	0.7270252	0.4943773	0.1019458	0.7448946	0.8390866
300	0.7463800	0.4280265	0.0934742	0.8105679	0.6775823
350	0.7417025	0.3885611	0.1368536	0.7282264	0.8137902
400	0.6887456	0.4590682	0.1391734	0.7015820	0.7383291
450	0.7711107	0.4825415	0.1206456	0.7928499	0.6106182
500	0.7242043	0.3726642	0.1252476	0.8447866	0.7818889
550	0.6689551	0.4211166	0.1316077	0.7565807	0.7338726
600	0.8620877	0.4591461	0.0750118	0.9700609	0.6532412
650	0.7320196	0.4760135	0.1126733	0.8134533	0.6953715
700	0.6500369	0.5134260	0.1900762	0.7943236	0.7025490
750	0.8471321	0.4311066	0.1531365	0.6491532	0.6980616
800	0.7835531	0.4663890	0.1708568	0.6933924	0.5991436
850	0.6974807	0.4071160	0.1237862	0.7571372	0.8085607
900	0.7462587	0.4804610	0.1686983	0.7789500	0.6866187
950	0.8417392	0.4818519	0.1014960	0.7059683	0.8234567
1000	0.8894749	0.3918478	0.1163494	0.8450432	0.7628761

0	0.6848664	0.4679675	0.1011351	0.6592625	0.8261837
50	0.8864418	0.4534771	0.1746585	0.8163141	0.7123534
100	0.8586544	0.5419542	0.0928291	0.6690424	0.9081214
150	0.6782309	0.4982463	0.1934671	0.7059543	0.7013407
200	0.7176512	0.5633415	0.1085028	0.7942124	0.8660234
250	0.5944923	0.4785799	0.1132541	0.7186704	0.8242777
300	0.7703433	0.5069289	0.2193719	0.9258254	0.6462516
350	0.7704713	0.4949712	0.1166702	0.8135935	0.8266927
400	0.6767675	0.4480908	0.0988487	0.7384535	0.7850328
450	0.7323967	0.5538937	0.1304292	0.9057564	0.8349041
500	0.7260113	0.4335522	0.1791660	0.7824219	0.7486731
550	0.7652540	0.4390383	0.1033997	0.7511514	0.6159391
600	0.8515835	0.3690749	0.1180452	0.7446584	0.7514559
650	0.7003619	0.5575425	0.1564311	0.7398065	0.7146934
700	0.6794827	0.4651506	0.1249161	0.9186870	0.7708769
750	0.6158380	0.5093336	0.1129521	0.8267233	0.8212440
800	0.7159606	0.4295079	0.1299155	0.7445240	0.7130781
850	0.7371583	0.4134567	0.0828673	0.7441076	0.8513059
900	0.7662655	0.3613939	0.1335004	0.6883988	0.6525971
950	0.7628736	0.3855364	0.1202247	0.7206838	0.7060834
1000	0.7445017	0.4491573	0.0976017	0.8292525	0.5757501

0	0.7034760	0.4390126	0.1274174	0.8630299	0.7525713
50	0.3066577	0.4392653	0.1372009	0.7616219	0.7570076
100	0.2539464	0.1719773	0.1748302	0.6870557	0.6000627
150	0.1664986	0.1004818	0.2895269	0.7250162	0.4306517
200	0.1961443	0.1222394	0.2685756	0.7737659	0.1658863
250	0.1627227	0.0723772	0.3442934	0.7971641	0.1538974
300	0.1104671	0.0440822	0.4419613	0.8265438	0.0843153
350	0.1197919	0.0786961	0.3559670	0.7448762	0.0732520
400	0.1236597	0.1118557	0.2860548	0.7442452	0.0519020
450	0.1271656	0.0613151	0.3763842	0.8038421	0.0750877
500	0.1157463	0.0678600	0.3111768	0.6839758	0.0768028
550	0.5257564	0.1454829	0.1951893	0.9042320	0.3512806
600	0.6548367	0.2515918	0.1301780	0.7279049	0.7095388
650	0.6422234	0.4313844	0.1200271	0.9555610	0.7575137
700	0.6882256	0.4427843	0.1203286	0.6982980	0.7544766
750	0.8654690	0.5151898	0.1116238	0.7259071	0.7192547
800	0.7392683	0.5178309	0.0944692	0.7580526	0.6692888
850	0.7401556	0.4559736	0.1739921	0.8013652	0.7615053
900	0.7281266	0.4999192	0.1278124	0.6308507	0.6310037
950	0.8684150	0.5186571	0.1489706	0.6799906	0.8286198
1000	0.7248690	0.4557344	0.1218471	0.6268064	0.8522259

0	0.9041854	0.4929656	0.1221547	0.8269421	0.7264084
50	0.7133288	0.4631165	0.1566419	0.4202580	0.8882586
100	0.7483503	0.5357338	0.1657560	0.4376716	0.7643831
150	0.7825913	0.5571190	0.2439038	0.4067766	0.6894527
200	0.7001179	0.5740157	0.2583664	0.3106184	0.7606989
250	0.7836404	0.5828389	0.3883236	0.2967929	0.5991847
300	0.6913260	0.5044321	0.2904040	0.3193582	0.6655332
350	0.9552705	0.4310713	0.4056507	0.2722991	0.7429341
400	0.8394981	0.3796849	0.3985962	0.2598015	0.7018558
450	0.8707744	0.4163216	0.4187876	0.2811801	0.7829786
500	0.7579255	0.3609708	0.3734832	0.3062273	0.6333769
550	0.7749687	0.4196231	0.3106606	0.6079286	0.6880604
600	0.7676462	0.5886588	0.1796608	0.6818006	0.6398191
650	0.6781604	0.5825345	0.1217427	0.7564224	0.6579406
700	0.7615121	0.5587546	0.1152918	0.7302508	0.9110060
750	0.8439980	0.5118484	0.1506302	0.6482967	0.6846606
800	0.8123827	0.6406367	0.1158198	0.7407057	0.6456295
850	0.7492333	0.5395866	0.1208506	0.7723043	0.7938134
900	0.7424664	0.4772150	0.1953325	0.6986456	0.8278424
950	0.8746437	0.4791223	0.1299082	0.8469639	0.8322522
1000	0.8954204	0.5817630	0.1489693	0.6916550	0.8462922

0	0.6499241	0.4524723	0.1636792	0.9027838	0.7397187
50	0.7784840	0.4258073	0.1227087	0.6611879	0.8010193
100	0.8128266	0.5311607	0.1513788	0.8015617	0.7312912
150	0.7791961	0.5266014	0.0424837	0.7124535	0.7211400
200	0.8851776	0.5094813	0.1553777	0.6001312	0.7949944
250	0.7605426	0.5483485	0.1475274	0.7139342	0.7635539
300	0.8012549	0.5467701	0.1264360	0.6259560	0.6945928
350	0.7838133	0.5936765	0.1552544	0.6864400	0.6095035
400	0.8023368	0.4851434	0.1856631	0.7108056	0.6523610
450	0.7722199	0.5380699	0.1659826	0.7274826	0.6316530
500	0.7912409	0.4652059	0.1190838	0.7039281	0.6447398
550	0.9087091	0.5609091	0.1298775	0.6718351	0.5835825
600	0.6484399	0.4590258	0.1373631	0.7597681	0.8102260
650	0.8344814	0.4474755	0.1097630	0.7136814	0.7286129
700	0.9553714	0.5422987	0.1228342	0.7671255	0.8245241
750	0.7451331	0.4692460	0.1489389	0.8548246	0.6109913
800	0.9421138	0.4751254	0.1302863	0.7278736	0.7729787
850	0.8317117	0.4442921	0.1479389	0.7757897	0.7263140
900	0.8309965	0.4402998	0.1499336	0.7861702	0.9122805
950	0.6541741	0.4405237	0.1021636	0.8469749	0.6758499
1000	0.8672859	0.4288696	0.1011078	0.7965610	0.5503375
