"Time"	G1	G3	G5	G22	G4
750	0.6845161	0.4732795	0.0963034	0.6594012	0.7592905
800	0.6546067	0.5513940	0.1322637	0.6870409	0.7933075
850	0.6985302	0.4129091	0.1502812	0.7233914	0.7641097
900	0.6604834	0.4060327	0.0900959	0.6612340	0.7128142
950	0.7225767	0.4377263	0.1171781	0.7347933	0.8171904
1000	0.6682680	0.4898794	0.1138655	0.7071995	0.7953437

0	0.7267604	0.4831620	0.0808473	0.7554826	0.7931822
50	0.6770310	0.5725508	0.1287226	0.6573785	0.6754798
100	0.6243457	0.5598571	0.1350163	0.5907711	0.8015750
150	0.7037782	0.6053452	0.1177311	0.5781119	0.7690923
200	0.8415982	0.8208195	0.1486620	0.6940750	0.6872248
250	0.7666482	0.7688480	0.1255086	0.5570469	0.7842198
300	0.7778834	0.7126861	0.0980626	0.6589060	0.6921400
350	0.7176671	0.8070454	0.1588076	0.5638622	0.6484122
400	0.8378852	0.5416392	0.1342245	0.6572969	0.8229318
450	0.8365092	0.7113233	0.1122996	0.7608593	0.8165479
500	0.6729905	0.7290344	0.1003072	0.6411312	0.6297602
550	0.6212232	0.4838318	0.1410313	0.6537078	0.7285354
600	0.7337150	0.5421435	0.0786828	0.7142572	0.7427247
650	0.8488249	0.4533827	0.1399381	0.7640802	0.7989903
700	0.6772878	0.4407723	0.0932298	0.7242831	0.7258088
750	0.7314014	0.4481910	0.1033111	0.6532802	0.7363222
800	0.7088922	0.4547514	0.1606146	0.6866224	0.7869481
850	0.7280643	0.4317120	0.0977733	0.9022927	0.7018654
900	0.7413338	0.4062546	0.1187992	0.7048828	0.6859934
950	0.8233940	0.4977456	0.1011385	0.6442008	0.7058260
1000	0.7122142	0.5650867	0.1766169	0.7565225	0.6012063

0	0.6651436	0.3871832	0.0991262	0.7108531	0.7454894
50	0.7551313	0.4481601	0.1312120	0.8397824	0.7151413
100	0.7370750	0.5924158	0.1673396	0.7960212	0.6759584
150	0.7016025	0.4976294	0.1065144	0.7122737	0.7889543
200	0.8133268	0.5647824	0.0815654	0.7028926	0.6144469
250	0.7481628	0.5258878	0.1277391	0.6908129	0.6655116
300	0.7135457	0.6529014	0.1311236	0.7474649	0.6663305
350	0.7397005	0.4685130	0.1419891	0.7355619	0.7530542
400	0.7352006	0.4737385	0.1313985	0.6579143	0.6452690
450	0.7093828	0.5201198	0.1299742	0.7328977	0.6035105
500	0.7832925	0.5066041	0.1325334	0.7850423	0.6712280
550	0.9331778	0.4577933	0.1374011	0.6773084	0.7414436
600	0.7036070	0.3821862	0.1328627	0.7395704	0.6596700
650	0.7398112	0.5094799	0.1059524	0.6943658	0.6975224
700	0.7291290	0.3536161	0.1115238	0.7296397	0.7392834
750	0.6282779	0.4488017	0.1360498	0.6526282	0.7285424
800	0.7592311	0.5204187	0.1007812	0.7084018	0.7081070
850	0.8132156	0.4294749	0.0900595	0.6323271	0.6122074
900	0.7456563	0.4874324	0.0983665	0.7731117	0.6053595
950	0.7077038	0.5627019	0.0755728	0.8548079	0.6275923
1000	0.6728597	0.4549102	0.0756597	0.7137734	0.6771914

0	0.6771430	0.4099263	0.0905199	1.0000000	0.7683321
50	0.7391048	0.4142580	0.1008293	0.7930345	0.6619512
100	0.6328605	0.4697148	0.0776072	0.8024874	0.7473508
150	0.5878115	0.3638678	0.1012993	0.7054516	0.6799180
200	0.6111436	0.3613596	0.1430862	0.7734743	0.7399825
250	0.6506458	0.3502277	0.0539987	0.7354566	0.6289371
300	0.7262361	0.4067717	0.1034373	0.6607525	0.7188620
350	0.7302628	0.4075646	0.1186727	0.7530971	0.7187793
400	0.6736530	0.4572896	0.1034961	0.7205863	0.7162234
450	0.6864262	0.4439913	0.1220518	0.7050048	0.6627436
500	0.5712741	0.3409816	0.1315353	0.6564381	0.6347179
550	0.6227207	0.4808780	0.1242374	0.6714209	0.7624782
600	0.8184885	0.3792731	0.1330271	0.6888672	0.7342741
650	0.6665287	0.4448755	0.1732028	0.5583478	0.7244827
700	0.6424324	0.4072964	0.1064179	0.7845014	0.9069942
750	0.6805825	0.5572570	0.0719178	0.7499622	0.7860198
800	0.7070479	0.4934901	0.1462485	0.8054594	0.6383712
850	0.6181285	0.3820345	0.0835812	0.8458611	0.8049892
900	0.6877472	0.3675700	0.1290768	0.6616293	0.6077387
950	0.5785390	0.5109954	0.1229306	0.6688247	0.6111614
1000	0.7063402	0.4942991	0.0881296	0.6461500	0.7431235

0	0.6885918	0.4423409	0.1159240	0.9035704	0.8070396
50	0.6921643	0.5282674	0.1238189	0.6272948	0.6800113
100	0.6882788	0.4695778	0.1304171	0.4342094	0.6892124
150	0.7792406	0.4527829	0.1294470	0.3962154	0.7593066
200	0.6433204	0.3799718	0.1194300	0.4354241	0.8653168
250	0.6415610	0.4551176	0.1374822	0.4687465	0.6411130
300	0.7005067	0.5272163	0.1738208	0.4769124	0.7005983
350	0.6974018	0.5092726	0.1405663	0.4675403	0.7188090
400	0.7180266	0.3805516	0.1721642	0.4191313	0.6896210
450	0.7061933	0.4868267	0.2038369	0.3899676	0.7874738
500	0.6929188	0.4716012	0.2038353	0.4530434	0.7323765
550	0.7424719	0.4661859	0.1498427	0.6096142	0.6687392
600	0.8049670	0.4857127	0.2340118	0.6878072	0.7367931
650	0.7560595	0.5776296	0.1219169	0.5905463	0.7204019
700	0.7179466	0.4363888	0.1723729	0.6466591	0.5898261
750	0.7907808	0.4839242	0.0886229	0.7342297	0.6528522
800	0.6972065	0.4603047	0.0665883	0.6023815	0.6376170
850	0.6595238	0.4756930	0.1043388	0.6969154	0.7749253
900	0.7744762	0.3122648	0.0685074	0.6526208	0.8111344
950	0.7091771	0.4654593	0.1373181	0.6970460	0.5343533
1000	0.9254565	0.5062535	0.0912315	0.6759240	0.7201100

0	0.7007700	0.4358856	0.1219312	0.8099744	0.6683068
50	0.3808613	0.3035655	0.1018322	0.6748339	0.6822821
100	0.1798362	0.2212921	0.1634619	0.7168897	0.6563397
150	0.0817580	0.1337973	0.2326651	0.7582435	0.4616947
200	0.0499167	0.0709960	0.3369631	0.6591346	0.2591123
250	0.0652082	0.0594379	0.4310189	0.7901483	0.2556486
300	0.0461324	0.0742599	0.5209941	0.7389635	0.2628960
350	0.0329498	0.0319138	0.6210083	0.8088177	0.2631377
400	0.0411009	0.0646551	0.5265158	0.6918352	0.2355207
450	0.0293600	0.0480237	0.6433580	0.6519253	0.2706279
500	0.0188346	0.0623442	0.7106393	0.7001672	0.2911225
550	0.4737476	0.0673007	0.3851666	0.7510634	0.2334018
600	0.6850551	0.2396294	0.2146678	0.7688957	0.5161599
650	0.7409715	0.4024977	0.1114993	0.7804937	0.5759104
700	0.6357325	0.4478332	0.1164333	0.7727521	0.7206160
750	0.6869356	0.5897539	0.1408843	0.8264447	0.6900449
800	0.7378979	0.5901500	0.1027033	0.7298880	0.6866502
850	0.6530886	0.5008159	0.1028345	0.8009402	0.6270675
900	0.7810305	0.5161488	0.1044964	0.6226209	0.7219844
950	0.6730211	0.4480613	0.1386766	0.7172698	0.6096142
1000	0.6917111	0.4750039	0.1236702	0.7057954	0.6981638

0	0.6356889	0.3864287	0.0971156	0.7950388	0.6526606
50	0.7370252	0.3706009	0.1454117	0.5870477	0.7321071
100	0.6765248	0.4262077	0.0975656	0.7542282	0.6568994
150	0.7793848	0.3947188	0.1190175	0.7601317	0.7237528
200	0.8073037	0.4299170	0.1233982	0.7168281	0.8759828
250	0.6415661	0.3486779	0.1254792	0.6096064	0.8137104
300	0.6890360	0.3364408	0.1141785	0.6967616	0.7860404
350	0.6580080	0.3961137	0.1546918	0.7539568	0.7186134
400	0.7891987	0.4323635	0.1136764	0.6426660	0.6062392
450	0.6427620	0.4247203	0.0951717	0.6911063	0.6894076
500	0.6792465	0.4417193	0.1402304	0.5809737	0.6982606
550	0.7998778	0.4196611	0.0771078	0.8172353	0.7604637
600	0.8015484	0.5288048	0.1010268	0.6575006	0.5787923
650	0.6654503	0.4793836	0.1364192	0.7637666	0.8085760
700	0.6773422	0.5267745	0.1017821	0.6395222	0.8327596
750	0.7246238	0.4740779	0.1764587	0.7884647	0.8078410
800	0.7184555	0.5751199	0.1455356	0.8436104	0.5782331
850	0.7540046	0.5010546	0.0888482	0.8349169	0.7984386
900	0.8372012	0.5428354	0.1173736	0.7686613	0.5819169
950	0.6527054	0.5177942	0.1279645	0.7828874	0.6689760
1000	0.7393216	0.4357793	0.1177811	0.7039076	0.6861648

0	0.6506568	0.5045047	0.1024543	0.8965047	0.6283786
50	0.7636837	0.3653320	0.1439035	0.6191793	0.6345461
100	0.6338402	0.3186446	0.1630656	0.7554122	0.7701103
150	0.6700135	0.3828742	0.0971272	0.7515358	0.8284716
200	0.7159533	0.3624794	0.1249704	0.8123547	0.7109486
250	0.7485512	0.4054706	0.1550810	0.8150226	0.7342088
300	0.6407771	0.3949433	0.0851846	0.6620286	0.8030320
350	0.8048058	0.4321737	0.1232891	0.8226180	0.7454877
400	0.7914841	0.4350748	0.0927010	0.7774050	0.6647205
450	0.7726029	0.3967908	0.1019721	0.7824093	0.6019620
500	0.6397954	0.5482902	0.1068687	0.8036129	0.6312590
550	0.6004276	0.4673853	0.0656724	0.9020553	0.7410530
600	0.7684466	0.4080926	0.1362727	0.6942545	0.5728302
650	0.8285335	0.5174854	0.1002730	0.6651960	0.8347829
700	0.8709559	0.4722662	0.1248862	0.6481523	0.7127563
750	0.6125469	0.4043661	0.0926385	0.6559438	0.6767556
800	0.6348649	0.5573161	0.1193471	0.7246486	0.6927992
850	0.7933500	0.4485802	0.1198373	0.8547945	0.7162222
900	0.7003728	0.5251422	0.1431057	0.6520652	0.7858244
950	0.6759846	0.4821442	0.0984991	0.7789272	0.7541386
1000	0.6757884	0.5037435	0.1294131	0.7117015	0.7448538

0	0.7033329	0.3535892	0.1410297	0.8930119	0.6960656
50	0.5168307	0.5428734	0.0692496	0.7239187	0.6655672
100	0.6632092	0.5339006	0.1494643	0.5891251	0.7953565
150	0.5568122	0.5023435	0.0790724	0.6812163	0.6851360
200	0.6155887	0.4040544	0.1247583	0.6546724	0.6629616
250	0.6197443	0.5353773	0.1342395	0.5020057	0.7098111
300	0.5652124	0.4406868	0.1740820	0.5699429	0.6526284
350	0.6647007	0.4444707	0.1864760	0.5837203	0.7377387
400	0.5511114	0.4199021	0.0767319	0.6425981	0.7609151
450	0.6550640	0.5182642	0.1630157	0.5951497	0.6508505
500	0.7197961	0.4901791	0.1206994	0.7712040	0.6519691
550	0.7278585	0.4680919	0.1735924	0.5652594	0.7895355
600	0.8072227	0.4302073	0.0785273	0.7376761	0.8338426
650	0.8101633	0.3931127	0.1366443	0.8021358	0.8102236
700	0.7558449	0.4126259	0.0723235	0.8162457	0.7871637
750	0.7262401	0.3604019	0.1317630	0.7689677	0.6253907
800	0.6652860	0.4824276	0.1421091	0.6707352	0.7161880
850	0.7867899	0.3995938	0.0829746	0.6717243	0.6518055
900	0.6500852	0.3757782	0.1128277	0.8329581	0.7383920
950	0.7518318	0.4643080	0.1123746	0.6609922	0.7694459
1000	0.6869831	0.4456051	0.0872101	0.7520749	0.6399037
