"Time"	G1	G3	G5	G7	G8	G4	G83	G22	G6	G87	G85	G86	G54	G89	G88	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G23	G80	G82	G51	G50	G58	G31	G78	G94	G93	G95	G91	G90	G17	G65	G16	G57	G52	G34	G55	G56	G33	G36	G37	G72
600	0.0862703	0.1713434	0.1244944	0.7554227	0.7075156	0.2194422	0.5251700	0.6339857	0.0363771	0.0004617	0.5275491	0.6884349	0.1008739	0.0603368	0.6718379	0.4145432	0.3548626	0.3955554	0.0456087	0.5894970	0.6490680	0.6600801	0.7807546	0.4955387	0.3002514	0.3854408	0.6811106	0.6111865	0.1576215	0.0183921	0.7667169	0.1668147	0.7000490	0.6583641	0.3852251	0.3288177	0.0252585	0.5937953	0.4057654	0.5848916	0.4085001	0.0836113	0.3967899	0.4864452	0.4955395	0.1374826	0.5378981	0.5332171	0.2288084	0.6977278
650	0.0932932	0.2029275	0.2155867	0.6957840	0.6805344	0.1626751	0.4478467	0.7321747	0.0353125	0.0001642	0.6215592	0.6412707	0.0920502	0.1072981	0.7966278	0.4681997	0.3704370	0.3278353	0.0523269	0.5421880	0.6957626	0.6593798	0.7642656	0.3209549	0.3042742	0.3788280	0.7329712	0.6605295	0.1899637	0.0214823	0.6274871	0.1819621	0.6918948	0.6230549	0.3408586	0.4519126	0.0143757	0.5969125	0.4133703	0.6676568	0.3598568	0.0686976	0.4940389	0.5137096	0.4491270	0.1478740	0.3507875	0.5907562	0.1405588	0.7500476
700	0.1372339	0.1160027	0.1464434	0.7498070	0.7718615	0.1783244	0.5606699	0.7761889	0.0776034	0.0007278	0.5973936	0.6823071	0.1123010	0.0801048	0.6016018	0.4435945	0.3874062	0.3823342	0.0881009	0.4974689	0.6409840	0.6194753	0.6033782	0.3895296	0.2830881	0.4971222	0.5704363	0.5777265	0.1962650	0.0142531	0.7007149	0.1426121	0.6042905	0.6216522	0.2728864	0.4330857	0.0098260	0.7638714	0.3363495	0.5892168	0.3406835	0.1145106	0.4936598	0.5849028	0.4312924	0.1586774	0.5131820	0.6944026	0.2201389	0.6718265
750	0.1132144	0.1143472	0.1713937	0.7435811	0.6658415	0.2879398	0.5261780	0.5902735	0.0323051	0.0015278	0.5116365	0.7592695	0.1130394	0.0836896	0.6257901	0.5240369	0.3628446	0.3178096	0.0635588	0.5444810	0.6143297	0.5621487	0.6733497	0.4367525	0.3695114	0.4695877	0.5483875	0.6993970	0.1884078	0.0157735	0.7207226	0.0752963	0.7264393	0.6414570	0.3879643	0.3951005	0.0309418	0.6271443	0.3903129	0.6380532	0.3445478	0.0759381	0.5651126	0.5116281	0.5346136	0.2180415	0.4890706	0.6156965	0.1378171	0.5980611
800	0.0562445	0.2260886	0.1013506	0.7424360	0.6670444	0.3425956	0.5194893	0.6038052	0.0346594	0.0020094	0.6003383	0.6723696	0.0968785	0.0887664	0.5930174	0.2985887	0.3320671	0.3014847	0.0600051	0.5836119	0.5199922	0.5300784	0.7608764	0.4386467	0.3586449	0.4105361	0.7417501	0.6139830	0.1709210	0.0591680	0.5686762	0.1528055	0.6623914	0.5571548	0.3948118	0.3293208	0.0085822	0.6487416	0.4272572	0.6816685	0.3379111	0.0827558	0.4608338	0.6561015	0.5005373	0.2303758	0.3937086	0.6965183	0.1065838	0.6196882
850	0.0910119	0.1416573	0.1341433	0.7705159	0.6362063	0.2379890	0.5343519	0.7694482	0.0337770	0.0000113	0.5721861	0.7489354	0.1041231	0.0706878	0.6216632	0.4758386	0.2545414	0.3747207	0.0360294	0.6060786	0.6358128	0.5889212	0.7631448	0.3480094	0.2815123	0.2739380	0.6367661	0.5736056	0.1979603	0.0205257	0.9256934	0.0957047	0.8302778	0.5651896	0.3392327	0.3499182	0.0101108	0.6533762	0.4356179	0.6841571	0.2294010	0.0367300	0.4885586	0.4754741	0.4741949	0.2495078	0.4470258	0.8475279	0.1422417	0.5877933
900	0.0885530	0.0883549	0.1715583	0.7196601	0.6675586	0.2468013	0.4814487	0.7191733	0.0342881	0.0017948	0.5164882	0.7454826	0.1195398	0.0983191	0.6931011	0.4069276	0.2553946	0.3430946	0.0706143	0.5143437	0.5944209	0.6853521	0.6343300	0.3700296	0.3182401	0.3439985	0.7962392	0.5782229	0.2703290	0.0216604	0.7078554	0.1280918	0.6818561	0.6323213	0.3819204	0.2793960	0.0112560	0.6905613	0.3663230	0.6865968	0.2183504	0.0688530	0.4759024	0.4831898	0.4553678	0.2242205	0.4805126	0.5760202	0.1980536	0.5165517
950	0.1261396	0.1246621	0.1302339	0.6402678	0.6173813	0.2839662	0.5679137	0.6234311	0.0225271	0.0023528	0.5933265	0.6814775	0.0879300	0.0963455	0.7858056	0.3296875	0.2860755	0.2964788	0.0401842	0.6139470	0.6018442	0.5675409	0.8026460	0.4216972	0.2889333	0.3795630	0.7803494	0.5735736	0.1472588	0.0380464	0.7217200	0.1316601	0.6141641	0.5299867	0.3059967	0.3723483	0.0181618	0.7452423	0.3401369	0.6245826	0.2724714	0.0393016	0.5523598	0.4667946	0.4779205	0.2257439	0.4625595	0.6089913	0.1983701	0.7362378
1000	0.1183499	0.1459504	0.1354324	0.6395183	0.7540018	0.3373063	0.4334544	0.7512974	0.0329799	0.0010391	0.5892877	0.7130798	0.0945495	0.0966167	0.8838297	0.4449317	0.3324118	0.3342535	0.0965943	0.6172191	0.5075271	0.6377447	0.5914540	0.3878490	0.3443515	0.3474279	0.7161173	0.5929817	0.1529536	0.0486998	0.6881595	0.1151560	0.6396976	0.6157413	0.2883539	0.3482219	0.0054336	0.6045993	0.3704467	0.5918985	0.2454417	0.0403675	0.5230381	0.4205480	0.4760400	0.3233930	0.4115978	0.5296661	0.0906077	0.6507112

0	0.1044305	0.1713323	0.1338508	0.7040148	0.7245738	0.2829160	0.6896405	0.6976227	0.0420441	0.0025562	0.6298357	0.5670985	0.1278628	0.0841503	0.6941524	0.4710893	0.2621490	0.2729212	0.0466743	0.6236057	0.7560843	0.7476315	0.6530250	0.4497638	0.3076338	0.4342276	0.6752818	0.5988788	0.2080720	0.0182127	0.7577232	0.1171664	0.5931233	0.7389967	0.3632394	0.3635427	0.0147703	0.6370751	0.4503137	0.6572308	0.3515228	0.0650307	0.5504458	0.5025991	0.5072665	0.2769211	0.4321184	0.5845630	0.1258038	0.7236823
50	0.1125926	0.1180164	0.1623011	0.3241828	0.4637755	0.2462764	0.5986331	0.7526079	0.0301289	0.0008895	0.1683686	0.5950290	0.0847107	0.0944486	0.2627790	0.4991266	0.2959381	0.4405162	0.0813345	0.6108301	0.6063526	0.5866913	0.6931947	0.4815064	0.4143300	0.4148044	0.2372545	0.2743956	0.3042994	0.1846351	0.7240393	0.1164564	0.8658795	0.5369615	0.4496008	0.2483203	0.3928451	0.7077610	0.1948793	0.6669331	0.3077430	0.2246897	0.5293771	0.4939971	0.3266951	0.3549892	0.3067881	0.5815201	0.0485162	0.6417717
100	0.1193080	0.1698629	0.1003629	0.3154785	0.3484236	0.1897680	0.5154929	0.7626774	0.0329559	0.0002850	0.0937507	0.6775907	0.0945351	0.0561328	0.1454742	0.2611153	0.3499587	0.4136989	0.0581108	0.5880064	0.5824758	0.5298095	0.6572442	0.6143349	0.3536154	0.4341300	0.1724853	0.1351259	0.3188066	0.2615128	0.6402029	0.1078043	0.7683168	0.5590743	0.4569208	0.2892363	0.6598910	0.6931352	0.1802264	0.6798704	0.2584471	0.3075810	0.5928745	0.4149288	0.4689931	0.3014308	0.2690826	0.7941550	0.0231853	0.5670738
